,Score,Seq. ID,Description,Organism Source,Tax. distance,Rxn. ID,Rxn. ID - additional,EC Number,Uniprot protein evidence,Consv. Score,Rxn Sim.,Rxn Sim RF.,Direction Used,Combined score,% helices,% sheets,% turns,% coils,Mol. Weight,Isoelec. Point,Polar %,Query,Hit
48,38.725511,B3PI89,Biotin biosynthesis bifunctional protein BioHC,Cellvibrio japonicus (strain Ueda107) OX=498211,11.0,MNXR131328,-,3.1.1.1;3.4.21;3.4.21.62,3.0,0.0,0.55273,0.44778,1,0.500254,38.1,29.8,15.8,19.5,55021.07,7.1338,40.438,CCO.[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>CCOC(=O)[C@@H](N)Cc1ccccc1.[H]O[H],CCOC(=O)[C@H](Cc1ccccc1)N=C(C)O>>CC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-].CCO.[H+]
49,38.725511,A5F605,Esterase FrsA,Vibrio cholerae serotype O1 (strain ATCC 39541 / Classical Ogawa 395 / O395) OX=345073,11.0,MNXR131328,-,3.1.1.1;3.4.21;3.4.21.62,3.0,0.0,0.55273,0.44778,1,0.500254,41.1,22.3,17.0,23.6,46737.26,8.4131,47.470,CCO.[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>CCOC(=O)[C@@H](N)Cc1ccccc1.[H]O[H],CCOC(=O)[C@H](Cc1ccccc1)N=C(C)O>>CC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-].CCO.[H+]
50,38.725511,Q51758,Carboxylesterase 1,Pseudomonas fluorescens OX=294,11.0,MNXR131328,-,3.1.1.1;3.4.21;3.4.21.62,3.0,0.0,0.55273,0.44778,1,0.500254,36.1,24.3,20.3,27.2,24153.49,5.0503,42.661,CCO.[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>CCOC(=O)[C@@H](N)Cc1ccccc1.[H]O[H],CCOC(=O)[C@H](Cc1ccccc1)N=C(C)O>>CC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-].CCO.[H+]
51,38.725511,C5BMZ8,Biotin biosynthesis bifunctional protein BioHC,Teredinibacter turnerae (strain ATCC 39867 / T7901) OX=377629,11.0,MNXR131328,-,3.1.1.1;3.4.21;3.4.21.62,3.0,0.0,0.55273,0.44778,1,0.500254,39.2,19.9,18.6,25.3,63934.48,6.2760,46.316,CCO.[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>CCOC(=O)[C@@H](N)Cc1ccccc1.[H]O[H],CCOC(=O)[C@H](Cc1ccccc1)N=C(C)O>>CC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-].CCO.[H+]
52,38.725511,Q6B6R8,Esterase EstA,Pseudomonas putida OX=303,11.0,MNXR131328,-,3.1.1.1;3.4.21;3.4.21.62,3.0,0.0,0.55273,0.44778,1,0.500254,24.8,28.4,20.3,29.0,69608.98,4.4639,43.344,CCO.[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>CCOC(=O)[C@@H](N)Cc1ccccc1.[H]O[H],CCOC(=O)[C@H](Cc1ccccc1)N=C(C)O>>CC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-].CCO.[H+]
53,37.925511,Q9HZY8,Esterase TesA,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964,12.0,MNXR131328,-,3.1.1.1;3.4.21;3.4.21.62,1.0,0.0,0.55273,0.44778,1,0.500254,43.2,31.4,13.5,20.5,21037.51,5.9104,32.836,CCO.[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>CCOC(=O)[C@@H](N)Cc1ccccc1.[H]O[H],CCOC(=O)[C@H](Cc1ccccc1)N=C(C)O>>CC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-].CCO.[H+]
54,37.925511,Q88QS0,Esterase EstP,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440) OX=160488,12.0,MNXR131328,-,3.1.1.1;3.4.21;3.4.21.62,1.0,0.0,0.55273,0.44778,1,0.500254,22.8,31.3,20.7,27.7,67175.54,4.4265,42.925,CCO.[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>CCOC(=O)[C@@H](N)Cc1ccccc1.[H]O[H],CCOC(=O)[C@H](Cc1ccccc1)N=C(C)O>>CC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-].CCO.[H+]
55,37.925511,O33407,Esterase EstA,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964,12.0,MNXR131328,-,3.1.1.1;3.4.21;3.4.21.62,1.0,0.0,0.55273,0.44778,1,0.500254,24.8,28.4,20.3,29.0,69608.98,4.4639,43.344,CCO.[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>CCOC(=O)[C@@H](N)Cc1ccccc1.[H]O[H],CCOC(=O)[C@H](Cc1ccccc1)N=C(C)O>>CC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-].CCO.[H+]
56,37.725511,Q87RV2,Esterase FrsA,Vibrio parahaemolyticus serotype O3:K6 (strain RIMD 2210633) OX=223926,12.0,MNXR131328,-,3.1.1.1;3.4.21;3.4.21.62,3.0,0.0,0.55273,0.44778,1,0.500254,48.9,20.8,15.8,18.5,47107.07,8.6882,48.916,CCO.[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>CCOC(=O)[C@@H](N)Cc1ccccc1.[H]O[H],CCOC(=O)[C@H](Cc1ccccc1)N=C(C)O>>CC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-].CCO.[H+]
57,34.925511,Q9WYH1,Esterase EstD,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8) OX=243274,15.0,MNXR131328,-,3.1.1.1;3.4.21;3.4.21.62,1.0,0.0,0.55273,0.44778,1,0.500254,52.0,22.5,8.8,20.7,46549.75,5.0796,45.631,CCO.[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>CCOC(=O)[C@@H](N)Cc1ccccc1.[H]O[H],CCOC(=O)[C@H](Cc1ccccc1)N=C(C)O>>CC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-].CCO.[H+]
58,34.925511,Q06174,Carboxylesterase,Geobacillus stearothermophilus OX=1422,15.0,MNXR131328,-,3.1.1.1;3.4.21;3.4.21.62,1.0,0.0,0.55273,0.44778,1,0.500254,50.4,26.5,13.5,16.5,28256.29,4.7874,44.715,CCO.[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>CCOC(=O)[C@@H](N)Cc1ccccc1.[H]O[H],CCOC(=O)[C@H](Cc1ccccc1)N=C(C)O>>CC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-].CCO.[H+]
59,34.925511,P86325,Carboxylesterase,Thermobifida fusca OX=2021 PE=1 SV=1,15.0,MNXR131328,-,3.1.1.1;3.4.21;3.4.21.62,1.0,0.0,0.55273,0.44778,1,0.500254,28.5,28.3,14.8,31.8,52940.86,4.5468,35.815,CCO.[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>CCOC(=O)[C@@H](N)Cc1ccccc1.[H]O[H],CCOC(=O)[C@H](Cc1ccccc1)N=C(C)O>>CC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-].CCO.[H+]
60,34.925511,P29600,Subtilisin Savinase,Lederbergia lenta OX=1467 PE=1 SV=1,15.0,MNXR131328,-,3.1.1.1;3.4.21;3.4.21.62,1.0,0.0,0.55273,0.44778,1,0.500254,14.6,37.5,16.2,37.9,26698.50,9.6279,42.007,CCO.[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>CCOC(=O)[C@@H](N)Cc1ccccc1.[H]O[H],CCOC(=O)[C@H](Cc1ccccc1)N=C(C)O>>CC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-].CCO.[H+]
61,34.925511,P07518,Subtilisin,Bacillus pumilus OX=1408,15.0,MNXR131328,-,3.1.1.1;3.4.21;3.4.21.62,1.0,0.0,0.55273,0.44778,1,0.500254,11.2,42.9,17.0,35.1,27655.67,6.8008,41.818,CCO.[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>CCOC(=O)[C@@H](N)Cc1ccccc1.[H]O[H],CCOC(=O)[C@H](Cc1ccccc1)N=C(C)O>>CC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-].CCO.[H+]
62,34.925511,P29599,Subtilisin BL,Lederbergia lenta OX=1467 PE=1 SV=1,15.0,MNXR131328,-,3.1.1.1;3.4.21;3.4.21.62,1.0,0.0,0.55273,0.44778,1,0.500254,14.6,36.4,17.0,38.3,26823.67,9.6275,42.007,CCO.[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>CCOC(=O)[C@@H](N)Cc1ccccc1.[H]O[H],CCOC(=O)[C@H](Cc1ccccc1)N=C(C)O>>CC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-].CCO.[H+]
63,33.925511,Q45670,Thermophilic serine proteinase,Bacillus sp. (strain AK1) OX=268807 PE=1 SV=1,16.0,MNXR131328,-,3.1.1.1;3.4.21;3.4.21.62,1.0,0.0,0.55273,0.44778,1,0.500254,32.2,33.8,16.4,21.8,42835.50,4.4373,44.140,CCO.[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>CCOC(=O)[C@@H](N)Cc1ccccc1.[H]O[H],CCOC(=O)[C@H](Cc1ccccc1)N=C(C)O>>CC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-].CCO.[H+]
64,33.925511,P00781,Subtilisin DY,Bacillus licheniformis OX=1402,16.0,MNXR131328,-,3.1.1.1;3.4.21;3.4.21.62,1.0,0.0,0.55273,0.44778,1,0.500254,18.6,50.0,13.2,24.4,27435.54,7.7712,41.241,CCO.[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>CCOC(=O)[C@@H](N)Cc1ccccc1.[H]O[H],CCOC(=O)[C@H](Cc1ccccc1)N=C(C)O>>CC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-].CCO.[H+]
65,33.725511,Q47M62,Carboxylesterase,Thermobifida fusca (strain YX) OX=269800,16.0,MNXR131328,-,3.1.1.1;3.4.21;3.4.21.62,3.0,0.0,0.55273,0.44778,1,0.500254,27.0,29.3,15.2,31.8,52940.86,4.5468,35.815,CCO.[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>CCOC(=O)[C@@H](N)Cc1ccccc1.[H]O[H],CCOC(=O)[C@H](Cc1ccccc1)N=C(C)O>>CC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-].CCO.[H+]
66,32.925511,O06350,Carboxylesterase/phospholipase LipF,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332,17.0,MNXR131328,-,3.1.1.1;3.4.21;3.4.21.62,1.0,0.0,0.55273,0.44778,1,0.500254,28.3,31.1,20.4,24.6,39611.32,8.2873,37.534,CCO.[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>CCOC(=O)[C@@H](N)Cc1ccccc1.[H]O[H],CCOC(=O)[C@H](Cc1ccccc1)N=C(C)O>>CC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-].CCO.[H+]
67,32.925511,P00783,Subtilisin amylosacchariticus,Bacillus subtilis subsp. amylosacchariticus OX=1483,17.0,MNXR131328,-,3.1.1.1;3.4.21;3.4.21.62,1.0,0.0,0.55273,0.44778,1,0.500254,31.2,32.1,14.0,27.1,39467.38,9.4661,44.619,CCO.[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>CCOC(=O)[C@@H](N)Cc1ccccc1.[H]O[H],CCOC(=O)[C@H](Cc1ccccc1)N=C(C)O>>CC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-].CCO.[H+]
68,32.925511,Q5JIZ5,Subtilisin-like serine protease,Thermococcus kodakarensis (strain ATCC BAA-918 / JCM 12380 / KOD1) OX=69014,17.0,MNXR131328,-,3.1.1.1;3.4.21;3.4.21.62,1.0,0.0,0.55273,0.44778,1,0.500254,22.1,37.1,21.3,21.9,70955.14,4.6226,42.232,CCO.[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>CCOC(=O)[C@@H](N)Cc1ccccc1.[H]O[H],CCOC(=O)[C@H](Cc1ccccc1)N=C(C)O>>CC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-].CCO.[H+]
69,32.925511,P9WK87,Carboxylesterase NlhH,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332,17.0,MNXR131328,-,3.1.1.1;3.4.21;3.4.21.62,1.0,0.0,0.55273,0.44778,1,0.500254,29.7,32.0,16.2,27.4,33906.50,4.3156,34.796,CCO.[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>CCOC(=O)[C@@H](N)Cc1ccccc1.[H]O[H],CCOC(=O)[C@H](Cc1ccccc1)N=C(C)O>>CC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-].CCO.[H+]
70,32.925511,P35835,Subtilisin NAT,Bacillus subtilis subsp. natto OX=86029,17.0,MNXR131328,-,3.1.1.1;3.4.21;3.4.21.62,1.0,0.0,0.55273,0.44778,1,0.500254,31.8,32.1,14.0,26.6,39507.48,9.4661,44.357,CCO.[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>CCOC(=O)[C@@H](N)Cc1ccccc1.[H]O[H],CCOC(=O)[C@H](Cc1ccccc1)N=C(C)O>>CC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-].CCO.[H+]
71,32.925511,I6XU97,Esterase Rv0045c,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332,17.0,MNXR131328,-,3.1.1.1;3.4.21;3.4.21.62,1.0,0.0,0.55273,0.44778,1,0.500254,44.0,21.6,13.5,26.6,32131.12,5.1698,42.282,CCO.[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>CCOC(=O)[C@@H](N)Cc1ccccc1.[H]O[H],CCOC(=O)[C@H](Cc1ccccc1)N=C(C)O>>CC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-].CCO.[H+]
72,31.925511,O31452,Carboxylesterase YbfK,Bacillus subtilis (strain 168) OX=224308,18.0,MNXR131328,-,3.1.1.1;3.4.21;3.4.21.62,1.0,0.0,0.55273,0.44778,1,0.500254,44.3,20.0,17.5,23.9,33070.66,5.1586,41.554,CCO.[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>CCOC(=O)[C@@H](N)Cc1ccccc1.[H]O[H],CCOC(=O)[C@H](Cc1ccccc1)N=C(C)O>>CC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-].CCO.[H+]
73,31.925511,P29141,Minor extracellular protease Vpr,Bacillus subtilis (strain 168) OX=224308,18.0,MNXR131328,-,3.1.1.1;3.4.21;3.4.21.62,1.0,0.0,0.55273,0.44778,1,0.500254,36.8,27.3,14.6,23.3,85608.30,6.0084,47.022,CCO.[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>CCOC(=O)[C@@H](N)Cc1ccccc1.[H]O[H],CCOC(=O)[C@H](Cc1ccccc1)N=C(C)O>>CC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-].CCO.[H+]
74,31.925511,P37967,Para-nitrobenzyl esterase,Bacillus subtilis (strain 168) OX=224308,18.0,MNXR131328,-,3.1.1.1;3.4.21;3.4.21.62,1.0,0.0,0.55273,0.44778,1,0.500254,46.7,17.3,15.6,23.7,53986.14,4.7062,43.354,CCO.[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>CCOC(=O)[C@@H](N)Cc1ccccc1.[H]O[H],CCOC(=O)[C@H](Cc1ccccc1)N=C(C)O>>CC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-].CCO.[H+]
75,31.825511,O32232,Carboxylesterase,Bacillus subtilis (strain 168) OX=224308,18.0,MNXR131328,-,3.1.1.1;3.4.21;3.4.21.62,2.0,0.0,0.55273,0.44778,1,0.500254,45.7,23.5,20.0,17.8,28193.05,4.9537,46.341,CCO.[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>CCOC(=O)[C@@H](N)Cc1ccccc1.[H]O[H],CCOC(=O)[C@H](Cc1ccccc1)N=C(C)O>>CC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-].CCO.[H+]
76,30.925511,O97364,Subtilisin-like protease 2,Plasmodium falciparum OX=5833,19.0,MNXR131328,-,3.1.1.1;3.4.21;3.4.21.62,1.0,0.0,0.55273,0.44778,1,0.500254,39.9,23.5,20.7,17.2,154931.83,8.4103,56.781,CCO.[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>CCOC(=O)[C@@H](N)Cc1ccccc1.[H]O[H],CCOC(=O)[C@H](Cc1ccccc1)N=C(C)O>>CC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-].CCO.[H+]
77,30.925511,O61142,Subtilisin-like protease 1,Plasmodium falciparum OX=5833,19.0,MNXR131328,-,3.1.1.1;3.4.21;3.4.21.62,1.0,0.0,0.55273,0.44778,1,0.500254,38.0,21.4,24.0,19.0,77874.84,5.9200,56.232,CCO.[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>CCOC(=O)[C@@H](N)Cc1ccccc1.[H]O[H],CCOC(=O)[C@H](Cc1ccccc1)N=C(C)O>>CC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-].CCO.[H+]
78,29.925511,Q8I0V0,Subtilisin-like protease 1,Plasmodium falciparum (isolate 3D7) OX=36329,20.0,MNXR131328,-,3.1.1.1;3.4.21;3.4.21.62,1.0,0.0,0.55273,0.44778,1,0.500254,38.1,21.3,24.0,19.0,77646.63,5.9200,56.105,CCO.[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>CCOC(=O)[C@@H](N)Cc1ccccc1.[H]O[H],CCOC(=O)[C@H](Cc1ccccc1)N=C(C)O>>CC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-].CCO.[H+]
79,29.925511,A0A509AKI1,Subtilisin-like protease PIMMS2,Plasmodium berghei (strain Anka) OX=5823,20.0,MNXR131328,-,3.1.1.1;3.4.21;3.4.21.62,1.0,0.0,0.55273,0.44778,1,0.500254,33.2,25.2,26.5,17.1,99419.52,8.1198,59.091,CCO.[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>CCOC(=O)[C@@H](N)Cc1ccccc1.[H]O[H],CCOC(=O)[C@H](Cc1ccccc1)N=C(C)O>>CC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-].CCO.[H+]
80,29.925511,Q8I430,Subtilisin-like protease 3,Plasmodium falciparum (isolate 3D7) OX=36329,20.0,MNXR131328,-,3.1.1.1;3.4.21;3.4.21.62,1.0,0.0,0.55273,0.44778,1,0.500254,23.2,29.0,32.1,17.8,88047.14,9.4982,58.388,CCO.[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>CCOC(=O)[C@@H](N)Cc1ccccc1.[H]O[H],CCOC(=O)[C@H](Cc1ccccc1)N=C(C)O>>CC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-].CCO.[H+]
81,28.725511,A4KX74,Putative esterase,Heliothis virescens ascovirus 3e OX=260797,21.0,MNXR131328,-,3.1.1.1;3.4.21;3.4.21.62,3.0,0.0,0.55273,0.44778,1,0.500254,24.6,32.2,23.6,22.1,74350.52,8.3382,47.481,CCO.[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>CCOC(=O)[C@@H](N)Cc1ccccc1.[H]O[H],CCOC(=O)[C@H](Cc1ccccc1)N=C(C)O>>CC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-].CCO.[H+]
82,26.925511,A0A075TXZ3,Carboxylesterase patB,Penicillium expansum OX=27334,23.0,MNXR131328,-,3.1.1.1;3.4.21;3.4.21.62,1.0,0.0,0.55273,0.44778,1,0.500254,21.3,31.2,25.1,25.3,61487.08,6.4403,43.672,CCO.[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>CCOC(=O)[C@@H](N)Cc1ccccc1.[H]O[H],CCOC(=O)[C@H](Cc1ccccc1)N=C(C)O>>CC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-].CCO.[H+]
83,25.925511,D4AV38,Probable secreted lipase ARB_00047,Arthroderma benhamiae (strain ATCC MYA-4681 / CBS 112371) OX=663331,24.0,MNXR131328,-,3.1.1.1;3.4.21;3.4.21.62,1.0,0.0,0.55273,0.44778,1,0.500254,28.3,31.5,21.7,22.8,44099.95,6.3779,42.640,CCO.[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>CCOC(=O)[C@@H](N)Cc1ccccc1.[H]O[H],CCOC(=O)[C@H](Cc1ccccc1)N=C(C)O>>CC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-].CCO.[H+]
84,24.925511,A1CFK9,Carboxylesterase patB,Aspergillus clavatus (strain ATCC 1007 / CBS 513.65 / DSM 816 / NCTC 3887 / NRRL 1 / QM 1276 / 107) OX=344612,25.0,MNXR131328,-,3.1.1.1;3.4.21;3.4.21.62,1.0,0.0,0.55273,0.44778,1,0.500254,19.7,36.5,21.9,24.9,59935.59,6.4387,39.820,CCO.[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>CCOC(=O)[C@@H](N)Cc1ccccc1.[H]O[H],CCOC(=O)[C@H](Cc1ccccc1)N=C(C)O>>CC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-].CCO.[H+]
85,23.925511,Q04457,Gut esterase 1,Caenorhabditis elegans OX=6239,26.0,MNXR131328,-,3.1.1.1;3.4.21;3.4.21.62,1.0,0.0,0.55273,0.44778,1,0.500254,29.5,23.8,22.9,26.7,63722.22,4.6854,44.484,CCO.[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>CCOC(=O)[C@@H](N)Cc1ccccc1.[H]O[H],CCOC(=O)[C@H](Cc1ccccc1)N=C(C)O>>CC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-].CCO.[H+]
86,23.825511,W7MSI0,Carboxylic ester hydrolase FVEG_12634,Gibberella moniliformis (strain M3125 / FGSC 7600) OX=334819,26.0,MNXR131328,-,3.1.1.1;3.4.21;3.4.21.62,2.0,0.0,0.55273,0.44778,1,0.500254,28.7,23.4,24.5,26.4,62089.19,7.0116,44.872,CCO.[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>CCOC(=O)[C@@H](N)Cc1ccccc1.[H]O[H],CCOC(=O)[C@H](Cc1ccccc1)N=C(C)O>>CC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-].CCO.[H+]
87,23.825511,Q04456,Gut esterase 1,Caenorhabditis briggsae OX=6238,26.0,MNXR131328,-,3.1.1.1;3.4.21;3.4.21.62,2.0,0.0,0.55273,0.44778,1,0.500254,27.5,22.3,25.5,27.7,63819.02,4.6978,44.484,CCO.[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>CCOC(=O)[C@@H](N)Cc1ccccc1.[H]O[H],CCOC(=O)[C@H](Cc1ccccc1)N=C(C)O>>CC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-].CCO.[H+]
88,23.725511,Q07085,Esterase CM06B1,Caenorhabditis elegans OX=6239,26.0,MNXR131328,-,3.1.1.1;3.4.21;3.4.21.62,3.0,0.0,0.55273,0.44778,1,0.500254,35.3,23.4,22.7,21.6,61825.19,6.1586,43.863,CCO.[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>CCOC(=O)[C@@H](N)Cc1ccccc1.[H]O[H],CCOC(=O)[C@H](Cc1ccccc1)N=C(C)O>>CC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-].CCO.[H+]
89,23.725511,A0A3G1DJF0,Probable carboxylesterase M8,Phoma sp. (strain ATCC 20986 / MF5453) OX=1828523,26.0,MNXR131328,-,3.1.1.1;3.4.21;3.4.21.62,3.0,0.0,0.55273,0.44778,1,0.500254,34.9,28.3,20.1,22.0,36010.34,6.5108,42.188,CCO.[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>CCOC(=O)[C@@H](N)Cc1ccccc1.[H]O[H],CCOC(=O)[C@H](Cc1ccccc1)N=C(C)O>>CC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-].CCO.[H+]
90,22.925511,Q0ZPV7,Carboxylesterase 1,Actinidia eriantha OX=165200,27.0,MNXR131328,-,3.1.1.1;3.4.21;3.4.21.62,1.0,0.0,0.55273,0.44778,1,0.500254,33.5,28.8,21.9,20.7,37052.40,5.5616,42.388,CCO.[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>CCOC(=O)[C@@H](N)Cc1ccccc1.[H]O[H],CCOC(=O)[C@H](Cc1ccccc1)N=C(C)O>>CC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-].CCO.[H+]
91,20.925511,Q9LFR7,Probable carboxylesterase 17,Arabidopsis thaliana OX=3702,29.0,MNXR131328,-,3.1.1.1;3.4.21;3.4.21.62,1.0,0.0,0.55273,0.44778,1,0.500254,27.4,28.0,23.8,25.6,37698.05,8.8977,44.186,CCO.[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>CCOC(=O)[C@@H](N)Cc1ccccc1.[H]O[H],CCOC(=O)[C@H](Cc1ccccc1)N=C(C)O>>CC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-].CCO.[H+]
92,20.925511,Q9LT10,Probable carboxylesterase 18,Arabidopsis thaliana OX=3702,29.0,MNXR131328,-,3.1.1.1;3.4.21;3.4.21.62,1.0,0.0,0.55273,0.44778,1,0.500254,20.1,36.7,24.1,24.1,37715.04,7.1635,41.791,CCO.[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>CCOC(=O)[C@@H](N)Cc1ccccc1.[H]O[H],CCOC(=O)[C@H](Cc1ccccc1)N=C(C)O>>CC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-].CCO.[H+]
93,20.925511,Q4F883,Senescence-associated carboxylesterase 101,Arabidopsis thaliana OX=3702,29.0,MNXR131328,-,3.1.1.1;3.4.21;3.4.21.62,1.0,0.0,0.55273,0.44778,1,0.500254,43.8,21.5,19.4,18.4,62066.43,8.2415,51.024,CCO.[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>CCOC(=O)[C@@H](N)Cc1ccccc1.[H]O[H],CCOC(=O)[C@H](Cc1ccccc1)N=C(C)O>>CC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-].CCO.[H+]
94,20.925511,Q9SG92,Methylesterase 17,Arabidopsis thaliana OX=3702,29.0,MNXR131328,-,3.1.1.1;3.4.21;3.4.21.62,1.0,0.0,0.55273,0.44778,1,0.500254,36.9,24.2,23.5,21.5,30867.51,4.8360,45.290,CCO.[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>CCOC(=O)[C@@H](N)Cc1ccccc1.[H]O[H],CCOC(=O)[C@H](Cc1ccccc1)N=C(C)O>>CC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-].CCO.[H+]
95,20.925511,Q9SMN0,Probable carboxylesterase 12,Arabidopsis thaliana OX=3702,29.0,MNXR131328,-,3.1.1.1;3.4.21;3.4.21.62,1.0,0.0,0.55273,0.44778,1,0.500254,37.7,25.0,19.8,22.7,35567.30,5.1005,45.679,CCO.[NH3+][C@@H](Cc1ccccc1)C(=O)[O-]>>CCOC(=O)[C@@H](N)Cc1ccccc1.[H]O[H],CCOC(=O)[C@H](Cc1ccccc1)N=C(C)O>>CC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-].CCO.[H+]
