,Score,Seq. ID,Description,Organism Source,Tax. distance,Rxn. ID,Rxn. ID - additional,EC Number,Uniprot protein evidence,Consv. Score,Rxn Sim.,Rxn Sim RF.,Direction Used,Combined score,% helices,% sheets,% turns,% coils,Mol. Weight,Isoelec. Point,Polar %,Query,Hit
98,NaN,Q6PDD0,UDP-glucuronosyltransferase 2A2,Mus musculus OX=10090,39.0,MNXR132327,MNXR130575_0.8192525494017228_nan|MNXR129979_0.8168531746482638_nan|MNXR132325_0.8144110179279556_nan|MNXR133622_0.8130599435941256_nan|MNXR130510_0.8124400681071361_nan|MNXR132263_0.8106904286404139_nan|MNXR133124_0.8055504628423993_nan|MNXR133101_0.8024183875189855_nan|MNXR132597_0.8008184603124657_nan|MNXR130461_0.7981488097412346_nan|MNXR118638_0.7919307347171469_nan,2.4.1.17,2.0,0.0,0.82645,NaN,1,0.826446,44.5,22.9,18.2,17.6,59966.99,8.5200,41.856,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl.O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.Oc1ccc(-c2ccccc2)cc1>>O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1
99,NaN,O97951,UDP-glucuronosyltransferase 2B18,Macaca fascicularis OX=9541,39.0,MNXR132327,MNXR130575_0.8192525494017228_nan|MNXR129979_0.8168531746482638_nan|MNXR132325_0.8144110179279556_nan|MNXR133622_0.8130599435941256_nan|MNXR130510_0.8124400681071361_nan|MNXR132263_0.8106904286404139_nan|MNXR133124_0.8055504628423993_nan|MNXR133101_0.8024183875189855_nan|MNXR132597_0.8008184603124657_nan|MNXR130461_0.7981488097412346_nan|MNXR118638_0.7919307347171469_nan,2.4.1.17,1.0,0.0,0.82645,NaN,1,0.826446,43.3,23.8,19.1,17.0,60801.04,9.1103,42.722,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl.O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.Oc1ccc(-c2ccccc2)cc1>>O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1
100,NaN,Q20CL4,NaN,Papio anubis,39.0,MNXR132327,MNXR130575_0.8192525494017228_nan|MNXR129979_0.8168531746482638_nan|MNXR132325_0.8144110179279556_nan|MNXR133622_0.8130599435941256_nan|MNXR130510_0.8124400681071361_nan|MNXR132263_0.8106904286404139_nan|MNXR133124_0.8055504628423993_nan|MNXR133101_0.8024183875189855_nan|MNXR132597_0.8008184603124657_nan|MNXR130461_0.7981488097412346_nan|MNXR118638_0.7919307347171469_nan,2.4.1.17,NaN,0.0,0.82645,NaN,1,0.826446,-,-,-,-,-,-,-,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl.O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.Oc1ccc(-c2ccccc2)cc1>>O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1
101,NaN,Q8JZZ0,UDP-glucuronosyltransferase 3A2,Mus musculus OX=10090,39.0,MNXR132327,MNXR130575_0.8192525494017228_nan|MNXR129979_0.8168531746482638_nan|MNXR132325_0.8144110179279556_nan|MNXR133622_0.8130599435941256_nan|MNXR130510_0.8124400681071361_nan|MNXR132263_0.8106904286404139_nan|MNXR133124_0.8055504628423993_nan|MNXR133101_0.8024183875189855_nan|MNXR132597_0.8008184603124657_nan|MNXR130461_0.7981488097412346_nan|MNXR118638_0.7919307347171469_nan,2.4.1.17,1.0,0.0,0.82645,NaN,1,0.826446,42.6,24.1,16.4,20.1,59672.61,7.5986,42.639,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl.O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.Oc1ccc(-c2ccccc2)cc1>>O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1
102,NaN,Q8VCN3,NaN,Mus musculus,39.0,MNXR132327,MNXR130575_0.8192525494017228_nan|MNXR129979_0.8168531746482638_nan|MNXR132325_0.8144110179279556_nan|MNXR133622_0.8130599435941256_nan|MNXR130510_0.8124400681071361_nan|MNXR132263_0.8106904286404139_nan|MNXR133124_0.8055504628423993_nan|MNXR133101_0.8024183875189855_nan|MNXR132597_0.8008184603124657_nan|MNXR130461_0.7981488097412346_nan|MNXR118638_0.7919307347171469_nan,2.4.1.17,NaN,0.0,0.82645,NaN,1,0.826446,-,-,-,-,-,-,-,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl.O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.Oc1ccc(-c2ccccc2)cc1>>O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1
103,NaN,Q9BY64,UDP-glucuronosyltransferase 2B28,Homo sapiens OX=9606,39.0,MNXR132327,MNXR130575_0.8192525494017228_nan|MNXR129979_0.8168531746482638_nan|MNXR132325_0.8144110179279556_nan|MNXR133622_0.8130599435941256_nan|MNXR130510_0.8124400681071361_nan|MNXR132263_0.8106904286404139_nan|MNXR133124_0.8055504628423993_nan|MNXR133101_0.8024183875189855_nan|MNXR132597_0.8008184603124657_nan|MNXR130461_0.7981488097412346_nan|MNXR118638_0.7919307347171469_nan,2.4.1.17,1.0,0.0,0.82645,NaN,1,0.826446,40.7,23.6,21.2,17.5,60906.25,8.8027,41.210,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl.O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.Oc1ccc(-c2ccccc2)cc1>>O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1
104,NaN,D2SMM6,NaN,Papio anubis,39.0,MNXR132327,MNXR130575_0.8192525494017228_nan|MNXR129979_0.8168531746482638_nan|MNXR132325_0.8144110179279556_nan|MNXR133622_0.8130599435941256_nan|MNXR130510_0.8124400681071361_nan|MNXR132263_0.8106904286404139_nan|MNXR133124_0.8055504628423993_nan|MNXR133101_0.8024183875189855_nan|MNXR132597_0.8008184603124657_nan|MNXR130461_0.7981488097412346_nan|MNXR118638_0.7919307347171469_nan,2.4.1.17,NaN,0.0,0.82645,NaN,1,0.826446,-,-,-,-,-,-,-,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl.O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.Oc1ccc(-c2ccccc2)cc1>>O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1
105,NaN,D2SMM5,NaN,Papio anubis,39.0,MNXR132327,MNXR130575_0.8192525494017228_nan|MNXR129979_0.8168531746482638_nan|MNXR132325_0.8144110179279556_nan|MNXR133622_0.8130599435941256_nan|MNXR130510_0.8124400681071361_nan|MNXR132263_0.8106904286404139_nan|MNXR133124_0.8055504628423993_nan|MNXR133101_0.8024183875189855_nan|MNXR132597_0.8008184603124657_nan|MNXR130461_0.7981488097412346_nan|MNXR118638_0.7919307347171469_nan,2.4.1.17,NaN,0.0,0.82645,NaN,1,0.826446,-,-,-,-,-,-,-,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl.O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.Oc1ccc(-c2ccccc2)cc1>>O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1
106,NaN,Q20CL2,NaN,Papio anubis,39.0,MNXR132327,MNXR130575_0.8192525494017228_nan|MNXR129979_0.8168531746482638_nan|MNXR132325_0.8144110179279556_nan|MNXR133622_0.8130599435941256_nan|MNXR130510_0.8124400681071361_nan|MNXR132263_0.8106904286404139_nan|MNXR133124_0.8055504628423993_nan|MNXR133101_0.8024183875189855_nan|MNXR132597_0.8008184603124657_nan|MNXR130461_0.7981488097412346_nan|MNXR118638_0.7919307347171469_nan,2.4.1.17,NaN,0.0,0.82645,NaN,1,0.826446,-,-,-,-,-,-,-,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl.O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.Oc1ccc(-c2ccccc2)cc1>>O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1
107,NaN,Q91280,UDP-glucuronosyltransferase (Fragment),Pleuronectes platessa OX=8262,40.0,MNXR132327,MNXR130575_0.8192525494017228_nan|MNXR129979_0.8168531746482638_nan|MNXR132325_0.8144110179279556_nan|MNXR133622_0.8130599435941256_nan|MNXR130510_0.8124400681071361_nan|MNXR132263_0.8106904286404139_nan|MNXR133124_0.8055504628423993_nan|MNXR133101_0.8024183875189855_nan|MNXR132597_0.8008184603124657_nan|MNXR130461_0.7981488097412346_nan|MNXR118638_0.7919307347171469_nan,2.4.1.17,2.0,0.0,0.82645,NaN,1,0.826446,36.2,26.8,21.7,18.9,53780.59,7.5297,41.737,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl.O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.Oc1ccc(-c2ccccc2)cc1>>O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1
108,NaN,Q8GCH2,UDP-glucuronate:glycolipid 2-beta-glucuronosyltransferase,Xanthomonas campestris pv. campestris OX=340,11.0,MNXR150609,-,2.4.1.264,1.0,0.0,0.79443,NaN,1,0.794434,31.2,29.4,22.7,20.8,44437.65,8.3109,40.750,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl.O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.C/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)COP(=O)([O-])OP(=O)([O-])O[C@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)[C@H]2O)[C@H](O)[C@H]1O>>C/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)COP(=O)([O-])OP(=O)([O-])O[C@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O[C@@H]3O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]3O)[C@H]2O)[C@H](O)[C@H]1O.[H+].O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1
109,NaN,Q7CLR5,UDP-glucuronate:glycolipid 2-beta-glucuronosyltransferase,Xanthomonas campestris pv. campestris (strain ATCC 33913 / DSM 3586 / NCPPB 528 / LMG 568 / P 25) OX=190485,12.0,MNXR150609,-,2.4.1.264,3.0,0.0,0.79443,NaN,1,0.794434,31.2,29.4,22.7,20.8,44437.65,8.3109,40.750,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl.O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.C/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)COP(=O)([O-])OP(=O)([O-])O[C@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)[C@H]2O)[C@H](O)[C@H]1O>>C/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)COP(=O)([O-])OP(=O)([O-])O[C@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O[C@@H]3O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]3O)[C@H]2O)[C@H](O)[C@H]1O.[H+].O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1
110,NaN,Q9LE59,Polygalacturonate 4-alpha-galacturonosyltransferase,Arabidopsis thaliana OX=3702,29.0,MNXR173458,-,2.4.1.43,1.0,0.0,0.79057,NaN,-1,0.790569,38.4,22.7,21.8,19.6,77372.81,9.9453,49.480,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl.O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,O=C(O)[C@H]1O[C@H](O[C@H]2[C@@H](C(=O)O)O[C@H](O[C@H]3[C@@H](C(=O)O)O[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O.O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O
111,NaN,Q949Q1,Hexosyltransferase GAUT11,Arabidopsis thaliana OX=3702,29.0,MNXR173458,-,2.4.1.43,1.0,0.0,0.79057,NaN,-1,0.790569,35.3,20.9,24.0,22.8,61878.69,8.1598,46.927,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl.O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,O=C(O)[C@H]1O[C@H](O[C@H]2[C@@H](C(=O)O)O[C@H](O[C@H]3[C@@H](C(=O)O)O[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O.O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O
112,NaN,Q9ZVI7,Probable galacturonosyltransferase 7,Arabidopsis thaliana OX=3702,29.0,MNXR173458,-,2.4.1.43,1.0,0.0,0.79057,NaN,-1,0.790569,36.0,27.0,20.9,18.7,69748.74,8.6339,49.435,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl.O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,O=C(O)[C@H]1O[C@H](O[C@H]2[C@@H](C(=O)O)O[C@H](O[C@H]3[C@@H](C(=O)O)O[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O.O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O
113,NaN,Q6X1C0,Crocetin glucosyltransferase 2,Crocus sativus OX=82528,27.0,MNXR176348,-,2.4.1.271,1.0,0.0,0.75691,NaN,1,0.756913,23.6,31.1,26.8,22.1,50722.01,8.2069,44.348,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl.O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,CC(/C=C/C=C(\C)C(=O)[O-])=C\C=C\C=C(C)\C=C\C=C(/C)C(=O)[O-].O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1>>CC(/C=C/C=C(\C)C(=O)O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)=C\C=C\C=C(C)\C=C\C=C(/C)C(=O)O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O.[H+].O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1
114,NaN,Q6WFW1,Crocetin glucosyltransferase 3,Crocus sativus OX=82528,27.0,MNXR176348,-,2.4.1.271,1.0,0.0,0.75691,NaN,1,0.756913,30.5,19.2,25.9,27.9,52650.32,5.6992,46.947,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl.O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,CC(/C=C/C=C(\C)C(=O)[O-])=C\C=C\C=C(C)\C=C\C=C(/C)C(=O)[O-].O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1>>CC(/C=C/C=C(\C)C(=O)O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)=C\C=C\C=C(C)\C=C\C=C(/C)C(=O)O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O.[H+].O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1
115,NaN,F8WKW0,Crocetin glucosyltransferase; chloroplastic,Gardenia jasminoides OX=114476,32.0,MNXR176348,-,2.4.1.271,1.0,0.0,0.75691,NaN,1,0.756913,37.6,26.9,20.1,19.0,53008.20,4.7617,46.835,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl.O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,CC(/C=C/C=C(\C)C(=O)[O-])=C\C=C\C=C(C)\C=C\C=C(/C)C(=O)[O-].O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1>>CC(/C=C/C=C(\C)C(=O)O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)=C\C=C\C=C(C)\C=C\C=C(/C)C(=O)O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O.[H+].O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1
