reaction_id,SIMMER_SIMMER pred,SelenzymeRF_All ECs,BEC-Pred_Prediction,CLAIRE_predictions,Stratified_ground_truth_REACTION_ID,Stratified_ground_truth_true_EC,theia_Prediction,merged_output_SIMMER_SIMMER pred,merged_output_SelenzymeRF_All ECs,merged_output_BEC-Pred_Prediction,merged_output_CLAIRE_predictions,merged_output_Stratified_ground_truth_REACTION_ID,merged_output_Stratified_ground_truth_true_EC,merged_output_theia_Prediction,merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_CLAIRE_predictions,merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_theia_Prediction,merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_CLAIRE_predictions,merged_output_merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_merged_output_theia_Prediction,merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_CLAIRE_predictions,merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_theia_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_ec,merged_output_merged_output_ec,merged_output_ec,ec
59469,3.4.19,2.3.2.2;3.4.19.9;6.3.2.2,3.4.17,3.1.2;3.5.1;3.4.19;2.3.3,,,3.4.19;3.4.13;4.2.1;3.5.1;3.5.2,3.4.19,2.3.2.2;3.4.19.9;6.3.2.2,3.4.17,3.1.2;3.5.1;3.4.19;2.3.3,,,3.4.19;3.4.13;4.2.1;3.5.1;3.5.2,3.4.19,2.3.2.2;3.4.19.9;6.3.2.2,3.5.1,3.1.2;3.5.1;3.4.19;2.3.3,,,3.4.19;3.4.13;4.2.1;3.5.1;3.5.2,3.4.19,2.3.2.2;3.4.19.9;6.3.2.2,3.5.1,3.10.1;3.5.1;3.4.19;3.4.14,,,3.4.19;3.4.13;4.2.1;3.5.1;3.5.2,3.4.19,2.3.2.2;3.4.19.9;6.3.2.2,3.5.1,3.10.1;3.5.1;3.4.19;3.4.14,,,"3.4.19,0.9268330335617065;3.4.13,0.025501839816570282;4.2.1,0.009098291397094727;3.5.1,0.008492623455822468;3.5.2,0.008091446943581104",3.4.19,4.4.1,,,,4.4.1,,,3.4.19.13,3.4.19.13,3.4.19.13,3.4.19.13,3.4.19.13,3.4.19.13,3.4.19.13
13330,1.17.99,1.3.99.4;1.1.1.270;1.1.1.213|1.1.1.357|1.1.1.50;1.3.1.22;1.3.99.5;1.1.1.170;1.17.99.11;1.14.15.4;1.14.99.10;1.14.99.9;2.3.1.26;3.1.1.13;2.3.1.43;2.4.1.173,1.3.99,1.3.99;1.1.99;1.5.99;1.17.99,,,1.3.99;1.17.99;1.1.99;1.21.99;1.14.99,1.17.99,1.3.99.4;1.1.1.270;1.1.1.213|1.1.1.357|1.1.1.50;1.3.1.22;1.3.99.5;1.1.1.170;1.17.99.11;1.14.15.4;1.14.99.10;1.14.99.9;2.3.1.26;3.1.1.13;2.3.1.43;2.4.1.173,1.3.99,1.3.99;1.1.99;1.5.99;1.17.99,,,1.3.99;1.17.99;1.1.99;1.21.99;1.14.99,1.17.99,1.3.99.4;1.1.1.270;1.1.1.213|1.1.1.357|1.1.1.50;1.3.1.22;1.3.99.5;1.1.1.170;1.17.99.11;1.14.15.4;1.14.99.10;1.14.99.9;2.3.1.26;3.1.1.13;2.3.1.43;2.4.1.173,1.3.99,1.3.99;1.1.99;1.5.99;1.17.99,,,1.3.99;1.17.99;1.1.99;1.21.99;1.14.99,1.17.99,1.3.99.4;1.1.1.270;1.1.1.213|1.1.1.357|1.1.1.50;1.3.1.22;1.3.99.5;1.1.1.170;1.17.99.11;1.14.15.4;1.14.99.10;1.14.99.9;2.3.1.26;3.1.1.13;2.3.1.43;2.4.1.173,1.3.99,1.1.99;1.5.99;1.3.99;1.1.2,,,1.3.99;1.17.99;1.1.99;1.21.99;1.14.99,1.17.99,1.3.99.4;1.1.1.270;1.1.1.213|1.1.1.357|1.1.1.50;1.3.1.22;1.3.99.5;1.1.1.170;1.17.99.11;1.14.15.4;1.14.99.10;1.14.99.9;2.3.1.26;3.1.1.13;2.3.1.43;2.4.1.173,1.3.99,1.1.99;1.5.99;1.3.99;1.1.2,,,"1.3.99,0.7952786087989807;1.17.99,0.17607206106185913;1.1.99,0.008249557577073574;1.21.99,0.007246450986713171;1.14.99,0.003944086376577616",1.17.99,1.3.99,,,,1.3.99,,,1.3.99.4,1.3.99.4,1.3.99.4,1.3.99.4,1.3.99.4,1.3.99.4,1.3.99.4
36128,2.1.1,2.1.1.275|2.1.1.276;2.1.1.351|2.1.1.go;2.1.1.112;2.1.1.344;2.1.1.314;2.1.1.77,2.1.1,2.1.1;1.3.7;2.5.1;2.3.1,,,2.1.1;3.13.2;2.8.4;2.5.1;1.17.98,2.1.1,2.1.1.275|2.1.1.276;2.1.1.351|2.1.1.go;2.1.1.112;2.1.1.344;2.1.1.314;2.1.1.77,2.1.1,2.1.1;1.3.7;2.5.1;2.3.1,,,2.1.1;3.13.2;2.8.4;2.5.1;1.17.98,2.1.1,2.1.1.275|2.1.1.276;2.1.1.351|2.1.1.go;2.1.1.112;2.1.1.344;2.1.1.314;2.1.1.77,2.1.1,2.1.1;1.3.7;2.5.1;2.3.1,,,2.1.1;3.13.2;2.8.4;2.5.1;1.17.98,2.1.1,2.1.1.275|2.1.1.276;2.1.1.351|2.1.1.go;2.1.1.112;2.1.1.344;2.1.1.314;2.1.1.77,2.1.1,2.5.1;2.1.1;3.13.2;2.3.1,,,2.1.1;3.13.2;2.8.4;2.5.1;1.17.98,2.1.1,2.1.1.275|2.1.1.276;2.1.1.351|2.1.1.go;2.1.1.112;2.1.1.344;2.1.1.314;2.1.1.77,2.1.1,2.5.1;2.1.1;3.13.2;2.3.1,,,"2.1.1,0.9998533725738525;3.13.2,5.097068060422316e-05;2.8.4,3.4575296012917534e-05;2.5.1,2.060698352579493e-05;1.17.98,6.378159469022648e-06",2.1.1,2.1.1,,,,2.1.1,,,2.1.1.275,2.1.1.275,2.1.1.275,2.1.1.275,2.1.1.275,2.1.1.275,2.1.1.275
36128,2.1.1,2.1.1.275|2.1.1.276;2.1.1.351|2.1.1.go;2.1.1.112;2.1.1.344;2.1.1.314;2.1.1.77,2.1.1,2.1.1;1.3.7;2.5.1;2.3.1,,,2.1.1;3.13.2;2.8.4;2.5.1;1.17.98,2.1.1,2.1.1.275|2.1.1.276;2.1.1.351|2.1.1.go;2.1.1.112;2.1.1.344;2.1.1.314;2.1.1.77,2.1.1,2.1.1;1.3.7;2.5.1;2.3.1,,,2.1.1;3.13.2;2.8.4;2.5.1;1.17.98,2.1.1,2.1.1.275|2.1.1.276;2.1.1.351|2.1.1.go;2.1.1.112;2.1.1.344;2.1.1.314;2.1.1.77,2.1.1,2.1.1;1.3.7;2.5.1;2.3.1,,,2.1.1;3.13.2;2.8.4;2.5.1;1.17.98,2.1.1,2.1.1.275|2.1.1.276;2.1.1.351|2.1.1.go;2.1.1.112;2.1.1.344;2.1.1.314;2.1.1.77,2.1.1,2.5.1;2.1.1;3.13.2;2.3.1,,,2.1.1;3.13.2;2.8.4;2.5.1;1.17.98,2.1.1,2.1.1.275|2.1.1.276;2.1.1.351|2.1.1.go;2.1.1.112;2.1.1.344;2.1.1.314;2.1.1.77,2.1.1,2.5.1;2.1.1;3.13.2;2.3.1,,,"2.1.1,0.9998533725738525;3.13.2,5.097068060422316e-05;2.8.4,3.4575296012917534e-05;2.5.1,2.060698352579493e-05;1.17.98,6.378159469022648e-06",2.1.1,2.1.1,,,,2.1.1,,,2.1.1.275,2.1.1.275,2.1.1.275,2.1.1.275,2.1.1.275,2.1.1.275,2.1.1.276
15066,,2.3.1|2.3.1.64;3.7.1.3;6.3.4.22;3.5.1.32;6.2.1.2|6.2.1.25|6.2.1.33;6.3.2.20;6.3.2.59;3.7.1.8;1.14.12.10;2.5.1.46,3.5.1,3.5.3;3.4.13;3.10.1;3.4.19,,,3.5.1;4.1.1;1.13.12;4.2.1;3.5.2,,2.3.1|2.3.1.64;3.7.1.3;6.3.4.22;3.5.1.32;6.2.1.2|6.2.1.25|6.2.1.33;6.3.2.20;6.3.2.59;3.7.1.8;1.14.12.10;2.5.1.46,3.5.1,3.5.3;3.4.13;3.10.1;3.4.19,,,3.5.1;4.1.1;1.13.12;4.2.1;3.5.2,,2.3.1|2.3.1.64;3.7.1.3;6.3.4.22;3.5.1.32;6.2.1.2|6.2.1.25|6.2.1.33;6.3.2.20;6.3.2.59;3.7.1.8;1.14.12.10;2.5.1.46,3.5.1,3.5.3;3.4.13;3.10.1;3.4.19,,,3.5.1;4.1.1;1.13.12;4.2.1;3.5.2,,2.3.1|2.3.1.64;3.7.1.3;6.3.4.22;3.5.1.32;6.2.1.2|6.2.1.25|6.2.1.33;6.3.2.20;6.3.2.59;3.7.1.8;1.14.12.10;2.5.1.46,3.5.1,3.4.14;3.10.1;3.4.11;3.5.1,,,3.5.1;4.1.1;1.13.12;4.2.1;3.5.2,,2.3.1|2.3.1.64;3.7.1.3;6.3.4.22;3.5.1.32;6.2.1.2|6.2.1.25|6.2.1.33;6.3.2.20;6.3.2.59;3.7.1.8;1.14.12.10;2.5.1.46,3.5.1,3.4.14;3.10.1;3.4.11;3.5.1,,,"3.5.1,0.3706955909729004;4.1.1,0.2812000811100006;1.13.12,0.11474297940731049;4.2.1,0.03498925641179085;3.5.2,0.02027750201523304",,3.5.1,,,,3.5.1,,,3.5.1.40,3.5.1.40,3.5.1.40,3.5.1.40,3.5.1.40,3.5.1.40,3.5.1.40
23549,2.1.1,2.1.1.173;2.1.1.172,2.1.1,2.1.1;1.3.7;1.3.8;2.5.1,,,2.1.1;3.13.2;2.8.4;2.5.1;1.17.98,2.1.1,2.1.1.173;2.1.1.172,2.1.1,2.1.1;1.3.7;1.3.8;2.5.1,,,2.1.1;3.13.2;2.8.4;2.5.1;1.17.98,2.1.1,2.1.1.173;2.1.1.172,2.1.1,2.1.1;1.3.7;1.3.8;2.5.1,,,2.1.1;3.13.2;2.8.4;2.5.1;1.17.98,2.1.1,2.1.1.173;2.1.1.172,2.1.1,2.1.1;2.5.1;1.3.8;3.13.2,,,2.1.1;3.13.2;2.8.4;2.5.1;1.17.98,2.1.1,2.1.1.173;2.1.1.172,2.1.1,2.1.1;2.5.1;1.3.8;3.13.2,,,"2.1.1,0.999729573726654;3.13.2,7.089217251632363e-05;2.8.4,5.5737011280143633e-05;2.5.1,5.3350027883425355e-05;1.17.98,2.4802357074804604e-05",2.1.1,2.1.1,,,,2.1.1,,,2.1.1.171,2.1.1.171,2.1.1.171,2.1.1.171,2.1.1.171,2.1.1.171,2.1.1.171
55013,1.14.13,1.14.13.105;1.14.14.1,1.14.13,1.14.13;4.1.1;4.1.99;4.2.1,,,1.14.13;1.2.1;1.6.3;1.17.1;4.2.1,1.14.13,1.14.13.105;1.14.14.1,1.14.13,1.14.13;4.1.1;4.1.99;4.2.1,,,1.14.13;1.2.1;1.6.3;1.17.1;4.2.1,1.14.13,1.14.13.105;1.14.14.1,1.14.13,1.14.13;4.1.1;4.1.99;4.2.1,,,1.14.13;1.2.1;1.6.3;1.17.1;4.2.1,1.14.13,1.14.13.105;1.14.14.1,1.14.13,1.14.13;4.2.1;1.14.19;4.1.99,,,1.14.13;1.2.1;1.6.3;1.17.1;4.2.1,1.14.13,1.14.13.105;1.14.14.1,1.14.13,1.14.13;4.2.1;1.14.19;4.1.99,,,"1.14.13,0.9914681911468506;1.2.1,0.001303809112869203;1.6.3,0.0012641309294849634;1.17.1,0.0012143169296905398;4.2.1,0.0009487557108514011",1.14.13,1.14.13,,,,1.14.13,,,1.14.13.105,1.14.13.105,1.14.13.105,1.14.13.105,1.14.13.105,1.14.13.105,1.14.13.105
16842,2.1.1,2.1.1.130;2.1.1.151;2.1.1.131;2.1.1.107;2.1.1.133;1.16.1.8;2.1.1.197,2.1.1,2.1.1;2.5.1;1.3.7;2.3.1,,,2.1.1;2.5.1;2.8.4;3.13.2;4.99.1,2.1.1,2.1.1.130;2.1.1.151;2.1.1.131;2.1.1.107;2.1.1.133;1.16.1.8;2.1.1.197,2.1.1,2.1.1;2.5.1;1.3.7;2.3.1,,,2.1.1;2.5.1;2.8.4;3.13.2;4.99.1,2.1.1,2.1.1.130;2.1.1.151;2.1.1.131;2.1.1.107;2.1.1.133;1.16.1.8;2.1.1.197,2.1.1,2.1.1;2.5.1;1.3.7;2.3.1,,,2.1.1;2.5.1;2.8.4;3.13.2;4.99.1,2.1.1,2.1.1.130;2.1.1.151;2.1.1.131;2.1.1.107;2.1.1.133;1.16.1.8;2.1.1.197,2.1.1,2.1.1;3.13.2;2.5.1;2.3.1,,,2.1.1;2.5.1;2.8.4;3.13.2;4.99.1,2.1.1,2.1.1.130;2.1.1.151;2.1.1.131;2.1.1.107;2.1.1.133;1.16.1.8;2.1.1.197,2.1.1,2.1.1;3.13.2;2.5.1;2.3.1,,,"2.1.1,0.9986628293991089;2.5.1,0.0005941053386777639;2.8.4,0.00017396335897501558;3.13.2,0.00012502525351010263;4.99.1,6.106565706431866e-05",2.1.1,2.1.1,,,,2.1.1,,,2.1.1.130,2.1.1.130,2.1.1.130,2.1.1.130,2.1.1.130,2.1.1.130,2.1.1.130
13022,1.1.1,1.14.13.82;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.13.223;1.14.12.-|1.14.12.10;1.14.13.69;1.14.13.87;1.14.13.25;1.14.13.113;1.14.13.26;1.11.1.1|1.14.12.17,1.14.13,1.14.19;1.14.13;1.14.14;1.14.12,,,1.14.13;1.14.19;1.6.3;1.16.1;1.17.1,1.1.1,1.14.13.82;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.13.223;1.14.12.-|1.14.12.10;1.14.13.69;1.14.13.87;1.14.13.25;1.14.13.113;1.14.13.26;1.11.1.1|1.14.12.17,1.14.13,1.14.19;1.14.13;1.14.14;1.14.12,,,1.14.13;1.14.19;1.6.3;1.16.1;1.17.1,1.1.1,1.14.13.82;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.13.223;1.14.12.-|1.14.12.10;1.14.13.69;1.14.13.87;1.14.13.25;1.14.13.113;1.14.13.26;1.11.1.1|1.14.12.17,1.14.13,1.14.19;1.14.13;1.14.14;1.14.12,,,1.14.13;1.14.19;1.6.3;1.16.1;1.17.1,1.1.1,1.14.13.82;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.13.223;1.14.12.-|1.14.12.10;1.14.13.69;1.14.13.87;1.14.13.25;1.14.13.113;1.14.13.26;1.11.1.1|1.14.12.17,1.14.13,1.14.13;1.14.19;1.13.12;1.14.15,,,1.14.13;1.14.19;1.6.3;1.16.1;1.17.1,1.1.1,1.14.13.82;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.13.223;1.14.12.-|1.14.12.10;1.14.13.69;1.14.13.87;1.14.13.25;1.14.13.113;1.14.13.26;1.11.1.1|1.14.12.17,1.14.13,1.14.13;1.14.19;1.13.12;1.14.15,,,"1.14.13,0.7797688841819763;1.14.19,0.170296311378479;1.6.3,0.0257843267172575;1.16.1,0.004702192731201649;1.17.1,0.004491140600293875",1.1.1,1.14.13,,,,1.14.13,,,1.14.13.82,1.14.13.82,1.14.13.82,1.14.13.82,1.14.13.82,1.14.13.82,1.14.13.82
50225,2.1.1,2.1.1.222,2.1.1,2.1.1;2.5.1;2.3.1;1.3.7,,,2.1.1;2.5.1;3.13.2;2.8.4;1.17.98,2.1.1,2.1.1.222,2.1.1,2.1.1;2.5.1;2.3.1;1.3.7,,,2.1.1;2.5.1;3.13.2;2.8.4;1.17.98,2.1.1,2.1.1.222,2.1.1,2.1.1;2.5.1;2.3.1;1.3.7,,,2.1.1;2.5.1;3.13.2;2.8.4;1.17.98,2.1.1,2.1.1.222,2.1.1,2.5.1;2.1.1;3.13.2;1.3.8,,,2.1.1;2.5.1;3.13.2;2.8.4;1.17.98,2.1.1,2.1.1.222,2.1.1,2.5.1;2.1.1;3.13.2;1.3.8,,,"2.1.1,0.9999350309371948;2.5.1,3.393348742974922e-05;3.13.2,9.061300261237193e-06;2.8.4,8.13421775092138e-06;1.17.98,3.0930737011658493e-06",2.1.1,2.1.1,,,,2.1.1,,,2.1.1.222,2.1.1.222,2.1.1.222,2.1.1.222,2.1.1.222,2.1.1.222,2.1.1.222
12890,1.1.1,1.1.1.45;1.1.1|1.1.1.264|1.1.1.366;1.1.1.58;1.1.1.414;1.1.1.57;1.1.1.69;1.1.1.380;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17,1.1.1,1.3.1;1.1.1;2.4.1;1.2.1,,,1.1.1;1.17.1;5.1.3;1.3.1;1.4.1,1.1.1,1.1.1.45;1.1.1|1.1.1.264|1.1.1.366;1.1.1.58;1.1.1.414;1.1.1.57;1.1.1.69;1.1.1.380;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17,1.1.1,1.3.1;1.1.1;2.4.1;1.2.1,,,1.1.1;1.17.1;5.1.3;1.3.1;1.4.1,1.1.1,1.1.1.45;1.1.1|1.1.1.264|1.1.1.366;1.1.1.58;1.1.1.414;1.1.1.57;1.1.1.69;1.1.1.380;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17,1.1.1,1.3.1;1.1.1;2.4.1;1.2.1,,,1.1.1;1.17.1;5.1.3;1.3.1;1.4.1,1.1.1,1.1.1.45;1.1.1|1.1.1.264|1.1.1.366;1.1.1.58;1.1.1.414;1.1.1.57;1.1.1.69;1.1.1.380;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17,1.1.1,1.2.1;1.5.1;1.3.1;1.4.1,,,1.1.1;1.17.1;5.1.3;1.3.1;1.4.1,1.1.1,1.1.1.45;1.1.1|1.1.1.264|1.1.1.366;1.1.1.58;1.1.1.414;1.1.1.57;1.1.1.69;1.1.1.380;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17,1.1.1,1.2.1;1.5.1;1.3.1;1.4.1,,,"1.1.1,0.9949454665184021;1.17.1,0.0025994298048317432;5.1.3,0.00033161588362418115;1.3.1,0.00030964051256887615;1.4.1,0.00027341890381649137",1.1.1,1.1.1,,,,1.1.1,,,1.1.1.45,1.1.1.45,1.1.1.45,1.1.1.45,1.1.1.45,1.1.1.45,1.1.1.45
25993,4.2.3,4.2.3.204;4.2.3.136;4.2.3.-|4.2.3.129;4.2.3.68;2.5.1|2.5.1.31|2.5.1.M1;2.5.1.88;4.2.3.197;2.5.1.87;4.2.3.62;4.2.3.7;4.2.3.96;4.2.3.74;4.2.3.69;4.2.3.160;4.2.3.6;4.2.3|4.2.3.-|4.2.3.56;2.5.1.86;4.2.3.37;4.2.3.87;4.2.3.76;4.2.3.82;4.2.3.172;4.2.3.79;4.2.3.73;4.2.3.157;4.2.3.199;4.2.3.164|4.2.3.ek;4.2.3.181;4.2.3.198|4.2.3.66;4.2.3.21;4.2.3.24;4.2.3.169;4.2.3.163;4.2.3.-|4.2.3.104,4.2.3,5.5.1;4.2.3;4.1.99;2.5.1,,,4.2.3;5.5.1;2.5.1;3.1.7;5.4.99,4.2.3,4.2.3.204;4.2.3.136;4.2.3.-|4.2.3.129;4.2.3.68;2.5.1|2.5.1.31|2.5.1.M1;2.5.1.88;4.2.3.197;2.5.1.87;4.2.3.62;4.2.3.7;4.2.3.96;4.2.3.74;4.2.3.69;4.2.3.160;4.2.3.6;4.2.3|4.2.3.-|4.2.3.56;2.5.1.86;4.2.3.37;4.2.3.87;4.2.3.76;4.2.3.82;4.2.3.172;4.2.3.79;4.2.3.73;4.2.3.157;4.2.3.199;4.2.3.164|4.2.3.ek;4.2.3.181;4.2.3.198|4.2.3.66;4.2.3.21;4.2.3.24;4.2.3.169;4.2.3.163;4.2.3.-|4.2.3.104,4.2.3,5.5.1;4.2.3;4.1.99;2.5.1,,,4.2.3;5.5.1;2.5.1;3.1.7;5.4.99,4.2.3,4.2.3.204;4.2.3.136;4.2.3.-|4.2.3.129;4.2.3.68;2.5.1|2.5.1.31|2.5.1.M1;2.5.1.88;4.2.3.197;2.5.1.87;4.2.3.62;4.2.3.7;4.2.3.96;4.2.3.74;4.2.3.69;4.2.3.160;4.2.3.6;4.2.3|4.2.3.-|4.2.3.56;2.5.1.86;4.2.3.37;4.2.3.87;4.2.3.76;4.2.3.82;4.2.3.172;4.2.3.79;4.2.3.73;4.2.3.157;4.2.3.199;4.2.3.164|4.2.3.ek;4.2.3.181;4.2.3.198|4.2.3.66;4.2.3.21;4.2.3.24;4.2.3.169;4.2.3.163;4.2.3.-|4.2.3.104,4.2.3,5.5.1;4.2.3;4.1.99;2.5.1,,,4.2.3;5.5.1;2.5.1;3.1.7;5.4.99,4.2.3,4.2.3.204;4.2.3.136;4.2.3.-|4.2.3.129;4.2.3.68;2.5.1|2.5.1.31|2.5.1.M1;2.5.1.88;4.2.3.197;2.5.1.87;4.2.3.62;4.2.3.7;4.2.3.96;4.2.3.74;4.2.3.69;4.2.3.160;4.2.3.6;4.2.3|4.2.3.-|4.2.3.56;2.5.1.86;4.2.3.37;4.2.3.87;4.2.3.76;4.2.3.82;4.2.3.172;4.2.3.79;4.2.3.73;4.2.3.157;4.2.3.199;4.2.3.164|4.2.3.ek;4.2.3.181;4.2.3.198|4.2.3.66;4.2.3.21;4.2.3.24;4.2.3.169;4.2.3.163;4.2.3.-|4.2.3.104,4.2.3,3.13.2;4.2.3;2.5.1;4.1.99,,,4.2.3;5.5.1;2.5.1;3.1.7;5.4.99,4.2.3,4.2.3.204;4.2.3.136;4.2.3.-|4.2.3.129;4.2.3.68;2.5.1|2.5.1.31|2.5.1.M1;2.5.1.88;4.2.3.197;2.5.1.87;4.2.3.62;4.2.3.7;4.2.3.96;4.2.3.74;4.2.3.69;4.2.3.160;4.2.3.6;4.2.3|4.2.3.-|4.2.3.56;2.5.1.86;4.2.3.37;4.2.3.87;4.2.3.76;4.2.3.82;4.2.3.172;4.2.3.79;4.2.3.73;4.2.3.157;4.2.3.199;4.2.3.164|4.2.3.ek;4.2.3.181;4.2.3.198|4.2.3.66;4.2.3.21;4.2.3.24;4.2.3.169;4.2.3.163;4.2.3.-|4.2.3.104,4.2.3,3.13.2;4.2.3;2.5.1;4.1.99,,,"4.2.3,0.9979052543640137;5.5.1,0.0017596964025869966;2.5.1,0.0002998974814545363;3.1.7,2.6620662538334727e-05;5.4.99,4.455136604519794e-06",4.2.3,4.2.3,,,,4.2.3,,,4.2.3.37,4.2.3.37,4.2.3.37,4.2.3.37,4.2.3.37,4.2.3.37,4.2.3.37
12277,1.3.8,1.3.8.4|1.3.99.10|1.3.99.3;1.3.8.4|1.3.8.7|1.3.99.10;1.3.99.12;1.14.14.15;1.14.19.56;1.5.1.45;1.3.3.6|1.3.8.1|1.3.99.-|1.3.99.2|1.3.99.3;1.3.99.7;1.3.3.6|1.3.8.1|1.3.99.-|1.3.99.13|1.3.99.3;2.1.1.74,1.3.8,1.5.8;1.3.8;1.1.98;1.1.99,,,1.3.8;1.14.14;1.17.8;1.5.1;1.1.98,1.3.8,1.3.8.4|1.3.99.10|1.3.99.3;1.3.8.4|1.3.8.7|1.3.99.10;1.3.99.12;1.14.14.15;1.14.19.56;1.5.1.45;1.3.3.6|1.3.8.1|1.3.99.-|1.3.99.2|1.3.99.3;1.3.99.7;1.3.3.6|1.3.8.1|1.3.99.-|1.3.99.13|1.3.99.3;2.1.1.74,1.3.8,1.5.8;1.3.8;1.1.98;1.1.99,,,1.3.8;1.14.14;1.17.8;1.5.1;1.1.98,1.3.8,1.3.8.4|1.3.99.10|1.3.99.3;1.3.8.4|1.3.8.7|1.3.99.10;1.3.99.12;1.14.14.15;1.14.19.56;1.5.1.45;1.3.3.6|1.3.8.1|1.3.99.-|1.3.99.2|1.3.99.3;1.3.99.7;1.3.3.6|1.3.8.1|1.3.99.-|1.3.99.13|1.3.99.3;2.1.1.74,1.3.8,1.5.8;1.3.8;1.1.98;1.1.99,,,1.3.8;1.14.14;1.17.8;1.5.1;1.1.98,1.3.8,1.3.8.4|1.3.99.10|1.3.99.3;1.3.8.4|1.3.8.7|1.3.99.10;1.3.99.12;1.14.14.15;1.14.19.56;1.5.1.45;1.3.3.6|1.3.8.1|1.3.99.-|1.3.99.2|1.3.99.3;1.3.99.7;1.3.3.6|1.3.8.1|1.3.99.-|1.3.99.13|1.3.99.3;2.1.1.74,1.3.8,1.4.99;1.3.8;1.4.2;6.3.3,,,1.3.8;1.14.14;1.17.8;1.5.1;1.1.98,1.3.8,1.3.8.4|1.3.99.10|1.3.99.3;1.3.8.4|1.3.8.7|1.3.99.10;1.3.99.12;1.14.14.15;1.14.19.56;1.5.1.45;1.3.3.6|1.3.8.1|1.3.99.-|1.3.99.2|1.3.99.3;1.3.99.7;1.3.3.6|1.3.8.1|1.3.99.-|1.3.99.13|1.3.99.3;2.1.1.74,1.3.8,1.4.99;1.3.8;1.4.2;6.3.3,,,"1.3.8,0.9436572194099426;1.14.14,0.024426771327853203;1.17.8,0.008766858838498592;1.5.1,0.005672052036970854;1.1.98,0.005041670054197311",1.3.8,1.3.8,,,,1.3.8,,,1.3.8.4,1.3.8.4,1.3.8.4,1.3.8.4,1.3.8.4,1.3.8.4,1.3.8.4
