reaction_id,EC Number,BEC-Pred,CLAIRE,SelenzymeRF,SIMMER,Theia,MajorityVote,MajorityVoteCore4
13330,1.3.99.4,1.3.99,1.3.99;1.1.99;1.5.99;1.17.99,1.3.99.4;1.1.1.270;1.1.1.213|1.1.1.357|1.1.1.50;1.3.1.22;1.3.99.5;1.1.1.170;1.17.99.11;1.14.15.4;1.14.99.10;1.14.99.9;2.3.1.26;3.1.1.13;2.3.1.43;2.4.1.173,1.17.99,1.3.99;1.17.99;1.1.99;1.21.99;1.14.99,1.3.99,1.3.99
13502,6.3.4.14,6.3.4,2.3.2;2.3.3;3.1.2;3.13.1,6.3.4.16|6.3.5.5,6.3.2,2.1.3;6.4.1;6.3.4;3.6.5;3.6.4,6.3.4,6.3.4
13510,2.7.7.23,2.7.7,2.7.7;2.5.1;3.1.1;2.7.1,2.7.7.23|2.7.7.64|2.7.7.83,2.7.7;2.4.1,2.7.7;2.7.4;2.7.6;2.7.1;6.3.2,2.7.7,2.7.7
13514,1.3.1.14,1.3.1,1.4.1;2.1.1;1.2.1;1.17.1,1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17;1.12.1.2|1.12.1.5;1.11.1.21|1.14.12.17,1.1.1,1.3.1;1.12.1;1.7.1;1.3.99;1.17.1,1.1.1|1.3.1,1.1.1|1.3.1
13578,3.1.1.50,3.1.1,3.1.3;2.6.99;3.1.1;3.6.1,3.1.1.1,3.1.1,3.1.1;3.2.1;3.6.1;3.1.2;3.7.1,3.1.1,3.1.1
13634,6.3.1.11,6.3.2,2.5.1;2.1.1;1.2.99;1.2.1,6.3.4.24;6.3.1.2|6.3.1.6,6.3.2;2.7.1,6.3.1;6.3.2;6.3.4;6.3.5;6.2.1,6.3.2,6.3.2
13658,3.1.2.16,3.1.2,2.3.2;3.1.2;3.1.1;2.3.3,1.2.7.1;6.2.1.1|6.2.1.17;6.2.1.13,2.3.1,3.1.2;2.3.1;1.2.1;2.3.3;6.2.1,3.1.2,3.1.2
13690,2.7.1.79,2.7.1,2.7.1;2.7.7;2.7.4;2.8.2,2.7.1.30,3.1.3,2.7.7;2.7.4;3.6.1;2.7.1;2.5.1,2.7.1,2.7.1
13694,2.1.1.19,2.1.1,2.1.1;1.3.7;1.3.8;2.5.1,2.1.1.-|2.1.1.269;2.1.1.-|2.1.1.258|2.3.1.169;2.1.1.13;2.1.1.341;3.5.4.9,2.1.1,2.1.1;2.5.1;2.1.2;2.6.1;3.13.2,2.1.1,2.1.1
13706,2.4.1.138,2.4.1,2.7.8;3.6.2;1.8.99;2.8.2,2.4.1.250;2.4.1.-|2.4.1.283;2.4.1.306;3.2.1.183;2.4.1.143;2.4.1.145;2.4.1.150;2.4.1.101;2.4.1.40;2.4.1.174;2.4.1.223;2.4.1.-|2.4.1.292;2.4.1.149;2.4.1.87;2.4.1.56;2.4.1.144;2.4.1.155;2.4.1.212,2.4.1,2.4.1;2.4.2;2.7.7;3.6.1;2.7.8,2.4.1,2.4.1
13722,3.1.1.37,3.1.1,3.1.1;2.5.1;4.1.1;5.5.1,1.14.99.9;1.14.13.54|1.14.99.12;1.14.13.79;1.14.13.246;1.14.13.70;1.14.13.72;1.14.13.78;1.14.13.144;2.6.1.19;6.3.5.12;6.3.5.9;6.3.5.10;6.3.5.-|6.3.5.13;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,5.4.4;3.1.1,3.1.1;4.2.1;3.7.1;1.2.98;2.7.2,3.1.1,3.1.1
13770,1.1.1.6,1.1.1,1.1.1;1.3.1;1.2.1;1.5.1,1.1.1.1|1.1.1.10|1.1.1.156|1.1.1.2|1.1.1.21|1.1.1.72|1.3.1.20,1.1.1,1.1.1;1.17.1;1.12.1;1.2.1;1.4.1,1.1.1,1.1.1
13802,1.8.1.2,1.7.1,2.1.1;2.3.1;2.4.1;1.2.1,1.14.19.-|1.14.19.1|1.14.19.M26|1.14.19.n4;1.14.13.81;1.14.13.181;1.6.3.2;1.14.13.39;1.14.21.6;1.14.19.21;1.14.14.145;1.14.14.45;1.14.14.37;1.14.13.15;1.14.99.32;1.14.13.72;1.14.99.31;1.14.13.187;1.14.19.48,1.7.1;1.14.13,1.8.1;1.17.1;1.12.1;1.14.13;1.6.3,1.14.13,1.14.13
13822,1.14.11.64,1.14.11,1.14.11;1.14.20;1.13.12;4.1.1,1.13|1.13.12.19;1.14.11.4;1.1.5.13;1.1.99.2;1.1.99.39;1.14.11.21;1.14.11.67;1.14.11.24;1.14.11.25;1.14.11.45;1.14.11.40;1.14.11.76;1.14.11.1;1.14.11.18;1.14.11.28;1.14.11|1.14.11.2|1.14.11.57;1.14.11.39;1.14.11.27|1.14.11.65|1.14.11.67,1.14.11,1.14.11;1.13.11;1.14.20;1.13.12;1.1.99,1.14.11,1.14.11
13862,1.1.1.175,1.1.1,1.3.1;1.1.1;2.4.1;1.5.1,1.1.1.122;1.1.1.121|1.1.1.175;1.1.1.179;1.1.1.376|1.1.1.46;1.1.1.116|1.1.1.117;1.1.1.117;1.1.1.359;1.11.1.1|1.14.12.17;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3,1.1.1,1.1.1;1.17.1;1.12.1;1.2.1;1.18.1,1.1.1,1.1.1
13862,1.1.1.175,1.1.1,1.3.1;1.1.1;2.4.1;1.5.1,1.1.1.122;1.1.1.121|1.1.1.175;1.1.1.179;1.1.1.376|1.1.1.46;1.1.1.116|1.1.1.117;1.1.1.117;1.1.1.359;1.11.1.1|1.14.12.17;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3,1.1.1,1.1.1;1.17.1;1.12.1;1.2.1;1.18.1,1.1.1,1.1.1
13894,3.6.1.29,3.6.1,3.1.1;3.6.1;3.1.4;3.1.8,2.7.1.113|2.7.1.145|2.7.1.20|2.7.1.74|2.7.1.76;6.3.1.15;2.7.1.15|2.7.1.229;2.7.1.-|2.7.1.177;2.10.1.1;2.7.1.11|2.7.1.20|2.7.1.74,3.6.1,3.6.1;2.7.1;2.7.4;2.7.7;3.6.5,3.6.1,3.6.1
13898,5.4.99.5,5.3.3,5.5.1;3.3.2;5.4.99;4.2.3,2.6.1.85;2.6.1.57;5.4.99.67;4.1.3.40;4.1.3.45,5.4.99;4.1.3,5.4.99;2.6.1;4.1.3;1.3.1;5.5.1,5.4.99,5.4.99
14002,2.3.1.65,2.3.1,3.1.2;2.3.3;6.2.1;2.3.2,2.3.1.65;2.3.1.13;2.3.1.13|2.3.1.192;2.3.2.35;2.8.3.25|3.1.2.2|3.1.2.27;2.3.1.207;2.3.1.301;2.3.3.20;2.3.1.109;2.3.1.37,2.3.1,2.3.1;6.2.1;3.1.2;2.3.2;2.3.3,2.3.1,2.3.1
14010,2.5.1.67,2.5.1,2.5.1;4.2.3;3.1.1;3.1.7,2.5.1.75,2.5.1,4.2.3;2.5.1;5.5.1;2.7.7;3.1.7,2.5.1,2.5.1
14102,1.14.99.29,1.14.99,1.14.99;1.3.99;1.14.15;1.1.99,1.14.99.29;1.4.3.13;1.14.11|1.14.11.2|1.14.11.57;1.3.3.16;1.3.3.6;1.1.3.20;1.8.3.5;1.4.3.2,,1.14.99;1.14.19;4.2.1;1.1.99;1.14.18,1.14.99,1.14.99
14122,2.1.1.114,2.1.1,2.1.1;2.5.1;1.3.7;2.3.1,2.1.1.114;2.1.1.222,2.1.1,2.1.1;2.5.1;3.13.2;2.8.4;1.17.98,2.1.1,2.1.1
14126,2.4.1.166,2.4.1,2.4.2;2.4.1;2.4.99;2.7.1,2.4.1.82;2.4.1.140;3.2.1|3.2.1.-|3.2.1.22;2.4.1.99;2.4.1.67;2.7.1.69;5.4.99.11;1.1.3.9;3.2.1.26,3.2.1,2.7.4;2.8.3;2.3.1;5.4.99;2.6.1,2.4.1,2.4.1
14210,2.7.7.10,2.7.7,2.7.7;3.6.1;2.7.8;2.7.1,2.7.7.23|2.7.7.33|2.7.7.64|2.7.7.9,2.7.7;2.4.1,2.7.7;2.7.4;2.7.6;2.7.1;6.3.2,2.7.7,2.7.7
14262,2.3.1.132,2.3.1,2.3.1;2.3.2;2.4.1;3.1.1,2.3.1|2.3.1.-|2.3.1.215;2.3.1.153;2.3.1.188;6.2.1|6.2.1.12;2.3.1.99;2.3.1.79;2.3.1.133;2.3.1.110;2.3.1.116;2.3.1.140;2.3.1.115;2.3.1.171;2.3.1.196;1.2.1.18;2.3.1.172;2.3.1.119;2.3.1.300;2.3.1.180,2.3.1,2.3.1;2.3.2;2.3.3;6.2.1;4.1.2,2.3.1,2.3.1
14274,1.5.99.6,4.3.1,1.1.99;1.5.99;4.3.1;4.3.99,1.5.3.13|1.5.3.16|1.5.3.17;1.4.9.1;1.5.3.14|1.5.99.6;2.5.1.44|2.5.1.45|2.5.1.46;2.6.1.82;2.5.1.16|2.5.1.22|2.5.1.79,1.5.3,1.5.3;1.5.99;1.14.99;1.1.99;1.4.99,1.5.3,1.5.3
14278,1.2.1.22,1.2.1,3.1.1;1.1.1;2.4.1;1.3.1,1.2.1.23|1.2.1.3;1.2.1.5;1.2.1.22;1.11.1.1|1.14.12.17,1.17.1;1.1.1,1.2.1;1.1.1;1.17.1;1.14.13;1.6.3,1.2.1,1.2.1
14306,6.1.1.15,6.1.1,6.3.2;6.2.1;6.3.1;6.1.1,6.3.1.14;6.1.1.15,6.1.1,6.1.1;3.6.1;2.5.1;2.7.7;2.7.4,6.1.1,6.1.1
14334,4.6.1.14,2.7.8,2.4.99;2.8.2;1.8.99;3.1.1,4.6.1.14;3.1.4.50;3.5.1.89;4.6.1.13;3.1.4.11;3.1.4.3;2.7.1.227;2.7.1.228;2.7.8.20,3.1.4,4.6.1;2.7.8;2.3.1;3.1.4;2.7.1,4.6.1,4.6.1
14410,1.13.11.19,1.13.11,1.13.11;1.13.12;1.13.99;1.1.3,1.13.11.91;1.13.11.20;1.13.11.18;1.13.11.55;1.13.11.2;1.15.1.1,,1.13.11;2.3.1;1.2.3;1.8.3;3.13.1,1.13.11,1.13.11
14442,2.3.1.60,2.3.1,2.4.1;2.3.1;2.3.2;2.8.3,2.3.1.60|2.3.1.81;2.3.1.60;2.3.1.59;1.2.1.18;2.3.1.180,2.3.1,2.3.1;2.3.3;3.1.2;6.2.1;2.3.2,2.3.1,2.3.1
14470,1.2.1.32,1.2.1,2.1.1;1.4.1;1.2.1;1.8.1,1.2.1.32;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.12.1.2|1.12.1.5;1.11.1.1|1.14.12.17;1.1.1.21,1.2.1;1.14.13,1.2.1;1.3.1;1.1.1;1.17.1;1.6.3,1.2.1,1.2.1
14530,2.7.7.35,2.7.7,2.7.7;2.7.8;3.6.1;3.1.4,2.7.7.53;2.7.7.69|2.7.7.78;2.7.7.1|2.7.7.18,3.6.1;2.7.7,2.7.7;2.7.4;3.6.1;2.7.1;2.4.1,2.7.7,2.7.7
14582,1.6.5.4,1.1.1,2.1.1;1.3.7;2.4.99;2.4.1,1.6.5.4;1.1.1.411;1.1.1.410;1.1.1.129|1.1.1.45;1.2.1.72;1.1.1.130;1.1.1.125|1.1.1.127;1.1.1.389;1.1.1.69;1.1.1|1.1.1.264|1.1.1.366;1.1.1.58,1.16.1;1.18.1,1.3.1;1.12.1;1.1.1;1.6.5;1.8.1,1.1.1,1.1.1
14598,2.7.8.24,2.7.8,2.7.8;3.6.2;3.1.4;3.6.1,2.7.8.24;2.7.8.8;2.7.8.2;2.7.8.38;2.7.8.1;2.7.8.45;2.7.8.11;2.7.1.32;2.7.8.-|2.7.8.44;4.6.1.15;2.7.8.5;2.7.6.1,2.7.8,2.7.8;3.1.4;2.7.1;2.7.6;4.6.1,2.7.8,2.7.8
14630,2.7.2.8,2.7.2,2.7.1;2.8.3;2.8.2;2.4.1,1.2.1.38|2.3.1.1|2.6.1.11|2.7.2.8,2.7.2;2.7.1,2.7.2;2.7.4;6.2.1;2.7.6;2.7.1,2.7.2,2.7.2
14666,3.5.4.3,3.5.4,3.5.1;3.5.3;3.4.13;3.5.4,3.5.4.15;6.3.4.1|6.3.5.2,1.17.3;1.3.99,3.5.4;3.5.99;3.5.1;1.7.1;1.7.99,3.5.4,3.5.4
14726,2.5.1.17,2.5.1,2.3.1;2.3.2;2.4.1;2.8.3,2.5.1.17;6.3.1.10;1.8.99.2;1.5.1.37|1.5.1.45;1.5.99|1.5.99.12;6.3.5.10;2.7.1.156;1.5.1.30|1.5.1.45;2.7.4.1,2.5.1,2.5.1;1.3.8;1.1.98;1.5.1;1.14.14,2.5.1,2.5.1
14774,2.1.1.147,2.1.1,2.1.1;1.3.8;1.1.99;2.5.1,1.16.1.8;1.3.1.34;1.2.1.70,1.5.1;1.14.13,2.1.1;1.5.1;2.5.1;4.1.99;1.16.1,2.1.1,2.1.1
14802,2.7.2.3,2.7.2,2.7.1;2.8.3;2.1.3;2.7.2,2.7.2.3,2.7.2;2.7.1,2.7.2;1.2.1;4.1.1;6.2.1;3.1.1,2.7.2,2.7.2
14826,1.1.1.275,1.1.1,2.1.1;1.4.1;1.2.1;2.5.1,1.1.1.275;1.1.1|1.1.1.243;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17;1.7.1.10|1.7.99.1;1.12.1.2|1.12.1.5,1.1.1,1.1.1;1.3.1;1.17.1;1.18.1;1.12.1,1.1.1,1.1.1
14902,4.2.3.8,4.2.3,2.5.1;4.2.3;5.5.1;3.1.1,4.2.3.100;2.5.1.41;4.2.3.167;4.2.3.180;4.2.3.149;2.5.1.62;2.5.1.31;2.5.1.89;4.2.3.146;4.2.3.159;4.2.3.43;4.2.3.191;4.2.3.158;3.1.7.4;4.2.3.42;2.5.1.32,4.2.3,4.2.3;2.5.1;3.1.7;5.5.1;2.7.7,4.2.3,4.2.3
14910,1.1.1.19,1.1.1,1.1.1;1.3.1;1.5.1;1.2.1,1.1.1.365;1.1.1.21;1.1.1.-|1.1.1.215;1.1.1.200;1.1.1.346;1.6.3.2;1.1.1.45;1.1.1|1.1.1.188|1.1.1.19|1.1.1.2|1.1.1.21|1.1.1.307|1.1.1.72;1.12.1.3|1.12.1.5;1.1.1.405;1.1.1.128|1.1.1.264;1.1.1|1.1.1.69;1.1.1.179,1.1.1,1.1.1;1.2.1;1.17.1;1.12.1;5.3.1,1.1.1,1.1.1
14946,2.4.1.46,2.4.1,3.1.1;2.4.1;2.8.2;2.4.99,2.4.1.46;2.4.1.315|2.4.1.336;2.4.1.337;2.4.1.-|2.4.1.330;2.4.1.241;2.4.1.85;2.4.1.215;2.4.1.239;2.4.1.47;2.4.1.-|2.4.1.266;2.4.1.-|2.4.1.323;2.4.1.324;2.4.1.13;2.4.1.90;2.4.1.38|2.4.1.90;2.4.1.14,2.4.1,2.4.1;2.4.2;3.2.1;2.7.8;2.7.1,2.4.1,2.4.1
14978,5.5.1.5,5.3.3,5.5.1;5.4.99;3.3.2;4.2.1,1.13.11.3;5.5.1.2;5.3.3.7;5.2.1.1;5.2.1.2|5.2.1.4;2.8.3.18;1.13.11.64;5.3.3.10;1.13.11.57|1.13.11.8;2.6.1.39;3.1.1.57;1.1.1.37,5.5.1,5.2.1;5.5.1;4.2.1;1.13.11;5.3.3,5.5.1,5.5.1
14998,3.1.1.46,3.1.1,3.1.1;3.3.2;3.5.1;5.4.99,1.14.99.9;1.14.13.144|1.14.14.111;1.14.13.72;1.14.13.246;1.14.13.79;1.14.13.70;1.14.13.78;1.16.8.1;6.3.5.9;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,3.1.1,3.1.1;4.2.1;3.3.2;3.8.1;3.1.4,3.1.1,3.1.1
15010,1.5.1.3,1.5.1,2.1.1;2.5.1;2.4.1;1.4.1,1.5.1.3;2.1.1.148,1.2.1;1.1.1,1.5.1;2.1.1;1.3.1;1.16.1;1.12.1,1.5.1,1.5.1
15054,2.1.2.2,2.1.2,2.1.2;3.5.1;3.5.4;3.4.19,2.1.2.2;2.1.2.13;2.1.2.9,,2.1.2;6.3.4;3.5.2;3.5.4;6.3.3,2.1.2,2.1.2
15066,3.5.1.40,3.5.1,3.5.3;3.4.13;3.10.1;3.4.19,2.3.1|2.3.1.64;3.7.1.3;6.3.4.22;3.5.1.32;6.2.1.2|6.2.1.25|6.2.1.33;6.3.2.20;6.3.2.59;3.7.1.8;1.14.12.10;2.5.1.46,,3.5.1;4.1.1;1.13.12;4.2.1;3.5.2,3.5.1,3.5.1
15078,4.1.1.30,4.1.1,3.5.2;3.1.2;4.1.1;3.5.1,4.1.1.36;2.3.1|2.3.1.39|2.3.1.74,,4.1.1;1.17.98;3.1.1;2.3.1;3.5.1,4.1.1,4.1.1
15174,1.11.1.2,1.11.1,1.11.1;1.6.3;1.11.2;1.15.1,1.11.1.1|1.14.12.17;1.4.1.13|1.4.1.3|1.4.1.4;1.6.4.2|1.8.1.7|1.8.4.2,1.12.1,1.6.3;1.11.1;1.2.1;1.17.1;1.14.13,1.11.1,1.11.1
15242,1.14.14.105,1.14.14,1.14.14;1.14.19;1.14.12;1.14.13,1.14.14.-|1.14.14.13;1.14.14.3;1.14.14.28;1.14.14.5;1.14.14.46;1.14.19.56;1.14.14.15;1.14.14.8;1.5.1.39;1.14.14.105;1.14.14.108;1.14.99.46;1.14.14.30;1.13.12.16;1.14.19.9;1.14.14.12,1.14.14,1.14.14;1.14.19;1.5.1;1.19.6;1.14.99,1.14.14,1.14.14
15282,5.3.3.5,4.2.1,5.3.99;5.3.1;5.3.2;5.2.1,5.3.3.5;1.1.1.170|1.1.1.270|1.14.13.72|1.14.18.9;1.14.13.246;1.14.19.20;1.14.21.6;1.3.1.72;2.8.2.2;2.1.1.41;1.3.1.70;1.1.3.6;1.1.1.145|5.3.3.1,1.14.19,5.4.99;5.5.1;4.2.1;2.7.4;5.3.3,4.2.1,4.2.1
15314,4.3.1.7,4.3.1,4.3.1;3.5.4;1.4.99;3.3.2,3.5.1.60;3.1.4.39;3.1.4.4;1.4.9.1;4.2.3.2;2.7.1.59|4.2.1.66|5.1.3.8,5.1.1,4.1.2;4.3.1;4.1.3;4.3.99;2.3.1,4.3.1,4.3.1
15326,2.3.1.15,2.3.1,2.3.1;2.4.1;2.8.3;2.3.2,2.3.1.51;2.3.1.15,2.3.1,2.3.1;2.3.2;6.2.1;2.8.3;3.1.2,2.3.1,2.3.1
15374,2.1.1.118,2.1.1,2.1.1;1.3.8;2.5.1;1.3.7,2.1.1.89;2.1.1.-|2.1.1.291;2.1.1.146|2.1.1.279;2.1.1.132;2.1.1.323;2.1.1.116;2.1.1.330;2.1.1.110;2.1.1.338;2.1.1.-|2.1.1.169|2.1.1.175;2.1.1.149|2.1.1.267;2.1.1.68;2.1.1.42;2.1.1.128;2.1.1.222,2.1.1,2.1.1;2.5.1;2.8.4;3.13.2;1.17.98,2.1.1,2.1.1
15414,4.2.1.32,4.2.1,4.2.1;4.3.1;1.13.11;4.1.99,4.2.1.81;4.3.1.16;4.3.1.27;1.1.1.86,4.2.1,4.2.1;4.1.3;2.6.1;1.1.99;3.7.1,4.2.1,4.2.1
15498,2.6.1.56,2.6.1,2.6.1;2.8.3;2.2.1;2.1.3,2.6.1.21;4.1.99.1|4.2.1.13|4.2.1.22|4.2.3.1|4.3.1.15|4.3.1.17|4.3.1.19;4.3.1.15|4.3.1.18,,2.6.1;5.4.3;4.1.3;1.1.99;4.1.2,2.6.1,2.6.1
15522,2.3.1.97,2.3.1,3.1.2;3.13.1;2.3.2;2.3.3,2.3.1.13;2.3.1.97;2.3.1.301;2.3.2.35;2.3.1.207;2.3.3.20;2.3.1.41;2.3.1.65;2.3.1.24;2.3.1.13|2.3.1.192;2.3.1.299|2.3.1.M71;2.3.1.297;2.3.1.298;3.1.2|3.1.2.2|3.1.2.20|3.1.2.22,2.3.1,2.3.1;6.2.1;3.1.2;2.3.3;2.3.2,2.3.1,2.3.1
15554,3.1.3.57,3.1.3,3.1.3;3.1.7;2.6.99;1.15.1,3.1.3.62;3.1.3.64;3.1.4.57;3.1.3.64|3.1.3.67;3.1.3.66;3.1.3.36|3.1.3.56;3.1.3.78;3.1.3.97;3.6.1.6;3.6.1.5,3.1.4;3.1.3,3.1.3;4.2.1;3.6.1;3.2.1;3.1.4,3.1.3,3.1.3
15558,7.2.2.11,7.2.2,1.2.99;1.17.99;1.5.8;1.14.99,6.3.1.2,7.2.2,3.6.1;3.6.5;3.6.4;5.6.2;6.3.5,7.2.2,7.2.2
15566,3.5.1.14,3.5.1,3.5.1;3.4.13;3.1.2;3.5.2,3.5.1.14;3.5.1.114;3.5.1.81;3.5.1.83;3.5.1.15;3.4.17.1;3.4.16.5;3.4.17.3;3.4.18.1;3.4.17.15;3.4.17.19;3.4.17.18;3.4.11.19;3.4.11.24;3.4.11.13|3.4.11.22,3.5.1,3.5.1;3.2.1;3.5.2;4.2.1;3.5.4,3.5.1,3.5.1
15574,2.1.1.4,2.1.1,2.1.1;2.5.1;2.3.1;1.3.8,2.1.1.4;2.1.1.293;2.1.1.150;2.1.1.94;2.1.1.270;2.1.1.241;2.1.1.42;2.1.1.302;1.14.14.1,2.1.1,2.1.1;2.5.1;2.8.4;3.13.2;1.17.98,2.1.1,2.1.1
15710,2.4.1.234,2.4.1,2.4.99;2.4.1;1.1.1;1.3.1,2.4.1.91;2.4.1.170;2.4.1.81;2.4.1.35|2.4.1.91;2.4.1.237;2.4.1.116;2.4.1.-|2.4.1.298;2.4.1.239;2.4.1.-|2.4.1.286;2.4.1.185;2.4.1.218;2.4.1.126;2.4.1.128;2.4.1.234;2.4.1.220;2.4.1.-|2.4.1.297;2.4.1.249;2.4.1.238;2.4.1.85;2.4.1.115;2.4.1.271;2.4.1.202;2.4.1.360;2.4.1.-|2.4.1.266;2.4.1.-|2.4.1.323;2.4.1.219;2.4.1.294;2.4.1.90;2.4.1.38|2.4.1.90;2.4.1.-|2.4.1.330;2.4.1.324;2.4.1.358;2.4.1.14;2.4.1.215;2.4.1.15,2.4.1,2.4.1;2.4.2;3.2.1;2.7.8;2.7.7,2.4.1,2.4.1
15730,1.1.1.57,1.1.1,1.3.1;2.4.2;2.4.1;1.1.1,1.1.1.58;1.1.1.69;1.1.1.57;1.1.1.414;1.1.1|1.1.1.264|1.1.1.366;1.1.1.380;1.1.1.45;1.1.1.124|1.1.1.138|1.1.1.14|1.1.1.67|1.1.99.11|1.14.13.50|2.5.1.18|2.7.1.59|3.2.1.14|3.2.1.165|4.1.3.3|4.2.1.66|5.1.3.8;1.1.1.14;1.1.1.15;1.1.1.12|1.1.1.14,1.1.1,1.1.1;5.3.1;1.17.1;5.1.3;1.1.99,1.1.1,1.1.1
15734,1.17.99.3,2.3.1,1.8.2;1.2.99;3.12.1;1.20.99,1.17.99.3;5.1.99.4;1.2.1|1.2.1.18|1.2.1.27;1.2.1|1.2.1.18;2.3.1.-|2.3.1.217;2.8.3.25;1.2.7.4|2.3.1.169;2.3.1.180,,1.3.99;1.17.99;1.14.99;1.14.19;1.5.99,1.17.99,1.17.99
15782,5.4.3.6,5.1.1,3.11.1;1.2.99;1.2.98;3.1.1,3.4.17.17;2.6.1.7;3.1.1.96,5.4.3,5.4.3;4.3.1;4.1.99;4.1.1;2.6.1,5.4.3,5.4.3
15966,3.1.4.39,3.1.4,3.1.1;2.4.1;4.99.1;3.1.4,3.1.4.39;3.1.4.2|3.1.4.46;2.7.7.39;6.1.2.2;2.8.2.1|2.8.2.3;3.1.5.1;4.1.99.25;2.7.7.60,3.1.4,3.1.4;2.7.8;2.4.3;3.6.1;3.1.1,3.1.4,3.1.4
15994,1.14.13.40,1.14.13,1.3.7;7.2.1;1.9.6;1.18.1,1.6.3.2;1.3.1.38;1.3.1.8;1.3.1.93;1.2.1.84;1.2.1.50;1.1.1.330|1.1.1.36;1.3.1.34;1.3.1.124;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3,1.14.13,1.14.13;1.14.12;1.14.99;1.14.19;1.6.3,1.14.13,1.14.13
16022,5.3.2.2,5.3.3,5.3.3;5.3.2;1.1.5;4.2.1,1.1.1.37,5.3.2,5.3.2;4.1.3;4.3.1;4.2.1;1.1.99,5.3.2,5.3.2
16110,2.7.1.11,2.7.1,2.7.1;2.8.2;3.1.8;2.7.4,2.7.1.11|2.7.1.144|2.7.1.56,2.7.1,2.7.1;2.7.4;2.7.11;2.7.6;2.7.13,2.7.1,2.7.1
16458,1.1.1.93,1.1.1,1.1.1;1.3.1;1.5.1;2.4.1,1.1.1.93;1.1.1.85,1.1.1,1.1.1;1.3.1;1.12.1;1.17.1;1.4.1,1.1.1,1.1.1
16466,1.1.2.5,1.1.2,1.2.2;1.1.2;1.17.2;1.17.9,1.1.1|1.1.1.27|1.1.1.28,,1.1.2;1.14.18;1.1.99;4.1.3;5.3.2,1.1.2,1.1.2
16490,3.2.1.118,3.2.1,5.4.99;2.4.2;2.4.1;3.1.1,3.2.1.118|3.2.1.21,,3.2.1;2.4.1;4.2.1;5.4.99;3.2.2,3.2.1,3.2.1
16526,2.7.1.178,2.7.1,3.1.1;2.8.2;2.4.1;2.7.1,2.7.1.13|2.7.1.178|2.7.1.45;2.7.1.215;2.7.1.220;2.7.1.219;2.7.1.53;2.7.1.16;2.7.1.16|2.7.1.47;2.7.1.17;2.7.1.12;2.7.1.1|2.7.1.15|2.7.1.2|2.7.1.4,2.7.1,2.7.1;2.7.4;2.7.6;2.7.11;6.5.1,2.7.1,2.7.1
16526,2.7.1.178,2.7.1,3.1.1;2.8.2;2.4.1;2.7.1,2.7.1.13|2.7.1.178|2.7.1.45;2.7.1.215;2.7.1.220;2.7.1.219;2.7.1.53;2.7.1.16;2.7.1.16|2.7.1.47;2.7.1.17;2.7.1.12;2.7.1.1|2.7.1.15|2.7.1.2|2.7.1.4,2.7.1,2.7.1;2.7.4;2.7.6;2.7.11;6.5.1,2.7.1,2.7.1
16558,4.1.1.45,4.1.1,2.6.1;2.2.1;1.3.98;2.8.3,4.1.1.45;1.2.3.4;1.13|1.13.12.19;4.1.1.77;4.1.1.68;2.3.1.165;2.3.1.236;2.3.1.237;3.5.1.29;4.1.1.71;2.6.1.19;4.1.1.69;4.1.1.55;4.1.1.74;1.13.12.17;2.4.2.19;2.3.1.216;2.3.1.151|2.3.1.177|2.3.1.220;4.1.1.51;2.3.1|2.3.1.39|2.3.1.74,4.1.1,5.2.1;4.1.1;1.13.11;2.8.3;2.7.1,4.1.1,4.1.1
16614,2.3.1.5,2.3.1,2.3.2;3.1.2;2.3.3;3.5.1,2.3.1.180,2.3.1,2.3.1;2.3.3;6.2.1;3.1.2;2.8.3,2.3.1,2.3.1
16842,2.1.1.130,2.1.1,2.1.1;2.5.1;1.3.7;2.3.1,2.1.1.130;2.1.1.151;2.1.1.131;2.1.1.107;2.1.1.133;1.16.1.8;2.1.1.197,2.1.1,2.1.1;2.5.1;2.8.4;3.13.2;4.99.1,2.1.1,2.1.1
16862,2.6.1.62,2.5.1,2.8.3;2.6.1;2.1.3;2.2.1,2.6.1.62;2.6.1.105;2.1.1.326;2.1.1.342;2.3.1.244;2.3.1.161;2.1.1.11;2.3.1.47,,2.6.1;5.4.3;1.14.11;5.1.1;1.14.20,2.6.1,2.6.1
16930,2.3.1.127,2.3.1,1.8.99;2.3.3;2.8.2;6.2.1,2.3.1.71;2.3.1.109;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,2.3.1,2.3.1;2.3.2;4.3.2;6.3.2;6.2.1,2.3.1,2.3.1
