Reaction ID,Theia
R00357,"1.4.3,0.9987226128578186;1.4.1,0.0006652390002273023;1.4.9,0.00010826183279277757;1.4.11,8.380766666959971e-05;4.3.1,6.935209239600226e-05"
R02268,"5.3.99,0.9930671453475952;2.5.1,0.0061426106840372086;5.3.1,0.00027068654890172184;4.1.1,0.00013492951984517276;1.14.99,0.00010728002962423488"
R03567,"4.1.1,0.9993366599082947;1.14.13,0.00036066753091290593;1.14.12,0.0001352188701275736;1.2.2,5.073750435258262e-05;1.13.11,4.5903740101493895e-05"
R04548,"2.4.2,0.9805083870887756;2.4.1,0.01421805378049612;2.7.7,0.0022422887850552797;2.3.1,0.002077133161947131;5.1.3,0.0006518783047795296"
R04182,"3.5.1,0.8727174401283264;2.3.1,0.12061391025781631;2.4.2,0.002884909976273775;2.1.2,0.0014747197274118662;6.3.4,0.0006230573053471744"
R04020,"4.2.1,0.9830594062805176;1.11.1,0.010233212262392044;3.5.5,0.004575035069137812;3.5.1,0.0006139317993074656;1.7.2,0.00028189586009830236"
R00209,"1.2.4,0.7908132076263428;1.2.1,0.09676063805818558;1.8.1,0.06131318211555481;2.3.1,0.03559465706348419;1.1.1,0.011521614156663418"
R02580,"1.1.1,0.9986791014671326;1.3.1,0.0010348173091188073;1.-.-,8.599681314080954e-05;2.7.1,4.208926111459732e-05;1.8.1,2.0784254957106896e-05"
R10007,"4.2.3,0.9999936819076538;5.5.1,5.570972007262753e-06;4.3.2,6.051325840417121e-07;1.3.-,1.15156460367416e-07;4.3.1,2.268081900069774e-08"
R12157,"2.1.1,1.0;2.3.1,2.2662282717078597e-08;2.5.1,2.664320764012018e-09;4.3.3,1.8695456294182122e-09;2.4.2,1.3808137966364598e-09"
R10451,"2.1.1,1.0;2.3.1,1.7349725036633e-14;6.-.-,5.139631811305564e-16;2.5.1,3.8984236117170024e-16;6.3.2,2.483089260974598e-16"
R09628,"4.2.3,0.5488100051879883;5.5.1,0.355744868516922;4.2.1,0.06871803104877472;5.4.99,0.017882831394672394;5.3.3,0.0025611103046685457"
R09947,"3.5.1,0.9799262881278992;3.1.1,0.01327888760715723;2.7.2,0.006390046328306198;3.2.1,0.0002180254814447835;3.5.3,0.0001609108439879492"
R09792,"2.1.1,1.0;1.-.-,5.16095187419463e-11;2.3.1,1.4920910644186658e-12;3.3.1,4.647158309209476e-13;2.5.1,3.0108128989091154e-13"
R11495,"1.17.3,0.9785386919975281;4.2.1,0.004861806519329548;3.2.1,0.0023045274429023266;2.4.1,0.0020875600166618824;3.5.1,0.0020641323644667864"
R05197,"2.7.3,0.5227072238922119;2.7.1,0.4589618146419525;6.3.2,0.010207300074398518;2.7.4,0.0013115516630932689;2.3.1,0.0012538100127130747"
R12729,"2.3.1,0.8590617179870605;2.1.1,0.0760524570941925;6.2.1,0.05529554933309555;1.14.99,0.0026595464441925287;1.2.1,0.0013874564319849014"
R11775,"2.7.1,0.5259632468223572;2.7.4,0.1938878297805786;6.2.1,0.15393401682376862;2.7.2,0.05208911374211311;4.1.1,0.048363517969846725"
R11565,"4.2.1,0.999862790107727;2.3.1,4.507310222834349e-05;3.1.2,2.8902712074341252e-05;3.1.1,1.845410770329181e-05;3.2.1,6.300653694779612e-06"
R03286,"6.3.2,0.9943212270736694;3.4.13,0.0026341259945183992;2.7.3,0.001518523902632296;2.7.1,0.0006462194141931832;4.1.1,0.0004625976725947112"
R12086,"2.3.1,0.9999430179595947;2.3.2,2.239120840386022e-05;3.1.2,1.2638261978281662e-05;2.5.1,7.713026207056828e-06;6.2.1,6.074369139241753e-06"
R09796,"4.2.1,0.9993665814399719;3.1.2,0.00022846140200272202;1.1.1,0.00013956139446236193;4.4.1,6.318832311080769e-05;5.4.4,5.7141394790960476e-05"
R03886,"1.1.1,0.9770804643630981;1.2.1,0.020993025973439217;1.-.-,0.0011165724135935307;1.1.-,0.00040654922486282885;1.5.1,0.0001817333686631173"
R11925,"1.2.1,0.6402850151062012;6.2.1,0.2773837149143219;2.3.1,0.07921811938285828;3.1.2,0.002055690623819828;3.1.4,0.0003008289204444736"
R11602,"2.5.1,0.9996370077133179;5.3.3,0.00016175341443158686;2.4.1,6.365954322973266e-05;5.3.99,3.26711124216672e-05;1.1.99,1.2958975275978446e-05"
R04225,"4.1.1,0.9922475814819336;3.5.1,0.0020744013600051403;4.1.3,0.0020207022316753864;2.3.1,0.0005891433102078736;1.13.11,0.0004904744564555585"
R08945,"1.1.1,0.9807419776916504;1.3.1,0.018733225762844086;1.2.1,0.00013658103125635535;1.-.-,0.00010493435547687113;1.6.5,4.995547715225257e-05"
R08197,"2.6.1,0.9999058246612549;2.8.1,2.5222549083991908e-05;3.4.16,9.752400728757493e-06;1.4.7,8.645522939332295e-06;1.4.1,7.393102350761183e-06"
R10208,"3.8.1,0.9067273736000061;4.2.1,0.04590233042836189;3.13.1,0.02623777464032173;3.1.7,0.019974032416939735;3.3.1,0.0005126007599756122"
R11607,"2.6.1,0.8450122475624084;2.3.1,0.12754151225090027;1.4.1,0.01827789470553398;5.4.3,0.0029392261058092117;4.1.3,0.0010960024083033204"
R00794,"1.7.1,0.9999939203262329;1.7.99,4.205668574286392e-06;1.6.6,1.4689439922221936e-06;1.7.-,2.4232897999354464e-07;1.12.1,4.4236386997908994e-08"
R04104,"5.1.3,0.993883490562439;1.1.1,0.004137653857469559;5.3.3,0.0007420119945891201;1.1.99,0.0005487792659550905;4.2.1,0.00038485770346596837"
R12390,"3.1.1,0.9636557698249817;3.2.1,0.030785532668232918;3.5.1,0.0023091481998562813;2.3.1,0.001526782289147377;3.2.2,0.0005791039438918233"
R08205,"1.14.13,0.5945822596549988;1.14.99,0.3968178331851959;1.14.14,0.0059201400727033615;1.6.99,0.00073486496694386;1.14.15,0.0005364890675991774"
R09572,"2.6.1,0.5552453398704529;1.14.11,0.43573102355003357;4.1.1,0.005839573219418526;2.3.1,0.0016843668418005109;5.1.1,0.000613771378993988"
R01096,"1.1.1,0.9993327260017395;1.3.1,0.0003655378823168576;1.1.99,0.00014683340850751847;1.1.5,7.064682722557336e-05;1.2.1,3.6574132536770776e-05"
R00195,"4.3.1,0.9999383687973022;1.4.3,1.4668921721749939e-05;1.4.1,1.1098902177764103e-05;3.5.99,8.397496458201203e-06;4.4.1,7.507307600462809e-06"
R09598,"3.6.1,0.5688822269439697;6.3.5,0.10031069070100784;2.7.3,0.09810106456279755;3.6.4,0.05245201289653778;6.3.4,0.0381876640021801"
R12046,"2.4.2,0.5874798893928528;2.3.1,0.41136956214904785;2.4.1,0.0009525127243250608;2.7.8,6.980175385251641e-05;1.1.1,5.04450399603229e-05"
R04457,"2.5.1,0.9999996423721313;1.1.1,1.6706361805063352e-07;2.4.2,7.780687383274199e-08;4.4.1,4.311615242613698e-08;5.3.99,2.3323925901763687e-08"
R04591,"6.3.2,0.7582101225852966;2.7.3,0.23399047553539276;3.5.2,0.006697340868413448;6.3.-,0.00020654674153774977;2.7.1,0.00014817365445196629"
R13425,"3.5.1,0.7196341156959534;3.1.4,0.22693386673927307;2.8.3,0.019057361409068108;3.2.1,0.010248762555420399;3.1.2,0.005926365964114666"
R02489,"4.1.1,0.9989625215530396;2.7.11,9.711979510029778e-05;1.13.11,9.125578799284995e-05;1.2.3,8.593200618634e-05;2.7.1,7.046599057503045e-05"
R04279,"3.1.1,0.3685902953147888;1.1.1,0.35842663049697876;1.2.1,0.2717713415622711;1.3.1,0.00033458677353337407;1.1.3,0.00022942156647332013"
R09790,"4.2.1,0.8925125002861023;3.1.1,0.02041417546570301;5.5.1,0.018422603607177734;4.2.3,0.013814680278301239;3.1.2,0.008815181441605091"
R11868,"5.4.99,0.9576038718223572;2.3.1,0.0173894464969635;2.5.1,0.01099827978760004;1.14.99,0.004440733231604099;4.1.3,0.0020358366891741753"
R12532,"3.6.1,0.8364036083221436;3.1.3,0.05007956176996231;3.6.4,0.03177787736058235;3.1.4,0.025153227150440216;2.7.3,0.015497368760406971"
R09627,"4.2.3,0.9989210367202759;5.5.1,0.0006263490649871528;1.3.-,0.000438081071479246;3.1.7,5.097604116599541e-06;4.3.2,4.598244686349062e-06"
R09881,"3.6.1,0.8202610611915588;3.1.4,0.10512425750494003;3.2.1,0.04556329920887947;3.1.3,0.018539411947131157;3.4.11,0.003007987979799509"
R09234,"1.14.13,0.9998132586479187;1.14.12,0.00011302129132673144;1.14.14,7.060049392748624e-05;1.14.-,9.850646165432408e-07;1.13.12,7.881711781010381e-07"
R07392,"4.2.1,0.9992403984069824;3.7.1,0.00011103458382422104;3.1.1,9.78741081780754e-05;3.4.11,8.989822526928037e-05;2.3.1,8.009847806533799e-05"
R07601,"1.2.4,0.9998974800109863;4.1.1,8.732919377507642e-05;1.14.11,3.922323685401352e-06;1.2.7,2.110241894115461e-06;1.4.1,1.6041890376072843e-06"
R04450,"3.1.2,0.9989118576049805;2.3.1,0.0009141967166215181;6.2.1,4.334076584200375e-05;1.2.1,3.296509385108948e-05;3.1.1,2.7869766199728474e-05"
R08941,"3.1.6,0.9999767541885376;3.10.1,1.8151125914300792e-05;2.8.2,4.149569576838985e-06;4.2.1,1.8601460283207416e-07;3.1.3,1.580983024496163e-07"
R08283,"1.2.1,0.9984434247016907;1.1.1,0.0014970273477956653;1.2.3,5.1571572839748114e-05;1.5.1,2.0964894247299526e-06;4.2.1,1.7913490637511131e-06"
R01317,"1.14.13,0.8720500469207764;2.3.1,0.09800519794225693;1.1.1,0.018601763993501663;1.14.99,0.0045425924472510815;1.14.14,0.004044382367283106"
R08878,"1.1.1,0.9973297119140625;1.3.1,0.001788454595953226;2.7.1,0.00046902376925572753;1.1.99,8.963669097283855e-05;1.2.1,6.491257227025926e-05"
R07954,"1.14.13,0.48722198605537415;1.13.12,0.42021551728248596;1.14.14,0.08586850017309189;1.3.98,0.002237207256257534;1.5.1,0.0012112257536500692"
R13300,"4.2.3,0.9928990602493286;5.5.1,0.006968304049223661;4.3.2,9.542424959363416e-05;4.3.1,2.600078187242616e-05;4.2.1,7.861194717406761e-06"
R13112,"4.2.3,0.626499593257904;4.3.1,0.11554733663797379;4.3.2,0.10891478508710861;2.3.1,0.042991310358047485;1.14.13,0.03442082181572914"
R12620,"1.3.1,0.9988071918487549;5.3.3,0.0008476292714476585;1.1.1,0.00027999523445032537;2.7.1,1.9605766283348203e-05;1.3.99,1.7679054508334957e-05"
R03831,"1.21.3,0.9994708895683289;1.14.21,0.00047637950046919286;1.1.3,1.578406045155134e-05;1.8.3,1.1484297829156276e-05;1.14.18,7.55004020902561e-06"
R10867,"3.2.1,0.9998250603675842;3.7.1,0.00012952263932675123;2.4.1,3.4377440897515044e-05;4.2.1,2.5301590085291537e-06;5.3.1,2.2396500298782485e-06"
R00731,"1.14.18,0.9107112884521484;1.14.16,0.050128161907196045;1.14.13,0.029297471046447754;1.10.3,0.004537488799542189;1.14.14,0.00205621519125998"
R05553,"4.1.3,0.9984330534934998;2.7.9,0.00021753586770500988;4.2.99,0.00018695640028454363;5.4.99,0.00018490239745005965;2.3.3,0.0001806871878216043"
R02603,"3.7.1,0.9989621639251709;5.2.1,0.0005245900829322636;3.1.1,0.0003140348708257079;4.2.1,6.0284746723482385e-05;1.14.19,4.284836904844269e-05"
R11107,"1.14.13,0.6828119158744812;1.14.99,0.18643589317798615;1.7.1,0.031104685738682747;4.1.99,0.029844028875231743;1.14.-,0.020925458520650864"
R03493,"4.2.1,0.9967514276504517;5.4.4,0.0020254424307495356;4.1.3,0.0007117705536074936;5.3.3,0.00015212272410281003;2.3.3,0.00013628587475977838"
R10840,"2.5.1,0.994330883026123;3.1.1,0.0019608684815466404;2.4.2,0.0011859347578138113;1.97.1,0.0011749670375138521;2.3.1,0.0004695372481364757"
R12207,"2.4.2,0.9020369648933411;2.4.1,0.09397710859775543;5.1.3,0.0007996475324034691;2.7.7,0.0007052740547806025;5.4.2,0.0006209511193446815"
R05092,"5.5.1,0.9880281686782837;3.1.7,0.00888178963214159;4.2.3,0.0016023122007027268;5.3.3,0.00048469880130141973;4.3.2,0.0003624749951995909"
R07930,"2.3.1,0.9998350143432617;3.1.2,0.00012522908218670636;3.1.1,2.1850264602107927e-05;6.2.1,1.2366480405034963e-05;1.2.1,4.059004822920542e-06"
R04382,"4.2.2,0.9997115731239319;2.4.1,0.00020730055985040963;5.3.1,7.80163609306328e-05;5.5.1,1.3676675507667824e-06;3.2.1,7.11027553279564e-07"
R08084,"1.1.1,0.9979707598686218;1.2.1,0.0010417347075417638;1.14.13,0.00045302382204681635;1.3.1,0.00043201789958402514;1.-.-,2.4855104129528627e-05"
R11716,"4.1.2,0.39469391107559204;4.1.1,0.3439549207687378;1.1.1,0.09355586022138596;4.2.1,0.08015095442533493;5.3.1,0.027240749448537827"
R00104,"2.7.1,0.8932654857635498;2.7.4,0.10148745030164719;2.1.1,0.003230377333238721;2.7.2,0.0010571014136075974;6.2.1,0.0002663539198692888"
R09314,"1.14.14,0.9967889785766602;1.14.13,0.0011552245123311877;4.2.1,0.001046086777932942;1.14.19,0.0005121034919284284;1.-.-,0.00014103866124060005"
R03728,"4.1.99,0.800935685634613;1.14.13,0.1774085909128189;1.2.1,0.003156414022669196;1.5.1,0.002887815237045288;3.5.4,0.0025387811474502087"
R01489,"1.2.3,0.840599000453949;1.1.3,0.14869296550750732;1.17.3,0.007947640493512154;1.2.1,0.00232167961075902;1.11.1,0.00019854260608553886"
R06498,"2.4.1,0.9999995231628418;2.4.2,2.2253223619372875e-07;2.7.7,1.3560300260451186e-07;2.3.1,4.2378282216759544e-08;3.2.1,1.75066698915316e-08"
R05198,"1.1.2,0.999717652797699;1.10.2,0.00010780790034914389;1.8.2,5.532961222343147e-05;1.1.1,3.978737004217692e-05;1.7.2,2.0600962670869194e-05"
R09567,"1.13.12,0.9999761581420898;1.14.13,1.3852958545612637e-05;1.13.11,2.9002701467106817e-06;1.14.12,1.221783236360352e-06;1.3.98,1.1946227687076316e-06"
R03364,"4.6.1,0.8261842131614685;6.5.1,0.07791551202535629;5.4.2,0.0680370032787323;2.7.8,0.006352298893034458;3.1.27,0.00396927073597908"
R04184,"3.2.1,0.9997630715370178;2.4.1,0.00012936560960952193;3.1.4,4.425873339641839e-05;3.1.1,1.837822492234409e-05;3.5.1,1.4918424312782008e-05"
R08091,"2.3.1,0.9989180564880371;3.1.2,0.0009578812750987709;2.8.3,4.0137801988748834e-05;3.1.1,2.483185744495131e-05;2.3.3,1.971525307453703e-05"
R00805,"3.1.3,0.9768998622894287;3.6.1,0.020826442167162895;2.7.1,0.0010068007977679372;3.1.4,0.0005132989608682692;4.2.3,0.0002872401673812419"
R08945,"1.1.1,0.9807419776916504;1.3.1,0.018733225762844086;1.2.1,0.00013658103125635535;1.-.-,0.00010493435547687113;1.6.5,4.995547715225257e-05"
R08624,"4.2.1,0.5505096912384033;5.4.4,0.43912985920906067;1.1.1,0.009576789103448391;1.-.-,0.0002929953334387392;4.1.3,9.94475994957611e-05"
R09574,"4.2.3,0.979536235332489;5.5.1,0.020185120403766632;1.3.99,0.0001886638201540336;5.4.99,3.0479797715088353e-05;4.3.2,1.7800508430809714e-05"
R01299,"1.14.13,0.8829095363616943;1.2.3,0.07065650820732117;1.2.1,0.025291932746767998;1.14.14,0.0036990938242524862;1.14.12,0.002657179953530431"
R09771,"3.1.3,0.8935187458992004;5.4.2,0.06945189088582993;3.6.1,0.02637212909758091;2.7.1,0.0023025115951895714;4.2.3,0.002280184533447027"
R06201,"3.2.1,0.9663882851600647;2.4.1,0.026117950677871704;1.13.99,0.002764313481748104;4.2.1,0.0026831026189029217;5.3.1,0.0012375855585560203"
R12739,"1.14.-,0.49490541219711304;1.14.12,0.38005325198173523;1.-.-,0.05516950413584709;1.14.14,0.026790868490934372;1.14.13,0.02078905701637268"
R10774,"4.3.1,0.8122442364692688;1.4.3,0.09720516204833984;3.5.99,0.07398632913827896;2.5.1,0.008495336398482323;1.5.99,0.0028820622246712446"
R05810,"2.1.1,1.0;2.5.1,2.325537984404491e-09;1.3.98,1.1158765751695388e-11;4.4.1,8.281694774403547e-12;1.21.98,4.060072590628128e-12"
R11479,"2.3.1,0.9996331930160522;2.6.1,0.00014336312597151846;6.2.1,0.00012086244532838464;3.1.1,1.9245098883402534e-05;2.3.3,1.414214784745127e-05"
R12575,"6.2.1,0.9998716115951538;2.7.2,5.3682942962041125e-05;2.7.1,4.1602692363085225e-05;2.8.3,2.101031714119017e-05;2.1.1,4.492079369811108e-06"
R07990,"5.5.1,0.9995380640029907;4.3.1,5.547287946683355e-05;4.5.1,5.219217200647108e-05;5.2.1,4.841347617912106e-05;3.4.19,3.2247466151602566e-05"
R07724,"2.1.1,1.0;1.-.-,7.515316147177487e-11;2.3.1,1.0455454210744897e-11;2.5.1,5.687720260050266e-12;6.3.2,1.874591627759603e-12"
R10580,"3.2.1,0.9984259605407715;3.7.1,0.0008204368641600013;2.3.1,0.00045279861660674214;4.2.1,8.577453263569623e-05;5.1.3,4.491665094974451e-05"
R03060,"3.1.3,0.669396698474884;3.1.4,0.23327648639678955;3.6.1,0.08342061191797256;3.6.2,0.003350780578330159;2.7.3,0.0024045947939157486"
R09134,"1.13.11,0.997904896736145;1.14.12,0.000864101923070848;1.14.13,0.0007951276493258774;6.2.1,0.00022813987743575126;1.13.12,6.88722066115588e-05"
R04115,"1.3.1,0.9987602233886719;1.14.12,0.0007683688891120255;1.1.1,0.00043007725616917014;1.3.99,1.3454552572511602e-05;1.6.5,1.2566523764689919e-05"
R02893,"1.3.1,0.769719660282135;1.3.99,0.22459305822849274;1.1.1,0.00513802096247673;1.3.3,0.00021926536282990128;1.3.8,0.00010118998761754483"
R02868,"2.7.1,0.9978252649307251;2.7.2,0.0008844866533763707;2.1.1,0.00046578911133110523;3.6.1,0.00016982709348667413;3.1.3,0.00014199994620867074"
R04237,"2.1.1,1.0;2.3.1,5.313982934240791e-11;2.5.1,7.363574160146324e-12;6.3.2,2.0772925480444515e-12;3.5.1,3.6484452069739104e-13"
R02963,"4.2.1,0.9995085000991821;3.1.2,0.0001731979864416644;4.3.1,5.988971679471433e-05;2.3.1,3.4996286558452994e-05;5.4.4,3.4785920433932915e-05"
R08272,"1.14.14,0.8994170427322388;3.5.1,0.030078265815973282;1.14.13,0.021167144179344177;1.4.3,0.009057228453457355;4.2.1,0.00675050588324666"
R09505,"1.11.1,0.9989891648292542;1.14.19,0.0004950590082444251;1.3.99,0.0002719530020840466;1.6.99,6.200108327902853e-05;1.3.3,5.710222467314452e-05"
R05570,"2.7.1,0.9999946355819702;2.7.13,2.76674313681724e-06;2.7.3,2.421978251732071e-06;2.7.11,3.905891077238266e-08;2.7.2,2.3573145213617863e-08"
R01448,"3.1.6,0.9995946288108826;4.2.1,0.0001485054090153426;3.10.1,8.293199061881751e-05;3.1.2,4.786889985552989e-05;2.8.2,2.614867116790265e-05"
R00604,"1.2.1,0.9198285341262817;1.1.1,0.03660723567008972;1.5.1,0.014569360762834549;1.14.13,0.0049041141755878925;1.3.98,0.0033870285842567682"
R13142,"4.2.1,0.2781485319137573;1.14.14,0.18652357161045074;3.1.3,0.16138844192028046;3.1.7,0.10987121611833572;3.1.4,0.10841143876314163"
R04338,"2.6.1,0.9999791383743286;2.8.1,1.7061496691894718e-05;1.4.1,1.2028631317662075e-06;2.5.1,4.172004537394969e-07;2.7.8,2.4343580662389286e-07"
R12409,"4.5.1,0.9801912307739258;2.5.1,0.004747431725263596;6.3.2,0.004530718084424734;2.7.4,0.004028186202049255;1.14.19,0.003001958830282092"
R02317,"1.2.1,0.7781122326850891;1.4.1,0.18641097843647003;1.5.3,0.014516960829496384;1.5.99,0.007645772770047188;4.3.3,0.004671908915042877"
R10259,"2.4.1,0.9978023171424866;2.3.1,0.0013121523661538959;3.2.1,0.0004077947523910552;3.1.1,0.0003761287371162325;2.7.8,3.994523285655305e-05"
R11338,"1.1.1,0.9997697472572327;1.2.1,0.00011668921797536314;1.14.13,8.443323167739436e-05;2.3.1,8.697881639818661e-06;1.7.1,3.7490199247258715e-06"
R04856,"3.1.6,0.8213561177253723;3.2.1,0.0981115996837616;3.5.1,0.08046522736549377;2.8.2,3.567186649888754e-05;3.5.3,7.34950708647375e-06"
R00031,"1.14.18,0.7779586315155029;1.14.13,0.15434232354164124;1.13.11,0.026063133031129837;1.14.16,0.012998941354453564;1.14.12,0.012303617782890797"
R03826,"1.1.1,0.985713005065918;1.2.1,0.008285176940262318;4.2.1,0.0007643690332770348;1.14.13,0.0007501619402319193;1.8.1,0.0005839487421326339"
R00963,"3.1.3,0.9916524291038513;3.6.1,0.006694419775158167;2.7.1,0.0010354977566748857;4.2.3,0.0003529523382894695;3.1.4,0.00020823869272135198"
R08034,"1.2.7,0.780373752117157;1.2.99,0.2160414308309555;2.3.1,0.0023135989904403687;3.1.1,0.0008096502278931439;1.2.5,0.00012288409925531596"
R02664,"2.7.1,0.9934452772140503;2.7.2,0.002450216794386506;2.3.1,0.0015513947000727057;4.6.1,0.0006742302794009447;5.4.2,0.0003167584945913404"
R02907,"4.2.1,0.9993988275527954;1.1.1,0.0005765398382209241;3.7.1,4.619458195520565e-06;5.4.4,4.557826741802273e-06;5.5.1,1.7960102240976994e-06"
R13233,"1.1.1,0.99919193983078;4.2.3,0.00040137075120583177;1.6.5,0.00014382805966306478;1.3.1,0.00011330870620440692;1.2.1,4.908188202534802e-05"
R06983,"1.1.1,0.9303184747695923;1.-.-,0.06963402032852173;1.3.1,2.1459016352309845e-05;1.14.13,9.284884981752839e-06;2.3.1,2.5224242108379258e-06"
R02505,"2.3.1,0.9999809265136719;1.13.11,1.594187597220298e-05;4.1.1,1.6855318563102628e-06;6.2.1,6.108913339630817e-07;4.2.1,3.959912362461182e-07"
R09720,"4.2.1,0.9947296380996704;5.4.4,0.00499375443905592;4.1.3,0.0001227911125170067;1.1.1,8.949018956627697e-05;1.-.-,2.1621750420308672e-05"
R03753,"1.1.1,0.9998718500137329;1.3.1,0.0001164291170425713;1.14.13,6.545425549120409e-06;1.-.-,2.0118623069720343e-06;1.18.1,7.252526188494812e-07"
R08199,"4.2.3,0.8411197066307068;5.5.1,0.08786185085773468;3.1.7,0.04743906110525131;5.3.3,0.02269734814763069;4.2.1,0.00030169979436323047"
R10588,"2.1.1,1.0;1.-.-,4.72669681172988e-11;2.3.1,7.845988398910708e-13;2.5.1,5.63276584663458e-13;3.3.1,3.9480335775783637e-13"
R11829,"4.2.3,0.5120070576667786;5.5.1,0.48779332637786865;5.3.3,7.482802902814001e-05;5.4.99,5.998912456561811e-05;4.3.2,4.970153167960234e-05"
R11937,"2.4.1,0.9875633716583252;2.4.-,0.006505870260298252;2.7.7,0.0019093934679403901;2.1.1,0.0013413444394245744;6.2.1,0.00042039339314214885"
R09614,"4.2.3,0.9676080346107483;5.5.1,0.03232060372829437;5.4.99,6.244707037694752e-05;4.3.2,5.423837592388736e-06;2.1.3,1.9984929622296477e-06"
R11878,"4.1.2,0.542952299118042;1.8.3,0.10512108355760574;4.2.1,0.09255464375019073;1.1.1,0.040934912860393524;2.9.1,0.028006233274936676"
R05697,"1.1.3,0.9989951252937317;1.1.99,0.0005452613695524633;1.2.3,0.00029909246950410306;2.6.1,5.787035115645267e-05;1.11.2,2.875709287764039e-05"
R04259,"5.5.1,0.9999967813491821;5.3.3,1.6042735069277114e-06;5.3.2,7.784023523527139e-07;4.2.1,4.259354398072901e-07;3.1.1,2.16514123962952e-07"
R11048,"1.5.3,0.9999587535858154;1.8.3,1.9633500414784066e-05;6.5.1,1.8089434888679534e-05;1.1.3,1.5647988220734987e-06;1.21.3,5.959971645097539e-07"
R11622,"3.5.1,0.9830055832862854;4.2.1,0.006051491014659405;3.1.1,0.005747013725340366;3.7.1,0.0013886919477954507;3.4.11,0.0005972214275971055"
R00925,"6.2.1,0.5569389462471008;2.3.1,0.4392710030078888;2.7.2,0.0017702833283692598;3.1.2,0.0013739989371970296;1.2.3,0.00027618621243163943"
R07417,"1.2.1,0.9477655291557312;1.1.1,0.04582449793815613;1.5.1,0.0022539908532053232;1.4.1,0.0019070366397500038;1.2.3,0.0005458149826154113"
R01358,"3.1.2,0.9889011383056641;2.3.1,0.006725806277245283;3.1.1,0.002975435694679618;2.3.3,0.001173466327600181;6.2.1,5.931066698394716e-05"
R05797,"2.1.1,0.9999935626983643;3.1.1,3.053181899304036e-06;2.3.1,1.7272816421609605e-06;1.-.-,5.428906320048554e-07;3.5.1,4.5320513208935154e-07"
R07070,"2.5.1,0.9999587535858154;5.3.3,1.4811848814133555e-05;1.14.14,9.528400369163137e-06;2.3.1,6.584902166650863e-06;4.2.99,1.99943542611436e-06"
R12251,"3.5.1,0.9926984906196594;3.1.1,0.0028283256106078625;3.4.17,0.001958356238901615;1.14.13,0.00020393182057887316;2.1.1,0.00019145313126500696"
R01946,"2.3.1,0.9999372959136963;3.1.2,4.1610659536672756e-05;3.1.1,1.6640859030303545e-05;1.2.1,1.6017382904465194e-06;2.5.1,6.486980623776617e-07"
R03253,"1.13.11,0.938620388507843;2.6.1,0.05824173241853714;2.1.1,0.0008196154376491904;1.14.18,0.0007329769432544708;1.14.11,0.0007031050627119839"
R13311,"5.5.1,0.9999595880508423;4.2.3,2.7057712941314094e-05;5.3.3,4.568441454466665e-06;4.3.2,3.042428488697624e-06;5.4.99,2.339347474844544e-06"
R03504,"4.1.2,0.9988040924072266;2.5.1,0.0002864298294298351;4.2.1,0.00023831897124182433;4.1.3,0.0002251109981443733;2.3.1,0.00018658797489479184"
R04208,"2.7.3,0.7576484084129333;6.3.3,0.21790120005607605;2.1.2,0.006448771338909864;6.3.4,0.004834323655813932;1.5.99,0.003117976011708379"
R07647,"4.2.1,0.7244461178779602;4.2.3,0.2085847705602646;5.5.1,0.039931345731019974;5.3.3,0.006663644686341286;2.5.1,0.005522591061890125"
R09980,"3.5.1,0.989744246006012;2.7.2,0.0052620540373027325;3.1.1,0.0042747813276946545;3.2.1,0.0006036891136318445;3.5.3,8.81408850545995e-05"
R12802,"3.2.1,0.9941524863243103;3.1.1,0.002218038309365511;3.1.3,0.0010151636088266969;3.7.1,0.0008803356322459877;4.2.1,0.0007028634427115321"
R08898,"2.4.1,0.9350862503051758;2.7.8,0.027204439043998718;2.4.2,0.017766017466783524;1.14.13,0.011128202080726624;1.14.11,0.001124252681620419"
R12783,"2.3.1,0.49198609590530396;6.2.1,0.3797561526298523;2.1.1,0.038036685436964035;1.14.99,0.03133789077401161;3.1.4,0.015838995575904846"
R09219,"1.6.5,0.9982016086578369;1.6.99,0.0007193057099357247;1.1.1,0.00036022873246110976;1.6.2,0.00023152485664468259;1.3.1,0.00016980238433461636"
R13403,"1.1.1,0.9979707598686218;1.2.1,0.0010417347075417638;1.14.13,0.00045302382204681635;1.3.1,0.00043201789958402514;1.-.-,2.4855104129528627e-05"
R05637,"2.3.1,0.1144455149769783;4.6.1,0.09008816629648209;2.4.1,0.0613735094666481;5.1.3,0.05686100572347641;5.1.99,0.0529576800763607"
R12098,"3.13.1,0.902167022228241;3.3.1,0.07519625872373581;4.4.1,0.009103837423026562;2.5.1,0.004346510395407677;4.2.1,0.0020838382188230753"
R12285,"2.5.1,0.9255449175834656;4.2.1,0.055611129850149155;5.3.99,0.010586830787360668;4.2.3,0.001840510405600071;5.4.4,0.001449262024834752"
R03091,"2.4.1,0.99993896484375;3.2.1,4.414822251419537e-05;2.7.7,5.513496034836862e-06;3.1.1,4.244387127982918e-06;2.4.2,3.993679456471e-06"
R11829,"4.2.3,0.5120070576667786;5.5.1,0.48779332637786865;5.3.3,7.482802902814001e-05;5.4.99,5.998912456561811e-05;4.3.2,4.970153167960234e-05"
