reaction,left_comp,right_comp,left_smiles,right_smiles
R04095,3-Methylbutanoyl-CoA // FAD,3-Methylcrotonyl-CoA // FADH2,CC(C)CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O.CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)O,CC(=CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)C.CC1=CC2=C(C=C1C)N(C3=C(N2)C(=O)NC(=O)N3)C[C@@H]([C@@H]([C@@H](COP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)O
R06487,Avermectin A2a monosaccharide // dTDP-L-oleandrose,Avermectin A2a // dTDP,CCC(C)[C@H]1O[C@@]2(C[C@@H]3C[C@@H](C/C=C(\C)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@@H](C)/C=C/C=C4\CO[C@@H]5[C@H](OC)C(C)=C[C@@H](C(=O)O3)[C@]45O)O2)C[C@H](O)[C@@H]1C.CO[C@H]1C[C@@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3cc(C)c(=O)[nH]c3=O)C[C@@H]2O)O[C@@H](C)[C@@H]1O,CCC(C)[C@H]1O[C@@]2(C[C@@H]3C[C@@H](C/C=C(\C)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O[C@H]5C[C@H](OC)[C@@H](O)[C@H](C)O5)[C@H](C)O4)[C@@H](C)/C=C/C=C4\CO[C@@H]5[C@H](OC)C(C)=C[C@@H](C(=O)O3)[C@]45O)O2)C[C@H](O)[C@@H]1C.CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O)O
R05279,4-Aminobenzenesulfonate // Oxygen // 2 H//,4-Sulfocatechol // Ammonia,C1=CC(=CC=C1N)S(=O)(=O)O.O=O.[H+],C1=CC(=C(C=C1S(=O)(=O)O)O)O.N
R12968,ATP // Indole-3-acetate // CoA,AMP // Diphosphate // S-2-(Indol-3-yl)acetyl-CoA,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N.C1=CC=C2C(=C1)C(=CN2)CC(=O)O.CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCS)O,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)N.OP(=O)(O)OP(=O)(O)O.CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)Cc1c[nH]c2ccccc12
R07001,Naphthalene // NADPH // Oxygen // H//,"(1S,2R)-Naphthalene 1,2-oxide // NADP// // H2O",C1=CC=C2C=CC=CC2=C1.C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O.O=O.[H+],C1=C[C@H]2O[C@H]2c2ccccc21.C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N.O
R12737,Caffeoyl-CoA // 5-Hydroxyanthranilate,Avenanthramide C // CoA,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)/C=C/C4=CC(=C(C=C4)O)O)O.C1=CC(=C(C=C1O)C(=O)O)N,C1=CC(=C(C=C1/C=C/C(=O)NC2=C(C=C(C=C2)O)C(=O)O)O)O.CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCS)O
R00624,Secondary alcohol // NAD//,Ketone // NADH // H//,*C(*)O.C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N,*C(*)=O.C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O.[H+]
R03192,UDP-N-acetylmuramate // NADP//,UDP-N-acetyl-3-(1-carboxyvinyl)-D-glucosamine // NADPH // H//,C[C@H](C(=O)O)O[C@@H]1[C@H]([C@H](O[C@@H]([C@H]1O)CO)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=O)NC3=O)O)O)NC(=O)C.C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=O)NC3=O)O)O)CO)O)OC(=C)C(=O)O.C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O.[H+]
R13268,Ultra-long-chain mono-unsaturated (3R)-3-hydroxyacyl-[acyl-carrier protein],Ultra-long-chain mono-unsaturated trans-2-enoyl-[acyl-carrier protein] // H2O,*SC(=O)C[C@H](O)CC[1*],*SC(=O)/C=C/CC[1*].O
R07188,Benzoate // NADH // H// // Oxygen,"1,6-Dihydroxycyclohexa-2,4-diene-1-carboxylate // NAD//",C1=CC=C(C=C1)C(=O)O.C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O.[H+].O=O,C1=CC(C(C=C1)(C(=O)O)O)O.C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N
R10898,Geranylgeranyl diphosphate,Neocembrene // Diphosphate,CC(=CCC/C(=C/CC/C(=C/CC/C(=C/COP(=O)(O)OP(=O)(O)O)/C)/C)/C)C,C/C/1=C\CC/C(=C/C[C@@H](CC/C(=C/CC1)/C)C(=C)C)/C.OP(=O)(O)OP(=O)(O)O
R10564,(S)-5-Amino-3-oxohexanoic acid // Acetyl-CoA,L-3-Aminobutyryl-CoA // Acetoacetate,C[C@@H](CC(=O)CC(=O)O)N.CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,C[C@@H](CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)N.CC(=O)CC(=O)O
R06278,n UDP-D-galacturonate,n UDP // Pectin,CC1=CC(=C(C=C1[N+](=O)[O-])C(=O)OC)Br,C1=C(C(=CN=C1Br)Br)N.Cl.COC1=NC=CC2=C1NN=C2
R08287,Ifosfamide,2-Dechloroethylifosfamide // Chloroacetaldehyde,C1CN(P(=O)(OC1)NCCCl)CCCl,NP1(=O)OCCCN1CCCl.C(C=O)Cl
R08271,Tamoxifen // NADPH // Oxygen // H//,alpha-Hydroxytamoxifen // NADP// // H2O,CC/C(=C(\C1=CC=CC=C1)/C2=CC=C(C=C2)OCCN(C)C)/C3=CC=CC=C3.C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O.O=O.[H+],CC(O)/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1.C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N.O
R08128,Kaempferol-3-O-galactoside // UDP-glucose,Kaempferol 3-O-beta-D-glucosylgalactoside // UDP,O=c1c(O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12.C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O,O=c1c(O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12.C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O)O)O
R06414,"2,6-Dimethyl-5-methylene-3-oxo-heptanoyl-CoA // CoA",3-Isopropylbut-3-enoyl-CoA // Propanoyl-CoA,C=C(CC(=O)C(C)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)C(C)C.CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCS)O,CC(C)C(=C)CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O.CCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
R01316,Phosphatidylcholine // H2O,2-Acyl-sn-glycero-3-phosphocholine // Fatty acid,C1[C@@H]2[C@@H]3[C@H]([C@H]1[C@H]4[C@@H]2O4)[C@@]5(C(=C([C@]3(C5(Cl)Cl)Cl)Cl)Cl)Cl.O,*C(=O)O[C@H](CO)COP(=O)(O)OCC[N+](C)(C)C.*C(=O)O
R03583,Indan-1-ol // NADP//,Indanone // NADPH // H//,C1CC2=CC=CC=C2C1O.C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N,C1CC(=O)C2=CC=CC=C21.C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O.[H+]
R01561,Adenosine // Orthophosphate,Adenine // alpha-D-Ribose 1-phosphate,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N.OP(=O)(O)O,C1=NC2=NC=NC(=C2N1)N.C([C@@H]1[C@H]([C@H]([C@H](O1)OP(=O)(O)O)O)O)O
R10941,ATP // N(beta)-Epoxysuccinamoyl-DAP // L-Valine,ADP // Orthophosphate // N(beta)-Epoxysuccinamoyl-DAP-Val,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N.C([C@@H](C(=O)O)N)NC(=O)C1C(O1)C(=O)N.CC(C)[C@@H](C(=O)O)N,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O)O)O)N.OP(=O)(O)O.CC(C)[C@@H](C(=O)O)NC(=O)[C@H](CNC(=O)C1C(O1)C(=O)N)N
R10710,"S-Adenosyl-L-methionine // 6-Geranylgeranyl-2-methylbenzene-1,4-diol","S-Adenosyl-L-homocysteine // 6-Geranylgeranyl-2,3-dimethylbenzene-1,4-diol",C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O.CC1=CC(=CC(=C1O)C/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C)O,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CSCC[C@@H](C(=O)O)N)O)O)N.CC1=C(C=C(C(=C1C)O)C/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C)O
R07050,Arachidonate // Oxygen // NADPH // H//,"11,12-EET // NADP// // H2O",CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O.O=O.C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O.[H+],CCCCC/C=C\CC1OC1C/C=C\C/C=C\CCCC(=O)O.C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N.O
R10973,"D-Ribose 2,5-bisphosphate // H2O",D-Ribose 5-phosphate // Orthophosphate,C([C@@H]1[C@H]([C@H](C(O1)O)OP(=O)(O)O)O)OP(=O)(O)O.O,C([C@@H]1[C@H]([C@H](C(O1)O)O)O)OP(=O)(O)O.OP(=O)(O)O
R13167,4-Carboxy-1-hydroxybutyryl-ThPP // Enzyme N6-(lipoyl)lysine,[Dihydrolipoyllysine-residue succinyltransferase] S-glutaryldihydrolipoyllysine // Thiamin diphosphate,CC1=C(SC(=[N+]1CC2=CN=C(N=C2N)C)C(CCCC(=O)O)O)CCOP(=O)(O)OP(=O)(O)O.C1C2=CC=CC=C2C3=C4CC5=CC=CC=C5C4=C6CC7=CC=CC=C7C6=C31,*NC(=O)CCCC[C@@H](S)CCSC(=O)CCCC(=O)O.CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCOP(=O)(O)OP(=O)(O)O
R10778,3-Oxo-3-ureidoisobutyrate // H2O,Methylmalonate // Urea,CC(C(=O)NC(=O)N)C(=O)O.O,CC(C(=O)O)C(=O)O.C(=O)(N)N
R01556,Acetyl-CoA // Maltose,CoA // Acetyl-maltose,CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O.C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](OC([C@@H]([C@H]2O)O)O)CO)O)O)O)O,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCS)O.CC(=O)OC[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](OC([C@@H]([C@H]2O)O)O)CO)O)O)O
R09711,"(S)-2,3-Epoxysqualene",Isomultiflorenol,CC(=CCC/C(=C/CC/C(=C/CC/C=C(\C)/CC/C=C(\C)/CC[C@H]1C(O1)(C)C)/C)/C)C,C[C@@]12CC[C@@]3(C4=C(CC[C@]3(C1CC(CC2)(C)C)C)[C@]5(CC[C@@H](C(C5CC4)(C)C)O)C)C
R11776,"(3R,4R)-3-[(1S)-1-Hydroxyalkyl]-4-(hydroxymethyl)oxolan-2-one // NADP//","(3R,4R)-3-Alkanoyl-4-(hydroxymethyl)oxolan-2-one // NADPH // H//",*C[C@H](O)[C@@H]1C(=O)OC[C@H]1CO.C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N,*CC(=O)[C@@H]1C(=O)OC[C@H]1CO.C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O.[H+]
R11279,Kanamycin B // Carbamoyl phosphate // ATP // H2O,Nebramycin factor 4 // AMP // Diphosphate // Orthophosphate,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)N)N.C(=O)(N)OP(=O)(O)O.C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N.O,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)COC(=O)N)O)N)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)N)N.C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)N.OP(=O)(O)OP(=O)(O)O.OP(=O)(O)O
R09103,Bis(4-hydroxyphenyl)methanol,"4,4'-Dihydroxybenzophenone",C1=CC(=CC=C1C(C2=CC=C(C=C2)O)O)O,O=C(c1ccc(O)cc1)c1ccc(O)cc1
R12936,"UDP-2-acetamido-3-amino-2,3-dideoxy-alpha-D-glucopyranose // 2-Oxoglutarate",UDP-2-acetamido-3-dehydro-2-deoxy-alpha-D-glucopyranose // L-Glutamate,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=O)NC3=O)O)O)CO)O)N.C(CC(=O)O)C(=O)C(=O)O,CC(=O)N[C@H]1[C@H](O[C@@H]([C@H](C1=O)O)CO)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=O)NC3=O)O)O.C(CC(=O)O)[C@@H](C(=O)O)N
R07000,Naphthalene // NADPH // Oxygen // H//,"(1R,2S)-Naphthalene 1,2-oxide // NADP// // H2O",C1=CC=C2C=CC=CC2=C1.C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O.O=O.[H+],C1=C[C@@H]2O[C@@H]2c2ccccc21.C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N.O
R06583,5-Hydroxyferulic acid // CoA // ATP,5-Hydroxyferuloyl-CoA // AMP // Diphosphate,COC1=CC(=CC(=C1O)O)/C=C/C(=O)O.CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCS)O.C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,COc1cc(/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2OP(=O)(O)O)cc(O)c1O.C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)N.OP(=O)(O)OP(=O)(O)O
R07918,7-Methylxanthosine // H2O,7-Methylxanthine // D-Ribose,C[n+]1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c2[nH]c(=O)[nH]c(=O)c21.O,Cn1cnc2[nH]c(=O)[nH]c(=O)c21.C([C@@H]1[C@H]([C@H](C(O1)O)O)O)O
R02098,ATP // dUMP,ADP // dUDP,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N.C1[C@@H]([C@H](O[C@H]1N2C=CC(=O)NC2=O)COP(=O)(O)O)O,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O)O)O)N.C1[C@@H]([C@H](O[C@H]1N2C=CC(=O)NC2=O)COP(=O)(O)OP(=O)(O)O)O
R08979,7-Isopropyl-4-methyloxepan-2-one // H2O,"6-Hydroxy-3,7-dimethyloctanoate",CC1CCC(OC(=O)C1)C(C)C.O,CC(C)C(CCC(C)CC(=O)O)O
R10717,"Propane-1,2-diol // NAD//",Hydroxyacetone // NADH // H//,CC(CO)O.C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N,CC(=O)CO.C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O.[H+]
R02158,UDP-glucose // Quercetin,UDP // Isoquercitrin,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O.C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O)O)O.C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O
R01082,(S)-Malate,Fumarate // H2O,C([C@@H](C(=O)O)O)C(=O)O,C(=C/C(=O)O)\C(=O)O.O
R01288,O-Succinyl-L-homoserine // Hydrogen sulfide,L-Homocysteine // Succinate,C(COC(=O)CCC(=O)O)[C@@H](C(=O)O)N.S,C(CS)[C@@H](C(=O)O)N.C(CC(=O)O)C(=O)O
R04789,5-Cholestene // Oxygen // NADPH // H//,"5,6beta-Epoxy-5beta-cholestane // NADP// // H2O",C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CCCC4)C)C.O=O.C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O.[H+],C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C[C@@H]4[C@]5([C@@]3(CCCC5)C)O4)C.C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N.O
R12602,[Protein]-N6-[(R)-dihydrolipoyl]-L-lysine // ROOH,Protein N6-(lipoyl)lysine // H2O // ROH,CC(C)(C)OC(=O)N1C[C@@H]([C@H](C1)C(=O)O)C2=CC=NC=C2.C1=C(C(=O)NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)Cl,B1(OC(C(O1)(C)C)(C)C)C2=C(C=C(C=C2)Cl)Cl.O.*O
R01280,ATP // Hexadecanoic acid // CoA,AMP // Palmitoyl-CoA // Diphosphate,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N.CCCCCCCCCCCCCCCC(=O)O.CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCS)O,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)N.CCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O.OP(=O)(O)OP(=O)(O)O
R00308,"1,3-beta-D-Glucan // H2O","D-Glucose // 1,3-beta-D-Glucan",*O[C@H]1[C@H](O)[C@@H](CO)OC(*)[C@@H]1O.O,C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O.*O[C@H]1[C@H](O)[C@@H](CO)OC(*)[C@@H]1O
