Reaction ID,Prediction
R03429,"2.7.1,0.9999059438705444;2.7.4,4.368340159999207e-05;4.6.1,2.808843055390753e-05;3.1.3,7.124783223844133e-06;2.3.1,5.444474481919315e-06"
R05384,"4.5.1,0.9996609687805176;1.97.1,0.00027538943686522543;2.5.1,2.0765817680512555e-05;2.6.1,1.1858134712383617e-05;5.1.1,8.185488695744425e-06"
R07311,"3.2.1,0.8663681745529175;3.6.1,0.05292621999979019;3.13.1,0.04374638944864273;3.1.4,0.007956141605973244;3.4.17,0.005009128246456385"
R10508,"2.5.1,0.8185566663742065;5.5.1,0.1752387434244156;2.3.1,0.0033479013945907354;4.2.3,0.0009943158365786076;4.2.99,0.000596203317400068"
R00955,"2.3.1,0.758491039276123;5.1.3,0.09601255506277084;2.4.2,0.0883512943983078;2.7.4,0.008960442617535591;1.14.14,0.008491577580571175"
R05372,"3.8.1,0.9565288424491882;3.7.1,0.014006970450282097;1.2.1,0.013123567216098309;4.2.1,0.007661357522010803;1.1.1,0.0032687305938452482"
R09730,"5.3.3,0.5661337971687317;2.5.1,0.42915722727775574;2.7.1,0.0006991998525336385;2.7.8,0.0005514448275789618;1.14.99,0.0005449616000987589"
R11030,"1.14.11,0.9832645058631897;1.14.20,0.006397070363163948;1.14.99,0.0038940836675465107;4.1.1,0.003029778366908431;1.1.99,0.001682658912613988"
R11891,"2.7.4,0.7740063667297363;2.7.1,0.1994696706533432;2.1.1,0.018919585272669792;6.2.1,0.0026521955151110888;2.7.2,0.0017209278885275126"
R10367,"1.14.13,0.9999990463256836;1.14.14,5.728534802074137e-07;1.14.15,2.8867250989605964e-07;1.14.-,7.214686803536097e-08;1.13.12,4.18809484870053e-08"
R00114,"1.4.1,0.9932743310928345;1.1.1,0.004068121314048767;1.8.1,0.0007175718201324344;2.6.1,0.0006695847259834409;1.5.1,0.0002424556005280465"
R02191,"2.3.1,0.999397873878479;3.1.1,0.00031341053545475006;2.6.1,8.816306944936514e-05;6.2.1,5.779923958471045e-05;3.1.2,4.2993033275706694e-05"
R10563,"1.1.1,0.993778645992279;1.2.1,0.005740945227444172;1.3.1,0.00019236313528381288;4.1.2,0.00010337179992347956;2.3.1,8.03887378424406e-05"
R06921,"1.13.-,0.999940037727356;5.3.99,4.444083970156498e-05;4.2.1,7.359511528193252e-06;1.14.14,6.405375643225852e-06;1.14.-,8.684563113092736e-07"
R01358,"3.1.2,0.9889011383056641;2.3.1,0.006725793704390526;3.1.1,0.0029754384886473417;2.3.3,0.0011734651634469628;6.2.1,5.931055420660414e-05"
R13011,"1.1.99,0.6108406186103821;1.14.11,0.37189117074012756;1.4.11,0.01205423753708601;1.1.5,0.0038152658380568027;1.14.20,0.0007355811540037394"
R12472,"2.4.1,0.9746823906898499;2.7.7,0.021362999454140663;3.2.1,0.0008257400477305055;2.3.1,0.0006952215335331857;2.4.-,0.0005709071992896497"
R07511,"2.1.1,0.8913566470146179;5.2.1,0.05947301164269447;4.2.1,0.03730165213346481;2.5.1,0.008220070973038673;4.3.1,0.0013082907535135746"
R07214,"1.14.17,0.9999890327453613;1.13.11,5.668278845405439e-06;1.13.-,1.0011968925027759e-06;1.13.12,7.914297839306528e-07;1.14.11,6.015129656589124e-07"
R09081,"4.1.1,0.9994723200798035;2.7.8,9.658141061663628e-05;2.6.1,8.290246478281915e-05;2.3.1,5.7839937653625384e-05;2.7.11,3.677203130791895e-05"
R09932,"1.1.1,0.9987173080444336;1.2.1,0.0003043367469217628;4.1.2,0.00030220000189729035;1.3.1,0.0001986743154702708;1.-.-,7.845812069717795e-05"
R12041,"2.1.1,0.7109658122062683;1.-.-,0.255545973777771;6.-.-,0.007397641893476248;1.3.99,0.007049278821796179;2.3.2,0.004505991470068693"
R03488,"2.4.1,0.7654889225959778;2.4.99,0.2332604080438614;3.1.3,0.000986375380307436;3.1.4,0.00011761546920752153;3.2.1,5.924610741203651e-05"
R04368,"2.1.1,0.9998453855514526;2.7.1,0.000152734704897739;1.14.19,8.511113946951809e-07;2.7.2,3.254074840697285e-07;2.3.1,1.5442127221376722e-07"
R00470,"4.1.3,0.9999377727508545;4.1.2,4.477084439713508e-05;2.6.1,6.290606506809127e-06;1.1.1,3.829904017038643e-06;4.2.1,2.0091456462978385e-06"
R07398,"3.1.4,0.8628935217857361;3.1.3,0.12491864711046219;2.7.1,0.011044788174331188;2.4.1,0.0009557395824231207;4.6.1,5.595731272478588e-05"
R08644,"2.3.3,0.9919670224189758;4.1.3,0.0038535045459866524;4.2.1,0.002161308890208602;2.3.1,0.0018161172047257423;3.1.2,0.00010933240264421329"
R03186,"1.11.1,0.635554313659668;1.8.5,0.1861005574464798;1.6.5,0.10753461718559265;1.10.3,0.05711115151643753;1.5.5,0.007561197504401207"
R12828,"1.14.13,0.9401459097862244;1.14.14,0.050698570907115936;1.11.1,0.003936104942113161;1.13.12,0.0016368998913094401;1.14.-,0.0008099282276816666"
R05295,"1.13.11,0.999972939491272;1.14.12,1.9255918232374825e-05;1.14.99,5.8392874962009955e-06;4.1.99,1.2517804179879022e-06;1.14.14,1.6610928810223413e-07"
R13314,"5.5.1,0.9999970197677612;4.2.1,8.487324407724373e-07;2.5.1,7.079613055793743e-07;4.5.1,3.831721926417231e-07;4.3.1,3.1523754273621307e-07"
R03685,"3.2.1,0.9999949932098389;3.4.13,2.3002828584139934e-06;3.4.11,1.2139687441958813e-06;3.4.17,5.020282856094127e-07;3.6.3,3.154191290377639e-07"
R12575,"6.2.1,0.9998716115951538;2.7.2,5.368304482544772e-05;2.7.1,4.16027323808521e-05;2.8.3,2.1010297132306732e-05;2.1.1,4.4920707296114415e-06"
R03832,"2.1.1,1.0;1.14.21,5.6474935838934925e-09;6.3.2,3.1335387062902953e-10;1.3.98,6.965182597351571e-11;2.5.1,3.3126557053009265e-11"
R10666,"4.2.1,0.9673358798027039;5.4.4,0.032079052180051804;4.1.3,0.00021075467520859092;4.2.3,0.0001231547212228179;3.3.2,6.769063475076109e-05"
R13052,"3.2.1,0.9998328685760498;2.4.1,8.994809468276799e-05;3.1.1,4.193451604805887e-05;2.3.1,2.3010872610029764e-05;3.4.13,4.240538146405015e-06"
R02536,"1.2.1,0.9989196062088013;1.1.1,0.0006746909930370748;1.8.1,0.00010842816845979542;1.2.99,9.635361493565142e-05;1.5.1,6.341820699162781e-05"
R11206,"2.8.3,0.8720385432243347;2.3.1,0.11803018301725388;5.3.3,0.003064724151045084;1.3.1,0.002874157391488552;4.2.1,0.0013169565936550498"
R12910,"1.14.13,0.9979459643363953;1.14.14,0.0008122347062453628;2.3.1,0.00026097716181539;1.14.-,0.00025725740124471486;1.13.12,0.0001875715097412467"
R03176,"1.1.1,0.9988633394241333;1.1.-,0.0006445269100368023;5.3.3,0.00010698980622692034;1.1.5,8.729139517527074e-05;1.3.1,6.261417729547247e-05"
R07905,"2.1.1,0.9976053237915039;2.7.4,0.0006048646755516529;2.7.8,0.0005654499982483685;2.4.1,0.0005597854615189135;2.3.1,0.00013274556840769947"
R02789,"2.4.1,0.9999984502792358;2.7.7,1.1099616585852345e-06;2.4.2,1.226505332851957e-07;2.7.1,9.238638654096576e-08;3.2.1,5.788807300177723e-08"
R00652,"2.6.1,0.9999656677246094;4.1.3,3.4151951695093885e-05;4.1.1,2.5595099373276753e-07;4.3.2,1.3189199954410924e-08;4.1.2,7.80486875129327e-09"
R13288,"4.1.2,0.7858802676200867;1.1.1,0.07984399050474167;4.2.1,0.0510716512799263;1.2.3,0.025327224284410477;3.1.1,0.013300593942403793"
R10446,"1.14.11,0.9989237189292908;1.4.11,0.0007559087825939059;1.14.20,0.0002921701525337994;2.6.1,1.6597743524471298e-05;3.4.-,5.180565949558513e-06"
R00439,"2.7.7,0.8899877667427063;2.7.1,0.04223216697573662;2.1.1,0.014756402000784874;2.7.4,0.014094287529587746;3.6.1,0.006532171741127968"
R11281,"3.1.3,0.9768998622894287;3.6.1,0.020826421678066254;2.7.1,0.0010068031260743737;3.1.4,0.0005133001832291484;4.2.3,0.00028724074945785105"
R07500,"2.5.1,0.9961445331573486;4.1.1,0.00370695604942739;5.3.3,4.133475886192173e-05;2.2.1,1.767349021974951e-05;4.2.1,1.620218245079741e-05"
R10404,"2.1.1,0.9999998807907104;2.3.1,7.617371977630683e-08;2.5.1,2.727582426587105e-08;6.3.2,8.203898893555106e-09;2.6.1,5.243179668212861e-09"
R12289,"2.3.1,0.9950093030929565;3.1.2,0.004663994535803795;3.1.1,0.0003252214810345322;1.1.1,3.614308923260978e-07;6.2.1,2.2415446210288792e-07"
R11354,"1.10.3,0.5568283796310425;1.14.99,0.22025708854198456;1.14.18,0.05110916495323181;1.4.3,0.038316760212183;3.5.4,0.03247125819325447"
R03369,"1.14.13,0.9679324626922607;1.14.14,0.028918158262968063;1.14.-,0.001333526917733252;1.14.15,0.0007496097241528332;1.-.-,0.0003911540552508086"
R02447,"2.3.1,0.9999767541885376;4.1.1,1.2604323273990303e-05;6.2.1,3.7489271562662907e-06;3.1.2,2.383863147770171e-06;1.2.7,1.5432973441420472e-06"
R10231,"3.5.4,0.9997425675392151;3.5.99,0.00010668857430573553;3.3.1,2.567722367530223e-05;3.4.17,2.2250964320846833e-05;1.11.1,1.3485085219144821e-05"
R07753,"2.4.1,0.9908129572868347;3.2.1,0.005217827390879393;2.7.7,0.002132504479959607;2.4.2,0.0010586741846054792;5.1.3,0.00026028818683698773"
R00457,"2.6.1,0.999987006187439;1.4.3,7.561853180959588e-06;1.4.1,4.1784660425037146e-06;4.1.1,4.2768189700836956e-07;1.4.11,1.3554932820625254e-07"
R01762,"3.2.1,0.9700222611427307;5.4.99,0.012325023300945759;3.7.1,0.008014686405658722;3.2.2,0.002564437687397003;3.5.1,0.0015633387956768274"
R09757,"2.4.1,0.9990885257720947;2.3.1,0.0008377543417736888;2.7.7,6.788784230593592e-05;2.7.1,2.2039967007003725e-06;3.1.1,1.0688499969546683e-06"
R00474,"2.2.1,0.7662431001663208;4.1.1,0.20920489728450775;4.1.3,0.023452291265130043;4.1.2,0.0003360936534591019;1.1.1,0.00032770028337836266"
R11837,"4.2.3,0.9996240139007568;4.2.1,0.00037321794661693275;1.14.13,8.684360750521591e-07;4.3.2,8.194616611945094e-07;4.1.99,3.158239678668906e-07"
R04835,"1.1.1,0.9895690083503723;1.3.1,0.009866571053862572;2.3.1,0.00022475546575151384;1.-.-,7.214393554022536e-05;1.14.13,6.649058195762336e-05"
R03045,"4.2.1,0.9994673132896423;5.4.4,0.00020723725901916623;3.1.7,5.242237602942623e-05;4.3.1,5.1754203013842925e-05;1.-.-,1.9781988157774322e-05"
R11846,"4.2.3,0.9999580383300781;5.5.1,4.0296439692610875e-05;4.3.2,1.2762424148604623e-06;1.14.13,2.2437050972712314e-07;4.3.1,7.234896060026585e-08"
R09610,"4.2.3,0.9998044371604919;5.5.1,0.00019038493337575346;4.3.2,4.18139779867488e-06;1.3.-,6.932301062079205e-07;3.1.7,1.2106652036436572e-07"
R10463,"2.3.1,0.9905527830123901;2.7.7,0.005275491159409285;3.1.1,0.0010696535464376211;4.2.1,0.0009393057553097606;6.3.4,0.0004851103003602475"
R10343,"2.8.3,0.980668306350708;2.3.1,0.01747800223529339;3.1.1,0.001270450302399695;3.1.2,0.00018510743393562734;3.5.1,6.495452544186264e-05"
R13419,"3.1.1,0.9996138215065002;2.3.1,0.00022191659081727266;3.1.2,5.7343564549228176e-05;3.4.19,5.008849984733388e-05;3.7.1,2.7329742806614377e-05"
R03482,"3.1.1,0.8450681567192078;3.5.1,0.07362522184848785;2.3.1,0.04297790303826332;2.7.1,0.01619154028594494;2.4.1,0.01312695350497961"
R04273,"2.3.1,0.13771112263202667;2.7.4,0.1075223833322525;2.4.1,0.0703362226486206;5.1.3,0.06864072382450104;2.7.8,0.04989016056060791"
R09800,"4.2.1,0.9991764426231384;3.4.11,0.0001531778834760189;1.14.18,0.00012303142284508795;3.5.1,0.00010844932694453746;1.14.14,0.00010517615737626329"
R11127,"2.7.1,0.49644947052001953;2.4.1,0.3608592748641968;2.4.2,0.12387019395828247;3.1.3,0.01231901440769434;2.7.3,0.005295000970363617"
R08303,"1.14.13,0.8641735911369324;1.14.14,0.1301906704902649;1.14.12,0.00318889576010406;1.14.-,0.0005592983216047287;1.11.1,0.00028358487179502845"
R09601,"1.13.11,0.7722544074058533;1.14.99,0.20928554236888885;1.14.14,0.004345130641013384;1.9.3,0.0024949153885245323;2.7.4,0.0024361703544855118"
R04260,"5.3.3,0.9989944100379944;3.1.1,0.0002817321219481528;5.5.1,0.0002041519619524479;5.3.2,0.00015722068201284856;2.4.1,0.0001327857025898993"
R02248,"3.6.1,0.5895450115203857;3.1.3,0.3989521265029907;3.1.4,0.008436747826635838;3.2.1,0.00040974761941470206;3.6.2,0.0003832305665127933"
R07619,"2.5.1,0.9981912970542908;1.14.14,0.0015591392293572426;1.14.13,0.0001183002968900837;1.8.99,7.998615910764784e-05;2.1.1,1.5684496247558855e-05"
R12578,"4.4.1,0.33780109882354736;3.13.1,0.297850102186203;4.2.1,0.12740828096866608;3.1.2,0.06178950145840645;3.3.2,0.0311856959015131"
R01490,"1.2.1,0.9669333696365356;1.1.1,0.027098847553133965;1.2.3,0.002307744463905692;2.7.2,0.001616359339095652;2.7.1,0.0011607533087953925"
R04127,"2.4.1,0.999995231628418;2.4.2,3.1732197385281324e-06;2.7.7,5.903752935410012e-07;3.1.1,4.41542397311423e-07;3.2.1,2.548828490489541e-07"
R10928,"2.3.1,0.42573514580726624;3.1.1,0.380052775144577;2.1.1,0.15627232193946838;1.1.1,0.012924221344292164;2.5.1,0.012680646032094955"
R07804,"1.3.1,0.997916042804718;1.14.-,0.0010646071750670671;1.14.12,0.0007664385484531522;1.3.99,4.533228639047593e-05;1.-.-,4.207387246424332e-05"
R00984,"2.1.1,0.9999998807907104;2.3.1,1.2254092496277735e-07;4.3.3,1.9792535610463347e-08;4.2.1,1.063990673344506e-08;2.5.1,8.42161185232726e-09"
R01462,"3.1.1,0.9999939203262329;2.3.1,4.4902685658598784e-06;3.1.-,5.768063147115754e-07;3.5.1,2.7515463330018974e-07;3.-.-,1.961339677336582e-07"
R07273,"2.5.1,0.9999845027923584;5.3.3,3.4743341075227363e-06;5.3.99,3.3559242638148135e-06;1.14.15,3.276193638157565e-06;1.14.13,1.5763123428769177e-06"
R02429,"4.2.1,0.5231315493583679;3.7.1,0.44215062260627747;4.1.3,0.01410750113427639;3.5.1,0.004267181735485792;1.1.99,0.003063967451453209"
R06719,"2.1.1,0.9999998807907104;2.3.1,1.0954441620469879e-07;2.5.1,3.317662233826013e-08;4.4.1,4.797126695876841e-09;6.3.2,9.948529777759063e-10"
R04550,"2.3.2,0.6356154084205627;2.3.1,0.32351186871528625;6.2.1,0.030709804967045784;5.1.3,0.003651123493909836;2.7.13,0.0010468692053109407"
R01853,"1.4.3,0.9952729344367981;3.5.4,0.0032021519728004932;1.11.1,0.0004968075081706047;1.4.9,0.00028509183903224766;1.14.18,0.0001183033236884512"
R06158,"3.2.1,0.9999959468841553;1.1.3,1.1966327519985498e-06;3.1.3,9.005959213936876e-07;2.4.1,5.484915277520486e-07;1.14.-,3.4701170648077095e-07"
R02969,"1.1.1,0.9933939576148987;1.8.1,0.0014155301032587886;1.6.5,0.0013167411088943481;1.6.99,0.0006592586287297308;1.3.1,0.00036261125933378935"
R05265,"1.14.-,0.8962814211845398;1.14.13,0.06503765285015106;3.1.-,0.015574315562844276;1.14.15,0.00637785205617547;1.14.99,0.006211705971509218"
R02537,"1.2.1,0.9989196062088013;1.1.1,0.0006746909930370748;1.8.1,0.00010842816845979542;1.2.99,9.635361493565142e-05;1.5.1,6.341820699162781e-05"
R12220,"5.1.3,0.6908509135246277;2.7.8,0.2455112636089325;2.7.1,0.014456742443144321;2.7.7,0.012211542576551437;3.2.1,0.00925710704177618"
R06485,"2.4.1,0.999972939491272;2.3.1,1.071729730028892e-05;2.7.7,8.570477803004906e-06;2.4.2,6.247184046515031e-06;3.2.1,4.4114406705375586e-07"
R01942,"2.1.1,1.0;2.3.1,1.3611464733109813e-10;1.-.-,9.87886647485503e-11;6.3.2,2.7481116340877243e-11;2.6.1,2.3152710217771988e-12"
R12982,"2.3.1,0.4245779812335968;2.8.3,0.3807649314403534;2.7.4,0.03591957315802574;3.2.1,0.02145385555922985;2.4.1,0.016591733321547508"
R06906,"4.2.1,0.9493020176887512;3.7.1,0.02530031092464924;1.3.99,0.00973661057651043;1.1.-,0.007661248557269573;3.1.7,0.0008826229604892433"
R12816,"4.2.1,0.8262121677398682;1.-.-,0.14822989702224731;1.1.1,0.012008745223283768;2.3.1,0.00410253182053566;5.3.3,0.0022349911741912365"
R10145,"1.14.11,0.9998143315315247;1.14.13,0.00011258036101935431;1.14.20,6.344729627016932e-05;1.13.12,5.135715127835283e-06;3.4.-,2.8372610358928796e-06"
R06793,"4.2.1,0.9999793767929077;3.2.1,8.750304914428852e-06;3.5.1,5.031509317632299e-06;3.1.1,3.486597506707767e-06;2.3.1,9.891844001685968e-07"
R12096,"3.1.6,0.7118825316429138;1.13.11,0.23462390899658203;2.5.1,0.0252788458019495;2.8.5,0.008791573345661163;1.8.5,0.007753055542707443"
R12112,"1.3.1,0.9996623992919922;1.6.2,0.0001037142428685911;1.1.1,9.551060065859929e-05;1.6.5,4.1033494198927656e-05;1.3.99,2.5749535780050792e-05"
R10629,"3.2.2,0.9949125051498413;2.4.99,0.002926105633378029;2.4.2,0.0020157299004495144;3.5.1,9.016040712594986e-05;3.5.4,8.046759830904193e-06"
R04870,"3.5.1,0.9998459815979004;6.3.1,0.00014506731531582773;6.3.2,2.028973995038541e-06;1.13.12,1.2121129202569136e-06;3.4.11,1.207591139973374e-06"
R02257,"1.1.1,0.8513119220733643;1.3.1,0.12676341831684113;1.2.1,0.01771366409957409;2.3.1,0.00352220656350255;4.1.2,0.00032756407745182514"
R01009,"2.7.7,0.9931706190109253;2.4.1,0.006494069471955299;2.7.1,0.0001805877109291032;3.1.4,7.476702012354508e-05;6.2.1,3.87429645343218e-05"
R07997,"1.14.11,0.9920921921730042;1.14.20,0.007414061576128006;1.4.11,0.00020527219749055803;1.1.5,5.807055640616454e-05;4.1.1,5.191519812797196e-05"
R01123,"5.3.3,0.9861335158348083;2.5.1,0.013268725015223026;5.3.2,0.0001876119786174968;1.17.1,0.00016573302855249494;1.17.7,0.00012445985339581966"
R07840,"5.5.1,0.9942886829376221;5.4.99,0.003512011142447591;5.3.3,0.0006613234290853143;4.3.2,0.0006003705784678459;4.2.1,0.0003034339752048254"
R10916,"1.1.1,0.9999595880508423;1.14.13,2.9614246159326285e-05;1.-.-,4.133320999244461e-06;1.2.1,1.80934443960723e-06;1.1.5,1.1992191275567166e-06"
R01019,"1.2.99,0.8770728707313538;4.2.1,0.07681243121623993;3.1.2,0.013590939342975616;1.2.1,0.008306136354804039;1.2.3,0.00787956453859806"
R12728,"6.2.1,0.929463803768158;2.7.1,0.0506976842880249;2.3.1,0.013919822871685028;2.7.4,0.0018395566148683429;2.7.2,0.0006068869261071086"
R08295,"3.4.11,0.95967036485672;2.3.2,0.022963691502809525;3.4.21,0.008370904251933098;3.4.19,0.004714973736554384;3.4.22,0.0022200262174010277"
R12057,"6.2.1,0.47488832473754883;1.13.11,0.319889098405838;1.14.12,0.08776737749576569;1.3.1,0.04872739687561989;1.14.14,0.019907640293240547"
R03613,"6.3.1,0.998675525188446;3.5.1,0.0005467581795528531;2.7.2,0.0002783272648230195;2.7.1,0.0002166279882658273;2.1.1,0.00014577250112779438"
R10068,"1.3.1,0.8977906107902527;1.3.-,0.05097280070185661;4.99.1,0.02145553007721901;6.6.1,0.011459100060164928;1.14.13,0.007063942961394787"
R12079,"2.3.2,0.9894347786903381;2.5.1,0.006791412830352783;3.5.1,0.001929658348672092;4.3.1,0.0007532000890932977;1.14.-,0.00031638724613003433"
R02484,"2.4.2,0.9999985694885254;4.1.3,4.2894575358332077e-07;2.4.1,4.148308505591558e-07;3.2.2,3.996041471054923e-07;2.3.1,9.345401963400946e-08"
R00213,"4.3.1,0.9608436226844788;4.4.1,0.03551609069108963;1.4.1,0.0020203320309519768;1.4.99,0.0004644468426704407;4.1.99,0.00032478454522788525"
R03753,"1.1.1,0.9998718500137329;1.3.1,0.00011642956087598577;1.14.13,6.5454692048660945e-06;1.-.-,2.0118700376769993e-06;1.18.1,7.252547220559791e-07"
R06801,"2.3.1,1.0;6.2.1,1.0590121668485608e-08;3.1.1,8.012359664633095e-09;3.1.2,4.0320959904249776e-09;1.2.1,4.3545389516452815e-10"
R07379,"3.1.1,0.9973700046539307;2.3.1,0.0017474122578278184;3.-.-,0.0005902009434066713;3.1.2,0.00028491002740338445;3.1.-,2.54127098742174e-06"
R03948,"2.1.1,1.0;2.3.1,5.929841617735576e-10;3.13.1,5.248140255709188e-10;4.4.1,4.941412279357849e-10;1.3.98,3.744922150161756e-10"
R07478,"2.5.1,0.9316893815994263;1.14.13,0.021863309666514397;3.5.1,0.01352087501436472;1.14.14,0.007356505375355482;1.5.1,0.006730113178491592"
R03805,"2.1.1,1.0;2.4.2,2.2444390790354873e-09;3.2.2,4.5299650142105463e-10;6.3.2,1.0484055290582717e-10;3.13.1,6.744155234272853e-11"
R03392,"1.17.1,0.9829151630401611;1.1.1,0.007003603968769312;4.2.1,0.004012747667729855;1.2.1,0.002776957582682371;1.6.5,0.0006472528330050409"
R02563,"2.7.8,0.9623085260391235;3.1.3,0.033796362578868866;3.1.4,0.002437411807477474;2.7.99,0.0005695298896171153;3.6.1,0.00032053340692073107"
R12336,"2.1.1,1.0;2.3.1,2.056991732501956e-08;6.3.2,2.7562008231285517e-11;1.-.-,2.6086775101186177e-11;2.5.1,2.5383951884894174e-11"
R01378,"5.3.3,0.9814441204071045;5.3.2,0.01563962548971176;1.14.13,0.001074585015885532;1.13.11,0.0008168453932739794;2.5.1,0.00011867151624755934"
R13331,"1.14.14,0.9996494054794312;3.5.4,0.00018436230311635882;2.5.1,5.454741040011868e-05;5.1.1,2.5765340978978202e-05;4.3.1,1.831694316933863e-05"
R10768,"6.1.2,0.8200341463088989;2.1.3,0.15629729628562927;6.3.5,0.012870654463768005;6.4.1,0.0025912467390298843;3.6.1,0.0017986977472901344"
R11440,"3.1.3,0.9916524291038513;3.6.1,0.006694426294416189;2.7.1,0.0010354977566748857;4.2.3,0.0003529523382894695;3.1.4,0.00020823869272135198"
R10694,"1.14.13,0.9999996423721313;1.14.14,3.2088925649986777e-07;1.14.15,4.134097153496441e-08;1.6.5,3.326177022699994e-08;1.14.-,2.6703654398829713e-08"
R06178,"2.4.1,0.7529261708259583;2.7.7,0.09382321685552597;6.2.1,0.026269422844052315;5.1.99,0.023453041911125183;2.7.4,0.02086726203560829"
R11595,"2.1.1,1.0;2.3.1,1.572314545228437e-08;2.5.1,6.1939990914083864e-09;4.2.1,1.5059392621807888e-10;1.3.98,9.112580134917891e-11"
R04363,"2.3.1,0.9999896287918091;2.5.1,5.867816071258858e-06;1.3.1,2.769088951026788e-06;3.1.1,1.357438122795429e-06;3.1.2,1.9124595951325318e-07"
R04405,"2.1.1,0.9999836683273315;2.5.1,1.5463701856788248e-05;5.1.3,3.4102475865438464e-07;3.3.1,3.1881967288427404e-07;1.8.3,3.667392789452606e-08"
R12997,"1.1.1,0.9919846653938293;2.3.1,0.0032537539955228567;1.3.1,0.0025840250309556723;2.7.1,0.0010802558390423656;1.2.1,0.0003664851828943938"
R13007,"5.3.3,0.288259357213974;5.1.99,0.18040065467357635;2.5.1,0.14385530352592468;2.6.1,0.11094559729099274;2.3.1,0.08735818415880203"
R12405,"1.1.1,0.9996808767318726;1.14.-,0.0001873561559477821;1.3.1,6.956277502467856e-05;1.14.13,2.6929890736937523e-05;1.-.-,9.268183930544183e-06"
R05808,"2.1.1,0.9999842643737793;2.3.1,1.0160381862078793e-05;4.2.1,3.848539563477971e-06;2.5.1,1.4481215657724533e-06;4.4.1,2.4357780148420716e-07"
R10134,"3.1.1,0.9436991810798645;2.3.1,0.05042332038283348;3.2.1,0.005238544661551714;2.4.1,0.00031998264603316784;3.5.1,0.00012020218127872795"
R08634,"4.2.1,0.5505104660987854;5.4.4,0.43912920355796814;1.1.1,0.009576747193932533;1.-.-,0.0002929939655587077;4.1.3,9.944727207766846e-05"
R11260,"2.4.1,0.9998074173927307;3.2.1,0.0001295806432608515;5.4.99,4.202721538604237e-05;2.4.2,1.4461039427260403e-05;2.3.1,2.424873173367814e-06"
R03084,"4.2.1,0.9948816299438477;4.2.3,0.00476568378508091;3.1.7,0.00010994767944794148;5.4.4,9.743853297550231e-05;1.1.1,5.3711613873019814e-05"
R10757,"2.5.1,0.6841127872467041;4.1.1,0.3145033121109009;2.2.1,0.0003128916723653674;4.2.99,0.00026855876785703003;5.3.3,0.0002620978048071265"
R06802,"2.3.1,0.9864967465400696;2.4.2,0.01233240868896246;1.1.1,0.000559998385142535;5.4.1,0.0001232008944498375;5.1.3,0.00011802135122707114"
R03157,"6.2.1,0.9625437259674072;3.1.2,0.0290118008852005;2.7.3,0.005185808055102825;2.3.1,0.0018949542427435517;6.3.2,0.0008210737141780555"
R05599,"4.2.1,0.9998995065689087;1.-.-,3.3481894206488505e-05;3.7.1,1.1733674000424799e-05;5.4.4,1.1671732863760553e-05;3.2.1,6.740717253705952e-06"
R11927,"1.3.1,0.9998564720153809;2.7.1,4.558185537462123e-05;1.1.1,3.0553335818694904e-05;1.14.12,2.767454498098232e-05;1.18.1,1.3925166967965197e-05"
R09492,"1.10.3,0.9871680736541748;1.14.18,0.006216924171894789;1.9.3,0.0038037162739783525;1.13.12,0.0004202906275168061;1.6.99,0.0003805552260018885"
R00001,"3.2.1,0.8814548254013062;3.4.11,0.029092684388160706;3.1.4,0.019690632820129395;3.1.1,0.011712108738720417;3.4.13,0.010398116894066334"
R10833,"2.4.1,0.987842321395874;2.4.2,0.01168449129909277;2.3.1,0.00042145943734794855;2.7.7,3.572108835214749e-05;3.1.1,7.121660473785596e-06"
R06267,"1.14.13,0.6694976091384888;1.3.1,0.27420318126678467;6.6.1,0.024780945852398872;1.3.-,0.0082454988732934;3.1.7,0.006213804241269827"
R10110,"1.13.11,0.9999817609786987;2.3.1,8.434147275693249e-06;1.14.12,2.283407866343623e-06;1.14.-,1.8591524622024735e-06;4.1.1,1.4038758990864153e-06"
R06903,"4.1.99,0.8079825639724731;2.3.1,0.1514546126127243;4.3.1,0.0136581314727664;4.2.1,0.009966125711798668;4.1.3,0.005638790316879749"
R04985,"4.1.1,0.9998204112052917;2.5.1,0.00012940178567077965;1.14.13,2.2837461074232124e-05;1.14.-,6.302598194452003e-06;1.1.1,5.251263246464077e-06"
R03111,"2.1.1,1.0;2.3.1,5.331524022267331e-08;4.3.3,1.649582692664353e-08;1.3.98,1.6358155718876333e-08;4.2.1,1.0320816201669913e-08"
R00679,"1.13.12,0.8807346224784851;1.11.1,0.11345135420560837;3.4.17,0.0015463726595044136;3.5.1,0.00093230907805264;3.4.11,0.0009233306627720594"
R02328,"2.7.4,0.7740063667297363;2.7.1,0.1994696706533432;2.1.1,0.018919585272669792;6.2.1,0.0026521955151110888;2.7.2,0.0017209278885275126"
R10867,"3.2.1,0.9998250603675842;3.7.1,0.00012952227552887052;2.4.1,3.4377440897515044e-05;4.2.1,2.5301517325715395e-06;5.3.1,2.2396372969524236e-06"
R02398,"4.1.1,0.9944853186607361;1.1.1,0.004557755775749683;2.3.1,0.0003860666765831411;1.1.5,0.0001706645853118971;2.7.8,9.980795584851876e-05"
R11208,"3.5.1,0.9977195858955383;4.2.1,0.000803455535788089;2.3.2,0.0006278337677940726;3.4.19,0.00017159886192530394;1.13.12,0.00016374672122765332"
