reaction_id,SIMMER_SIMMER pred,merged_output_SIMMER_SIMMER pred,merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_merged_output_theia_Prediction,merged_output_merged_output_merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_CLAIRE_predictions,merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_theia_Prediction,merged_output_merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_CLAIRE_predictions,merged_output_merged_output_merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_merged_output_ec,merged_output_merged_output_theia_Prediction,merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_CLAIRE_predictions,merged_output_merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_ec,merged_output_theia_Prediction,merged_output_SelenzymeRF_All ECs,merged_output_BEC-Pred_Prediction,merged_output_CLAIRE_predictions,merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_Scaffold_ground_truth_true_EC,merged_output_ec,theia_Prediction,SelenzymeRF_All ECs,BEC-Pred_Prediction,CLAIRE_predictions,Scaffold_ground_truth_REACTION_ID,Scaffold_ground_truth_true_EC,ec
20402,,,,,,,,,3.5.1,,,3.5.2.6,3.5.1,,,3.5.2.6,3.5.1,,,3.5.2.6,"3.5.1,0.9078946709632874;3.5.5,0.02366473339498043;3.5.2,0.006845975760370493;1.13.12,0.0047758943401277065;3.5.4,0.004623870365321636",3.5.2.6,3.5.1,3.5.2;3.5.1;3.11.1;3.4.11,,,3.5.2.6,3.5.1;3.5.5;3.5.2;1.13.12;3.5.4,3.5.2.6,3.5.1,3.5.2;3.5.1;3.11.1;3.4.11,,,3.5.2.6,3.5.1;3.5.5;3.5.2;1.13.12;3.5.4,3.5.2.6,3.5.1,3.5.1;3.5.5;3.5.2;3.10.1,,,3.5.2.6,3.5.1;3.5.5;3.5.2;1.13.12;3.5.4,3.5.2.6,3.5.99,3.5.1;3.5.5;3.5.2;3.10.1,,,3.5.2.6,3.5.1;3.5.5;3.5.2;1.13.12;3.5.4,3.5.2.6,3.5.99,3.5.1;3.5.5;3.5.2;3.10.1,,,3.5.2.6
13482,6.1.1,6.1.1,6.1.1,6.1.1,6.1.1,6.1.1,6.1.1,,6.3.2,,,6.1.1.10,6.3.2,,,6.1.1.10,6.3.2,,,6.1.1.10,"6.1.1,0.8689051270484924;3.6.1,0.06427108496427536;6.2.1,0.018811911344528198;2.7.7,0.008294163271784782;6.3.2,0.007280868012458086",6.1.1.10,6.3.2,6.3.1;2.6.99;4.3.2;2.1.3,,,6.1.1.10,6.1.1;3.6.1;6.2.1;2.7.7;6.3.2,6.1.1.10,6.3.2,6.3.1;2.6.99;4.3.2;2.1.3,,,6.1.1.10,6.1.1;3.6.1;6.2.1;2.7.7;6.3.2,6.1.1.10,6.3.2,6.2.1;6.3.2;6.1.1;4.3.3,,,6.1.1.10,6.1.1;3.6.1;6.2.1;2.7.7;6.3.2,6.1.1.10,6.3.2,6.2.1;6.3.2;6.1.1;4.3.3,,,6.1.1.10,6.1.1;3.6.1;6.2.1;2.7.7;6.3.2,6.1.1.10,6.3.2,6.2.1;6.3.2;6.1.1;4.3.3,,,6.1.1.10
82860,1.14.13;1.1.1,1.14.13;1.1.1,1.14.13;1.1.1,1.14.13;1.1.1,1.14.13;1.1.1,1.14.13;1.1.1,1.14.13;1.1.1,,1.14.13,,,1.14.13.253,1.14.13,,,1.14.13.253,1.14.13,,,1.14.13.253,"1.14.13,0.7256467342376709;1.6.3,0.12677058577537537;1.14.19,0.06304831802845001;1.2.1,0.021543508395552635;1.17.1,0.018082009628415108",1.14.13.26;1.14.13.223;1.14.13.246;1.14.13.87;1.14.12.-|1.14.12.10;1.14.18.9;1.14.13.113;1.14.13.25;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.6.3.5;1.14.13.225;1.6.5.2,1.14.13,1.14.19;1.14.18;1.14.13;1.14.99,,,1.14.13.253,1.14.13;1.6.3;1.14.19;1.2.1;1.17.1,1.14.13.26;1.14.13.223;1.14.13.246;1.14.13.87;1.14.12.-|1.14.12.10;1.14.18.9;1.14.13.113;1.14.13.25;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.6.3.5;1.14.13.225;1.6.5.2,1.14.13,1.14.19;1.14.18;1.14.13;1.14.99,,,1.14.13.253,1.14.13;1.6.3;1.14.19;1.2.1;1.17.1,1.14.13.26;1.14.13.223;1.14.13.246;1.14.13.87;1.14.12.-|1.14.12.10;1.14.18.9;1.14.13.113;1.14.13.25;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.6.3.5;1.14.13.225;1.6.5.2,1.14.13,1.14.99;1.13.11;1.14.13;1.14.14,,,1.14.13.253,1.14.13;1.6.3;1.14.19;1.2.1;1.17.1,1.14.13.26;1.14.13.223;1.14.13.246;1.14.13.87;1.14.12.-|1.14.12.10;1.14.18.9;1.14.13.113;1.14.13.25;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.6.3.5;1.14.13.225;1.6.5.2,1.14.13,1.14.99;1.13.11;1.14.13;1.14.14,,,1.14.13.253,1.14.13;1.6.3;1.14.19;1.2.1;1.17.1,1.14.13.26;1.14.13.223;1.14.13.246;1.14.13.87;1.14.12.-|1.14.12.10;1.14.18.9;1.14.13.113;1.14.13.25;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.6.3.5;1.14.13.225;1.6.5.2,1.14.13,1.14.99;1.13.11;1.14.13;1.14.14,,,1.14.13.253
54657,,,,,,,,,5.4.99,,,5.4.4.8,5.4.99,,,5.4.4.8,5.4.99,,,5.4.4.8,"4.2.3,0.5165895223617554;5.4.99,0.14069737493991852;5.3.3,0.09426838159561157;5.5.1,0.06036364659667015;4.2.1,0.05326557531952858",4.2.3|4.2.3.26;4.2.3.-|4.2.3.25|4.2.3.48;1.1.1.71;4.2.1.127;4.2.3.49;1.1.1.1|1.1.1.347;1.1.1.183|1.1.1.195|1.1.1.324,5.4.99,4.1.99;5.5.1;2.1.2;4.1.2,,,5.4.4.8,4.2.3;5.4.99;5.3.3;5.5.1;4.2.1,4.2.3|4.2.3.26;4.2.3.-|4.2.3.25|4.2.3.48;1.1.1.71;4.2.1.127;4.2.3.49;1.1.1.1|1.1.1.347;1.1.1.183|1.1.1.195|1.1.1.324,5.4.99,4.1.99;5.5.1;2.1.2;4.1.2,,,5.4.4.8,4.2.3;5.4.99;5.3.3;5.5.1;4.2.1,4.2.3|4.2.3.26;4.2.3.-|4.2.3.25|4.2.3.48;1.1.1.71;4.2.1.127;4.2.3.49;1.1.1.1|1.1.1.347;1.1.1.183|1.1.1.195|1.1.1.324,5.4.99,4.1.2;4.2.1;4.1.99;1.13.11,,,5.4.4.8,4.2.3;5.4.99;5.3.3;5.5.1;4.2.1,4.2.3|4.2.3.26;4.2.3.-|4.2.3.25|4.2.3.48;1.1.1.71;4.2.1.127;4.2.3.49;1.1.1.1|1.1.1.347;1.1.1.183|1.1.1.195|1.1.1.324,5.2.1,4.1.2;4.2.1;4.1.99;1.13.11,,,5.4.4.8,4.2.3;5.4.99;5.3.3;5.5.1;4.2.1,4.2.3|4.2.3.26;4.2.3.-|4.2.3.25|4.2.3.48;1.1.1.71;4.2.1.127;4.2.3.49;1.1.1.1|1.1.1.347;1.1.1.183|1.1.1.195|1.1.1.324,5.2.1,4.1.2;4.2.1;4.1.99;1.13.11,,,5.4.4.8
78780,2.1.4,2.1.4,2.1.4,2.1.4,2.1.4,2.1.4,2.1.4,,3.5.1,,,3.5.3.27,3.5.1,,,3.5.3.27,3.5.1,,,3.5.3.27,"3.5.1,0.9370230436325073;3.5.3,0.030204840004444122;2.1.4,0.012012260034680367;3.5.4,0.003906508442014456;4.3.2,0.0022910893894732",3.5.1.20;3.5.1.6;2.1.4.3;3.5.1.53;2.1.3.3|6.3.4.16,3.5.1,1.4.3;3.5.5;1.2.99;1.2.3,,,3.5.3.27,3.5.1;3.5.3;2.1.4;3.5.4;4.3.2,3.5.1.20;3.5.1.6;2.1.4.3;3.5.1.53;2.1.3.3|6.3.4.16,3.5.1,1.4.3;3.5.5;1.2.99;1.2.3,,,3.5.3.27,3.5.1;3.5.3;2.1.4;3.5.4;4.3.2,3.5.1.20;3.5.1.6;2.1.4.3;3.5.1.53;2.1.3.3|6.3.4.16,3.5.1,3.5.5;3.5.1;3.5.99;3.13.1,,,3.5.3.27,3.5.1;3.5.3;2.1.4;3.5.4;4.3.2,3.5.1.20;3.5.1.6;2.1.4.3;3.5.1.53;2.1.3.3|6.3.4.16,3.5.1,3.5.5;3.5.1;3.5.99;3.13.1,,,3.5.3.27,3.5.1;3.5.3;2.1.4;3.5.4;4.3.2,3.5.1.20;3.5.1.6;2.1.4.3;3.5.1.53;2.1.3.3|6.3.4.16,3.5.1,3.5.5;3.5.1;3.5.99;3.13.1,,,3.5.3.27
22457,2.3.1;2.6.1,2.3.1;2.6.1,2.3.1;2.6.1,2.3.1;2.6.1,2.3.1;2.6.1,2.3.1;2.6.1,2.3.1;2.6.1,,3.5.1,,,3.5.3.3,3.5.1,,,3.5.3.3,3.5.1,,,3.5.3.3,"3.5.3,0.32575100660324097;3.5.1,0.17264607548713684;2.1.1,0.11419645696878433;1.5.3,0.1075572595000267;1.14.13,0.05646324157714844",3.5.1.59;3.5.3.1|3.5.3.7;3.5.3.7;3.5.3.22;6.3.4.6;3.5.3.6,3.5.1,3.5.3;3.4.11;3.4.13;4.3.2,,,3.5.3.3,3.5.3;3.5.1;2.1.1;1.5.3;1.14.13,3.5.1.59;3.5.3.1|3.5.3.7;3.5.3.7;3.5.3.22;6.3.4.6;3.5.3.6,3.5.1,3.5.3;3.4.11;3.4.13;4.3.2,,,3.5.3.3,3.5.3;3.5.1;2.1.1;1.5.3;1.14.13,3.5.1.59;3.5.3.1|3.5.3.7;3.5.3.7;3.5.3.22;6.3.4.6;3.5.3.6,3.5.1,3.4.13;3.10.1;3.5.3;3.4.19,,,3.5.3.3,3.5.3;3.5.1;2.1.1;1.5.3;1.14.13,3.5.1.59;3.5.3.1|3.5.3.7;3.5.3.7;3.5.3.22;6.3.4.6;3.5.3.6,3.5.1,3.4.13;3.10.1;3.5.3;3.4.19,,,3.5.3.3,3.5.3;3.5.1;2.1.1;1.5.3;1.14.13,3.5.1.59;3.5.3.1|3.5.3.7;3.5.3.7;3.5.3.22;6.3.4.6;3.5.3.6,3.5.1,3.4.13;3.10.1;3.5.3;3.4.19,,,3.5.3.3
65221,1.3.1;1.1.1,1.3.1;1.1.1,1.3.1;1.1.1,1.3.1;1.1.1,1.3.1;1.1.1,1.3.1;1.1.1,1.3.1;1.1.1,,1.1.1,,,1.3.1.20,1.1.1,,,1.3.1.20,1.1.1,,,1.3.1.20,"1.14.12,0.902877151966095;1.3.1,0.046237777918577194;1.14.13,0.010142732411623001;1.1.1,0.006896211765706539;1.12.1,0.005788661073893309",1.1.1|1.1.1.209|1.1.1.213|1.1.1.50|1.3.1.20;1.11.1.1|1.11.1.2;1.14.13.-|1.14.13.148|1.14.13.M46;1.12.1.3|1.12.1.5;1.7.1.2|1.7.1.3;1.6.3.2;1.7.1.14;1.6.5.2,1.3.1,1.3.1;1.2.1;1.17.1;1.1.1,,,1.3.1.20,1.14.12;1.3.1;1.14.13;1.1.1;1.12.1,1.1.1|1.1.1.209|1.1.1.213|1.1.1.50|1.3.1.20;1.11.1.1|1.11.1.2;1.14.13.-|1.14.13.148|1.14.13.M46;1.12.1.3|1.12.1.5;1.7.1.2|1.7.1.3;1.6.3.2;1.7.1.14;1.6.5.2,1.3.1,1.3.1;1.2.1;1.17.1;1.1.1,,,1.3.1.20,1.14.12;1.3.1;1.14.13;1.1.1;1.12.1,1.1.1|1.1.1.209|1.1.1.213|1.1.1.50|1.3.1.20;1.11.1.1|1.11.1.2;1.14.13.-|1.14.13.148|1.14.13.M46;1.12.1.3|1.12.1.5;1.7.1.2|1.7.1.3;1.6.3.2;1.7.1.14;1.6.5.2,1.3.1,1.1.1;2.1.1;2.3.1;1.5.1,,,1.3.1.20,1.14.12;1.3.1;1.14.13;1.1.1;1.12.1,1.1.1|1.1.1.209|1.1.1.213|1.1.1.50|1.3.1.20;1.11.1.1|1.11.1.2;1.14.13.-|1.14.13.148|1.14.13.M46;1.12.1.3|1.12.1.5;1.7.1.2|1.7.1.3;1.6.3.2;1.7.1.14;1.6.5.2,1.3.1,1.1.1;2.1.1;2.3.1;1.5.1,,,1.3.1.20,1.14.12;1.3.1;1.14.13;1.1.1;1.12.1,1.1.1|1.1.1.209|1.1.1.213|1.1.1.50|1.3.1.20;1.11.1.1|1.11.1.2;1.14.13.-|1.14.13.148|1.14.13.M46;1.12.1.3|1.12.1.5;1.7.1.2|1.7.1.3;1.6.3.2;1.7.1.14;1.6.5.2,1.3.1,1.1.1;2.1.1;2.3.1;1.5.1,,,1.3.1.20
24965,1.14.18;1.14.15,1.14.18;1.14.15,1.14.18;1.14.15,1.14.18;1.14.15,1.14.18;1.14.15,1.14.18;1.14.15,1.14.18;1.14.15,,1.14.15,,,1.14.15.16,1.14.15,,,1.14.15.16,1.14.15,,,1.14.15.16,"1.14.15,0.7097086906433105;1.14.19,0.2669330835342407;1.97.1,0.01139209233224392;1.2.7,0.002726479433476925;1.14.18,0.001368939527310431",1.14.13.126;1.14.13.126|1.14.15.16;1.14.11|1.14.11.-|1.14.11.15;1.14.13.246;1.14.13.72;1.1.1.170|1.1.1.270|1.14.13.72|1.14.18.9;1.14.11|1.14.11.-|1.14.11.13;1.14.13.70;1.14.99.9;1.14.13.144|1.14.14.111;1.14.13.78;1.14.11.18;1.14.13.79;1.13.11.-|1.14.12.-|1.14.12.25;1.14.12.19,1.14.15,1.14.15;1.3.7;1.14.20;1.14.19,,,1.14.15.16,1.14.15;1.14.19;1.97.1;1.2.7;1.14.18,1.14.13.126;1.14.13.126|1.14.15.16;1.14.11|1.14.11.-|1.14.11.15;1.14.13.246;1.14.13.72;1.1.1.170|1.1.1.270|1.14.13.72|1.14.18.9;1.14.11|1.14.11.-|1.14.11.13;1.14.13.70;1.14.99.9;1.14.13.144|1.14.14.111;1.14.13.78;1.14.11.18;1.14.13.79;1.13.11.-|1.14.12.-|1.14.12.25;1.14.12.19,1.14.15,1.14.15;1.3.7;1.14.20;1.14.19,,,1.14.15.16,1.14.15;1.14.19;1.97.1;1.2.7;1.14.18,1.14.13.126;1.14.13.126|1.14.15.16;1.14.11|1.14.11.-|1.14.11.15;1.14.13.246;1.14.13.72;1.1.1.170|1.1.1.270|1.14.13.72|1.14.18.9;1.14.11|1.14.11.-|1.14.11.13;1.14.13.70;1.14.99.9;1.14.13.144|1.14.14.111;1.14.13.78;1.14.11.18;1.14.13.79;1.13.11.-|1.14.12.-|1.14.12.25;1.14.12.19,1.14.15,1.14.15;1.14.18;1.2.5;1.14.12,,,1.14.15.16,1.14.15;1.14.19;1.97.1;1.2.7;1.14.18,1.14.13.126;1.14.13.126|1.14.15.16;1.14.11|1.14.11.-|1.14.11.15;1.14.13.246;1.14.13.72;1.1.1.170|1.1.1.270|1.14.13.72|1.14.18.9;1.14.11|1.14.11.-|1.14.11.13;1.14.13.70;1.14.99.9;1.14.13.144|1.14.14.111;1.14.13.78;1.14.11.18;1.14.13.79;1.13.11.-|1.14.12.-|1.14.12.25;1.14.12.19,1.14.15,1.14.15;1.14.18;1.2.5;1.14.12,,,1.14.15.16,1.14.15;1.14.19;1.97.1;1.2.7;1.14.18,1.14.13.126;1.14.13.126|1.14.15.16;1.14.11|1.14.11.-|1.14.11.15;1.14.13.246;1.14.13.72;1.1.1.170|1.1.1.270|1.14.13.72|1.14.18.9;1.14.11|1.14.11.-|1.14.11.13;1.14.13.70;1.14.99.9;1.14.13.144|1.14.14.111;1.14.13.78;1.14.11.18;1.14.13.79;1.13.11.-|1.14.12.-|1.14.12.25;1.14.12.19,1.14.15,1.14.15;1.14.18;1.2.5;1.14.12,,,1.14.15.16
34772,1.14.13;1.1.1,1.14.13;1.1.1,1.14.13;1.1.1,1.14.13;1.1.1,1.14.13;1.1.1,1.14.13;1.1.1,1.14.13;1.1.1,,1.1.1,,,1.1.1.170,1.1.1,,,1.1.1.170,1.1.1,,,1.1.1.170,"1.1.1,0.997430145740509;1.3.1,0.0008320887573063374;1.17.1,0.0004280979628674686;1.4.1,0.0002948618493974209;1.6.3,0.00018339301459491253",1.1.1.170;1.14.13.54;1.5.1.6;1.3.1.22;1.1.1.42;1.3.1.43;1.1.1.201;1.1.1.146;1.1.1.209|1.1.1.213|1.1.1.357,1.1.1,1.2.1;1.5.1;1.1.1;1.3.1,,,1.1.1.170,1.1.1;1.3.1;1.17.1;1.4.1;1.6.3,1.1.1.170;1.14.13.54;1.5.1.6;1.3.1.22;1.1.1.42;1.3.1.43;1.1.1.201;1.1.1.146;1.1.1.209|1.1.1.213|1.1.1.357,1.1.1,1.2.1;1.5.1;1.1.1;1.3.1,,,1.1.1.170,1.1.1;1.3.1;1.17.1;1.4.1;1.6.3,1.1.1.170;1.14.13.54;1.5.1.6;1.3.1.22;1.1.1.42;1.3.1.43;1.1.1.201;1.1.1.146;1.1.1.209|1.1.1.213|1.1.1.357,1.1.1,2.1.1;1.3.8;1.1.98;2.3.1,,,1.1.1.170,1.1.1;1.3.1;1.17.1;1.4.1;1.6.3,1.1.1.170;1.14.13.54;1.5.1.6;1.3.1.22;1.1.1.42;1.3.1.43;1.1.1.201;1.1.1.146;1.1.1.209|1.1.1.213|1.1.1.357,1.1.1,2.1.1;1.3.8;1.1.98;2.3.1,,,1.1.1.170,1.1.1;1.3.1;1.17.1;1.4.1;1.6.3,1.1.1.170;1.14.13.54;1.5.1.6;1.3.1.22;1.1.1.42;1.3.1.43;1.1.1.201;1.1.1.146;1.1.1.209|1.1.1.213|1.1.1.357,1.1.1,2.1.1;1.3.8;1.1.98;2.3.1,,,1.1.1.170
15118,2.4.1,2.4.1,2.4.1,2.4.1,2.4.1,2.4.1,2.4.1,,2.3.1,,,2.4.2.52,2.3.1,,,2.4.2.52,2.3.1,,,2.4.2.52,"2.4.2,0.8006126284599304;3.2.2,0.058877840638160706;2.7.8,0.05438356101512909;2.4.1,0.017998123541474342;5.4.99,0.01086707878857851",2.7.8.37;1.2.1.38|2.3.1.1|2.6.1.11|2.7.2.8,2.3.1,2.4.99;2.4.2;2.7.8;2.7.4,,,2.4.2.52,2.4.2;3.2.2;2.7.8;2.4.1;5.4.99,2.7.8.37;1.2.1.38|2.3.1.1|2.6.1.11|2.7.2.8,2.3.1,2.4.99;2.4.2;2.7.8;2.7.4,,,2.4.2.52,2.4.2;3.2.2;2.7.8;2.4.1;5.4.99,2.7.8.37;1.2.1.38|2.3.1.1|2.6.1.11|2.7.2.8,2.3.1,2.4.2;2.8.3;2.4.1;2.2.1,,,2.4.2.52,2.4.2;3.2.2;2.7.8;2.4.1;5.4.99,2.7.8.37;1.2.1.38|2.3.1.1|2.6.1.11|2.7.2.8,6.2.1,2.4.2;2.8.3;2.4.1;2.2.1,,,2.4.2.52,2.4.2;3.2.2;2.7.8;2.4.1;5.4.99,2.7.8.37;1.2.1.38|2.3.1.1|2.6.1.11|2.7.2.8,6.2.1,2.4.2;2.8.3;2.4.1;2.2.1,,,2.4.2.52
20270,3.2.1,3.2.1,3.2.1,3.2.1,3.2.1,3.2.1,3.2.1,,4.1.2,,,4.2.2.6,4.1.2,,,4.2.2.6,4.1.2,,,4.2.2.6,"3.2.1,0.36661019921302795;4.2.2,0.2601741552352905;1.1.1,0.09414125978946686;5.5.1,0.08907956629991531;5.4.99,0.08246704190969467",3.2.1.172;3.2.1.179;3.2.1.180;4.2.2.3;4.2.2.11;4.2.2.24;5.3.1.17;5.5.1.27;4.2.1.158;4.2.1.40;4.2.1.42;4.2.1.156;4.2.2.1,4.1.2,1.1.99;4.1.3;4.1.99;4.2.99,,,4.2.2.6,3.2.1;4.2.2;1.1.1;5.5.1;5.4.99,3.2.1.172;3.2.1.179;3.2.1.180;4.2.2.3;4.2.2.11;4.2.2.24;5.3.1.17;5.5.1.27;4.2.1.158;4.2.1.40;4.2.1.42;4.2.1.156;4.2.2.1,4.1.2,1.1.99;4.1.3;4.1.99;4.2.99,,,4.2.2.6,3.2.1;4.2.2;1.1.1;5.5.1;5.4.99,3.2.1.172;3.2.1.179;3.2.1.180;4.2.2.3;4.2.2.11;4.2.2.24;5.3.1.17;5.5.1.27;4.2.1.158;4.2.1.40;4.2.1.42;4.2.1.156;4.2.2.1,4.1.2,5.4.99;3.3.2;2.3.1;4.2.99,,,4.2.2.6,3.2.1;4.2.2;1.1.1;5.5.1;5.4.99,3.2.1.172;3.2.1.179;3.2.1.180;4.2.2.3;4.2.2.11;4.2.2.24;5.3.1.17;5.5.1.27;4.2.1.158;4.2.1.40;4.2.1.42;4.2.1.156;4.2.2.1,4.1.2,5.4.99;3.3.2;2.3.1;4.2.99,,,4.2.2.6,3.2.1;4.2.2;1.1.1;5.5.1;5.4.99,3.2.1.172;3.2.1.179;3.2.1.180;4.2.2.3;4.2.2.11;4.2.2.24;5.3.1.17;5.5.1.27;4.2.1.158;4.2.1.40;4.2.1.42;4.2.1.156;4.2.2.1,4.1.2,5.4.99;3.3.2;2.3.1;4.2.99,,,4.2.2.6
21869,3.5.4,3.5.4,3.5.4,3.5.4,3.5.4,3.5.4,3.5.4,,3.5.1,,,3.5.4.26,3.5.1,,,3.5.4.26,3.5.1,,,3.5.4.26,"3.5.4,0.9964755177497864;3.5.99,0.000615492055658251;6.3.4,0.00046369212213903666;2.5.1,0.00038687820779159665;1.14.14,0.00022753127268515527",6.3.5.-|6.3.5.13;1.7.1.4;3.5.4.25,3.5.1,4.3.1;1.1.99;4.3.2;1.2.99,,,3.5.4.26,3.5.4;3.5.99;6.3.4;2.5.1;1.14.14,6.3.5.-|6.3.5.13;1.7.1.4;3.5.4.25,3.5.1,4.3.1;1.1.99;4.3.2;1.2.99,,,3.5.4.26,3.5.4;3.5.99;6.3.4;2.5.1;1.14.14,6.3.5.-|6.3.5.13;1.7.1.4;3.5.4.25,3.5.1,4.3.1;3.5.99;3.5.4;3.3.2,,,3.5.4.26,3.5.4;3.5.99;6.3.4;2.5.1;1.14.14,6.3.5.-|6.3.5.13;1.7.1.4;3.5.4.25,3.5.4,4.3.1;3.5.99;3.5.4;3.3.2,,,3.5.4.26,3.5.4;3.5.99;6.3.4;2.5.1;1.14.14,6.3.5.-|6.3.5.13;1.7.1.4;3.5.4.25,3.5.4,4.3.1;3.5.99;3.5.4;3.3.2,,,3.5.4.26
28239,1.14.19;1.14.14,1.14.19;1.14.14,1.14.19;1.14.14,1.14.19;1.14.14,1.14.19;1.14.14,1.14.19;1.14.14,1.14.19;1.14.14,,1.14.19,,,1.14.19.63,1.14.19,,,1.14.19.63,1.14.19,,,1.14.19.63,"1.14.19,0.9999563694000244;1.14.14,2.3906753995106556e-05;1.14.99,1.5692285160184838e-05;1.14.13,1.3355152077565435e-06;1.13.11,5.694769811270817e-07",1.14.14.-|1.14.14.13;1.14.14.3;1.14.14.5;1.14.14.28;1.14.14.15;1.14.14.8;1.14.19.56;1.14.14.46;1.5.1.39;1.1.99.31;1.14.99.46;1.14.14.22;1.14.14.155;1.14.14.108;1.14.14.21,1.14.14,1.14.20;1.14.14;1.14.11;1.21.3,,,1.14.19.63,1.14.19;1.14.14;1.14.99;1.14.13;1.13.11,1.14.14.-|1.14.14.13;1.14.14.3;1.14.14.5;1.14.14.28;1.14.14.15;1.14.14.8;1.14.19.56;1.14.14.46;1.5.1.39;1.1.99.31;1.14.99.46;1.14.14.22;1.14.14.155;1.14.14.108;1.14.14.21,1.14.14,1.14.20;1.14.14;1.14.11;1.21.3,,,1.14.19.63,1.14.19;1.14.14;1.14.99;1.14.13;1.13.11,1.14.14.-|1.14.14.13;1.14.14.3;1.14.14.5;1.14.14.28;1.14.14.15;1.14.14.8;1.14.19.56;1.14.14.46;1.5.1.39;1.1.99.31;1.14.99.46;1.14.14.22;1.14.14.155;1.14.14.108;1.14.14.21,1.14.14,1.10.3;1.14.18;1.14.14;1.14.99,,,1.14.19.63,1.14.19;1.14.14;1.14.99;1.14.13;1.13.11,1.14.14.-|1.14.14.13;1.14.14.3;1.14.14.5;1.14.14.28;1.14.14.15;1.14.14.8;1.14.19.56;1.14.14.46;1.5.1.39;1.1.99.31;1.14.99.46;1.14.14.22;1.14.14.155;1.14.14.108;1.14.14.21,1.14.14,1.10.3;1.14.18;1.14.14;1.14.99,,,1.14.19.63,1.14.19;1.14.14;1.14.99;1.14.13;1.13.11,1.14.14.-|1.14.14.13;1.14.14.3;1.14.14.5;1.14.14.28;1.14.14.15;1.14.14.8;1.14.19.56;1.14.14.46;1.5.1.39;1.1.99.31;1.14.99.46;1.14.14.22;1.14.14.155;1.14.14.108;1.14.14.21,1.14.14,1.10.3;1.14.18;1.14.14;1.14.99,,,1.14.19.63
