reaction_id,SelenzymeRF,BEC-Pred,BridgIT,Theia,E-zyme1,E-zyme2,SIMMER,EC Number
311,2.7.2.10|2.7.2.3,2.7.2,2.7.3.8;2.7.2.6;2.7.1.82;6.3.5.5;2.7.11.4;2.7.14.1;2.7.7.14;2.7.4.26;2.7.10.1;2.7.12.1;2.7.8.4;2.7.6.1;2.7.99.1,2.7.2;2.7.4;2.7.1;3.6.4;3.6.1,2.7.2;2.7.1;3.6.1;6.3.4;6.2.1;2.7.4;2.7.7;3.6.3;2.7.8;1.2.1;2.7.11;3.6.4;2.7.3;2.7.6;3.6.5,2.7.1|4.1.2;2.7.2|3.1.1;2.7.2;2.7.2;2.7.2;2.7.2;2.7.2;2.7.2;2.7.2,2.7.4;2.7.1,2.7.2.3
312,6.3.5.11;6.3.5.9;6.3.5.-|6.3.5.13;6.3.5.10;6.3.2.14;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,3.1.1,,3.1.1;2.3.1;3.5.1;3.1.2;3.1.-,2.4.1|2.3.1;6.1.1|6.2.1;3.1.1;3.2.1|3.1.2;2.4.2|1.2.1;3.1.4|6.1.1;5.1.3|2.3.2;6.5.1|2.3.3;1.2.7;3.5.1;3.7.1;3.2.1;2.1.3;1.2.4;1.8.1;1.1.1;1.-.-;4.1.3;2.3.-;2.5.1;2.8.3;4.4.1;2.1.1;6.1.2;1.2.3;2.6.1;3.5.3;6.3.2;6.3.1;6.3.4,6.1.1;6.1.1;6.1.1;6.1.1;6.1.1;6.1.1;6.1.1|2.3.2;6.1.1;6.1.1;6.1.1;6.1.1;6.1.1;6.1.1;6.1.1;6.1.1;6.1.1;6.1.1;6.1.1;6.1.1;6.1.1;6.1.1;6.1.1;6.1.1|1.2.1;6.1.1|2.3.2;6.1.1;6.1.1|2.3.1;2.4.1|1.-.-;2.4.1|6.1.1;2.4.1|2.3.1;2.4.1|2.1.3;2.3.1;2.3.1;3.2.1;2.3.1;2.3.1;2.3.1,3.2.1,3.1.1.96
313,1.2.1.78;1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.2.1.-|1.2.1.3|1.2.1.65,1.2.1,1.2.1.78;1.1.1.312;1.17.1.10;2.3.1.85;1.2.4.1;1.8.1.4;1.3.1.20;1.2.3.13;1.1.3.39;1.2.5.1,1.2.1;1.1.1;1.5.1;1.4.1;1.8.1,1.2.1|1.3.1;1.2.3|1.3.99;1.2.99|1.5.1;1.2.-|1.3.8;1.1.1|5.3.3;1.2.7|1.3.3;1.14.13|1.14.11;1.1.3|2.3.1;1.5.1|1.1.1;1.14.99|1.3.5;1.14.11|5.2.1;1.17.1|5.3.2;1.5.99|5.3.1;1.2.2|1.3.7;1.14.14|1.4.3;1.1.-|1.5.99;1.14.21;5.1.3;1.5.3;1.10.3;1.6.5;1.3.-;2.5.1;1.1.3;1.5.-;1.6.99;4.1.1;1.4.1;1.11.1;1.1.-;5.3.99;1.17.99;1.12.98;1.6.3;1.6.1;1.10.9;1.3.2;1.14.99;1.14.13;1.14.14;5.1.1;3.1.3;1.14.12;1.14.-;5.5.1;1.7.1;1.8.5;1.3.98,1.2.1|4.1.1|4.1.99|1.-.-;1.2.1|4.1.1|1.14.14|1.-.-;1.2.1|4.1.1|1.14.14;1.2.1|4.1.1|1.14.14;1.2.1|4.1.1|1.14.13;1.2.3|1.14.13|1.14.-;1.2.1|1.14.12|4.2.3;1.2.1|1.14.12|4.2.3;1.2.1|1.14.13|4.2.3;1.2.3|1.14.13|4.2.3;1.2.1|1.14.13|4.2.3;1.14.13|4.2.3;4.1.1|4.2.3;4.1.1|4.2.3;1.14.13|4.2.3;4.2.3;4.2.3;4.2.3|1.14.13;4.2.3;4.2.3|4.2.1;4.2.3|4.2.1;4.2.3;4.2.3;4.2.3|1.14.13;4.2.3;4.2.3|1.3.7;4.2.3;4.2.3;1.11.1|1.3.1;4.2.3|1.3.1;4.2.3|4.1.3;1.13.11|4.2.3;4.2.3|1.3.1;4.2.3|2.5.1;1.3.1;4.2.3;2.5.1;4.2.1;1.14.13;5.3.3;4.2.1;4.2.99;4.1.3;1.3.5;2.5.1;2.5.1;1.14.14;1.14.14;1.14.13;1.14.14;1.14.14,1.14.12;1.14.13;1.1.1,1.2.1.78
314,2.7.1.219;2.7.1.220;2.7.1.16;2.7.1.53;2.7.1.16|2.7.1.47;2.7.1.12;2.7.1.13;2.7.1.13|2.7.1.178|2.7.1.45;2.7.1.178|2.7.1.58;2.7.1.215;2.7.1.1|2.7.1.15|2.7.1.2|2.7.1.4,2.7.1,,2.7.1;2.7.2;2.7.11;2.7.12;2.7.7,2.7.1;3.1.3;3.6.1;2.7.8;2.7.4;2.7.7;3.6.3;2.7.11;3.1.4;2.7.2;2.7.6;2.7.3;3.6.4;3.1.7;4.6.1;2.7.9;3.6.5;3.2.1;2.7.12;2.7.13;2.6.-;2.7.-;4.1.1;2.7.10;1.3.7;1.18.6;4.2.3;3.1.5;2.7.99;2.4.1;5.1.3;1.19.6;3.-.-,4.2.3|2.7.1|3.1.1;2.7.1|4.1.2;2.7.1|1.1.3;2.7.1|1.1.3|3.1.1;2.7.1|3.1.1;2.7.1|3.1.1;2.7.1|3.1.1;2.7.1|3.1.1|1.2.1;2.7.1|3.1.1;2.7.1|1.2.1;2.7.1;3.1.3;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;3.1.3;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;3.1.3;3.1.3;2.7.1;3.1.3;2.7.1;2.7.1;3.1.3;2.7.1;3.1.3;2.7.1;3.1.4;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;3.1.3;2.7.8,2.7.1,2.7.1.219
315,2.4.1.32;2.4.1.304;2.4.1.365|2.4.1.du;2.4.1.239;2.4.1.272;2.4.1.123;2.4.1.356;2.4.1.305;2.4.1.343;2.4.1.13|2.4.1.14;2.4.1.228;2.4.1.276;2.4.1.187;2.4.1.309;2.4.1|2.4.1.58;2.4.1.-|2.4.1.301;2.4.1|2.4.1.44;2.4.1.293;2.4.1.180,2.4.1,,2.4.1;2.7.7;2.7.8;2.4.2;3.-.-,2.4.1|3.2.1;3.2.1|2.4.1;2.4.2|2.3.1;3.1.4|2.7.1;4.2.2|3.1.3|6.1.1;5.1.3|6.1.1|4.2.2;6.5.1|2.1.1|5.1.3;2.4.99|3.5.1|6.5.1;6.1.1|2.3.2|3.1.1;4.2.1|2.8.2|2.4.99;3.1.3|2.4.2|4.2.1;3.6.1|2.4.99|3.1.3;2.7.8|3.1.1|3.6.1;3.1.1|2.7.7|2.7.8;3.1.6|4.3.3;1.14.13;3.1.4;2.5.1;4.2.2;2.7.8;2.7.6;2.6.1;1.-.-;3.3.2;5.1.3;3.1.7;3.3.1;3.10.1;1.14.14;3.6.1;6.3.4;4.2.1;1.11.1;1.2.1;2.1.2;3.5.4;6.3.1;2.1.3;2.1.4;3.13.1;1.14.15;1.14.11;1.14.99,2.4.1|4.2.3|3.2.1;3.2.1|1.1.1|2.4.1;3.2.1|5.3.1|2.4.1;3.2.1|5.3.1|2.4.1;2.4.1|5.3.1|4.2.2;3.2.1|5.5.1|2.4.2;2.4.1|5.3.1|3.2.1;3.2.1|5.3.1|2.4.1;2.4.1|5.3.1|3.2.1;3.2.1|5.3.1|2.4.1;2.4.1|5.3.1;2.4.1|5.3.1|3.2.1;2.4.1|5.3.1;2.4.1|1.13.99|3.2.1;3.2.1|1.1.1|2.4.1|2.4.2;2.4.1|2.2.1|3.2.1;3.2.1|4.2.3|2.4.1;2.4.1|1.14.13;3.2.1|1.14.13|2.4.1;3.2.1|2.2.1|2.4.1;3.2.1|1.14.13|2.4.2;2.4.1|5.3.3|3.2.1;2.4.1|3.2.1|3.6.1;3.2.1|2.4.1|2.4.2;2.4.1|2.4.2;3.2.1|2.4.1|2.4.2;2.4.1|2.4.99;3.2.1|2.4.2;3.2.1|2.4.1|2.4.99;3.2.1|2.4.1|2.4.2;3.2.1|2.4.1;3.2.1|4.2.3;2.4.1|3.2.1|2.7.8;2.4.1;2.4.1|3.2.1;2.4.1|3.2.1;3.2.1|2.4.1;2.4.1;3.2.1;3.2.1|2.4.1;2.4.1;2.4.1|3.2.1;2.4.1;2.4.1;2.4.1|3.2.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2|2.4.1;3.2.1|2.4.1;2.4.2|2.4.1;2.4.1;2.4.1|2.4.2;2.4.1;2.4.2;2.4.1;2.4.1|2.4.2;2.4.1;2.4.1;2.4.2|2.4.1;3.2.1|2.4.1;2.4.1|2.4.2;2.4.1;2.4.1;2.4.1|3.2.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2|2.4.1;2.4.1;2.4.99|2.4.1;2.4.1;3.2.1|2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1|2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;4.2.2|2.4.1;2.4.1;2.4.1|3.2.1;3.2.1|2.4.1;2.4.99|2.4.2;3.2.1;3.2.1|2.4.1;3.2.1;2.4.1|3.2.1;2.4.1|3.2.1;2.4.2|2.4.1;2.4.1|3.2.1;3.2.1;2.4.99|3.2.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;3.2.1;3.2.1;2.4.1;2.4.1;2.4.1;3.2.1;2.4.1;3.2.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;3.2.1;2.4.1;2.4.1;3.2.1;2.4.1;2.4.1;2.4.1;3.2.1;2.4.1;2.4.1;3.2.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1,2.4.1,2.4.1.228
316,6.2.1.30;6.2.1.2;2.7.1.74;3.6.1|3.6.1.12|3.6.1.23|3.6.1.55|3.6.1.65|3.6.1.8|3.6.1.9,3.6.1,,3.6.1;3.1.4;2.7.7;3.-.-;6.3.4,,,3.6.1,3.6.1.12
317,1.8.3.7;2.8.1.3;1.16.9.1;2.1.1.96;4.4.1.14;1.14.13.-|1.14.13.148|1.14.13.M46;4.4.1.9;2.5.1.48;4.2.1.22;2.1.1.9;1.11.1.15;4.4.1.3;2.1.1.334;2.1.1.251;1.14.13.131;1.17.98.4;4.4.1.4,1.8.7,,1.97.1;1.1.9;1.21.99;1.7.7;1.12.99,,,5.1.3,1.97.1.12
318,2.7.7.47;2.7.7.85;3.6.1.19;2.7.7.27,6.1.1,2.7.1.72;2.7.7.47;2.7.8.32;2.7.6.1;2.7.11.7;2.7.2.13;2.7.14.1;2.7.3.3;6.3.5.5;2.7.4.2;2.7.10.1;2.7.12.1;2.7.99.1,2.7.7;6.5.1;2.7.4;6.3.4;2.4.2,2.7.1;3.1.3;2.7.8;3.6.1;3.1.4;2.7.4;2.7.11;2.7.7;3.6.3;3.1.7;2.7.6;4.6.1;2.7.2;2.7.3;3.2.1;3.6.4;2.7.9;2.6.-;2.7.-;2.7.13;3.6.5;2.4.1;5.1.3;4.2.3;2.7.99;3.1.5;2.7.12;4.1.1;2.7.10;1.3.7;1.18.6;1.19.6;3.-.-,2.7.1|2.3.1;2.7.7|1.21.-;2.7.7|1.14.13;2.7.7|1.14.13;2.7.1|1.14.13;2.7.7|5.1.3;2.7.7|4.2.3;2.7.7|1.14.13;2.7.8|2.2.1;3.1.3|5.3.1;3.1.3|5.3.1;3.1.3|5.3.1;3.1.3|5.3.1;2.7.1|5.3.1;2.7.1|5.3.1;2.7.1|5.3.1;2.7.1|5.3.1;3.1.3|5.3.1;2.7.1|5.3.1;3.1.3|1.1.1;2.7.1|5.1.3;2.7.1|5.5.1;3.1.3|1.1.1;2.7.1|2.1.1;2.7.1;2.4.1;3.6.1;3.1.3;3.1.3;2.7.1;2.7.8;2.7.1;2.7.1;2.7.1;3.1.3;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;3.1.3;2.7.1;3.1.3;3.1.3;2.7.1;2.7.1;3.1.3;2.7.6;2.7.1;2.7.1;2.7.1;2.7.1;3.1.3;3.1.3;2.7.1;2.7.1;3.1.3;2.7.1;2.7.1;2.7.8;2.7.1;2.7.1;2.7.1;2.7.1;3.1.7,2.7.7;2.4.1,2.7.7.47
319,3.5.1.17;5.1.1.5|5.1.1.9;3.4.11.15;3.4.13.4;3.4.16.6|3.4.17.10|3.4.17.12|3.4.17.2|3.4.17.20|3.4.17.22;2.6.1.36;2.6.1.21;3.5.1.130|3.5.1.ai;3.4.11.2,3.5.1,2.6.1.21;2.7.8.29;2.6.99.2,3.5.2;3.4.11;3.5.1;2.3.1;3.4.13,3.5.2;4.2.1,3.5.2;1.5.1;3.5.2;3.5.2;3.5.2;1.5.1;3.5.2;6.3.3;3.5.2;3.5.2;3.5.2;1.14.14,3.5.3,3.5.2.11
32,2.7.7.13;2.7.7.34;2.7.7.27,2.7.7,,2.7.7;2.7.4;2.7.1;2.4.2;2.7.6,2.4.1;3.2.1;2.4.2;3.2.2;6.1.1;2.5.1;3.1.1;3.1.4;4.2.2;2.4.99;4.2.1;2.7.8;6.3.4;5.1.3;4.3.3;6.5.1;3.5.1;3.6.1;3.1.3;1.14.14;1.14.11;3.2.-,2.4.1;2.4.1;2.4.1;2.4.1;2.4.1|2.4.2;2.4.2|2.4.1;2.4.1;2.4.1;2.4.1|2.4.2;2.4.1|2.4.2;2.4.1|2.4.2;2.4.1;2.4.1;2.4.1;2.4.2|2.4.1;2.4.1;2.4.1|2.4.2;2.4.1;2.4.2|2.4.1;2.4.1;2.4.1;2.4.1;3.6.1|2.4.2;2.7.1|2.4.99;2.4.2|2.4.1;1.18.6|2.7.8;2.7.1|2.4.2;3.6.1|4.2.3;2.4.99|2.4.2;2.7.1|2.4.1;2.7.1|2.4.99;2.4.99|3.6.1;2.7.4|2.4.1;2.7.1;2.7.1;2.4.2;2.7.1;2.4.1;2.7.1;2.7.1;2.7.1;2.4.2;2.4.2;2.7.4;2.4.2;3.6.1;2.7.4;3.6.1;3.6.1;3.6.1;2.7.8;2.7.7;3.6.1;2.7.1,2.7.7;2.4.1,2.7.7.34
320,2.3.1.180,2.3.1,2.3.1.2;2.3.3.9;6.2.1.1;2.3.2.30;2.1.3.6;2.1.2.5;6.3.4.10;1.2.1.95;6.3.1.20;6.1.2.2,2.3.1;1.2.1;2.3.3;3.1.2;4.1.3,2.3.1;6.2.1;3.1.1;3.1.2;1.2.1;6.1.1|2.5.1;2.3.3|6.1.1;2.3.2|2.3.3;3.5.1|2.1.1;1.2.7|2.3.2;3.7.1|1.2.7;3.2.1|4.4.1;2.1.3|1.2.4;1.2.4|4.1.3|1.8.1;1.8.1|3.5.1|2.1.3;1.1.1|1.8.1;4.1.3|4.1.2;2.3.-|2.1.3;2.5.1|4.1.1|2.8.3;2.8.3|1.14.-|2.5.1;4.4.1|1.1.1;2.1.1|3.2.1;1.-.-|6.4.1;1.2.3|3.7.1;2.6.1|1.8.3;6.1.2|2.8.1;3.5.3|1.14.99;6.3.1|1.2.3;6.3.4|4.2.1;2.1.2|2.3.-;2.2.1|1.13.11;6.3.2|2.8.3;3.4.11|1.-.-;2.1.2;2.6.1;3.3.1;4.5.1;6.1.2;1.14.18;6.3.4;1.4.4;1.14.12;3.11.1;3.10.1;6.3.1;2.1.4;2.8.2;3.5.4,2.1.1|2.3.1|3.2.2|1.1.1;2.1.1|2.3.1|2.4.2;1.13.12|1.2.7|3.2.2|2.3.1;1.13.12|2.3.1|2.4.2|1.2.1;2.3.1|2.4.2|1.2.1;1.2.7|2.4.2|1.2.1;2.3.1|2.4.2|3.1.2;2.3.1|2.4.2|6.2.1;2.3.1|2.4.2;2.3.1|2.4.2|6.2.1;2.3.1|2.4.2;2.3.1|2.4.2|1.2.7;1.2.7|2.4.2|2.3.1;1.2.7|2.4.2|3.1.2;1.2.7|2.4.2;2.3.1|2.4.2|1.2.1;1.2.4|2.4.2|1.2.7;1.2.4|2.4.2|1.2.1;2.5.1|2.4.2|2.3.1;2.3.1|2.4.2|1.2.4;2.3.1|2.4.2|1.2.1;2.3.1|2.4.2|6.2.1;2.3.1|2.4.2|6.2.1;2.3.1|2.4.2;2.3.1|2.4.2;2.3.1|2.4.2;2.3.1|2.4.2;2.5.1|3.2.2|6.2.1;2.3.1|2.4.2;2.3.1|2.4.2;1.2.4|3.2.2;2.3.1|2.4.2;2.3.1|2.4.2;2.3.1|2.4.2;2.3.1|2.4.1;2.3.1|2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.1;1.14.14;1.11.1,2.3.1,2.3.1.2
321,3.2.1.122;2.4.1.64;2.4.1.231;3.2.1.20|3.2.1.70;2.4.1.245;3.2.1.74;3.2.1.85;3.2.1.58,3.2.1,3.2.1.122;3.1.1.93;3.2.2.19;4.3.3.5,3.2.1;3.7.1;5.4.99;3.1.1;2.3.1,2.4.1;3.2.1;2.4.2;3.1.4;4.2.2;5.1.3;6.5.1;2.4.99;6.1.1;4.2.1;3.1.3;3.6.1;2.7.8;3.1.1,2.4.1|3.2.1;3.2.1;2.4.1|3.2.1;3.2.1|2.4.1;3.2.1;3.2.1;2.4.1|3.2.1;2.4.1|3.2.1;3.2.1|2.4.1;2.4.1;3.2.1|2.4.1;2.4.1;2.4.1;2.4.1|3.2.1;2.4.1;2.4.1|3.2.1;3.2.1|2.4.1;3.2.1;2.4.1;3.2.1;2.4.1;3.2.1|2.4.1;3.2.1|2.4.1;3.2.1;3.2.1;3.2.1;2.4.1;3.2.1|2.4.1;2.4.1|2.4.2;3.2.1|2.4.1;2.4.1;2.4.1|3.2.1;2.4.1;3.2.1;2.4.1|3.2.1;3.2.1;3.2.1|2.4.1;2.4.1|3.2.1;2.4.1;2.4.1|3.2.1;3.2.1|2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;3.2.1|2.4.2;2.4.2|3.2.1;2.4.1;2.4.2|2.4.1;2.4.2;2.4.1;2.4.1;2.4.2;2.4.2|2.4.1;2.4.1;2.4.1;2.4.1|2.4.2;2.4.1;3.2.1;2.4.1;2.4.1|2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;3.2.1|2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1|3.2.1;2.4.2|2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;4.2.2;3.2.1;3.2.1;3.2.1;3.2.1;3.2.1;3.2.1;2.4.1;3.2.1;2.4.1;3.2.1;2.4.1|3.2.1;2.4.1;2.4.1|3.2.1;2.4.1|4.2.1;2.4.1|3.2.1;2.4.1;3.2.1;3.2.1;2.4.1;2.4.1;2.4.1;3.2.1;2.4.1;2.4.1;2.4.1;2.4.1,3.2.1;2.4.1,3.2.1.93
322,2.3.1.250;2.3.1.15,2.3.1,2.3.1.100;6.2.1.11;2.3.3.17;6.3.1.20;6.3.4.10;1.2.1.95;2.3.2.30;6.1.2.2;2.1.3.5;2.1.2.2,2.3.1;3.1.1;3.1.2;1.2.1;2.5.1,2.3.1;6.2.1;3.1.1;3.1.2;1.2.1;6.1.1;2.3.3;2.3.2;3.5.1;1.2.7;3.7.1;3.2.1;2.1.3|1.2.4;1.2.4|1.8.1;1.8.1|2.1.3;1.1.1;4.1.3;2.5.1|2.3.-;2.3.-|2.8.3;2.8.3|2.5.1;4.4.1;2.1.1;1.-.-;1.2.3;6.1.2|2.6.1;3.5.3|6.1.2;2.6.1|3.5.3;6.3.1;6.3.4;6.3.2|2.1.2;2.1.2|2.2.1;2.2.1|6.3.2;3.4.11,2.3.1|1.14.19|4.2.3|3.1.2;2.3.1|1.14.19|4.1.2|3.1.2;2.3.1|1.14.19|4.1.2;2.3.1|1.14.-|4.1.2;3.1.1|1.3.1|2.7.7|2.3.-;2.3.1|1.3.1|2.7.1;2.3.1|1.3.1|2.7.1|3.1.2;1.3.1|2.7.1|3.1.2;1.3.1|4.4.1|3.1.2;1.3.1|3.1.2;1.14.19|2.3.1;1.14.19|2.3.1;1.3.1|2.3.1;1.3.1|2.3.1;2.3.1|3.1.2;4.2.1|3.1.2;4.2.1|2.3.1;4.2.1|3.1.2;2.3.1;4.2.1|3.1.2;1.3.1|2.3.1;2.3.1;1.3.1|2.3.1;4.2.1|2.3.1;1.3.1|3.1.2;1.13.11|2.3.1;1.13.11|2.3.1;1.14.99|2.3.1;2.3.1|6.2.1;1.14.19|1.2.4;1.14.19|2.3.1;1.3.1|3.1.2;1.3.1|2.3.1;4.2.1;1.3.3;1.3.1;1.14.14;1.14.14;1.3.1;1.13.11;4.2.1;1.13.11;2.3.1;4.2.1;1.3.1;1.3.1;1.13.11;1.3.3;1.3.1;1.3.1;1.13.11;1.3.1,2.3.1,2.3.1.250
323,2.7.1.-|2.7.1.177;2.7.11.11|2.7.12.2;2.7.1|2.7.1.-|2.7.1.165|2.7.1.31;2.7.1.100,2.7.3,,2.7.11;2.7.12;2.7.1;2.7.10;2.7.4,2.7.1;3.1.3;2.7.8;3.1.4;2.7.11;3.6.1;2.7.7;3.1.7;2.7.6;2.7.4;4.6.1;3.2.1;3.6.3;2.6.-;2.7.-;2.7.2;2.7.3;2.7.9;2.4.1;5.1.3;4.2.3;3.1.5;2.7.99;2.7.13;3.6.4;3.6.5;2.7.12,2.7.1|4.1.2|4.4.1;2.7.1|4.1.2|4.3.3;2.7.1|4.1.2|1.4.1;3.1.3|2.2.1;2.7.1|2.2.1;2.7.1|4.1.2;2.7.1|4.1.2;3.1.3|2.2.1;2.7.1|2.3.1;2.7.1|4.3.3;2.7.1|3.5.-;2.7.1|4.1.3;2.7.1|5.3.1;2.7.1|5.3.1;3.1.3|4.3.3;2.7.1;4.2.3;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;3.1.4;2.7.1;2.7.1;3.1.3;3.1.3;3.1.4;3.1.3;3.1.3;3.1.4;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.8;2.7.1;3.1.3;3.1.4;3.1.3;2.7.1;2.7.2;2.7.8;2.7.1;3.1.4;3.1.3;2.7.1;2.7.1;3.1.3;3.1.3;3.1.3;2.7.1;2.7.8;2.7.8;2.7.1;2.7.8;2.7.8;2.7.8;2.7.-;2.7.1;2.7.8;2.7.1;2.7.1;2.7.8;3.1.4;2.7.6;2.7.1,2.7.1,2.7.11.7
324,2.3.1.157|2.3.1.4,2.3.1,,2.3.1;3.1.1;2.7.1;5.1.3;1.2.7,2.3.1;3.5.1|6.2.1;6.2.1|3.1.1;2.3.2|3.1.2;3.1.2|1.2.1;3.1.1|6.1.1;6.3.2|2.3.3;6.3.1|2.3.2;1.2.1|3.5.1;6.3.4|1.2.7;2.3.3|3.7.1;2.1.3|3.2.1;3.4.11|1.2.4;3.4.13|1.8.1;1.2.7|2.1.3;6.1.1|1.1.1;2.1.2|4.1.3;3.7.1|2.3.-;3.5.3|2.8.3;3.5.4|2.5.1;6.3.5|4.4.1;4.3.2|2.1.1;1.2.4|1.-.-;1.8.1|1.2.3;1.1.1|2.6.1;2.7.7|6.1.2;2.3.-|3.5.3;4.1.3|6.3.1;1.2.99|6.3.4;2.5.1|2.1.2;2.8.3|2.2.1;4.4.1|6.3.2;3.4.19|3.4.11;3.2.1;2.1.1;3.4.17;2.6.1;1.2.3;1.-.-,2.3.1|5.1.3|4.2.3|1.1.1;2.3.1|5.3.99|2.2.1;3.5.1|4.1.99|4.1.2|2.3.1;6.3.4|1.1.1|4.1.2|1.2.1;3.5.1|5.3.3|4.1.2|1.2.1;3.5.1|1.1.1|4.1.2|1.2.1;2.3.1|5.1.3|2.2.1|3.1.2;2.3.1|1.1.1|2.2.1|6.2.1;2.3.1|4.2.3|5.4.99|6.2.1;3.5.1|4.2.2|4.2.3|2.3.1;2.3.1|4.2.3;2.1.2|1.1.1|4.1.2|1.2.7;2.3.2|1.14.13|2.6.1|2.3.1;3.5.1|1.14.14|2.6.1|3.1.2;3.5.1|4.2.3|2.6.1|1.2.7;4.2.3|2.6.1|1.2.7;1.14.14|4.3.1|1.2.1;1.14.14|2.6.1|1.2.1;4.2.3|2.6.1|2.3.1;4.2.1|2.6.1|1.2.4;1.14.13|2.6.1|1.2.1;4.3.1|4.2.3|6.2.1;1.3.2|1.1.1|6.2.1;1.1.3|4.2.1|2.3.1;2.6.1|2.3.1;1.1.3|5.3.1|2.3.1;5.4.99|1.1.1|2.3.1;1.14.11|5.1.3|6.2.1;1.1.1|2.3.1;4.1.1|1.1.1;1.14.-|5.1.3;1.14.14|5.3.1;1.14.14|5.5.1;1.14.13|5.3.1;5.3.99|5.3.1;1.14.13|5.3.1;1.1.1|5.3.1;1.1.1|5.3.1;1.1.1|4.2.3;1.1.1|4.3.3;1.1.1|4.2.3;1.13.99|2.-.-;1.1.1|3.1.1;1.14.13|5.3.1;1.1.1|5.3.1;1.1.1;1.1.1;1.1.1;1.1.1;1.1.1;1.1.1;1.1.1;1.1.1,2.3.1,2.3.1.276
325,3.8.1.7;2.3.1.289;2.3.1.290;2.3.1.151|2.3.1.177|2.3.1.220;3.8.1.6;2.3.1|2.3.1.39|2.3.1.74,1.2.7,,3.8.1;1.14.19;1.14.-;3.1.7;3.1.4,3.8.1;1.14.13;4.5.1,3.8.1;3.8.1;1.3.7;1.14.13;1.14.13;1.14.13;1.14.13;1.14.13;1.14.13;1.14.12;1.14.13;2.5.1;1.14.13;1.14.13;1.14.13;1.14.13;1.14.13;1.14.13;1.14.13;1.14.14;1.10.3;1.11.1;1.14.13;1.14.13;1.14.13;1.14.13;1.14.13;1.14.13;1.14.16;3.5.99;1.14.13;1.14.13;1.14.13;1.14.12;1.14.13;2.5.1;1.14.13;1.14.13;1.14.14;1.14.14;1.14.13;1.14.13;1.14.13;1.14.13;1.14.13;1.11.1;1.14.13;1.14.13;1.14.13;1.14.13;1.14.13;1.14.14;1.14.16;1.14.14;1.14.13,3.8.1,3.8.1.7
