reactionID,predictions
43617,2.4.1;2.3.1;2.4.2;2.7.7
43685,2.4.1;2.3.1;2.4.2;2.8.3
43781,2.1.1;1.3.98;1.3.8;2.5.1
44181,2.1.1;1.1.98;1.3.8;1.3.98
44185,4.2.3;5.3.99;2.5.1;4.1.99
44401,2.1.1;2.5.1;4.99.1;1.3.8
44405,2.5.1;2.1.1;4.99.1;1.3.8
44413,2.1.1;2.5.1;4.99.1;1.3.8
44481,2.1.1;2.5.1;1.3.8;4.99.1
44485,2.1.1;2.5.1;1.3.8;4.99.1
44489,2.1.1;2.5.1;1.3.8;4.99.1
44493,2.1.1;2.5.1;1.3.8;4.99.1
44593,2.1.1;2.5.1;1.3.8;4.99.1
44609,2.1.1;2.5.1;1.3.8;4.99.1
44613,2.1.1;2.5.1;1.3.8;4.99.1
44633,2.3.2;2.3.1;2.3.3;2.8.3
44637,2.1.1;5.3.99;2.5.1;2.3.1
44753,2.5.1;2.1.1;4.99.1;1.3.8
44757,2.5.1;2.1.1;1.3.8;4.99.1
44761,1.3.8;2.1.1;2.5.1;4.99.1
44765,2.1.1;2.5.1;1.3.8;4.99.1
45029,1.3.8;1.3.98;1.21.98;2.1.1
45081,6.3.2;2.1.3;6.3.4;6.2.1
45137,4.2.1;4.2.3;3.3.2;4.3.1
45197,2.1.1;4.4.1;5.3.99;2.3.1
45565,5.3.1;5.1.3;5.1.2;5.1.99
45777,3.5.5;3.5.1;4.3.1;3.5.3
46013,1.2.99;1.1.2;1.12.7;1.16.3
46049,5.4.2;4.8.1;5.4.4;4.2.99
46309,1.14.14;1.14.19;1.14.15;1.3.7
46625,5.1.99;5.1.1;5.1.3;5.2.1
46681,1.7.1;1.3.8;1.4.1;1.17.1
46753,1.14.14;1.14.19;1.14.15;1.2.7
46929,5.3.1;5.1.3;5.1.2;5.4.99
46933,5.1.3;5.3.1;5.1.2;5.1.99
47033,3.13.1;4.4.1;2.3.3;3.1.2
47041,2.5.1;1.3.8;1.17.7;6.3.4
47197,4.99.1;1.3.8;2.5.1;2.1.1
47741,2.5.1;2.4.2;4.99.1;5.4.99
47845,2.5.1;4.2.3;1.6.5;1.14.13
47849,2.5.1;4.2.3;4.1.99;2.1.1
47945,3.1.3;3.1.7;4.2.3;3.2.1
48129,3.1.3;3.1.7;4.2.3;2.5.1
48309,4.4.1;3.5.4;2.1.1;4.2.1
48341,6.3.2;6.3.4;1.18.6;2.7.9
48721,1.6.5;1.5.1;1.14.13;4.99.1
48993,1.14.19;1.14.15;1.21.3;1.14.99
49145,2.6.1;4.1.2;2.1.2;4.3.2
49149,2.5.1;1.3.8;2.1.1;4.99.1
49281,1.14.19;1.14.18;1.14.15;1.14.14
49445,2.3.3;2.3.2;2.3.1;2.8.3
49473,2.4.2;2.4.1;2.4.99;2.7.1
49533,3.1.1;2.4.1;3.7.1;3.2.1
49565,4.2.3;4.1.99;3.3.2;4.2.1
49637,1.2.3;1.1.3;1.13.12;3.5.5
50225,2.1.1;2.5.1;1.3.8;4.99.1
50229,1.14.19;1.14.18;1.14.15;1.14.14
50233,1.14.15;1.21.3;1.14.19;1.14.99
50305,1.14.14;1.14.19;1.14.15;1.2.7
50309,1.14.14;1.14.19;1.14.15;1.2.7
50621,2.4.2;2.7.1;2.7.7;2.4.99
50737,1.97.1;1.5.7;1.4.5;1.12.7
50773,1.11.2;1.11.1;1.8.3;1.1.3
50881,2.4.1;2.3.2;2.3.1;2.4.2
50913,2.4.2;2.4.1;2.7.8;2.8.3
50941,2.3.2;2.3.1;2.1.3;3.5.2
51005,1.17.9;1.1.9;1.20.9;1.4.9
51009,1.12.2;1.20.9;1.2.2;1.16.2
51021,1.20.9;1.17.9;1.3.2;1.16.2
51469,1.1.2;1.2.99;5.3.2;1.16.3
51477,4.2.1;4.1.99;1.14.13;3.1.1
51561,2.1.1;1.3.8;2.5.1;1.17.7
51585,1.5.8;1.3.8;1.17.8;1.17.7
51925,1.3.98;4.1.99;1.17.99;4.1.3
52045,2.4.1;2.4.2;2.4.99;2.4.3
52157,1.14.14;1.14.19;1.14.15;1.3.7
52165,1.14.14;1.14.19;1.14.15;1.3.7
52181,1.14.14;1.14.19;1.14.15;1.2.7
52193,1.14.14;1.14.19;1.14.15;1.3.7
52281,4.4.1;5.3.99;2.3.1;2.1.1
52321,1.14.14;1.14.19;1.14.15;1.14.18
52381,2.7.8;2.7.7;2.4.2;3.1.4
52897,6.6.1;6.3.4;1.19.6;6.4.1
52909,1.13.11;1.14.11;1.13.12;1.1.3
53317,2.7.1;2.4.99;2.4.1;2.7.7
53393,1.14.14;1.14.19;1.14.15;1.3.7
53629,4.2.3;4.1.99;3.1.7;2.5.1
53945,1.3.1;1.5.1;1.6.5;1.1.1
54037,4.2.1;2.1.1;4.4.1;4.1.99
54085,1.1.99;1.13.11;1.4.99;1.3.98
54293,2.4.2;2.4.1;3.2.1;4.2.99
54321,1.14.19;1.21.3;1.14.18;1.14.99
54685,5.4.99;5.3.3;5.5.1;5.3.99
54785,2.7.8;2.5.1;2.4.2;4.99.1
55157,1.4.5;1.5.7;2.8.4;2.8.1
55417,2.4.1;2.4.99;2.4.2;2.4.3
55473,1.14.14;1.14.19;1.14.15;1.14.18
55661,1.14.18;1.14.99;1.21.3;1.13.12
55749,1.8.7;1.3.7;1.2.7;1.14.15
55753,1.2.7;1.8.7;1.14.15;1.3.7
55765,3.3.2;5.3.99;3.1.1;5.4.99
55961,2.7.7;6.3.2;2.4.2;6.3.4
56001,2.4.2;2.4.1;2.5.1;3.2.1
56045,3.2.1;3.2.2;2.4.2;4.2.1
56049,2.4.1;2.4.2;2.4.99;2.4.3
56057,2.4.99;2.4.1;2.4.3;2.4.2
56101,2.4.1;2.3.1;2.4.2;2.7.7
56293,1.14.14;1.14.19;1.14.15;1.2.7
56345,2.4.1;2.4.2;2.4.99;5.4.99
56653,1.3.1;1.6.5;1.1.1;1.5.1
56661,1.3.1;1.1.1;2.5.1;1.6.5
56665,1.1.1;2.5.1;4.99.1;1.3.1
56669,1.6.5;1.3.1;2.5.1;1.1.1
56769,1.13.12;1.14.18;1.17.3;1.14.99
56837,2.5.1;2.1.1;4.99.1;2.3.1
56845,2.1.1;2.5.1;2.8.4;4.99.1
57025,2.4.1;2.4.2;4.2.1;2.3.1
57357,1.14.20;1.14.11;1.14.15;1.4.7
57397,2.5.1;2.1.1;4.99.1;1.3.8
57445,3.4.17;3.4.19;4.3.2;3.5.1
57517,1.14.14;1.14.19;1.14.15;1.14.99
57521,1.14.14;1.14.19;1.14.15;1.2.7
57725,3.7.1;4.1.1;3.11.1;7.2.4
57745,2.4.1;2.4.2;2.3.1;2.5.1
57857,1.14.20;1.14.19;1.14.13;2.4.1
57865,1.14.19;1.14.15;1.14.14;1.14.18
57869,2.4.1;1.6.1;2.4.2;2.7.7
58069,1.13.11;4.3.2;4.3.1;4.1.2
58121,2.4.2;2.4.1;3.2.1;2.4.3
58493,1.6.1;2.7.7;1.18.6;1.7.7
58521,1.14.19;1.14.15;1.14.18;1.21.3
58561,1.3.1;1.6.5;1.1.1;1.5.1
58665,1.1.2;2.7.1;5.99.1;7.1.1
58697,1.14.13;2.5.1;4.1.99;4.2.3
58713,2.5.1;1.14.13;4.1.99;4.99.1
58813,2.7.7;6.3.2;6.3.4;2.7.9
58821,4.1.1;3.7.1;7.2.4;3.1.1
58897,2.4.1;2.7.7;2.4.2;2.7.1
58929,4.2.1;4.1.2;5.3.99;1.13.11
59229,5.1.3;5.3.1;5.1.2;5.1.99
59345,1.1.3;1.3.3;1.13.12;1.11.2
59469,3.5.4;3.5.1;3.5.2;2.3.2
59577,3.5.1;3.4.13;3.5.3;3.5.4
60157,1.6.1;2.7.7;1.18.6;7.4.2
60417,2.4.1;2.4.2;5.3.99;3.1.1
60449,3.5.1;3.4.13;3.1.1;3.5.2
61417,5.3.3;5.5.1;5.4.99;4.1.99
61589,2.7.1;2.7.7;2.7.8;2.4.2
61593,4.4.1;3.13.1;2.8.4;2.1.1
61617,1.14.19;1.21.3;1.14.12;1.14.99
61641,3.7.1;4.1.1;1.1.1;3.1.1
62021,3.2.1;2.4.2;2.4.1;4.2.1
62237,3.2.2;4.2.99;2.4.2;3.2.1
62585,1.18.6;1.7.7;7.4.2;1.7.5
62637,1.11.1;4.2.1;1.8.3;1.6.3
63333,5.4.2;4.2.99;3.2.1;2.4.2
63337,5.3.1;5.4.2;4.2.99;5.1.2
63341,2.4.2;6.2.2;3.1.4;6.3.2
63345,2.7.6;2.7.11;2.7.12;6.2.2
63793,3.4.17;3.4.19;3.4.13;3.5.1
63797,3.5.1;3.4.13;3.4.19;3.5.2
63829,2.6.1;2.8.3;2.1.3;4.1.3
64541,2.4.1;2.3.1;2.8.3;2.4.2
64857,4.2.3;2.5.1;4.1.99;2.1.1
64989,2.4.1;2.3.1;2.4.2;2.5.1
65029,1.6.3;1.11.1;1.7.99;4.2.3
65033,1.10.5;4.99.1;1.3.5;1.1.5
65661,1.17.99;1.5.99;1.3.99;1.21.98
65937,5.3.1;5.4.4;5.3.3;5.4.99
66541,1.17.99;1.3.99;1.5.99;1.21.99
66921,2.8.3;2.6.1;2.3.1;4.1.3
66965,1.6.1;2.4.99;2.7.7;2.7.1
67013,2.7.7;1.6.1;3.1.4;2.4.2
67241,2.5.1;2.1.1;4.4.1;2.3.1
67657,1.7.1;1.6.5;1.18.1;1.17.1
67817,3.5.5;3.5.1;4.3.1;1.13.11
68013,1.17.3;1.10.3;1.7.3;1.14.18
68357,3.5.1;3.4.13;3.5.2;3.1.1
68461,2.8.2;3.1.6;3.6.2;2.2.1
69001,2.1.1;2.5.1;4.99.1;1.3.8
69045,1.2.3;1.13.12;1.17.3;1.14.99
69229,5.4.4;4.2.1;5.3.99;4.8.1
69253,4.2.1;3.13.1;5.4.4;4.4.1
69736,2.8.3;2.2.1;2.3.1;2.4.99
69792,2.3.2;3.1.1;2.3.1;3.1.2
70504,3.1.3;3.1.4;3.6.1;3.1.7
70508,3.1.3;3.2.1;3.1.7;3.1.4
70780,1.1.1;1.3.1;1.2.1;1.6.5
70804,2.6.1;1.1.99;4.1.3;4.1.2
70812,2.8.3;2.6.1;1.1.99;4.1.3
72284,2.1.1;2.5.1;2.3.1;5.3.99
72336,2.1.1;5.3.99;2.5.1;2.3.1
72344,2.1.1;5.3.99;2.5.1;4.99.1
72348,2.1.1;5.3.99;4.4.1;1.3.98
73840,1.7.7;7.2.2;1.1.7;1.2.7
73844,2.4.2;2.4.1;2.7.1;3.2.1
73852,2.4.2;2.4.1;2.4.99;4.2.99
74068,2.4.99;2.4.3;2.4.1;2.4.2
74476,1.14.13;1.14.19;4.1.99;1.14.20
74484,1.14.19;1.2.3;1.14.20;1.14.99
75352,1.14.99;1.14.15;1.97.1;1.21.99
75868,2.1.1;4.4.1;5.3.99;2.3.1
75956,1.2.3;1.14.20;1.14.11;1.13.12
76036,1.14.19;1.14.15;1.14.14;1.2.7
76568,3.2.2;4.2.2;3.2.1;4.2.99
76992,1.6.5;2.5.1;1.5.1;4.99.1
76996,1.6.5;1.3.1;1.5.1;1.1.1
77000,1.6.5;1.5.1;1.2.1;1.4.1
77904,1.21.3;1.17.3;1.3.3;1.10.3
77908,1.4.3;1.5.3;3.5.5;3.5.3
77968,4.2.3;3.1.7;4.1.99;2.5.1
78840,1.17.7;1.5.5;1.3.8;1.4.5
79616,1.6.5;1.3.1;1.5.1;2.5.1
79624,2.3.1;2.4.1;2.3.2;2.8.3
80552,2.1.1;2.5.1;1.3.8;4.99.1
80560,1.13.11;4.3.2;4.3.1;2.1.4
80572,1.13.11;4.3.1;4.3.2;2.1.4
80584,2.1.1;2.5.1;1.3.8;4.99.1
81372,4.2.3;3.1.7;4.2.1;1.11.1
82004,1.1.99;1.4.99;1.3.98;1.17.98
82108,1.17.3;1.13.12;1.14.99;1.5.3
82188,2.1.1;2.5.1;4.99.1;4.4.1
82192,2.1.1;2.5.1;1.3.8;4.4.1
82216,2.1.1;2.5.1;1.3.8;4.99.1
82256,2.3.2;2.3.1;2.3.3;3.1.2
82316,2.6.1;4.1.3;4.1.2;1.1.99
82408,2.4.2;2.7.7;2.4.1;2.5.1
82788,2.6.1;2.1.3;1.1.99;4.1.3
84772,1.11.2;1.11.1;1.6.3;1.15.1
84776,1.1.3;1.5.3;1.13.12;1.17.3
86028,2.8.3;2.3.1;2.4.1;2.3.2
86056,1.14.14;1.14.19;1.14.15;1.14.18
86092,1.14.14;1.14.19;1.14.15;1.14.18
86136,1.14.14;1.14.19;1.14.15;1.2.7
86308,2.7.7;6.2.1;2.4.1;6.3.2
86792,3.1.4;3.1.3;4.6.1;3.2.1
