reaction_id,BEC-Pred_Prediction,SIMMER_SIMMER pred,SelenzymeRF_All ECs,Scaffold_ground_truth_REACTION_ID,Scaffold_ground_truth_true_EC,merged_output_BEC-Pred_Prediction,merged_output_SIMMER_SIMMER pred,merged_output_SelenzymeRF_All ECs,merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_merged_output_theia_Prediction,merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_theia_Prediction,merged_output_merged_output_merged_output_ec,merged_output_merged_output_theia_Prediction,merged_output_merged_output_ec,merged_output_theia_Prediction,merged_output_ec,theia_Prediction,ec
80560,1.13.11,,1.1.3.38;1.14.15.38;1.14.11.31;1.1.3.7;1.14.11.32;1.14.11.33;1.1.3.13;1.14.14.1,,,1.13.11,,1.1.3.38;1.14.15.38;1.14.11.31;1.1.3.7;1.14.11.32;1.14.11.33;1.1.3.13;1.14.14.1,,,1.13.11,,1.1.3.38;1.14.15.38;1.14.11.31;1.1.3.7;1.14.11.32;1.14.11.33;1.1.3.13;1.14.14.1,,,1.13.11,,1.1.3.38;1.14.15.38;1.14.11.31;1.1.3.7;1.14.11.32;1.14.11.33;1.1.3.13;1.14.14.1,,,1.13.11,,1.1.3.38;1.14.15.38;1.14.11.31;1.1.3.7;1.14.11.32;1.14.11.33;1.1.3.13;1.14.14.1,,,1.13.11,,,,1.13.11,,,,1.13.11,,,,1.13.11.94,1.13.11.94,1.13.11.94,"4.1.2,0.9571199417114258;1.13.11,0.01623019203543663;1.1.3,0.01041951309889555;1.1.99,0.0031741796992719173;1.14.11,0.0016189073212444782",1.13.11.94,4.1.2;1.13.11;1.1.3;1.1.99;1.14.11,1.13.11.94,4.1.2;1.13.11;1.1.3;1.1.99;1.14.11,1.13.11.94,4.1.2;1.13.11;1.1.3;1.1.99;1.14.11,1.13.11.94,4.1.2;1.13.11;1.1.3;1.1.99;1.14.11,1.13.11.94
80572,1.13.11,5.1.1,1.1.3.38;1.1.3.7;1.14.11.31;1.14.15.38;1.4.3.21;1.10.3.2,,,1.13.11,5.1.1,1.1.3.38;1.1.3.7;1.14.11.31;1.14.15.38;1.4.3.21;1.10.3.2,,,1.13.11,5.1.1,1.1.3.38;1.1.3.7;1.14.11.31;1.14.15.38;1.4.3.21;1.10.3.2,,,1.13.11,5.1.1,1.1.3.38;1.1.3.7;1.14.11.31;1.14.15.38;1.4.3.21;1.10.3.2,,,1.13.11,5.1.1,1.1.3.38;1.1.3.7;1.14.11.31;1.14.15.38;1.4.3.21;1.10.3.2,,,1.13.11,5.1.1,,,1.13.11,5.1.1,,,1.13.11,,,,1.13.11.94,1.13.11.94,1.13.11.94,"4.1.2,0.9571199417114258;1.13.11,0.01623019203543663;1.1.3,0.01041951309889555;1.1.99,0.0031741796992719173;1.14.11,0.0016189073212444782",1.13.11.94,4.1.2;1.13.11;1.1.3;1.1.99;1.14.11,1.13.11.94,4.1.2;1.13.11;1.1.3;1.1.99;1.14.11,1.13.11.94,4.1.2;1.13.11;1.1.3;1.1.99;1.14.11,1.13.11.94,4.1.2;1.13.11;1.1.3;1.1.99;1.14.11,1.13.11.94
80584,2.1.1,2.1.1,2.1.1.146;2.1.1.38;2.1.1.155|2.1.1.231;2.1.1.46;2.1.1.155|2.1.1.75;2.1.1.339;2.1.1.150;2.1.1.4;2.1.1.240;2.1.1.270;2.1.1.94;2.1.1.302;2.1.1.293;2.1.1.132;2.1.1.6;2.1.1.241;2.1.1.42;2.1.1.303;2.1.1.6|2.1.1.68;2.1.1.128;2.1.1.336;2.1.1.65;2.1.1.88;2.1.1.-|2.1.1.338;2.1.1.70|2.1.1.93;2.1.1.222,,,2.1.1,2.1.1,2.1.1.146;2.1.1.38;2.1.1.155|2.1.1.231;2.1.1.46;2.1.1.155|2.1.1.75;2.1.1.339;2.1.1.150;2.1.1.4;2.1.1.240;2.1.1.270;2.1.1.94;2.1.1.302;2.1.1.293;2.1.1.132;2.1.1.6;2.1.1.241;2.1.1.42;2.1.1.303;2.1.1.6|2.1.1.68;2.1.1.128;2.1.1.336;2.1.1.65;2.1.1.88;2.1.1.-|2.1.1.338;2.1.1.70|2.1.1.93;2.1.1.222,,,2.1.1,2.1.1,2.1.1.146;2.1.1.38;2.1.1.155|2.1.1.231;2.1.1.46;2.1.1.155|2.1.1.75;2.1.1.339;2.1.1.150;2.1.1.4;2.1.1.240;2.1.1.270;2.1.1.94;2.1.1.302;2.1.1.293;2.1.1.132;2.1.1.6;2.1.1.241;2.1.1.42;2.1.1.303;2.1.1.6|2.1.1.68;2.1.1.128;2.1.1.336;2.1.1.65;2.1.1.88;2.1.1.-|2.1.1.338;2.1.1.70|2.1.1.93;2.1.1.222,,,2.1.1,2.1.1,2.1.1.146;2.1.1.38;2.1.1.155|2.1.1.231;2.1.1.46;2.1.1.155|2.1.1.75;2.1.1.339;2.1.1.150;2.1.1.4;2.1.1.240;2.1.1.270;2.1.1.94;2.1.1.302;2.1.1.293;2.1.1.132;2.1.1.6;2.1.1.241;2.1.1.42;2.1.1.303;2.1.1.6|2.1.1.68;2.1.1.128;2.1.1.336;2.1.1.65;2.1.1.88;2.1.1.-|2.1.1.338;2.1.1.70|2.1.1.93;2.1.1.222,,,2.1.1,2.1.1,2.1.1.146;2.1.1.38;2.1.1.155|2.1.1.231;2.1.1.46;2.1.1.155|2.1.1.75;2.1.1.339;2.1.1.150;2.1.1.4;2.1.1.240;2.1.1.270;2.1.1.94;2.1.1.302;2.1.1.293;2.1.1.132;2.1.1.6;2.1.1.241;2.1.1.42;2.1.1.303;2.1.1.6|2.1.1.68;2.1.1.128;2.1.1.336;2.1.1.65;2.1.1.88;2.1.1.-|2.1.1.338;2.1.1.70|2.1.1.93;2.1.1.222,,,2.1.1,2.1.1,,,2.1.1,2.1.1,,,2.1.1,,,,2.1.1.146,2.1.1.146,2.1.1.146,"2.1.1,0.999963641166687;2.5.1,1.4418045793718193e-05;2.8.4,6.842333277745638e-06;1.21.98,2.737070190050872e-06;4.4.1,2.2045642253942788e-06",2.1.1.146,2.1.1;2.5.1;2.8.4;1.21.98;4.4.1,2.1.1.146,2.1.1;2.5.1;2.8.4;1.21.98;4.4.1,2.1.1.146,2.1.1;2.5.1;2.8.4;1.21.98;4.4.1,2.1.1.146,2.1.1;2.5.1;2.8.4;1.21.98;4.4.1,2.1.1.146
81372,4.2.3,3.1.4,2.5.1.137;2.5.1.136;2.5.1.75,,,4.2.3,3.1.4,2.5.1.137;2.5.1.136;2.5.1.75,,,4.2.3,3.1.4,2.5.1.137;2.5.1.136;2.5.1.75,,,4.2.3,3.1.4,2.5.1.137;2.5.1.136;2.5.1.75,,,4.2.3,3.1.4,2.5.1.137;2.5.1.136;2.5.1.75,,,3.1.3,3.1.4,,,3.1.3,3.1.4,,,3.1.3,,,,3.1.7.3,3.1.7.3,3.1.7.3,"3.1.7,0.5370431542396545;2.5.1,0.23234783113002777;3.1.3,0.07268085330724716;3.6.1,0.06667083501815796;4.2.3,0.04590223357081413",3.1.7.3,3.1.7;2.5.1;3.1.3;3.6.1;4.2.3,3.1.7.3,3.1.7;2.5.1;3.1.3;3.6.1;4.2.3,3.1.7.3,3.1.7;2.5.1;3.1.3;3.6.1;4.2.3,3.1.7.3,3.1.7;2.5.1;3.1.3;3.6.1;4.2.3,3.1.7.3
82004,1.17.99,1.5.3,,,,1.17.99,1.5.3,,,,1.3.99,1.5.3,,,,1.3.99,1.5.3,,,,1.3.99,1.5.3,,,,1.3.99,1.5.3,,,1.3.99,1.5.3,,,1.3.99,,,,1.5.99.16,1.5.99.16,1.5.99.16,"1.5.3,0.9754718542098999;1.14.99,0.008022665046155453;4.2.1,0.0031277956441044807;1.3.99,0.0020338052418082952;1.1.99,0.0014549803454428911",1.5.99.16,1.5.3;1.14.99;4.2.1;1.3.99;1.1.99,1.5.99.16,1.5.3;1.14.99;4.2.1;1.3.99;1.1.99,1.5.99.16,1.5.3;1.14.99;4.2.1;1.3.99;1.1.99,1.5.99.16,1.5.3;1.14.99;4.2.1;1.3.99;1.1.99,1.5.99.16
82108,1.14.15,,1.7.3.6;1.2.3.1;1.8.3.3;1.3.3.6;1.7.3.1;1.1.3.38;1.1.3.15;1.4.3.13;1.14.18.1,,,1.14.15,,1.7.3.6;1.2.3.1;1.8.3.3;1.3.3.6;1.7.3.1;1.1.3.38;1.1.3.15;1.4.3.13;1.14.18.1,,,1.14.15,,1.7.3.6;1.2.3.1;1.8.3.3;1.3.3.6;1.7.3.1;1.1.3.38;1.1.3.15;1.4.3.13;1.14.18.1,,,1.14.15,,1.7.3.6;1.2.3.1;1.8.3.3;1.3.3.6;1.7.3.1;1.1.3.38;1.1.3.15;1.4.3.13;1.14.18.1,,,1.14.15,,1.7.3.6;1.2.3.1;1.8.3.3;1.3.3.6;1.7.3.1;1.1.3.38;1.1.3.15;1.4.3.13;1.14.18.1,,,1.14.15,,,,1.14.15,,,,1.14.15,,,,1.14.15.42,1.14.15.42,1.14.15.42,"1.14.15,0.9468870759010315;1.14.19,0.019716084003448486;1.7.7,0.006224428303539753;1.21.3,0.005114735569804907;1.14.12,0.004766325931996107",1.14.15.42,1.14.15;1.14.19;1.7.7;1.21.3;1.14.12,1.14.15.42,1.14.15;1.14.19;1.7.7;1.21.3;1.14.12,1.14.15.42,1.14.15;1.14.19;1.7.7;1.21.3;1.14.12,1.14.15.42,1.14.15;1.14.19;1.7.7;1.21.3;1.14.12,1.14.15.42
82188,2.1.1,2.1.1,2.1.1.240;2.1.1.339;2.1.1.231;2.1.1.155;2.1.1.155|2.1.1.75;2.1.1.212;2.1.1.146;2.1.1.212|2.1.1.46;2.1.1.38;2.1.1.150;2.1.1.6;2.1.1.132;2.1.1.4;2.1.1.42;2.1.1.270;2.1.1.303;2.1.1.302;2.1.1.94;2.1.1.241;2.1.1.293;2.1.1.-|2.1.1.338;2.1.1.104;2.1.1.65;2.1.1.68;2.1.1.128;2.1.1.336;2.1.1.169|2.1.1.68;2.1.1.88;2.1.1.267;2.1.1.103,,,2.1.1,2.1.1,2.1.1.240;2.1.1.339;2.1.1.231;2.1.1.155;2.1.1.155|2.1.1.75;2.1.1.212;2.1.1.146;2.1.1.212|2.1.1.46;2.1.1.38;2.1.1.150;2.1.1.6;2.1.1.132;2.1.1.4;2.1.1.42;2.1.1.270;2.1.1.303;2.1.1.302;2.1.1.94;2.1.1.241;2.1.1.293;2.1.1.-|2.1.1.338;2.1.1.104;2.1.1.65;2.1.1.68;2.1.1.128;2.1.1.336;2.1.1.169|2.1.1.68;2.1.1.88;2.1.1.267;2.1.1.103,,,2.1.1,2.1.1,2.1.1.240;2.1.1.339;2.1.1.231;2.1.1.155;2.1.1.155|2.1.1.75;2.1.1.212;2.1.1.146;2.1.1.212|2.1.1.46;2.1.1.38;2.1.1.150;2.1.1.6;2.1.1.132;2.1.1.4;2.1.1.42;2.1.1.270;2.1.1.303;2.1.1.302;2.1.1.94;2.1.1.241;2.1.1.293;2.1.1.-|2.1.1.338;2.1.1.104;2.1.1.65;2.1.1.68;2.1.1.128;2.1.1.336;2.1.1.169|2.1.1.68;2.1.1.88;2.1.1.267;2.1.1.103,,,2.1.1,2.1.1,2.1.1.240;2.1.1.339;2.1.1.231;2.1.1.155;2.1.1.155|2.1.1.75;2.1.1.212;2.1.1.146;2.1.1.212|2.1.1.46;2.1.1.38;2.1.1.150;2.1.1.6;2.1.1.132;2.1.1.4;2.1.1.42;2.1.1.270;2.1.1.303;2.1.1.302;2.1.1.94;2.1.1.241;2.1.1.293;2.1.1.-|2.1.1.338;2.1.1.104;2.1.1.65;2.1.1.68;2.1.1.128;2.1.1.336;2.1.1.169|2.1.1.68;2.1.1.88;2.1.1.267;2.1.1.103,,,2.1.1,2.1.1,2.1.1.240;2.1.1.339;2.1.1.231;2.1.1.155;2.1.1.155|2.1.1.75;2.1.1.212;2.1.1.146;2.1.1.212|2.1.1.46;2.1.1.38;2.1.1.150;2.1.1.6;2.1.1.132;2.1.1.4;2.1.1.42;2.1.1.270;2.1.1.303;2.1.1.302;2.1.1.94;2.1.1.241;2.1.1.293;2.1.1.-|2.1.1.338;2.1.1.104;2.1.1.65;2.1.1.68;2.1.1.128;2.1.1.336;2.1.1.169|2.1.1.68;2.1.1.88;2.1.1.267;2.1.1.103,,,2.1.1,2.1.1,,,2.1.1,2.1.1,,,2.1.1,,,,2.1.1.399,2.1.1.399,2.1.1.399,"2.1.1,0.9999432563781738;2.5.1,2.755695277301129e-05;2.8.4,9.148273420578334e-06;1.17.98,3.623196562330122e-06;1.21.98,3.162605253237416e-06",2.1.1.399,2.1.1;2.5.1;2.8.4;1.17.98;1.21.98,2.1.1.399,2.1.1;2.5.1;2.8.4;1.17.98;1.21.98,2.1.1.399,2.1.1;2.5.1;2.8.4;1.17.98;1.21.98,2.1.1.399,2.1.1;2.5.1;2.8.4;1.17.98;1.21.98,2.1.1.399
82192,2.1.1,2.1.1,2.1.1.104;2.1.1.336;2.1.1.116;2.1.1.68;2.1.1.6|2.1.1.68;2.1.1.267;2.1.1.42;2.1.1.240;2.1.1.155;2.1.1.128;2.1.1.169|2.1.1.68;2.1.1.-|2.1.1.338;2.1.1.65;2.1.1.132;2.1.1.149|2.1.1.169|2.1.1.267|2.1.1.76;2.1.1.146;2.1.1.-|2.1.1.169|2.1.1.175;2.1.1.-|2.1.1.291;2.1.1.283;2.1.1.323;2.1.1.114;2.1.1.222,,,2.1.1,2.1.1,2.1.1.104;2.1.1.336;2.1.1.116;2.1.1.68;2.1.1.6|2.1.1.68;2.1.1.267;2.1.1.42;2.1.1.240;2.1.1.155;2.1.1.128;2.1.1.169|2.1.1.68;2.1.1.-|2.1.1.338;2.1.1.65;2.1.1.132;2.1.1.149|2.1.1.169|2.1.1.267|2.1.1.76;2.1.1.146;2.1.1.-|2.1.1.169|2.1.1.175;2.1.1.-|2.1.1.291;2.1.1.283;2.1.1.323;2.1.1.114;2.1.1.222,,,2.1.1,2.1.1,2.1.1.104;2.1.1.336;2.1.1.116;2.1.1.68;2.1.1.6|2.1.1.68;2.1.1.267;2.1.1.42;2.1.1.240;2.1.1.155;2.1.1.128;2.1.1.169|2.1.1.68;2.1.1.-|2.1.1.338;2.1.1.65;2.1.1.132;2.1.1.149|2.1.1.169|2.1.1.267|2.1.1.76;2.1.1.146;2.1.1.-|2.1.1.169|2.1.1.175;2.1.1.-|2.1.1.291;2.1.1.283;2.1.1.323;2.1.1.114;2.1.1.222,,,2.1.1,2.1.1,2.1.1.104;2.1.1.336;2.1.1.116;2.1.1.68;2.1.1.6|2.1.1.68;2.1.1.267;2.1.1.42;2.1.1.240;2.1.1.155;2.1.1.128;2.1.1.169|2.1.1.68;2.1.1.-|2.1.1.338;2.1.1.65;2.1.1.132;2.1.1.149|2.1.1.169|2.1.1.267|2.1.1.76;2.1.1.146;2.1.1.-|2.1.1.169|2.1.1.175;2.1.1.-|2.1.1.291;2.1.1.283;2.1.1.323;2.1.1.114;2.1.1.222,,,2.1.1,2.1.1,2.1.1.104;2.1.1.336;2.1.1.116;2.1.1.68;2.1.1.6|2.1.1.68;2.1.1.267;2.1.1.42;2.1.1.240;2.1.1.155;2.1.1.128;2.1.1.169|2.1.1.68;2.1.1.-|2.1.1.338;2.1.1.65;2.1.1.132;2.1.1.149|2.1.1.169|2.1.1.267|2.1.1.76;2.1.1.146;2.1.1.-|2.1.1.169|2.1.1.175;2.1.1.-|2.1.1.291;2.1.1.283;2.1.1.323;2.1.1.114;2.1.1.222,,,2.1.1,2.1.1,,,2.1.1,2.1.1,,,2.1.1,,,,2.1.1.399,2.1.1.399,2.1.1.399,"2.1.1,0.9999747276306152;2.5.1,6.944211691006785e-06;2.8.4,6.227826816029847e-06;1.17.98,2.187933205277659e-06;3.13.2,1.8972743873746367e-06",2.1.1.399,2.1.1;2.5.1;2.8.4;1.17.98;3.13.2,2.1.1.399,2.1.1;2.5.1;2.8.4;1.17.98;3.13.2,2.1.1.399,2.1.1;2.5.1;2.8.4;1.17.98;3.13.2,2.1.1.399,2.1.1;2.5.1;2.8.4;1.17.98;3.13.2,2.1.1.399
82216,2.1.1,2.1.1,2.1.1.146;2.1.1.323;2.1.1.104;2.1.1.169|2.1.1.68;2.1.1.116;2.1.1.240;2.1.1.-|2.1.1.291;2.1.1.338;2.1.1.336;2.1.1.267;2.1.1.42;2.1.1.118;2.1.1.132;2.1.1.65;2.1.1.-|2.1.1.169|2.1.1.175;2.1.1.89;2.1.1.128;2.1.1.6;2.1.1.149|2.1.1.169|2.1.1.267|2.1.1.76;2.1.1.283;2.1.1.110;2.1.1.114;2.1.1.222,,,2.1.1,2.1.1,2.1.1.146;2.1.1.323;2.1.1.104;2.1.1.169|2.1.1.68;2.1.1.116;2.1.1.240;2.1.1.-|2.1.1.291;2.1.1.338;2.1.1.336;2.1.1.267;2.1.1.42;2.1.1.118;2.1.1.132;2.1.1.65;2.1.1.-|2.1.1.169|2.1.1.175;2.1.1.89;2.1.1.128;2.1.1.6;2.1.1.149|2.1.1.169|2.1.1.267|2.1.1.76;2.1.1.283;2.1.1.110;2.1.1.114;2.1.1.222,,,2.1.1,2.1.1,2.1.1.146;2.1.1.323;2.1.1.104;2.1.1.169|2.1.1.68;2.1.1.116;2.1.1.240;2.1.1.-|2.1.1.291;2.1.1.338;2.1.1.336;2.1.1.267;2.1.1.42;2.1.1.118;2.1.1.132;2.1.1.65;2.1.1.-|2.1.1.169|2.1.1.175;2.1.1.89;2.1.1.128;2.1.1.6;2.1.1.149|2.1.1.169|2.1.1.267|2.1.1.76;2.1.1.283;2.1.1.110;2.1.1.114;2.1.1.222,,,2.1.1,2.1.1,2.1.1.146;2.1.1.323;2.1.1.104;2.1.1.169|2.1.1.68;2.1.1.116;2.1.1.240;2.1.1.-|2.1.1.291;2.1.1.338;2.1.1.336;2.1.1.267;2.1.1.42;2.1.1.118;2.1.1.132;2.1.1.65;2.1.1.-|2.1.1.169|2.1.1.175;2.1.1.89;2.1.1.128;2.1.1.6;2.1.1.149|2.1.1.169|2.1.1.267|2.1.1.76;2.1.1.283;2.1.1.110;2.1.1.114;2.1.1.222,,,2.1.1,2.1.1,2.1.1.146;2.1.1.323;2.1.1.104;2.1.1.169|2.1.1.68;2.1.1.116;2.1.1.240;2.1.1.-|2.1.1.291;2.1.1.338;2.1.1.336;2.1.1.267;2.1.1.42;2.1.1.118;2.1.1.132;2.1.1.65;2.1.1.-|2.1.1.169|2.1.1.175;2.1.1.89;2.1.1.128;2.1.1.6;2.1.1.149|2.1.1.169|2.1.1.267|2.1.1.76;2.1.1.283;2.1.1.110;2.1.1.114;2.1.1.222,,,2.1.1,2.1.1,,,2.1.1,2.1.1,,,2.1.1,,,,2.1.1.399,2.1.1.399,2.1.1.399,"2.1.1,0.9989768266677856;2.5.1,0.0005262389895506203;2.8.4,0.00012426445027813315;4.4.1,6.612221477553248e-05;1.3.98,4.0330600313609466e-05",2.1.1.399,2.1.1;2.5.1;2.8.4;4.4.1;1.3.98,2.1.1.399,2.1.1;2.5.1;2.8.4;4.4.1;1.3.98,2.1.1.399,2.1.1;2.5.1;2.8.4;4.4.1;1.3.98,2.1.1.399,2.1.1;2.5.1;2.8.4;4.4.1;1.3.98,2.1.1.399
82256,2.3.2,2.3.2,6.3.2.14;6.3.5.9;6.3.5.11;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,,,2.3.2,2.3.2,6.3.2.14;6.3.5.9;6.3.5.11;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,,,2.7.11,2.3.2,6.3.2.14;6.3.5.9;6.3.5.11;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,,,2.7.11,2.3.2,6.3.2.14;6.3.5.9;6.3.5.11;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,,,2.7.11,2.3.2,6.3.2.14;6.3.5.9;6.3.5.11;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,,,2.3.1,2.3.2,,,2.3.1,2.3.2,,,2.3.1,,,,2.3.2.39,2.3.2.39,2.3.2.39,"2.3.2,0.9548899531364441;6.1.1,0.022798607125878334;2.3.1,0.01634996384382248;6.3.2,0.0010442775674164295;4.3.1,0.0009440765134058893",2.3.2.39,2.3.2;6.1.1;2.3.1;6.3.2;4.3.1,2.3.2.39,2.3.2;6.1.1;2.3.1;6.3.2;4.3.1,2.3.2.39,2.3.2;6.1.1;2.3.1;6.3.2;4.3.1,2.3.2.39,2.3.2;6.1.1;2.3.1;6.3.2;4.3.1,2.3.2.39
82316,2.6.1,2.6.1,2.6.1.92;2.6.1.34|2.6.1.91;2.6.1.98;2.6.1.102;2.6.1.59;2.6.1.90;2.6.1.-|2.6.1.106;2.6.1.33;1.2.1.38|2.3.1.1|2.6.1.11|2.7.2.8,,,2.6.1,2.6.1,2.6.1.92;2.6.1.34|2.6.1.91;2.6.1.98;2.6.1.102;2.6.1.59;2.6.1.90;2.6.1.-|2.6.1.106;2.6.1.33;1.2.1.38|2.3.1.1|2.6.1.11|2.7.2.8,,,2.6.1,2.6.1,2.6.1.92;2.6.1.34|2.6.1.91;2.6.1.98;2.6.1.102;2.6.1.59;2.6.1.90;2.6.1.-|2.6.1.106;2.6.1.33;1.2.1.38|2.3.1.1|2.6.1.11|2.7.2.8,,,2.6.1,2.6.1,2.6.1.92;2.6.1.34|2.6.1.91;2.6.1.98;2.6.1.102;2.6.1.59;2.6.1.90;2.6.1.-|2.6.1.106;2.6.1.33;1.2.1.38|2.3.1.1|2.6.1.11|2.7.2.8,,,2.6.1,2.6.1,2.6.1.92;2.6.1.34|2.6.1.91;2.6.1.98;2.6.1.102;2.6.1.59;2.6.1.90;2.6.1.-|2.6.1.106;2.6.1.33;1.2.1.38|2.3.1.1|2.6.1.11|2.7.2.8,,,2.6.1,2.6.1,,,2.6.1,2.6.1,,,2.6.1,,,,2.6.1.92,2.6.1.92,2.6.1.92,"2.6.1,0.9829656481742859;4.2.1,0.012157919816672802;1.14.11,0.0015701836673542857;1.4.1,0.0006805878365412354;4.1.1,0.0005180020234547555",2.6.1.92,2.6.1;4.2.1;1.14.11;1.4.1;4.1.1,2.6.1.92,2.6.1;4.2.1;1.14.11;1.4.1;4.1.1,2.6.1.92,2.6.1;4.2.1;1.14.11;1.4.1;4.1.1,2.6.1.92,2.6.1;4.2.1;1.14.11;1.4.1;4.1.1,2.6.1.92
82408,4.2.3,5.5.1;3.1.3,3.1.3.25|5.5.1.4;2.5.1.132;5.1.3.15|5.3.1.9,,,4.2.3,5.5.1;3.1.3,3.1.3.25|5.5.1.4;2.5.1.132;5.1.3.15|5.3.1.9,,,3.1.3,5.5.1;3.1.3,3.1.3.25|5.5.1.4;2.5.1.132;5.1.3.15|5.3.1.9,,,3.1.3,5.5.1;3.1.3,3.1.3.25|5.5.1.4;2.5.1.132;5.1.3.15|5.3.1.9,,,3.1.3,5.5.1;3.1.3,3.1.3.25|5.5.1.4;2.5.1.132;5.1.3.15|5.3.1.9,,,3.1.3,5.5.1;3.1.3,,,3.1.3,5.5.1;3.1.3,,,3.1.3,,,,4.2.3.230,4.2.3.230,4.2.3.230,"3.1.3,0.6280366778373718;5.3.1,0.25028789043426514;5.1.3,0.06686439365148544;1.1.1,0.01206921599805355;2.5.1,0.011443698778748512",4.2.3.230,3.1.3;5.3.1;5.1.3;1.1.1;2.5.1,4.2.3.230,3.1.3;5.3.1;5.1.3;1.1.1;2.5.1,4.2.3.230,3.1.3;5.3.1;5.1.3;1.1.1;2.5.1,4.2.3.230,3.1.3;5.3.1;5.1.3;1.1.1;2.5.1,4.2.3.230
