Reaction ID,Theia
R09385,"1.14.13,0.9999094009399414;1.14.14,4.6217679482651874e-05;3.3.2,1.961894304258749e-05;3.1.7,1.6460038750665262e-05;1.14.15,2.493695319571998e-06"
R05087,"4.1.1,0.999980092048645;2.7.8,9.62551621341845e-06;2.3.1,3.365797510923585e-06;4.1.2,1.0161061254621018e-06;4.3.1,8.500432500113675e-07"
R07499,"1.3.1,0.9707944989204407;1.1.1,0.02198295295238495;1.6.5,0.004601187538355589;2.3.1,0.000979250413365662;1.2.1,0.0002817366039380431"
R10041,"1.14.14,0.9701508283615112;1.14.13,0.016174886375665665;4.3.1,0.003171216696500778;1.14.99,0.0014441569801419973;2.3.1,0.000664130668155849"
R00325,"1.1.1,0.6619443297386169;4.1.3,0.2998889982700348;2.3.3,0.009118120186030865;2.3.1,0.00900027435272932;1.1.99,0.003949490375816822"
R03901,"4.4.1,0.6309361457824707;4.1.99,0.3684386610984802;4.5.1,0.0003704703412950039;4.1.2,3.88828557333909e-05;1.14.99,3.147277675452642e-05"
R05626,"2.7.1,0.9528185725212097;2.7.4,0.041775669902563095;2.1.1,0.0016078597400337458;2.3.1,0.001502291182987392;2.7.2,0.0008197250426746905"
R12124,"2.3.1,0.9617845416069031;2.7.1,0.03488161042332649;3.1.1,0.0029269030783325434;2.1.1,0.00038992599002085626;3.1.3,8.92304251465248e-06"
R09109,"1.14.13,0.9645385146141052;1.1.1,0.03342130035161972;1.14.14,0.000575896177906543;4.2.1,0.00036349211586639285;1.14.15,0.00028626227867789567"
R09598,"3.6.1,0.5688822269439697;6.3.5,0.10031069070100784;2.7.3,0.09810106456279755;3.6.4,0.05245201289653778;6.3.4,0.0381876640021801"
R03464,"3.5.4,0.9990686774253845;2.1.2,0.0003992621204815805;1.5.1,0.00031627214048057795;4.2.1,6.900752487126738e-05;1.5.99,4.817359149456024e-05"
R10395,"4.2.1,0.9994499087333679;5.4.4,0.0004636152880266309;1.14.14,1.585133941262029e-05;2.3.3,1.3542345186579041e-05;4.1.3,1.0694563570723403e-05"
R02303,"2.3.1,0.13771121203899384;2.7.4,0.1075223982334137;2.4.1,0.07033617049455643;5.1.3,0.06864075362682343;2.7.8,0.04989010840654373"
R10740,"1.1.1,0.3845524191856384;1.14.20,0.3816263973712921;1.14.11,0.07019086927175522;4.4.1,0.055198997259140015;4.1.1,0.02892850711941719"
R08969,"2.3.1,0.927946150302887;2.7.8,0.06659379601478577;1.14.13,0.002341831335797906;1.1.1,0.0022811084054410458;2.4.1,0.0005685616633854806"
R02367,"2.3.1,0.9999963045120239;1.2.1,1.8399426835458144e-06;3.1.2,8.998055704978469e-07;3.1.1,6.785847403989465e-07;2.3.3,3.4714869201479814e-08"
R02387,"2.3.1,0.9999804496765137;2.6.1,1.1634912880253978e-05;6.2.1,2.3438064999936614e-06;3.1.1,2.085368578264024e-06;2.3.3,1.1192200872756075e-06"
R08958,"1.1.1,0.9999481439590454;1.-.-,1.6270392734440975e-05;1.14.14,6.624432444368722e-06;1.3.1,6.298331754805986e-06;4.2.1,4.990698016626993e-06"
R08294,"1.14.13,0.7905304431915283;1.14.14,0.2051587849855423;1.14.12,0.001105159637518227;1.14.-,0.001090974546968937;1.-.-,0.0005103412549942732"
R11089,"2.5.1,0.9999709129333496;4.4.1,1.0326035408070311e-05;3.3.1,6.695094725728268e-06;2.1.1,2.2879430616740137e-06;2.2.1,2.212107347077108e-06"
R12921,"1.14.13,0.9988775849342346;1.14.14,0.000990185304544866;1.14.12,0.00010434217983856797;1.14.99,1.063580930349417e-05;1.14.-,6.239900812943233e-06"
R08894,"2.4.1,0.9797205328941345;4.6.1,0.016380729153752327;2.7.7,0.002311327960342169;2.7.1,0.0013870435068383813;2.4.2,6.920655141584575e-05"
R08908,"1.14.14,0.9999505281448364;1.14.13,3.061069583054632e-05;1.14.99,6.8126437327009626e-06;1.14.19,2.977955546157318e-06;1.5.-,1.7200239881276502e-06"
R07651,"3.4.13,0.5634663701057434;3.4.16,0.39958834648132324;3.4.11,0.018067535012960434;3.4.17,0.014160854741930962;3.2.1,0.0009645133395679295"
R07972,"1.13.12,0.9432733058929443;1.14.14,0.05422331765294075;1.14.13,0.0017925146967172623;4.1.99,0.00025802181335166097;1.7.3,0.00011418897338444367"
R06371,"3.7.1,0.9877222776412964;3.1.2,0.00504146795719862;3.1.1,0.004776831716299057;2.3.1,0.0014914394123479724;4.2.1,0.0004485003009904176"
R12787,"2.1.1,0.9999982118606567;2.3.1,1.6629126093903324e-06;3.1.1,6.32051921911625e-08;1.14.13,1.5146868648230338e-08;1.1.5,1.0135220662732536e-08"
R09827,"2.1.1,0.9997826218605042;2.5.1,0.00015997732407413423;1.-.-,3.852762529277243e-05;2.3.1,1.5413806977448985e-05;2.7.1,1.064820253304788e-06"
R09689,"5.4.99,0.9999979734420776;5.4.1,2.0290774500608677e-06;5.4.4,3.1246352172331626e-09;5.-.-,3.8773159682925495e-10;5.5.1,7.173913546543176e-11"
R02322,"3.5.1,0.9923898577690125;3.1.1,0.0014521012781187892;3.6.1,0.0012848253827542067;3.5.5,0.0009957823203876615;3.5.4,0.0007309607462957501"
R05166,"3.2.1,0.9991289973258972;2.4.1,0.0003886024933308363;3.1.4,0.00013642881822306663;3.5.1,7.182084664236754e-05;3.4.11,6.963266059756279e-05"
R05287,"3.1.1,0.6757107973098755;3.8.1,0.3076183497905731;2.5.1,0.005636218003928661;3.2.1,0.00551329692825675;3.-.-,0.0018782303668558598"
R10487,"1.14.11,0.9966649413108826;1.14.20,0.0027105791959911585;1.14.13,0.00019541944493539631;1.4.11,0.00014866188575979322;1.14.14,0.00010149090667255223"
R00478,"4.1.2,0.706833004951477;4.1.3,0.20159903168678284;2.6.1,0.08176514506340027;2.3.1,0.00948385987430811;4.1.1,0.00015036552213132381"
R07754,"2.3.1,1.0;6.2.1,1.05902024927218e-08;3.1.1,8.012389862699365e-09;3.1.2,4.032126632580457e-09;1.2.1,4.3545639316633356e-10"
R08999,"1.14.99,0.982347846031189;1.14.13,0.014965707436203957;1.14.14,0.001962571870535612;1.6.3,0.00023359176702797413;1.6.99,0.00012558404705487192"
R02376,"4.2.1,0.989345371723175;5.4.4,0.006676622666418552;4.3.3,0.001088734483346343;1.14.13,0.0010723726591095328;1.14.14,0.0003570405242498964"
R11262,"3.2.1,0.8814548850059509;3.4.11,0.029092630371451378;3.1.4,0.019690625369548798;3.1.1,0.011712104082107544;3.4.13,0.010398097336292267"
R13334,"2.3.1,0.9999679327011108;3.1.1,2.8912891139043495e-05;3.1.2,2.842268486347166e-06;3.2.1,1.0455458721025934e-07;3.5.1,6.853640854842524e-08"
R03896,"4.2.1,0.9998049139976501;1.2.1,6.340290565276518e-05;3.5.5,2.5580029614502564e-05;4.2.3,1.5352166883531027e-05;5.4.4,1.3526448128686752e-05"
R08758,"1.14.15,0.985609233379364;1.1.1,0.01285862922668457;1.14.13,0.0005788634880445898;4.1.1,0.00033340786467306316;1.1.-,0.00017741725605446845"
R06312,"5.5.1,0.9899800419807434;5.4.99,0.0031889830715954304;4.2.1,0.002445924561470747;3.1.7,0.002127805957570672;4.2.3,0.0018760388484224677"
R10748,"3.1.3,0.9872754216194153;3.6.1,0.011455281637609005;2.7.1,0.0006365777808241546;3.1.4,0.0005960917915217578;4.2.3,1.058583347912645e-05"
R12629,"1.3.1,0.9943854808807373;5.3.3,0.005474512930959463;1.1.1,0.00011824361718026921;1.3.99,1.0318974091205746e-05;4.2.1,5.120295099914074e-06"
R06927,"1.1.1,0.9811286926269531;1.3.1,0.008926132693886757;1.2.1,0.00615688506513834;1.-.-,0.0032912997994571924;1.1.99,0.00011024058039765805"
R10461,"2.6.99,0.9998143315315247;3.1.1,9.539702296024188e-05;1.7.99,2.6252702809870243e-05;2.3.1,2.506866803742014e-05;3.-.-,6.493471119028982e-06"
R00650,"2.1.1,0.9999996423721313;2.5.1,2.7928223289563903e-07;3.3.1,1.2624219891677058e-07;2.3.1,3.57851348553595e-08;3.13.1,1.98908907123041e-08"
R01648,"2.6.1,0.998997151851654;1.4.1,0.0008920409600250423;1.4.3,7.696921238675714e-05;4.1.1,1.769248592609074e-05;1.4.11,4.167671249888372e-06"
R00868,"1.1.1,0.9982056617736816;2.3.1,0.0006780657568015158;1.3.1,0.00027888137265108526;1.2.1,0.0001941202935995534;1.-.-,0.00014447272405959666"
R06610,"1.1.1,0.9999622106552124;1.14.13,1.694528509688098e-05;1.-.-,1.3464014955388848e-05;1.3.1,1.7479509324402898e-06;1.2.1,1.2150801467214478e-06"
R12221,"5.4.2,0.9379671812057495;2.7.1,0.06007023900747299;2.3.1,0.0012932921526953578;1.1.1,0.0002521574788261205;5.1.3,0.00018837334937416017"
R05795,"2.1.1,0.9999339580535889;2.7.1,6.480232696048915e-05;2.3.1,5.527606958821707e-07;2.5.1,2.771382412447565e-07;1.-.-,2.426353944429138e-07"
R03154,"2.8.3,0.5738711357116699;2.3.1,0.2873368561267853;4.1.3,0.01666121371090412;6.2.1,0.01104818657040596;4.2.1,0.008003546856343746"
R02329,"2.7.4,0.7740060091018677;2.7.1,0.19946995377540588;2.1.1,0.01891961507499218;6.2.1,0.002652202034369111;2.7.2,0.0017209263751283288"
R10932,"2.6.1,0.9939888715744019;4.1.1,0.003732146229594946;1.4.3,0.0016409287927672267;1.4.1,0.00040416649426333606;1.4.11,3.713549085659906e-05"
R02147,"2.4.2,0.9999196529388428;3.2.2,6.319929525488988e-05;2.7.8,8.576594154874329e-06;2.7.1,4.535463176580379e-06;2.7.3,1.3259407296573045e-06"
R02306,"4.2.3,0.9989104270935059;5.5.1,0.001058246474713087;3.1.7,2.396465788478963e-05;1.14.15,3.7005445392424008e-06;4.3.2,1.7860309071693337e-06"
R05716,"1.8.1,0.9994219541549683;1.1.1,0.0003514752315822989;1.8.4,5.6409367971355096e-05;1.6.4,4.4626543967751786e-05;1.8.5,3.475360063021071e-05"
R00875,"1.1.1,0.9997852444648743;1.1.99,8.093372889561579e-05;2.3.1,4.4753687689080834e-05;1.-.-,2.965573912661057e-05;1.3.1,2.484123433532659e-05"
R09893,"4.2.3,0.9992258548736572;1.3.-,0.00032243161695078015;5.5.1,0.0003174454905092716;5.4.99,9.474988473812118e-05;4.3.2,2.453804154356476e-05"
R12349,"5.4.99,0.8861808180809021;2.4.1,0.11158684641122818;1.14.13,0.00043965791701339185;5.4.1,0.0002600122825242579;2.8.3,0.0002322817745152861"
R07066,"1.14.13,0.5966252088546753;1.14.14,0.4029175639152527;1.14.12,0.00020089451572857797;1.14.18,8.862752292770892e-05;1.11.1,3.202507286914624e-05"
R00376,"2.7.4,0.28653791546821594;2.1.1,0.25426509976387024;2.6.99,0.21723653376102448;1.1.98,0.11514130979776382;2.7.1,0.04604564979672432"
R00763,"3.1.3,0.9999406337738037;3.6.1,4.821375114261173e-05;2.7.1,6.7713613134401385e-06;3.1.4,2.4404323539783945e-06;3.6.2,3.376929100795678e-07"
R08047,"1.7.1,0.9987626075744629;1.-.-,0.0011044866405427456;1.7.99,3.251840826123953e-05;1.7.-,2.472124651831109e-05;1.8.99,1.9030039766221307e-05"
R08899,"3.1.3,0.9916524291038513;3.6.1,0.006694419775158167;2.7.1,0.0010354977566748857;4.2.3,0.0003529523382894695;3.1.4,0.00020823869272135198"
R03942,"1.1.1,0.9931691884994507;1.3.1,0.005990779027342796;2.3.1,0.0005032017943449318;1.2.1,0.00024199843755923212;1.8.1,2.681350633793045e-05"
R10760,"4.1.2,0.9992414712905884;5.3.1,0.0004862485802732408;2.5.1,8.176628034561872e-05;1.1.1,4.3489777453942224e-05;1.1.2,2.0185450921417214e-05"
R02928,"1.1.1,0.9999414682388306;2.7.1,2.2262142010731623e-05;1.-.-,1.4949259821150918e-05;1.1.99,1.3160581147531047e-05;1.1.-,2.6397556212032214e-06"
R10365,"2.5.1,0.98384028673172;5.3.3,0.014723528176546097;4.2.1,0.0007923080702312291;1.14.13,0.0001856671879068017;5.5.1,0.00011768502008635551"
R07082,"3.3.2,0.8924779295921326;3.1.3,0.09528692066669464;4.2.1,0.002539664041250944;3.1.4,0.001549617387354374;3.2.1,0.0012993578566238284"
R10870,"4.2.2,0.9999997615814209;2.4.1,2.036357358292662e-07;5.4.99,1.2925513104278252e-08;3.2.1,2.829389389447101e-09;5.4.1,1.5690179155924966e-09"
R09850,"2.7.4,0.7740060091018677;2.7.1,0.19946995377540588;2.1.1,0.01891961507499218;6.2.1,0.002652202034369111;2.7.2,0.0017209263751283288"
R04361,"2.3.1,0.9999065399169922;2.7.1,6.481308810180053e-05;3.1.1,1.323609467362985e-05;1.3.1,6.514906544907717e-06;2.4.1,4.571454610413639e-06"
R07404,"6.3.4,0.9965296387672424;6.3.5,0.0017942998092621565;5.4.99,0.0007979823276400566;6.4.1,0.0004118845099583268;2.7.2,0.00028066791128367186"
R03918,"1.1.1,0.9981780052185059;1.2.1,0.0016208711313083768;1.11.1,5.154065729584545e-05;1.8.1,4.661908678826876e-05;1.6.5,3.276236020610668e-05"
R12568,"2.7.7,0.74260014295578;2.7.1,0.09708835184574127;2.4.99,0.08315200358629227;2.3.2,0.0351102277636528;2.7.4,0.015109989792108536"
R06941,"1.1.1,0.8492395877838135;2.3.1,0.14983037114143372;4.2.1,0.00039311638101935387;1.14.13,0.00011703343625413254;1.-.-,0.00010366214701207355"
R04537,"2.3.1,0.8623210191726685;4.2.1,0.13723188638687134;5.4.4,0.00013885012594982982;3.1.1,7.933465531095862e-05;1.14.13,6.432839290937409e-05"
R11363,"1.14.-,0.7130616307258606;1.14.13,0.19570252299308777;1.97.1,0.03284616023302078;1.13.11,0.011671029031276703;1.14.12,0.009661059826612473"
R13014,"4.1.99,0.8237724304199219;4.2.1,0.06142039969563484;4.3.3,0.023969635367393494;1.14.20,0.02341078408062458;4.4.1,0.018837466835975647"
R03104,"1.1.1,0.9999058246612549;1.-.-,2.5555837055435404e-05;1.12.1,1.954976687557064e-05;1.4.1,1.1455423191364389e-05;1.1.99,9.587361091689672e-06"
R04315,"1.17.4,0.999890923500061;1.11.1,3.0826708098175004e-05;1.8.4,1.8249646018375643e-05;1.8.98,1.5472667655558325e-05;1.8.1,9.754097845871001e-06"
R09592,"2.7.3,0.6090922355651855;6.3.2,0.3800244927406311;2.7.1,0.002736493246629834;2.6.1,0.0015078728320077062;1.1.1,0.0012470424408093095"
R01003,"3.1.3,0.9972136616706848;2.7.1,0.0016551704611629248;3.6.1,0.0006982237682677805;2.5.1,0.00032532771001569927;3.1.4,6.290756573434919e-05"
R12213,"2.1.1,1.0;1.-.-,2.770995455661507e-12;2.3.1,4.789044594916136e-13;2.5.1,1.344427227965156e-13;3.3.1,5.75436440576442e-14"
R06805,"2.4.1,0.5489302277565002;2.7.7,0.4416957497596741;6.2.1,0.002924493746832013;2.7.4,0.0009416090906597674;2.7.1,0.0007193348137661815"
R09834,"2.7.8,0.3781375586986542;3.2.1,0.25742682814598083;2.7.7,0.08852129429578781;2.4.1,0.06163446605205536;3.1.3,0.055008694529533386"
R08186,"3.1.2,0.9574896693229675;3.1.1,0.016434019431471825;2.3.1,0.010376030579209328;1.2.1,0.005117138382047415;1.2.3,0.0035724169574677944"
R00431,"4.1.1,0.9999974966049194;2.7.1,1.6474484709760873e-06;2.7.11,6.385923256857495e-07;2.5.1,5.541399161756999e-08;1.2.4,5.072151409990511e-08"
R08115,"1.13.11,0.9999520778656006;5.5.1,3.68629080185201e-05;1.14.14,5.966349363006884e-06;1.14.12,1.6273164646918303e-06;1.3.1,1.5259475958373514e-06"
R03542,"3.5.5,0.9999912977218628;4.2.1,1.8560858734417707e-06;4.3.1,1.4711215499119135e-06;1.5.99,1.1829770301119424e-06;1.4.99,1.0115800250787288e-06"
R12515,"3.1.1,0.9268932342529297;3.5.1,0.0715542584657669;3.4.16,0.00045810185838490725;3.4.21,0.0003710239543579519;3.4.19,0.0002926306624431163"
R09665,"2.4.1,0.9999549388885498;2.7.7,1.8242983060190454e-05;3.2.1,1.533546128484886e-05;2.4.2,9.423014489584602e-06;6.2.1,5.150822630639595e-07"
R13055,"2.3.1,0.8363108038902283;2.7.8,0.07760093361139297;2.6.1,0.050290558487176895;1.1.1,0.01008317805826664;1.3.1,0.007679265458136797"
R02649,"2.7.2,0.9872898459434509;2.7.1,0.004350663162767887;6.2.1,0.004257053602486849;3.6.1,0.0009235214092768729;2.7.4,0.0007088427082635462"
R05354,"1.14.12,0.5047078728675842;1.3.1,0.3978254199028015;1.1.1,0.07936743646860123;1.-.-,0.014257481321692467;5.4.4,0.0018265731632709503"
R00449,"1.13.12,0.9862167835235596;4.1.1,0.007595779839903116;1.14.20,0.0021551279351115227;1.13.11,0.0013489300617948174;1.14.13,0.00039990604273043573"
R02992,"3.1.1,0.9998921155929565;1.1.1,2.7003507057088427e-05;3.5.1,2.6564885047264397e-05;3.2.1,1.1882002581842244e-05;3.7.1,1.1309397450531833e-05"
R11586,"2.3.1,0.9588115811347961;1.1.1,0.020456090569496155;2.3.2,0.002786739729344845;2.8.1,0.0026483063120394945;5.3.1,0.002490181243047118"
R07951,"4.2.1,0.9967033267021179;2.3.1,0.0013151477323845029;5.3.3,0.000975197646766901;3.1.2,0.0003066649951506406;5.4.4,0.000270992488367483"
R05384,"4.5.1,0.9996609687805176;1.97.1,0.00027538943686522543;2.5.1,2.07657376449788e-05;2.6.1,1.1858122888952494e-05;5.1.1,8.185473234334495e-06"
R07311,"3.2.1,0.8663676977157593;3.6.1,0.05292649194598198;3.13.1,0.04374636337161064;3.1.4,0.00795617513358593;3.4.17,0.005009142681956291"
R10508,"2.5.1,0.8185563683509827;5.5.1,0.17523902654647827;2.3.1,0.0033478986006230116;4.2.3,0.000994315487332642;4.2.99,0.0005962027935311198"
R00955,"2.3.1,0.758491039276123;5.1.3,0.09601255506277084;2.4.2,0.08835125714540482;2.7.4,0.008960447274148464;1.14.14,0.008491577580571175"
R05372,"3.8.1,0.9565289616584778;3.7.1,0.014006945304572582;1.2.1,0.013123530894517899;4.2.1,0.007661380805075169;1.1.1,0.0032687291968613863"
R09730,"5.3.3,0.5661340355873108;2.5.1,0.429157018661499;2.7.1,0.0006991998525336385;2.7.8,0.0005514453514479101;1.14.99,0.0005449618329294026"
R11030,"1.14.11,0.9832645058631897;1.14.20,0.006397082936018705;1.14.99,0.0038940985687077045;4.1.1,0.0030297900084406137;1.1.99,0.0016826661303639412"
R11891,"2.7.4,0.7740060091018677;2.7.1,0.19946995377540588;2.1.1,0.01891961507499218;6.2.1,0.002652202034369111;2.7.2,0.0017209263751283288"
R10367,"1.14.13,0.9999990463256836;1.14.14,5.728512633140781e-07;1.14.15,2.8867168566648616e-07;1.14.-,7.214659092369402e-08;1.13.12,4.188078861488975e-08"
R00114,"1.4.1,0.9932743310928345;1.1.1,0.004068113397806883;1.8.1,0.0007175704231485724;2.6.1,0.0006695843767374754;1.5.1,0.0002424556005280465"
R02191,"2.3.1,0.999397873878479;3.1.1,0.00031341053545475006;2.6.1,8.816324407234788e-05;6.2.1,5.779923958471045e-05;3.1.2,4.299315332900733e-05"
R10563,"1.1.1,0.993778645992279;1.2.1,0.00574095081537962;1.3.1,0.0001923627860378474;4.1.2,0.00010337179992347956;2.3.1,8.038858504733071e-05"
R06921,"1.13.-,0.999940037727356;5.3.99,4.4440585043048486e-05;4.2.1,7.359476512647234e-06;1.14.14,6.405338808690431e-06;1.14.-,8.684546628501266e-07"
R01358,"3.1.2,0.9889011383056641;2.3.1,0.006725806277245283;3.1.1,0.002975435694679618;2.3.3,0.001173466327600181;6.2.1,5.931066698394716e-05"
R13011,"1.1.99,0.6108399033546448;1.14.11,0.3718920946121216;1.4.11,0.012054143473505974;1.1.5,0.0038152579218149185;1.14.20,0.0007355781854130328"
R12472,"2.4.1,0.9746822714805603;2.7.7,0.021363068372011185;3.2.1,0.00082574033876881;2.3.1,0.0006952220574021339;2.4.-,0.0005709074321202934"
R07511,"2.1.1,0.891356885433197;5.2.1,0.059472858905792236;4.2.1,0.03730155527591705;2.5.1,0.008220026269555092;4.3.1,0.0013082860969007015"
R07214,"1.14.17,0.9999890327453613;1.13.11,5.668246103596175e-06;1.13.-,1.0011949598265346e-06;1.13.12,7.914244974926987e-07;1.14.11,6.015089866195922e-07"
R09081,"4.1.1,0.9994723200798035;2.7.8,9.658149792812765e-05;2.6.1,8.29023847472854e-05;2.3.1,5.7839937653625384e-05;2.7.11,3.677203130791895e-05"
R09932,"1.1.1,0.9987173080444336;1.2.1,0.00030433732899837196;4.1.2,0.0003022011660505086;1.3.1,0.0001986750721698627;1.-.-,7.845827349228784e-05"
R11089,"2.5.1,0.9999709129333496;4.4.1,1.0326035408070311e-05;3.3.1,6.695094725728268e-06;2.1.1,2.2879430616740137e-06;2.2.1,2.212107347077108e-06"
R12041,"2.1.1,0.7109652757644653;1.-.-,0.255546510219574;6.-.-,0.007397664710879326;1.3.99,0.007049266714602709;2.3.2,0.004506001248955727"
R03488,"2.4.1,0.7654885053634644;2.4.99,0.23326073586940765;3.1.3,0.0009863805025815964;3.1.4,0.00011761585483327508;3.2.1,5.9246187447570264e-05"
R04368,"2.1.1,0.9998453855514526;2.7.1,0.0001527354324935004;1.14.19,8.511130431543279e-07;2.7.2,3.2540899042032834e-07;2.3.1,1.544217127502634e-07"
R00470,"4.1.3,0.9999377727508545;4.1.2,4.477075708564371e-05;2.6.1,6.29061833024025e-06;1.1.1,3.829896741081029e-06;4.2.1,2.0091456462978385e-06"
R07398,"3.1.4,0.8628937602043152;3.1.3,0.12491832673549652;2.7.1,0.011044802144169807;2.4.1,0.0009557398734614253;4.6.1,5.595749098574743e-05"
R08644,"2.3.3,0.9919670224189758;4.1.3,0.0038534970954060555;4.2.1,0.0021613026037812233;2.3.1,0.0018161155749112368;3.1.2,0.00010933229350484908"
R03186,"1.11.1,0.635554313659668;1.8.5,0.1861005574464798;1.6.5,0.1075345128774643;1.10.3,0.05711125582456589;1.5.5,0.0075612119399011135"
R12828,"1.14.13,0.9401456117630005;1.14.14,0.050698842853307724;1.11.1,0.003936115186661482;1.13.12,0.0016369064105674624;1.14.-,0.000809930672403425"
R05295,"1.13.11,0.999972939491272;1.14.12,1.9255734514445066e-05;1.14.99,5.839221103087766e-06;4.1.99,1.2517660934463493e-06;1.14.14,1.6610817965556635e-07"
R07754,"2.3.1,1.0;6.2.1,1.05902024927218e-08;3.1.1,8.012389862699365e-09;3.1.2,4.032126632580457e-09;1.2.1,4.3545639316633356e-10"
R13314,"5.5.1,0.9999970197677612;4.2.1,8.487299965054262e-07;2.5.1,7.079599413373217e-07;4.5.1,3.8317074313454214e-07;4.3.1,3.1523694588031503e-07"
R03685,"3.2.1,0.9999949932098389;3.4.13,2.3002874058875022e-06;3.4.11,1.2139687441958813e-06;3.4.17,5.020292519475333e-07;3.6.3,3.154197543153714e-07"
R12575,"6.2.1,0.9998716115951538;2.7.2,5.3682942962041125e-05;2.7.1,4.1602692363085225e-05;2.8.3,2.101031714119017e-05;2.1.1,4.492079369811108e-06"
R03832,"2.1.1,1.0;1.14.21,5.647504242034529e-09;6.3.2,3.1335567474144455e-10;1.3.98,6.965208965148406e-11;2.5.1,3.31266195030544e-11"
R10666,"4.2.1,0.9673359990119934;5.4.4,0.032078903168439865;4.1.3,0.0002107536856783554;4.2.3,0.00012315438652876765;3.3.2,6.769057654310018e-05"
R13052,"3.2.1,0.9998328685760498;2.4.1,8.994869131129235e-05;3.1.1,4.193471613689326e-05;2.3.1,2.301100357726682e-05;3.4.13,4.240566795488121e-06"
R02536,"1.2.1,0.9989196062088013;1.1.1,0.0006746891303919256;1.8.1,0.0001084279574570246;1.2.99,9.635343303671107e-05;1.5.1,6.341808330034837e-05"
R11206,"2.8.3,0.8720389008522034;2.3.1,0.11802979558706284;5.3.3,0.0030647297389805317;1.3.1,0.0028741529677063227;4.2.1,0.0013169534504413605"
R12910,"1.14.13,0.9979460835456848;1.14.14,0.000812232494354248;2.3.1,0.0002609766670502722;1.14.-,0.00025725673185661435;1.13.12,0.00018757117504719645"
R03176,"1.1.1,0.9988633394241333;1.1.-,0.000644528481643647;5.3.3,0.00010698980622692034;1.1.5,8.729139517527074e-05;1.3.1,6.261411908781156e-05"
R07905,"2.1.1,0.9976053237915039;2.7.4,0.0006048655486665666;2.7.8,0.0005654505803249776;2.4.1,0.0005597854615189135;2.3.1,0.00013274556840769947"
R02789,"2.4.1,0.9999984502792358;2.7.7,1.1099574521722388e-06;2.4.2,1.2265030591152026e-07;2.7.1,9.238638654096576e-08;3.2.1,5.788807300177723e-08"
R00652,"2.6.1,0.9999655485153198;4.1.3,3.415233732084744e-05;4.1.1,2.5595315378268424e-07;4.3.2,1.3189324299389682e-08;4.1.2,7.80495756913524e-09"
R13288,"4.1.2,0.7858801484107971;1.1.1,0.07984405755996704;4.2.1,0.05107179284095764;1.2.3,0.025327185168862343;3.1.1,0.013300586491823196"
R10446,"1.14.11,0.9989237189292908;1.4.11,0.0007559066289104521;1.14.20,0.0002921701525337994;2.6.1,1.6597663488937542e-05;3.4.-,5.180555945116794e-06"
R00439,"2.7.7,0.8899878263473511;2.7.1,0.04223210737109184;2.1.1,0.01475637499243021;2.7.4,0.01409425400197506;3.6.1,0.006532153580337763"
R11281,"3.1.3,0.9768998622894287;3.6.1,0.020826442167162895;2.7.1,0.0010068007977679372;3.1.4,0.0005132989608682692;4.2.3,0.0002872401673812419"
R07500,"2.5.1,0.9961445331573486;4.1.1,0.0037069523241370916;5.3.3,4.133475886192173e-05;2.2.1,1.767347384884488e-05;4.2.1,1.620216789888218e-05"
R10404,"2.1.1,0.9999998807907104;2.3.1,7.617415320737564e-08;2.5.1,2.7275877556576233e-08;6.3.2,8.20391488076666e-09;2.6.1,5.243200096316514e-09"
R12289,"2.3.1,0.9950093030929565;3.1.2,0.004663999192416668;3.1.1,0.0003252220922149718;1.1.1,3.614308923260978e-07;6.2.1,2.2415488842852938e-07"
R11354,"1.10.3,0.5568289160728455;1.14.99,0.22025667130947113;1.14.18,0.05110911279916763;1.4.3,0.03831665217876434;3.5.4,0.032471317797899246"
R03369,"1.14.13,0.9679323434829712;1.14.14,0.028918292373418808;1.14.-,0.0013335279654711485;1.14.15,0.0007496114121749997;1.-.-,0.0003911545791197568"
R02447,"2.3.1,0.9999767541885376;4.1.1,1.260420322068967e-05;6.2.1,3.748887820620439e-06;3.1.2,2.3838404104026267e-06;1.2.7,1.543281086924253e-06"
R02718,"2.5.1,0.762090265750885;2.3.1,0.11424656957387924;5.1.1,0.04689604416489601;2.7.1,0.013232733123004436;2.7.4,0.010243697091937065"
R10231,"3.5.4,0.9997425675392151;3.5.99,0.00010668826871551573;3.3.1,2.5677174562588334e-05;3.4.17,2.2250964320846833e-05;1.11.1,1.3485072486218996e-05"
R07753,"2.4.1,0.9908129572868347;3.2.1,0.005217822268605232;2.7.7,0.002132498426362872;2.4.2,0.0010586747666820884;5.1.3,0.0002602877211757004"
R00457,"2.6.1,0.999987006187439;1.4.3,7.561853180959588e-06;1.4.1,4.1784660425037146e-06;4.1.1,4.2768149910443753e-07;1.4.11,1.3554998190556944e-07"
R01762,"3.2.1,0.9700221419334412;5.4.99,0.012325068935751915;3.7.1,0.008014731109142303;3.2.2,0.0025644483976066113;3.5.1,0.0015633460134267807"
R09757,"2.4.1,0.9990885257720947;2.3.1,0.0008377551566809416;2.7.7,6.788790778955445e-05;2.7.1,2.2039967007003725e-06;3.1.1,1.0688510201362078e-06"
R00474,"2.2.1,0.7662427425384521;4.1.1,0.20920518040657043;4.1.3,0.023452280089259148;4.1.2,0.0003360934788361192;1.1.1,0.00032770042889751494"
