,Score,Seq. ID,Description,Organism Source,Tax. distance,Rxn. ID,Rxn. ID - additional,EC Number,Uniprot protein evidence,Consv. Score,Rxn Sim.,Rxn Sim RF.,Direction Used,Combined score,% helices,% sheets,% turns,% coils,Mol. Weight,Isoelec. Point,Polar %,Query,Hit
30,88.9,P83000,Glutathione S-transferase (Fragment),Pseudomonas sp. (strain M1) OX=95619 PE=1 SV=1,11.0,MNXR113772,-,1.1.1.124;1.1.1.138;1.1.1.14;1.1.1.67;1.1.99.11;1.14.13.50;2.1.1.280;2.5.1.18;2.5.1.48;2.7.1.59;3.2.1.14;3.2.1.165;4.1.3.3;4.2.1.66;5.1.3.8,1.0,0.0,1.0,1.0,1,1.0,-100.0,-500.0,-0.0,-900.0,1607.94,9.7000,46.667,CSCC[C@H]([NH3+])C(=O)[O-].C[Se]C[C@H]([NH3+])C(=O)[O-].[H+]>>C[S+](C)CC[C@H]([NH3+])C(=O)[O-].[NH3+][C@@H](C[SeH])C(=O)[O-],C[S+](C)CC[C@H]([NH3+])C(=O)[O-].[NH3+][C@@H](C[SeH])C(=O)[O-]>>C[Se]C[C@H]([NH3+])C(=O)[O-].[H+].CSCC[C@H]([NH3+])C(=O)[O-]
31,88.9,P83001,Glutathione S-transferase (Fragment),Pseudomonas fluorescens OX=294 PE=1 SV=1,11.0,MNXR113772,-,1.1.1.124;1.1.1.138;1.1.1.14;1.1.1.67;1.1.99.11;1.14.13.50;2.1.1.280;2.5.1.18;2.5.1.48;2.7.1.59;3.2.1.14;3.2.1.165;4.1.3.3;4.2.1.66;5.1.3.8,1.0,0.0,1.0,1.0,1,1.0,150.0,0.0,28.6,35.7,3470.19,7.5328,33.333,CSCC[C@H]([NH3+])C(=O)[O-].C[Se]C[C@H]([NH3+])C(=O)[O-].[H+]>>C[S+](C)CC[C@H]([NH3+])C(=O)[O-].[NH3+][C@@H](C[SeH])C(=O)[O-],C[S+](C)CC[C@H]([NH3+])C(=O)[O-].[NH3+][C@@H](C[SeH])C(=O)[O-]>>C[Se]C[C@H]([NH3+])C(=O)[O-].[H+].CSCC[C@H]([NH3+])C(=O)[O-]
32,88.9,Q8D9M7,N-acetyl-D-glucosamine kinase,Vibrio vulnificus (strain CMCP6) OX=216895,11.0,MNXR113772,-,1.1.1.124;1.1.1.138;1.1.1.14;1.1.1.67;1.1.99.11;1.14.13.50;2.1.1.280;2.5.1.18;2.5.1.48;2.7.1.59;3.2.1.14;3.2.1.165;4.1.3.3;4.2.1.66;5.1.3.8,1.0,0.0,1.0,1.0,1,1.0,51.6,21.6,13.6,18.8,32570.30,4.8958,37.294,CSCC[C@H]([NH3+])C(=O)[O-].C[Se]C[C@H]([NH3+])C(=O)[O-].[H+]>>C[S+](C)CC[C@H]([NH3+])C(=O)[O-].[NH3+][C@@H](C[SeH])C(=O)[O-],C[S+](C)CC[C@H]([NH3+])C(=O)[O-].[NH3+][C@@H](C[SeH])C(=O)[O-]>>C[Se]C[C@H]([NH3+])C(=O)[O-].[H+].CSCC[C@H]([NH3+])C(=O)[O-]
33,88.9,A0KYQ6,N-acetylgalactosamine kinase AgaK,Shewanella sp. (strain ANA-3) OX=94122,11.0,MNXR113772,-,1.1.1.124;1.1.1.138;1.1.1.14;1.1.1.67;1.1.99.11;1.14.13.50;2.1.1.280;2.5.1.18;2.5.1.48;2.7.1.59;3.2.1.14;3.2.1.165;4.1.3.3;4.2.1.66;5.1.3.8,1.0,0.0,1.0,1.0,1,1.0,29.5,38.4,18.8,18.8,32281.96,4.7002,35.714,CSCC[C@H]([NH3+])C(=O)[O-].C[Se]C[C@H]([NH3+])C(=O)[O-].[H+]>>C[S+](C)CC[C@H]([NH3+])C(=O)[O-].[NH3+][C@@H](C[SeH])C(=O)[O-],C[S+](C)CC[C@H]([NH3+])C(=O)[O-].[NH3+][C@@H](C[SeH])C(=O)[O-]>>C[Se]C[C@H]([NH3+])C(=O)[O-].[H+].CSCC[C@H]([NH3+])C(=O)[O-]
34,88.7,P44554,N-acetyl-D-glucosamine kinase,Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) OX=71421,11.0,MNXR113772,-,1.1.1.124;1.1.1.138;1.1.1.14;1.1.1.67;1.1.99.11;1.14.13.50;2.1.1.280;2.5.1.18;2.5.1.48;2.7.1.59;3.2.1.14;3.2.1.165;4.1.3.3;4.2.1.66;5.1.3.8,3.0,0.0,1.0,1.0,1,1.0,44.8,28.5,10.8,21.5,33106.88,5.6623,39.803,CSCC[C@H]([NH3+])C(=O)[O-].C[Se]C[C@H]([NH3+])C(=O)[O-].[H+]>>C[S+](C)CC[C@H]([NH3+])C(=O)[O-].[NH3+][C@@H](C[SeH])C(=O)[O-],C[S+](C)CC[C@H]([NH3+])C(=O)[O-].[NH3+][C@@H](C[SeH])C(=O)[O-]>>C[Se]C[C@H]([NH3+])C(=O)[O-].[H+].CSCC[C@H]([NH3+])C(=O)[O-]
35,88.7,P44521,Glutathione S-transferase,Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) OX=71421,11.0,MNXR113772,-,1.1.1.124;1.1.1.138;1.1.1.14;1.1.1.67;1.1.99.11;1.14.13.50;2.1.1.280;2.5.1.18;2.5.1.48;2.7.1.59;3.2.1.14;3.2.1.165;4.1.3.3;4.2.1.66;5.1.3.8,3.0,0.0,1.0,1.0,1,1.0,60.1,23.3,11.9,13.0,23925.43,6.1578,45.455,CSCC[C@H]([NH3+])C(=O)[O-].C[Se]C[C@H]([NH3+])C(=O)[O-].[H+]>>C[S+](C)CC[C@H]([NH3+])C(=O)[O-].[NH3+][C@@H](C[SeH])C(=O)[O-],C[S+](C)CC[C@H]([NH3+])C(=O)[O-].[NH3+][C@@H](C[SeH])C(=O)[O-]>>C[Se]C[C@H]([NH3+])C(=O)[O-].[H+].CSCC[C@H]([NH3+])C(=O)[O-]
36,88.7,Q6LRC2,N-acetyl-D-glucosamine kinase,Photobacterium profundum (strain SS9) OX=298386,11.0,MNXR113772,-,1.1.1.124;1.1.1.138;1.1.1.14;1.1.1.67;1.1.99.11;1.14.13.50;2.1.1.280;2.5.1.18;2.5.1.48;2.7.1.59;3.2.1.14;3.2.1.165;4.1.3.3;4.2.1.66;5.1.3.8,3.0,0.0,1.0,1.0,1,1.0,43.6,28.2,15.7,18.1,32733.51,5.8307,39.604,CSCC[C@H]([NH3+])C(=O)[O-].C[Se]C[C@H]([NH3+])C(=O)[O-].[H+]>>C[S+](C)CC[C@H]([NH3+])C(=O)[O-].[NH3+][C@@H](C[SeH])C(=O)[O-],C[S+](C)CC[C@H]([NH3+])C(=O)[O-].[NH3+][C@@H](C[SeH])C(=O)[O-]>>C[Se]C[C@H]([NH3+])C(=O)[O-].[H+].CSCC[C@H]([NH3+])C(=O)[O-]
37,88.7,B5FEF2,N-acetyl-D-glucosamine kinase,Aliivibrio fischeri (strain MJ11) OX=388396,11.0,MNXR113772,-,1.1.1.124;1.1.1.138;1.1.1.14;1.1.1.67;1.1.99.11;1.14.13.50;2.1.1.280;2.5.1.18;2.5.1.48;2.7.1.59;3.2.1.14;3.2.1.165;4.1.3.3;4.2.1.66;5.1.3.8,3.0,0.0,1.0,1.0,1,1.0,50.9,19.2,14.6,20.9,32736.26,4.9705,38.944,CSCC[C@H]([NH3+])C(=O)[O-].C[Se]C[C@H]([NH3+])C(=O)[O-].[H+]>>C[S+](C)CC[C@H]([NH3+])C(=O)[O-].[NH3+][C@@H](C[SeH])C(=O)[O-],C[S+](C)CC[C@H]([NH3+])C(=O)[O-].[NH3+][C@@H](C[SeH])C(=O)[O-]>>C[Se]C[C@H]([NH3+])C(=O)[O-].[H+].CSCC[C@H]([NH3+])C(=O)[O-]
38,87.7,Q87PK8,N-acetyl-D-glucosamine kinase,Vibrio parahaemolyticus serotype O3:K6 (strain RIMD 2210633) OX=223926,12.0,MNXR113772,-,1.1.1.124;1.1.1.138;1.1.1.14;1.1.1.67;1.1.99.11;1.14.13.50;2.1.1.280;2.5.1.18;2.5.1.48;2.7.1.59;3.2.1.14;3.2.1.165;4.1.3.3;4.2.1.66;5.1.3.8,3.0,0.0,1.0,1.0,1,1.0,51.7,19.2,15.0,19.6,32775.39,4.8419,39.073,CSCC[C@H]([NH3+])C(=O)[O-].C[Se]C[C@H]([NH3+])C(=O)[O-].[H+]>>C[S+](C)CC[C@H]([NH3+])C(=O)[O-].[NH3+][C@@H](C[SeH])C(=O)[O-],C[S+](C)CC[C@H]([NH3+])C(=O)[O-].[NH3+][C@@H](C[SeH])C(=O)[O-]>>C[Se]C[C@H]([NH3+])C(=O)[O-].[H+].CSCC[C@H]([NH3+])C(=O)[O-]
39,87.7,B0BSI2,N-acetylneuraminate lyase,Actinobacillus pleuropneumoniae serotype 3 (strain JL03) OX=434271,12.0,MNXR113772,-,1.1.1.124;1.1.1.138;1.1.1.14;1.1.1.67;1.1.99.11;1.14.13.50;2.1.1.280;2.5.1.18;2.5.1.48;2.7.1.59;3.2.1.14;3.2.1.165;4.1.3.3;4.2.1.66;5.1.3.8,3.0,0.0,1.0,1.0,1,1.0,51.1,28.6,10.9,15.2,32330.39,5.7673,40.753,CSCC[C@H]([NH3+])C(=O)[O-].C[Se]C[C@H]([NH3+])C(=O)[O-].[H+]>>C[S+](C)CC[C@H]([NH3+])C(=O)[O-].[NH3+][C@@H](C[SeH])C(=O)[O-],C[S+](C)CC[C@H]([NH3+])C(=O)[O-].[NH3+][C@@H](C[SeH])C(=O)[O-]>>C[Se]C[C@H]([NH3+])C(=O)[O-].[H+].CSCC[C@H]([NH3+])C(=O)[O-]
40,85.7,Q92WP0,N-acetylneuraminate lyase,Rhizobium meliloti (strain 1021) OX=266834,14.0,MNXR113772,-,1.1.1.124;1.1.1.138;1.1.1.14;1.1.1.67;1.1.99.11;1.14.13.50;2.1.1.280;2.5.1.18;2.5.1.48;2.7.1.59;3.2.1.14;3.2.1.165;4.1.3.3;4.2.1.66;5.1.3.8,3.0,0.0,1.0,1.0,1,1.0,51.2,26.9,11.7,15.9,32380.25,6.2543,38.127,CSCC[C@H]([NH3+])C(=O)[O-].C[Se]C[C@H]([NH3+])C(=O)[O-].[H+]>>C[S+](C)CC[C@H]([NH3+])C(=O)[O-].[NH3+][C@@H](C[SeH])C(=O)[O-],C[S+](C)CC[C@H]([NH3+])C(=O)[O-].[NH3+][C@@H](C[SeH])C(=O)[O-]>>C[Se]C[C@H]([NH3+])C(=O)[O-].[H+].CSCC[C@H]([NH3+])C(=O)[O-]
41,84.9,P29116,Chitinase 47 kDa (Fragment),Streptomyces olivaceoviridis OX=1921 PE=1 SV=1,15.0,MNXR113772,-,1.1.1.124;1.1.1.138;1.1.1.14;1.1.1.67;1.1.99.11;1.14.13.50;2.1.1.280;2.5.1.18;2.5.1.48;2.7.1.59;3.2.1.14;3.2.1.165;4.1.3.3;4.2.1.66;5.1.3.8,1.0,0.0,1.0,1.0,1,1.0,36.4,100.0,81.8,27.3,3180.29,8.9519,44.444,CSCC[C@H]([NH3+])C(=O)[O-].C[Se]C[C@H]([NH3+])C(=O)[O-].[H+]>>C[S+](C)CC[C@H]([NH3+])C(=O)[O-].[NH3+][C@@H](C[SeH])C(=O)[O-],C[S+](C)CC[C@H]([NH3+])C(=O)[O-].[NH3+][C@@H](C[SeH])C(=O)[O-]>>C[Se]C[C@H]([NH3+])C(=O)[O-].[H+].CSCC[C@H]([NH3+])C(=O)[O-]
42,84.9,P84754,Chitinase (Fragment),Streptomyces violaceus OX=1936 PE=1 SV=1,15.0,MNXR113772,-,1.1.1.124;1.1.1.138;1.1.1.14;1.1.1.67;1.1.99.11;1.14.13.50;2.1.1.280;2.5.1.18;2.5.1.48;2.7.1.59;3.2.1.14;3.2.1.165;4.1.3.3;4.2.1.66;5.1.3.8,1.0,0.0,1.0,1.0,1,1.0,-0.0,-700.0,-400.0,-400.0,1638.75,4.1843,46.667,CSCC[C@H]([NH3+])C(=O)[O-].C[Se]C[C@H]([NH3+])C(=O)[O-].[H+]>>C[S+](C)CC[C@H]([NH3+])C(=O)[O-].[NH3+][C@@H](C[SeH])C(=O)[O-],C[S+](C)CC[C@H]([NH3+])C(=O)[O-].[NH3+][C@@H](C[SeH])C(=O)[O-]>>C[Se]C[C@H]([NH3+])C(=O)[O-].[H+].CSCC[C@H]([NH3+])C(=O)[O-]
43,83.9,P99123,N-acetylneuraminate lyase,Staphylococcus aureus (strain N315) OX=158879,16.0,MNXR113772,-,1.1.1.124;1.1.1.138;1.1.1.14;1.1.1.67;1.1.99.11;1.14.13.50;2.1.1.280;2.5.1.18;2.5.1.48;2.7.1.59;3.2.1.14;3.2.1.165;4.1.3.3;4.2.1.66;5.1.3.8,1.0,0.0,1.0,1.0,1,1.0,48.4,26.0,12.3,19.1,33100.63,4.6467,45.734,CSCC[C@H]([NH3+])C(=O)[O-].C[Se]C[C@H]([NH3+])C(=O)[O-].[H+]>>C[S+](C)CC[C@H]([NH3+])C(=O)[O-].[NH3+][C@@H](C[SeH])C(=O)[O-],C[S+](C)CC[C@H]([NH3+])C(=O)[O-].[NH3+][C@@H](C[SeH])C(=O)[O-]>>C[Se]C[C@H]([NH3+])C(=O)[O-].[H+].CSCC[C@H]([NH3+])C(=O)[O-]
44,83.9,Q2G160,N-acetylneuraminate lyase,Staphylococcus aureus (strain NCTC 8325 / PS 47) OX=93061,16.0,MNXR113772,-,1.1.1.124;1.1.1.138;1.1.1.14;1.1.1.67;1.1.99.11;1.14.13.50;2.1.1.280;2.5.1.18;2.5.1.48;2.7.1.59;3.2.1.14;3.2.1.165;4.1.3.3;4.2.1.66;5.1.3.8,1.0,0.0,1.0,1.0,1,1.0,47.7,26.0,13.0,19.1,33042.59,4.7066,45.392,CSCC[C@H]([NH3+])C(=O)[O-].C[Se]C[C@H]([NH3+])C(=O)[O-].[H+]>>C[S+](C)CC[C@H]([NH3+])C(=O)[O-].[NH3+][C@@H](C[SeH])C(=O)[O-],C[S+](C)CC[C@H]([NH3+])C(=O)[O-].[NH3+][C@@H](C[SeH])C(=O)[O-]>>C[Se]C[C@H]([NH3+])C(=O)[O-].[H+].CSCC[C@H]([NH3+])C(=O)[O-]
45,83.7,Q6GCF6,N-acetylneuraminate lyase,Staphylococcus aureus (strain MSSA476) OX=282459,16.0,MNXR113772,-,1.1.1.124;1.1.1.138;1.1.1.14;1.1.1.67;1.1.99.11;1.14.13.50;2.1.1.280;2.5.1.18;2.5.1.48;2.7.1.59;3.2.1.14;3.2.1.165;4.1.3.3;4.2.1.66;5.1.3.8,3.0,0.0,1.0,1.0,1,1.0,47.7,26.0,13.0,19.1,33042.59,4.7066,45.392,CSCC[C@H]([NH3+])C(=O)[O-].C[Se]C[C@H]([NH3+])C(=O)[O-].[H+]>>C[S+](C)CC[C@H]([NH3+])C(=O)[O-].[NH3+][C@@H](C[SeH])C(=O)[O-],C[S+](C)CC[C@H]([NH3+])C(=O)[O-].[NH3+][C@@H](C[SeH])C(=O)[O-]>>C[Se]C[C@H]([NH3+])C(=O)[O-].[H+].CSCC[C@H]([NH3+])C(=O)[O-]
46,83.7,A7WXZ2,N-acetylneuraminate lyase,Staphylococcus aureus (strain Mu3 / ATCC 700698) OX=418127,16.0,MNXR113772,-,1.1.1.124;1.1.1.138;1.1.1.14;1.1.1.67;1.1.99.11;1.14.13.50;2.1.1.280;2.5.1.18;2.5.1.48;2.7.1.59;3.2.1.14;3.2.1.165;4.1.3.3;4.2.1.66;5.1.3.8,3.0,0.0,1.0,1.0,1,1.0,48.4,26.0,12.3,19.1,33100.63,4.6467,45.734,CSCC[C@H]([NH3+])C(=O)[O-].C[Se]C[C@H]([NH3+])C(=O)[O-].[H+]>>C[S+](C)CC[C@H]([NH3+])C(=O)[O-].[NH3+][C@@H](C[SeH])C(=O)[O-],C[S+](C)CC[C@H]([NH3+])C(=O)[O-].[NH3+][C@@H](C[SeH])C(=O)[O-]>>C[Se]C[C@H]([NH3+])C(=O)[O-].[H+].CSCC[C@H]([NH3+])C(=O)[O-]
47,83.7,Q0SWI8,N-acetylneuraminate lyase,Clostridium perfringens (strain SM101 / Type A) OX=289380,16.0,MNXR113772,-,1.1.1.124;1.1.1.138;1.1.1.14;1.1.1.67;1.1.99.11;1.14.13.50;2.1.1.280;2.5.1.18;2.5.1.48;2.7.1.59;3.2.1.14;3.2.1.165;4.1.3.3;4.2.1.66;5.1.3.8,3.0,0.0,1.0,1.0,1,1.0,48.9,28.7,12.5,15.8,32459.31,4.6621,44.792,CSCC[C@H]([NH3+])C(=O)[O-].C[Se]C[C@H]([NH3+])C(=O)[O-].[H+]>>C[S+](C)CC[C@H]([NH3+])C(=O)[O-].[NH3+][C@@H](C[SeH])C(=O)[O-],C[S+](C)CC[C@H]([NH3+])C(=O)[O-].[NH3+][C@@H](C[SeH])C(=O)[O-]>>C[Se]C[C@H]([NH3+])C(=O)[O-].[H+].CSCC[C@H]([NH3+])C(=O)[O-]
48,82.9,A5FB63,Chitinase ChiA,Flavobacterium johnsoniae (strain ATCC 17061 / DSM 2064 / JCM 8514 / NBRC 14942 / NCIMB 11054 / UW101) OX=376686,17.0,MNXR113772,-,1.1.1.124;1.1.1.138;1.1.1.14;1.1.1.67;1.1.99.11;1.14.13.50;2.1.1.280;2.5.1.18;2.5.1.48;2.7.1.59;3.2.1.14;3.2.1.165;4.1.3.3;4.2.1.66;5.1.3.8,1.0,0.0,1.0,1.0,1,1.0,13.4,41.7,21.1,24.8,168921.44,6.7882,44.804,CSCC[C@H]([NH3+])C(=O)[O-].C[Se]C[C@H]([NH3+])C(=O)[O-].[H+]>>C[S+](C)CC[C@H]([NH3+])C(=O)[O-].[NH3+][C@@H](C[SeH])C(=O)[O-],C[S+](C)CC[C@H]([NH3+])C(=O)[O-].[NH3+][C@@H](C[SeH])C(=O)[O-]>>C[Se]C[C@H]([NH3+])C(=O)[O-].[H+].CSCC[C@H]([NH3+])C(=O)[O-]
49,81.9,Q55FF3,Putative glutathione S-transferase alpha-1,Dictyostelium discoideum OX=44689,18.0,MNXR113772,-,1.1.1.124;1.1.1.138;1.1.1.14;1.1.1.67;1.1.99.11;1.14.13.50;2.1.1.280;2.5.1.18;2.5.1.48;2.7.1.59;3.2.1.14;3.2.1.165;4.1.3.3;4.2.1.66;5.1.3.8,1.0,0.0,1.0,1.0,1,1.0,41.4,24.2,23.7,19.4,23063.16,6.9676,47.525,CSCC[C@H]([NH3+])C(=O)[O-].C[Se]C[C@H]([NH3+])C(=O)[O-].[H+]>>C[S+](C)CC[C@H]([NH3+])C(=O)[O-].[NH3+][C@@H](C[SeH])C(=O)[O-],C[S+](C)CC[C@H]([NH3+])C(=O)[O-].[NH3+][C@@H](C[SeH])C(=O)[O-]>>C[Se]C[C@H]([NH3+])C(=O)[O-].[H+].CSCC[C@H]([NH3+])C(=O)[O-]
50,80.8,Q0ZS46,Glutathione S-transferase,Plasmodium vivax OX=5855,19.0,MNXR113772,-,1.1.1.124;1.1.1.138;1.1.1.14;1.1.1.67;1.1.99.11;1.14.13.50;2.1.1.280;2.5.1.18;2.5.1.48;2.7.1.59;3.2.1.14;3.2.1.165;4.1.3.3;4.2.1.66;5.1.3.8,2.0,0.0,1.0,1.0,1,1.0,45.0,23.3,21.7,18.5,24212.47,5.1317,48.293,CSCC[C@H]([NH3+])C(=O)[O-].C[Se]C[C@H]([NH3+])C(=O)[O-].[H+]>>C[S+](C)CC[C@H]([NH3+])C(=O)[O-].[NH3+][C@@H](C[SeH])C(=O)[O-],C[S+](C)CC[C@H]([NH3+])C(=O)[O-].[NH3+][C@@H](C[SeH])C(=O)[O-]>>C[Se]C[C@H]([NH3+])C(=O)[O-].[H+].CSCC[C@H]([NH3+])C(=O)[O-]
51,79.9,Q8ILQ7,Glutathione S-transferase,Plasmodium falciparum (isolate 3D7) OX=36329,20.0,MNXR113772,-,1.1.1.124;1.1.1.138;1.1.1.14;1.1.1.67;1.1.99.11;1.14.13.50;2.1.1.280;2.5.1.18;2.5.1.48;2.7.1.59;3.2.1.14;3.2.1.165;4.1.3.3;4.2.1.66;5.1.3.8,1.0,0.0,1.0,1.0,1,1.0,35.9,27.7,23.6,21.0,24789.11,6.2801,48.341,CSCC[C@H]([NH3+])C(=O)[O-].C[Se]C[C@H]([NH3+])C(=O)[O-].[H+]>>C[S+](C)CC[C@H]([NH3+])C(=O)[O-].[NH3+][C@@H](C[SeH])C(=O)[O-],C[S+](C)CC[C@H]([NH3+])C(=O)[O-].[NH3+][C@@H](C[SeH])C(=O)[O-]>>C[Se]C[C@H]([NH3+])C(=O)[O-].[H+].CSCC[C@H]([NH3+])C(=O)[O-]
52,78.9,Q9P6M1,Glutathione S-transferase 3,Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812,21.0,MNXR113772,-,1.1.1.124;1.1.1.138;1.1.1.14;1.1.1.67;1.1.99.11;1.14.13.50;2.1.1.280;2.5.1.18;2.5.1.48;2.7.1.59;3.2.1.14;3.2.1.165;4.1.3.3;4.2.1.66;5.1.3.8,1.0,0.0,1.0,1.0,1,1.0,42.9,26.1,20.8,17.3,28113.22,6.4037,45.868,CSCC[C@H]([NH3+])C(=O)[O-].C[Se]C[C@H]([NH3+])C(=O)[O-].[H+]>>C[S+](C)CC[C@H]([NH3+])C(=O)[O-].[NH3+][C@@H](C[SeH])C(=O)[O-],C[S+](C)CC[C@H]([NH3+])C(=O)[O-].[NH3+][C@@H](C[SeH])C(=O)[O-]>>C[Se]C[C@H]([NH3+])C(=O)[O-].[H+].CSCC[C@H]([NH3+])C(=O)[O-]
53,77.9,P0CX08,Mannitol dehydrogenase DSF1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292,22.0,MNXR113772,-,1.1.1.124;1.1.1.138;1.1.1.14;1.1.1.67;1.1.99.11;1.14.13.50;2.1.1.280;2.5.1.18;2.5.1.48;2.7.1.59;3.2.1.14;3.2.1.165;4.1.3.3;4.2.1.66;5.1.3.8,1.0,0.0,1.0,1.0,1,1.0,37.7,29.8,17.9,17.9,56470.17,6.0729,43.426,CSCC[C@H]([NH3+])C(=O)[O-].C[Se]C[C@H]([NH3+])C(=O)[O-].[H+]>>C[S+](C)CC[C@H]([NH3+])C(=O)[O-].[NH3+][C@@H](C[SeH])C(=O)[O-],C[S+](C)CC[C@H]([NH3+])C(=O)[O-].[NH3+][C@@H](C[SeH])C(=O)[O-]>>C[Se]C[C@H]([NH3+])C(=O)[O-].[H+].CSCC[C@H]([NH3+])C(=O)[O-]
54,77.9,P36156,Glutathione S-transferase omega-like 2,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292,22.0,MNXR113772,-,1.1.1.124;1.1.1.138;1.1.1.14;1.1.1.67;1.1.99.11;1.14.13.50;2.1.1.280;2.5.1.18;2.5.1.48;2.7.1.59;3.2.1.14;3.2.1.165;4.1.3.3;4.2.1.66;5.1.3.8,1.0,0.0,1.0,1.0,1,1.0,35.6,24.6,26.3,18.1,43273.71,6.8918,51.622,CSCC[C@H]([NH3+])C(=O)[O-].C[Se]C[C@H]([NH3+])C(=O)[O-].[H+]>>C[S+](C)CC[C@H]([NH3+])C(=O)[O-].[NH3+][C@@H](C[SeH])C(=O)[O-],C[S+](C)CC[C@H]([NH3+])C(=O)[O-].[NH3+][C@@H](C[SeH])C(=O)[O-]>>C[Se]C[C@H]([NH3+])C(=O)[O-].[H+].CSCC[C@H]([NH3+])C(=O)[O-]
55,77.9,P29029,Endochitinase,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292,22.0,MNXR113772,-,1.1.1.124;1.1.1.138;1.1.1.14;1.1.1.67;1.1.99.11;1.14.13.50;2.1.1.280;2.5.1.18;2.5.1.48;2.7.1.59;3.2.1.14;3.2.1.165;4.1.3.3;4.2.1.66;5.1.3.8,1.0,0.0,1.0,1.0,1,1.0,22.2,26.7,20.1,33.9,59014.85,4.1434,53.203,CSCC[C@H]([NH3+])C(=O)[O-].C[Se]C[C@H]([NH3+])C(=O)[O-].[H+]>>C[S+](C)CC[C@H]([NH3+])C(=O)[O-].[NH3+][C@@H](C[SeH])C(=O)[O-],C[S+](C)CC[C@H]([NH3+])C(=O)[O-].[NH3+][C@@H](C[SeH])C(=O)[O-]>>C[Se]C[C@H]([NH3+])C(=O)[O-].[H+].CSCC[C@H]([NH3+])C(=O)[O-]
56,77.9,Q04806,Glutathione S-transferase omega-like 3,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292,22.0,MNXR113772,-,1.1.1.124;1.1.1.138;1.1.1.14;1.1.1.67;1.1.99.11;1.14.13.50;2.1.1.280;2.5.1.18;2.5.1.48;2.7.1.59;3.2.1.14;3.2.1.165;4.1.3.3;4.2.1.66;5.1.3.8,1.0,0.0,1.0,1.0,1,1.0,28.3,30.3,28.3,17.7,42402.95,7.6285,48.361,CSCC[C@H]([NH3+])C(=O)[O-].C[Se]C[C@H]([NH3+])C(=O)[O-].[H+]>>C[S+](C)CC[C@H]([NH3+])C(=O)[O-].[NH3+][C@@H](C[SeH])C(=O)[O-],C[S+](C)CC[C@H]([NH3+])C(=O)[O-].[NH3+][C@@H](C[SeH])C(=O)[O-]>>C[Se]C[C@H]([NH3+])C(=O)[O-].[H+].CSCC[C@H]([NH3+])C(=O)[O-]
57,76.7,P46876,Chitinase 1,Candida albicans OX=5476,23.0,MNXR113772,-,1.1.1.124;1.1.1.138;1.1.1.14;1.1.1.67;1.1.99.11;1.14.13.50;2.1.1.280;2.5.1.18;2.5.1.48;2.7.1.59;3.2.1.14;3.2.1.165;4.1.3.3;4.2.1.66;5.1.3.8,3.0,0.0,1.0,1.0,1,1.0,14.3,34.3,27.4,27.6,48916.34,4.3209,44.805,CSCC[C@H]([NH3+])C(=O)[O-].C[Se]C[C@H]([NH3+])C(=O)[O-].[H+]>>C[S+](C)CC[C@H]([NH3+])C(=O)[O-].[NH3+][C@@H](C[SeH])C(=O)[O-],C[S+](C)CC[C@H]([NH3+])C(=O)[O-].[NH3+][C@@H](C[SeH])C(=O)[O-]>>C[Se]C[C@H]([NH3+])C(=O)[O-].[H+].CSCC[C@H]([NH3+])C(=O)[O-]
58,75.9,B3FWR8,Glutathione S-transferase hmp2,Hypomyces subiculosus OX=193393,24.0,MNXR113772,-,1.1.1.124;1.1.1.138;1.1.1.14;1.1.1.67;1.1.99.11;1.14.13.50;2.1.1.280;2.5.1.18;2.5.1.48;2.7.1.59;3.2.1.14;3.2.1.165;4.1.3.3;4.2.1.66;5.1.3.8,1.0,0.0,1.0,1.0,1,1.0,55.6,16.3,19.4,16.8,24144.54,5.1732,44.340,CSCC[C@H]([NH3+])C(=O)[O-].C[Se]C[C@H]([NH3+])C(=O)[O-].[H+]>>C[S+](C)CC[C@H]([NH3+])C(=O)[O-].[NH3+][C@@H](C[SeH])C(=O)[O-],C[S+](C)CC[C@H]([NH3+])C(=O)[O-].[NH3+][C@@H](C[SeH])C(=O)[O-]>>C[Se]C[C@H]([NH3+])C(=O)[O-].[H+].CSCC[C@H]([NH3+])C(=O)[O-]
