reaction_id,SIMMER_SIMMER pred,SelenzymeRF2_All ECs,SelenzymeRF_Top EC,Theia_predicted_label,Theia_confidence,Theia_timestamp,BEC-Pred_Prediction,ec
MNXR189058,1.1.1,1.1.1.-|1.1.1.35,1.1.1.-|1.1.1.35,1.1.1,0.99649173,2025-05-02 10:32:37,1.1.1,1.1.1|1.1.1.-|1.1.1.35
MNXR151818,1.1.99,1.17.2.3;1.1.5.6;1.17.98.3;1.8.98.6;1.17.1.9|1.2.1.2;1.17.1.11;1.17.1.10|1.2.1.43;1.1.98.6;1.7.2.1|1.9.3.1|7.1.1.9,1.17.2.3,1.2.2,0.60194784,2025-05-02 10:32:37,1.2.2,1.17.2.3
MNXR186081,3.2.2,3.2.2.15;2.4.2.1|2.4.2.4,3.2.2.15,3.2.2,0.9999633,2025-05-02 10:32:37,3.2.2,3.2.2.15
MNXR177286,,1.2.3.1;1.14.18.1;1.6.3.1;1.14.13.72;1.14.13.242;1.14.12.17,1.2.3.1,1.-.-,0.7652926,2025-05-02 10:32:37,1.14.19,1.-.-.-
MNXR135279,2.4.1,3.6.1|3.6.1.-|3.6.1.21;2.4.1.131;2.4.1.83;2.4.1.142;2.4.1.132;2.4.1.251;2.7.8.28;6.5.1.8;2.7.6.1;6.5.1.7;6.5.1.5,3.6.1|3.6.1.-|3.6.1.21,2.7.8,0.9782638,2025-05-02 10:32:37,2.4.1,2.7.8.9
MNXR144392,1.1.1|1.6.5,1.6.5.2|1.6.5.3,1.6.5.2|1.6.5.3,1.6.5,0.9396556,2025-05-02 10:32:37,1.6.5,1.6.5
MNXR106897,2.6.1,5.1.1.10;2.6.1.14;3.1.1.29,5.1.1.10,3.5.5,0.4899134,2025-05-02 10:32:37,3.4.19,3.5.5.4|4.2.1.65
MNXR133507,1.1.1,1.1.1.188;1.1.1.188|1.1.1.62|1.3.1.20;1.1.1.184;1.1.1.184|1.1.1.189;1.1.1.141;1.3.1.48;1.3.1.42;1.14.13.30|1.14.14.94;1.2.1.5,1.1.1.188,1.1.1,0.9821842,2025-05-02 10:32:37,1.1.1,1.1.1.188
MNXR153232,2.1.1,2.1.1.271;1.16.1.8;2.1.1.333;2.1.1.197;2.1.1.344;2.1.1.100;2.3.1.231;2.1.1.282;2.1.1.244;2.1.1.98,2.1.1.271,2.1.1,0.9999995,2025-05-02 10:32:37,2.1.1,2.1.1.271
MNXR148265,1.15.1,1.14.14.18|1.14.99.3;1.14.13.39;1.14.99.9;1.14.13.81;1.14.21.6;1.6.3.2,1.14.14.18|1.14.99.3,1.10.3,0.22885849,2025-05-02 10:32:37,1.10.3,1.14.14.82
MNXR133009,1.13.12,1.14.14.42;4.3.1|4.99.1.5;1.14.14.43;1.14.14.44;1.14.14.37;3.5.1.4;1.1.1|1.1.1.1|1.1.1.2|1.1.1.21|1.1.1.284|1.1.1.71;1.1.99|1.1.99.36,1.14.14.42,1.14.14,0.9978794,2025-05-02 10:32:37,3.5.1,4.3.1
MNXR131379,2.3.1,1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,3.6.1,0.9738637,2025-05-02 10:32:37,3.1.3,3.6.1.7
MNXR175085,2.7.3|6.3.4|2.7.11|3.6.3,6.3.1.10;6.3.2.3;6.3.2.2|6.3.2.3,6.3.1.10,3.6.3,0.8956856,2025-05-02 10:32:37,3.6.3,3.6.3.44
MNXR164035,,1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,2.8.3,0.829808,2025-05-02 10:32:37,2.8.3,2.8.3
MNXR172711,1.8.1|1.1.1,1.14.13.7|1.17.1.4;1.14.19.1;1.1.1.34|1.1.1.88;1.14.14.18;1.13.12.17;2.3.1.119;1.3.1.101;1.6.1.4;1.3.1.108,1.14.13.7|1.17.1.4,1.1.1,0.38169459,2025-05-02 10:32:37,1.1.1,1.1.1.14
MNXR191811,1.13.11,3.2.2.27;2.4.2.57,3.2.2.27,1.17.99,0.99927133,2025-05-02 10:32:37,1.17.99,1.17.99.4
MNXR168549,2.7.4,2.7.4.6,2.7.4.6,2.3.1,0.18266293,2025-05-02 10:32:37,2.7.4,2.7.4.6
MNXR130941,3.5.4,3.5.4.12;3.5.4.14|3.5.4.5;3.5.4.23;6.3.4.2,3.5.4.12,3.5.4,0.99493366,2025-05-02 10:32:37,3.5.4,3.5.4.5
MNXR102253,1.14.99|1.14.11|1.14.13,1.6.3.2;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.13.54;1.14.14.25;1.14.15.16;1.14.14.1,1.6.3.2,1.14.14,0.71905565,2025-05-02 10:32:37,1.14.13,1.14.14.19|1.14.99.9
MNXR147340,3.2.1,3.2.1.31;3.2.1.139;3.1.1.117;3.2.1.51;3.2.1.40;3.2.1.38;3.2.1.21,3.2.1.31,3.2.1,0.9998822,2025-05-02 10:32:37,3.2.1,3.2.1.139
MNXR140613,2.7.8,1.14.12.17;1.6.99.1;1.6.5.4;1.10.5.1;1.7.5.1;1.7.5.1|1.7.99.4;1.1.1.37,1.14.12.17,4.1.1,0.5461269,2025-05-02 10:32:37,1.2.7,5.3.99
MNXR195010,2.3.1,2.3.1|2.3.1.39|2.3.1.74,2.3.1|2.3.1.39|2.3.1.74,2.3.1,0.9953616,2025-05-02 10:32:37,2.3.1,2.3.1.87
MNXR151411,1.13.11,1.13.11.25|1.13.11.39;1.13.11.-|1.13.11.16|1.13.11.2|1.13.11.39;1.13.11.-|1.13.11.1|1.13.11.M6;1.10.3.2,1.13.11.25|1.13.11.39,1.13.11,0.9998099,2025-05-02 10:32:37,1.13.11,1.13.11.39
MNXR113682,1.3.1,1.3.1.101;1.6.3.2;1.12.1.3|1.12.1.5;1.11.1.1|1.11.1.2;1.6.5.2,1.3.1.101,1.3.1,0.9880918,2025-05-02 10:32:37,1.1.1,1.3.1.101
MNXR139684,,2.3.1.235|4.2.1.-;4.4.1.26;4.2.1.154;1.13.11.5;1.6.5.2,2.3.1.235|4.2.1.-,4.2.1,0.9980653,2025-05-02 10:32:37,4.2.1,4.2.1.-
MNXR134546,4.5.1|4,,,4.5.1,0.774994,2025-05-02 10:32:37,7.1.1,4.5.1.-
MNXR119379,1.1.99,1.14.14.170;1.14.14.168;1.14.14.48;1.14.14.43;1.14.14.17;1.14.14.42;1.14.14.19;1.14.14.80;1.14.14.16;1.14.14.154;1.14.14.103;1.14.14.55;1.14.14.98;1.14.14.89;1.14.14.140;1.14.14.81,1.14.14.170,1.14.14,0.99959284,2025-05-02 10:32:37,1.14.14,1.14.14.168
MNXR131855,2.4.1,2.4.1.186;2.4.1.37;2.4.1.239;2.4.1|2.4.1.297;2.4.1|2.4.1.-|2.4.1.298;2.4.1.116;2.4.1.15;2.4.1.22;2.4.1.245;2.4.1.315;2.4.1.241,2.4.1.186,2.4.1,0.9999186,2025-05-02 10:32:37,2.4.1,2.4.1.37
MNXR122114,1.14.99|1.14.13,1.14.14.158;1.14.13.129;1.14.13.90;1.13.11.75;1.14.15.24;1.3.3.6;1.13.12.24;1.1.99.8;1.14.12.17;1.6.3.1;1.14.13.242;1.8.3.5;1.4.3.13,1.14.14.158,1.14.99,0.5846861,2025-05-02 10:32:37,1.14.99,1.14.99|1.14.99.-
MNXR109829,3.1.3,3.1.3.4;3.1.3.43;3.1.3.32;3.1.3.53;1.18.6.1;3.1.3.33;3.1.3.52,3.1.3.4,3.1.3,0.81999004,2025-05-02 10:32:37,3.1.3,3.6.1.52
MNXR131535,6.2.1,6.3.1.14;6.2.1.12;6.2.1.7;6.2.1.2;6.2.1.12|6.2.1.34;6.2.1.33;6.3.4.22;6.2.1.22|6.2.1.35;6.1.1.15,6.3.1.14,6.2.1,0.99998736,2025-05-02 10:32:37,6.2.1,6.2.1.12
MNXR180083,2.8.1,2.8.1.6,2.8.1.6,2.8.1,0.99998915,2025-05-02 10:32:37,2.8.1,2.8.1.6
MNXR114299,1.1.1,1.1.1.121;1.1.1.377|1.1.1.378;1.1.1.116;1.1.1.376;1.1.1.48;1.6.5.4;1.1.1.107|1.1.1.122;1.1.1.121|1.1.1.359;1.1.1.173|1.1.1.378;1.11.1.1|1.14.12.17;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3,1.1.1.121,1.1.1,0.999074,2025-05-02 10:32:37,1.1.1,1.1.1.378
MNXR144570,2.8.1,2.8.1.6,2.8.1.6,2.8.1,0.99999857,2025-05-02 10:32:37,2.8.1,2.8.1.6
MNXR189497,1.3.99|1.3.8,1.3.99.32;1.3.3.6;1.3.1.38;1.3.8.-|1.3.99.3;1.3.1.44;1.3.8.7|1.3.8.8;1.3.8.1;1.3.8.9;1.3.1.93;1.3.1.109;1.3.1.95|1.3.8.7;1.3.1.8;2.8.3.8;4.2.1.150|4.2.1.17,1.3.99.32,1.3.99,0.9914287,2025-05-02 10:32:37,1.3.99,1.3.99.32|1.3.99.7
MNXR119894,2.3.1,2.3.1.23;2.3.1.301;2.3.1.97;2.3.1.-|2.3.1.86;2.3.1.291;2.3.1.225,2.3.1.23,2.3.1,0.99714774,2025-05-02 10:32:37,2.3.1,2.3.1.23
MNXR131240,2.1.1,2.1.1.100;2.1.1.222,2.1.1.100,2.1.1,0.9997142,2025-05-02 10:32:37,2.1.1,2.1.1.100
MNXR105303,1.14.13,1.8.1.6;1.8.1.10|1.8.1.9|1.8.4.2;1.6.3.2;1.14.19.48;1.12.1.3|1.12.1.5;1.11.1.21;1.11.1.1|1.11.1.2,1.8.1.6,1.8.1,0.9225808,2025-05-02 10:32:37,1.8.1,1.8.1.10
MNXR102257,1.1.1|1|1.14.13,4.1.2.30;1.14.13.225|1.6.3.1;1.6.3.5;1.6.3.2;1.14.99.9;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.13.54;1.14.14.25;1.14.15.16;1.14.14.1,4.1.2.30,1.14.99,0.40901515,2025-05-02 10:32:37,1.14.99,1.14.99.9
MNXR183537,2.4.99|2.4.1,2.4.99.1;2.4.99.3;2.4.99.14;3.2.2.10;3.5.4.12;2.7.8.46;2.4.99.13;2.4.99.12|2.4.99.13;2.4.1|2.4.1.320;2.7.8.41;2.7.8.11;2.4.99.8;2.4.99.6;2.4.99.2;2.4.99.4;3.6.1.26;2.7.8.12,2.4.99.1,2.4.99,0.9447468,2025-05-02 10:32:37,2.4.99,2.4.99.1
MNXR107167,1.1.1,1.1.1.1|1.1.1.2|1.1.1.21,1.1.1.1|1.1.1.2|1.1.1.21,1.1.1,0.9990332,2025-05-02 10:32:37,1.1.1,1.1.1.1|1.1.1.14|1.1.1.6|1.1.1.77
MNXR170997,1.14.-,1.14.14.165;1.14.12.22;1.14.12.10;1.13.11.27;1.14.12.23;1.14.12.14;1.14.99.59;1.14.16.4;1.14.16.1|1.14.16.4;1.10.3.1|1.14.18.1;1.14.16.2,1.14.14.165,1.14.99,0.82176495,2025-05-02 10:32:37,1.14.14,1.14.14.165
MNXR165995,5.1.3,3.3.2.10;4.1.2.10|4.1.2.11|4.1.2.46|4.1.2.47;3.2.1.21,3.3.2.10,3.3.2,0.9999256,2025-05-02 10:32:37,3.3.2,3.3.2.10
MNXR174236,4.1.2,1.2.1.3;6.2.1.16;1.1.99.24;1.1.1.30;1.1.1.45,1.2.1.3,3.1.1,0.98246586,2025-05-02 10:32:37,3.1.1,3.1.1.75
MNXR101715,1.1.5,1.1.3.15;1.4.3.2;1.4.3.3;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.8.3.5;1.1.3.30;1.4.3.13,1.1.3.15,1.1.3,0.98887724,2025-05-02 10:32:37,1.1.3,1.1.3.3|1.1.5.4
MNXR164842,,4.2.99.18,4.2.99.18,4.2.99,0.81862915,2025-05-02 10:32:37,3.2.2,3.2.2
MNXR120245,2.3.1,2.3.1.179|2.3.1.41;2.3.1.293;2.3.1.294;2.3.1.301;2.3.1.207;2.3.1.41|2.3.1.85|2.3.1.86;2.3.1.199;2.3.1.-|2.3.1.218;2.3.1.262;2.3.1.47,2.3.1.179|2.3.1.41,2.3.1,0.99998987,2025-05-02 10:32:37,2.3.1,2.3.1.179|2.3.1.41
MNXR152403,2.4.1,2.4.1.178|2.4.1.63|2.4.1.85;1.11.1.13|1.16.3.-|2.4.1.25|2.4.1.63|2.4.1.8|3.2.1.20|4.2.1.131;2.4.1.13;2.4.1.170,2.4.1.178|2.4.1.63|2.4.1.85,2.4.1,0.99985135,2025-05-02 10:32:37,2.4.1,2.4.1.178|2.4.1.63|2.4.1.85
MNXR117570,2.1.1,2.1.1.187;2.1.1.228;2.1.1.221;2.1.1.209,2.1.1.187,2.1.1,0.99998474,2025-05-02 10:32:37,2.1.1,2.1.1.228
MNXR191520,5.1.3,1.7.3.6;1.7.2.5;1.7.2.4;1.10.3.4;1.7.3.1;1.2.3.1;1.4.3.2;1.4.3.3,1.7.3.6,1.7.9,0.50870633,2025-05-02 10:32:37,1.7.2,1.7.9.-
MNXR129473,1.1.1,1.11.1.1|1.11.1.2;1.6.3.2;1.1.1.188|1.1.1.62|1.3.1.20;1.12.1.3|1.12.1.5;1.1.1.-|1.1.1.100|2.3.1.85|2.3.1.86,1.11.1.1|1.11.1.2,1.1.1,0.9986492,2025-05-02 10:32:37,1.3.1,1.1.1.188
MNXR151521,1.14.11,1.14.11.12;1.14.11.58;4.1.1.90;2.6.1.19;2.3.1.207;1.4.4.2,1.14.11.12,1.14.-,0.5037946,2025-05-02 10:32:37,1.14.11,1.14.11.12
MNXR122638,2.4.2|2.4.1,2.4.2.39;2.4.2.38;2.4.2.61;2.4.2.41;2.4.2.62;2.4.2.51;2.4.2.26;2.4.2.63;2.4.2.40;2.4.1.271;2.4.2.24;2.4.2.42;2.4.1.309;2.4.1.293;2.4.1.264;2.4.1.44|2.4.1.73;2.4.1.58;2.4.1.287;2.4.1.17;2.4.1.43;2.4.1.351;2.4.1.-|2.4.1.292;2.4.1.14,2.4.2.39,2.4.2,0.92858136,2025-05-02 10:32:37,2.4.2,2.4.2
MNXR120525,1.13.11,1.13.11.4;1.13.11.57|1.13.11.8;1.13.11.3;1.13.11.5;1.13.11.64;1.13.11.37;1.15.1.1,1.13.11.4,1.13.11,0.9999684,2025-05-02 10:32:37,1.13.11,1.13.11.4
MNXR148499,4.1.1,4.1.1.1;4.1.1.1|4.1.1.7;1.2.7.11;4.1.1.55;3.5.2.15;4.1.1.74;4.2.1.104,4.1.1.1,1.14.13,0.99988556,2025-05-02 10:32:37,1.14.14,1.14.13.-
MNXR163458,1.14.14|2.5.1,1.14.14.45;1.14.14.43|1.14.14.45;1.11.1.9;1.8.3.3;4.4.1.5;2.5.1.18,1.14.14.45,1.14.14,0.9995559,2025-05-02 10:32:37,1.14.14,1.14.14.45
MNXR191469,2.4.2|2.4.1,2.4.2.62;2.4.2.51;2.4.2.50;2.4.2.26;2.4.2.63;2.4.1.87;2.4.2.41;2.4.2.39;2.4.2.38;2.4.2.61;2.4.2.40;2.4.2.42;2.4.2.24;2.4.1.22;2.4.1.203|2.4.2.40;2.4.1.38|2.4.1.90;2.4.1.133;2.4.1.250;2.4.1.351,2.4.2.62,2.4.1,0.64912915,2025-05-02 10:32:37,2.4.1,2.4.2.42
MNXR194285,2.7.1,2.7.1.227;2.7.1.228;3.1.4.11;3.1.4.3;4.6.1.13;2.7.8.27;4.6.1.14;2.7.8.20,2.7.1.227,2.7.1,0.574907,2025-05-02 10:32:37,2.7.1,2.7.1.227
MNXR120511,1.14.13,1.14.13.89;1.14.13.81;1.14.13.88;1.14.13.8;1.14.13.87;1.14.13.240;1.14.13.84;1.14.14.1,1.14.13.89,1.14.13,0.9927463,2025-05-02 10:32:37,1.14.13,1.14.13
MNXR132866,,1.5.99.12;3.2.2.31;1.14.11.33;1.1.1.1,1.5.99.12,1.5.99,0.74065536,2025-05-02 10:32:37,1.5.99,1.5.99.12
MNXR148006,1.21.1|1.1.1,1.2.1.95|1.2.1.z;1.2.1.31;1.6.3.2;1.11.1.21;1.12.1.3|1.12.1.5;1.11.1.1|1.11.1.2,1.2.1.95|1.2.1.z,1.2.1,0.93345946,2025-05-02 10:32:37,1.2.1,1.2.1.31
MNXR144069,2.3.1|2|2.3.1,2.3.1.153;2.3.1|2.3.1.-|2.3.1.215;2.3.1.172;2.3.1.133;2.3.1.196;1.2.1.18;2.3.1.119;2.3.1.74,2.3.1.153,2.3.1,0.89913535,2025-05-02 10:32:37,2.3.1,2.3.1|2.3.1.-
MNXR110738,2.5.1,2.5.1.18,2.5.1.18,2.5.1,0.9956909,2025-05-02 10:32:37,2.5.1,2.5.1.18
MNXR164308,2.4.1,2.4.2.61;2.4.1.351;2.4.2.38;2.4.2.51;2.4.2.50;2.4.2.39;2.4.2.41;2.4.1.309;2.4.2.62;2.4.1.87;2.4.1.293;2.4.1.13;2.4.1|2.4.1.44;2.4.1|2.4.1.58;2.4.1.17,2.4.2.61,2.4.2,0.7298065,2025-05-02 10:32:37,2.4.2,2.4.2
MNXR107136,1.1.1|1|1.14.12,1.1.1.107;1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17,1.1.1.107,1.1.1,0.99934286,2025-05-02 10:32:37,1.1.1,1.1.1.107
MNXR134003,3.4.11,3.4.11.2;3.4.11.15;3.5.1.130|3.5.1.ai;2.6.1.21;2.6.1.36;3.4.13.4;3.4.16.6|3.4.17.10|3.4.17.12|3.4.17.2|3.4.17.20|3.4.17.22,3.4.11.2,3.4.11,0.70634377,2025-05-02 10:32:37,3.4.11,3.4.11.2
MNXR108408,2.7.1,2.7.1.5;2.7.1.3;2.7.1.1;2.7.1.15;2.7.1.1|2.7.1.2|2.7.1.55,2.7.1.5,2.7.1,0.9998523,2025-05-02 10:32:37,2.7.1,2.7.1.102
MNXR180293,2.4.1,3.2.1.191|3.2.1.193|3.2.1.z;3.2.1.194;3.2.1.21,3.2.1.191|3.2.1.193|3.2.1.z,2.4.1,0.50962,2025-05-02 10:32:37,3.2.1,3.1.4.49
MNXR175153,2.7.3|6.3.4|2.7.11|3.6.3,6.3.2.8,6.3.2.8,3.6.3,0.8956856,2025-05-02 10:32:37,3.6.3,3.6.3.44
MNXR192453,4.2.3,4.2.3.189;4.2.3.190;4.2.3.141;4.2.3.140;4.2.3.186;4.2.3.183;4.2.3.18|4.2.3.29;4.2.3.30;2.5.1.153;3.1.7.12;4.2.3.44;4.2.3.35;4.2.3.196|4.2.3.fr;2.7.7.50;4.2.3.31;2.7.7.91;3.1.7.4;2.4.2.17,4.2.3.189,4.2.3,0.9999254,2025-05-02 10:32:37,4.2.3,4.2.3.189
MNXR191124,4.1.3,4.1.3.1;1.1.1.286|1.1.1.41;1.1.1.42,4.1.3.1,4.1.3,0.45809934,2025-05-02 10:32:37,4.1.3,4.1.3.1
MNXR164120,1.1.99|1.14.14,1.14.14.63;1.14.14.154;1.14.14.19;1.14.14.16;1.14.14.48;1.14.14.171;1.14.14.43;1.14.14.80;1.14.14.42;1.14.14.17;1.14.14.103;1.14.14.177;1.14.14.55;1.14.14.98;1.14.14.81,1.14.14.63,1.14.14,0.99979,2025-05-02 10:32:37,1.14.14,1.14.14.63
MNXR152197,3.4.16|3.4.17,3.4.17.13;3.4.16.4;3.4.17.14;3.1.1.103;3.5.1.28,3.4.17.13,3.4.16,0.99767596,2025-05-02 10:32:37,3.4.17,3.4.16.4
MNXR190029,2.5.1,2.5.1.78,2.5.1.78,2.5.1,1.0,2025-05-02 10:32:37,2.5.1,2.5.1.78
MNXR145678,,1.2.4.4;1.2.7.7;1.2.1|1.2.1.25|1.2.4.4|1.8.1.4|2.3.1.168;4.1.1.1|4.1.1.72,1.2.4.4,1.2.4,0.66245,2025-05-02 10:32:37,1.2.4,1.2.4.4
MNXR195413,5.5.1,5.5.1.4;5.1.3.15|5.3.1.9,5.5.1.4,5.5.1,0.856092,2025-05-02 10:32:37,5.4.2,5.5.1.4
MNXR192707,2.7.7,2.7.7.38;2.7.7.90,2.7.7.38,2.7.7,0.9999864,2025-05-02 10:32:37,2.7.7,2.7.7.-
MNXR123061,5.5.1,5.5.1.7;5.5.1.2;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,5.5.1.7,5.5.1,0.9997203,2025-05-02 10:32:37,5.5.1,5.5.1.7
MNXR130888,1.1.3,1.4.3.19|1.4.3.2|1.4.3.3;1.14.13.225|1.6.3.1;1.1.3.15|1.2.3.5,1.4.3.19|1.4.3.2|1.4.3.3,1.11.1,0.2484615,2025-05-02 10:32:37,1.11.1,1.17.3.2
MNXR135174,1.1.2,1.1.1.313;1.4.99.2;1.14.14.5;2.6.1.77;1.1.1.-|1.1.1.2|1.1.1.298|1.1.1.n11;1.1.1.59;1.1.1.61;1.1.1.309;1.14.11.17;1.1.1|1.1.1.21,1.1.1.313,1.1.1,0.9994036,2025-05-02 10:32:37,1.1.99,1.1.1.313
MNXR180520,2.7.7,2.4.1.60;2.7.1.108;2.7.4.14|2.7.4.25,2.4.1.60,3.6.1,0.9799662,2025-05-02 10:32:37,3.6.1,1.17.4.1
MNXR173568,,1.21.98.1|1.21.99.2;3.2.2.-|3.2.2.30;3.2.2.26;2.5.1.120;2.3.1.15|2.3.1.51|2.4.1.184|2.4.1.46|3.1.3.4,1.21.98.1|1.21.99.2,5.1.3,0.4438114,2025-05-02 10:32:37,4.2.2,1.21.-.-
MNXR149850,2.6.1,2.6.1.57;2.6.1.1|2.6.1.57|2.6.1.78;2.6.1.1|2.6.1.19|2.6.1.42|2.6.1.5|2.6.1.57,2.6.1.57,2.6.1,0.9999906,2025-05-02 10:32:37,2.6.1,2.6.1.1|2.6.1.79
MNXR169242,2.7.4,2.7.1.90;2.7.4.27;2.7.2.12,2.7.1.90,2.7.4,0.741155,2025-05-02 10:32:37,2.7.4,2.7.4.28
MNXR166682,3.2.1,3.2.1.172;3.2.1.179;4.2.2.6;3.2.1.180;4.2.2.1;3.2.1.174;3.2.1.111;3.2.1.51;3.2.1.40;3.2.1.38;5.1.3.-|5.1.3.29,3.2.1.172,3.2.1,0.96722287,2025-05-02 10:32:37,3.5.1,3.2.1.172
MNXR182578,1.6.5,1.3.5.2,1.3.5.2,1.3.5,0.6575372,2025-05-02 10:32:37,1.3.5,1.3.5.2
MNXR163603,1.5.99,1.14.19.56;1.14.19.9;1.14.14.15;1.3.8.1|1.3.8.4|1.3.8.7;1.3.8.2;1.1.99.21;1.14.19.58;1.14.19.59;1.14.19.60;1.14.14.13;1.14.14.3;1.14.14.5;1.14.14.133;1.1.99.31;1.14.14.46;1.1.99.1,1.14.19.56,1.14.19,0.99999857,2025-05-02 10:32:37,1.14.19,1.14.19.56
MNXR133195,1.14.12,1.14.12.10;1.14.13.25;1.14.13.223;1.14.13.87;1.14.13.26;1.14.13.113;1.14.13.246;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.13.225;1.6.3.5;1.14.14.43|1.14.14.45;1.14.13.8,1.14.12.10,1.14.13,0.9666976,2025-05-02 10:32:37,1.14.13,1.14.13.25
MNXR151353,4.2.1,4.2.1.126,4.2.1.126,4.2.1,0.7272738,2025-05-02 10:32:37,3.1.1,4.2.1.126
MNXR103400,,2.3.1.277;4.1.2.13|4.1.2.40,2.3.1.277,3.1.3,0.4365672,2025-05-02 10:32:37,2.6.1,2.5.1.72
MNXR184327,1.1.99|1.14.14,1.14.14.171;1.14.14.63;1.14.14.154;1.14.14.19;1.14.14.16;1.14.14.48;1.14.14.17;1.14.14.80;1.14.14.43;1.14.14.55;1.14.14.103;1.14.14.42;1.14.14.177;1.14.14.98;1.14.14.140;1.14.14.81,1.14.14.171,1.14.14,0.9992447,2025-05-02 10:32:37,1.14.14,1.14.14.63
MNXR150282,2.1.1,2.1.1.98;2.1.1.314;2.1.1.85;2.1.1.80;2.8.4.4,2.1.1.98,2.1.1,0.99946433,2025-05-02 10:32:37,2.1.1,2.1.1.98
MNXR148160,3.2.2,3.2.2.19;3.2.2.24;3.2.2.6;3.9.1.2;3.5.1.124;3.2.1.143;3.5.3.15,3.2.2.19,3.2.2,0.99539787,2025-05-02 10:32:37,3.2.2,3.2.2.24
MNXR101420,2.1.1,2.1.1.247|2.1.1.248;2.1.1.247|2.1.1.249;2.1.1.-|2.1.1.247|2.1.1.250;2.1.1.86;2.1.1.251;2.1.1.246;1.8.98.4;1.1.2.7;3.1.1.61,2.1.1.247|2.1.1.248,2.1.1,0.999966,2025-05-02 10:32:37,3.1.6,2.1.1.-|2.1.1.246|2.1.1.90
MNXR117277,2.4.-|2.4.1,2.4.1.-|2.4.1.327;2.4.1.-|2.4.1.326;2.4.1.331;2.4.1.302;2.4.1.311;2.4.1.325;2.4.1.317;2.4.1.277;2.4.1.-|2.4.1.328;2.4.1.-|2.4.1.318;2.4.1.278;2.4.1.-|2.4.1.289;2.4.1.316;2.4.1.114|2.4.1.35;2.4.1.126;2.4.1.13;2.4.1.170;2.4.1.128;2.4.1.17,2.4.1.-|2.4.1.327,2.4.1,0.9999968,2025-05-02 10:32:37,2.4.1,2.3.1
MNXR171204,1.1.1,1.1.1.-|1.1.1.324;1.1.1.1|1.1.1.347,1.1.1.-|1.1.1.324,1.1.1,0.99258524,2025-05-02 10:32:37,1.1.1,1.1.1.71
MNXR151772,1.1.1,1.1.1.153;1.1.1.325;1.1.1.21;1.6.3.2;1.11.1.1|1.11.1.2;1.12.1.3|1.12.1.5;1.5.1.33;1.1.1.153|1.1.1.213;1.5.1.6;1.5.1.34;2.1.1.148;1.5.1.3,1.1.1.153,1.1.1,0.9999882,2025-05-02 10:32:37,1.5.1,1.1.1.153
MNXR167116,1.14.19|1.21.99,1.14.19.71;1.14.11.7;1.14.11.2;1.14.11.27|1.14.11.65|1.14.11.66|1.14.11.67;1.14.11.66|1.14.11.67|1.14.11.68|1.14.11.69;1.14.14.25;1.14.14.139;1.14.14.37;1.14.14.26,1.14.19.71,1.14.19,0.9974433,2025-05-02 10:32:37,1.14.14,1.14.19.71
MNXR148726,1.8.1,1.3.1.9;1.3.1.31;1.2.1.48;1.3.1.9|2.3.1.86,1.3.1.9,1.3.1,0.92709696,2025-05-02 10:32:37,1.3.1,1.3.1.9|2.3.1.86
MNXR107340,1.5.5|1.1.5,1.3.5.1|1.3.5.4;1.3.1.6;1.3.98.1,1.3.5.1|1.3.5.4,1.3.5,0.9938623,2025-05-02 10:32:37,1.3.5,1.3.5.1|1.3.5.4
MNXR152905,2.4.1|3.2.1,2.4.1.82;2.4.1.67;2.4.1.123;2.7.1.69;3.2.1.70;2.4.1.140;2.4.1.13;5.4.99.11;2.4.1.10;3.2.1.20|3.2.1.70,2.4.1.82,2.4.1,0.9896947,2025-05-02 10:32:37,2.4.1,2.4.1.82
MNXR102035,3.1.3,2.7.1.21,2.7.1.21,3.1.3,0.9872361,2025-05-02 10:32:37,3.1.3,3.1.3|3.1.3.31|3.1.3.35|3.1.3.5|3.1.3.89
MNXR186139,1.3.1,1.6.5.4;1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4;1.1.1.345;1.1.1.337|1.1.1.375,1.6.5.4,1.3.1,0.99083287,2025-05-02 10:32:37,1.1.1,1.3.1.M14
MNXR122135,1.2.3,1.8.3.5;1.4.3.13;1.2.3.1;1.4.3.2;1.4.3.3,1.8.3.5,1.2.3,0.99607074,2025-05-02 10:32:37,1.2.3,1.2.3.1
