reaction_id,EC Number,BEC-Pred,CLAIRE,SelenzymeRF,SIMMER,Theia,BridgIT,E-zyme1,E-zyme2,MajorityVote,MajorityVoteCore4
R09672,3.2.1.169,3.5.1,3.2.1;5.4.1;4.2.2;3.1.1,3.2.1.169;3.2.1.97;3.2.1.49;3.2.1.50;3.2.1.52,3.5.1,3.2.1;3.1.1;3.1.4;3.5.1;3.2.2,3.2.1.169;3.1.1.93;3.2.2.11;4.3.3.5,2.4.1;3.2.1;2.4.2;3.1.4;4.2.2;5.1.3;6.5.1;6.1.1;2.4.99;4.2.1;3.1.3;3.6.1;2.7.8;3.1.1,3.2.1;3.2.1;2.4.1;3.2.1;3.2.1;2.4.1;2.4.1;3.2.1;2.4.1;2.4.1;3.2.1;2.4.1;2.4.1;2.4.1;4.2.1;2.4.1;2.4.1;3.2.1;2.4.1;2.4.1;3.2.1;2.4.1;2.4.2;2.4.1;3.2.1;3.2.1;3.2.1;2.4.1;3.2.1;2.4.1;3.2.1;2.4.1;2.4.1;3.2.1;2.4.1;2.4.1;2.4.1,3.2.1,3.2.1
R11341,1.1.1.402,1.1.1,1.1.1;1.3.1;2.3.1;1.8.1,1.1.1.402;1.6.5.4;1.6.3.2;1.11.1.1|1.11.1.2;1.12.1.3|1.12.1.5;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17,1.3.1;1.1.1,1.1.1;2.7.1;5.1.3;4.1.99;1.3.1,,1.1.1;1.1.99;1.1.3;2.3.1;1.14.13;1.1.5;1.1.-;1.1.2;5.3.3;1.14.11;1.14.-;1.1.98;1.4.3;1.-.-;1.6.5;1.6.99;1.2.1;5.1.3;4.2.1;1.14.15;1.1.9;1.3.1;1.6.3;1.6.1;1.14.12;6.4.1;5.4.99;1.11.1;4.1.1,1.1.1;1.1.1;1.1.1;1.1.1;5.3.1;1.1.1;1.1.1;1.1.1;1.1.1;4.2.1;1.1.1;1.1.1,1.1.1,1.1.1
R00714,1.2.1.16|1.2.1.79,1.2.1,1.1.1;1.3.1;1.2.1;1.5.1,1.6.5.4;1.6.3.2;1.11.1.1|1.11.1.2;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17,1.14.19;1.14.13;1.1.1,1.2.1;1.1.1;1.5.1;1.4.1;4.1.99,1.14.13.69;1.14.14.1;1.14.15.3;1.14.12.12;1.14.18.1;1.2.3.9;1.14.21.11;1.14.99.2;1.14.11.7;1.14.16.1;1.10.3.4;1.14.19.17,1.1.1;1.1.99;1.1.3;2.3.1;1.1.5;1.6.5;1.6.99;1.1.-;1.14.13;1.1.2;1.6.1;1.6.3;1.14.-;1.11.1;1.14.11;1.1.98;1.4.3;1.-.-;4.2.1;1.14.15;1.2.1;1.1.9;1.3.1,1.-.-;1.-.-,1.1.1,1.2.1
R00838,3.2.1.122,3.2.1,3.2.1;5.4.1;5.1.3;2.4.1,3.2.1.108|3.2.1.23,3.2.1;2.4.1,3.2.1;2.4.1;3.7.1;5.1.3;5.4.1,3.2.1.85;3.1.1.93;3.2.2.19;4.3.3.5,2.4.1;3.2.1;2.4.2;3.1.4;4.2.2;5.1.3;6.5.1;2.4.99;6.1.1;4.2.1;3.1.3;3.6.1;2.7.8;3.1.1,3.2.1;3.2.1;3.2.1;3.2.1;2.4.1;3.2.1;2.4.1;3.2.1;2.4.1;3.2.1;2.4.1;2.4.1;2.4.1;3.2.1;3.2.1;2.4.1;3.2.1;2.4.1;3.2.1;2.4.1;3.2.1;3.2.1;2.4.1;2.4.1;2.4.1;3.2.1;3.2.1;2.4.1;2.4.1;2.4.1;3.2.1;2.4.1;2.4.2;3.2.1;2.4.1;2.4.1;3.2.1;2.4.1;3.2.1;2.4.1;3.2.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;3.2.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;3.2.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;4.2.2;3.2.1;2.4.1;3.2.1;3.2.1;3.2.1;3.2.1;3.2.1;3.2.1;2.4.1;3.2.1;3.2.1;3.2.1;3.2.1;2.4.1;4.2.1;2.4.1;3.2.1;2.4.1,3.2.1,3.2.1
R04386,2.1.3.15,2.1.3,6.3.4;6.4.1;2.7.2;2.1.3,2.1.3.15|6.4.1.2,4.1.1,2.1.3;6.4.1;6.3.4;2.3.1;3.5.2,,4.1.1;6.4.1;2.1.3;1.1.1,2.1.3;2.1.3;2.3.1;4.1.1;2.3.1;2.3.1;1.1.1,2.1.3,2.1.3
R03868,5.2.1.2|5.2.1.4,5.2.1,5.2.1;5.1.2;5.3.3;5.3.2,5.2.1.2|5.2.1.4;3.1.1.-|3.1.1.91;1.3.1.32;3.7.1.-|3.7.1.20|3.7.1.5;3.7.1.23;1.13.11.4;4.1.1.68;5.3.3.10;3.1.1.45;1.1.1.312;5.3.2.6;3.5.99.5;1.13.11.5;5.5.1.1,5.1.3,5.3.2;2.3.1;3.7.1;5.2.1;5.3.3,1.13.11.4;1.13.12.4;1.13.99.1;1.14.13.239,5.2.1,5.2.1;5.2.1;1.3.1;1.3.1,5.2.1,5.2.1
R10809,3.2.1.163,3.2.1,3.2.1;3.1.2;5.1.3;2.4.1,3.2.1.10;3.2.1.23;3.2.1.205,3.2.1,3.2.1;3.1.4;3.6.1;3.1.3;5.1.3,1.14.18.2;1.14.15.16;1.10.3.3;1.14.11.56;1.14.13.154;1.14.14.1;1.14.19.29;1.14.12.19;1.14.99.2;1.14.21.11;1.2.3.9;1.14.16.7,3.2.1;2.4.1;2.4.99;2.5.1;4.2.1;5.1.3;4.2.2;1.-.-;2.4.2,3.2.1;3.2.1;3.2.1;3.2.1;3.2.1;3.2.1;3.2.1;3.2.1,3.2.1,3.2.1
R06150,3.2.1.77|3.2.1.137,3.2.1,3.5.99;3.5.4;4.1.99;5.3.1,2.7.1.204;3.2.1.147;4.2.2.12;4.2.2.13;3.2.1.46;3.2.1.45;3.2.1.22;3.2.1.107;3.2.1.21,,1.14.13;1.14.-;1.-.-;1.14.15;1.1.3,,,,3.2.1,3.2.1
R00001,3.6.1.10,3.6.1,3.6.1;3.6.4;3.1.3;3.6.5,2.7.4.6,5.1.3,3.2.1;3.4.11;3.1.4;3.1.1;3.4.13,3.6.1.25;3.1.3.81;3.6.3.55;3.6.5.1;3.6.4.1,,,3.6.1,2.7.4|3.2.1|3.6.1|5.1.3
R04537,2.3.1.85|2.3.1.86|2.3.1.-|4.2.1.59,4.2.1,4.2.1;2.3.1;4.4.1;5.4.4,2.3.1.-|2.3.1.85|2.3.1.86|4.2.1.59,5.3.99;5.3.3,2.3.1;4.2.1;5.4.4;3.1.1;1.14.13,3.1.2.14;2.3.1.85;4.2.1.22;3.3.2.10;1.14.14.1;3.1.1.35;3.3.1.1;2.1.1.246;2.5.1.18;3.2.1.86;3.7.1.8;3.2.2.3,4.2.1;2.3.1;4.1.2;3.5.5;4.3.3;3.2.-;3.5.1;2.5.1;3.5.2;2.8.1;2.9.1;5.4.4,2.3.1;2.3.1;4.2.1;2.3.1;4.2.1;2.3.1;1.3.1;1.3.1;4.2.1;4.2.1;4.2.1;2.3.1;1.3.1;1.3.1;1.3.1;4.2.1;4.2.1;1.3.1;1.3.1;1.3.1;2.3.1;4.2.1;1.3.1;1.3.1;4.2.1;1.3.3;1.3.1;1.3.1;4.2.1;4.2.1;1.3.1;4.2.1;4.2.1;1.3.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;1.3.1;1.3.1,2.3.1,4.2.1
R07583,3.1.3.72,3.1.3,3.1.3;3.6.1;3.1.7;4.2.3,2.7.4.21;3.1.3.26|3.1.3.62;3.1.3.62;3.1.3.36;2.7.1.158;2.7.1.140;2.7.1.159;3.1.3.62|3.1.3.8;3.1.3.62|3.1.3.72,3.1.3,3.1.3;2.6.1;5.1.1;3.6.1;5.4.2,3.1.3.26;3.1.4.11;4.6.1.13;3.6.1.20;3.1.7.2;3.2.1.42;3.1.1.31;2.4.1.17;5.1.3.14;3.1.5.1;4.2.3.1;3.1.6.1;3.11.1.3;3.1.2.5;2.3.1.85;3.7.1.8;4.2.1.155,2.7.1;3.1.3;2.7.8;3.6.1;3.1.4;2.7.4;2.7.11;2.7.7;3.6.3;3.1.7;2.7.6;4.6.1;2.7.2;2.7.3;3.2.1;3.6.4;2.7.9;2.6.-;2.7.-;2.7.13;3.6.5;2.4.1;5.1.3;4.2.3;2.7.99;3.1.5;2.7.12;4.1.1;2.7.10;1.3.7;1.18.6;1.19.6;3.-.-,3.1.3;3.1.3;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;3.1.3;2.7.1;3.1.3;2.7.1;2.7.1;2.7.1;3.1.3;3.1.3;2.7.1;3.1.3;3.1.3,3.1.3,3.1.3
R12430,2.3.1.-,2.3.1,2.3.1;3.1.1;1.1.1;1.3.1,2.3.1.207;2.3.1.301;2.3.1.-|2.3.1.86;2.3.1.41;6.2.1.1|6.2.1.3,2.3.1,2.3.1;6.2.1;3.1.2;1.2.1;1.1.1,6.2.1.51;1.2.1.95;2.3.1.191;2.1.2.3;2.3.2.19;2.3.3.17;2.1.3.12;6.1.2.2;6.3.4.10;6.3.1.20,2.3.1;6.2.1;3.1.1;3.1.2;1.2.1;6.1.1;2.3.3;2.3.2;3.5.1;1.2.7;3.7.1;3.2.1;1.2.4;1.8.1;2.1.3;1.1.1;4.1.3;2.3.-;2.8.3;2.5.1;4.4.1;2.1.1;1.-.-;1.2.3;2.6.1;6.1.2;3.5.3;6.3.1;6.3.4;2.1.2;2.2.1;6.3.2;3.4.11,2.3.1;2.3.1;2.3.1;2.3.1;2.3.1;2.3.1;2.3.1;2.3.1;3.1.2;2.3.1;2.3.1;6.2.1;3.1.2;2.3.-;1.2.1;2.3.1;3.1.2;3.1.2;3.1.2;2.3.1;2.3.1;2.3.1;1.2.4;3.1.2;3.1.2;3.1.2;2.3.1;3.1.2;6.2.1;1.2.7;1.2.7;1.2.1;2.3.1;3.1.2;1.2.1;3.1.2;2.3.1;1.2.7;1.2.1;2.3.1;3.1.2;2.3.1;1.1.1;3.1.2;2.3.1;1.1.1;2.3.1;2.3.1;6.2.1;6.2.1;1.2.1;2.3.1,2.3.1,2.3.1
R00195,4.3.1.15,4.3.1,4.3.1;3.5.1;3.4.17;3.4.11,4.3.1.15;4.4.1.13;4.1.99.1|4.4.1.1|4.4.1.3;2.7.3.9,4.3.1;4.4.1;2.6.1,4.3.1;1.4.3;1.4.1;3.5.99;4.4.1,4.3.1.15;3.5.1.3;3.5.5.1;3.4.11.1;3.4.13.22;4.3.2.3;1.4.1.13;1.4.7.1;4.3.3.6;6.3.4.2;6.3.5.2;3.5.99.5;3.5.2.2;4.2.1.48;2.3.2.2;3.5.3.8;3.1.1.1;3.4.17.8;3.4.19.13;3.13.1.6;3.4.14.13;1.2.7.12;3.5.4.1;3.8.1.8;2.1.2.3,4.3.1;3.5.1,2.6.1;1.4.99;1.4.1;4.4.1;4.4.1;2.6.1;4.4.1;2.6.1;4.4.1;4.3.1;4.3.1;1.4.3;1.4.3;4.4.1;4.4.1;4.4.1;1.4.1;2.6.1;1.4.3;1.4.3;1.4.1;1.4.1;2.6.1;2.6.1;1.4.1;4.3.1;2.6.1;4.4.1;4.4.1;4.4.1;1.4.1;4.4.1;4.4.1;4.4.1;2.5.1;1.4.3;2.6.1;4.4.1,4.3.1,4.3.1
R01132,2.4.2.8,2.4.2,3.2.2;2.4.2;3.5.4;3.1.4,2.4.2.8;2.4.2.1|2.4.2.15|2.4.2.28,2.4.2,2.4.2;3.2.2;2.7.8;2.7.7;5.1.3,2.4.2.8;2.4.1.118;2.4.99.18,2.4.2;3.2.2;2.4.1;1.14.14;1.14.11;2.7.8;3.5.1;6.3.4;4.3.3;4.1.3;2.6.1,2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;3.2.2;2.4.2;2.4.2;3.2.2;2.4.2;2.4.2;2.4.2;2.4.1;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;3.2.2;3.2.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;1.14.14;2.4.1;1.13.12;1.13.12,2.4.2,2.4.2
R09666,2.4.1.269,2.4.1,2.4.1;3.6.1;3.1.3;2.4.2,2.4.1.269;2.4.1.268;2.4.1.217;2.4.1.-|2.4.1.266;2.4.1.352;2.4.1.36;2.4.1.13;2.4.1.359|2.4.1.dr;2.4.1.332;3.2.1.208|3.2.1.au;3.2.1.170|3.2.1.M20;2.4.1.213;2.4.1.361;2.4.1.69;2.7.7.69;2.4.1.245;2.4.1.142;2.4.1.321;2.4.1.342;2.4.1.252;2.4.1.90,2.4.1,2.4.1;2.4.-;2.7.7;3.2.1;6.2.1,2.4.1.118;2.4.2.22;2.4.99.18,2.4.1;3.2.1;2.4.2;3.1.4;6.1.1;4.2.2;5.1.3;6.5.1;3.1.1;2.4.99;4.2.1;3.1.3;3.6.1;2.7.8;4.3.3,2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;3.6.1;2.4.2;2.4.2;2.4.99;2.4.2;2.4.2;2.4.99;2.4.2;2.4.1;4.2.3;2.7.8,2.4.1,2.4.1
R05438,1.14.12.-,1.14.13,1.14.13;1.6.3;1.14.14;1.14.12,1.6.3.5;1.14.13.225|1.6.3.1;1.14.13.25;1.11.1.6|1.14.13.225|1.3.1.95|1.6.3.1|1.6.3.3|1.6.99.3,1.7.1;1.1.1,1.14.12;1.14.13;1.13.11;1.14.-;1.6.3,,1.1.1;1.1.99;1.1.3;2.3.1;1.1.5;1.6.5;1.6.99;1.1.-;1.14.13;1.1.2;1.6.1;1.6.3;1.14.-;1.11.1;1.14.11;1.1.98;1.4.3;1.-.-;4.2.1;1.14.15;1.2.1;1.1.9;1.3.1,1.-.-;1.-.-,1.14.13,1.14.13
R04345,5.5.1.11,5.5.1,5.5.1;3.1.1;2.3.1;1.21.3,5.5.1.7;5.5.1.1;3.1.1.45;1.3.1.32;4.2.1.114;5.5.1.2;4.2.1.-|4.2.1.83;5.4.99.14;5.3.3.10;3.1.1.57;1.14.14.108;1.14.11.13;1.2.3.1;4.2.1.34;4.2.1.35;2.6.1.14;4.2.1.3|4.2.1.4,5.5.1,5.5.1;3.1.1;1.3.1;5.3.3;2.3.1,1.13.11.54;1.13.12.4;1.13.99.1;1.14.13.239,5.5.1;5.3.3,5.5.1;5.5.1;5.5.1;5.5.1;5.5.1;5.5.1;5.5.1;5.5.1;5.5.1,5.5.1,5.5.1
R13248,4.2.2.29,3.4.23,3.4.22;3.4.21;3.4.23;3.4.24,3.4.17.14|3.4.17.8;3.4.16.4|3.4.17.8;6.3.2.42;3.4.17.21;6.3.1.9;3.1.2.6,,2.5.1;3.4.22;1.14.12;3.4.21;5.3.3,,,,3.4.17,3.4.17
R10543,6.1.2.2,2.1.1,3.6.1;3.1.3;3.1.1;2.4.1,6.1.2.2;6.3.5.9;2.7.8.11;2.7.1.147;3.2.2.19;3.2.2.24;2.7.4.10;3.6.1.21|3.6.1.9,3.1.3,2.1.3;6.1.2;2.3.1;2.7.8;4.6.1,6.1.2.2;2.3.1.265;6.3.1.20;1.2.1.95;6.2.1.51;6.3.4.10;2.1.3.12;2.3.2.19;2.3.3.14;2.1.2.13,2.3.1;6.2.1;3.1.1;3.1.2;1.2.1;6.1.1;2.3.3;2.3.2;3.5.1;1.2.7;3.7.1;3.2.1;2.1.3;1.2.4;1.8.1;1.1.1;4.1.3;2.5.1;2.3.-;2.8.3;4.4.1;2.1.1;1.-.-;1.2.3;6.1.2;3.5.3;2.6.1;6.3.1;6.3.4;6.3.2;2.1.2;2.2.1;3.4.11,2.3.1;2.3.1;2.3.1;2.3.1;2.3.1;2.3.1;2.3.1;2.3.1;2.3.1;2.3.1;2.3.1;2.3.2;2.3.1;2.3.2;6.1.1;6.1.1;2.3.1;2.3.1;2.3.1;6.1.1;2.3.1;6.1.1;6.1.1;2.3.1;2.3.1;6.1.1;6.1.1;6.1.1;6.1.1;2.3.1;6.1.1;6.1.1;2.3.1;6.1.1;6.1.1;6.1.1;6.1.1;6.1.1;6.1.1;6.1.1;6.1.1;6.1.1;6.1.1;1.2.1;2.1.3;2.3.1;2.3.1;6.1.1;6.1.1;3.2.1;2.3.1;2.3.1;2.1.3;2.3.1;2.3.1;2.3.1;2.3.1;2.3.1;1.-.-,2.3.1,6.1.2
R11722,5.3.1.35,5.3.1,5.3.1;5.5.1;5.3.3;5.1.3,2.6.1.57;1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4,5.3.1,5.3.1;1.1.99;1.1.3;5.1.3;2.6.1,1.13.12.4;1.13.11.54;1.13.99.1;1.14.13.239,1.1.1;1.1.3;1.1.99;1.14.13;2.3.1;1.1.-;1.1.2;1.1.5;5.3.3;1.14.11;1.23.1;1.14.14;1.14.-;1.14.15;1.2.1;1.-.-;1.4.3;1.1.98;1.3.1;4.2.1;1.10.1;1.14.12;1.1.9;1.14.19;1.6.5;1.5.3;1.6.99;5.4.99;1.6.1;1.6.3;1.11.1,1.1.1;1.1.1;1.1.1;1.1.1;1.1.1;1.1.1;1.1.1;5.3.1;1.1.1;1.1.99;1.1.1;1.1.1;1.1.1;4.2.1;4.2.1;4.2.1;1.1.1;1.1.1;1.1.1;1.1.1;4.2.1;4.2.1;1.1.1;1.1.1;1.1.1;4.2.1;1.1.1;4.2.1;1.1.1;4.2.1;4.2.1;4.2.1;4.2.1;1.1.1;1.1.1;1.1.1;4.2.1;4.2.1;4.2.1;1.1.1;2.2.1;2.2.1;1.1.1;1.1.1;1.1.1;1.1.1;1.1.1;2.2.1;1.1.1,5.3.1,5.3.1
R04189,3.5.3.23,3.5.1,3.5.3;3.5.1;3.2.2;3.4.19,1.14.11.27|1.14.11.65|1.14.11.67;4.1.1.90;1.14.11.27|1.14.11.65|1.14.11.66|1.14.11.67;1.14.11.66|1.14.11.68|1.14.11.69;1.2.4.1,3.5.3,3.5.1;4.1.1;2.5.1;3.5.3;4.3.1,,3.5.3;2.1.4;1.14.13,3.5.3;2.1.4;2.1.3;3.5.3;2.1.4;3.5.3;2.1.2;2.1.3,3.5.3,3.5.1
R02338,1.13.11.17,1.13.11,1.13.11;3.3.2;1.14.99;1.2.1,1.13.11.52;1.13.11.38;1.4.3.2;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.4.3.3;1.2.3.1,3.5.1,1.13.11;4.1.1;1.14.14;1.13.12;1.14.13,,1.13.11;1.14.99;1.13.-;1.14.13;3.7.1;2.8.1;1.8.1;1.8.99;1.8.7,1.13.11;1.13.11;1.13.11;1.13.11,1.13.11,1.13.11
R11046,5.1.3.-,5.1.3,5.1.3;3.2.1;3.6.1;2.4.1,2.4.1.327;2.4.2.27;5.1.3.2;4.2.1.164;1.1.1.-|1.1.1.384;2.7.4.12|2.7.4.13|2.7.4.9,5.1.3,5.1.3;5.3.1;1.1.3;5.4.2;2.6.1,2.4.2.9;2.4.1.71;2.4.99.18,5.1.3;1.1.1;5.3.1;5.-.-,5.1.3;2.1.1;5.1.3;5.3.1;1.1.1;4.3.1;1.1.1;1.1.1;1.1.1;1.1.1;4.2.1;1.1.1;1.1.1;1.1.1;5.1.3;4.2.1;1.1.1;5.1.3;1.1.1;4.2.1;1.1.1;4.2.1;4.2.1;1.1.1;5.1.3;5.1.3;5.1.3;5.1.3;5.1.3;5.1.3;1.1.1;5.1.3;1.3.1;1.3.3,5.1.3,5.1.3
R07529,2.1.1.210,2.1.1,2.1.1;2.3.1;3.1.1;4.4.1,2.1.1.210;2.1.1.132;1.16.1.8;2.1.1.100;2.1.1.64,2.1.1,2.1.1;2.3.1;4.2.1;2.5.1;4.4.1,2.1.1.281;2.8.4.4;2.1.2.13;2.3.1.32;2.1.3.8,2.1.1;1.14.14;3.1.1;2.3.1;1.5.3;1.14.11;1.5.8;2.-.-;1.16.1;1.14.99;1.14.13;1.2.7;1.5.99;3.7.1,2.-.-;2.5.1;2.3.1,2.1.1,2.1.1
R08266,1.14.13.8,1.14.13,1.14.13;1.6.3;1.14.14;1.14.18,1.14.13.8;1.14.13.225|1.6.3.1;1.6.3.5;1.11.1.6|1.14.13.225|1.3.1.95|1.6.3.1|1.6.3.3|1.6.99.3,1.7.1;1.5.1;1.1.1,1.14.13;1.14.14;1.5.1;4.2.1;1.14.15,1.14.13.239;1.13.11.39;1.13.12.23;1.13.99.1,1.1.1;1.1.99;1.1.3;2.3.1;1.1.5;1.6.5;1.6.99;1.1.-;1.14.13;1.1.2;1.6.3;1.6.1;1.14.-;1.11.1;1.14.11;1.1.98;1.4.3;1.-.-;4.2.1;1.14.15;1.2.1;1.1.9;1.3.1,1.-.-;1.-.-,1.14.13,1.14.13
R09550,1.1.98.2,2.1.2,1.1.99;1.1.98;1.1.5;1.17.1,1.1.98.2;1.1.1.363;1.1.1.49;1.1.1.47;1.1.5.2;1.1.5.9;1.1.3.4;1.1.99.35;1.1.1.117;1.1.1.376;1.1.98.5;1.1.1.363|1.1.1.388;1.5.3.22;1.1.98.4;1.12.98.1;1.5.7.2;1.1.99.18,5.3.1,1.1.99;1.1.98;1.1.3;1.1.5;1.1.1,,1.1.1;1.1.99;1.1.3;2.3.1;1.14.13;1.1.5;1.1.-;1.1.2;1.14.11;5.3.3;1.14.-;1.1.98;1.4.3;1.-.-;1.2.1;1.6.5;1.6.99;4.2.1;1.14.15;1.1.9;1.3.1;1.14.12;5.1.3;1.6.1;1.6.3;6.4.1;5.4.99;1.11.1;4.1.1,1.1.1;5.1.3;1.1.1;1.1.5;1.1.1;5.1.3;1.1.1;1.1.1;1.1.1;1.1.1;5.3.99;5.1.3;5.1.3;5.1.3;5.1.3;5.1.3;5.1.3;5.1.3;1.1.1;5.1.3;1.1.1;5.1.3;5.1.3;5.1.3;4.2.1;1.1.1;1.1.1;4.2.1;1.1.1;1.1.1;5.1.3;4.1.1;1.1.1;1.1.1;1.1.1;4.2.1;4.2.1;1.1.1;1.1.1,1.1.1,1.1.1
R11053,1.14.11.49,1.14.11,3.1.3;3.6.1;2.7.1;2.5.1,1.14.11.49;1.13|1.13.12.19;1.13.12.24;1.2.2.4;1.13.12.6;1.13.11.27;1.14.12.1;1.13.11.46;1.2.3.4;1.14.11.12;1.2.3.3;1.7.3.3;1.13.11.83;1.14.11.54;1.13.12.13;1.14.11.71;1.14.11.46;1.14.11.72;1.14.11.33;1.14.11.53;1.14.11.6;1.14.11.22;1.14.11.59|1.14.20.2;1.14.11.51;1.14.11.37;1.14.11.25;1.14.11.48;1.14.11.27|1.14.11.65,2.5.1,1.14.11;4.1.1;2.6.1;1.14.20;1.1.3,,,,1.14.11,1.14.11
R02762,1.2.1.85,1.2.1,1.1.1;1.3.1;2.3.1;1.8.1,1.2.1.23;1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4;1.1.1.337|1.1.1.375,1.14.12;1.1.1,1.1.1;1.2.1;3.7.1;5.3.2;1.3.1,,1.1.1;1.1.99;1.1.3;2.3.1;1.1.5;1.6.5;1.6.99;1.1.-;1.14.13;1.1.2;1.6.1;1.6.3;1.14.-;1.11.1;1.14.11;1.1.98;1.4.3;1.-.-;4.2.1;1.14.15;1.2.1;1.1.9;1.3.1,1.-.-;1.-.-,1.1.1,1.2.1
R09634,2.4.1.250,2.4.1,3.2.1;2.4.1;3.1.2;4.3.3,2.4.1.250;2.4.1.123;2.4.1.212;2.4.1.-|2.4.1.301;2.4.1.361;2.4.1.187;2.4.1.239;2.4.1|2.4.1.297;2.4.1.272;2.4.1.365;2.4.1.-|2.4.1.283;2.4.1.356;2.4.1.-|2.4.1.285;2.4.2.27;2.4.1.180,2.4.1,2.4.1;4.6.1;3.2.1;2.7.7;3.1.1,2.4.1.198;2.4.2.34;2.4.99.18,2.4.1;3.2.1;2.4.2;3.1.4;6.1.1;4.2.2;5.1.3;6.5.1;3.1.1;2.4.99;4.2.1;3.1.3;3.6.1;2.7.8;4.3.3,2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;3.6.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.99;2.4.2;2.4.2;2.4.1;2.4.99;2.4.2;2.4.2;2.4.2;4.2.3,2.4.1,2.4.1
R03627,5.2.1.5,2.3.1,2.3.1;5.2.1;3.1.2;1.1.1,1.14.13.-|1.14.14.-|1.14.14.1;3.1.2.14;3.1.1.98,5.3.3,1.14.99;1.14.19;5.2.1;5.3.3;4.2.1,1.13.11.84;1.13.12.3;1.13.99.1;1.14.13.239,5.2.1,1.13.11;1.13.11;1.13.11;1.13.11;1.3.1;1.3.1;1.3.1;1.3.1;1.14.99;1.3.1;2.3.1;4.2.1;1.3.1;1.14.19;1.14.19;4.2.1;4.2.1;1.14.19;2.3.1;1.14.-;1.13.11;4.2.1;1.3.1;1.3.1;2.3.1;1.13.11;1.14.19;4.2.1;1.13.11;1.13.11;1.13.11;1.14.19;1.3.1;1.3.1;2.3.1;4.2.1;1.13.11;1.13.11;1.3.3;1.3.1;5.3.3,1.13.11,5.3.3
R00985,4.1.3.27,2.6.1,4.1.3;4.1.2;4.1.1;2.3.3,2.6.1.21;2.7.1.40;1.14.12.10;1.14.12|1.14.12.12;1.14.14.-|1.14.14.1,5.4.4,4.1.3;1.4.-;5.4.4;2.3.3;4.4.1,3.5.1.4;3.5.5.1;3.1.1.1;3.5.2.20;3.4.13.22;3.5.99.8;1.4.1.13;1.4.7.1;4.3.3.6;6.3.4.2;6.3.5.2;3.4.11.1;2.3.2.2;4.2.1.48;3.4.19.13;3.4.14.13;3.4.17.8;3.13.1.6;3.5.4.1;3.5.3.21;1.2.7.12;2.1.2.3;3.8.1.8;4.3.2.4,4.1.3;2.3.3;4.2.99;2.3.1;3.3.2;4.1.1;2.4.2,4.1.3;3.3.2;4.1.3;4.2.99,4.1.3,2.6.1
