reaction_id,EC Number,BEC-Pred,CLAIRE,SelenzymeRF,SIMMER,Theia,BridgIT,E-zyme1,E-zyme2,MajorityVote,MajorityVoteCore4
R11081,5.1.3.35,4.2.3,5.1.3;5.3.1;3.2.1;2.4.1,5.1.3.35;2.7.1.188;5.1.3.33;4.2.3.152;4.2.3.155;2.7.1.206|2.7.1.69;2.7.1.3;2.7.1.3|2.7.1.4;3.1.3.2,5.1.3,5.1.3;5.3.3;2.6.1;3.2.1;1.1.1,3.1.3.25;3.1.4.44;4.6.1.13;4.2.3.1;3.6.1.20;3.1.7.3;3.1.1.42;3.2.1.42;2.4.1.17;3.1.5.1;5.1.3.14;3.1.6.3;3.1.2.31;3.11.1.3;2.3.1.85;4.2.1.155;3.7.1.8,1.1.1;5.1.3;1.1.99;1.1.3;2.3.1;1.1.5;1.1.-;1.14.13;1.1.2;1.14.-;1.14.11;1.1.98;1.4.3;1.-.-;4.2.1;1.14.15;1.2.1;5.3.1;1.1.9;1.3.1;5.-.-;5.3.3,5.1.3;1.1.1;5.1.3;1.1.1;1.1.1;1.1.1;5.3.99;5.1.3;4.2.1;1.1.1;1.1.5;1.1.1;1.1.1;5.1.3;5.1.3;5.1.3;5.1.3;1.1.1;5.1.3;5.1.3;1.1.1;5.1.3;5.1.3;5.1.3;1.1.1;1.1.1;1.1.1;5.1.3;5.1.3;1.1.1;1.1.1;4.2.1;4.2.1;1.1.1;4.2.1;1.1.1;4.2.1;2.1.1;1.1.1;1.1.1;1.1.1;1.1.1;1.1.3;1.3.2;4.3.1;5.1.3;4.2.1;1.1.1;1.1.1,5.1.3,5.1.3
R06610,1.1.1.234,1.1.1,1.1.1;1.3.1;1.8.1;1.16.1,1.1.1.234;1.1.1.219;1.6.5.2,1.1.1,1.1.1;1.14.13;1.-.-;1.3.1;1.2.1,1.1.1.234;1.2.1.85;2.3.1.85;1.3.1.20;1.17.1.4;5.3.3.1;1.1.3.46;5.4.99.3;4.1.1.3;1.4.3.5;1.1.99.9;1.1.5.4;4.2.1.155,1.1.1;1.1.99;1.1.3;2.3.1;1.1.5;1.6.5;1.6.99;1.1.-;1.14.13;1.1.2;1.6.3;1.6.1;1.14.-;1.11.1;1.14.11;1.1.98;1.4.3;1.-.-;4.2.1;1.14.15;1.2.1;1.1.9;1.3.1,1.-.-;1.-.-,1.1.1,1.1.1
R12360,1.14.13.246,1.14.14,1.14.13;1.6.3;1.14.14;1.14.12,1.14.13.26;1.14.13.25;1.14.12.-|1.14.12.26;1.14.12.18;1.14.12.12;1.14.12.10;1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4;1.1.1.345;1.1.1.337|1.1.1.375,1.1.1,1.14.13;1.14.14;1.14.-;1.13.12;1.14.12,1.14.13.239;1.13.11.48;1.13.99.1;1.13.12.1,1.14.13;1.14.14;1.14.11;1.14.15;1.14.16;1.14.99;1.14.-;1.14.18;1.17.1;1.1.1;1.13.11;1.10.99;1.10.3;1.97.1;3.5.3;3.7.1;1.6.6;1.17.99;1.2.1;1.3.99;1.3.7;1.14.20;4.1.99;1.-.-;1.14.12;1.17.3;1.7.3;1.14.17;1.17.7,1.14.13;1.14.13;1.14.13;1.14.13;1.14.13,1.14.13,1.14.13
R12859,2.7.8.33,2.5.1,2.7.7;2.4.2;2.4.1;6.1.1,2.7.8.13,2.4.2;2.4.1;2.5.1,5.5.1;2.5.1;5.3.3;1.3.1;2.3.1,,,,2.5.1,2.5.1
R01647,4.1.2.52,4.1.2,4.1.3;4.1.2;2.3.3;2.2.1,4.1.2|4.1.2.-|4.1.2.52;2.7.3.9;2.7.1.40,5.3.1,4.1.2;4.2.1;5.3.1;4.1.1;4.3.3,1.13.12.4;1.13.11.54;1.13.99.1;1.14.13.239,4.1.2;4.1.3;2.2.1;4.2.1;2.5.1;1.14.99;4.1.1;1.13.11;2.1.2;1.11.1;1.14.13,4.1.2,4.1.2,4.1.2
R05372,3.8.1.-,3.8.1,3.5.99;3.8.1;4.5.1;3.5.4,1.2.1.3;2.8.3.9;1.2.3.1,,3.8.1;3.7.1;1.2.1;4.2.1;1.1.1,,3.8.1;1.14.13;4.5.1,3.8.1;3.8.1;3.5.1,3.8.1,3.8.1
R02737,2.4.1.15,2.4.1,3.2.1;2.4.1;4.2.2;5.4.99,2.4.1.15;2.4.1.36;2.4.1.347;2.4.1.245;2.4.1.216;2.4.1.64;2.4.1.231;3.2.1.85;5.4.99.16;2.4.1.22,2.4.1,2.4.1;5.4.99;2.4.2;3.2.1;2.7.7,2.4.1.15;2.4.2.34;2.4.99.14,2.4.1;3.2.1;2.4.2;3.1.4;6.1.1;4.2.2;5.1.3;6.5.1;3.1.1;2.4.99;4.2.1;3.1.3;3.6.1;2.7.8;4.3.3,2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;3.6.1;2.4.2;2.4.2;2.4.2;2.4.99;2.4.2;2.4.99;2.4.2;2.4.1;4.2.3;2.7.8,2.4.1,2.4.1
R00629,2.8.2.2,2.8.2,3.1.6;3.1.4;3.6.1;3.1.3,2.3.1.75;1.1.1.71;3.2.1.85;3.1.6.1;3.1.1.117;3.2.1.146;3.2.1.21,3.6.1,2.8.2;2.5.1;2.7.7;2.3.1;3.1.1,2.8.2.2;2.3.1.187;2.8.3.8,,,2.8.2,2.8.2
R08276,1.14.14.-,1.14.14,3.8.1;4.5.1;3.5.99;4.1.99,1.14.14.-|1.14.14.1,,1.14.13;1.14.14;1.14.18;1.5.1;2.3.1,,1.14.14;1.4.3;1.11.2;1.14.-;2.6.1;1.5.3;4.2.1;1.21.4;1.14.13;4.3.3,1.14.14;1.14.14,1.14.14,1.14.14
R03032,4.2.1.5,4.2.1,4.2.1;4.4.1;5.4.4;1.14.14,1.1.1.124|1.14.13.50|2.5.1.18|2.7.1.59|3.2.1.14|3.2.1.165|4.1.3.3|4.2.1.66|5.1.3.8,5.3.1;4.2.1,4.2.1;3.2.1;3.7.1;1.1.1;4.1.3,3.1.1.17;3.11.1.2;3.1.2.16;3.1.6.16;3.1.3.75;4.2.1.155;3.6.1.7;3.7.1.8;2.3.1.85;3.1.4.2;4.2.3.1;3.2.1.175;3.1.7.5;3.1.5.1;4.6.1.13;2.4.1.17;5.1.3.14,4.2.1;2.3.1;4.1.2;4.3.3;3.5.5;3.2.-;2.5.1;3.5.1;3.5.2;2.8.1;2.9.1;5.4.4,4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;1.1.1;1.1.1;1.1.1;1.1.1;4.3.1;1.1.1;4.3.1;1.1.1;1.1.1;1.1.1;1.1.1;4.2.1;1.1.1;1.1.1,4.2.1,4.2.1
R12420,1.5.3.-,1.1.3,1.5.3;1.4.3;1.21.3;1.3.3,1.3.3.6;1.4.3.13;1.6.3.1;1.1.3.15;1.3.3.16;1.4.3.3;1.2.3.1,4.2.1,1.5.3;6.3.2;1.3.3;1.4.3;1.8.3,1.21.3.3;1.5.1.20;1.3.3.13;1.5.3.12;2.5.1.46;1.4.3.3;2.6.1.82,,2.4.1;3.2.-,1.3.3,1.3.3
R02789,2.4.1.149,2.4.1,2.4.1;2.4.2;3.2.1;5.1.3,2.4.1.149;2.4.1.87;2.4.1.-|2.4.1.285;2.4.1.250;2.4.1.-|2.4.1.283;2.4.1.306;2.7.1.69;2.4.1.-|2.4.1.290;2.4.1.-|2.4.1.301;2.4.99.1;2.4.1.212;3.2.1.74;2.4.1.22;3.2.1.4,2.4.1,2.4.1;2.7.7;2.4.2;2.7.1;3.2.1,2.3.1.191;6.2.1.51;1.2.1.95;2.1.2.3;2.3.2.19;2.1.3.12;6.3.4.10;6.1.2.2;6.3.1.20;2.3.3.1,2.4.1;3.2.1;2.4.2;3.1.4;6.1.1;4.2.2;5.1.3;6.5.1;3.1.1;2.4.99;4.2.1;3.1.3;3.6.1;2.7.8;4.3.3,2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;3.6.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.99;2.4.2;2.4.2;2.4.1;2.4.99;2.4.2;2.4.2;2.4.2;4.2.3,2.4.1,2.4.1
R07923,2.4.1.238,2.4.1,2.4.1;3.2.1;2.4.2;5.1.3,2.4.1.238;2.4.1.-|2.4.1.298;2.4.1.35;2.4.1.238|2.4.1.249;2.4.1.357;2.4.1.126;2.4.1.91;2.4.1.115;2.4.1.237;2.4.1.-|2.4.1.286;2.4.1.234;2.4.1.294;2.4.1.271;2.4.1.17;2.4.1.309;2.4.1.185;2.4.1.297;2.4.1.-|2.4.1.293;2.4.1.253;2.4.1.136;2.4.1.14,2.4.1,2.4.1;2.7.7;6.2.1;2.7.1;2.3.1,2.4.1.115;2.4.2.51;2.4.99.1,2.4.1;3.2.1;2.4.2;3.1.4;6.1.1;4.2.2;5.1.3;6.5.1;3.1.1;2.4.99;4.2.1;3.1.3;3.6.1;2.7.8;4.3.3,2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;3.6.1;2.4.2;2.4.2;2.4.2;2.4.99;2.4.2;2.4.99;2.4.2;2.4.1;4.2.3;2.7.8,2.4.1,2.4.1
R13202,2.7.1.105,2.7.1,2.7.1;2.7.6;3.1.3;2.7.4,2.7.1.105;2.7.1.40;2.7.1.1,2.7.1,2.7.1;3.1.3;2.7.7;2.7.4;5.4.2,2.7.1.105;2.7.7.96;2.7.2.11;6.3.5.5;2.7.4.23;2.7.3.3;2.7.14.1;2.7.11.7;2.7.10.1;2.7.12.1;2.7.6.5;2.7.8.19;2.7.99.1,2.7.7;3.1.3;2.7.8;2.7.1;3.1.4;3.6.2;2.7.12;2.7.10;3.1.8;2.7.9,2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;3.1.3;2.7.1;3.1.3;2.7.1;3.1.3;3.1.3;3.1.3;2.7.1;2.7.1;3.1.3;2.7.1;3.1.3;2.7.1;3.1.3;3.1.3;2.7.6;3.1.3;2.7.1;3.1.3;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;3.1.3;2.7.1;2.7.1;3.1.3;3.1.3;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;3.1.3;2.7.8;2.7.1;2.4.1;2.7.7;2.7.1;2.7.1;2.7.1,2.7.1,2.7.1
R09897,4.2.3.97,4.2.3,2.5.1;5.5.1;5.3.99;4.2.3,4.2.3.13;4.2.3.97;4.2.3.67;2.5.1.20;4.2.3.77;4.2.3.75;4.2.3.62;2.5.1|2.5.1.31|2.5.1.M1;2.5.1.88;2.5.1.87;4.2.3.-|4.2.3.162;4.2.3.-|4.2.3.125;4.2.3.92;4.2.3.-|4.2.3.126;4.2.3.143;4.2.3.166;4.2.3.-|4.2.3.127;4.2.3.-|4.2.3.128;4.2.3.-|4.2.3.133;4.2.3.173;4.2.3.24;4.2.3.64;4.2.3.93;4.2.3.88;4.2.3.98;4.2.3.170;4.2.3.175;4.2.3.182;4.2.3.87;4.2.3.179;3.1.7.7|4.2.3.194;4.2.3.165;4.2.3.72;4.2.3.7;4.2.3.139;4.2.3.204;4.2.3|4.2.3.-|4.2.3.56;4.2.3.171;2.5.1.58,4.2.3,4.2.3;5.5.1;1.3.-;4.3.2;2.5.1,2.5.1.41;1.3.1.96;2.4.1.178;2.4.2.34;2.1.3.12;4.4.1.20,4.2.3;4.1.99;3.1.7,4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.1.99;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3,4.2.3,4.2.3
R06885,4.2.1.-,4.2.1,4.2.1;4.4.1;5.4.4;1.14.14,2.4.1.17;1.8.5.2;1.1.5.4;1.1.5.8;1.10.99.2,,4.2.1;3.4.11;1.3.-;5.4.4;5.3.99,4.2.1.78;4.2.3.16;5.5.1.6;4.2.99.20;4.3.3.3;1.1.1.394;1.14.13.197;4.1.1.7;3.2.1.21;4.3.1.9;3.1.7.9;2.3.1.85;3.7.1.21;1.17.98.2;1.2.1.31;1.4.1.18;1.1.3.47;2.5.1.119;1.3.8.6;3.3.1.1;3.5.5.4;3.5.1.110;2.7.8.23,4.2.1;2.3.1;4.1.2;4.3.3;3.5.5;3.2.-;2.5.1;3.5.1;3.5.2;2.8.1;2.9.1;5.4.4,4.2.1;1.3.99;4.3.1;1.14.12;4.2.1;4.2.1;4.2.1;1.3.8;1.3.1;4.3.1;5.3.2;2.5.1;5.5.1;4.4.1;5.3.2;5.5.1;5.5.1;4.2.1;1.3.99;4.3.1;4.2.1,4.2.1,4.2.1
R08632,4.4.1.1,2.5.1,4.4.1;4.1.99;4.3.1;2.1.1,2.5.1.48;4.4.1.1|4.4.1.3;4.2.1.22;2.6.1.7;4.4.1.11;4.4.1.13|4.4.1.3;4.4.1.21,4.4.1,4.4.1;2.3.1;2.5.1;2.1.1;4.3.1,4.4.1.1;4.5.1.2,4.4.1;2.5.1;4.2.1;1.8.3;3.3.1;2.1.2;1.1.1;1.8.1;4.5.1;2.3.1;4.1.99,2.5.1;2.5.1;4.4.1,4.4.1,4.4.1
R07149,1.1.1.170,1.1.1,1.8.1;1.16.1;1.8.4;1.1.1,1.1.1.417;1.1.1.170;1.1.1.170|1.1.1.418;1.6.3.2;1.14.18.9;1.14.13.246;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.4.1.27;5.3.3.1,1.14.13;1.1.1,1.1.1;5.3.3;1.3.1;1.14.11;4.1.1,,1.1.1;1.1.99;1.1.3;2.3.1;1.1.5;1.6.5;1.6.99;1.1.-;1.14.13;1.1.2;1.6.1;1.6.3;1.14.-;1.11.1;1.14.11;1.1.98;1.4.3;1.-.-;4.2.1;1.14.15;1.2.1;1.1.9;1.3.1,1.-.-;1.-.-,1.1.1,1.1.1
R00865,1.1.2.2,1.1.2,1.7.2;7.1.1;1.1.2;1.1.1,1.1.1.138;1.1.1.12|1.1.1.14;1.1.1.15;1.1.1.11|1.1.1.67;1.1.99.28;1.1.1.140|1.1.1.17;1.1.1.251,5.4.99;5.3.1,1.1.2;2.2.1;1.1.1;5.1.2;1.7.2,,,,1.1.1,1.1.1
R00361,1.1.5.4,1.1.99,2.7.1;1.1.1;1.3.1;2.3.1,1.1.5.4;1.1.1.299;1.1.3.15,1.10.3,4.2.1;2.1.1;5.3.99;4.3.1;2.5.1,,1.1.1;1.1.99;1.1.3;2.3.1;1.14.13;1.1.5;1.1.-;1.1.2;5.3.3;1.14.11;1.14.-;1.1.98;1.4.3;1.-.-;1.6.5;1.6.99;1.2.1;5.1.3;4.2.1;1.14.15;1.1.9;1.3.1;1.14.12;1.6.1;1.6.3;6.4.1;5.4.99;1.11.1;4.1.1,1.1.1;1.1.1;1.1.1;4.2.1;1.1.1;1.1.1;1.1.1;1.1.1;1.1.1;1.1.1;1.1.1;1.1.1;1.1.99;2.3.3;4.1.3;2.3.3;1.1.1;4.1.3,1.1.1,1.1.5|1.1.99|1.10.3|4.2.1
R04218,2.5.1.32,2.5.1,2.5.1;5.3.99;4.4.1;2.2.1,2.5.1.32;2.5.1.96;1.3.1.96|2.5.1.21;2.5.1.148;2.5.1.103|2.5.1.21|2.5.1.96;1.3.5.5;4.2.3.156;1.3.1.97;2.5.1.89;2.5.1.31,2.5.1,2.5.1;4.2.3;5.5.1;4.2.99;1.3.1,,,4.2.3;1.3.5;1.3.5;1.3.5;1.3.1;2.5.1;2.5.1;1.14.99;1.3.99;2.5.1;2.5.1;1.3.99;1.3.5;1.3.8;2.1.1;4.2.3;4.2.3;4.2.3;1.3.8;2.5.1;4.2.3;4.2.3;4.2.3;4.2.3;5.5.1;5.5.1;5.4.99;4.2.3;4.2.3;4.2.3;1.3.8;4.2.3;4.2.3;4.2.3;4.1.99;5.5.1;5.5.1;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;5.4.99;5.2.1;5.5.1,2.5.1,2.5.1
R12348,2.3.1.284,3.2.1,2.3.1;3.1.1;3.1.2;2.8.3,3.1.1|3.1.1.-|3.1.1.17;2.7.8.11;2.4.1.87;3.1.4.43|4.6.1.13;2.3.1.92;3.2.1.175;5.3.1.28,2.4.1,2.3.1;3.1.1;2.3.2;2.7.1;2.5.1,,2.3.1;6.2.1;3.1.1;3.1.2;1.2.1;6.1.1;2.3.3;2.3.2;3.5.1;1.2.7;3.7.1;3.2.1;2.1.3;1.2.4;1.8.1;1.1.1;4.1.3;2.5.1;2.3.-;2.8.3;4.4.1;2.1.1;1.-.-;1.2.3;6.1.2;3.5.3;2.6.1;6.3.1;6.3.4;6.3.2;2.1.2;2.2.1;3.4.11,2.3.1;2.3.1;2.3.1;2.3.1;2.3.1;2.3.1;2.3.1;2.3.1;2.3.1;2.3.1;2.3.1;2.3.1;2.3.1;2.3.1;2.3.1;2.3.1;2.3.1;2.3.1;2.3.1;2.3.1;2.3.1;2.3.1;2.1.3;2.3.1;2.3.1,2.3.1,3.1.1
R13247,7.1.1.3,1.14.19,1.14.13;1.14.99;4.99.1;1.6.3,1.13.11.38;1.14.12|1.14.12.12;1.13.11.15;1.14.12.-|1.14.12.26;1.14.14.1,1.11.1;1.10.3,2.1.1;4.2.1;2.5.1;5.3.99;4.3.1,,,,1.13.11,1.13.11
R08182,3.1.2.2,3.1.2,3.1.2;2.8.3;3.1.1;2.3.1,2.3.1.301;2.3.1.207;6.2.1.3;2.3.1.41;2.3.1.23,2.3.1,3.1.2;3.1.1;2.3.1;1.2.1;1.2.3,3.1.7.2;3.1.3.7;3.1.4.16;3.2.1.42;2.4.1.17;3.6.1.57;5.1.3.14;3.1.5.1;4.6.1.13;3.1.1.31;3.1.2.2;4.2.3.1;4.2.1.155;3.1.6.9;2.3.1.85;3.11.1.3;3.7.1.8,2.3.1;6.2.1;3.1.1;3.1.2;1.2.1;6.1.1;2.3.3;2.3.2;3.5.1;1.2.7;3.7.1;3.2.1;1.2.4;1.8.1;2.1.3;1.1.1;4.1.3;2.3.-;2.8.3;2.5.1;4.4.1;2.1.1;1.-.-;1.2.3;2.6.1;6.1.2;3.5.3;6.3.1;6.3.4;2.1.2;2.2.1;6.3.2;3.4.11,3.1.2;3.1.2;3.1.2;3.1.2;3.1.2;3.1.2;3.1.2;2.3.1;3.1.2;2.3.1;2.3.1;2.3.1;3.1.2;2.3.-;3.1.2;2.3.1;2.3.1;2.3.1;2.3.1;2.3.1;3.1.2;2.3.1;2.3.1;2.3.1;3.1.2;2.3.1;2.3.1;2.3.1;2.3.1;2.3.1;6.2.1,3.1.2,2.3.1
R12795,3.1.1.118,3.1.1,3.6.1;3.1.3;3.1.1;4.2.2,3.1.1.26;3.1.1.111|3.1.1.32;3.1.1.4,3.1.1,4.6.1;3.1.1;3.1.3;2.7.1;3.1.4,1.11.1.8,2.3.1;6.2.1;3.1.1;3.1.2;1.2.1;6.1.1;2.3.3;2.3.2;3.5.1;1.2.7;3.7.1;3.2.1;2.1.3;1.2.4;1.8.1;1.1.1;4.1.3;2.5.1;2.3.-;2.8.3;4.4.1;2.1.1;1.-.-;1.2.3;6.1.2;3.5.3;2.6.1;6.3.1;6.3.4;6.3.2;2.1.2;2.2.1;3.4.11,2.3.1;2.3.2;2.3.2;6.1.1;6.1.1;2.3.1;6.1.1;6.1.1;3.1.1;6.1.1;6.1.1;6.1.1;6.1.1;2.3.1;6.1.1;6.1.1;6.1.1;6.1.1;6.1.1;6.1.1;6.1.1;6.1.1;2.3.1;6.1.1;2.3.1;2.3.1;6.1.1;6.1.1;6.1.1;6.1.1;1.2.1;2.3.1;2.3.1;2.3.1;2.3.1;2.3.1;3.1.1;6.1.1;2.3.1;2.3.1;2.3.1,3.1.1,3.1.1
R09781,2.4.2.43,2.4.2,4.2.2;4.6.1;3.2.2;2.4.2,2.4.2.43;2.7.4.29;2.4.1.54;2.4.2.53|2.7.8.30;2.7.1.66;2.7.8.31;2.7.8.6;2.7.8.33;2.7.8.40;3.6.1.27,2.4.2;2.4.1,2.4.2;2.4.1;5.1.3;2.7.7;5.4.2,2.4.99.12;2.4.1.92;2.4.2.34,2.4.1;3.2.1;2.4.2;3.1.4;6.1.1;4.2.2;5.1.3;6.5.1;3.1.1;2.4.99;4.2.1;3.1.3;3.6.1;2.7.8;4.3.3,2.4.2;2.4.2,2.4.2,2.4.2
R11265,1.1.1.-,1.1.1,1.1.1;1.3.1;1.8.1;2.3.1,1.6.5.4;1.11.1.1|1.14.12.17;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3,1.1.1,1.1.1;1.-.-;1.3.1;1.8.1;1.6.5,,1.1.1;1.1.99;1.1.3;2.3.1;1.14.13;1.1.5;1.1.-;1.1.2;5.3.3;1.14.11;1.14.-;1.1.98;1.4.3;1.-.-;1.6.5;1.6.99;1.2.1;5.1.3;4.2.1;1.14.15;1.1.9;1.3.1;1.14.12;1.6.1;1.6.3;6.4.1;5.4.99;1.11.1;4.1.1,5.1.3;1.1.3;5.1.3;1.3.3;1.1.1;5.1.3;5.1.3;5.1.3;4.2.1;1.1.1;4.2.1;1.1.1;5.1.3;5.1.3;5.1.3;4.2.1;5.1.3;5.1.3;1.1.1;1.1.1;1.1.1;5.1.3;1.1.1;1.1.1;1.1.1;1.1.1;4.2.1;1.1.1;1.1.1;1.1.1;1.1.1;5.1.3;5.1.3;1.1.1;4.2.2;4.2.1;5.3.99;1.1.1;1.1.5;1.1.1;5.1.3;4.3.1;4.2.1;5.1.3;1.1.1;1.1.1;1.1.3;1.1.1;1.1.1,1.1.1,1.1.1
R11377,2.4.1.228,2.5.1,2.5.1;2.7.1;3.6.1;3.1.3,1.3.5.3;1.14.19.50;1.10.3.4;1.11.1.16;1.1.99.18;1.14.14.1,1.11.1;1.10.3,2.1.1;2.6.1;2.5.1;3.1.1;1.13.11,,,,2.5.1,2.5.1
R04317,3.1.3.14,3.1.3,3.1.3;3.6.1;3.1.7;4.2.3,2.5.1.78,3.1.3,3.1.3;3.6.1;2.7.1;4.2.3;3.1.4,3.1.3.14;3.6.1.7;4.2.3.1;3.1.4.46;3.11.1.1;3.1.7.11;3.1.5.1;4.2.1.155;4.6.1.13;3.1.2.11;3.1.1.23;3.2.1.42;2.4.1.17;3.1.6.17;5.1.3.14;2.3.1.85;3.7.1.8,2.7.1;3.1.3;3.6.1;2.7.8;2.7.4;2.7.7;3.6.3;2.7.11;3.1.4;2.7.2;2.7.6;2.7.3;3.6.4;3.1.7;4.6.1;2.7.9;3.6.5;3.2.1;2.7.12;2.7.13;2.6.-;2.7.-;4.1.1;2.7.10;1.3.7;1.18.6;4.2.3;2.7.99;3.1.5;2.4.1;5.1.3;1.19.6;3.-.-,2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;4.2.3;2.7.1;3.1.3;2.7.1;2.7.1;2.7.1;2.7.1;3.1.3;2.7.1;3.1.3;2.7.1;2.7.1;3.1.3;2.7.1;2.7.1;3.1.3;3.1.3;2.7.1;3.1.3;2.7.1;2.7.1;2.7.1;3.1.4;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;3.1.3;3.1.3;2.7.1;3.1.3;2.7.1;3.1.4;2.7.8;2.7.2;3.1.3;3.1.4;2.7.1;3.1.3;3.1.3;2.7.8;2.7.8;2.7.8;2.7.1;3.1.4;2.7.1;2.7.1;2.7.-;2.7.8;2.7.8;2.7.1;2.7.8;2.7.1;2.7.1;2.7.8;3.1.4;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.6;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.8,3.1.3,3.1.3
R08838,1.14.13.-,1.14.13,1.14.13;1.6.3;1.14.14;1.14.18,1.14.12.10;1.14.14.43|1.14.14.45;1.14.13.240;1.14.13.8;1.14.13.2|1.14.13.33;1.14.13.84;1.14.14.91;1.14.13.223;1.14.12.23;1.14.14.1,1.14.19;1.14.13;1.1.1,1.14.13;1.14.14;1.11.1;1.14.12;1.19.1,,1.1.1;1.1.99;1.1.3;2.3.1;1.1.5;1.6.5;1.6.99;1.1.-;1.14.13;1.1.2;1.6.3;1.6.1;1.14.-;1.11.1;1.14.11;1.1.98;1.4.3;1.-.-;4.2.1;1.14.15;1.2.1;1.1.9;1.3.1,1.-.-;1.-.-,1.14.13,1.14.13
R07379,3.1.1.4,3.1.1,3.1.1;2.3.1;3.1.2;3.7.1,3.1.1.4,3.1.1,3.1.1;2.3.1;3.-.-;3.1.2;3.1.-,1.11.1.21,2.3.1;3.1.1;6.2.1;3.1.2;1.2.1;6.1.1;2.3.3;2.3.2;1.2.7;3.5.1;3.7.1;3.2.1;2.1.3;1.2.4;1.8.1;1.1.1;4.1.3;2.5.1;2.3.-;2.8.3;4.4.1;2.1.1;1.-.-;6.1.2;3.5.3;1.2.3;2.6.1;6.3.1;6.3.4;2.1.2;2.2.1,2.3.1;3.1.1;2.3.1;2.3.1;2.3.1;3.1.1;2.3.1;2.3.1;2.3.1;2.3.1;2.3.1;2.3.1;3.1.1;2.3.1;3.1.1;3.1.1;2.3.1,3.1.1,3.1.1
