Reaction,SelenzymeRF
R01669,6.3.2.17;1.5.1.3;1.5.1.3|1.5.1.33;2.4.99.6;1.2.1.106
R01676,1.14.99.46;3.5.4.5
R01682,4.1.1.112|4.1.1.3;4.1.1.95;1.14.14.42;1.1.1.286|1.1.1.87;4.1.1.68;2.3.1.180
R01683,1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4;1.1.1.337|1.1.1.375
R01686,2.6.1.57;4.3.1.15;3.4.13.18|3.4.13.4;3.5.1.114;4.1.1.95;3.5.1.6;3.4.11.1|3.4.11.2|3.4.11.23|3.4.13.-
R01695,1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.2.3.1;1.17.3.2;1.4.3.19|1.4.3.3
R01712,4.3.1.15;1.1.2.3;1.1.2.4;1.1.99.6;2.6.1.21;4.1.3.32;2.6.1.57;1.1.1|1.1.1.10|1.1.1.153|1.2.1.3
R01715,2.7.8.23;1.1.1.312|1.2.1.45;4.1.1.68;5.1.2.2;4.1.1.77;2.5.1.54|2.5.1.55
R01717,4.1.1.68;4.1.1.77;1.3.1.87;1.14.12.10;1.3.1.56;1.3.1.19;1.14.12.19;1.14.12.18;1.13.11.2;1.13.11.1|1.13.11.M6;1.13.11.-|1.13.11.16|1.13.11.2|1.13.11.39
R01724,2.4.2|2.4.2.1
R01731,2.6.1.21;2.6.1.57;2.6.1|2.6.1.1;4.3.1.15;2.6.1.27;2.6.1.103;1.1.5.4
R01735,1.2.1.23|1.2.1.3;1.2.1.5;1.1.1.345;1.1.1.337|1.1.1.375;1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4
R01738,1.1.1.124|1.14.13.50|2.5.1.18|2.7.1.59|3.2.1.14|3.2.1.165|4.1.3.3|4.2.1.66|5.1.3.8
R01757,1.1.1.113;1.1.1.233;1.1.1.21;1.1.1.119|1.1.1.179;1.1.1.120|1.1.1.179|1.1.1.376|1.1.1.48;1.1.1.1
R01759,1.1.1.287;1.2.1.19|1.2.1.23|1.2.1.49;1.2.1.28|1.2.1.7;1.1.1.2|1.1.1.21;1.2.1.19|1.2.1.22|1.2.1.23|1.2.1.3
R01764,4.1.1.7;4.1.1.55;4.1.1.98;2.3.1|2.3.1.-|2.3.1.74
R01778,1.1.1.36;1.1.1.330;1.1.1.211|1.1.1.35
R01793,1.1.1.233;1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4;1.1.1.345;1.1.1.337|1.1.1.375
R01799,3.6.1.26;2.7.8.41;2.3.1.51;3.1.4.50;3.1.3.81;3.1.3.4|3.1.3.81
R01804,3.2.1.169;3.1.4.45;2.7.1.59|5.1.3.8;2.7.7.91;2.7.8.23;3.2.1.18
R01806,2.3.1.180
R01837,1.1.1.145|5.3.3.1;1.1.1.181;1.8.1.4;1.3.1.9|2.3.1.-
R01850,2.3.1.24|2.3.1.291|2.3.1.297|2.3.1.298;2.3.1.76;2.3.1.26;4.2.1.17;4.2.1.-|4.2.1.134
R01856,2.7.1.74;2.7.1.21
R01860,4.1.1.98;4.1.1.55;1.3.1.25;1.14.13.1;2.3.1.180
R01863,2.4.2.3|2.4.2.4;2.4.2|2.4.2.1
R01867,1.3.1.32;5.5.1.19;5.5.1.1;1.3.99.27;5.5.1.-|5.5.1.18;1.3.5.5|1.3.99.28|1.3.99.29|1.3.99.30;1.3.99.28|1.3.99.29|1.3.99.30|1.3.99.31;1.3.1.2;2.6.1.14;2.6.1.57;1.14.99.46
R01869,1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4;1.1.1.337|1.1.1.375
R01881,6.3.5.9;3.2.2.19;3.2.2.24;5.4.2.2;6.2.1.2;6.3.2.-|6.3.2.43;6.3.2.60|6.3.2.M4;6.2.1.39;6.3.1.2;3.6.1.15|3.6.1.5
R01884,2.6.1.21;3.4.13.18|3.4.13.4;2.3.1.179|2.3.1.41|2.3.1.85|2.3.1.86;2.3.1.180
R01890,2.7.7.15;2.7.7.91;2.7.7.14|2.7.7.an;2.7.4.6
R01898,5.3.1.15;5.3.1.5
R01901,2.7.1.16|2.7.1.47;2.7.1.17;2.7.1.53;2.7.1.5;2.7.1.101;6.3.5.9
R01909,2.7.1.5;6.3.5.9;2.7.1.60;2.7.1.21
R01910,1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.2.3.1;1.4.3.4
R01917,6.3.1.9;6.3.5.9;3.6.1.21|3.6.1.9
R01924,3.1.1.28;2.3.1.7;3.1.1.5;3.1.1.3
R01926,2.3.1.24|2.3.1.291|2.3.1.297|2.3.1.298;2.7.1.119;2.7.1.60;2.7.1.1;2.7.1.1|2.7.1.55;2.7.1.21
R01928,3.2.1.46|3.2.1.62;3.2.1.45|3.2.1.62;2.4.1.159;2.3.1.24|2.3.1.291|2.3.1.297|2.3.1.298;2.4.1.173;2.7.8.27;2.4.1.17
R01940,2.3.1.179|2.3.1.41|2.3.1.85|2.3.1.86;2.3.1.47
R01942,2.1.1.68;2.1.1.6;2.1.1.128;2.1.1.116|2.1.1.121;2.1.1.292;2.1.1.109;2.1.1|2.1.1.291;2.1.1.103|2.1.1.16|2.1.1.71;2.1.1.146;2.1.1.17;2.1.1.98
R01966,3.2.1.74;3.2.1.22;3.2.1.22|3.2.1.26
R01967,2.7.1.21
R01975,1.1.1.100|1.1.1.157;1.1.1.36;1.1.1.330;1.1.1.211|1.1.1.35
R01976,1.1.1.100|1.1.1.157;1.1.1.36;1.1.1.330;1.1.1.211|1.1.1.35
R01980,5.4.2.2;5.4.2.6;2.7.1.157|2.7.1.162;2.7.1.1;2.7.1.1|2.7.1.55;3.6.1.21|3.6.1.9
R01989,2.6.1.57;4.1.1.95;3.5.1.114;3.4.13.18|3.4.13.4;3.4.11.1|3.4.11.2|3.4.11.23|3.4.13.-
R01999,2.3.1.24|2.3.1.291|2.3.1.297|2.3.1.298;2.3.1.76;2.3.1.180
R02003,2.5.1.20;2.5.1.-|2.5.1.31;2.5.1.103|2.5.1.21|2.5.1.96;2.5.1.89;5.5.1.-|5.5.1.18;2.5.1.39
R02009,2.5.1.20;2.5.1.39
R02016,1.8.1.9;1.2.1.50;1.8.1.12;1.2.1.106;1.2.1.-|1.2.1.103|1.2.1.ag;1.1.1.-|1.1.1.100
R02018,1.17.4.1;1.17.4.2
R02021,1.17.4.1;1.17.4.2
R02024,1.17.4.1;1.17.4.2
R02027,3.1.4.-|3.1.4.3;2.7.8.20;3.1.3.4|3.1.3.81;3.1.4.11|3.1.4.3|4.6.1.13
R02030,2.7.8.41;3.6.1.26;2.7.8.20;3.1.3.27;3.1.4.-|3.1.4.3;5.4.2.2
R02037,2.1.1.17;2.1.1.354|2.1.1.355|2.1.1.59|2.1.1.60;2.1.1.60;2.1.1.59;2.1.1.103|2.1.1.16|2.1.1.71;2.1.1.127;2.1.1.15;2.1.1.197
R02039,1.2.1.48;1.2.1.80;1.2.1.50;1.2.1.3|1.2.1.5
R02040,6.2.1.19;3.4.13.18|3.4.13.4;2.3.1.-|2.3.1.183;6.3.2.34;6.3.2.32;4.3.1.15;3.5.1.132;3.5.1.114;3.5.1.130|3.5.1.ai;2.6.1.57;3.1.1.111|3.1.1.32
R02050,4.3.1.15;2.6.1.22;2.6.1.21;1.1.2.4;1.1.2.3;1.1.99.6;2.6.1.14;2.6.1.57;2.6.1.88;1.1.1|1.1.1.10|1.1.1.153|1.2.1.3
R02057,3.1.4.3;3.6.1.26;2.7.8.41;2.7.8.20;2.7.8.27;2.3.1.20
R02071,2.7.1.1|2.7.1.4;5.4.2.2
R02075,1.13.11.15;1.13.11.1;1.13.11.-|1.13.11.3;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.13.11.38;1.13.11.2
R02087,5.1.3.9;2.7.1.60
R02092,2.7.4.6
R02098,2.7.4.6
R02103,1.1.1.12|1.1.1.14;1.1.1.250;1.1.1.14|1.1.1.9;1.1.1.56;1.1.1.15;1.1.1.11;1.1.1.16;1.1.1.2|1.1.1.21;1.1.1.10;1.1.1.289;1.1.1.287;1.1.1.6;1.1.1|1.1.1.-|1.1.1.4;1.1.1.184|1.2.1.5
R02107,1.4.3.2;1.4.3.3;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.2.3.1;1.17.3.2;1.4.3.21|1.4.3.22
R02118,2.4.2.40;2.4.1.35;2.4.1.111;2.4.1.17;2.4.1.159;2.4.1.63;2.4.1.91;2.4.1.170;2.4.1.87;2.4.1.210;2.4.1.-|2.4.1.118;2.4.1.239;2.4.1.15
R02119,2.4.2.40;2.4.2.51;2.4.1.159;2.4.1.17;2.4.1.-|2.4.1.118;2.4.1.111;2.4.1.35;2.4.1.91;2.4.1.170;2.4.1.63;2.4.1.210;2.4.1.236;2.4.1.87;2.4.1.239;2.4.1.15
R02135,5.4.2.2;2.5.1.78
R02136,2.7.1.26;2.7.1.1;2.7.1.1|2.7.1.55;2.7.1.197|2.7.1.69;2.7.1.198;2.7.1.200|2.7.1.69;2.7.1.161
R02144,2.1.1.77
R02148,2.7.1.25;2.7.7.91;3.1.3.7
R02150,1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.2.3.1;1.4.3.4
R02158,2.4.1.91;2.4.1.237;2.4.1.170;2.4.1|2.4.1.-|2.4.1.298;2.4.1.35;2.4.1.111;2.4.1.239;2.4.1.159;2.4.1.17;2.4.1.236;2.4.1.15
R02163,1.10.3.11;1.6.5.2
R02165,1.10.3.11;1.7.5.1;1.9.6.1;1.7.7.2;1.1.5.3
R02167,2.7.1.1;2.7.1.197|2.7.1.69;2.7.1.198;2.7.1.200|2.7.1.69;3.1.3.45;2.7.1.161;2.7.1.26
R02194,6.2.1.12;2.3.1.99;6.2.1.33;2.3.1.64;2.3.1|2.3.1.133|3.1.2.-;2.3.1|2.3.1.-|2.3.1.215;2.3.1.153;6.2.1.7;6.2.1|6.2.1.-|6.2.1.32;1.2.1.44;6.2.1.5
R02196,1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4;1.1.1.337|1.1.1.375
R02197,1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.2.3.1;1.14.13.-|1.17.3|1.17.3.-|1.17.3.2;1.4.3.19|1.4.3.3
R02200,2.6.1.57;2.6.1.21;2.6.1.14;2.6.1.88;2.3.1.26;4.2.1.85;4.3.1.15;2.6.1|2.6.1.42;1.2.4.4;3.5.1.114;3.5.1.114|3.5.1.14
R02209,1.1.1.149;1.1.1.53;1.1.1.145|5.3.3.1;1.1.1.-|1.1.1.100|2.3.1.85|2.3.1.86;1.2.1.-|1.2.1.103|1.2.1.ag
R02227,2.7.1.163;6.3.5.9;2.7.1.119;3.6.1.21|3.6.1.9
R02241,2.3.1.51;2.3.1.23;2.3.1.22;2.3.1.20
R02242,2.3.1.51;2.3.1.20
R02248,2.7.1.25;2.7.7.91;3.1.3.62;5.4.2.2
R02252,1.3.1.32;1.6.5.2
R02272,2.6.1.57;1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4
R02285,1.14.14.42;4.1.1.95;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;3.5.1.132;1.2.1.95;3.5.1.130|3.5.1.ai;2.3.1.68;3.5.1.114;3.5.1.88
R02287,6.3.2.17;1.5.1.3;1.5.1.3|1.5.1.33;4.1.1.95;3.5.1.130|3.5.1.ai;2.6.1.57;2.3.1.68
R02298,2.4.2|2.4.2.1
R02315,1.2.1.95;1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4
R02320,2.7.1.40;3.6.1.15|3.6.1.5
R02322,1.2.1.28|1.2.1.7;1.2.1.-|1.2.1.3;1.14.13.1;1.1.1.312|1.2.1.60;1.14.12.10;1.2.1.5;1.1.1.233;1.2.1.28|1.2.1.3|1.2.1.64;1.1.1.363|1.1.1.388
R02324,2.7.1.147;2.7.1.60;2.7.1.1|2.7.1.2
R02326,2.7.4.6
R02338,1.13.11.52;1.13.11.38;1.4.3.2;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.4.3.3;1.2.3.1
R02340,2.2.1.1|2.2.1.3;1.14.12.12;1.1.1.50|1.3.1.20;1.3.1.29;1.14.12.18;1.14.12.19;2.5.1.54|2.5.1.55
R02349,1.14.13.-|1.14.14.-|1.14.14.1
R02355,1.14.14.1
R02356,1.14.13.-|1.14.14.-|1.14.14.1
R02361,2.4.1.226;2.4.1.225;2.4.1.224;3.2.1.15|3.2.1.67
R02367,2.3.1.76;2.3.1.135;2.3.1.207;2.3.1.-|2.3.1.86;2.3.1.225
R02368,2.3.1.135;2.3.1.76;3.1.1.64;3.1.2.22;2.3.1.85|3.1.2.14;2.3.1.-|2.3.1.179|2.3.1.199|2.3.1.41
R02370,2.7.1.25;2.7.7.91;2.7.8.11;2.7.8.24;3.1.3.7
R02383,1.14.13.-|1.14.18.1;1.14.13.3|1.14.14.9;1.14.13.26;1.14.13.25;1.14.13.7;1.14.13.-|1.14.13.20|1.14.13.7;1.14.13.-|1.6.5.2
R02389,2.4.1.17|2.4.1.95;2.4.1.238;2.4.1|2.4.1.-|2.4.1.298;2.4.1.297;2.4.1.239;3.2.1.183|5.1.3.14|5.1.3.7;5.4.2.2
R02401,1.2.1.48;1.2.1.23;1.2.1.80;1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4
R02406,2.3.1.-|2.3.1.39|2.3.1.85|2.3.1.86;6.2.1.5
R02408,4.3.1.15;4.4.1.-|4.4.1.13;2.6.1.21;3.5.1.114|3.5.1.14;3.4.11.1|3.4.11.2|3.4.11.23|3.4.13.-
R02409,2.6.1.57;3.5.1.114;3.4.11.1|3.4.11.2|3.4.11.23|3.4.13.-
R02410,3.2.1.26;3.2.1.10|3.2.1.20|3.2.1.26|3.2.1.48
R02416,2.3.1|2.3.1.133|3.1.2.-;2.3.1|2.3.1.133|2.3.1.99|3.1.2.-;2.3.1.153;2.3.1|2.3.1.-|2.3.1.215;2.3.1.297;2.3.1.180
R02421,3.6.1.21;2.4.1.245;2.4.1.118;6.3.5.9;3.2.2.19;3.2.2.24;2.4.1.266;2.3.1.198;2.3.1.15
R02430,2.7.1.1;2.7.1.26;2.7.1.1|2.7.1.55;2.7.1.60
R02446,5.5.1.6;2.3.1|2.3.1.-|2.3.1.74
R02447,2.3.1|2.3.1.-|2.3.1.74;2.3.1.159|2.3.1.74;2.3.1.-|2.3.1.217;2.3.1.180
R02449,1.1.1.36;1.1.1.330;1.3.1.93;1.14.13.26;1.1.1.211|1.1.1.35
R02454,1.1.1.58;1.1.1.57;1.1.1.380;1.1.1.15;1.1.1.-|1.1.1.251;1.1.1.12|1.1.1.14;1.1.1.16;1.1.1.289;1.1.1.233;1.1.1.14|1.1.1.9;1.1.1.11;1.1.1.56;1.1.1.250;1.1.1.287;1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4
R02457,1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.2.3.1;1.4.3.19|1.4.3.3;1.14.13.-|1.17.3|1.17.3.-|1.17.3.2
R02467,1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.13.11.1;1.14.18.5;1.7.2.1|1.9.3.1|7.1.1.9
R02473,6.3.5.9;3.6.1.21|3.6.1.9
R02476,1.1.1.184|1.1.1.209|1.1.1.213|1.1.1.50;1.1.1.213|1.1.1.357|1.1.1.50;1.1.1.213|1.1.1.50|1.1.1.51;1.1.1.149|1.1.1.209|1.1.1.213|1.1.1.357|1.1.1.50;1.1.1.145|5.3.3.1;1.8.1.4
R02481,2.3.1.180
R02485,2.7.8.24;2.7.8.11;3.5.4.5;1.14.99.46
R02490,1.1.1.36;2.3.1.199;4.2.1.17;4.2.1.-|4.2.1.134
R02492,1.1.1.12|1.1.1.14;1.1.1.14|1.1.1.9;1.3.1.21;1.1.1.56;1.1.1.250;1.1.1.11;1.3.1.-|1.3.1.119;1.3.1.29;1.1.1.15;1.3.1.56;1.1.1.16;1.3.1.19;1.3.1.70;1.1.1.2|1.1.1.21;1.1.1.10;1.1.1.289;1.1.1.287
R02498,1.3.1.22|1.3.1.30;1.1.1.145|5.3.3.1;1.1.1.-|1.1.1.100|2.3.1.85|2.3.1.86;1.3.1.-|1.3.1.10|1.3.1.104|1.3.1.39;1.1.1.181;1.2.1.-|1.2.1.103|1.2.1.ag
R02505,2.3.1|2.3.1.-|2.3.1.74;2.3.1.-|2.3.1.217;2.3.1.159|2.3.1.74;2.3.1.199
R02512,1.13.12.-|1.14.13.179;1.13.12.-|1.14.13.178;1.14.14.34|1.14.14.5|1.14.14.ah;3.1.1.8;3.1.4.4;3.1.4.41;2.3.2.2
R02516,1.14.13.26;1.14.13.25;1.14.13.25|1.14.14.-|1.14.14.1
R02520,1.13.11.15;1.14.13.1;1.14.11.13;1.13.11.2;1.14.14.36;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.13.11.-|1.13.11.66
R02528,1.1.1.21|1.1.1.6|1.1.1.78;1.1.1.-|1.1.1.100|2.3.1.85|2.3.1.86;1.1.1|1.1.1.19|1.1.1.2|1.1.1.21|1.1.1.91;1.1.1.90;1.1.1.2|1.1.1.71
R02529,1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.2.3.1;1.4.3.4
R02533,2.1.1.6;2.1.1.77
R02541,3.1.4.12;2.7.8.27;3.1.3.-|3.1.3.4;3.1.4.41;3.2.1.46|3.2.1.62;3.2.1.45|3.2.1.62;3.5.1.23
R02551,3.5.1.6;2.3.1.180
R02565,1.2.1.3|1.2.1.5;1.2.1.48;1.2.1.80;1.1.1.184|1.2.1.5
R02576,2.3.1.207;2.3.1.-|2.3.1.183;2.3.1.180
R02577,1.1.1.1|1.1.1.21|1.1.1.55
R02585,3.1.3.48
R02586,3.1.3.48
R02590,2.7.7.15;2.7.7.14|2.7.7.an;2.7.7.91;3.6.1.26;2.7.8.41;2.7.7.2;3.6.1.-|3.6.1.19
R02594,2.4.1.170;2.4.1.111;2.4.1.35;2.4.1|2.4.1.-|2.4.1.298;2.4.1.91;2.4.1.17;2.4.1.237;2.4.1.63;2.4.1.239;2.4.1.15
R02595,2.3.1.72;3.2.1.21
R02596,2.1.1.68;2.3.1.159|2.3.1.74
R02598,2.7.7.43;2.4.99.3;3.6.1.26;2.7.8.41;5.4.2.2;2.7.8.11;2.7.8.24;3.2.1.18
R02600,1.1.1.21;1.1.1.2|1.1.1.71;1.1.1|1.1.1.-|1.1.1.1
R02601,2.6.1.57;4.1.1.77;2.3.1.-|2.3.1.85|2.3.1.86|4.2.1.58|4.2.1.59
R02605,5.5.1.7;1.21.99.5|1.97.1.8;1.3.1.32;1.11.1.10;4.1.99.1|4.4.1.1|4.4.1.13|4.5.1.2;3.5.4.43|3.5.99.3;3.8.1.5
R02610,1.3.1|1.3.1.-|1.3.1.22|1.3.99.-;1.1.1.145|5.3.3.1;1.1.1.181;1.1.1.-|1.1.1.100|2.3.1.85|2.3.1.86;1.3.1.-|1.3.1.10|1.3.1.104|1.3.1.39;1.2.1.-|1.2.1.103|1.2.1.ag
R02611,1.1.1.1|1.1.1.90
R02618,1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4;1.1.1.337|1.1.1.375
R02621,3.5.3.15;3.2.2.19;3.2.2.24;3.4.13.18|3.4.13.4;2.3.1.48;2.3.1.108
R02622,3.5.1.44
R02626,3.2.2.19;3.2.2.24;5.4.2.11
R02627,2.1.1.85;2.1.1.297|2.1.1.298;2.1.1.80;2.1.1.123|2.1.1.124;2.1.1.77
R02644,5.3.3.1;1.1.1.145|5.3.3.1;1.3.99.5;1.1.1.181;1.3.1.22|1.3.1.30;2.3.1.26;3.1.1.13;1.1.1.213|1.1.1.357|1.1.1.50;1.14.14.99;1.3.1.76
R02648,3.1.4.46;3.1.4.-|3.1.4.3;2.3.1.198;2.3.1.15
R02655,1.2.1.29|1.2.3.1;1.2.1.32|1.2.1.85;1.6.5.2
R02658,2.7.1.26;2.7.1.1;2.7.1.1|2.7.1.55;2.7.1.60
R02668,3.7.1.3;5.3.2|5.3.2.1|5.3.2.6;3.1.1.43;1.14.13.1;2.8.3.-|2.8.3.8;2.8.3.1;2.6.1.57;2.6.1.21;3.5.1.114
R02677,3.6.1.21;5.4.2.2;3.6.1.21|3.6.1.9
R02687,3.1.1.3
R02709,3.2.1.-|3.2.1.21
R02712,2.3.1.68;2.4.99.6;4.3.1.15;2.6.1.21;3.5.2.2;2.6.1.57;6.3.1.2;2.7.8.24;4.2.1.85;4.1.1.68;2.3.1.42;3.5.1.114;4.1.1.77;1.14.99.46
R02727,2.4.1.230;2.4.1.245;3.2.1.74;2.4.1.15;3.2.1.22
R02751,2.7.7.91;5.4.2.2;3.1.3.6;3.1.3.5
R02762,1.2.1.23;1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4;1.1.1.337|1.1.1.375
R02769,2.5.1.54|2.5.1.55
R02773,4.3.1.15;5.1.3.2;1.-.-.-|1.1.1.271;2.6.1.57;2.6.1.94;4.1.1.95;1.4.7.1;2.6.1.-|2.6.1.11
R02777,1.1.1.36;1.1.1.330;1.3.1.93;1.2.1.106;1.2.1.-|1.2.1.103|1.2.1.ag;1.1.1.100;1.8.1.9
R02778,2.7.1.201|2.7.1.69;5.4.2.2;2.7.1.1;2.7.1.1|2.7.1.55;2.7.1.207;2.7.1.208|2.7.1.69;2.7.1.60
R02780,2.7.1.201|2.7.1.69;2.7.1.207;2.7.1.208|2.7.1.69;2.7.1.211;2.7.1.199;2.7.1.191|2.7.1.69;2.7.1.193|2.7.1.69;5.4.2.2;2.7.1.197|2.7.1.69;2.7.1.200|2.7.1.69;2.7.1.198;5.4.2.6;2.7.1.1
R02804,1.7.2.1|7.1.1.9
R02810,1.11.1.8;1.2.1.29|1.2.3.1;1.4.3.3;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.14.13.-|1.17.3|1.17.3.-|1.17.3.2;1.4.3.4
R02811,4.1.2.10|4.1.2.11|4.1.2.46|4.1.2.47;3.2.1.21
R02813,3.1.2.14;2.3.1.24|2.3.1.291|2.3.1.297|2.3.1.298;2.3.1.-|2.3.1.85|2.3.1.86|4.2.1.59|4.2.1.61
R02849,5.4.2.2;2.7.1.1;2.7.1.1|2.7.1.55;2.7.1.199;2.7.1.191|2.7.1.69
R02862,2.1.1.85;2.1.1.49;2.1.1.98;2.1.1.15;2.1.1.333;2.1.1.197;2.1.1.77
R02863,3.2.2.3;2.4.99.20;2.4.2|2.4.2.1
R02865,2.7.1.1;2.7.1.198;2.7.1.197|2.7.1.69;2.7.1.200|2.7.1.69;2.7.1.26;3.1.3.45;2.7.1.1|2.7.1.55;2.7.1.60
R02880,1.4.3.2;1.4.3.3;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.2.3.1;1.4.3.4
R02894,1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.2.3.1;1.4.3.19|1.4.3.3;1.14.13.-|1.17.3|1.17.3.-|1.17.3.2
R02896,1.1.1.12|1.1.1.14;1.1.1.15;1.1.1.16;1.1.1.289;1.1.1.14|1.1.1.9;1.1.1.56;1.1.1.250;1.1.1.11;1.1.1.287;1.1.1.10;1.2.1.19|1.2.1.22|1.2.1.23|1.2.1.3
R02908,1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.2.3.1;1.4.3.21|1.4.3.22|1.4.3.4
R02911,2.3.1.180
R02914,3.5.1.132;6.3.2.60|6.3.2.M4;3.5.1.130|3.5.1.ai;3.5.1.44
R02923,1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.2.3.1;1.4.3.19|1.4.3.3;1.14.13.-|1.17.3|1.17.3.-|1.17.3.2
R02924,2.6.1.14;2.6.1.88;3.1.1.43;4.1.1.1;2.6.1.57;1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4
R02925,1.14.14.34|1.14.14.5|1.14.14.ah;1.1.1.12|1.1.1.14;1.1.1.15;1.1.1.16;1.1.99.3;1.1.1.289;1.3.8.2;1.1.5.3|1.1.99.5
R02926,3.2.1.22;3.2.1.10;3.2.1.20|3.2.1.22
R02943,2.5.1.39
R02961,2.1.1.17;2.1.1.103|2.1.1.16|2.1.1.71;2.1.1.98;2.1.1.85;2.1.1.297|2.1.1.298
R02965,1.6.5.2
R02969,1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4;1.1.1.337|1.1.1.375
R02971,2.7.1.33
R02974,1.14.99.46;3.5.4.5
R02978,1.1.1.100|2.3.1.-;1.3.1.-|1.3.1.10|1.3.1.104|1.3.1.39|2.3.1.85;1.1.1.-|1.1.1.100|2.3.1.85|2.3.1.86;1.3.1.9|2.3.1.-|2.3.1.86
R02979,1.3.3.6|1.3.8.7|1.3.8.8|1.3.8.9|1.3.99.-|1.3.99.3;1.3.3.6|1.3.8.1|1.3.8.4|1.3.8.5|1.3.8.7|1.3.99.3;1.3.8.2;1.5.-.-|1.5.99.8;1.1.99.3;1.1.5.3|1.1.99.5
R02991,3.5.1.132;6.3.2.60|6.3.2.M4;3.5.1.130|3.5.1.ai;6.3.2.-|6.3.2.43;2.1.1.197;2.3.1.179|2.3.1.41;2.3.1.180;2.3.1.179|2.3.1.41|2.3.1.85|2.3.1.86
R02999,4.1.2.10|4.1.2.11|4.1.2.46|4.1.2.47;1.3.1.54;1.1.1.100|1.1.1.157;1.1.1.330;1.1.1.-|1.1.1.36;1.2.1.44
R03014,2.7.1.60;2.7.1.1;2.7.1.1|2.7.1.55;2.7.1.5
R03018,2.7.1.33
R03020,3.5.4.33;3.5.4.34;3.6.1.59;2.7.7.91;3.6.1.-|3.6.1.9
R03024,2.7.7.91;5.4.2.2;3.1.3.48
R03030,4.2.1.17;4.2.1.-|4.2.1.134
R03032,1.1.1.124|1.14.13.50|2.5.1.18|2.7.1.59|3.2.1.14|3.2.1.165|4.1.3.3|4.2.1.66|5.1.3.8
R03036,2.7.7.2;3.6.1.18|3.6.1.9
R03049,2.3.1.135;2.3.1.76;3.1.1.64;3.1.2.22;2.3.1.85|3.1.2.14;2.3.1.-|2.3.1.179|2.3.1.199|2.3.1.41
R03054,1.1.1.195;1.1.1.1
R03062,3.1.1.111|3.1.1.32;2.7.1.40
R03081,2.5.1.54|2.5.1.55
R03088,1.14.14.1
R03090,1.14.14.1
R03094,2.4.1.195;2.4.1.238;2.4.1|2.4.1.-|2.4.1.298;2.4.1.35;2.4.1.17|2.4.1.95;2.4.1.91;2.4.1.239;2.4.1.111;2.4.1|2.4.1.297;2.4.1.170;2.3.1.72;5.4.2.2
R03102,1.2.1.95;1.2.1.48;1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4
R03111,2.1.1.109;2.1.1.146;2.1.1.68;2.1.1|2.1.1.291;2.1.1.116|2.1.1.121;2.1.1.292;2.1.1.6|2.1.1.68;2.1.1.128;2.1.1.103|2.1.1.16|2.1.1.71;2.1.1.98;2.1.1.17
R03114,1.1.1.-|1.1.1.100|2.3.1.85|2.3.1.86;1.1.1.375;1.1.1.272;1.2.1.95;1.1.1.21;1.3.1.-|1.3.1.10|1.3.1.104|1.3.1.39;1.2.1.80;1.2.1.50;1.1.1.184
R03120,2.6.1.57;3.5.1.114;2.6.1|2.6.1.1;2.6.1|2.6.1.42
R03127,4.1.1.1;2.3.1.180
R03130,2.1.1.4;2.1.1.150;2.1.1.94;2.1.1.42;2.1.1.146;2.1.1.212|2.1.1.46;2.1.1.155|2.1.1.231;2.1.1.38;2.1.1.80;2.1.1.98;2.1.1.77
R03133,3.1.1.83;5.5.1.1|5.5.1.7;3.1.1.111|3.1.1.32;3.5.1.114|3.5.1.14;2.7.8.11;3.1.1.3
R03138,2.8.2.1;2.8.2.36;2.8.2.15;2.8.2.14;2.8.2.24;2.8.2.-|2.8.2.38;6.3.5.9;2.8.2.3;2.7.1.25
