reaction_id,EC Number,BEC-Pred,SelenzymeRF,SIMMER,Theia,BridgIT,E-zyme1,E-zyme2,MajorityVote,MajorityVoteCore4
R00872,3.1.3.-,3.1.3,2.4.1.4;2.4.1.13;2.4.1.373;2.7.1.1;2.4.1.125|2.4.1.4|2.4.1.5;2.4.1.372;3.2.1.26,3.1.3,3.1.3;3.6.1;2.7.1;3.1.4;4.2.3,3.1.3.46;3.1.4.48;3.2.1.42;2.4.1.17;5.1.3.14;4.6.1.13;3.1.1.93;3.6.1.57;4.2.3.1;3.1.5.1;3.1.7.2;3.1.6.1;3.11.1.3;3.1.2.31;2.3.1.85;3.7.1.8;4.2.1.155,2.7.7;3.1.3;2.7.8;2.7.1;3.1.4;3.6.2;2.7.12;2.7.10;3.1.8;2.7.9,2.7.1;2.7.1;3.1.3;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;3.1.3;3.1.3;3.1.3;2.7.1;2.7.1;3.1.3;2.7.1;2.7.1;3.1.3;3.1.3;3.1.3;3.1.3;2.7.1;3.1.3;3.1.3;3.1.3;2.7.1;3.1.3;2.7.1;2.7.1;2.7.1;2.7.6;2.7.8;2.7.1;2.7.1;3.1.3;2.7.1;2.7.1;2.7.1;2.4.1;2.7.1;2.7.7;2.7.1;2.7.1;3.1.3;2.7.1;2.7.7;2.7.7;3.6.1;2.7.7,3.1.3,3.1.3
R11076,4.2.1.157,4.2.1,1.3.3.6;1.3.8.7|1.3.8.8;1.3.1.44;1.3.1.38;1.3.1.8;4.2.1.-|4.2.1.134;4.2.1.17,2.8.3;4.2.1,4.2.1;2.3.1;2.8.3;5.3.3;3.1.2,3.1.7.2;3.1.3.7;3.1.4.52;3.6.1.20;3.1.5.1;4.6.1.13;3.2.1.42;2.4.1.17;5.1.3.14;3.1.1.31;4.2.3.1;3.1.6.9;3.1.2.5;4.2.1.155;3.11.1.3;3.7.1.8;2.3.1.85,4.2.1;2.3.1;1.14.11;1.17.1;4.1.2;3.5.5;4.3.1;4.1.1;3.2.-;5.4.4;3.5.1;3.5.4;2.8.1;4.3.3,4.2.1;1.3.1;4.2.1;1.3.1;4.2.1;1.3.99;1.3.1;4.2.1;4.2.1;4.2.1;4.2.1;1.3.99;1.3.8;1.3.1;2.3.1;4.2.1;4.2.1;4.2.1;1.3.1;1.3.8;1.3.1;4.2.1;2.3.1;4.2.1;1.3.3;1.3.3;4.2.1;4.2.1;1.3.1;4.2.1;4.2.1;1.3.1;1.3.8;1.3.1;1.3.1;1.3.1;4.2.1;4.2.1;4.2.1;1.3.8;4.2.1;4.2.1;2.3.1;1.3.8;1.3.1;4.2.1;1.3.1;1.3.1;4.2.1;2.3.1;4.2.1;1.3.1;4.2.1;4.2.1;1.3.3;1.3.1;1.3.1,4.2.1,4.2.1
R13128,3.2.1.218,3.2.1,2.4.1.7;3.2.1.26;2.4.1.13;2.4.1.4;2.4.1.373,2.4.1;3.2.1,3.2.1;5.4.99;2.4.1;5.4.1;2.3.1,3.2.1.10;3.1.1.93;3.2.2.24;4.3.3.5,2.4.1;3.2.1;2.4.2;2.4.99;4.2.2;4.2.1;2.5.1;5.1.3;3.1.4,3.2.1;2.4.1;3.2.1;2.4.1;2.4.1;3.2.1;2.4.1;2.4.1;2.4.1;3.2.1;3.2.1;2.4.1;3.2.1;3.2.1;2.4.1;2.4.1;3.2.1;2.4.1;2.4.1;2.4.1;3.2.1;3.2.1;3.2.1;3.2.1;3.2.1;2.4.1;3.2.1;2.4.1;3.2.1;2.4.1;2.4.1;3.2.1;3.2.1;2.4.1;2.4.1;2.4.1;2.4.1;3.2.1;3.2.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.2;3.2.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;3.2.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;3.2.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;3.2.1;2.4.1;2.4.2;3.2.1;4.2.2;3.2.1;3.2.1;3.2.1;3.2.1;3.2.1;2.4.1;2.4.1;3.2.1;2.4.1;2.4.1;3.2.1;2.4.1;2.4.1;2.4.1;2.4.1,3.2.1,2.4.1
R01544,4.3.1.9,4.3.1,1.1.99.3;4.2.1.40;5.1.3.3;3.2.1.21,5.5.1,4.3.1;1.4.3;1.5.99;1.4.99;6.5.1,4.3.1.9;4.3.3.7;4.3.2.1;4.2.1.87;3.5.99.5,4.3.1;3.5.1,4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;1.4.1;4.2.1;4.2.1;4.2.1;4.2.1;1.4.1;2.6.1;4.3.1;1.4.3;1.4.1;1.4.1;2.6.1;2.6.1;4.4.1;2.6.1;2.6.1;2.6.1;4.2.1;4.4.1;4.4.1;1.4.3;1.4.1;2.6.1;1.4.99;2.6.1;1.4.1;2.6.1;4.4.1;4.4.1;4.3.1;1.4.3;4.2.1;4.2.1;4.4.1;1.4.3;1.4.3;4.4.1;4.4.1;2.5.1;2.6.1;4.4.1,4.3.1,4.3.1
R02271,2.6.1.43,2.6.1,2.6.1.44;2.6.1.2;2.6.1.7;4.3.1.15;4.4.1.13;2.6.1.66;4.1.99.1|4.4.1.1|4.4.1.3,2.6.1,5.4.3;2.6.1;4.1.2;1.5.1;4.3.1,2.6.1.43;2.7.8.29;2.6.99.2,2.6.1;1.4.3;1.4.1;1.4.9;1.4.99;1.4.7;1.4.2;4.1.1;1.13.12;1.14.11;2.-.-;2.4.2;4.3.1,1.4.1;2.6.1;1.4.99;4.4.1;4.4.1;2.6.1;2.6.1;4.4.1;4.4.1;1.4.3;1.4.3;4.4.1;4.4.1;4.3.1;4.3.1;2.6.1;1.4.1;1.4.3;1.4.3;1.4.1;2.6.1;1.4.1;2.6.1;1.4.1;4.4.1;4.3.1;2.6.1;1.4.1;4.4.1;4.4.1;4.4.1,2.6.1,2.6.1
R04952,2.3.1.41|2.3.1.85|2.3.1.86|2.3.1.179,2.3.1,2.3.1.179|2.3.1.41|2.3.1.85|2.3.1.86;2.3.1.-|2.3.1.179|2.3.1.199|2.3.1.41;2.3.1.47,3.1.1,2.3.1;3.1.1;3.1.2;6.2.1;1.2.7,2.3.1.179;2.3.2.30;2.3.3.10;6.2.1.51;1.2.1.95;6.3.1.20;2.1.3.6;6.3.4.10;6.1.2.2;2.1.2.2,2.3.1;6.2.1;3.1.1;3.1.2;1.2.1;6.1.1;2.3.3;2.3.2;3.5.1;1.2.7;3.7.1;3.2.1;2.1.3;1.2.4;1.8.1;1.1.1;4.1.3;2.3.-;2.8.3;2.5.1;4.4.1;2.1.1;1.-.-;1.2.3;2.6.1;6.1.2;3.5.3;6.3.1;6.3.4;2.1.2;2.2.1;6.3.2;3.4.11,2.3.1;2.3.1;2.3.1;2.3.1;1.2.1;2.3.1;2.3.1;2.3.1;6.2.1;1.2.1;2.3.1;6.2.1;2.3.1;1.2.1;2.3.2;3.1.2;1.2.1;2.3.1;1.2.7;2.3.1;2.3.1,2.3.1,2.3.1
R00897,2.5.1.47|2.5.1.65,2.5.1,2.5.1.47;2.6.1.7;2.5.1.47|2.5.1.49|4.2.99.8;2.5.1.47|2.5.1.65;4.4.1.9;3.5.1.114|3.5.1.14,2.5.1,2.5.1;4.2.1;3.1.2;4.4.1;2.3.1,2.5.1.47;2.4.1.332;4.4.1.20;2.1.3.12;2.4.2.49;1.3.1.96,2.6.1;1.4.1;1.4.3;1.5.1;3.8.1;4.1.3;4.1.1;4.3.1;1.4.7;1.4.99;1.14.14;3.7.1;1.5.3;3.11.1;1.4.2;1.13.12;1.14.11;2.6.3;1.4.5;1.17.4,4.1.2;4.1.2;4.1.3;4.1.3;4.1.3;4.1.3,2.5.1,2.5.1
R01193,3.1.4.44,3.1.4,2.3.1.15|2.3.1.51|2.7.7.41|2.7.8.11,2.4.1,3.1.4;3.1.3;3.6.1;4.6.1;3.1.1,3.1.4.44;3.1.3.25;4.6.1.13;3.6.1.20;4.2.3.1;3.1.7.2;3.2.1.42;2.4.1.17;3.1.1.42;3.1.5.1;5.1.3.14;3.1.6.1;3.11.1.3;3.1.2.31;2.3.1.85;3.7.1.8;4.2.1.155,2.4.1;3.2.1;2.4.2;3.1.4;6.1.1;4.2.2;5.1.3;6.5.1;3.1.1;2.4.99;4.2.1;3.1.3;3.6.1;2.7.8;4.3.3,2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.2;2.4.2;2.4.1;2.4.99;2.4.1;2.4.2;2.4.1;2.7.8;2.4.1;4.2.3;2.4.1;2.4.2;2.4.99;3.6.1;2.4.2;2.4.2;2.4.1,2.4.1,3.1.4
R08850,3.4.17.8,3.4.17,3.4.16.4|3.4.17.8;3.4.17.14|3.4.17.8;3.5.5.1;4.3.1.15;2.3.1.68;3.1.1.43;3.5.2.2,3.4.17;3.4.16,3.4.17;3.2.1;3.4.16;3.4.13;3.4.-,3.5.1.115;3.4.17.23;3.5.4.19;3.5.2.6;3.5.99.6;3.4.14.13;3.13.1.6;2.1.2.3;3.4.19.13;2.3.2.2;4.3.2.4;3.1.1.1;4.2.1.48;3.4.13.18;3.4.11.1;3.5.3.13;1.4.1.13;1.4.7.1;4.3.3.6;6.3.4.2;6.3.5.2;3.5.5.1;1.2.7.12;3.8.1.8,6.3.2;3.5.1;2.3.1;2.3.2;3.4.13;6.3.1;6.3.4;3.4.11;3.4.19;3.4.17;2.1.3;3.1.1;6.2.1;3.4.15;3.5.3;2.3.-;3.4.24;3.4.22;4.3.2;2.7.7;6.1.1;3.1.2;1.2.1,6.3.2;6.3.2;6.3.2;6.3.2;6.3.2;6.3.2;6.3.2;3.5.1;6.3.2;6.3.2;6.3.2,3.4.17,3.4.17
R00053,3.1.1.20,3.1.1,3.7.1.-|3.7.1.8;2.4.1.238;2.1.1.68;2.1.1.6;5.5.1.6;2.1.1.128;2.4.1.170;2.1.1.116|2.1.1.121;3.2.1.21,1.13.11,3.1.1;1.14.-;3.4.21;3.5.1;3.4.11,1.11.1.8,3.1.1;2.5.1;1.1.1;2.3.1;3.7.1;6.1.1;6.1.2;2.1.1,3.1.1,3.1.1,3.1.1
R11213,4.1.2.58,4.1.2,4.1.2.58;4.1.2.51|4.1.2.55;4.1.2.54;4.1.2.14|4.1.2.55;4.1.2.21|4.1.2.55;4.1.2|4.1.3.39,4.1.2,4.1.2;2.5.1;4.1.99;4.4.1;4.1.3,4.1.2.58;4.1.3.43;1.1.1.38;4.1.1.3;2.1.2.11;4.2.1.155;4.1.99.12;4.2.99.21;1.3.8.6;3.1.1.82,4.1.2;4.1.3;2.2.1;4.2.1;2.5.1;1.14.99;4.1.1;1.13.11;2.1.2;1.11.1,4.1.2;4.1.2;4.1.3;4.1.2;4.1.2;4.1.2;4.1.2;4.1.3;4.1.2;4.1.3;4.1.1;4.1.3,4.1.2,4.1.2
R07990,5.5.1.6,5.5.1,5.5.1.6;2.3.1|2.3.1.-|2.3.1.74,5.5.1,5.5.1;4.3.1;4.5.1;5.2.1;3.4.19,4.1.1.7;4.1.2.38;4.1.3.40;4.1.99.11;4.2.99.21;4.2.1.20;3.1.1.82;2.1.2.11;1.1.1.85;1.3.8.6,5.5.1;5.3.3,5.5.1;5.5.1;5.5.1;5.5.1,5.5.1,5.5.1
R03880,2.4.1.159,2.4.1,2.4.1.159;2.4.1.236;2.4.1.-|2.4.1.330;2.4.1.239;2.4.1.241;3.2.1.40;5.4.2.2;3.2.1.70;3.2.1.20|3.2.1.70;2.7.1.69,2.4.1,2.4.2;2.3.1;2.4.1;2.7.8;1.1.1,2.4.1.159;2.4.2.40;2.4.99.18,2.4.1;3.2.1;2.4.2;3.1.4;6.1.1;4.2.2;5.1.3;6.5.1;3.1.1;2.4.99;4.2.1;3.1.3;3.6.1;2.7.8;4.3.3,2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;3.6.1;2.4.2;2.4.2;2.4.2;2.4.2;2.4.99;2.4.99;2.4.2;2.4.1;4.2.3;2.7.8,2.4.1,2.4.1
R06668,2.4.1.-,2.4.2,5.4.2.7,2.5.1;2.4.1,2.4.1;2.3.1;2.4.2;2.7.7;6.2.1,2.4.1.176;2.4.2.34;2.4.99.15,2.4.1;3.2.1;2.4.2;3.1.4;6.1.1;4.2.2;5.1.3;6.5.1;3.1.1;2.4.99;4.2.1;3.1.3;3.6.1;2.7.8;4.3.3,2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.2;2.4.1;2.4.1;3.6.1;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.99;2.4.99;2.4.1;4.2.3;2.7.8,2.4.1,2.4.1
R04420,5.3.1.23,5.3.1,5.3.1.23,5.3.1,5.3.1;1.1.3;5.3.3;4.4.1;4.2.99,2.1.1.197;2.3.1.32;2.8.4.4;2.1.3.2;2.1.2.13,5.3.1;3.5.4,5.3.1,5.3.1,5.3.1
R10280,5.1.99.6,5.1.99,3.2.2.19;3.2.2.24;3.6.1.21|3.6.1.9,5.1.3,5.1.99;4.2.1;5.2.1;2.A.3;1.97.1,2.4.2.7;2.4.1.118;2.4.99.18,5.1.99,5.1.3;5.1.3;5.1.3;5.1.3;5.1.3;5.1.3;5.1.3;5.1.3;5.1.3;5.1.3;1.1.1;5.1.3;1.1.1;1.1.1;1.1.5;1.1.1;2.1.1;5.1.3;5.1.3;1.5.3,5.1.3,5.1.99
R08597,5.1.3.-,5.1.3,2.4.1.327;5.1.3.2;4.2.1.164;1.1.1.-|1.1.1.384;5.1.3.27;2.7.4.12|2.7.4.13|2.7.4.9,5.1.3,5.1.3;5.3.1;1.1.1;4.2.1;5.-.-,2.4.2.9;2.4.1.71;2.4.99.18,5.1.3;1.1.1;5.3.1;5.-.-,5.1.3;1.1.1;2.1.1;1.1.1;5.1.3;4.3.1;5.3.1;1.1.1;1.1.1;1.1.1;1.1.1;4.2.1;5.1.3;5.1.3;5.1.3;1.1.1;1.1.1;1.1.1;4.2.1;1.1.1;4.2.1;5.1.3;1.1.1;4.2.1;5.1.3;4.2.1;5.1.3;5.1.3;5.1.3;1.1.1;1.1.1;5.1.3;5.1.3;1.1.1;4.2.1;1.3.1;5.1.3,5.1.3,5.1.3
R04582,6.3.4.10,6.3.4,6.3.4.15;3.6.1.5;6.3.2.39;2.7.1.20|2.7.1.74;6.3.2.14;3.5.1.119;2.8.1.11|2.8.1.4,6.3.4,6.3.4;3.5.1;6.4.1;2.7.2;6.3.5,6.3.4.10;6.3.1.19;6.3.2.6;6.3.3.3;6.2.1.39;6.3.5.4;3.5.4.41;3.5.1.18;3.4.14.13;3.4.13.4;2.3.2.2;3.4.17.23;3.13.1.6;3.4.19.13;1.4.1.13;1.4.7.1;4.3.3.6;3.5.5.4;3.5.99.5;3.1.1.1;3.4.11.1;3.5.3.21,3.5.1;6.3.2;2.3.1;2.3.2;6.3.1;3.4.13;6.3.4;3.4.11;3.4.19;2.1.3;3.4.17;3.1.1;6.2.1;2.1.2;3.4.15;6.3.5;3.5.3;2.3.-;3.5.4;4.3.2;3.4.22;3.4.24;1.2.99;1.4.1;4.3.3,3.5.1;6.3.1;6.3.2;3.5.1;3.5.1;6.2.1;6.3.2,6.3.4,6.3.4
R07631,4.2.3.25,4.2.3,4.2.3.-|4.2.3.25|4.2.3.48;4.2.3|4.2.3.26;5.4.4.8;5.4.4.4;4.2.3.49;1.1.1.71;4.2.3.141;4.2.3.144;4.2.3.50;4.2.3.189;4.2.3.190;3.1.7.4;4.2.3.140;2.5.1.123;3.1.7.12;2.5.1.124;2.5.1.153|3.1.7.9;2.5.1.74;4.2.3.15;4.2.3.27;4.2.3.83;4.2.3.81;4.2.3.54;2.7.7.91;2.5.1.84;4.2.3.183;4.2.3.44;4.2.3.35;3.6.1.10;4.2.3.30;4.2.3.18|4.2.3.29;4.2.3.147;2.7.7.50,4.2.3,4.2.1;3.1.7;4.2.3;5.4.4;3.7.1,3.1.7.6;3.1.5.1;3.1.3.74;3.6.1.7;4.2.3.1;3.2.1.42;3.1.4.46;2.4.1.17;5.1.3.14;3.11.1.1;3.1.1.35;4.6.1.13;3.7.1.8;3.1.2.28;3.1.6.1;2.3.1.85;4.2.1.155,4.2.3;3.1.7;4.1.99,4.2.3;4.2.3;4.2.3;4.2.3;4.2.3,4.2.3,4.2.3
R00195,4.3.1.15,4.3.1,4.3.1.15;4.4.1.13;4.1.99.1|4.4.1.1|4.4.1.3;2.7.3.9,4.3.1;4.4.1;2.6.1,4.3.1;1.4.3;1.4.1;3.5.99;4.4.1,4.3.1.15;3.5.1.3;3.5.5.1;3.4.11.1;3.4.13.22;4.3.2.3;1.4.1.13;1.4.7.1;4.3.3.6;6.3.4.2;6.3.5.2;3.5.99.5;3.5.2.2;4.2.1.48;2.3.2.2;3.5.3.8;3.1.1.1;3.4.17.8;3.4.19.13;3.13.1.6;3.4.14.13;1.2.7.12;3.5.4.1;3.8.1.8;2.1.2.3,4.3.1;3.5.1,2.6.1;1.4.99;1.4.1;4.4.1;4.4.1;2.6.1;4.4.1;2.6.1;4.4.1;4.3.1;4.3.1;1.4.3;1.4.3;4.4.1;4.4.1;4.4.1;1.4.1;2.6.1;1.4.3;1.4.3;1.4.1;1.4.1;2.6.1;2.6.1;1.4.1;4.3.1;2.6.1;4.4.1;4.4.1;4.4.1;1.4.1;4.4.1;4.4.1;4.4.1;2.5.1;1.4.3;2.6.1;4.4.1,4.3.1,4.3.1
R09282,4.2.1.153,4.2.1,2.3.1.199;2.3.1.16,4.2.1,4.2.1;3.2.1;2.3.1;2.3.3;5.4.4,1.11.1.8,4.2.1;2.3.1;1.14.11;1.17.1;4.1.2;3.5.5;4.3.1;4.1.1;3.2.-;5.4.4;3.5.1;3.5.4;2.8.1;4.3.3,4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;1.3.8;4.2.1;1.3.1,4.2.1,4.2.1
R12895,4.1.1.126,4.1.1,5.5.1.1;4.1.1.99;2.3.1.180,5.3.99,4.1.1;2.3.1;4.2.1;5.3.3;1.17.1,4.1.1.6;4.1.2.2;1.1.1.262;4.1.99.12;4.2.1.155;4.1.3.39;2.1.2.11;1.3.8.6;4.2.99.21;3.1.1.82,4.1.1;6.4.1;2.1.3;1.3.8;1.1.1,4.1.1;4.1.1;4.1.1;4.1.1;4.1.1,4.1.1,4.1.1
R07513,3.1.1.80,3.1.1,3.1.1.80;3.1.1|3.1.1.3,3.1.1,3.1.1;3.4.11;3.3.2;3.5.1;3.4.16,3.1.1.80;3.1.7.3;3.1.6.2;3.1.3.39;3.2.1.175;3.1.4.52;4.6.1.13;3.6.1.20;3.7.1.8;3.1.2.27;3.1.5.1;5.1.3.14;2.3.1.85;2.4.1.17;4.2.3.1;4.2.1.155;3.11.1.3,2.3.1;6.2.1;3.1.1;3.1.2;1.2.1;6.1.1;2.3.2;2.3.3;1.2.7;3.5.1;3.7.1;3.2.1;2.1.3;1.2.4;1.8.1;1.1.1;1.-.-;4.1.3;2.3.-;2.5.1;2.8.3;4.4.1;2.1.1;6.1.2;1.2.3;2.6.1;3.5.3;6.3.2;6.3.1;6.3.4,2.3.1;2.3.1;2.3.1;2.3.1;2.3.1;2.3.1;2.3.1;2.3.1;3.1.1;2.1.3,3.1.1,3.1.1
R06978,2.3.1.178,2.3.1,2.3.1.180,2.3.1,2.3.1;6.2.1;2.6.1;6.3.4;2.3.3,2.3.1.5;2.3.3.9;6.2.1.1;2.3.2.30;6.3.1.20;1.2.1.95;6.3.4.10;2.1.3.6;6.1.2.2;2.1.2.2,2.3.1;6.2.1;3.1.1;3.1.2;1.2.1;6.1.1;2.3.3;2.3.2;3.5.1;1.2.7;3.7.1;3.2.1;1.2.4;1.8.1;2.1.3;1.1.1;4.1.3;2.3.-;2.8.3;2.5.1;4.4.1;2.1.1;1.-.-;1.2.3;2.6.1;6.1.2;3.5.3;6.3.1;6.3.4;2.1.2;2.2.1;6.3.2;3.4.11,1.1.1;2.3.1;2.3.1;1.2.1;1.2.1;1.2.1;3.1.2;6.2.1;6.2.1;2.3.1;2.3.1;1.2.7;2.3.1;3.1.2;1.2.7;1.2.7;1.2.1;1.2.1;2.3.1;1.2.4;1.2.1;6.2.1;6.2.1;2.3.1;2.3.1;2.3.1;2.3.1;6.2.1;2.3.1,2.3.1,2.3.1
R00734,2.6.1.1|2.6.1.5|2.6.1.9|2.6.1.57,2.6.1,2.6.1.103;2.6.1.21;2.6.1.27;2.6.1|2.6.1.1;2.6.1|2.6.1.42,2.6.1,2.6.1;2.3.2;2.3.1;2.7.8;3.5.1,2.6.1.1;2.6.99.2;2.7.8.29,2.6.1;1.4.3;1.4.1;1.4.9;1.4.99;1.4.7;1.4.2;4.3.1;1.13.12;4.1.1;1.14.11;2.-.-;2.4.2;1.4.5,2.6.1;1.4.1;2.6.1;2.6.1;1.5.1;4.4.1;1.4.3;1.4.3;1.4.1;1.5.1;1.4.1;4.4.1;4.4.1;2.6.1;2.6.1;1.4.3;1.4.3;2.6.1;1.4.1;1.4.1;1.4.99;2.6.1;1.4.1;4.4.1;4.4.1;4.4.1;1.4.3;4.3.1,2.6.1,2.6.1
R02337,3.8.1.5,3.8.1,3.8.1.5;1.1.2.7;2.3.1.75;2.5.1.26;1.1.3.20;1.1.1.192;1.1.1.2;1.1.2.8;1.2.1.84,5.1.3,3.8.1;1.1.99;1.1.2;2.5.1;1.1.-,3.8.1.5;3.5.4.43,3.8.1;1.14.13;4.5.1;3.5.99,3.8.1;3.8.1;3.8.1,3.8.1,3.8.1
R08644,2.3.3.17,2.3.3,2.3.3.-|2.3.3.17;2.3.1.180,2.3.3;2.3.1,2.3.3;4.1.3;4.2.1;2.3.1;3.1.2,2.3.3.17;2.3.1.182;2.3.2.14;6.2.1.11;1.2.1.95;6.3.1.20;6.3.4.10;6.1.2.2;2.1.3.12;2.1.2.13,2.3.1;6.2.1;3.1.1;3.1.2;1.2.1;6.1.1;2.3.3;2.3.2;3.5.1;1.2.7;3.7.1;3.2.1;1.2.4;1.8.1;2.1.3;1.1.1;4.1.3;2.3.-;2.8.3;2.5.1;4.4.1;2.1.1;1.-.-;1.2.3;2.6.1;6.1.2;3.5.3;6.3.1;6.3.4;2.1.2;2.2.1;6.3.2;3.4.11,1.1.1;2.3.1;2.3.1;1.2.1;1.2.1;1.2.1;3.1.2;6.2.1;6.2.1;2.3.1;2.3.1;1.2.7;2.3.1;1.2.7;3.1.2;1.2.7;1.2.1;1.2.1;2.3.1;1.2.4;1.2.1;6.2.1;6.2.1;2.3.1;2.3.1;2.3.1;2.3.1;6.2.1;2.3.1,2.3.3,2.3.3
R02059,3.5.1.25,3.5.1,2.3.1.78;3.5.1.33;5.1.3.9;3.5.1.25;2.3.1.4;2.3.2.10;2.7.1.40,3.5.1,3.5.1;3.1.1;3.2.1;2.3.1;4.2.1,3.5.1.25;3.5.99.6;3.4.13.4;3.4.14.13;3.5.2.12;4.2.1.48;3.4.17.21;2.3.2.2;3.4.19.13;3.4.11.1;3.13.1.6;3.5.3.13;1.4.1.13;1.4.7.1;4.3.3.6;6.3.4.2;6.3.5.2;3.1.1.1;3.5.5.4;1.2.7.12;3.5.4.16;4.3.2.4;2.1.2.3;3.8.1.8,2.3.1;3.5.1;6.2.1;2.3.2;3.1.2;3.1.1;6.3.2;6.3.1;1.2.1;6.3.4;2.3.3;2.1.3;3.4.11;3.4.13;1.2.7;6.1.1;2.1.2;3.7.1;3.5.3;3.5.4;6.3.5;4.3.2;1.2.4;1.8.1;1.1.1;2.7.7;2.3.-;4.1.3;1.2.99;2.5.1;2.8.3;4.4.1;3.4.19;3.2.1;2.1.1;3.4.17;2.6.1;1.2.3;1.-.-,2.3.1;3.5.1;2.3.1;6.3.4;3.5.1;2.3.1;2.3.1;2.3.1;3.5.1;2.1.2;3.5.1;2.3.2;2.1.4;3.5.1;3.5.1;2.3.1,3.5.1,3.5.1
R11206,2.8.3.23,2.8.3,2.8.3.23;1.3.8.1;4.2.1.17;4.2.1.-|4.2.1.134,1.3.3,2.8.3;2.3.1;5.3.3;1.3.1;4.2.1,2.8.3.23;2.8.2.26;2.3.1.187,3.1.2;6.2.1;2.8.3;2.3.1;3.2.1,2.8.3;2.8.3;2.8.3;2.8.3;3.1.2;2.8.3;6.2.1;6.2.1;3.1.2;2.8.3;6.2.1;6.2.1;2.8.3;2.8.3;2.8.3;3.1.2;6.2.1;6.2.1;6.2.1;2.8.3;6.2.1;6.2.1;6.2.1,2.8.3,2.8.3
R08259,2.4.1.17,2.4.1,2.4.1.17;3.2.1.31;3.1.1.1,2.4.1,2.4.1;3.2.1;2.7.7;3.1.1;2.4.2,2.4.1.71;2.4.2.18;2.4.99.18,2.4.1;3.2.1;2.4.2;3.1.4;6.1.1;4.2.2;5.1.3;6.5.1;3.1.1;2.4.99;4.2.1;3.1.3;3.6.1;2.7.8;4.3.3,2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.99;3.6.1;2.4.2;2.4.2;4.2.3;2.4.2;2.4.2;2.4.2;2.4.99;2.4.1;2.4.2,2.4.1,2.4.1
R01161,2.6.1.38,2.6.1,2.6.1.38;2.6.1.1;2.6.1.27;2.6.1.1|2.6.1.27|2.6.1.42|2.6.1.5|2.6.1.57|2.6.1.9,2.6.1,2.6.1;2.3.1;2.7.8;2.3.2;3.4.13,2.6.1.38;2.6.99.2;2.7.8.29,2.6.1;1.4.3;1.4.1;1.4.9;1.4.99;1.4.7;1.4.2;4.3.1;1.13.12;4.1.1;1.14.11;2.-.-;2.4.2;1.4.5,1.4.1;2.6.1;2.6.1;2.6.1;1.5.1;4.4.1;1.4.3;1.4.3;1.4.1;1.5.1;1.4.1;4.4.1;4.4.1;2.6.1;2.6.1;1.4.3;1.4.3;2.6.1;1.4.1;1.4.1;1.4.99;2.6.1;1.4.1;4.4.1;4.4.1;4.4.1;1.4.3;4.3.1,2.6.1,2.6.1
R00527,3.1.2.12,3.1.2,1.1.1.284|1.2.1.1;3.1.2.12|3.1.2.6,2.5.1,3.1.2;3.13.1;3.5.4;3.1.1;4.2.1,3.1.2.12;4.2.1.155;2.1.1.246;2.5.1.18;3.3.1.1;2.3.1.85;3.3.2.10;3.1.1.2;3.7.1.8;1.14.14.1;3.2.2.1;3.2.1.86,3.1.2;2.8.3;6.2.1;1.2.1;2.3.1;3.7.1,3.1.2;2.5.1;4.4.1;2.5.1;2.5.1;2.5.1;2.5.1;3.1.2;2.5.1;2.5.1,3.1.2,3.1.2
