reaction_id,EC Number,BEC-Pred,CLAIRE,SelenzymeRF,SIMMER,Theia,BridgIT,E-zyme1,E-zyme2,MajorityVote,MajorityVoteCore4
R11351,1.2.3.15,1.2.3,1.2.3;1.1.3;1.21.3;1.6.3,1.4.3.2;1.4.3.3;1.1.3.15;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.2.3.1,1.2.3,1.2.3;1.17.3;4.1.3;1.11.1;1.2.5,1.2.3.15;1.1.3.17;1.2.4.1;1.1.1.26;1.2.1.49;1.2.5.1;1.8.1.4;2.3.1.12;1.17.1.9;1.3.1.20,1.2.1;1.2.3;1.2.99;1.14.13;1.2.-;1.1.1;1.1.3;1.2.7;1.14.99;1.5.1;1.14.14;1.14.11;1.17.1;1.1.-;1.5.99;1.2.2,3.5.1;1.2.1;1.2.1;1.2.1;1.2.1;1.2.1;1.2.1;1.2.1;1.2.1;1.2.1;1.2.1;1.2.1;1.2.1;3.5.1;1.2.1;1.2.1;1.2.1;1.2.1;1.2.1;1.2.1;1.5.1;1.2.1;3.5.1;3.7.1,1.2.3,1.2.3
R04640,5.3.1.16,5.3.1,3.5.99;5.3.1;3.5.4;3.8.1,5.3.1.16,5.3.1,2.3.1;1.14.13;1.1.1;2.4.2;2.4.1,2.1.1.158;2.1.2.3;2.1.3.2;2.3.1.101;2.8.4.4,5.3.1;3.5.4,5.3.1;5.3.1;5.3.1;5.3.1;5.3.1;3.5.4,5.3.1,5.3.1
R11932,4.1.1.105,4.1.1,4.1.1;2.7.11;3.7.1;2.5.1,4.1.1.105;4.1.1.28;4.1.1.65,4.1.1,4.1.1;2.3.1;4.3.1;1.4.3;4.3.2,4.1.1.105;4.1.99.1;4.1.2.8;4.2.1.20;4.2.99.21;4.1.3.40;1.1.1.381;3.1.1.82;2.1.2.11;1.3.8.6,4.1.1;6.4.1;2.1.3;1.3.8;1.1.1,4.1.1;4.1.1;4.1.1;4.1.1;4.1.1;4.1.1,4.1.1,4.1.1
R10178,2.6.1.96,2.6.1,2.6.1;2.7.2;5.3.1;3.5.1,4.3.1.15;2.6.1.21;1.1.2.3;1.1.2.4;2.6.1.57;4.1.3.32;1.1.99.6;2.6.1.88;2.6.1.14;1.1.1|1.1.1.10|1.1.1.153|1.2.1.3,2.6.1,2.6.1;4.1.1;1.4.1;1.2.-;1.4.11,2.6.1.96;2.7.8.29;2.6.99.2,2.6.1;1.4.3;1.4.1;1.4.9;1.4.99;1.4.7;1.4.2;4.1.1;1.13.12;1.14.11;2.-.-;2.4.2;4.3.1,2.6.1;1.4.1;1.4.99;4.4.1;4.4.1;2.6.1;2.6.1;4.4.1;4.4.1;1.4.3;1.4.3;4.4.1;4.4.1;4.3.1;4.3.1;2.6.1;1.4.1;1.4.3;1.4.3;1.4.1;2.6.1;1.4.1;2.6.1;1.4.1;4.4.1;4.3.1;2.6.1;1.4.1;4.4.1;4.4.1;4.4.1,2.6.1,2.6.1
R04373,3.1.4.45,3.5.1,3.6.1;3.1.3;3.2.1;2.4.1,3.1.4.45;3.2.1.49;1.1.1.124|1.1.1.138|1.1.1.14|1.1.1.67|1.1.99.11|1.14.13.50|2.5.1.18|2.5.1.48|2.7.1.-|2.7.1.162|2.7.1.221|2.7.1.59|3.2.1.14|3.2.1.165|4.1.3.3|4.2.1.66|5.1.3.8;2.7.1.157;2.7.1.162,2.4.2;2.4.1,3.1.4;3.1.3;3.6.1;3.2.1;3.4.11,1.11.1.8,2.4.1;3.2.1;2.4.2;3.1.4;6.1.1;4.2.2;5.1.3;6.5.1;3.1.1;2.4.99;4.2.1;3.1.3;3.6.1;2.7.8;4.3.3,2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.99;3.6.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.2;2.4.1;2.4.2;2.4.1;2.4.2;2.4.2;2.4.99;2.4.1;2.4.2;2.4.1;2.4.2;4.2.3;2.7.8,2.4.1,3.1.4
R05768,2.4.1.217,2.4.1,2.4.1;2.4.2;3.6.1;3.1.3,2.4.1.-|2.4.1.266;2.4.1.217;2.4.1.269;2.4.1.268;2.4.1.36;2.4.1.13;2.4.1.213;2.4.1.361;2.7.7.69;2.4.1.352;2.4.1.142;2.4.1.69;2.4.1.246;2.4.1.347;2.4.1.252;2.4.1.359|2.4.1.dr;2.4.1.332;2.4.1.342;2.4.1.245;2.4.1|2.4.1.344;2.4.1.270;2.4.1.15,2.5.1;2.4.1,2.4.1;2.4.-;1.2.-;2.7.7;6.2.1,2.4.1.118;2.4.2.22;2.4.99.18,2.4.1;3.2.1;2.4.2;3.1.4;6.1.1;4.2.2;5.1.3;6.5.1;3.1.1;2.4.99;4.2.1;3.1.3;3.6.1;2.7.8;4.3.3,2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;3.6.1;2.4.2;2.4.2;2.4.99;2.4.2;2.4.2;2.4.99;2.4.2;2.4.1;4.2.3;2.7.8,2.4.1,2.4.1
R02370,3.1.3.6,3.1.3,3.1.3;3.6.1;3.1.7;4.2.3,2.7.1.25;2.7.7.91;2.7.8.11;2.7.8.24;3.1.3.7,3.1.4;3.1.3,3.1.3;3.1.4;3.6.1;3.6.2;2.7.3,3.1.3.6;3.1.7.2;3.1.4.17;3.6.1.20;3.1.5.1;4.6.1.13;4.2.3.1;3.2.1.42;2.4.1.17;3.1.6.9;5.1.3.14;3.1.1.3;3.11.1.3;3.7.1.8;3.1.2.4;4.2.1.155;2.3.1.85,2.7.1;3.1.3;2.7.8;3.6.1;3.1.4;2.7.4;2.7.11;2.7.7;3.6.3;3.1.7;2.7.6;4.6.1;2.7.2;2.7.3;3.2.1;3.6.4;2.7.9;2.6.-;2.7.-;2.7.13;3.6.5;2.4.1;5.1.3;4.2.3;2.7.99;3.1.5;2.7.12;4.1.1;2.7.10;1.3.7;1.18.6;1.19.6;3.-.-,3.1.3;3.1.3;3.1.3;3.1.3;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;3.1.3;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;3.1.3;3.1.3;3.1.3;2.7.1;3.1.3;2.7.1;3.1.3;3.1.7;2.7.1;3.1.3;3.1.3;2.7.7;2.7.6;2.7.1;2.7.1;3.1.3;2.7.1;2.7.1;2.7.1;2.7.1;3.1.3;2.7.6;2.7.8;2.7.7,3.1.3,3.1.3
R11103,2.3.2.28,2.3.1,3.1.6;3.1.1;4.2.2;2.3.1,2.3.1.179|2.3.1.41|2.3.1.85|2.3.1.86;6.2.1.35;6.2.1.22;6.2.1.20;4.4.1.13,5.1.3,2.3.1;2.7.4;2.4.1;5.1.3;2.7.8,2.3.1.181;6.2.1.51;1.2.1.95;2.3.2.30;2.3.3.17;6.3.1.20;6.3.4.10;2.1.3.5;6.1.2.2;2.1.2.5,2.3.1;6.2.1;3.1.1;3.1.2;1.2.1;6.1.1;2.3.3;2.3.2;3.5.1;1.2.7;3.7.1;3.2.1;2.1.3;1.2.4;1.8.1;1.1.1;4.1.3;2.3.-;2.8.3;2.5.1;4.4.1;2.1.1;1.-.-;1.2.3;2.6.1;6.1.2;3.5.3;6.3.1;6.3.4;2.1.2;2.2.1;6.3.2;3.4.11,2.3.1;2.3.1;2.3.1;1.2.7;1.2.7;1.2.1;6.2.1;2.3.1;2.3.2;6.2.1;2.3.1;2.3.1;2.3.1;1.2.1;2.3.1;2.3.1;6.2.1;2.3.1;3.1.2;1.2.7;1.1.1;2.3.1;2.3.1;2.3.1;1.2.4;1.2.1;1.2.1;2.3.1;2.3.1;3.1.2;2.3.1;2.3.1;1.2.1;2.3.1;2.3.1;2.3.1;2.3.1;1.1.1;2.3.1,2.3.1,2.3.1
R00390,6.2.1.3,6.2.1,2.3.1;2.8.3;3.1.2;6.2.1,6.2.1.17;2.3.1.16,6.2.1;2.3.1,6.2.1;2.3.1;3.1.2;3.1.1;2.7.2,6.2.1.1;3.1.2.4;4.2.1.155;2.3.1.85,2.3.1;6.2.1;3.1.1;3.1.2;1.2.1;6.1.1;2.3.3;2.3.2;3.5.1;1.2.7;3.7.1;3.2.1;1.2.4;1.8.1;2.1.3;1.1.1;4.1.3;2.3.-;2.8.3;2.5.1;4.4.1;2.1.1;1.-.-;1.2.3;2.6.1;6.1.2;3.5.3;6.3.1;6.3.4;2.1.2;2.2.1;6.3.2;3.4.11,1.2.1;1.2.1;1.2.1;3.1.2;1.1.1;2.3.1;2.3.1;2.3.1;6.2.1;1.2.7;1.2.7;3.1.2;2.3.1;1.2.7;6.2.1;2.3.1;1.2.1;2.3.1;1.2.4;6.2.1;1.2.1;1.2.1;2.3.1;2.3.1;6.2.1;6.2.1;1.1.1;2.3.1;2.3.1;2.3.1;2.3.1;2.3.1;6.2.1;2.3.1;6.2.1,6.2.1,6.2.1
R02118,2.4.1.203,2.4.1,2.4.1;2.4.2;2.7.8;3.6.1,2.4.2.40;2.4.1.35;2.4.1.111;2.4.1.17;2.4.1.159;2.4.1.63;2.4.1.91;2.4.1.170;2.4.1.87;2.4.1.210;2.4.1.-|2.4.1.118;2.4.1.239;2.4.1.15,2.4.1,2.4.1;2.4.2;5.1.3;2.7.7;1.14.-,2.4.1.203;2.4.2.40;2.4.99.18,2.4.1;3.2.1;2.4.2;3.1.4;6.1.1;4.2.2;5.1.3;6.5.1;3.1.1;2.4.99;4.2.1;3.1.3;3.6.1;2.7.8;4.3.3,2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;3.6.1;2.4.2;2.4.2;2.4.2;2.4.99;2.4.2;2.4.99;2.4.2;2.4.1;4.2.3;2.7.8,2.4.1,2.4.1
R00833,5.4.99.2,5.4.99,5.4.99;5.4.3;5.4.1;5.4.2,2.3.1.199;1.1.1.36;4.2.1.17;4.2.1.-|4.2.1.134,5.4.99;4.1.3,5.4.99;5.4.1;2.8.3;4.1.1;2.3.1,1.1.1.17;1.2.1.72;2.3.1.85;1.3.1.20;1.17.1.4;4.1.1.94;5.3.3.1;5.4.99.3;1.1.3.39;1.1.99.18;1.1.5.4;4.2.1.155;1.4.3.5,4.2.3;4.1.1;3.1.7;4.1.99;4.3.3,2.1.3;2.1.3;2.3.1;2.3.1;2.3.1;4.1.1;4.1.1;2.3.1;2.3.1;2.3.1;2.3.1;2.3.1;4.1.1,5.4.99,5.4.99
R05363,3.7.1.-,3.7.1,3.7.1;4.1.1;4.2.99;3.3.2,3.7.1.8;5.3.2.6;1.14.99.1;1.10.3.1;1.11.1.7,3.7.1,3.7.1;3.2.1;4.2.1;5.3.99;3.1.7,3.7.1.8,3.7.1;1.13.11;2.3.1;1.14.13;2.1.1;2.5.1;3.1.2,3.7.1;3.7.1;3.7.1;3.7.1;3.7.1;3.7.1;3.7.1;3.7.1;3.7.1;3.7.1;3.7.1;3.7.1;3.7.1,3.7.1,3.7.1
R04890,1.4.3.4,1.4.3,1.4.3;1.1.3;1.5.3;1.13.12,1.4.3.4;1.1.3.38;1.14.18.1;1.1.3.15;1.8.3.5;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7,1.4.3,1.4.3;1.4.9;3.5.4;1.5.3;1.5.99,1.4.3.4;1.4.9.2;1.1.3.38;1.5.3.21;1.1.99.9;1.5.99.6;1.4.4.2;1.1.5.4;1.4.1.20;1.5.1.22,2.6.1;1.4.3;1.4.1;1.4.9;1.4.2;1.4.99;1.4.7;1.13.12;4.1.1;1.14.11;2.-.-;1.5.3;4.2.1;1.21.4;4.3.1,1.4.3;1.4.3;1.4.3;1.4.3;1.4.3;1.4.3;1.4.3;1.4.3;1.4.3;1.4.3;1.4.3;1.4.3,1.4.3,1.4.3
R11620,1.1.3.41,1.1.3,1.1.3;1.21.3;1.14.18;1.2.3,1.1.3.41;1.1.3.10;1.1.3.9;1.1.99.18;1.1.3.10|1.1.3.4;1.1.3.30;1.17.3.2;1.4.3.13;1.1.3.18;1.6.3.1;1.1.3.15;1.3.3.6,5.3.1,1.1.3;2.7.7;1.8.3;1.1.99;1.1.5,1.1.3.9;4.1.1.5;1.1.1.86;5.4.99.3;1.1.5.4;1.1.99.18;1.4.3.5;4.2.1.155;1.2.1.88;2.3.1.85;1.3.1.20;5.3.3.1;1.17.1.4,1.1.1;1.1.99;1.1.3;2.3.1;1.14.13;1.1.5;1.1.-;1.1.2;5.3.3;1.14.11;1.14.-;1.4.3;1.1.98;1.-.-;1.6.5;1.6.99;1.2.1;5.1.3;4.2.1;1.14.15;1.1.9;1.3.1;1.14.12;1.6.3;1.6.1;6.4.1;5.4.99;1.11.1;4.1.1,1.1.1;1.1.1;1.1.1;1.1.1;1.1.99;1.1.1;1.1.1;1.1.1;1.1.1;1.1.1;1.1.1;1.1.1;1.1.1;2.2.1;1.1.1;1.1.1;1.1.1,1.1.3,1.1.3
R01031,4.5.1.2,4.4.1,3.4.11;3.5.1;4.3.1;3.4.13,4.3.1.15;4.1.99.1|4.4.1.1|4.4.1.13|4.5.1.2;2.6.1.21;2.6.1.57;3.5.1.114;1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4,4.3.1;4.4.1,4.3.1;4.4.1;1.5.99;1.4.1;1.4.99,4.5.1.2;4.4.1.1,4.5.1;3.8.1,1.4.99;1.4.1;2.6.1;4.4.1;4.4.1;2.6.1;4.4.1;2.6.1;4.4.1;4.3.1;4.3.1;1.4.3;1.4.3;4.4.1;4.4.1;4.4.1;1.4.1;2.6.1;1.4.3;1.4.3;1.4.1;2.6.1;2.6.1;1.4.1;1.4.1;4.3.1;2.6.1;4.4.1;4.4.1;4.4.1;1.4.1;4.4.1;4.4.1;4.4.1;2.5.1;1.4.3;2.6.1;4.4.1,4.4.1,4.4.1
R11911,1.14.13.239,1.14.13,1.1.1;1.3.1;1.14.13;1.5.1,1.6.3.2;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.13.239;1.14.14.1,1.5.1;1.14.13;1.1.1,1.14.13;1.14.14;1.1.1;1.5.1;1.2.1,1.14.13.239;1.13.11.9;1.13.12.9;1.13.99.1,2.6.1;1.4.3;1.5.3;1.4.1;1.5.1;1.14.14;1.4.9;1.5.99;1.14.15;1.4.2;1.4.99;1.13.12;1.14.11;1.11.1;1.13.11;1.4.7;2.1.1;3.5.1;4.1.1,1.5.1;1.5.1;2.6.1;2.6.1;2.6.1;1.5.3;1.5.3;2.6.1;1.5.3;1.5.1,1.14.13,1.14.13
R04507,6.2.1.7|6.2.1.28,6.2.1,2.7.1;2.3.1;2.7.8;2.7.6,6.2.1.28|6.2.1.7;6.2.1.33;6.2.1.12;2.3.1.168;6.2.1|6.2.1.-|6.2.1.32;6.2.1.1,2.3.1,6.2.1;3.1.2;1.2.1;2.3.1;2.7.2,6.2.1.7;3.1.2.27;4.2.1.155;2.3.1.85,2.3.1;6.2.1;3.1.1;3.1.2;1.2.1;6.1.1;2.3.3;2.3.2;3.5.1;1.2.7;3.7.1;3.2.1;1.2.4;1.8.1;2.1.3;1.1.1;4.1.3;2.3.-;2.8.3;2.5.1;4.4.1;2.1.1;1.-.-;1.2.3;2.6.1;6.1.2;3.5.3;6.3.1;6.3.4;2.1.2;2.2.1;6.3.2;3.4.11,6.2.1;6.2.1;6.2.1;6.2.1;2.3.1;2.3.1,6.2.1,6.2.1
R02036,4.2.1.12,4.2.1,4.2.1;4.4.1;5.4.4;1.14.14,4.2.1.12;2.2.1.2,4.1.2,4.2.1;3.7.1;1.1.98;1.1.99;1.1.5,3.1.1.31;3.1.3.80;3.6.1.7;4.2.3.1;3.1.4.46;3.11.1.2;3.1.7.6;4.6.1.13;3.1.5.1;3.7.1.8;3.1.6.17;3.1.2.1;3.2.1.42;2.4.1.17;4.2.1.155;5.1.3.14;2.3.1.85,4.2.1;2.3.1;4.1.2;4.3.3;3.5.5;3.2.-;2.5.1;3.5.1;3.5.2;2.8.1;2.9.1;5.4.4,4.2.1;4.3.1;1.1.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;1.1.1;4.2.1,4.2.1,4.2.1
R02780,2.7.1.201,2.4.1,2.7.1;2.7.6;3.1.3;3.6.1,2.7.1.201|2.7.1.69;2.7.1.207;2.7.1.208|2.7.1.69;2.7.1.211;2.7.1.199;2.7.1.191|2.7.1.69;2.7.1.193|2.7.1.69;5.4.2.2;2.7.1.197|2.7.1.69;2.7.1.200|2.7.1.69;2.7.1.198;5.4.2.6;2.7.1.1,3.1.3,2.7.1;2.7.13;2.7.3;2.7.4;2.7.11,2.3.1.122;2.1.3.12;2.3.2.19;6.1.2.2;2.3.3.14;2.1.2.13;6.3.1.20;6.3.4.10;6.2.1.11;1.2.1.95,2.7.1;3.1.3;3.6.1;2.7.8;2.7.4;2.7.7;3.6.3;2.7.11;3.1.4;2.7.2;2.7.6;2.7.3;3.6.4;3.1.7;4.6.1;2.7.9;3.6.5;3.2.1;2.7.12;2.7.13;2.6.-;2.7.-;4.1.1;2.7.10;1.3.7;1.18.6;4.2.3;3.1.5;2.7.99;2.4.1;5.1.3;1.19.6;3.-.-,2.7.1;2.7.1;2.7.1;2.7.1;3.1.3;3.1.3;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.8;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;3.1.3;2.7.1;2.7.1;2.7.1;3.1.3;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;3.1.3;2.7.1;3.1.3;3.1.3;3.1.3;3.1.3;3.1.3,2.7.1,2.7.1
R03894,4.1.1.72,4.1.1,4.1.1;2.7.11;2.2.1;3.7.1,4.1.1.72;4.1.1.1|4.1.1.7;1.2.4.4;1.2.1|1.2.1.-|1.2.1.25|1.2.4.4|1.8.1.4|2.3.1.168;1.2.7.7,4.1.1,4.1.1;1.1.1;1.2.4;2.6.1;1.2.3,2.2.1.5;1.2.4.4;4.1.1.1,4.1.1;6.4.1;2.1.3;1.3.8;1.1.1,4.1.1;4.1.1;4.1.1;4.1.1,4.1.1,4.1.1
R05558,3.8.1.8,3.8.1,3.8.1;4.5.1;5.4.4;3.5.99,3.8.1.8;1.14.14.172;3.5.4.43;1.14.14.173;1.13.11.-|1.13.11.1|1.13.11.M6;5.5.1.7;1.14.13.50;1.2.3.1;2.7.8.11;2.7.3.9;3.5.4.11;1.3.2.3,3.5.4,3.8.1;3.5.4;2.5.1;4.2.1;3.1.1,3.8.1.8;3.5.4.43;3.5.3.3;3.5.2.17;3.5.1.59;2.1.2.3;3.4.11.1;3.4.13.4;2.3.2.2;3.13.1.6;3.4.19.13;3.4.17.8;3.1.1.1;3.4.14.13;1.2.7.12;4.3.2.4;4.2.1.48;3.5.5.4;1.4.1.13;1.4.7.1;4.3.3.6;6.3.4.2;6.3.5.2;3.5.99.6,3.8.1;1.14.13;4.5.1,3.8.1;3.5.99;3.5.99;3.5.99,3.8.1,3.8.1
R04000,2.8.3.12,2.8.3,2.3.1;3.1.2;2.8.3;3.1.1,2.8.3.12;2.8.3.8;2.8.3.1;2.8.3.19;2.3.1.22;2.8.3.5;2.8.3.10;1.2.7.11;1.3.8.7|1.3.8.8;2.3.1.20,2.8.3,2.8.3;5.4.99;4.2.1;4.1.2;2.3.1,2.8.3.12;2.3.1.187;2.8.2.13,2.8.3;6.2.1;3.1.2;2.3.1;3.2.1,2.8.3;2.8.3;3.1.2;6.2.1;2.8.3;3.1.2;2.3.1;2.8.3;2.3.3;2.8.3;2.3.1;6.2.1;6.2.1,2.8.3,2.8.3
R12052,1.14.13.-,1.14.13,1.14.13;1.6.3;1.14.14;1.14.18,1.6.3.2;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.13.240;1.14.14.1,1.3.1;1.14.13;1.1.1,1.14.13;1.14.15;3.3.2;3.1.-;1.14.99,1.14.13.150;1.14.14.1;1.14.18.1;1.14.15.3;1.14.12.9;1.2.3.9;1.14.21.11;1.14.99.2;1.14.16.4;1.10.3.1;1.14.19.18;1.14.11.28,1.14.13;1.14.14;1.14.11;1.14.15;1.14.16;1.14.99;1.14.-;1.14.18;1.17.1;1.1.1;1.13.11;1.10.99;1.10.3;1.97.1;3.5.3;3.7.1;1.6.6;1.17.99;1.2.1;1.3.99;1.3.7;1.14.20;4.1.99;1.-.-;1.14.12;1.17.3;1.7.3;1.14.17;1.17.7,1.14.13;2.5.1;2.5.1;1.3.1;5.5.1;5.5.1;4.2.1;5.5.1;1.14.14;1.14.14;4.2.1;1.14.14;1.14.14;5.5.1;5.5.1;1.14.14;1.14.14;4.2.1,1.14.13,1.14.13
R01064,4.1.2.21|4.1.2.55,4.1.2,4.1.2;2.2.1;5.3.1;3.7.1,2.5.1.54|2.5.1.55,4.1.2,4.1.2;2.2.1;4.1.3;4.4.1;2.7.6,4.1.2.14;4.1.3.43;2.1.2.11;4.1.1.3;1.1.1.286;4.1.99.12;4.2.1.155;4.2.99.21;1.3.8.6;3.1.1.82,4.1.2;4.1.3;2.2.1;4.2.1;2.5.1;1.14.99;4.1.1;1.13.11;2.1.2;1.11.1,4.1.2;4.1.2;4.1.2;4.1.2;4.1.3;4.1.3;4.1.2;4.1.2;4.1.2,4.1.2,4.1.2
R06420,1.3.1.81,1.3.1,1.16.1;1.1.1;1.3.1;1.8.1,1.1.1.-|1.1.1.100|2.3.1.85|2.3.1.86;1.2.1.95;1.3.1.-|1.3.1.10|1.3.1.104|1.3.1.39;1.2.1.106;1.2.1.50;1.2.1.-|1.2.1.103|1.2.1.ag;1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4;1.1.1.272;1.1.1.375,1.3.1;1.1.1,1.3.1;1.1.1;1.2.1;1.18.1;5.3.3,1.1.1.163;1.2.1.49;2.3.1.85;1.3.1.20;1.17.1.4;5.3.3.1;4.1.1.56;5.4.99.3;1.1.99.9;1.1.3.39;1.4.3.5;4.2.1.155;1.1.5.4,1.3.1;1.3.8;1.3.99;1.3.3;2.3.1;1.1.-;1.14.12;1.3.7;1.3.5;1.3.98;2.5.1,1.3.1;1.3.1;1.14.11;1.3.1,1.3.1,1.3.1
R06804,2.4.1.239,2.4.1,2.4.1;2.4.2;3.6.1;2.7.8,2.4.1.239;2.4.1.-|2.4.1.297;2.4.1.236;2.4.1.159;2.4.1.254;2.4.2.51;2.4.1.22;2.4.1.87;2.4.1.38|2.4.1.90;2.4.2.50;2.4.1.-|2.4.1.301;2.4.1.338;2.4.1.273;3.2.1.21|3.2.1.25|3.2.1.74;3.2.1.74,2.4.2;2.4.1,2.4.1;2.4.2;2.3.1;3.2.1;2.7.7,2.4.1.91;2.4.2.56;2.4.99.18,2.4.1;3.2.1;2.4.2;3.1.4;6.1.1;4.2.2;5.1.3;6.5.1;3.1.1;2.4.99;4.2.1;3.1.3;3.6.1;2.7.8;4.3.3,2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;3.6.1;2.4.2;2.4.2;2.4.2;2.4.99;2.4.2;2.4.99;2.4.2;2.4.1;4.2.3;2.7.8,2.4.1,2.4.1
R01519,3.1.1.17,3.1.1,3.1.1;2.3.1;3.1.2;3.5.1,1.1.99.35;1.1.1.69;3.2.1.113;2.2.1.1;1.1.1.122;1.1.1.264;1.1.1.370;1.1.1.121;3.1.1.17;1.1.99.28;3.2.1.22,3.1.1,3.1.1;3.7.1;3.1.2;3.5.1;4.2.1,1.14.18.5;1.14.15.16;1.14.11.28;1.14.19.29;1.10.3.1;1.14.13.185;1.14.14.1;1.14.12.10;1.2.3.9;1.14.21.11;1.14.99.2;1.14.16.7,3.1.1;2.5.1;1.1.1;2.3.1;3.7.1;6.1.1;6.1.2;2.1.1,3.1.1;3.1.1;3.1.1;1.1.3;3.1.1;3.1.1;1.2.1,3.1.1,3.1.1
R02907,4.2.1.94,4.2.1,4.2.1;4.4.1;5.4.4;1.14.14,4.2.1.94;1.1.1.252;2.3.1.156;4.2.1.154;2.4.1.358;2.5.1.136;1.3.1.57;1.14.11.22|1.14.20.5;1.11.1.16;1.14.11.23;1.1.1|1.6.5.2|1.8.1.15|1.8.1.9,4.2.1,4.2.1;1.1.1;3.7.1;5.4.4;5.5.1,5.5.1.6;4.2.1.101;4.3.1.9;2.3.1.85;4.1.1.45;4.2.99.12;2.5.1.119;4.2.3.55;3.7.1.21;1.2.1.31;1.4.1.18;1.3.8.6;3.2.1.21;3.1.7.9;1.1.1.38;1.1.3.47;4.3.3.3;1.14.13.197;3.5.5.4;3.3.1.1;1.17.98.2;3.5.1.110;2.7.8.23,4.2.1;2.3.1;4.1.2;4.3.3;3.5.5;3.2.-;2.5.1;3.5.1;3.5.2;2.8.1;2.9.1;5.4.4,1.14.12;1.13.11;1.14.12;1.14.12;1.14.12;1.14.12;1.6.5;1.3.1;1.3.1;1.10.3;1.3.1;1.3.1;1.3.1;1.6.5;1.5.1;1.14.14;1.14.14;1.14.12;1.14.13;2.5.1;1.14.-;1.14.14;1.14.14;1.14.14;1.3.1;1.3.1;1.14.11;1.3.1;1.14.11;1.14.11;1.14.11;4.1.1;1.14.14;1.14.14;4.2.1;1.14.11;1.14.-;1.3.1;1.14.11;4.2.1;1.14.-;4.1.1;1.14.11;1.14.11;1.14.11;4.2.1;1.14.11;1.3.1;1.3.1;1.14.12;1.3.1;1.3.1;1.14.11;1.14.12;1.14.13;1.14.13;1.14.12;1.1.5;1.14.21;1.3.1;1.14.12;1.3.1,4.2.1,4.2.1
R03049,3.1.1.63,3.1.1,3.1.1;2.3.1;3.1.2;3.5.1,2.3.1.135;2.3.1.76;3.1.1.64;3.1.2.22;2.3.1.85|3.1.2.14;2.3.1.-|2.3.1.179|2.3.1.199|2.3.1.41,3.1.1,3.1.1;2.3.1;4.2.1;3.1.2;3.5.1,3.1.1.63;3.7.1.8;3.1.2.14;2.3.1.85;3.6.1.7;3.1.3.45;3.2.1.175;3.1.6.1;3.11.1.3;4.2.3.1;3.1.4.13;3.1.7.11;4.2.1.155;4.6.1.13;3.1.5.1;2.4.1.17;5.1.3.14,3.1.1;2.5.1;1.1.1;2.3.1;3.7.1;6.1.1;6.1.2,3.1.1,3.1.1,3.1.1
