Reaction ID,Theia
R10283,"4.1.3,0.9972852468490601;4.1.2,0.0017500888789072633;1.1.99,0.0006214496097527444;4.2.1,7.612579793203622e-05;1.1.3,5.932337080594152e-05"
R03582,"1.1.1,0.9998438358306885;1.3.1,7.066388207022101e-05;1.-.-,1.7671178284217604e-05;4.2.1,1.2951697499374859e-05;1.2.1,1.0959075552818831e-05"
R10809,"3.2.1,0.999998927116394;3.1.4,6.709455533382425e-07;3.6.1,2.0365828845569922e-07;3.1.3,8.531873163519776e-08;5.1.3,4.382008711445451e-08"
R07796,"2.3.1,0.7317163348197937;2.8.3,0.24833978712558746;4.2.1,0.019096817821264267;4.1.2,0.0006351616466417909;3.1.2,5.707553282263689e-05"
R00481,"1.4.3,0.9997966885566711;1.5.3,4.056815669173375e-05;1.5.99,3.45003827533219e-05;6.5.1,3.0190794859663583e-05;1.8.3,2.641532955749426e-05"
R08199,"4.2.3,0.8411197066307068;5.5.1,0.08786185085773468;3.1.7,0.04743906110525131;5.3.3,0.02269734814763069;4.2.1,0.00030169979436323047"
R06848,"1.3.1,0.9999620914459229;1.1.1,1.2355179023870733e-05;2.5.1,9.536077413940802e-06;1.3.99,7.36112633603625e-06;5.3.3,2.9620941859320737e-06"
R12210,"1.1.99,0.38343238830566406;1.1.3,0.30898135900497437;1.14.11,0.27153435349464417;1.4.11,0.01606634259223938;1.1.5,0.008724678307771683"
R00717,"1.1.1,0.9867957830429077;4.1.3,0.005642968229949474;1.2.1,0.00362859177403152;2.3.1,0.0019601434469223022;1.2.3,0.0006741190445609391"
R02949,"5.1.2,0.9960588216781616;2.3.1,0.0037352845538407564;5.-.-,6.554621359100565e-05;2.7.8,4.548722426989116e-05;5.1.1,3.118700624327175e-05"
R10955,"2.4.1,0.9999862909317017;2.7.7,8.123711268126499e-06;3.2.1,2.0004099496873096e-06;2.7.8,9.209457516590192e-07;3.1.1,7.186458219621272e-07"
R08250,"2.3.1,0.9998134970664978;3.1.1,0.00011584750609472394;3.1.2,3.675432162708603e-05;6.2.1,1.823022830649279e-05;2.3.3,5.089741534902714e-06"
R13063,"3.2.1,0.9999116659164429;2.4.1,3.702037429320626e-05;2.4.2,2.241552465420682e-05;3.1.3,1.2224148122186307e-05;2.3.1,9.050888365891296e-06"
R02271,"5.4.3,0.5948390364646912;2.6.1,0.3918634355068207;4.1.2,0.004983003716915846;1.5.1,0.002622961299493909;4.3.1,0.0024788801092654467"
R04162,"2.7.1,0.9916152358055115;3.1.3,0.008371694013476372;3.6.1,1.1092484783148393e-05;2.4.1,6.399338872142835e-07;3.1.4,5.731533860853233e-07"
R10344,"3.1.4,0.9891510009765625;4.6.1,0.010439518839120865;3.1.3,0.00029117820668034256;3.6.1,0.00011321316560497507;3.1.27,1.4161905710352585e-06"
R11019,"1.5.1,0.9998730421066284;1.19.1,6.222376396181062e-05;1.5.99,4.362559047876857e-05;1.2.1,1.1694799468386918e-05;4.1.2,4.732296929432778e-06"
R03921,"3.2.1,0.9951393604278564;5.4.99,0.0036821526009589434;2.4.1,0.0008092188509181142;5.4.1,0.000271316064754501;2.3.1,5.2474071708275005e-05"
R06345,"1.14.11,0.9832034111022949;1.14.20,0.01658158376812935;2.3.1,0.00012004037853330374;1.1.5,8.6806649051141e-06;1.1.1,7.800489584042225e-06"
R10171,"2.3.1,0.9999994039535522;3.1.1,3.6487949728325475e-07;4.1.1,7.69118173593597e-08;1.1.1,4.014667709384412e-08;4.4.1,3.582159280313135e-08"
R13224,"2.1.1,0.9636226892471313;3.8.1,0.02894681878387928;2.5.1,0.0037007182836532593;4.3.1,0.0028648003935813904;4.2.1,0.0004022610082756728"
R05821,"1.13.99,0.9174623489379883;3.2.1,0.03002668172121048;1.14.15,0.013751477934420109;1.1.3,0.009458303451538086;1.9.3,0.008353469893336296"
R01415,"1.3.1,0.9985975623130798;1.3.99,0.0005957829998806119;1.3.3,0.00017879833467304707;1.3.98,0.0001470784336561337;1.1.1,7.867798558436334e-05"
R10555,"5.3.1,0.9024429321289062;5.1.3,0.04360997676849365;2.7.8,0.026756662875413895;1.1.3,0.004128100350499153;5.-.-,0.003396690124645829"
R03755,"2.3.1,0.9992238283157349;3.1.2,0.0006808777689002454;3.1.1,6.644081440754235e-05;6.2.1,1.593340675754007e-05;5.4.1,3.925423243344994e-06"
R05618,"3.1.1,0.9128299951553345;2.3.1,0.0867936760187149;4.2.1,0.00019579943909775466;3.5.1,9.29973175516352e-05;3.1.2,5.0321046728640795e-05"
R03974,"3.1.2,0.9574896693229675;3.1.1,0.016434019431471825;2.3.1,0.010376030579209328;1.2.1,0.005117138382047415;1.2.3,0.0035724169574677944"
R03698,"1.14.11,0.9998947381973267;1.14.20,7.312051457120106e-05;1.1.99,1.939606408996042e-05;1.1.5,5.822927050758153e-06;4.1.1,4.6901336645532865e-06"
R09565,"1.13.11,0.8386750221252441;1.1.3,0.08434068411588669;1.1.-,0.03402021899819374;1.1.5,0.025802304968237877;4.1.3,0.004519594367593527"
R09402,"1.14.11,0.9798664450645447;1.1.99,0.013659752905368805;4.1.1,0.002458871342241764;1.-.-,0.001882348326034844;1.3.3,0.0007664432050660253"
R07112,"1.14.13,0.7018839716911316;1.14.14,0.2658219039440155;1.14.99,0.016509050503373146;1.13.11,0.005047820508480072;4.1.99,0.003587178885936737"
R02509,"3.5.1,0.9950457811355591;3.5.4,0.0031283460557460785;4.2.1,0.0007374680717475712;3.5.3,0.00029830183484591544;1.4.3,0.0001583429257152602"
R05805,"2.7.1,0.9247952699661255;2.4.1,0.022662853822112083;2.7.8,0.02117997035384178;2.3.1,0.010173218324780464;2.7.4,0.00540618970990181"
R08051,"2.5.1,0.9661265015602112;1.5.99,0.03360837325453758;3.5.4,0.0002306516980752349;2.6.1,8.904495189199224e-06;3.5.1,6.435503564716782e-06"
R12296,"2.5.1,0.9999557733535767;4.3.1,1.8311691746930592e-05;2.3.1,1.0566859600658063e-05;2.6.1,9.460291039431468e-06;4.2.1,4.223445557727246e-06"
R04382,"4.2.2,0.9997115731239319;2.4.1,0.00020730055985040963;5.3.1,7.80163609306328e-05;5.5.1,1.3676675507667824e-06;3.2.1,7.11027553279564e-07"
R09987,"1.1.1,0.9990046620368958;1.14.13,0.0009600688354112208;5.3.3,1.0077193110191729e-05;1.-.-,5.758272891398519e-06;1.3.1,4.740223175758729e-06"
R11772,"5.3.1,0.8991276025772095;5.1.-,0.09302021563053131;2.6.1,0.0028754756785929203;5.3.3,0.002154118614271283;5.1.3,0.0011376203037798405"
R05050,"1.2.1,0.9637954831123352;1.1.1,0.03239624574780464;1.5.1,0.0011505490401759744;1.2.3,0.0009842927101999521;1.4.1,0.0008569010533392429"
R04602,"1.13.11,0.9999984502792358;1.14.12,7.93369508755859e-07;1.13.99,2.0218568863583641e-07;1.1.3,1.968878677871544e-07;1.14.-,1.074709885529046e-07"
R08617,"4.2.3,0.9544461369514465;5.5.1,0.013394362293183804;1.1.3,0.012098963372409344;2.5.1,0.011575913056731224;5.3.1,0.003330230712890625"
R10663,"1.14.13,0.999904990196228;1.14.14,4.696714677265845e-05;1.14.12,1.602055453986395e-05;1.14.15,1.5407051250804216e-05;1.13.12,3.3309950140392175e-06"
R04884,"1.14.18,0.9999951124191284;1.14.16,3.2719319733587326e-06;1.14.13,1.0840265076694777e-06;1.10.3,4.1788405269471696e-07;1.21.3,1.2201168075876012e-08"
R10980,"3.1.1,0.9995476603507996;2.3.1,0.0002449876337777823;4.2.1,4.899836494587362e-05;3.1.-,2.8129936254117638e-05;3.1.2,2.3523331037722528e-05"
R04682,"1.1.1,0.9761871099472046;1.14.13,0.01952602155506611;1.5.1,0.0013546636328101158;2.3.1,0.000732966756913811;1.-.-,0.0005570286302827299"
R01749,"1.1.1,0.9995700716972351;4.1.1,0.00014496257063001394;1.17.1,6.749459134880453e-05;1.1.5,4.276222534826957e-05;2.2.1,3.63925464625936e-05"
R11603,"2.5.1,0.9998199343681335;5.3.3,0.00013448491517920047;2.4.1,1.0032290447270498e-05;4.2.99,7.431925496348413e-06;2.2.1,4.820418325834908e-06"
R08850,"3.4.17,0.4703085720539093;3.2.1,0.29795923829078674;3.4.16,0.13952846825122833;3.4.13,0.046314582228660583;3.4.-,0.014835103414952755"
R04541,"2.8.4,0.999922513961792;2.1.1,2.4121327442117035e-05;1.8.98,2.291449527547229e-05;1.8.1,7.740117325738538e-06;1.8.4,6.4781279434100725e-06"
R09591,"6.2.1,0.5433232188224792;2.1.1,0.2508871257305145;2.7.4,0.060934122651815414;2.7.1,0.03840136155486107;3.4.22,0.030671482905745506"
R00647,"1.1.3,0.9977874755859375;1.14.13,0.0008620266453363001;1.1.5,0.0006241424707695842;1.14.15,0.00019729416817426682;1.8.3,0.00010357600694987923"
R05276,"1.3.1,0.8997142314910889;1.21.1,0.0906364843249321;1.1.1,0.005590982735157013;1.18.1,0.0016679067630320787;1.6.2,0.0007441126508638263"
R02421,"2.4.1,0.8200303316116333;2.7.7,0.17717595398426056;5.4.99,0.0008621984161436558;2.7.8,0.0005776730249635875;6.2.1,0.00022470104158855975"
R04361,"2.3.1,0.9999065399169922;2.7.1,6.481308810180053e-05;3.1.1,1.323609467362985e-05;1.3.1,6.514906544907717e-06;2.4.1,4.571454610413639e-06"
R01645,"4.1.2,0.661369800567627;4.1.3,0.2845940589904785;4.2.1,0.03606219217181206;1.1.1,0.008974278345704079;4.1.99,0.0032767101656645536"
R05806,"2.7.1,0.995013415813446;2.7.2,0.001732019823975861;3.1.3,0.0011101964628323913;3.6.1,0.0005427378346212208;2.1.1,0.00046657733037136495"
R08537,"2.1.1,1.0;2.3.1,9.951212298631162e-09;4.2.1,8.322784239567227e-09;1.4.3,6.962453280578984e-09;1.3.98,3.74153286131218e-09"
R07313,"4.1.1,0.9997941851615906;5.3.3,0.00018568352970760316;4.2.1,6.625320111197652e-06;1.14.18,4.429754426382715e-06;1.17.2,2.3723318918200675e-06"
R09739,"1.5.5,0.7810404300689697;1.6.5,0.12219159305095673;1.10.3,0.05370943620800972;1.8.5,0.012424957938492298;1.11.1,0.008556056767702103"
R09876,"3.5.4,0.9909948706626892;1.7.1,0.003131998237222433;1.7.2,0.0026448399294167757;3.5.5,0.00102663179859519;3.5.99,0.0007447268581017852"
R04958,"1.3.1,0.9789988994598389;2.3.1,0.020395157858729362;1.1.1,0.00023369719565380365;2.7.1,0.0001398045860696584;1.3.99,0.0001175728757516481"
R07762,"2.3.1,0.9455915093421936;6.2.1,0.035866837948560715;4.1.1,0.004905411042273045;3.1.2,0.0032361436169594526;1.2.1,0.0028248943854123354"
R02201,"1.5.1,0.9989062547683716;1.5.99,0.0010125183034688234;1.2.1,4.607731170835905e-05;1.19.1,1.5330590031226166e-05;2.5.1,5.976239663141314e-06"
R00357,"1.4.3,0.9987226128578186;1.4.1,0.0006652390002273023;1.4.9,0.00010826183279277757;1.4.11,8.380766666959971e-05;4.3.1,6.935209239600226e-05"
R02297,"2.4.2,0.999356210231781;2.7.1,0.0003645546385087073;2.7.8,0.00021331534662749618;3.2.2,3.4718184906523675e-05;2.4.1,8.138607881846838e-06"
R12602,"3.1.1,0.9854393005371094;4.2.1,0.006184743717312813;1.14.14,0.004359506536275148;3.2.2,0.0035596832167357206;3.4.21,0.00021859045955352485"
R11094,"3.5.4,0.9997425675392151;3.5.99,0.00010668826871551573;3.3.1,2.5677174562588334e-05;3.4.17,2.2250964320846833e-05;1.11.1,1.3485072486218996e-05"
R07711,"1.14.13,0.9967683553695679;1.14.14,0.001857360010035336;1.14.15,0.0009435947285965085;1.14.12,0.00021549544180743396;1.14.-,0.00010469608241692185"
R08880,"1.1.1,0.9487864375114441;1.1.99,0.04791226238012314;1.1.5,0.002648411551490426;1.1.3,0.0002428232692182064;1.-.-,0.00010469547123648226"
R11407,"2.5.1,0.9999573230743408;2.1.1,4.1873037844197825e-05;1.14.99,2.792941700135998e-07;1.14.13,2.694010845516459e-07;3.1.1,1.330498093921051e-07"
R12997,"1.1.1,0.9919847846031189;2.3.1,0.003253739094361663;1.3.1,0.0025840140879154205;2.7.1,0.0010802514152601361;1.2.1,0.0003664838441181928"
R09112,"1.14.13,0.9990015625953674;1.1.1,0.0005479842657223344;1.14.14,0.0003048673097509891;1.14.15,3.0106486519798636e-05;1.8.99,2.2049180188332684e-05"
R05038,"1.1.1,0.9797468185424805;1.3.1,0.0036618683952838182;1.17.1,0.002687587635591626;1.2.1,0.0023877343628555536;1.5.1,0.002100652549415827"
R08661,"2.4.1,0.9998188614845276;2.7.7,0.00017077279335353523;1.14.-,6.985762865951983e-06;2.7.1,1.2632059451789246e-06;1.1.3,8.757635896472493e-07"
R01290,"4.2.1,0.9102090001106262;4.4.1,0.0508384071290493;2.5.1,0.021249104291200638;3.3.1,0.008149848319590092;3.13.1,0.0027436392847448587"
R00127,"2.7.4,0.7740060091018677;2.7.1,0.19946995377540588;2.1.1,0.01891961507499218;6.2.1,0.002652202034369111;2.7.2,0.0017209263751283288"
R07390,"2.7.8,0.9449519515037537;2.7.1,0.04841751232743263;2.4.1,0.003134009661152959;2.3.1,0.002783490577712655;3.1.1,9.481979941483587e-05"
R05050,"1.2.1,0.9637954831123352;1.1.1,0.03239624574780464;1.5.1,0.0011505490401759744;1.2.3,0.0009842927101999521;1.4.1,0.0008569010533392429"
R02462,"1.1.1,0.9770804643630981;1.2.1,0.020993025973439217;1.-.-,0.0011165724135935307;1.1.-,0.00040654922486282885;1.5.1,0.0001817333686631173"
R02797,"3.5.1,0.9999994039535522;3.5.3,1.757417322778565e-07;3.1.2,7.447869165844168e-08;3.4.11,7.12609420361332e-08;3.1.1,5.3447266168404894e-08"
R11842,"5.5.1,0.5417822003364563;4.2.3,0.34928953647613525;5.3.3,0.05206664651632309;2.5.1,0.019215961918234825;4.3.2,0.01137633342295885"
R06828,"2.4.1,0.9904839992523193;2.7.7,0.004961838945746422;2.7.8,0.0016691129421815276;2.4.2,0.0015411514323204756;6.2.1,0.000589587667491287"
R00656,"4.1.1,0.9969227910041809;2.3.1,0.0016884494107216597;6.2.1,0.0005522441351786256;2.6.1,0.0004390220274217427;2.5.1,0.00017505015421193093"
R05645,"5.3.1,0.9999980926513672;1.1.3,7.430028290400514e-07;2.4.1,2.621881378672697e-07;5.1.3,2.2376769948095898e-07;2.7.1,1.2065078180967248e-07"
R00337,"2.7.7,0.7700048685073853;5.1.3,0.08157192915678024;3.6.1,0.06707108020782471;3.2.2,0.015507468953728676;2.3.1,0.011136430315673351"
R10937,"4.2.3,0.9996335506439209;2.7.1,9.102912008529529e-05;2.5.1,7.929916318971664e-05;1.1.1,6.660886720055714e-05;4.1.1,4.536144115263596e-05"
R04505,"2.1.1,0.9999990463256836;2.5.1,3.609201826293429e-07;2.3.1,2.654591924056149e-07;6.3.2,9.368125120090554e-08;4.4.1,9.149822233212035e-08"
R09807,"1.1.3,0.9974051117897034;1.8.3,0.0007761396700516343;1.4.3,0.0005608945502899587;1.1.99,0.0005237634177319705;1.11.1,0.00018706730043049902"
R09750,"1.5.1,0.9356833696365356;1.14.13,0.024398203939199448;1.19.1,0.01828901469707489;1.6.99,0.008291260339319706;1.14.14,0.007162074092775583"
R06644,"2.3.1,0.9942429661750793;2.1.1,0.005728310905396938;3.1.1,2.5251445549656637e-05;1.1.1,2.9845025437680306e-06;6.-.-,3.505013523863454e-07"
R08332,"2.3.3,0.9944181442260742;4.1.3,0.0035280524753034115;4.2.1,0.0013348186621442437;2.3.1,0.00044150123721919954;3.1.2,0.00011488977179396898"
R02493,"2.7.1,0.9987510442733765;2.7.4,0.0011951642809435725;2.1.1,2.274807593494188e-05;2.7.2,1.7115789887611754e-05;2.3.1,3.1743477393320063e-06"
R00219,"4.1.1,0.9746155738830566;4.1.2,0.0099008334800601;1.2.4,0.00965171679854393;4.4.1,0.0019297414692118764;1.2.7,0.0016762191662564874"
R03549,"1.13.11,0.9996554851531982;1.14.18,0.00015696937043685466;3.1.1,7.620070391567424e-05;1.10.3,5.893839625059627e-05;1.14.16,2.524929732317105e-05"
R09620,"4.2.3,0.9958966970443726;5.5.1,0.0012371465563774109;2.5.1,0.0011852382449433208;4.3.2,0.0010943392990157008;1.14.13,0.00032092430046759546"
R01366,"4.1.1,0.9993973970413208;1.1.1,0.0002744737430475652;1.2.3,9.86680606729351e-05;4.1.3,4.530986916506663e-05;1.17.1,2.672826303751208e-05"
R02381,"3.1.1,0.9782829284667969;2.3.1,0.021230392158031464;3.1.2,0.0004512710147537291;3.5.1,1.0407049558125436e-05;4.2.1,8.33681860967772e-06"
R01498,"3.2.1,0.5519202351570129;3.5.1,0.4476044476032257;3.1.1,0.0002893170458264649;3.2.2,0.00015164443175308406;3.5.3,1.0414485586807132e-05"
R02420,"2.4.1,0.999925971031189;6.2.1,5.07703261973802e-05;2.7.7,6.5806561906356364e-06;2.4.99,3.816019216174027e-06;2.7.8,2.01784928322013e-06"
R01340,"1.4.3,0.9962322115898132;3.5.4,0.0030397623777389526;4.3.1,0.00028923284844495356;1.5.99,0.00022688618628308177;1.5.3,3.47764726029709e-05"
R03524,"4.4.1,0.4325356185436249;4.2.1,0.20292440056800842;4.1.2,0.12954528629779816;2.8.1,0.12454506754875183;2.5.1,0.06815826892852783"
R05372,"3.8.1,0.9565289616584778;3.7.1,0.014006945304572582;1.2.1,0.013123530894517899;4.2.1,0.007661380805075169;1.1.1,0.0032687291968613863"
R07181,"1.12.1,0.9998273849487305;1.14.99,5.004204285796732e-05;1.1.1,3.336425652378239e-05;1.6.3,2.1247715267236345e-05;1.8.1,1.3189408491598442e-05"
R05277,"1.7.1,0.5327330827713013;1.7.-,0.18044613301753998;2.6.1,0.03669385612010956;2.3.2,0.020761143416166306;1.14.99,0.017761358991265297"
R13277,"2.3.1,0.13771121203899384;2.7.4,0.1075223982334137;2.4.1,0.07033617049455643;5.1.3,0.06864075362682343;2.7.8,0.04989010840654373"
R07631,"4.2.1,0.3436795175075531;3.1.7,0.3371964395046234;4.2.3,0.18062841892242432;5.4.4,0.0915573239326477;3.7.1,0.011910890229046345"
R01813,"1.1.1,0.9999995231628418;1.1.-,8.270294671319789e-08;1.1.5,7.046688210721186e-08;1.1.2,5.380064749260782e-08;1.14.13,4.8138364405758693e-08"
R04193,"2.3.1,0.13771121203899384;2.7.4,0.1075223982334137;2.4.1,0.07033617049455643;5.1.3,0.06864075362682343;2.7.8,0.04989010840654373"
R04928,"2.7.4,0.740511417388916;2.7.1,0.20748527348041534;2.1.1,0.0456983745098114;2.7.2,0.002086911117658019;1.6.2,0.0005935762892477214"
R00704,"1.1.1,0.9979540109634399;1.1.5,0.001697532250545919;1.2.4,7.924115925561637e-05;1.2.1,5.388149293139577e-05;1.8.1,5.199235965847038e-05"
R06690,"1.14.13,0.7225483655929565;1.14.14,0.196898952126503;1.14.99,0.07722683995962143;1.14.15,0.0012053794926032424;1.14.-,0.0005885494174435735"
R02953,"4.4.1,0.9998434782028198;4.1.99,8.736121526453644e-05;2.5.1,2.9720407837885432e-05;1.4.1,1.1613034075708129e-05;1.8.2,9.730779311212245e-06"
R11233,"4.2.1,0.9989240765571594;1.14.13,0.0003814032534137368;3.7.1,0.00018049300706479698;4.2.3,0.0001607139565749094;1.13.12,0.00010712914081523195"
R02862,"2.1.1,0.9999994039535522;2.3.1,4.938472670801275e-07;2.5.1,3.6685491977550555e-08;6.3.2,1.1783768627537938e-08;2.4.2,8.620729019526152e-09"
R05299,"1.13.11,0.9994379878044128;1.14.12,0.00034962044446729124;1.3.3,6.982858758419752e-05;4.1.99,4.334945333539508e-05;1.10.3,1.917460758704692e-05"
R13257,"2.3.1,0.9999691247940063;1.2.7,2.6135650841752067e-05;4.1.1,2.024451532633975e-06;3.1.2,1.5697146409365814e-06;4.4.1,5.86873909469432e-07"
R00209,"1.2.4,0.7908132076263428;1.2.1,0.09676063805818558;1.8.1,0.06131318211555481;2.3.1,0.03559465706348419;1.1.1,0.011521614156663418"
R10419,"1.1.1,0.620192289352417;1.3.1,0.12316493690013885;1.8.1,0.043659597635269165;1.6.5,0.03465666249394417;1.2.1,0.03375115245580673"
R00574,"4.6.1,0.8670641183853149;3.1.4,0.10802365094423294;2.7.1,0.018792152404785156;3.6.1,0.003550740424543619;6.2.1,0.0006504441262222826"
R01781,"1.1.1,0.9938051700592041;1.2.1,0.004518508445471525;1.5.1,0.0004643602587748319;1.3.1,0.00035946015850640833;2.3.1,0.00019818986766040325"
R07535,"2.1.1,1.0;1.-.-,4.403451073827641e-13;2.3.1,3.2597690280584957e-14;4.2.1,6.647756821474664e-15;2.5.1,2.6340763778335847e-15"
R09446,"1.7.1,0.999164342880249;1.6.6,0.0002752983127720654;3.8.1,0.00011827183334389701;1.18.1,9.545891225570813e-05;1.7.-,4.944787724525668e-05"
R10167,"2.1.1,1.0;2.3.1,2.943518762066333e-10;6.3.2,1.1496947838196547e-10;1.3.98,5.602256505921055e-11;4.1.1,3.833611553205607e-11"
R08653,"1.14.14,0.9956036806106567;1.14.-,0.0028842627070844173;1.14.13,0.0011971576604992151;1.14.99,0.00028029136592522264;1.14.12,1.876626629382372e-05"
R08310,"1.1.1,0.9999202489852905;1.2.1,2.2937596440897323e-05;1.6.5,1.1826342415588442e-05;1.14.13,1.1532736607478e-05;1.8.1,7.4875524660455994e-06"
R07003,"2.5.1,0.9997068047523499;4.2.1,0.00011107836326118559;2.3.1,0.00010671609197743237;2.6.1,3.743219713214785e-05;5.3.99,1.5687948689446785e-05"
R09069,"1.1.1,0.4965584874153137;1.14.13,0.4835011661052704;1.3.1,0.0072925458662211895;1.2.1,0.004778273869305849;1.6.5,0.0026243641041219234"
R00451,"4.1.1,0.7688794136047363;5.1.1,0.1688535213470459;2.3.2,0.022981122136116028;3.5.1,0.01634499803185463;1.5.99,0.007778002414852381"
R02123,"1.2.1,0.9974527955055237;1.1.1,0.0023312843404710293;1.5.1,6.227166159078479e-05;1.2.3,5.945296288700774e-05;1.3.1,3.851857763947919e-05"
R01768,"1.17.1,0.9981622099876404;1.1.1,0.0015987401129677892;1.7.1,0.0001132321049226448;1.2.1,4.9576960009289905e-05;1.5.1,1.809800050978083e-05"
R06857,"1.3.1,0.9990837574005127;1.14.12,0.0008249470847658813;1.1.1,7.169230229919776e-05;5.3.3,1.0129212569154333e-05;1.6.5,3.2601519706076942e-06"
R12951,"1.14.99,0.6317490935325623;1.13.11,0.3297448456287384;1.14.12,0.037210170179605484;1.-.-,0.0008800128125585616;2.7.1,0.00018983539484906942"
R10836,"2.4.2,0.9862587451934814;2.7.8,0.010006298311054707;3.2.2,0.003723196452483535;2.7.7,3.9447559174732305e-06;6.3.4,2.552893420215696e-06"
R07338,"2.4.1,0.999523401260376;3.2.1,0.00047352505498565733;3.1.1,7.912717592262197e-07;2.4.2,7.468277090083575e-07;5.1.3,5.321834919413959e-07"
R02556,"3.5.4,0.9997425675392151;3.5.99,0.00010668826871551573;3.3.1,2.5677174562588334e-05;3.4.17,2.2250964320846833e-05;1.11.1,1.3485072486218996e-05"
R02677,"3.6.1,0.9358121752738953;3.1.4,0.035271234810352325;3.-.-,0.009909307584166527;3.2.1,0.006021079141646624;3.1.3,0.0059103392995893955"
R03879,"1.1.1,0.9999357461929321;1.6.5,1.4450073649641126e-05;1.1.5,1.329243150394177e-05;1.-.-,1.0729128916864283e-05;1.17.1,5.961895112704951e-06"
R01941,"1.2.1,0.9989715814590454;1.3.1,0.0008155922405421734;1.1.1,8.090904884738848e-05;1.8.1,6.884740287205204e-05;1.6.5,1.3391173524723854e-05"
R10287,"5.4.3,0.999996542930603;2.6.1,3.39236794388853e-06;4.3.1,4.097901040722718e-08;5.1.1,1.6970293614804177e-08;2.7.8,6.812296948766061e-09"
R00946,"2.1.1,0.9999836683273315;2.5.1,1.546368730487302e-05;5.1.3,3.410240765333583e-07;3.3.1,3.1881876338957227e-07;1.8.3,3.667392789452606e-08"
R08547,"2.1.1,1.0;2.5.1,1.3656857866806149e-08;4.3.3,8.21532675221448e-10;2.3.1,7.960043041377318e-11;4.4.1,2.2226422091708997e-11"
R09079,"1.5.1,0.8381801247596741;4.3.3,0.13422295451164246;1.2.1,0.012600753456354141;1.1.1,0.008402837440371513;1.4.1,0.001802078913897276"
R10426,"2.4.1,0.9911967515945435;2.7.7,0.004661684390157461;2.4.2,0.003657616674900055;6.2.1,0.0001622674462851137;2.5.1,3.2675099646439776e-05"
R10448,"2.1.1,1.0;2.3.1,1.7349725036633e-14;6.-.-,5.139631811305564e-16;2.5.1,3.8984236117170024e-16;6.3.2,2.483089260974598e-16"
R03880,"2.4.2,0.5874798893928528;2.3.1,0.41136956214904785;2.4.1,0.0009525127243250608;2.7.8,6.980175385251641e-05;1.1.1,5.04450399603229e-05"
R11282,"2.7.7,0.7510359287261963;2.4.1,0.2395067662000656;6.2.1,0.0022684272844344378;2.7.4,0.0012769903987646103;2.7.1,0.0008245868957601488"
R00453,"2.6.1,0.9998160004615784;1.2.-,6.857009429950267e-05;4.1.1,3.9757149352226406e-05;1.4.3,1.0041689165518619e-05;5.3.1,9.833360309130512e-06"
R02277,"1.1.3,0.9998354911804199;1.1.99,0.00010621786350384355;1.11.1,1.583066477905959e-05;1.1.98,1.4228662621462718e-05;2.7.7,6.027496056049131e-06"
R04758,"1.1.1,0.9998906850814819;1.2.1,5.325720849214122e-05;1.3.1,4.611774784279987e-05;1.14.15,1.833771761994285e-06;1.-.-,1.7970827457247651e-06"
R09881,"3.6.1,0.8202610611915588;3.1.4,0.10512425750494003;3.2.1,0.04556329920887947;3.1.3,0.018539411947131157;3.4.11,0.003007987979799509"
R11723,"6.3.2,0.9871029257774353;6.2.1,0.010059584863483906;2.3.1,0.002233165083453059;3.1.2,0.0004413765564095229;2.3.3,4.943284147884697e-05"
R09381,"2.3.1,0.9999229907989502;3.1.1,3.7330017221393064e-05;3.1.2,2.8394981200108305e-05;2.7.8,5.44473368790932e-06;5.4.1,5.187227543501649e-06"
R01416,"3.5.3,0.7052730321884155;3.5.1,0.29339149594306946;3.5.5,0.0004410862165968865;3.5.4,0.00013055205636192113;4.2.1,0.0001185271394206211"
R00140,"2.7.4,0.7740060091018677;2.7.1,0.19946995377540588;2.1.1,0.01891961507499218;6.2.1,0.002652202034369111;2.7.2,0.0017209263751283288"
R11505,"1.6.3,0.9999791383743286;1.6.99,5.815720669488655e-06;1.4.3,2.415062681393465e-06;1.8.3,2.189621000070474e-06;1.7.3,1.6334914789695176e-06"
R09668,"2.4.2,0.9994649291038513;3.2.2,0.00041790021350607276;2.7.1,4.0289629396284e-05;2.7.8,3.975600338890217e-05;2.7.3,8.582510417909361e-06"
R11478,"1.14.19,0.9999901056289673;1.9.3,4.462490323930979e-06;1.14.-,1.743521124808467e-06;1.14.14,7.553137493232498e-07;1.14.99,6.109435730650148e-07"
R02508,"2.5.1,0.9788524508476257;4.4.1,0.010507363826036453;2.3.1,0.006853853818029165;4.2.1,0.00231303577311337;4.2.99,0.001047320431098342"
R12259,"4.2.3,0.6802524924278259;4.2.1,0.15186983346939087;2.5.1,0.04103441163897514;4.1.99,0.03169124945998192;4.3.1,0.029067108407616615"
R05838,"2.6.99,0.4130008816719055;4.2.1,0.3429822623729706;4.3.3,0.22212959825992584;5.3.99,0.007326408755034208;1.-.-,0.0031812344677746296"
R09677,"2.4.1,0.5471416115760803;2.7.7,0.24884033203125;1.14.99,0.06052396446466446;3.4.22,0.057771213352680206;3.4.24,0.01988692209124565"
R08347,"1.4.3,0.9999279975891113;1.5.3,5.145617251400836e-05;1.5.99,1.2125817193009425e-05;3.5.4,4.767341579281492e-06;1.14.14,1.435052695342165e-06"
R10634,"2.3.1,0.9981117248535156;3.1.1,0.0009712952887639403;3.2.2,0.0008020171080715954;3.5.1,0.00010644213762134314;6.3.4,4.0010986595007125e-06"
