reaction_id,Theia,confidence,timestamp
MNXR148175,3.1.1,0.9998696,2025-05-02 10:32:37
MNXR174735,3.6.3,0.8956856,2025-05-02 10:32:37
MNXR163550,2.4.1,0.9998863,2025-05-02 10:32:37
MNXR146639,3.6.1,0.9845777,2025-05-02 10:32:37
MNXR176487,1.14.13,0.74991196,2025-05-02 10:32:37
MNXR175671,1.17.3,0.9999138,2025-05-02 10:32:37
MNXR181804,1.2.1,0.99737,2025-05-02 10:32:37
MNXR123744,6.2.1,0.8593462,2025-05-02 10:32:37
MNXR100413,3.1.4,0.978452,2025-05-02 10:32:37
MNXR150326,4.2.3,0.99996984,2025-05-02 10:32:37
MNXR166646,1.14.11,0.9961249,2025-05-02 10:32:37
MNXR173146,1.1.1,0.9938969,2025-05-02 10:32:37
MNXR166251,2.4.1,0.87978595,2025-05-02 10:32:37
MNXR175828,3.2.1,0.9987049,2025-05-02 10:32:37
MNXR110476,2.1.1,0.99999785,2025-05-02 10:32:37
MNXR175741,2.3.1,0.99999547,2025-05-02 10:32:37
MNXR184168,2.3.1,0.99961674,2025-05-02 10:32:37
MNXR148274,2.1.1,0.9999577,2025-05-02 10:32:37
MNXR116732,3.2.1,0.98869985,2025-05-02 10:32:37
MNXR163767,6.3.2,1.0,2025-05-02 10:32:37
MNXR115553,3.6.1,0.9994898,2025-05-02 10:32:37
MNXR147330,2.4.2,0.94563204,2025-05-02 10:32:37
MNXR185434,1.14.14,0.9999627,2025-05-02 10:32:37
MNXR113637,5.1.99,0.9999176,2025-05-02 10:32:37
MNXR166398,1.14.14,0.9932987,2025-05-02 10:32:37
MNXR123254,2.7.4,0.92129576,2025-05-02 10:32:37
MNXR180384,2.7.2,0.9139983,2025-05-02 10:32:37
MNXR171032,2.3.1,0.99964607,2025-05-02 10:32:37
MNXR116431,1.3.99,0.86194676,2025-05-02 10:32:37
MNXR176545,1.14.13,0.9983358,2025-05-02 10:32:37
MNXR149945,1.3.1,0.67745733,2025-05-02 10:32:37
MNXR174106,2.4.1,0.90433824,2025-05-02 10:32:37
MNXR119453,2.3.2,0.99998355,2025-05-02 10:32:37
MNXR135536,1.11.1,0.47694728,2025-05-02 10:32:37
MNXR190844,2.3.3,0.91510993,2025-05-02 10:32:37
MNXR119428,2.1.1,0.99990034,2025-05-02 10:32:37
MNXR114265,2.1.1,0.99617213,2025-05-02 10:32:37
MNXR170301,4.2.3,0.9998461,2025-05-02 10:32:37
MNXR152336,2.4.1,0.99998367,2025-05-02 10:32:37
MNXR152389,2.4.1,0.98896796,2025-05-02 10:32:37
MNXR182020,1.6.5,0.9893791,2025-05-02 10:32:37
MNXR193508,3.5.3,0.5138655,2025-05-02 10:32:37
MNXR184721,1.14.20,0.9702017,2025-05-02 10:32:37
MNXR174875,3.6.3,0.8956856,2025-05-02 10:32:37
MNXR134376,1.14.13,0.9096434,2025-05-02 10:32:37
MNXR107466,1.1.1,0.38169459,2025-05-02 10:32:37
MNXR175146,3.6.3,0.8956856,2025-05-02 10:32:37
MNXR192575,1.5.99,0.57565033,2025-05-02 10:32:37
MNXR122234,1.14.19,0.9998933,2025-05-02 10:32:37
MNXR111263,2.1.1,0.9999968,2025-05-02 10:32:37
MNXR148996,1.1.1,0.9296406,2025-05-02 10:32:37
MNXR114935,1.14.14,0.997408,2025-05-02 10:32:37
MNXR110658,5.3.99,0.83237904,2025-05-02 10:32:37
MNXR172711,1.1.1,0.38169459,2025-05-02 10:32:37
MNXR110738,2.5.1,0.9956909,2025-05-02 10:32:37
MNXR115211,2.7.3,0.59321505,2025-05-02 10:32:37
MNXR185768,2.5.1,0.9999596,2025-05-02 10:32:37
MNXR130715,1.1.1,0.9296406,2025-05-02 10:32:37
MNXR169456,2.4.2,0.94563204,2025-05-02 10:32:37
MNXR132152,6.2.1,0.9987446,2025-05-02 10:32:37
MNXR117212,1.14.19,0.9926448,2025-05-02 10:32:37
MNXR119422,2.1.1,0.9993513,2025-05-02 10:32:37
MNXR116256,6.3.4,0.8784288,2025-05-02 10:32:37
MNXR170845,3.1.1,0.9326046,2025-05-02 10:32:37
MNXR153279,4.1.1,0.9981665,2025-05-02 10:32:37
MNXR190758,4.1.2,0.9870402,2025-05-02 10:32:37
MNXR106334,1.3.7,0.9782986,2025-05-02 10:32:37
MNXR148357,1.1.1,0.9341317,2025-05-02 10:32:37
MNXR165762,5.1.99,0.9997584,2025-05-02 10:32:37
MNXR120437,1.14.15,0.93711495,2025-05-02 10:32:37
MNXR149395,2.3.1,0.99779236,2025-05-02 10:32:37
MNXR153256,2.1.1,0.999995,2025-05-02 10:32:37
MNXR122029,2.5.1,0.99997056,2025-05-02 10:32:37
MNXR107895,1.14.13,0.9963098,2025-05-02 10:32:37
MNXR193387,1.3.8,0.99808717,2025-05-02 10:32:37
MNXR133894,2.7.8,0.95570153,2025-05-02 10:32:37
MNXR149230,1.97.1,0.9970137,2025-05-02 10:32:37
MNXR174006,2.1.1,0.9999404,2025-05-02 10:32:37
MNXR193172,1.17.99,0.9916442,2025-05-02 10:32:37
MNXR112864,1.14.13,0.84865487,2025-05-02 10:32:37
MNXR136306,2.4.1,0.84420276,2025-05-02 10:32:37
MNXR190307,1.14.99,0.61651397,2025-05-02 10:32:37
MNXR166115,1.1.5,0.69891703,2025-05-02 10:32:37
MNXR182599,2.6.1,0.99875855,2025-05-02 10:32:37
MNXR134001,6.3.2,0.9994808,2025-05-02 10:32:37
MNXR131601,1.4.3,0.9150267,2025-05-02 10:32:37
MNXR169441,1.1.1,0.99976987,2025-05-02 10:32:37
MNXR124089,1.14.14,0.9993148,2025-05-02 10:32:37
MNXR183855,4.2.99,0.9932985,2025-05-02 10:32:37
MNXR108047,3.5.3,0.9999349,2025-05-02 10:32:37
MNXR120572,1.14.13,0.91327083,2025-05-02 10:32:37
MNXR133877,6.3.1,0.9306505,2025-05-02 10:32:37
MNXR121236,1.1.1,0.9997987,2025-05-02 10:32:37
MNXR116442,4.2.1,0.9881429,2025-05-02 10:32:37
MNXR117652,1.14.14,0.5011702,2025-05-02 10:32:37
MNXR182679,1.6.5,0.9396556,2025-05-02 10:32:37
MNXR152111,1.14.14,0.9998895,2025-05-02 10:32:37
MNXR151559,2.2.1,0.75560737,2025-05-02 10:32:37
MNXR119210,1.4.99,0.6582584,2025-05-02 10:32:37
MNXR194957,1.14.14,0.999992,2025-05-02 10:32:37
MNXR131171,3.1.4,0.751908,2025-05-02 10:32:37
MNXR114299,1.1.1,0.999074,2025-05-02 10:32:37
MNXR131924,2.7.1,0.9165234,2025-05-02 10:32:37
MNXR181035,1.3.3,0.98566216,2025-05-02 10:32:37
MNXR132613,1.14.16,0.76553863,2025-05-02 10:32:37
MNXR145918,1.13.11,0.71435183,2025-05-02 10:32:37
MNXR174941,3.6.3,0.8956856,2025-05-02 10:32:37
MNXR136800,1.11.1,0.99711955,2025-05-02 10:32:37
MNXR134315,1.1.1,0.9968453,2025-05-02 10:32:37
MNXR195186,1.10.3,0.22885849,2025-05-02 10:32:37
MNXR191718,1.1.3,0.992943,2025-05-02 10:32:37
MNXR132444,3.2.1,0.99999964,2025-05-02 10:32:37
MNXR131424,2.8.2,0.99961215,2025-05-02 10:32:37
MNXR120648,4.2.3,0.99866724,2025-05-02 10:32:37
MNXR170659,2.4.1,0.84420276,2025-05-02 10:32:37
MNXR119767,4.4.1,0.999995,2025-05-02 10:32:37
MNXR184330,1.14.15,0.9899449,2025-05-02 10:32:37
MNXR189539,1.5.1,0.9993783,2025-05-02 10:32:37
MNXR117536,1.3.99,0.97859174,2025-05-02 10:32:37
MNXR188848,2.7.1,0.9989359,2025-05-02 10:32:37
MNXR173127,1.1.99,0.9931293,2025-05-02 10:32:37
MNXR132244,2.7.7,0.9684627,2025-05-02 10:32:37
MNXR142228,2.1.1,0.99894494,2025-05-02 10:32:37
MNXR132851,1.5.99,0.98711026,2025-05-02 10:32:37
MNXR193724,2.1.1,0.9942508,2025-05-02 10:32:37
MNXR148732,2.5.1,0.9944436,2025-05-02 10:32:37
MNXR189729,3.1.3,0.99988556,2025-05-02 10:32:37
MNXR135512,1.1.1,0.7476075,2025-05-02 10:32:37
MNXR120405,1.2.1,0.99759835,2025-05-02 10:32:37
MNXR145847,1.2.4,0.99950707,2025-05-02 10:32:37
MNXR135484,1.1.3,0.57948786,2025-05-02 10:32:37
MNXR147193,3.1.2,0.7024507,2025-05-02 10:32:37
MNXR145471,2.7.7,0.9918532,2025-05-02 10:32:37
MNXR148075,3.2.1,0.9994955,2025-05-02 10:32:37
MNXR193541,2.4.1,0.99998856,2025-05-02 10:32:37
MNXR115733,1.1.1,0.96201354,2025-05-02 10:32:37
MNXR121715,1.14.14,0.9891766,2025-05-02 10:32:37
MNXR174985,3.6.3,0.8956856,2025-05-02 10:32:37
MNXR169518,2.3.1,0.9953616,2025-05-02 10:32:37
MNXR148615,2.3.2,0.9806849,2025-05-02 10:32:37
MNXR102010,1.6.3,0.8721191,2025-05-02 10:32:37
MNXR165060,2.1.5,0.68187845,2025-05-02 10:32:37
MNXR146990,2.1.1,0.99985933,2025-05-02 10:32:37
MNXR176048,2.6.1,0.9999957,2025-05-02 10:32:37
MNXR113504,3.1.1,0.4259157,2025-05-02 10:32:37
MNXR132544,1.10.3,0.22885849,2025-05-02 10:32:37
MNXR188732,2.4.2,0.9993426,2025-05-02 10:32:37
MNXR184068,3.1.1,0.9982535,2025-05-02 10:32:37
MNXR139746,1.1.1,0.9999726,2025-05-02 10:32:37
MNXR131282,3.4.19,0.5167947,2025-05-02 10:32:37
MNXR106830,1.8.4,0.50576806,2025-05-02 10:32:37
MNXR126701,3.1.1,0.9999614,2025-05-02 10:32:37
MNXR120201,2.4.99,0.97300917,2025-05-02 10:32:37
MNXR183816,2.3.1,0.9999906,2025-05-02 10:32:37
MNXR115228,1.4.1,0.999926,2025-05-02 10:32:37
MNXR120394,1.14.14,0.98952466,2025-05-02 10:32:37
MNXR174819,3.6.3,0.8956856,2025-05-02 10:32:37
MNXR105183,1.4.1,0.99588877,2025-05-02 10:32:37
MNXR175360,2.1.1,0.9999645,2025-05-02 10:32:37
MNXR181572,1.1.1,0.9922998,2025-05-02 10:32:37
MNXR167179,2.3.1,0.9985222,2025-05-02 10:32:37
MNXR151933,2.1.1,0.99999857,2025-05-02 10:32:37
MNXR131285,1.14.13,0.9821624,2025-05-02 10:32:37
MNXR193250,2.8.1,0.99956053,2025-05-02 10:32:37
MNXR173533,1.14.13,0.99052507,2025-05-02 10:32:37
MNXR173872,1.14.13,0.98571044,2025-05-02 10:32:37
MNXR119188,2.7.1,0.9999995,2025-05-02 10:32:37
MNXR114781,1.8.5,0.99943334,2025-05-02 10:32:37
MNXR112918,1.7.5,0.84113294,2025-05-02 10:32:37
MNXR107236,2.7.8,0.99944,2025-05-02 10:32:37
MNXR119333,1.14.14,0.99999774,2025-05-02 10:32:37
MNXR115445,3.4.14,0.7614991,2025-05-02 10:32:37
MNXR150028,1.1.99,0.9989483,2025-05-02 10:32:37
MNXR107340,1.3.5,0.9938623,2025-05-02 10:32:37
MNXR149340,3.1.1,0.99934834,2025-05-02 10:32:37
MNXR184983,1.14.14,0.99374557,2025-05-02 10:32:37
MNXR122289,1.14.19,0.9998666,2025-05-02 10:32:37
MNXR126222,2.7.1,0.9862439,2025-05-02 10:32:37
MNXR146851,1.1.1,0.38169459,2025-05-02 10:32:37
MNXR174977,3.6.3,0.8956856,2025-05-02 10:32:37
MNXR151774,1.1.1,0.99306715,2025-05-02 10:32:37
MNXR147809,2.3.1,0.99998987,2025-05-02 10:32:37
MNXR167070,1.14.19,0.9972024,2025-05-02 10:32:37
MNXR192060,1.8.1,0.99921775,2025-05-02 10:32:37
MNXR140120,3.7.1,0.99659204,2025-05-02 10:32:37
MNXR191317,2.8.2,0.9999999,2025-05-02 10:32:37
MNXR170160,1.11.1,0.5551556,2025-05-02 10:32:37
MNXR119642,2.5.1,0.99998105,2025-05-02 10:32:37
MNXR147966,3.1.7,0.99731183,2025-05-02 10:32:37
MNXR122909,1.14.14,0.9872306,2025-05-02 10:32:37
MNXR120525,1.13.11,0.9999684,2025-05-02 10:32:37
MNXR104719,2.3.1,0.54688495,2025-05-02 10:32:37
MNXR130446,3.3.2,0.7071506,2025-05-02 10:32:37
MNXR164677,1.10.3,0.8415924,2025-05-02 10:32:37
MNXR131047,2.4.2,0.9789944,2025-05-02 10:32:37
MNXR176178,1.11.2,0.9739497,2025-05-02 10:32:37
MNXR165003,2.4.2,0.49601325,2025-05-02 10:32:37
MNXR164326,6.2.1,0.9998894,2025-05-02 10:32:37
MNXR170764,1.14.14,0.4404621,2025-05-02 10:32:37
MNXR116279,2.3.1,0.9999908,2025-05-02 10:32:37
MNXR164369,2.3.1,0.9451876,2025-05-02 10:32:37
MNXR145655,1.1.1,0.78260374,2025-05-02 10:32:37
MNXR151296,1.14.13,0.9873936,2025-05-02 10:32:37
MNXR172367,3.5.1,0.98665607,2025-05-02 10:32:37
MNXR144301,2.7.1,0.9988778,2025-05-02 10:32:37
MNXR144050,1.14.14,0.97610825,2025-05-02 10:32:37
MNXR123742,4.1.2,0.9987613,2025-05-02 10:32:37
MNXR147301,2.7.1,0.9259527,2025-05-02 10:32:37
MNXR166392,2.9.1,0.99702424,2025-05-02 10:32:37
MNXR186885,1.14.13,0.99845076,2025-05-02 10:32:37
MNXR180293,2.4.1,0.50962,2025-05-02 10:32:37
MNXR170107,4.2.3,0.99992275,2025-05-02 10:32:37
MNXR176428,1.23.1,0.99999976,2025-05-02 10:32:37
MNXR118840,1.14.14,0.77698535,2025-05-02 10:32:37
MNXR150185,2.7.1,0.9099579,2025-05-02 10:32:37
MNXR187805,3.13.1,0.9964431,2025-05-02 10:32:37
MNXR192155,1.14.14,0.7113475,2025-05-02 10:32:37
MNXR132862,1.5.99,0.99955946,2025-05-02 10:32:37
MNXR129570,3.2.1,0.5794942,2025-05-02 10:32:37
MNXR187603,1.8.1,0.9505564,2025-05-02 10:32:37
MNXR182091,2.7.8,0.91731125,2025-05-02 10:32:37
MNXR148228,1.14.13,0.9841249,2025-05-02 10:32:37
MNXR183461,3.5.1,0.99854064,2025-05-02 10:32:37
MNXR147864,4.2.1,0.99809176,2025-05-02 10:32:37
MNXR175293,1.14.15,0.78897136,2025-05-02 10:32:37
MNXR130349,2.7.1,0.9999713,2025-05-02 10:32:37
MNXR152313,2.4.1,0.9997919,2025-05-02 10:32:37
MNXR115047,2.1.1,0.9993044,2025-05-02 10:32:37
MNXR182220,1.17.1,0.98783946,2025-05-02 10:32:37
MNXR168209,2.1.1,0.99648285,2025-05-02 10:32:37
MNXR135954,3.1.1,0.58824676,2025-05-02 10:32:37
MNXR184725,1.14.14,0.9999763,2025-05-02 10:32:37
MNXR121583,2.4.1,0.9926299,2025-05-02 10:32:37
MNXR165451,6.3.4,0.9990676,2025-05-02 10:32:37
MNXR133393,1.14.13,0.6791022,2025-05-02 10:32:37
MNXR165540,2.4.1,0.9950289,2025-05-02 10:32:37
MNXR193969,2.3.1,0.89614946,2025-05-02 10:32:37
MNXR131280,1.14.13,0.59964645,2025-05-02 10:32:37
MNXR173585,1.14.13,0.9809598,2025-05-02 10:32:37
MNXR172641,1.7.3,0.85714996,2025-05-02 10:32:37
MNXR132635,2.7.1,0.9959394,2025-05-02 10:32:37
MNXR164809,1.1.1,0.9909691,2025-05-02 10:32:37
MNXR149304,1.2.1,0.69313157,2025-05-02 10:32:37
MNXR182428,1.8.1,0.999925,2025-05-02 10:32:37
MNXR169698,2.4.1,0.990833,2025-05-02 10:32:37
MNXR194277,2.1.1,0.99648285,2025-05-02 10:32:37
MNXR146856,1.1.1,0.38169459,2025-05-02 10:32:37
MNXR135337,6.3.4,0.9999988,2025-05-02 10:32:37
MNXR132313,2.4.1,0.9995728,2025-05-02 10:32:37
MNXR148263,1.14.99,0.49056393,2025-05-02 10:32:37
MNXR131129,3.6.1,0.60342133,2025-05-02 10:32:37
MNXR145993,2.3.1,0.9462778,2025-05-02 10:32:37
MNXR189969,2.7.1,0.9991928,2025-05-02 10:32:37
MNXR175165,3.6.3,0.8956856,2025-05-02 10:32:37
MNXR192978,1.10.3,0.99994934,2025-05-02 10:32:37
MNXR150892,2.8.2,0.9999999,2025-05-02 10:32:37
MNXR193272,1.3.1,0.7525789,2025-05-02 10:32:37
MNXR119728,6.3.2,0.98038864,2025-05-02 10:32:37
MNXR181660,1.2.1,0.9992218,2025-05-02 10:32:37
MNXR183567,3.4.11,0.9865486,2025-05-02 10:32:37
MNXR133592,3.1.3,0.9999987,2025-05-02 10:32:37
MNXR183664,2.7.8,0.77082855,2025-05-02 10:32:37
MNXR108687,3.2.1,0.9734341,2025-05-02 10:32:37
MNXR147424,2.3.1,0.9814519,2025-05-02 10:32:37
MNXR182657,2.4.1,0.99878293,2025-05-02 10:32:37
MNXR131468,3.2.1,0.9998754,2025-05-02 10:32:37
MNXR146117,2.5.1,0.99931467,2025-05-02 10:32:37
MNXR110205,1.14.13,0.99999535,2025-05-02 10:32:37
MNXR180517,2.7.11,0.53930223,2025-05-02 10:32:37
MNXR116125,3.1.4,0.99909174,2025-05-02 10:32:37
MNXR110276,5.4.99,0.99998474,2025-05-02 10:32:37
MNXR173728,1.4.5,0.9981653,2025-05-02 10:32:37
MNXR107797,2.1.1,0.99999917,2025-05-02 10:32:37
MNXR187720,2.7.2,0.9995192,2025-05-02 10:32:37
MNXR133052,1.2.1,0.9647955,2025-05-02 10:32:37
MNXR117899,6.2.1,0.9726495,2025-05-02 10:32:37
MNXR132499,2.6.1,0.99999607,2025-05-02 10:32:37
MNXR95529,3.5.3,0.99993384,2025-05-02 10:32:37
MNXR151401,4.1.2,0.9973437,2025-05-02 10:32:37
MNXR129530,1.2.1,0.99999785,2025-05-02 10:32:37
MNXR129416,1.1.1,0.9994467,2025-05-02 10:32:37
MNXR167757,1.14.14,0.99797946,2025-05-02 10:32:37
MNXR131872,3.4.11,0.96795636,2025-05-02 10:32:37
MNXR121165,1.1.1,0.9997998,2025-05-02 10:32:37
MNXR173842,1.14.13,0.98897225,2025-05-02 10:32:37
MNXR148514,3.2.1,0.9984301,2025-05-02 10:32:37
MNXR132129,2.7.7,0.9218627,2025-05-02 10:32:37
MNXR131809,3.1.1,1.0,2025-05-02 10:32:37
MNXR173786,1.3.5,0.83552355,2025-05-02 10:32:37
MNXR134085,1.1.1,0.5471962,2025-05-02 10:32:37
MNXR166016,2.3.1,0.9289605,2025-05-02 10:32:37
MNXR163638,2.7.8,0.9944549,2025-05-02 10:32:37
MNXR121568,2.4.99,0.9998975,2025-05-02 10:32:37
MNXR193885,2.1.1,0.96686065,2025-05-02 10:32:37
MNXR145190,2.4.1,0.9989436,2025-05-02 10:32:37
MNXR146831,1.1.3,0.9923804,2025-05-02 10:32:37
MNXR163623,2.3.1,0.8031889,2025-05-02 10:32:37
MNXR148436,1.3.1,0.99946254,2025-05-02 10:32:37
MNXR110665,3.5.1,0.9994991,2025-05-02 10:32:37
MNXR148721,1.2.1,0.99991417,2025-05-02 10:32:37
MNXR112136,3.2.1,0.5476306,2025-05-02 10:32:37
MNXR150367,1.14.14,0.98431903,2025-05-02 10:32:37
MNXR189266,4.2.2,0.9999995,2025-05-02 10:32:37
MNXR110801,2.5.1,0.8683832,2025-05-02 10:32:37
MNXR153088,1.14.11,0.9962423,2025-05-02 10:32:37
MNXR189171,1.3.99,0.3959617,2025-05-02 10:32:37
MNXR146969,3.1.2,0.9971607,2025-05-02 10:32:37
MNXR188625,1.2.1,0.8113228,2025-05-02 10:32:37
MNXR106710,1.14.13,0.98577106,2025-05-02 10:32:37
MNXR133287,6.2.1,0.49395102,2025-05-02 10:32:37
MNXR131603,2.7.7,0.92643505,2025-05-02 10:32:37
MNXR174335,3.2.1,0.9989932,2025-05-02 10:32:37
MNXR192083,1.13.12,0.92692035,2025-05-02 10:32:37
MNXR132285,2.7.11,0.53930223,2025-05-02 10:32:37
MNXR177773,1.3.1,0.6498465,2025-05-02 10:32:37
MNXR153254,2.1.1,1.0,2025-05-02 10:32:37
MNXR150123,2.1.1,0.9999877,2025-05-02 10:32:37
MNXR121382,4.2.1,0.6943205,2025-05-02 10:32:37
MNXR146186,3.1.3,0.9123463,2025-05-02 10:32:37
MNXR174027,2.3.1,0.9999386,2025-05-02 10:32:37
MNXR195416,1.1.1,0.9917635,2025-05-02 10:32:37
MNXR130651,3.4.21,0.558257,2025-05-02 10:32:37
MNXR131955,3.5.2,0.9972899,2025-05-02 10:32:37
MNXR133650,1.1.1,0.8521329,2025-05-02 10:32:37
MNXR143907,2.3.1,0.9733008,2025-05-02 10:32:37
MNXR192607,1.5.99,0.7203642,2025-05-02 10:32:37
MNXR187000,2.3.1,0.99978584,2025-05-02 10:32:37
MNXR114757,2.8.3,0.99998915,2025-05-02 10:32:37
MNXR147902,2.7.11,0.9996159,2025-05-02 10:32:37
MNXR130660,3.4.21,0.99872285,2025-05-02 10:32:37
MNXR120723,2.1.1,0.9998272,2025-05-02 10:32:37
MNXR177294,2.3.1,0.99998295,2025-05-02 10:32:37
MNXR172927,1.11.1,0.9820649,2025-05-02 10:32:37
MNXR181955,1.2.1,0.99549073,2025-05-02 10:32:37
MNXR109611,1.14.11,0.981278,2025-05-02 10:32:37
MNXR143897,2.4.1,0.9950289,2025-05-02 10:32:37
MNXR163932,1.17.98,0.7338299,2025-05-02 10:32:37
MNXR129424,1.1.1,0.9962753,2025-05-02 10:32:37
MNXR195016,3.6.1,0.99986243,2025-05-02 10:32:37
MNXR133505,1.1.1,0.9902284,2025-05-02 10:32:37
MNXR143694,2.4.1,0.99998677,2025-05-02 10:32:37
MNXR164828,2.3.3,0.9680005,2025-05-02 10:32:37
MNXR116194,1.7.3,0.51972526,2025-05-02 10:32:37
MNXR193771,3.1.3,0.9899671,2025-05-02 10:32:37
MNXR130350,2.7.1,0.9997217,2025-05-02 10:32:37
MNXR175677,1.2.7,0.83696705,2025-05-02 10:32:37
MNXR111118,1.14.13,0.8643952,2025-05-02 10:32:37
MNXR174025,2.3.1,0.9999912,2025-05-02 10:32:37
MNXR187651,3.4.24,0.38378948,2025-05-02 10:32:37
MNXR171480,2.1.1,0.99648285,2025-05-02 10:32:37
MNXR191368,3.1.1,0.99992454,2025-05-02 10:32:37
MNXR150430,1.14.13,0.8069934,2025-05-02 10:32:37
MNXR117344,5.4.99,0.99995124,2025-05-02 10:32:37
MNXR169388,1.14.13,0.99999166,2025-05-02 10:32:37
MNXR192242,1.1.1,0.9415328,2025-05-02 10:32:37
MNXR115782,4.1.3,0.3369646,2025-05-02 10:32:37
MNXR109297,2.3.1,0.9995802,2025-05-02 10:32:37
MNXR146338,1.17.4,0.9998648,2025-05-02 10:32:37
MNXR165403,1.4.1,0.99892384,2025-05-02 10:32:37
MNXR150780,2.3.1,0.99994564,2025-05-02 10:32:37
MNXR166989,2.1.1,0.9999014,2025-05-02 10:32:37
MNXR116372,6.3.2,0.8377912,2025-05-02 10:32:37
MNXR121843,3.5.1,0.6522327,2025-05-02 10:32:37
MNXR113749,2.7.1,0.9999697,2025-05-02 10:32:37
MNXR172544,1.1.1,0.38169459,2025-05-02 10:32:37
MNXR131242,2.1.1,0.99648285,2025-05-02 10:32:37
MNXR173375,2.3.1,0.9746207,2025-05-02 10:32:37
MNXR164320,6.2.1,0.9999434,2025-05-02 10:32:37
MNXR134122,3.2.1,0.999982,2025-05-02 10:32:37
MNXR174840,3.6.3,0.8956856,2025-05-02 10:32:37
MNXR135953,3.1.1,0.58824676,2025-05-02 10:32:37
MNXR130379,1.1.1,0.81782144,2025-05-02 10:32:37
MNXR173012,2.7.11,0.53930223,2025-05-02 10:32:37
MNXR107551,1.2.1,0.9993774,2025-05-02 10:32:37
MNXR184249,3.1.3,0.93426764,2025-05-02 10:32:37
MNXR180429,6.2.1,0.998868,2025-05-02 10:32:37
MNXR134602,1.14.13,0.990104,2025-05-02 10:32:37
MNXR143706,2.4.1,0.9968483,2025-05-02 10:32:37
MNXR102303,1.5.1,0.9976731,2025-05-02 10:32:37
MNXR146663,6.3.2,0.99999404,2025-05-02 10:32:37
MNXR114064,2.3.1,0.9992204,2025-05-02 10:32:37
MNXR170330,4.2.3,0.9995869,2025-05-02 10:32:37
MNXR135635,4.2.1,0.54946876,2025-05-02 10:32:37
MNXR143702,2.6.1,0.9999511,2025-05-02 10:32:37
MNXR181568,1.1.1,0.9997919,2025-05-02 10:32:37
MNXR145990,2.7.8,0.999806,2025-05-02 10:32:37
MNXR107083,1.2.1,0.9998933,2025-05-02 10:32:37
MNXR106354,1.14.19,0.9996087,2025-05-02 10:32:37
MNXR120189,2.3.1,0.99996805,2025-05-02 10:32:37
MNXR114908,1.1.99,0.96909875,2025-05-02 10:32:37
MNXR150098,3.1.1,0.996849,2025-05-02 10:32:37
MNXR114447,1.1.1,0.99344033,2025-05-02 10:32:37
MNXR132159,3.6.1,0.91365296,2025-05-02 10:32:37
MNXR189432,1.21.99,0.6088047,2025-05-02 10:32:37
MNXR193039,2.4.1,0.9239045,2025-05-02 10:32:37
MNXR130941,3.5.4,0.99493366,2025-05-02 10:32:37
MNXR177941,1.14.14,1.0,2025-05-02 10:32:37
MNXR176934,1.8.4,0.49622634,2025-05-02 10:32:37
MNXR108258,4.1.1,0.9926387,2025-05-02 10:32:37
MNXR166103,3.1.3,0.81999004,2025-05-02 10:32:37
MNXR193084,5.1.3,0.91168433,2025-05-02 10:32:37
MNXR175095,3.6.3,0.8956856,2025-05-02 10:32:37
MNXR190289,2.4.2,0.9999118,2025-05-02 10:32:37
MNXR121426,1.14.19,0.99996424,2025-05-02 10:32:37
MNXR107520,3.5.3,0.9999176,2025-05-02 10:32:37
MNXR164494,1.14.14,0.998209,2025-05-02 10:32:37
MNXR116464,2.3.1,0.95114964,2025-05-02 10:32:37
MNXR114148,2.4.1,0.9850352,2025-05-02 10:32:37
MNXR182082,1.6.5,0.9995559,2025-05-02 10:32:37
MNXR151183,2.3.1,0.9999993,2025-05-02 10:32:37
MNXR150366,2.6.1,0.99979943,2025-05-02 10:32:37
MNXR131405,2.6.1,0.99862623,2025-05-02 10:32:37
MNXR164229,1.23.5,0.9795195,2025-05-02 10:32:37
MNXR164497,2.1.1,0.99989986,2025-05-02 10:32:37
MNXR166295,2.4.1,0.9970004,2025-05-02 10:32:37
MNXR187827,2.7.1,0.9985091,2025-05-02 10:32:37
MNXR152379,5.3.2,0.95992535,2025-05-02 10:32:37
MNXR108453,1.8.1,0.69470114,2025-05-02 10:32:37
MNXR184659,3.4.11,0.9801825,2025-05-02 10:32:37
MNXR151983,1.14.13,0.95672053,2025-05-02 10:32:37
MNXR108708,2.6.1,0.9999994,2025-05-02 10:32:37
MNXR144054,1.14.14,0.7080341,2025-05-02 10:32:37
MNXR164072,2.4.1,0.99938965,2025-05-02 10:32:37
MNXR139989,3.4.22,0.5985149,2025-05-02 10:32:37
MNXR182868,1.5.5,0.99904054,2025-05-02 10:32:37
MNXR153417,2.2.1,0.9953902,2025-05-02 10:32:37
MNXR165289,1.3.1,0.8430492,2025-05-02 10:32:37
MNXR132169,3.1.1,0.98213583,2025-05-02 10:32:37
MNXR192706,2.5.1,0.99793833,2025-05-02 10:32:37
MNXR108104,1.1.1,0.9996593,2025-05-02 10:32:37
MNXR134898,1.1.1,0.38169459,2025-05-02 10:32:37
MNXR182581,1.1.5,0.9699108,2025-05-02 10:32:37
MNXR134183,1.4.3,0.99786794,2025-05-02 10:32:37
MNXR113910,3.3.2,0.9489875,2025-05-02 10:32:37
MNXR121226,3.4.11,0.8258001,2025-05-02 10:32:37
MNXR131582,3.7.1,0.99468493,2025-05-02 10:32:37
MNXR148831,2.4.99,0.999995,2025-05-02 10:32:37
