reaction_id,CLAIRE
MNXR147330,2.4.2
MNXR169456,2.4.2
MNXR185434,1.14.14
MNXR113637,5.1.99
MNXR166398,1.14.99
MNXR123254,3.6.1
MNXR180384,5.1.3
MNXR171032,2.3.1
MNXR116431,2.1.1
MNXR176545,1.14.13
MNXR149945,1.1.1
MNXR174106,2.4.2
MNXR119453,4.4.1
MNXR135536,1.8.2
MNXR190844,2.3.1
MNXR119428,2.1.1
MNXR114265,2.1.1
MNXR170301,5.5.1
MNXR152336,2.4.1
MNXR152389,2.4.1
MNXR182020,1.6.5
MNXR193508,2.4.2
MNXR184721,2.4.2
MNXR174875,3.6.1
MNXR134376,1.2.1
MNXR107466,1.16.1
MNXR131732,1.16.1
MNXR130356,1.16.1
MNXR170042,1.16.1
MNXR175146,7.2.2
MNXR192575,5.1.3
MNXR122234,1.14.19
MNXR111263,2.1.1
MNXR148996,1.1.1
MNXR114935,1.14.14
MNXR110658,5.3.99
MNXR110738,2.5.1
MNXR115211,2.7.1
MNXR185768,2.5.1
MNXR130715,1.1.1
MNXR132152,6.2.1
MNXR117212,1.3.3
MNXR119422,2.1.1
MNXR116256,2.4.2
MNXR170845,3.1.1
MNXR153279,4.1.1
MNXR190758,4.1.2
MNXR106334,7.6.2
MNXR148357,1.1.1
MNXR165762,3.6.1
MNXR120437,1.14.15
MNXR149395,1.14.15
MNXR153256,2.1.1
MNXR122029,2.5.1
MNXR107895,1.6.3
MNXR193387,1.14.14
MNXR149230,1.97.1
MNXR174006,2.1.1
MNXR193172,5.5.1
MNXR112864,1.14.13
MNXR190307,7.2.2
MNXR166115,1.2.5
MNXR182599,2.6.1
MNXR134001,5.1.3
MNXR131601,1.4.3
MNXR169441,1.1.1
MNXR124089,1.14.14
MNXR183855,2.7.8
MNXR108047,3.5.3
MNXR120572,1.6.3
MNXR133877,4.3.1
MNXR121236,1.7.1
MNXR116442,4.2.1
MNXR117652,1.14.13
MNXR182679,1.6.5
MNXR152111,1.14.14
MNXR151559,4.1.1
MNXR119210,2.6.1
MNXR194957,1.14.13
MNXR131171,5.4.99
MNXR114299,1.1.1
MNXR131924,2.7.1
MNXR181035,1.3.3
MNXR132613,1.14.14
MNXR145918,1.14.18
MNXR174941,2.4.2
MNXR136800,1.11.1
MNXR134315,1.1.1
MNXR195186,1.13.11
MNXR132544,1.13.11
MNXR148265,1.13.11
MNXR191718,1.14.13
MNXR132444,1.17.7
MNXR131424,1.11.1
MNXR120648,2.5.1
MNXR170659,2.4.1
MNXR165776,2.4.1
MNXR165787,2.4.1
MNXR165681,2.4.1
MNXR119767,4.4.1
MNXR184330,4.1.1
MNXR151045,4.1.1
MNXR189539,1.5.1
MNXR117536,3.1.1
MNXR188848,3.1.3
MNXR173127,5.3.1
MNXR132244,2.7.7
MNXR142228,2.1.1
MNXR132851,6.2.1
MNXR193724,2.1.1
MNXR148732,2.4.1
MNXR189729,2.7.1
MNXR135512,1.1.1
MNXR120405,1.1.1
MNXR145847,2.7.2
MNXR135484,1.13.11
MNXR147193,3.1.1
MNXR145471,2.4.2
MNXR148075,3.1.3
MNXR193541,2.4.1
MNXR115733,1.1.1
MNXR121715,1.14.14
MNXR174985,7.2.2
MNXR148615,3.1.1
MNXR102010,1.6.3
MNXR165060,5.5.1
MNXR146990,2.1.1
MNXR176048,2.6.1
MNXR113504,1.13.11
MNXR188732,3.2.2
MNXR184068,3.1.1
MNXR139746,1.1.1
MNXR131282,4.4.1
MNXR106830,2.4.1
MNXR126701,3.1.1
MNXR120201,2.4.99
MNXR183816,1.1.1
MNXR115228,1.4.1
MNXR120394,1.14.14
MNXR174819,7.2.2
MNXR105183,1.8.1
MNXR175360,2.1.1
MNXR181572,1.1.1
MNXR167179,2.3.1
MNXR151933,2.1.1
MNXR131285,1.14.13
MNXR193250,2.5.1
MNXR173533,1.1.1
MNXR173872,1.6.3
MNXR119188,2.7.1
MNXR114781,3.1.6
MNXR112918,1.7.1
MNXR107236,2.7.7
MNXR119333,1.14.14
MNXR115445,3.1.1
MNXR150028,1.1.99
MNXR107340,1.3.5
MNXR149340,3.1.1
MNXR184983,1.14.13
MNXR122289,1.14.15
MNXR126222,6.2.1
MNXR174977,2.7.7
MNXR151774,1.1.1
MNXR147809,2.3.1
MNXR167070,1.14.18
MNXR192060,1.8.1
MNXR140120,4.1.1
MNXR191317,2.7.1
MNXR170160,1.11.1
MNXR119642,2.5.1
MNXR147966,7.2.2
MNXR122909,1.14.14
MNXR120525,4.4.1
MNXR104719,6.4.1
MNXR130446,1.11.2
MNXR164677,1.14.13
MNXR131047,3.2.2
MNXR176178,1.11.1
MNXR165003,1.1.2
MNXR164326,6.2.1
MNXR170764,1.6.3
MNXR116279,2.3.1
MNXR164369,3.1.2
MNXR145655,1.1.1
MNXR151296,1.14.13
MNXR172367,2.4.2
MNXR144301,3.6.1
MNXR144050,1.14.14
MNXR123742,4.2.1
MNXR147301,7.6.2
MNXR166392,2.9.1
MNXR186885,4.1.99
MNXR180293,2.7.8
MNXR170107,4.2.3
MNXR176428,1.6.2
MNXR118840,1.6.3
MNXR150185,2.7.1
MNXR187805,3.1.2
MNXR192155,4.99.1
MNXR132862,2.6.1
MNXR129570,1.7.7
MNXR187603,1.16.1
MNXR182091,3.6.1
MNXR148228,1.14.13
MNXR183461,3.2.2
MNXR147864,3.5.1
MNXR175293,1.14.14
MNXR130349,2.7.1
MNXR152313,2.4.1
MNXR115047,2.1.1
MNXR182220,1.1.1
MNXR135954,3.5.1
MNXR135949,3.5.1
MNXR184725,1.14.14
MNXR164134,1.14.14
MNXR121583,2.4.1
MNXR165451,6.2.1
MNXR133393,1.1.1
MNXR165540,2.4.1
MNXR193969,2.3.1
MNXR131280,1.6.3
MNXR169659,1.6.3
MNXR173585,1.14.12
MNXR172641,1.7.3
MNXR132635,2.7.2
MNXR164809,1.8.1
MNXR149304,1.7.1
MNXR182428,1.8.1
MNXR169698,2.4.1
MNXR135337,2.7.2
MNXR132313,2.4.1
MNXR148263,1.14.13
MNXR131129,3.6.1
MNXR145993,2.7.8
MNXR189969,3.9.1
MNXR175165,2.7.7
MNXR192978,1.14.99
MNXR150892,2.8.2
MNXR193272,1.3.1
MNXR119728,2.3.1
MNXR181660,1.2.1
MNXR183567,6.3.4
MNXR133592,3.1.3
MNXR183664,6.2.1
MNXR108687,2.4.1
MNXR147424,2.3.1
MNXR182657,2.4.2
MNXR131468,2.4.2
MNXR146117,2.5.1
MNXR110205,1.8.1
MNXR116125,2.7.8
MNXR110276,5.4.99
MNXR173728,3.1.1
MNXR107797,2.1.1
MNXR187720,2.7.2
MNXR133052,1.1.1
MNXR117899,2.3.1
MNXR132499,2.6.1
MNXR95529,3.5.3
MNXR151401,4.1.2
MNXR129530,1.7.1
MNXR129416,1.8.1
MNXR167757,1.14.15
MNXR131872,1.7.7
MNXR121165,1.1.1
MNXR173842,1.14.13
MNXR148514,3.2.1
MNXR132129,2.7.7
MNXR131809,1.16.1
MNXR173786,7.1.1
MNXR134085,1.14.13
MNXR166016,3.1.1
MNXR163638,2.7.8
MNXR121568,2.7.8
MNXR193885,2.1.1
MNXR145190,2.4.1
MNXR146831,4.99.1
MNXR163623,6.2.1
MNXR148436,1.1.1
MNXR110665,3.5.1
MNXR148721,1.2.1
MNXR112136,3.2.1
MNXR150367,1.14.13
MNXR189266,3.2.1
MNXR110801,2.5.1
MNXR153088,1.6.3
MNXR189171,4.4.1
MNXR188625,1.1.1
MNXR106710,1.14.13
MNXR133287,6.1.1
MNXR131603,2.7.7
MNXR174335,3.2.1
MNXR192083,1.7.3
MNXR177773,4.2.1
MNXR153254,2.7.1
MNXR150123,2.1.1
MNXR121382,5.1.3
MNXR146186,3.6.1
MNXR174027,2.3.1
MNXR195416,1.1.1
MNXR130651,1.11.2
MNXR131955,3.5.2
MNXR133650,1.1.1
MNXR143907,2.4.1
MNXR192607,1.13.12
MNXR187000,2.3.1
MNXR114757,2.8.3
MNXR147902,2.7.1
MNXR130660,6.3.2
MNXR120723,2.1.1
MNXR177294,2.3.1
MNXR172927,1.11.2
MNXR181955,1.2.1
MNXR109611,1.1.3
MNXR163932,2.1.1
MNXR163926,2.1.1
MNXR129424,1.8.1
MNXR195016,1.16.1
MNXR133505,1.1.1
MNXR143694,2.4.1
MNXR164828,2.3.1
MNXR116194,1.7.1
MNXR193771,3.1.1
MNXR130350,2.4.2
MNXR175677,2.3.1
MNXR111118,3.1.1
MNXR174025,2.3.1
MNXR191368,3.1.1
MNXR150430,1.14.13
MNXR117344,5.4.99
MNXR169388,1.14.13
MNXR192242,1.1.1
MNXR115782,3.1.2
MNXR109297,2.3.1
MNXR146338,1.8.4
MNXR165403,1.16.1
MNXR150780,2.3.1
MNXR166989,2.1.1
MNXR116372,2.4.2
MNXR121843,6.3.2
MNXR113749,2.7.3
MNXR173375,3.2.1
MNXR164320,2.3.1
MNXR134122,1.7.1
MNXR174840,7.5.2
MNXR135953,1.11.2
MNXR130379,1.1.1
MNXR107551,1.2.1
MNXR184249,2.7.1
MNXR180429,6.2.1
MNXR134602,1.14.13
MNXR143706,2.4.1
MNXR102303,1.8.1
MNXR146663,2.4.2
MNXR114064,2.3.1
MNXR170330,5.5.1
MNXR135635,2.3.1
MNXR143702,2.6.1
MNXR181568,1.1.1
MNXR145990,3.6.1
MNXR107083,1.8.1
MNXR106354,1.14.99
MNXR120189,2.3.1
MNXR114908,2.3.1
MNXR150098,3.1.1
MNXR114447,2.4.1
MNXR132159,3.6.1
MNXR189432,1.97.1
MNXR193039,2.4.1
MNXR130941,3.5.4
MNXR177941,1.14.14
MNXR176934,1.1.1
MNXR108258,4.1.1
MNXR166103,3.6.1
MNXR174283,3.6.1
MNXR136266,3.6.1
MNXR109829,3.6.1
MNXR136239,3.6.1
MNXR136262,3.6.1
MNXR193084,5.1.3
MNXR175095,2.4.1
MNXR190289,2.4.2
MNXR121426,1.14.14
MNXR107520,3.5.3
MNXR164494,1.14.14
MNXR116464,2.3.1
MNXR114148,2.5.1
MNXR182082,1.14.13
MNXR151183,2.3.1
MNXR150366,2.6.1
MNXR131405,3.7.1
MNXR164229,1.3.8
MNXR164497,2.1.1
MNXR166295,2.4.1
MNXR187827,3.6.1
MNXR152379,4.2.1
MNXR108453,1.8.1
MNXR184659,2.3.2
MNXR151983,1.14.13
MNXR108708,4.1.3
MNXR144054,1.14.14
MNXR164072,2.4.1
MNXR139989,3.5.2
MNXR182868,1.5.99
MNXR153417,4.1.2
MNXR165289,1.1.1
MNXR132169,3.1.1
MNXR192706,2.5.1
MNXR108104,1.1.1
MNXR182581,2.3.1
MNXR134183,1.6.3
MNXR113910,4.2.99
MNXR121226,2.3.2
MNXR131582,4.1.1
MNXR148831,2.4.99
MNXR117473,1.1.1
MNXR188637,2.3.1
MNXR111316,4.2.1
MNXR111696,2.3.1
MNXR132732,1.6.3
MNXR115148,4.2.2
MNXR193196,2.1.1
MNXR133410,1.11.1
MNXR126018,1.13.11
MNXR178162,1.1.5
MNXR184887,2.4.2
MNXR145182,1.17.7
MNXR108731,2.3.1
MNXR115988,5.3.3
MNXR132130,2.7.4
MNXR115819,1.97.1
MNXR145335,3.1.2
MNXR182044,1.6.5
MNXR138519,1.13.11
MNXR181668,1.2.1
MNXR120237,1.1.1
MNXR108971,3.1.1
MNXR116461,1.13.11
MNXR192046,3.5.1
MNXR153312,3.6.1
MNXR121985,1.1.1
MNXR175651,3.1.4
MNXR189992,2.4.99
MNXR153437,2.3.1
MNXR131650,1.11.2
MNXR186366,1.11.1
MNXR173466,3.2.1
MNXR179753,1.11.2
MNXR176066,1.1.1
MNXR149421,2.4.99
MNXR107338,1.1.3
MNXR125790,4.1.2
MNXR185502,3.1.3
MNXR150460,2.3.1
MNXR181406,1.1.1
MNXR144598,1.14.13
MNXR195061,2.3.1
MNXR195042,2.3.1
MNXR130517,2.3.1
MNXR131240,2.1.1
MNXR114719,2.4.1
MNXR188519,2.1.1
MNXR188864,1.1.1
MNXR94896,4.1.1
MNXR192638,2.7.7
MNXR164896,2.7.8
MNXR170997,1.14.99
MNXR179980,3.4.17
MNXR151570,1.14.13
MNXR165994,5.1.3
MNXR192894,1.1.1
MNXR182371,1.6.3
MNXR181213,1.14.13
MNXR140617,3.1.1
MNXR130721,4.1.1
MNXR141772,3.1.1
MNXR122692,2.1.1
MNXR192624,1.1.99
MNXR117633,1.1.1
MNXR188952,1.1.1
MNXR131815,4.3.1
MNXR134117,1.1.1
MNXR187921,1.14.14
MNXR186811,2.7.3
MNXR116042,3.1.1
MNXR117935,1.6.3
MNXR181505,1.8.1
MNXR181735,1.2.1
MNXR108933,2.1.1
MNXR144135,1.2.5
MNXR173666,1.7.7
MNXR176574,2.7.7
MNXR170612,2.1.1
MNXR111625,1.16.1
MNXR181746,1.6.3
MNXR129791,1.3.7
MNXR121644,2.7.7
MNXR123213,3.1.3
MNXR174963,7.2.2
MNXR182436,1.1.1
MNXR184272,2.4.1
MNXR193276,1.3.1
MNXR116327,4.1.1
MNXR144157,1.17.5
MNXR164534,1.14.14
MNXR152372,2.4.1
MNXR173119,1.1.1
MNXR192506,1.14.99
MNXR149218,1.6.3
MNXR134954,1.1.1
MNXR149104,4.1.3
MNXR146653,2.5.1
MNXR110765,1.6.3
MNXR113129,4.1.2
MNXR144146,2.4.1
MNXR147091,3.2.1
MNXR134493,4.4.1
MNXR107031,1.13.11
MNXR103600,3.1.3
MNXR139924,1.1.1
MNXR107904,2.3.2
MNXR111260,1.6.3
MNXR133677,1.3.1
MNXR150918,1.14.14
MNXR163501,1.2.3
MNXR120340,1.1.1
MNXR179965,3.1.3
MNXR184628,2.7.8
MNXR147326,7.5.2
MNXR191611,1.14.14
MNXR119378,3.1.1
MNXR120553,1.14.13
MNXR163725,4.1.1
MNXR145129,2.3.2
MNXR164964,2.1.1
MNXR164963,2.1.1
MNXR166151,5.3.3
MNXR122842,4.2.1
MNXR131535,6.2.1
MNXR170613,1.11.1
MNXR143846,2.4.1
MNXR108048,1.1.1
MNXR183578,2.3.1
MNXR101715,1.1.3
MNXR150555,2.1.1
MNXR133250,4.1.99
MNXR165419,1.7.1
MNXR119104,1.1.1
MNXR180089,2.3.1
MNXR130894,1.17.3
MNXR147311,2.8.3
MNXR190551,1.8.1
MNXR193255,1.2.7
MNXR173568,2.3.1
MNXR95433,2.7.1
MNXR152655,1.1.1
MNXR184998,1.14.14
MNXR116661,1.14.14
MNXR180223,4.1.1
MNXR107372,1.5.99
MNXR173578,3.2.1
MNXR122335,2.1.1
MNXR194773,2.7.7
MNXR176798,2.1.1
MNXR164710,1.1.1
MNXR153638,2.4.1
MNXR150512,5.5.1
MNXR116113,4.2.1
MNXR180539,2.7.11
MNXR148572,2.3.2
MNXR152644,1.6.3
MNXR188529,2.7.1
MNXR191306,1.1.1
MNXR114882,1.1.1
MNXR180520,2.7.1
MNXR192115,2.7.1
MNXR130017,1.1.1
MNXR118789,4.2.2
MNXR116881,2.1.1
MNXR152813,1.3.8
MNXR172444,1.11.2
MNXR181818,1.8.1
MNXR190952,2.7.4
MNXR122274,1.14.18
MNXR180387,6.4.1
MNXR116185,1.5.99
MNXR194948,1.1.1
MNXR153304,3.6.1
MNXR172066,1.5.99
MNXR148640,1.8.4
MNXR122314,3.1.1
MNXR110618,1.6.3
MNXR192678,1.7.1
MNXR112007,3.1.1
MNXR191362,1.7.2
MNXR146315,1.97.1
MNXR171684,4.99.1
MNXR131530,4.2.2
MNXR97263,1.1.1
MNXR186165,2.4.2
MNXR165560,2.3.1
MNXR181759,1.2.1
MNXR184183,2.4.1
MNXR133148,1.1.1
MNXR188820,2.7.7
MNXR174736,7.2.2
MNXR106362,1.1.3
MNXR122275,1.14.18
MNXR149896,2.1.1
MNXR109646,3.1.1
MNXR119522,3.2.1
MNXR141695,1.5.1
MNXR118155,2.1.1
MNXR151619,4.2.1
MNXR148202,4.2.1
MNXR117397,4.2.2
MNXR148029,2.1.1
MNXR163835,2.3.1
MNXR174952,2.7.7
MNXR131208,6.3.2
MNXR134546,1.8.5
MNXR190573,1.1.1
MNXR112093,3.9.1
MNXR150608,2.4.1
MNXR146261,2.1.1
MNXR173457,2.4.1
MNXR180010,1.6.3
MNXR180465,2.6.1
MNXR187487,1.14.99
MNXR146581,3.1.3
MNXR130888,1.13.11
MNXR130885,1.13.11
MNXR134557,1.6.3
MNXR191574,1.1.1
MNXR117277,2.4.1
MNXR135062,3.1.1
MNXR173109,3.1.1
MNXR175128,7.2.2
MNXR107929,1.7.2
MNXR193739,2.3.1
MNXR116494,2.3.1
MNXR173392,1.1.1
MNXR97007,2.5.1
MNXR171269,3.7.1
MNXR147445,4.99.1
MNXR119611,2.7.1
MNXR181816,1.8.1
MNXR152953,1.8.1
MNXR104315,4.4.1
MNXR115481,3.4.21
MNXR115535,3.4.21
MNXR175770,2.7.2
MNXR182626,2.4.1
MNXR107092,3.6.1
MNXR113004,2.8.3
MNXR186893,5.3.1
MNXR112436,2.4.2
MNXR103400,4.4.1
MNXR168970,1.5.1
MNXR174853,7.2.2
MNXR109606,1.7.1
MNXR116224,1.14.14
MNXR133507,1.2.1
MNXR191470,2.4.2
MNXR176735,3.5.1
MNXR150812,1.14.14
MNXR107828,1.4.3
MNXR191382,1.6.3
MNXR116339,5.5.1
MNXR121836,1.21.3
MNXR186558,1.11.1
MNXR189264,2.7.1
MNXR175055,7.2.2
MNXR97842,1.8.1
MNXR174787,2.4.2
MNXR173913,7.1.1
MNXR148669,1.14.14
MNXR145002,1.8.1
MNXR120354,1.6.3
MNXR143686,2.4.1
MNXR122372,4.2.3
MNXR174122,2.4.1
MNXR120417,1.14.13
MNXR181172,1.2.1
MNXR184127,1.14.18
MNXR109999,2.7.1
MNXR176074,1.14.13
MNXR117433,2.7.7
MNXR123251,5.4.1
MNXR179765,2.4.1
MNXR130569,1.1.1
MNXR147949,1.16.1
MNXR185291,1.1.1
MNXR109876,2.6.1
MNXR166550,1.14.13
MNXR95442,4.1.1
MNXR176569,4.2.2
MNXR169740,2.5.1
MNXR135078,1.8.2
MNXR111898,1.4.3
MNXR108044,4.1.1
MNXR181337,1.2.1
MNXR109793,1.14.13
MNXR130812,3.5.1
MNXR120038,1.14.18
MNXR172578,1.2.1
MNXR163539,3.7.1
MNXR181634,1.2.1
MNXR175067,7.2.2
MNXR150592,3.1.1
MNXR102372,2.4.2
MNXR181006,1.14.13
MNXR181367,1.2.1
MNXR113812,2.3.1
MNXR115919,1.1.5
MNXR111570,2.3.1
MNXR123595,2.7.8
MNXR152266,2.4.1
MNXR131699,3.6.1
MNXR115104,2.4.1
MNXR119162,2.3.1
MNXR149347,2.7.1
MNXR121223,2.3.1
MNXR120511,1.14.13
MNXR163402,1.13.11
MNXR192836,1.14.14
MNXR173388,2.3.1
MNXR109659,2.1.1
MNXR174191,5.4.2
MNXR132147,7.6.2
MNXR173616,2.4.1
MNXR119743,2.6.1
MNXR132184,2.4.1
MNXR108737,2.7.1
MNXR167116,1.11.1
MNXR130274,1.5.1
MNXR117693,3.1.1
MNXR107697,3.2.2
MNXR163534,1.11.1
MNXR150794,1.14.14
MNXR106799,1.14.13
MNXR117636,2.3.1
MNXR176451,2.3.1
MNXR108408,2.7.1
MNXR130813,1.11.2
MNXR117665,7.5.2
MNXR172147,1.1.1
MNXR194776,3.5.4
MNXR183975,1.14.18
MNXR172447,2.6.1
MNXR181885,1.2.1
MNXR109654,1.6.3
MNXR192732,1.8.1
MNXR145509,7.5.2
MNXR149911,1.16.1
MNXR123410,3.1.3
MNXR134638,1.3.1
MNXR111781,1.8.1
MNXR188417,3.6.1
MNXR100113,1.2.1
MNXR112772,4.2.1
MNXR113990,1.6.3
MNXR102257,1.14.13
MNXR145612,3.1.3
MNXR129457,1.11.2
MNXR133573,1.1.1
MNXR122552,1.1.1
MNXR147214,1.2.3
MNXR184325,6.1.1
MNXR143595,5.3.1
MNXR184016,5.4.99
MNXR122638,3.2.2
MNXR177540,1.14.99
MNXR119779,4.2.1
MNXR193922,1.7.7
MNXR187046,4.99.1
MNXR147953,2.1.1
MNXR193543,3.2.1
MNXR188750,2.3.1
MNXR131576,1.16.1
MNXR125643,4.5.1
MNXR118021,4.4.1
MNXR106604,4.99.1
MNXR140080,1.7.2
MNXR173799,3.2.1
MNXR193973,3.2.1
MNXR131389,1.11.2
MNXR169743,2.5.1
MNXR118463,3.5.4
MNXR147691,3.1.2
MNXR168488,2.3.1
MNXR173120,1.1.1
MNXR146584,3.1.3
MNXR147018,4.1.1
MNXR186639,6.2.1
MNXR166385,1.1.3
MNXR183973,2.7.7
MNXR175615,1.14.18
MNXR183302,1.11.1
MNXR174393,3.2.1
MNXR145761,2.4.99
MNXR149953,1.14.13
MNXR146623,2.3.1
MNXR131755,1.11.1
MNXR147606,2.5.1
MNXR184431,1.14.99
MNXR182054,1.8.1
MNXR176490,1.1.1
MNXR151571,1.1.1
MNXR117196,2.1.1
MNXR129206,1.1.1
MNXR148068,1.13.11
MNXR182393,1.1.1
MNXR147659,1.1.3
MNXR174383,3.2.1
MNXR166618,2.3.1
MNXR133738,1.11.1
MNXR191862,2.5.1
MNXR192581,1.10.3
MNXR151868,5.3.1
MNXR174991,7.2.2
MNXR169382,2.1.1
MNXR111582,1.1.1
MNXR132927,1.1.1
MNXR184618,6.2.1
MNXR148264,1.14.13
MNXR149437,2.6.1
MNXR141644,1.11.2
MNXR185277,1.6.3
MNXR107132,1.2.4
MNXR113254,3.1.3
MNXR163435,1.11.1
MNXR114239,2.8.3
MNXR183912,2.4.1
MNXR195140,1.11.1
MNXR135238,1.11.1
MNXR108233,1.11.1
MNXR133226,1.11.1
MNXR152305,1.1.2
MNXR188758,1.1.1
MNXR121976,1.14.14
MNXR182134,1.2.5
MNXR139676,2.1.1
MNXR139052,1.1.1
MNXR130685,1.13.11
MNXR164308,2.4.1
MNXR120430,4.2.1
MNXR166156,2.4.99
MNXR191716,1.13.99
MNXR132625,2.4.1
MNXR117284,2.4.2
MNXR122950,2.4.1
MNXR184097,2.7.7
MNXR119723,2.3.2
MNXR189989,2.7.8
MNXR115185,2.7.1
MNXR121397,4.4.1
MNXR166356,4.99.1
MNXR151514,4.1.2
MNXR166056,2.3.1
MNXR113186,1.6.3
MNXR113135,1.13.99
MNXR164733,1.14.15
MNXR186240,1.8.4
MNXR104834,4.1.2
MNXR116844,3.1.3
MNXR173949,1.2.5
MNXR111713,4.2.1
MNXR137645,1.3.5
MNXR168942,1.14.99
MNXR144392,1.6.2
MNXR170915,2.3.1
MNXR108646,1.6.3
MNXR192403,3.6.1
MNXR126013,1.14.15
MNXR147778,3.1.1
MNXR114010,1.1.1
MNXR133640,1.16.1
MNXR108117,1.1.1
MNXR135278,2.1.1
MNXR113663,2.1.1
MNXR94840,1.8.1
MNXR191440,1.2.1
MNXR152935,6.2.1
MNXR175392,3.6.1
MNXR182301,1.1.1
MNXR181007,1.3.8
MNXR117955,2.1.1
MNXR149537,1.14.14
MNXR129753,3.6.1
MNXR191634,1.4.3
MNXR181599,1.3.1
MNXR163693,1.14.15
MNXR188207,1.1.1
MNXR147290,1.3.1
MNXR152771,4.4.1
MNXR146284,1.14.14
MNXR188722,2.3.1
MNXR147159,1.14.18
MNXR163924,2.1.1
MNXR168203,4.1.1
MNXR114826,2.1.1
MNXR119524,2.4.2
MNXR114358,1.14.99
MNXR150824,1.14.14
MNXR113456,1.3.5
MNXR148526,3.1.1
MNXR133259,1.13.11
MNXR148424,3.5.2
MNXR148734,6.2.1
MNXR163599,2.1.1
MNXR163559,2.1.1
MNXR114624,4.2.3
MNXR172785,1.1.1
MNXR152209,3.2.1
MNXR119085,1.6.3
MNXR193408,4.2.1
MNXR129845,3.5.1
MNXR102371,6.3.4
MNXR173453,3.2.1
MNXR119588,1.2.1
MNXR168619,1.14.18
MNXR130116,3.6.1
MNXR150441,2.7.7
MNXR186610,1.7.2
MNXR113122,5.4.99
MNXR182252,2.4.1
MNXR192170,1.3.8
MNXR150069,2.7.1
MNXR108108,2.3.1
MNXR192042,3.2.1
MNXR144482,2.3.1
MNXR166659,2.3.2
MNXR116516,3.2.1
MNXR133434,1.8.3
MNXR192839,2.3.1
MNXR192044,2.3.1
MNXR109153,1.1.1
MNXR175397,2.7.1
MNXR195195,1.11.1
MNXR129357,1.14.99
MNXR151163,2.7.1
MNXR150312,1.13.11
MNXR109534,1.6.3
MNXR163565,4.1.1
MNXR181279,1.1.1
MNXR123333,6.3.2
MNXR130647,3.2.1
MNXR111823,1.14.14
MNXR181227,1.14.13
MNXR164529,1.14.14
MNXR177718,2.7.7
MNXR109445,1.8.1
MNXR169119,1.1.1
MNXR145336,4.1.2
MNXR152453,1.3.8
MNXR147862,1.6.3
MNXR121865,2.8.1
MNXR130779,1.1.1
MNXR176802,5.5.1
MNXR120836,1.8.1
MNXR152486,1.16.1
MNXR150754,2.3.1
MNXR163544,2.3.1
MNXR144451,2.7.4
MNXR174706,2.7.7
MNXR149172,1.21.3
MNXR133704,1.11.2
MNXR192707,2.4.2
MNXR187714,2.7.7
MNXR133838,2.3.1
MNXR123511,1.8.1
MNXR143854,2.4.1
MNXR111790,2.4.2
MNXR152280,3.2.1
MNXR135120,3.2.1
MNXR152448,2.4.1
MNXR151528,1.8.1
MNXR150391,5.1.3
MNXR107378,1.2.3
MNXR165322,2.4.1
MNXR164652,1.14.99
MNXR120692,1.13.11
MNXR182202,1.1.5
MNXR114527,2.7.1
MNXR106544,1.1.1
MNXR110560,2.1.1
MNXR195433,4.4.1
MNXR182391,1.1.2
MNXR108784,2.3.1
MNXR149554,3.1.1
MNXR164476,2.3.1
MNXR148122,3.1.4
MNXR110122,5.5.1
MNXR164307,2.4.1
MNXR151848,2.4.1
MNXR149137,3.2.1
MNXR119754,2.4.2
MNXR188579,2.3.1
MNXR119319,1.8.1
MNXR189490,2.3.1
MNXR191415,1.7.7
MNXR145422,5.5.1
MNXR164774,3.1.2
MNXR120727,1.14.99
MNXR178141,2.1.1
MNXR193626,1.14.13
MNXR194809,4.1.2
MNXR192382,3.2.1
MNXR145630,3.2.1
MNXR181064,1.17.1
MNXR137840,2.2.1
MNXR117566,1.1.1
MNXR177893,2.7.8
MNXR173215,1.7.2
MNXR117529,3.2.1
MNXR165014,1.1.1
MNXR166015,1.14.99
MNXR148126,1.14.19
MNXR148915,1.6.3
MNXR166735,3.1.1
MNXR188251,1.14.99
MNXR151411,1.13.11
MNXR173604,2.6.1
MNXR105100,2.4.1
MNXR150921,2.7.7
MNXR122144,2.3.1
MNXR108478,5.1.3
MNXR181992,6.3.2
MNXR134034,3.4.11
MNXR184488,2.3.1
MNXR186644,2.3.1
MNXR174236,1.11.2
MNXR191764,1.1.1
MNXR102261,1.14.13
MNXR115833,1.16.1
MNXR134417,1.16.1
MNXR176059,3.5.1
MNXR99856,3.1.2
MNXR174536,7.2.2
MNXR141432,3.6.3
MNXR113281,1.14.99
MNXR109062,1.5.3
MNXR133816,1.1.1
MNXR117686,2.3.1
MNXR95008,4.2.1
MNXR134791,3.2.1
MNXR116961,1.6.3
MNXR107276,4.5.1
MNXR112822,2.1.1
MNXR118576,5.5.1
MNXR133496,3.6.1
MNXR113001,1.14.13
MNXR107894,1.1.1
MNXR190273,3.1.3
MNXR120355,1.14.13
MNXR190976,7.5.2
MNXR189983,3.1.1
MNXR166977,1.3.1
MNXR132503,1.4.3
MNXR172335,2.7.1
MNXR100353,2.3.1
MNXR151139,2.7.7
MNXR113646,1.1.1
MNXR117213,3.2.1
MNXR148415,1.3.1
MNXR153432,4.2.1
MNXR108130,3.6.1
MNXR119019,2.1.1
MNXR184701,3.1.1
MNXR102253,1.14.99
MNXR195413,5.5.1
MNXR116705,1.1.1
MNXR130723,6.3.2
MNXR182578,1.6.2
