reaction_id,Prediction
10233,"2.4.2,0.9490035772323608;2.7.7,0.028817791491746902;2.5.1,0.009999347850680351;1.3.1,0.003375847125425935;2.4.1,0.002922241808846593"
│ │                      │   │   │   │   │   34,                             │ │
│ │                      │   │   │   │   │   35,                             │ │
│ │                      │   │   │   │   │   29,                             │ │
│ │                      │   │   │   │   │   30,                             │ │
│ │                      │   │   │   │   │   31                              │ │
│ │                      │   │   │   │   }),                                 │ │
│ │                      │   │   │   │   frozenset({33, 5, 6, 57, 58, 31})   │ │
│ │                      │   │   │   ],                                      │ │
│ │                      │   │   │   b'C': [                                 │ │
│ │                      │   │   │   │   frozenset({52}),                    │ │
│ │                      │   │   │   │   frozenset({49}),                    │ │
│ │                      │   │   │   │   frozenset({56}),                    │ │
│ │                      │   │   │   │   frozenset({43}),                    │ │
│ │                      │   │   │   │   frozenset({28}),                    │ │
│ │                      │   │   │   │   frozenset({1}),                     │ │
│ │                      │   │   │   │   frozenset({23}),                    │ │
│ │                      │   │   │   │   frozenset({14}),                    │ │
│ │                      │   │   │   │   frozenset({27}),                    │ │
│ │                      │   │   │   │   frozenset({24}),                    │ │
│ │                      │   │   │   │   ... +30                             │ │
│ │                      │   │   │   ],                                      │ │
│ │                      │   │   │   b'[N+]': [                              │ │
│ │                      │   │   │   │   frozenset({6}),                     │ │
│ │                      │   │   │   │   frozenset({30})                     │ │
│ │                      │   │   │   ],                                      │ │
│ │                      │   │   │   b'c': [                                 │ │
│ │                      │   │   │   │   frozenset({9}),                     │ │
│ │                      │   │   │   │   frozenset({34}),                    │ │
│ │                      │   │   │   │   frozenset({57}),                    │ │
│ │                      │   │   │   │   frozenset({10}),                    │ │
│ │                      │   │   │   │   frozenset({18}),                    │ │
│ │                      │   │   │   │   frozenset({36}),                    │ │
│ │                      │   │   │   │   frozenset({12}),                    │ │
│ │                      │   │   │   │   frozenset({38})                     │ │
│ │                      │   │   │   ],                                      │ │
│ │                      │   │   │   b'O': [                                 │ │
│ │                      │   │   │   │   frozenset({25}),                    │ │
│ │                      │   │   │   │   frozenset({40}),                    │ │
│ │                      │   │   │   │   frozenset({16})                     │ │
│ │                      │   │   │   ],                                      │ │
│ │                      │   │   │   b'[O-]': [                              │ │
│ │                      │   │   │   │   frozenset({26}),                    │ │
│ │                      │   │   │   │   frozenset({17})                     │ │
│ │                      │   │   │   ],                                      │ │
│ │                      │   │   │   b'[Fe-2]': [frozenset({31})],           │ │
│ │                      │   │   │   ... +60                                 │ │
│ │                      │   │   }),                                         │ │
│ │                      │   │   defaultdict(<class 'list'>, {               │ │
│ │                      │   │   │   b'*': [frozenset({0})]                  │ │
│ │                      │   │   }),                                         │ │
│ │                      │   │   defaultdict(<class 'list'>, {               │ │
│ │                      │   │   │   b'*': [frozenset({0})]                  │ │
│ │                      │   │   }),                                         │ │
│ │                      │   │   defaultdict(<class 'list'>, {               │ │
│ │                      │   │   │   b'O': [frozenset({0})],                 │ │
│ │                      │   │   │   b'[H]': [                               │ │
│ │                      │   │   │   │   frozenset({2}),                     │ │
│ │                      │   │   │   │   frozenset({1})                      │ │
│ │                      │   │   │   ],                                      │ │
│ │                      │   │   │   b'[H][O][H]': [frozenset({0, 1, 2})],   │ │
│ │                      │   │   │   b'[H][O]': [                            │ │
│ │                      │   │   │   │   frozenset({0, 1}),                  │ │
│ │                      │   │   │   │   frozenset({0, 2})                   │ │
│ │                      │   │   │   ]                                       │ │
│ │                      │   │   })                                          │ │
│ │                      │   ],                                              │ │
│ │                      │   'products': [                                   │ │
│ │                      │   │   None,                                       │ │
│ │                      │   │   defaultdict(<class 'list'>, {               │ │
│ │                      │   │   │   b'[H]': [                               │ │
│ │                      │   │   │   │   frozenset({2}),                     │ │
│ │                      │   │   │   │   frozenset({0})                      │ │
│ │                      │   │   │   ],                                      │ │
│ │                      │   │   │   b'*': [frozenset({1})],                 │ │
│ │                      │   │   │   b'[*][H]': [                            │ │
│ │                      │   │   │   │   frozenset({0, 1}),                  │ │
│ │                      │   │   │   │   frozenset({1, 2})                   │ │
│ │                      │   │   │   ],                                      │ │
│ │                      │   │   │   b'[H][*][H]': [frozenset({0, 1, 2})]    │ │
│ │                      │   │   }),                                         │ │
│ │                      │   │   defaultdict(<class 'list'>, {               │ │
│ │                      │   │   │   b'[H]': [                               │ │
│ │                      │   │   │   │   frozenset({2}),                     │ │
│ │                      │   │   │   │   frozenset({0})                      │ │
│ │                      │   │   │   ],                                      │ │
│ │                      │   │   │   b'*': [frozenset({1})],                 │ │
│ │                      │   │   │   b'[*][H]': [                            │ │
│ │                      │   │   │   │   frozenset({0, 1}),                  │ │
│ │                      │   │   │   │   frozenset({1, 2})                   │ │
│ │                      │   │   │   ],                                      │ │
│ │                      │   │   │   b'[H][*][H]': [frozenset({0, 1, 2})]    │ │
│ │                      │   │   })                                          │ │
│ │                      │   ]                                               │ │
│ │                      }                                                   │ │
│ │ atom_index_mapping = True                                                │ │
│ │    atom_index_maps = []                                                  │ │
│ │  difference_folded = array([0, 0, 0, ..., 0, 0, 0], dtype=uint8)         │ │
│ │       folded_index = 4118                                                │ │
│ │        hashed_diff = array([ 1751562376,   103726688, -1526432055,       │ │
│ │                      -18025674, -1291588379,                             │ │
│ │                      │   │    741167447,  1389629685, -1216367858,       │ │
│ │                      115073722, -1349040141,                             │ │
│ │                      │      -1954832343,   -15572580,  -869232489,       │ │
│ │                      571863736,  -390381227,                             │ │
│ │                      │   │    -59493806,  1870797551,  1281696540,       │ │
│ │                      824313869,   908952547,                             │ │
│ │                      │   │   -593222891, -1924852680, -1637172518,       │ │
│ │                      834669360,  -887364874,                             │ │
│ │                      │      -1195115456,  2035924593,   404047845,       │ │
│ │                      354666226,  -229854344,                             │ │
│ │                      │      -1466029843, -1610027532, -1648810300,       │ │
│ │                      -386094478,   870463523,                            │ │
│ │                      │   │   -313561617,   109953564,  -978913040,       │ │
│ │                      582607323, -1458649791,                             │ │
│ │                      │   │   -163617974, -1681321052,  -524884516,       │ │
│ │                      -724162524, -1621673013,                            │ │
│ │                      │   │   1026261339,  -474286962, -1223714407,       │ │
│ │                      416257057,  1416824203,                             │ │
│ │                      │   │    608716981,   763171255,   -49824148,       │ │
│ │                      -1683668105,  -410857698,                           │ │
│ │                      │      -1914875312,   969939789,  1966876602,       │ │
│ │                      -1159362707, -1795601993,                           │ │
│ │                      │      -1839614150,   930460317, -1901265230,       │ │
│ │                      -2129289740, -1778532112,                           │ │
│ │                      │   │   -964346182,    37977545, -1568034574,       │ │
│ │                      -1081041415,   826494253,                           │ │
│ │                      │   │   -542183864,   956502038], dtype=int32)      │ │
│ │                idx = 63                                                  │ │
│ │  include_hydrogens = True                                                │ │
│ │                key = b'[H][O]'                                           │ │
│ │            mapping = True                                                │ │
│ │         min_radius = 0                                                   │ │
│ │    n_folded_length = 10240                                               │ │
│ │            on_bits = array([  136,  5728,  3785,  6966,  3301,  6487,    │ │
│ │                      245,   782,  6842,                                  │ │
│ │                      │   │   8179,  4137,  2460,   151,   696,  8533,    │ │
│ │                      594,   751,  6940,                                  │ │
│ │                      │   │   4109,  9187,   789,  1080,  8922,  6960,    │ │
│ │                      2806,  5184,  7793,                                 │ │
│ │                      │   │   8165,  3826,  2936,   237,  7668,  3780,    │ │
│ │                      4722,  2083,  7663,                                 │ │
│ │                      │   │   6684,   240,  2523,  7489,  6986,  5028,    │ │
│ │                      7644,    36,  5067,                                 │ │
│ │                      │   │   8539,  9358,  6553,  1057,  7563,   181,    │ │
│ │                      4535,  3692,  2935,                                 │ │
│ │                      │   │   1822,  4688,  6989,  8122, 10093,  2487,    │ │
│ │                      1850,  2717,  5810,                                 │ │
│ │                      │   │   5620,  2288,  5818,  7625,  6386,  5625,    │ │
│ │                      3373,  3656,  4118],                                │ │
│ │                      │     dtype=int32)                                  │ │
│ │            product = None                                                │ │
│ │                  r = defaultdict(<class 'list'>, {})                     │ │
│ │             radius = 2                                                   │ │
│ │           reactant = defaultdict(<class 'list'>, {                       │ │
│ │                      │   b'O': [frozenset({0})],                         │ │
│ │                      │   b'[H]': [frozenset({2}), frozenset({1})],       │ │
│ │                      │   b'[H][O][H]': [frozenset({0, 1, 2})],           │ │
│ │                      │   b'[H][O]': [                                    │ │
│ │                      │   │   frozenset({0, 1}),                          │ │
│ │                      │   │   frozenset({0, 2})                           │ │
│ │                      │   ]                                               │ │
│ │                      })                                                  │ │
│ │             result = []                                                  │ │
│ │         result_map = defaultdict(<class 'set'>, {                        │ │
│ │                      │   136: {'[H][C]([H])([H])[c]'},                   │ │
│ │                      │   5728: {                                         │ │
│ │                      │   │                                               │ │
│ │                      '[H][O][C@]([H])([c]([c])[c])[C]([H])([H])[C]'      │ │
│ │                      │   },                                              │ │
│ │                      │   3785: {'c'},                                    │ │
│ │                      │   6966: {'[H][C]([H])=[C]([H])[C]'},              │ │
│ │                      │   3301: {                                         │ │
│ │                      │   │                                               │ │
│ │                      '[H][C]([H])([C])[C]([H])([H])[C@@]([H])([c])[O]'   │ │
│ │                      │   },                                              │ │
│ │                      │   6487: {                                         │ │
│ │                      │   │                                               │ │
│ │                      '[C]=[c]([c])[n]([c](=[C])[c])[Fe-2]([n])([N+])[N+… │ │
│ │                      │   },                                              │ │
│ │                      │   245: {'C'},                                     │ │
│ │                      │   782: {                                          │ │
│ │                      │   │                                               │ │
│ │                      '[H][C@@]([C])([O])[c]([c]([C])[c])[c](=[C])[n]'    │ │
│ │                      │   },                                              │ │
│ │                      │   6842: {'[H][C]([H])([c])[C]'},                  │ │
│ │                      │   8179: {                                         │ │
│ │                      │   │                                               │ │
│ │                      '[H][C]([H])([C])[c]([c]([C])[c])[c]([C])[n]'       │ │
│ │                      │   },                                              │ │
│ │                      │   ... +62                                         │ │
│ │                      })                                                  │ │
│ │              rings = True                                                │ │
│ │  root_central_atom = False                                               │ │
│ │  show_progress_bar = True                                                │ │
│ │        smiles_diff = [                                                   │ │
│ │                      │   b'[H][C]([H])([H])[c]',                         │ │
│ │                      │                                                   │ │
│ │                      b'[H][O][C@]([H])([c]([c])[c])[C]([H])([H])[C]',    │ │
│ │                      │   b'c',                                           │ │
│ │                      │   b'[H][C]([H])=[C]([H])[C]',                     │ │
│ │                      │                                                   │ │
│ │                      b'[H][C]([H])([C])[C]([H])([H])[C@@]([H])([c])[O]', │ │
│ │                      │                                                   │ │
│ │                      b'[C]=[c]([c])[n]([c](=[C])[c])[Fe-2]([n])([N+])[N… │ │
│ │                      │   b'C',                                           │ │
│ │                      │                                                   │ │
│ │                      b'[H][C@@]([C])([O])[c]([c]([C])[c])[c](=[C])[n]',  │ │
│ │                      │   b'[H][C]([H])([c])[C]',                         │ │
│ │                      │   b'[H][C]([H])([C])[c]([c]([C])[c])[c]([C])[n]', │ │
│ │                      │   ... +62                                         │ │
│ │                      ]                                                   │ │
│ │     unfolded_index = 71                                                  │ │
│ │              value = [frozenset({0, 1}), frozenset({0, 2})]              │ │
│ │                  X = [                                                   │ │
│ │                      │                                                   │ │
│ │                      'C=CC1=C(C)C2=[N+]3/C1=C\\C1=C(C)C(CCC(=O)[O-])=C4… │ │
│ │                      ]                                                   │ │
│ │                  x = 'C=CC1=C(C)C2=[N+]3/C1=C\\C1=C(C)C(CCC(=O)[O-])=C4… │ │
│ ╰──────────────────────────────────────────────────────────────────────────╯ │
╰──────────────────────────────────────────────────────────────────────────────╯
AttributeError: 'NoneType' object has no attribute 'items'"
63405,"1.14.14,0.7762817740440369;1.14.19,0.11989229172468185;1.5.8,0.03442934527993202;1.14.99,0.017469486221671104;1.5.1,0.008611264638602734"
63409,"1.14.14,0.8572254776954651;1.13.11,0.03881021961569786;1.14.19,0.025578774511814117;1.14.99,0.022042743861675262;1.14.13,0.019292907789349556"
63421,"2.7.7,0.6589959859848022;2.7.4,0.2952824831008911;6.2.1,0.004849000368267298;2.7.1,0.004711298272013664;2.7.2,0.002784890588372946"
63425,"2.7.7,0.9516738057136536;2.7.4,0.02119520865380764;2.7.1,0.008586528711020947;2.7.6,0.006727917119860649;2.5.1,0.0029413725715130568"
63429,"2.7.1,0.9900301694869995;3.2.1,0.004053032957017422;2.7.4,0.003642106894403696;2.4.1,0.0007210752228274941;3.6.1,0.0005178576102480292"
63441,"2.7.7,0.8844273686408997;2.7.4,0.08006951212882996;2.7.1,0.012483883649110794;3.6.1,0.005231235641986132;2.7.6,0.0038703137543052435"
63445,"2.7.8,0.9577680826187134;2.7.1,0.03995193541049957;3.1.4,0.0007028905674815178;4.6.1,0.000352483126334846;2.4.3,0.0003222396189812571"
63449,"2.7.7,0.6589959859848022;2.7.4,0.2952824831008911;6.2.1,0.004849000368267298;2.7.1,0.004711298272013664;2.7.2,0.002784890588372946"
63453,"2.7.8,0.9577680826187134;2.7.1,0.03995193541049957;3.1.4,0.0007028905674815178;4.6.1,0.000352483126334846;2.4.3,0.0003222396189812571"
63509,"1.13.11,0.7524043321609497;1.3.3,0.03785480931401253;5.4.4,0.029561495408415794;1.1.3,0.020107347518205643;1.21.3,0.019842278212308884"
63513,"1.14.13,0.9052302241325378;1.6.3,0.03936932235956192;1.14.19,0.0165463425219059;1.14.12,0.007250046823173761;1.17.1,0.0067785740830004215"
63561,"3.2.1,0.19111981987953186;4.2.1,0.15001051127910614;3.6.1,0.1380501538515091;3.1.3,0.04811102896928787;3.4.17,0.020765218883752823"
63641,"2.3.2,0.9060204029083252;3.5.1,0.03525897487998009;2.3.1,0.02537642978131771;3.2.2,0.024310102686285973;2.1.4,0.0033358607906848192"
63645,"2.4.1,0.993511974811554;2.4.2,0.006282042246311903;2.7.8,0.0001335025590378791;2.7.1,1.7008302165777422e-05;3.2.1,1.4376973922480829e-05"
63661,"4.1.1,0.6253905296325684;2.6.1,0.3223114311695099;2.3.1,0.032771993428468704;6.3.2,0.0030165561474859715;5.4.3,0.0029299654997885227"
63793,"3.4.17,0.18220697343349457;6.3.2,0.10755431652069092;1.13.12,0.10444279760122299;3.5.1,0.10182669013738632;2.3.1,0.0901106521487236"
63797,"3.5.1,0.3961150050163269;3.5.2,0.23534080386161804;4.3.2,0.1909923404455185;3.4.17,0.08346503973007202;6.3.2,0.02546103112399578"
63801,"2.7.8,0.7744677066802979;5.1.3,0.06514790654182434;5.4.99,0.027491820976138115;2.7.1,0.025401603430509567;2.4.2,0.017934435978531837"
63805,"5.1.3,0.8367865085601807;2.7.8,0.0877019613981247;5.3.1,0.028458785265684128;2.4.2,0.01001010462641716;5.4.99,0.005695161409676075"
63829,"2.6.1,0.999722421169281;2.3.1,6.0330854466883466e-05;1.4.1,6.0122991271782666e-05;4.4.1,4.47504899057094e-05;5.4.3,2.036835576291196e-05"
63833,"2.3.1,0.9688103199005127;3.1.2,0.01994801126420498;6.2.1,0.007964345626533031;2.3.3,0.0011801747605204582;1.2.1,0.0010485631646588445"
63837,"1.13.11,0.919434130191803;5.4.4,0.05398503318428993;1.3.3,0.005726872012019157;4.2.1,0.0031218347139656544;1.14.99,0.002650640672072768"
63853,"1.13.11,0.919434130191803;5.4.4,0.05398503318428993;1.3.3,0.005726872012019157;4.2.1,0.0031218347139656544;1.14.99,0.002650640672072768"
63857,"1.13.11,0.919434130191803;5.4.4,0.05398503318428993;1.3.3,0.005726872012019157;4.2.1,0.0031218347139656544;1.14.99,0.002650640672072768"
63861,"1.13.11,0.919434130191803;5.4.4,0.05398503318428993;1.3.3,0.005726872012019157;4.2.1,0.0031218347139656544;1.14.99,0.002650640672072768"
63865,"1.13.11,0.919434130191803;5.4.4,0.05398503318428993;1.3.3,0.005726872012019157;4.2.1,0.0031218347139656544;1.14.99,0.002650640672072768"
63869,"1.13.11,0.919434130191803;5.4.4,0.05398503318428993;1.3.3,0.005726872012019157;4.2.1,0.0031218347139656544;1.14.99,0.002650640672072768"
63873,"1.14.11,0.9786156415939331;2.6.1,0.008653135970234871;1.14.20,0.002735403599217534;1.13.12,0.001530744368210435;1.13.11,0.001441617263481021"
63877,"1.14.11,0.9928284287452698;4.1.1,0.001584240817464888;1.13.12,0.0015616812743246555;1.14.20,0.0012050566729158163;2.6.1,0.00102374202106148"
63881,"1.8.2,0.1666502207517624;1.7.2,0.12611472606658936;1.14.19,0.12589097023010254;1.16.3,0.10533852875232697;1.1.2,0.05406603589653969"
63885,"1.11.1,0.827874481678009;1.11.2,0.036898307502269745;1.5.3,0.028615349903702736;1.1.3,0.024805555120110512;1.4.3,0.014863758347928524"
63969,"2.7.7,0.48720014095306396;3.6.1,0.15194645524024963;2.7.4,0.077735535800457;2.5.1,0.06508142501115799;2.7.9,0.058745697140693665"
64057,"1.1.1,0.967253565788269;1.17.1,0.004931943491101265;1.12.1,0.003165131201967597;1.2.1,0.0024283609818667173;1.23.1,0.002409447217360139"
64061,"1.1.1,0.9535735845565796;1.17.1,0.007062850520014763;1.12.1,0.005106022115796804;1.2.1,0.0035838622134178877;1.23.1,0.003164556110277772"
64065,"1.1.1,0.9482841491699219;1.17.1,0.008351297117769718;1.12.1,0.005985203664749861;1.23.1,0.005479197017848492;1.2.1,0.003837360069155693"
64069,"1.1.1,0.9486390948295593;1.17.1,0.008189376443624496;1.12.1,0.00592628913000226;1.23.1,0.005488542839884758;1.2.1,0.0038116825744509697"
64149,"2.4.3,0.9353776574134827;2.4.99,0.05126461014151573;3.1.4,0.005868023261427879;2.7.8,0.0020978304091840982;2.4.1,0.0016869439277797937"
64153,"2.4.3,0.9353776574134827;2.4.99,0.05126461014151573;3.1.4,0.005868023261427879;2.7.8,0.0020978304091840982;2.4.1,0.0016869439277797937"
64161,"2.7.4,0.44908803701400757;2.7.7,0.11642076820135117;2.5.1,0.10587067157030106;6.3.2,0.027514344081282616;6.2.1,0.023895690217614174"
64417,"1.1.1,0.9993650317192078;1.17.1,0.00010409763490315527;1.2.1,9.045107435667887e-05;1.1.99,4.646990782930516e-05;5.3.1,4.6387023758143187e-05"
64445,"2.1.1,0.9994789958000183;2.8.4,0.00022694890503771603;2.3.1,9.133241110248491e-05;2.5.1,5.3972577006788924e-05;1.3.98,3.2534873753320426e-05"
64449,"2.1.1,0.9994789958000183;2.8.4,0.00022694890503771603;2.3.1,9.133241110248491e-05;2.5.1,5.3972577006788924e-05;1.3.98,3.2534873753320426e-05"
64453,"2.1.1,0.9994789958000183;2.8.4,0.00022694890503771603;2.3.1,9.133241110248491e-05;2.5.1,5.3972577006788924e-05;1.3.98,3.2534873753320426e-05"
64457,"2.1.1,0.9995025396347046;2.8.4,0.00020797991601284593;2.3.1,9.129119280260056e-05;2.5.1,6.511718675028533e-05;1.3.98,3.287714935140684e-05"
64473,"2.1.1,0.8621402978897095;2.8.4,0.027639377862215042;2.5.1,0.024666128680109978;2.3.1,0.015214262530207634;1.3.98,0.005478876642882824"
64517,"1.1.1,0.9957966804504395;1.2.1,0.0014765702653676271;1.17.1,0.0006748794112354517;1.12.1,0.00047934678150340915;1.4.1,0.00024387608573306352"
64533,"1.14.18,0.9013482928276062;1.14.19,0.07512155920267105;1.16.3,0.014078370295464993;1.17.2,0.0012127184309065342;1.7.2,0.0009974127169698477"
64537,"2.7.8,0.9366242289543152;2.3.1,0.049905456602573395;2.4.1,0.004720604978501797;4.6.1,0.00462595047429204;5.1.3,0.0014949714532122016"
64541,"2.7.8,0.6502696871757507;2.3.1,0.3057808578014374;2.7.1,0.02079610899090767;5.1.3,0.009639492258429527;2.4.1,0.003997266758233309"
64597,"2.4.1,0.9997934699058533;2.4.2,9.708626021165401e-05;2.7.8,8.921209519030526e-05;2.7.1,7.750057193334214e-06;5.1.3,3.6017195270687807e-06"
64649,"1.2.1,0.9803423285484314;2.3.1,0.01248018629848957;1.8.1,0.0020455375779420137;1.1.1,0.0016254194779321551;6.2.1,0.0009584270301274955"
64653,"1.2.1,0.9803423285484314;2.3.1,0.01248018629848957;1.8.1,0.0020455375779420137;1.1.1,0.0016254194779321551;6.2.1,0.0009584270301274955"
64657,"1.2.1,0.9783072471618652;2.3.1,0.013886856846511364;1.8.1,0.0025799835566431284;1.1.1,0.0016822876641526818;1.3.1,0.0009440882713533938"
64661,"6.2.1,0.9907839298248291;1.2.1,0.002822680864483118;2.7.4,0.0023606433533132076;2.7.7,0.001295577734708786;2.5.1,0.0010461085475981236"
64793,"1.4.1,0.9610124230384827;4.3.1,0.01174419466406107;1.2.1,0.008768671192228794;6.3.2,0.006444875150918961;1.5.1,0.0028617186471819878"
64801,"1.4.1,0.6448715329170227;4.3.1,0.2901354730129242;1.5.1,0.015432500280439854;6.3.2,0.006550885736942291;1.8.1,0.005030792206525803"
64857,"4.2.3,0.9995414018630981;5.5.1,0.0004252474464010447;5.4.99,1.5479094145121053e-05;5.3.3,1.3388682418735698e-05;2.5.1,3.635839220805792e-06"
64865,"4.1.1,0.9859064817428589;2.7.1,0.010619197972118855;2.7.3,0.0006283075781539083;1.1.1,0.00041154230711981654;2.7.4,0.00033240087213926017"
64877,"3.6.1,0.9816552400588989;2.7.9,0.010187351144850254;3.1.7,0.0018851840868592262;3.6.5,0.00084906374104321;2.5.1,0.0008341287611983716"
64881,"3.6.1,0.9816552400588989;2.7.9,0.010187351144850254;3.1.7,0.0018851840868592262;3.6.5,0.00084906374104321;2.5.1,0.0008341287611983716"
64913,"3.6.1,0.9377686977386475;2.7.9,0.03624947369098663;3.6.4,0.006202884949743748;3.6.5,0.0060652075335383415;2.7.1,0.004011974669992924"
64989,"3.6.1,0.9203290939331055;3.1.7,0.013851620256900787;2.7.9,0.012636990286409855;2.7.1,0.008011940866708755;3.1.4,0.006850787438452244"
65021,"2.3.1,0.9957770109176636;6.2.1,0.0012380329426378012;3.1.2,0.0008167718187905848;4.3.2,0.0007467265822924674;6.3.2,0.0006223006057552993"
65029,"1.4.9,0.0863804891705513;1.17.9,0.06673041731119156;1.2.98,0.058755986392498016;1.1.9,0.04488946869969368;3.1.1,0.03914706036448479"
65033,"1.3.5,0.5013738870620728;1.3.3,0.232900932431221;1.1.5,0.10493724048137665;1.8.5,0.10005898028612137;1.6.5,0.029697446152567863"
65153,"2.4.1,0.9992511868476868;2.4.2,0.0007287077023647726;2.7.8,7.241470939334249e-06;2.7.1,3.565738552424591e-06;2.7.4,3.1895046959107276e-06"
65221,"1.3.1,0.7280118465423584;1.14.12,0.19936113059520721;1.6.5,0.04618316888809204;1.21.1,0.007863161154091358;1.14.13,0.0022660766262561083"
65245,"2.4.1,0.998359739780426;2.4.2,0.0016143962275236845;2.7.8,7.382628155028215e-06;2.7.4,4.634714059648104e-06;2.7.1,4.2530650716798846e-06"
65293,"3.6.1,0.7885070443153381;2.7.9,0.11305106431245804;2.7.1,0.023999717086553574;6.4.1,0.020509347319602966;3.6.5,0.009957562200725079"
65309,"2.3.1,0.9939196109771729;4.1.1,0.0029837042093276978;3.1.2,0.0015789387980476022;1.2.1,0.0005977461114525795;6.2.1,0.00047897305921651423"
65313,"2.3.1,0.9939196109771729;4.1.1,0.0029837042093276978;3.1.2,0.0015789387980476022;1.2.1,0.0005977461114525795;6.2.1,0.00047897305921651423"
65377,"2.1.1,0.9999961853027344;2.8.4,1.907917067001108e-06;1.3.98,4.242531588261045e-07;2.3.1,3.713404339578119e-07;2.5.1,2.3954422090355365e-07"
65385,"3.6.1,0.8600163459777832;2.7.1,0.11042474955320358;2.7.4,0.018704291433095932;2.7.7,0.0021838718093931675;2.7.9,0.0013875995064154267"
65389,"3.6.1,0.7904110550880432;2.7.1,0.16089539229869843;2.7.4,0.03168583661317825;2.7.7,0.0032945401035249233;2.7.9,0.003146559000015259"
65437,"2.7.7,0.6304005980491638;2.5.1,0.1945742964744568;3.6.1,0.04888232424855232;2.7.6,0.01815386489033699;2.7.4,0.015780972316861153"
65493,"2.1.1,0.3179284930229187;1.3.98,0.2666117250919342;1.17.98,0.2025206834077835;1.21.98,0.0497937873005867;2.8.4,0.0417528860270977"
65501,"1.17.98,0.528030514717102;2.1.1,0.13205750286579132;1.3.98,0.09333950281143188;2.8.4,0.041550010442733765;1.21.98,0.03454126790165901"
65505,"3.5.1,0.42890027165412903;3.5.2,0.37932345271110535;3.5.5,0.043972358107566833;1.13.12,0.026585334911942482;4.2.1,0.011895735748112202"
65509,"1.4.3,0.9556697010993958;1.11.1,0.013568827882409096;1.13.12,0.0059648239985108376;1.2.3,0.005920423194766045;1.1.3,0.004752874840050936"
65561,"2.6.1,0.8360528945922852;4.1.3,0.08308447152376175;1.14.11,0.047484613955020905;3.5.99,0.010637154802680016;1.13.11,0.0064684683457016945"
65617,"4.2.1,0.4907146394252777;1.14.99,0.36012449860572815;1.3.99,0.029643097892403603;1.17.99,0.02696337178349495;1.97.1,0.023614073172211647"
65657,"4.2.1,0.4907146394252777;1.14.99,0.36012449860572815;1.3.99,0.029643097892403603;1.17.99,0.02696337178349495;1.97.1,0.023614073172211647"
65661,"1.14.99,0.5552517771720886;4.2.1,0.21800284087657928;1.3.99,0.06213124468922615;1.17.99,0.03242512792348862;1.97.1,0.02720741741359234"
65693,"3.1.1,0.8936216831207275;2.3.1,0.10195580869913101;2.7.8,0.0018427950562909245;2.5.1,0.0016065335366874933;2.4.1,0.0003021543670911342"
65701,"1.14.14,0.9990735054016113;1.14.19,0.0006636860780417919;1.19.6,9.189660340780392e-05;1.5.1,4.769725273945369e-05;1.17.7,3.238274439354427e-05"
65705,"2.4.1,0.9933660626411438;2.4.2,0.0025463378988206387;2.7.8,0.0012443349696695805;2.7.1,0.0006767596933059394;3.6.1,0.0006574717699550092"
65709,"2.7.4,0.1598474532365799;2.7.8,0.05540730059146881;2.3.1,0.052567701786756516;5.2.1,0.034546274691820145;2.6.1,0.0285967905074358"
65713,"2.7.4,0.1598474532365799;2.7.8,0.05540730059146881;2.3.1,0.052567701786756516;5.2.1,0.034546274691820145;2.6.1,0.0285967905074358"
65717,"1.14.11,0.7800207734107971;4.1.1,0.06096365302801132;3.1.6,0.048755716532468796;1.14.20,0.044275470077991486;1.2.3,0.015986841171979904"
65721,"1.14.11,0.4264950454235077;4.1.1,0.1961071789264679;3.1.6,0.1687638759613037;1.14.20,0.09780479222536087;1.2.3,0.02102293260395527"
65725,"1.14.11,0.4264950454235077;4.1.1,0.1961071789264679;3.1.6,0.1687638759613037;1.14.20,0.09780479222536087;1.2.3,0.02102293260395527"
65729,"1.14.11,0.4264950454235077;4.1.1,0.1961071789264679;3.1.6,0.1687638759613037;1.14.20,0.09780479222536087;1.2.3,0.02102293260395527"
65733,"1.14.11,0.4264950454235077;4.1.1,0.1961071789264679;3.1.6,0.1687638759613037;1.14.20,0.09780479222536087;1.2.3,0.02102293260395527"
65737,"1.14.11,0.4264950454235077;4.1.1,0.1961071789264679;3.1.6,0.1687638759613037;1.14.20,0.09780479222536087;1.2.3,0.02102293260395527"
65741,"1.14.11,0.4264950454235077;4.1.1,0.1961071789264679;3.1.6,0.1687638759613037;1.14.20,0.09780479222536087;1.2.3,0.02102293260395527"
65745,"1.14.11,0.4264950454235077;4.1.1,0.1961071789264679;3.1.6,0.1687638759613037;1.14.20,0.09780479222536087;1.2.3,0.02102293260395527"
65749,"1.14.11,0.4264950454235077;4.1.1,0.1961071789264679;3.1.6,0.1687638759613037;1.14.20,0.09780479222536087;1.2.3,0.02102293260395527"
65753,"1.14.11,0.7949473261833191;2.6.1,0.19048628211021423;1.13.12,0.005420593544840813;1.1.99,0.002704164944589138;1.14.20,0.0019367614295333624"
65761,"1.14.14,0.9974842071533203;1.14.19,0.002049434231594205;1.14.99,0.0001066502882167697;1.17.7,8.536474342690781e-05;4.2.1,4.3820815335493535e-05"
65769,"1.14.15,0.7888915538787842;1.14.19,0.15022653341293335;1.16.3,0.008664934895932674;1.8.7,0.008088184520602226;1.17.7,0.006081456784158945"
