Reaction ID,Theia
R10609,"2.4.2,0.9998902082443237;2.4.1,7.898949115769938e-05;2.3.1,2.4017348550842144e-05;5.1.3,5.172430519451154e-06;2.4.-,6.198442292770778e-07"
R10122,"1.3.1,0.9789988994598389;2.3.1,0.020395157858729362;1.1.1,0.00023369719565380365;2.7.1,0.0001398045860696584;1.3.99,0.0001175728757516481"
R13185,"2.1.1,0.999870777130127;2.3.1,7.087406265782192e-05;1.14.13,4.8146655899472535e-05;3.1.1,5.138195319887018e-06;2.7.8,2.8909157663292717e-06"
R08036,"2.3.1,0.999985933303833;2.6.1,4.832911599805811e-06;3.1.1,3.501692162899417e-06;6.2.1,2.448789246045635e-06;3.1.2,8.821898518363014e-07"
R03227,"1.1.1,0.9977613687515259;1.14.13,0.001758528407663107;1.3.1,0.00010917248437181115;1.-.-,7.405869837384671e-05;1.14.-,5.326439713826403e-05"
R09251,"2.5.1,0.5552419424057007;5.3.3,0.43925556540489197;1.17.1,0.002744365483522415;2.7.1,0.0008159137796610594;4.1.1,0.0002686071675270796"
R09478,"1.1.1,0.9938270449638367;4.1.1,0.0013883095234632492;1.12.1,0.0013710620114579797;1.3.1,0.0004906179965473711;1.8.1,0.0004457522591110319"
R07459,"2.7.1,0.9455624222755432;1.14.-,0.03770814463496208;1.14.13,0.0033870674669742584;3.5.99,0.002232958795502782;1.14.15,0.0020119708497077227"
R05176,"2.4.1,0.4868529736995697;5.1.3,0.424740731716156;2.7.1,0.032999344170093536;1.1.99,0.013100896030664444;3.1.1,0.012575342319905758"
R08240,"1.1.1,0.985414981842041;2.3.1,0.010168286971747875;1.2.1,0.001933301449753344;1.17.1,0.0009521548054181039;1.3.1,0.0009405419114045799"
R12963,"3.2.1,0.9975505471229553;3.1.4,0.0008417197386734188;3.5.1,0.0006960273021832108;3.1.1,0.0002475078799761832;3.4.11,0.00018960534362122416"
R06787,"1.14.13,0.9545612335205078;1.14.14,0.04192957654595375;1.-.-,0.0016506373649463058;1.14.12,0.0012612343998625875;1.14.15,0.0003206850669812411"
R03390,"2.3.1,0.9448970556259155;1.2.7,0.04291350394487381;3.5.1,0.008093683049082756;2.1.2,0.00249657710082829;2.7.8,0.00022920816263649613"
R11875,"1.14.13,0.9996925592422485;1.14.14,0.00016535293252673;1.1.1,7.531695155194029e-05;1.5.1,2.5663601263659075e-05;1.2.1,9.970545761461835e-06"
R01332,"3.2.1,0.9999960660934448;2.4.1,1.375776150780439e-06;2.3.1,1.3387704029810266e-06;5.3.1,6.057541099835362e-07;3.6.1,1.8494871767416043e-07"
R11876,"1.8.1,0.9522491097450256;1.8.4,0.02823738567531109;1.6.4,0.00856492668390274;1.6.2,0.0035280860029160976;1.6.5,0.0014507557498291135"
R01619,"2.7.7,0.9999971389770508;2.8.2,1.240730057361361e-06;5.1.3,5.918539613958274e-07;2.1.1,3.163672772643622e-07;2.5.1,1.7050174960786535e-07"
R13253,"3.2.1,0.9999899864196777;2.4.1,9.817033060244285e-06;3.4.11,6.574590116770196e-08;5.1.3,6.309338118626329e-08;3.1.4,5.356115906351988e-08"
R03300,"1.2.1,0.9989196062088013;1.1.1,0.0006746891303919256;1.8.1,0.0001084279574570246;1.2.99,9.635343303671107e-05;1.5.1,6.341808330034837e-05"
R12816,"4.2.1,0.8262126445770264;1.-.-,0.14822956919670105;1.1.1,0.012008706107735634;2.3.1,0.004102514591068029;5.3.3,0.002234984887763858"
R10587,"2.1.1,0.8239409327507019;2.3.1,0.15638059377670288;4.1.1,0.017633365467190742;6.3.2,0.0014898249646648765;2.5.1,0.00019510053971316665"
R07293,"3.1.1,0.9785970449447632;3.1.2,0.01754648983478546;2.5.1,0.002436157315969467;2.3.1,0.0004535145126283169;3.-.-,0.0003085342759732157"
R12998,"4.6.1,0.8670641183853149;3.1.4,0.10802365094423294;2.7.1,0.018792152404785156;3.6.1,0.003550740424543619;6.2.1,0.0006504441262222826"
R03162,"3.2.1,0.9997794032096863;3.1.4,0.00021939868747722358;3.1.1,6.006738431096892e-07;3.7.1,1.6484021614360245e-07;4.2.2,1.2992948938972404e-07"
R04967,"1.3.1,0.9789988994598389;2.3.1,0.020395157858729362;1.1.1,0.00023369719565380365;2.7.1,0.0001398045860696584;1.3.99,0.0001175728757516481"
R02681,"1.2.3,0.9534075856208801;1.5.3,0.018339190632104874;1.11.1,0.005363756325095892;1.17.3,0.00411185622215271;3.1.2,0.003485951805487275"
R04452,"3.1.1,0.9904486536979675;3.1.2,0.008845279924571514;3.4.11,0.0001799580204533413;3.3.2,0.00016451487317681313;3.-.-,0.00015888724010437727"
R05252,"1.2.1,0.8289411067962646;1.2.3,0.13442428410053253;3.1.1,0.017645513638854027;1.2.99,0.003052694257348776;3.5.1,0.00234666233882308"
R06821,"2.3.1,1.0;6.2.1,2.9159339831608122e-08;3.1.1,4.846615553333322e-09;2.1.1,1.5924322971372362e-09;3.1.2,6.353860770857978e-10"
R12053,"1.14.13,0.9995852112770081;1.14.15,0.0002984628372360021;3.3.2,8.170904038706794e-05;3.1.-,6.234027296159184e-06;1.14.99,5.499338385561714e-06"
R00705,"1.2.1,0.9899237751960754;1.1.1,0.009451009333133698;4.1.1,0.00016615218191873282;1.8.1,0.00010109742288477719;1.2.4,8.794157474767417e-05"
R01016,"4.2.3,0.9672734141349792;4.1.2,0.031131496652960777;3.1.3,0.0008591960067860782;1.1.1,0.0001599186798557639;2.5.1,0.00013856659643352032"
R12076,"1.14.20,0.9965840578079224;3.5.1,0.0012125568464398384;3.4.13,0.0008048082236200571;1.13.12,0.0004725275794044137;3.4.17,0.00024380370450671762"
R12281,"2.5.1,0.38989928364753723;1.1.1,0.297252357006073;1.3.1,0.2154310643672943;5.3.3,0.03774545341730118;1.6.5,0.023869264870882034"
R12554,"5.3.1,0.6333840489387512;5.1.3,0.23770438134670258;1.1.1,0.033908504992723465;5.-.-,0.02183256298303604;5.1.2,0.014049692079424858"
R03315,"2.7.1,0.995013415813446;2.7.2,0.001732019823975861;3.1.3,0.0011101964628323913;3.6.1,0.0005427378346212208;2.1.1,0.00046657733037136495"
R10909,"2.7.1,0.377002090215683;6.2.1,0.19352078437805176;2.4.1,0.15759459137916565;2.3.1,0.11458736658096313;1.1.1,0.04118167981505394"
R07172,"1.6.3,0.7714453339576721;1.11.1,0.10587368160486221;1.6.99,0.08430808782577515;1.14.12,0.009566043503582478;1.3.1,0.006506816949695349"
R11916,"4.1.1,0.9894174933433533;1.4.3,0.004468870814889669;1.2.3,0.0019665497820824385;1.13.12,0.0017401908989995718;1.11.1,0.0008613099344074726"
R00072,"1.1.3,0.980048656463623;1.8.3,0.008664583787322044;1.2.3,0.002935908967629075;1.5.3,0.0024887456092983484;1.11.1,0.0018484893953427672"
R12453,"1.3.1,0.9987916350364685;1.3.99,0.0005335859605111182;1.2.1,0.00032526502036489546;1.1.1,0.00017806130927056074;1.6.5,4.7792738769203424e-05"
R05246,"1.13.11,0.9999961853027344;5.3.2,8.682690690875461e-07;3.1.1,6.595038257728447e-07;1.1.3,5.359897272683156e-07;6.1.1,3.0214300750230905e-07"
R07260,"2.4.1,0.99378502368927;2.4.2,0.0037827282212674618;5.1.3,0.0010612262412905693;2.7.7,0.0008542758878320456;1.14.-,7.297290721908212e-05"
R00454,"2.3.1,0.9872892498970032;6.2.1,0.010464353486895561;2.6.1,0.001790487440302968;6.3.4,0.0001321042946074158;2.3.3,7.653606735402718e-05"
R02657,"1.2.3,0.9518852829933167;1.17.3,0.023227600380778313;1.1.3,0.013401170261204243;1.2.1,0.008984309621155262;4.1.1,0.0008112476207315922"
R02025,"1.8.4,0.9997761845588684;1.8.5,0.00021102558821439743;1.8.1,3.5229354580224026e-06;1.8.99,2.990817620229791e-06;2.5.1,2.445888185320655e-06"
R03081,"4.1.2,0.9981387853622437;1.1.1,0.0009147454402409494;4.1.3,0.0003147740790154785;2.5.1,0.00021733471658080816;4.4.1,0.00017457838112022728"
R05768,"2.4.1,0.9998247027397156;2.4.-,8.64114990690723e-05;1.2.-,2.828872857207898e-05;2.7.7,1.5351519323303364e-05;6.2.1,5.38498079549754e-06"
R08139,"5.1.3,0.6028637290000916;5.3.1,0.2144077718257904;2.6.1,0.14791998267173767;5.1.1,0.0089250598102808;5.-.-,0.006427458953112364"
R11031,"1.4.1,0.9999667406082153;1.5.1,1.404504928359529e-05;1.5.99,5.995509582135128e-06;1.4.3,3.5965870210930007e-06;1.7.1,1.6848249515533098e-06"
R00827,"2.1.1,1.0;2.3.1,1.3591300827842101e-11;1.-.-,7.763597056897886e-12;6.3.2,4.1788582143265085e-12;2.5.1,3.1517937131714246e-12"
R08197,"2.6.1,0.9999058246612549;2.8.1,2.5222549083991908e-05;3.4.16,9.752400728757493e-06;1.4.7,8.645522939332295e-06;1.4.1,7.393102350761183e-06"
R11784,"2.7.1,0.995013415813446;2.7.2,0.001732019823975861;3.1.3,0.0011101964628323913;3.6.1,0.0005427378346212208;2.1.1,0.00046657733037136495"
R02929,"6.3.4,0.9867656230926514;6.3.1,0.010035904124379158;6.3.5,0.0015114237321540713;6.4.1,0.0010940070496872067;2.7.3,0.0002698437310755253"
R03102,"1.2.1,0.8846319317817688;1.1.1,0.10598886758089066;1.5.1,0.004948852118104696;1.4.1,0.0015652475412935019;1.2.3,0.0006812612409703434"
R13163,"2.7.7,0.48303312063217163;2.4.1,0.44160255789756775;5.1.3,0.012028059922158718;2.3.1,0.011174371466040611;6.2.1,0.009908242151141167"
R00913,"3.5.3,0.9982680082321167;3.5.1,0.0006223017117008567;3.2.1,0.0005875105271115899;3.5.4,0.00010427989764139056;3.4.11,4.626439476851374e-05"
R03176,"1.1.1,0.9988633394241333;1.1.-,0.000644528481643647;5.3.3,0.00010698980622692034;1.1.5,8.729139517527074e-05;1.3.1,6.261411908781156e-05"
R01425,"3.5.1,0.9980364441871643;3.1.1,0.001359035144560039;3.7.1,0.0002557437401264906;3.5.3,8.288164099212736e-05;2.3.1,3.895695408573374e-05"
R07950,"1.3.3,0.9893617033958435;1.3.99,0.008792116306722164;5.3.3,0.0004820593458134681;1.3.1,0.00022895666188560426;1.1.3,0.00014165234460961074"
R09715,"5.5.1,0.9993177652359009;5.4.99,0.00026001784135587513;1.3.99,0.0001050273422151804;4.2.3,9.136602602666244e-05;1.3.-,3.6580702726496384e-05"
R03371,"3.1.3,0.9861546158790588;3.6.1,0.0020706939976662397;5.4.2,0.001958236563950777;3.1.2,0.0019161449745297432;3.11.1,0.0012452881783246994"
R07612,"1.7.1,0.8605161309242249;1.11.1,0.07259244471788406;2.5.1,0.017125757411122322;1.7.99,0.013562959618866444;4.99.1,0.012542896904051304"
R12865,"1.1.1,0.47475266456604004;3.1.1,0.33808597922325134;1.14.13,0.1080484613776207;3.5.1,0.028701262548565865;2.3.1,0.021708611398935318"
R06772,"2.1.3,0.9918686151504517;2.4.1,0.0064646159298717976;2.7.3,0.0015260663349181414;2.4.2,5.3066800319356844e-05;6.3.5,2.3328348106588237e-05"
R00762,"3.1.3,0.9469414949417114;3.6.1,0.01985946111381054;2.7.1,0.01765275187790394;4.2.1,0.007397073786705732;2.3.1,0.002114922972396016"
R07962,"1.14.13,0.8235134482383728;1.13.12,0.16726526618003845;1.14.14,0.0051081860437989235;1.3.98,0.0013952397275716066;1.5.1,0.0004153923655394465"
R01449,"2.3.1,0.7893273234367371;2.8.3,0.09632688760757446;1.1.1,0.06620550900697708;4.2.1,0.020370902493596077;5.4.99,0.0052407169714570045"
R07149,"1.1.1,0.9990962743759155;5.3.3,0.0007181962137110531;1.3.1,0.00015286964480765164;1.14.11,1.2145219443482347e-05;4.1.1,9.667428457760252e-06"
R00181,"3.5.4,0.9997425675392151;3.5.99,0.00010668826871551573;3.3.1,2.5677174562588334e-05;3.4.17,2.2250964320846833e-05;1.11.1,1.3485072486218996e-05"
R05801,"2.7.1,0.9996591806411743;4.6.1,0.0003117466112598777;2.3.1,7.689569429203402e-06;3.1.3,7.096960416674847e-06;6.3.2,2.7853893698193133e-06"
R11053,"1.14.11,0.9157556891441345;4.1.1,0.030697016045451164;2.6.1,0.03019140474498272;1.14.20,0.01133569236844778;1.1.3,0.009531846269965172"
R06913,"4.1.2,0.8110403418540955;4.2.1,0.1838747262954712;4.4.1,0.0024719792418181896;4.5.1,0.0008608534699305892;4.1.99,0.00048186889034695923"
R12969,"3.5.1,0.6342053413391113;3.2.1,0.36399832367897034;2.3.1,0.0010535508627071977;3.2.2,0.0003190756542608142;3.1.1,0.00030348976724781096"
R11218,"2.1.1,0.9999997615814209;2.5.1,9.026100400433279e-08;2.3.1,8.728529365953364e-08;6.3.2,3.5146584309586615e-08;4.1.1,1.5940402775527218e-08"
R01515,"3.6.1,0.6972782611846924;3.1.3,0.2951836884021759;3.1.4,0.0016393502010032535;4.2.1,0.0015781278489157557;3.1.2,0.0011487379670143127"
R08604,"1.14.13,0.9999922513961792;1.14.15,2.89352601612336e-06;1.14.14,2.1142654986761045e-06;1.13.12,6.360441489050572e-07;1.14.18,5.565374294747016e-07"
R00501,"1.1.1,0.9931582808494568;1.2.1,0.0035445664543658495;1.14.13,0.0008969921036623418;1.17.1,0.00027092525851912796;1.-.-,0.00024178539752028883"
R03422,"3.1.4,0.9881356954574585;3.1.3,0.009894133545458317;3.6.1,0.0017158323898911476;3.2.1,4.3820826249429956e-05;3.1.11,3.6044275475433096e-05"
R01447,"1.1.2,0.5501214861869812;1.1.1,0.2060653120279312;2.6.1,0.08715199679136276;1.1.99,0.070732481777668;4.2.1,0.012794043868780136"
R10059,"1.21.1,0.8315249085426331;1.22.1,0.1649130880832672;1.11.1,0.0017463701078668237;1.12.1,0.0002539987617637962;1.7.1,0.00019988699932582676"
R03433,"2.7.1,0.9998999834060669;6.3.2,5.792774027213454e-05;2.3.1,1.276894545299001e-05;6.2.1,4.600780357577605e-06;3.1.3,2.619466613396071e-06"
R09296,"2.1.1,0.9769256114959717;2.5.1,0.02296139858663082;2.3.2,4.678336335928179e-05;1.3.1,1.94256026588846e-05;2.3.1,1.4292034393292852e-05"
R01259,"1.4.3,0.9993395209312439;4.3.1,0.00018512409587856382;1.5.99,0.00015891657676547766;3.5.4,0.0001550838933326304;1.11.1,3.4604952816152945e-05"
R00554,"2.7.3,0.9999873638153076;3.5.1,3.5968944303022e-06;3.9.1,2.1466325961227994e-06;6.3.1,1.451982939215668e-06;3.-.-,1.3455373846227303e-06"
R10718,"1.1.1,0.9627487659454346;1.3.1,0.03222976624965668;1.2.1,0.004629656206816435;1.1.99,8.147476182784885e-05;1.-.-,7.32094413251616e-05"
R07976,"1.14.13,0.6995248198509216;1.13.12,0.288051962852478;1.14.14,0.00791322160512209;1.3.98,0.0013554338365793228;1.1.1,0.000595811870880425"
R06574,"2.1.1,1.0;2.3.1,1.3591300827842101e-11;1.-.-,7.763597056897886e-12;6.3.2,4.1788582143265085e-12;2.5.1,3.1517937131714246e-12"
R01862,"3.5.1,0.9994907379150391;3.1.1,0.0002743187651503831;3.4.11,0.00012014630920020863;4.2.1,8.768849511398003e-05;3.3.2,4.708828328148229e-06"
R00286,"1.1.1,0.9965184926986694;1.2.1,0.0019487824756652117;1.14.13,0.0002546499890740961;1.-.-,0.00016899277397897094;4.2.1,0.00016466672241222113"
R03376,"1.14.11,0.977212131023407;1.4.11,0.02090795710682869;1.14.20,0.0017344689695164561;1.14.13,4.106194319319911e-05;3.4.-,2.522304203012027e-05"
R12501,"1.14.11,0.9995819926261902;1.14.20,0.0004018032632302493;1.4.11,9.198779480357189e-06;1.1.99,3.4202732877020026e-06;4.1.1,1.6355935485989903e-06"
R10883,"5.1.1,0.9971972703933716;2.3.1,0.000833817757666111;2.6.1,0.0004200914117973298;2.8.1,0.00040944977081380785;2.5.1,0.00019263649301137775"
R07387,"3.1.1,0.9924412965774536;3.1.2,0.005685348995029926;3.-.-,0.0009771400364115834;2.3.1,0.0008645109483040869;3.3.2,1.7635531548876315e-05"
R10692,"1.14.13,0.9999082088470459;4.2.3,4.745047044707462e-05;1.14.14,2.8110549465054646e-05;1.6.5,5.637733920593746e-06;1.14.15,3.7449897263286402e-06"
R12286,"2.5.1,0.9881066083908081;3.2.1,0.005457722116261721;4.2.3,0.00261223828420043;3.1.2,0.001755530945956707;4.2.1,0.0006087248912081122"
R08366,"2.7.1,0.9999960660934448;2.7.3,2.1339044451451628e-06;2.7.13,1.3273781860334566e-06;2.7.11,2.8639405513786187e-07;2.3.1,5.886574072633266e-08"
R12617,"1.14.14,0.9999905824661255;1.14.13,3.0323233204399003e-06;1.14.18,1.1851681165353511e-06;3.5.4,1.008108256428386e-06;1.4.3,8.552596000299673e-07"
R10051,"3.7.1,0.9999904632568359;4.1.3,4.163635367149254e-06;3.5.1,1.3316524700712762e-06;3.1.1,9.976650972021162e-07;1.1.1,9.795168125492637e-07"
R12639,"2.5.1,0.5552414059638977;5.3.3,0.4392559826374054;1.17.1,0.0027443747967481613;2.7.1,0.0008159149438142776;4.1.1,0.0002686076913960278"
R11842,"5.5.1,0.5417822003364563;4.2.3,0.34928953647613525;5.3.3,0.05206664651632309;2.5.1,0.019215961918234825;4.3.2,0.01137633342295885"
R08370,"4.2.3,0.9998986721038818;5.5.1,4.979951700079255e-05;2.5.1,3.219357677153312e-05;3.1.7,1.1291560440440662e-05;4.3.2,4.620155777956825e-06"
R11393,"1.14.19,0.9999054670333862;1.14.14,6.23451778665185e-05;1.14.99,2.63102901953971e-05;1.9.3,4.925852408632636e-06;1.13.11,7.476371024495165e-07"
R01286,"4.4.1,0.9989909529685974;3.13.1,0.0004581744142342359;4.2.1,0.00015561388863716274;3.1.2,9.565019718138501e-05;2.5.1,8.86318739503622e-05"
R04071,"2.4.1,0.9999955892562866;2.4.2,3.5187488265364664e-06;2.7.7,5.434827698991285e-07;2.7.8,2.3650011371501023e-07;5.2.1,8.980281762660525e-08"
R09483,"2.3.1,0.898880660533905;4.1.1,0.06861229240894318;3.5.1,0.015568768605589867;3.1.1,0.011212190613150597;6.2.1,0.0030496064573526382"
R06797,"2.3.1,1.0;6.2.1,2.9159339831608122e-08;3.1.1,4.846615553333322e-09;2.1.1,1.5924322971372362e-09;3.1.2,6.353860770857978e-10"
R09675,"2.4.2,0.9951369166374207;3.2.2,0.002285128692165017;2.7.8,0.0014387145638465881;2.4.1,0.0011009956942871213;4.1.3,1.2458733181119896e-05"
R04073,"1.14.11,0.9892712831497192;1.4.11,0.009244831278920174;1.14.20,0.0008260568138211966;3.4.-,0.00023901548411231488;4.1.1,0.0001615963119547814"
R03635,"3.2.1,0.9320903420448303;5.4.99,0.06429331749677658;5.4.1,0.001734342542476952;2.4.1,0.0009535360150039196;3.1.1,0.0003132808196824044"
R10558,"1.13.11,0.9999063014984131;1.14.19,4.871415512752719e-05;5.5.1,2.3961203623912297e-05;1.3.3,1.7846406990429386e-05;1.14.21,1.71053738995397e-06"
R05551,"3.5.1,0.9998706579208374;3.1.1,0.0001163670385722071;4.2.1,9.537051482766401e-06;6.3.5,9.995807204177254e-07;3.5.5,9.507867844149587e-07"
R07938,"2.3.1,1.0;6.2.1,1.05902024927218e-08;3.1.1,8.012389862699365e-09;3.1.2,4.032126632580457e-09;1.2.1,4.3545639316633356e-10"
R10192,"1.13.11,0.9525607228279114;1.14.99,0.03801194578409195;1.14.14,0.0034348086919635534;1.13.12,0.0022448638919740915;1.14.19,0.0016310004284605384"
R09950,"3.5.1,0.9999940395355225;1.14.99,4.116566742595751e-06;3.5.3,1.357705627924588e-06;3.4.19,1.6357317633719504e-07;3.1.1,1.5222477145471203e-07"
R09149,"1.1.-,0.9977567791938782;1.14.14,0.0005389106809161603;1.1.2,0.00046354992082342505;4.2.1,0.0003473149845376611;1.1.1,0.00018872800865210593"
R04279,"3.1.1,0.3685902953147888;1.1.1,0.35842663049697876;1.2.1,0.2717713415622711;1.3.1,0.00033458677353337407;1.1.3,0.00022942156647332013"
R10228,"1.23.1,0.5880492925643921;1.3.1,0.3999099135398865;1.1.1,0.0037381413858383894;1.6.2,0.0015164159703999758;1.6.5,0.001390464953146875"
R00484,"3.5.1,0.9991499185562134;3.5.3,0.0006513746338896453;3.4.19,3.3502645237604156e-05;3.4.17,2.936618147941772e-05;4.3.2,1.290361524297623e-05"
R02889,"2.7.7,0.5420480966567993;2.4.1,0.4504716694355011;5.4.99,0.002667419146746397;5.1.3,0.001886519487015903;2.7.8,0.0008069355390034616"
R11237,"2.7.4,0.7740060091018677;2.7.1,0.19946995377540588;2.1.1,0.01891961507499218;6.2.1,0.002652202034369111;2.7.2,0.0017209263751283288"
R10255,"2.7.8,0.962308406829834;3.1.3,0.033796392381191254;3.1.4,0.002437413902953267;2.7.99,0.0005695303552784026;3.6.1,0.0003205336397513747"
R05412,"1.13.11,0.8679941296577454;1.14.-,0.13060185313224792;1.14.12,0.00045849845628254116;1.14.14,0.0003115725121460855;1.14.13,0.0002277905005030334"
R05084,"1.1.1,0.9999783039093018;1.2.1,1.9756949768634513e-05;1.3.1,8.973915441856661e-07;2.3.1,3.6535510616886313e-07;1.-.-,2.8076669877918903e-07"
R06466,"5.4.99,0.9999088048934937;4.2.1,8.627120405435562e-05;5.4.4,3.6467583868216025e-06;1.14.13,1.1371704431439866e-06;1.-.-,4.7646047107718914e-08"
R09230,"1.7.1,0.999963641166687;1.2.1,1.0335310435038991e-05;1.7.-,6.530033715534955e-06;1.1.1,5.577002411882859e-06;1.19.1,2.483347770976252e-06"
R13310,"5.5.1,0.9619803428649902;4.2.3,0.0379723459482193;4.3.2,3.739078965736553e-05;3.1.7,8.157507181749679e-06;5.3.3,6.968504635551653e-07"
R01265,"5.1.99,0.7694491744041443;2.6.1,0.1205826848745346;5.1.1,0.02050180174410343;2.3.2,0.018099386245012283;2.4.2,0.011175241321325302"
R09711,"5.4.99,0.9999964237213135;4.2.3,1.80803112925787e-06;5.5.1,1.132286456595466e-06;5.4.1,3.1909536346574896e-07;4.2.1,2.5463779707024514e-07"
R12385,"2.4.1,0.9916924238204956;2.4.2,0.003337778616696596;2.7.7,0.0031089584808796644;2.3.1,0.0012909423094242811;6.2.1,0.00012410029012244195"
R11229,"2.7.4,0.47723376750946045;2.7.1,0.47656700015068054;2.7.7,0.031284939497709274;6.2.1,0.008054479025304317;2.1.1,0.0024282950907945633"
R03349,"3.5.1,0.373165488243103;1.4.1,0.28886058926582336;4.2.1,0.09429743885993958;1.14.14,0.08212949335575104;1.5.1,0.033680252730846405"
R02227,"2.7.1,0.8437520265579224;2.7.4,0.13096526265144348;2.1.1,0.019621189683675766;6.2.1,0.0037144599482417107;2.7.2,0.00035106210270896554"
R04514,"2.3.1,0.8016432523727417;1.1.1,0.18398888409137726;2.7.8,0.008731148205697536;2.7.1,0.004621035419404507;1.14.13,0.00045720336493104696"
R00608,"1.1.3,0.9552591443061829;1.1.99,0.02524907886981964;1.8.3,0.005964618641883135;1.11.1,0.004197125788778067;1.1.5,0.0033215456642210484"
R07270,"2.5.1,0.9942187070846558;4.2.3,0.002334750024601817;1.3.1,0.0012138276360929012;4.2.99,0.0009060875745490193;5.5.1,0.0009026941261254251"
R09387,"3.3.2,0.9993302822113037;3.1.1,0.0002996731491293758;1.14.13,0.0001838929601944983;3.4.11,0.00016431415861006826;3.1.-,3.476829078863375e-06"
R11692,"2.1.1,0.9999990463256836;2.3.1,4.545655087895284e-07;2.5.1,2.1075308609397325e-07;6.3.2,4.9624752307408926e-08;4.3.3,3.4260430936683406e-08"
R09726,"2.7.4,0.7740060091018677;2.7.1,0.19946995377540588;2.1.1,0.01891961507499218;6.2.1,0.002652202034369111;2.7.2,0.0017209263751283288"
R11339,"1.1.1,0.9999327659606934;2.3.1,6.209166895132512e-05;2.4.1,1.5130227666304563e-06;2.7.1,9.411493806510407e-07;1.-.-,8.943903253566532e-07"
R06770,"2.4.1,0.9999245405197144;2.7.7,2.684707760636229e-05;3.1.1,9.467287782172207e-06;2.3.1,7.997354259714484e-06;2.4.2,5.095867891213857e-06"
R04198,"1.17.1,0.9999436140060425;1.7.1,2.068338835670147e-05;1.17.98,8.115342097880784e-06;1.2.1,7.028623713267734e-06;1.4.1,3.900655883626314e-06"
R05312,"1.3.1,0.9996615648269653;1.14.12,0.0002700139011722058;1.1.1,4.6984292566776276e-05;1.3.99,1.4220518096408341e-05;1.14.21,1.4140410939944559e-06"
R12686,"3.5.1,0.298260360956192;1.4.3,0.2458939105272293;3.5.4,0.2378651201725006;3.5.99,0.10333319753408432;2.4.2,0.022747790440917015"
R13011,"1.1.99,0.6108399033546448;1.14.11,0.3718920946121216;1.4.11,0.012054143473505974;1.1.5,0.0038152579218149185;1.14.20,0.0007355781854130328"
R10096,"2.4.1,0.9983553290367126;4.6.1,0.0010698623955249786;2.7.7,0.00029522739350795746;2.7.1,0.00013618361845146865;2.4.2,0.00011754426668630913"
R08018,"1.7.1,0.9985596537590027;1.11.1,0.0002274748112540692;1.7.-,0.00014715254656039178;1.6.6,0.00012695060286205262;1.5.1,0.00012500685988925397"
R08728,"1.1.1,0.9892277717590332;5.3.3,0.01056095864623785;1.14.13,6.180765922181308e-05;1.3.1,5.1614264521049336e-05;1.6.5,1.9919994883821346e-05"
R08823,"2.3.1,0.9993677735328674;2.4.1,0.0006127873784862459;3.1.1,1.5695690308348276e-05;2.1.1,3.3734577300492674e-06;3.2.1,1.9565445086300315e-07"
R12023,"1.14.19,0.8947135806083679;1.14.14,0.10289406776428223;1.14.13,0.0012023650342598557;4.1.99,0.000627844303380698;1.14.15,0.00025484294747002423"
R03084,"4.2.1,0.9948816299438477;4.2.3,0.00476568378508091;3.1.7,0.00010994735930580646;5.4.4,9.743816190166399e-05;1.1.1,5.3711613873019814e-05"
R01523,"2.7.1,0.9976231455802917;5.3.1,0.0023047681897878647;2.7.11,1.8057065972243436e-05;2.7.4,9.764047717908397e-06;2.3.1,8.407187124248594e-06"
R00339,"4.2.1,0.936721682548523;2.6.1,0.029447101056575775;4.1.3,0.005828969646245241;1.1.1,0.0038820013869553804;2.3.3,0.0030361346434801817"
R05654,"1.14.13,0.651955783367157;1.14.14,0.34708160161972046;1.14.-,0.00029289742815308273;1.14.12,0.0002891244657803327;1.14.99,0.0002487647288944572"
R02773,"2.6.1,0.9999996423721313;1.4.1,2.725799390645989e-07;2.3.1,1.5549121101798846e-08;1.1.1,1.0716995291204512e-08;4.1.3,6.564889520888073e-09"
R09499,"1.1.2,0.48406487703323364;1.10.2,0.20021182298660278;1.7.2,0.11165284365415573;1.8.2,0.09989947825670242;1.6.2,0.045027196407318115"
R08084,"1.1.1,0.9979707598686218;1.2.1,0.0010417347075417638;1.14.13,0.00045302382204681635;1.3.1,0.00043201789958402514;1.-.-,2.4855104129528627e-05"
R11328,"4.3.1,0.9995318651199341;4.2.1,0.00029857101617380977;1.4.99,2.7922405934077688e-05;4.1.99,2.4062745069386438e-05;1.3.8,2.1067493435111828e-05"
R12806,"2.7.4,0.7698882818222046;2.7.1,0.03573542833328247;2.3.1,0.029178129509091377;3.1.3,0.02378293126821518;2.7.7,0.01893908530473709"
R03963,"1.1.1,0.9974014759063721;1.2.1,0.0020955894142389297;2.3.1,0.00012672912271227688;1.3.1,0.00010474989539943635;1.8.1,8.913319470593706e-05"
R10254,"2.3.1,0.9999967813491821;3.1.2,1.7599226111997268e-06;3.1.1,1.3256737929623341e-06;2.3.3,1.4894740729687328e-07;1.2.7,3.757270050641637e-08"
R10636,"1.6.3,0.7701075673103333;1.11.1,0.08187051862478256;1.3.1,0.05960417911410332;1.6.99,0.033168867230415344;1.14.12,0.027738219127058983"
R00697,"4.3.1,0.9997788071632385;3.5.5,4.361507672001608e-05;2.1.2,4.137828727834858e-05;4.1.99,2.6900748707703315e-05;4.2.1,1.9379227524041198e-05"
