Reaction ID,Theia
R02997,"3.1.1,0.9998903274536133;2.3.1,3.761938205570914e-05;3.1.2,3.502307663438842e-05;3.2.1,2.9257183996378444e-05;3.1.-,2.455043613736052e-06"
R09663,"1.4.-,0.9350637197494507;3.1.16,0.02806222438812256;1.1.5,0.015634285286068916;1.1.3,0.00830119289457798;2.4.1,0.003736598417162895"
R03537,"3.1.4,0.9725276231765747;3.1.3,0.025880377739667892;3.6.1,0.001545444829389453;3.1.11,1.8243579688714817e-05;4.6.1,1.1828222341137007e-05"
R05295,"1.13.11,0.999972939491272;1.14.12,1.9255734514445066e-05;1.14.99,5.839221103087766e-06;4.1.99,1.2517660934463493e-06;1.14.14,1.6610817965556635e-07"
R10016,"2.1.1,0.9923737645149231;6.5.1,0.007581536192446947;1.8.5,1.4606498552893754e-05;2.3.1,1.1860987797263078e-05;1.14.13,5.680617960024392e-06"
R02628,"2.7.1,0.9758196473121643;2.7.3,0.02392086759209633;2.7.9,0.00014206203923095018;4.1.1,7.30753963580355e-05;2.7.11,3.383494549780153e-05"
R06846,"1.1.1,0.999226450920105;2.3.1,0.0003839477722067386;1.1.5,0.00011039540549973026;1.3.1,8.028181764530018e-05;2.5.1,3.244551407988183e-05"
R04550,"2.3.2,0.6356149911880493;2.3.1,0.32351231575012207;6.2.1,0.03070981614291668;5.1.3,0.003651124658063054;2.7.13,0.0010468685068190098"
R01096,"1.1.1,0.9993327260017395;1.3.1,0.0003655378823168576;1.1.99,0.00014683340850751847;1.1.5,7.064682722557336e-05;1.2.1,3.6574132536770776e-05"
R01717,"5.4.4,0.7771037220954895;5.4.99,0.14078247547149658;3.3.2,0.044003210961818695;5.5.1,0.008112188428640366;5.2.1,0.005237946752458811"
R11834,"4.2.3,0.9515446424484253;5.5.1,0.035062484443187714;4.2.1,0.012521841563284397;4.3.2,0.0003554578870534897;4.1.99,0.00027152826078236103"
R11367,"6.2.1,0.9999613761901855;2.7.2,1.5714826076873578e-05;3.1.2,1.5145163160923403e-05;2.3.1,2.632520136103267e-06;2.1.1,2.3749973934172885e-06"
R02982,"2.1.1,1.0;1.-.-,1.5195000813150727e-10;2.3.1,5.2200847810990325e-11;2.5.1,1.7747643632493038e-11;4.4.1,5.372273372689085e-12"
R08164,"2.4.1,0.9999734163284302;2.6.1,1.3504390153684653e-05;1.1.3,5.4218976401898544e-06;2.7.7,4.510868166107684e-06;1.14.-,8.114156457850186e-07"
R06804,"2.4.1,0.9907076358795166;2.4.2,0.009199338033795357;2.3.1,4.865755545324646e-05;3.2.1,1.7736458175932057e-05;2.7.7,1.4682375876873266e-05"
R10528,"1.1.1,0.9984709620475769;1.3.1,0.0010419725440442562;1.4.1,0.00012217360199429095;1.5.1,6.1012247897451743e-05;1.2.1,4.6248915168689564e-05"
R03530,"2.3.1,0.13771121203899384;2.7.4,0.1075223982334137;2.4.1,0.07033617049455643;5.1.3,0.06864075362682343;2.7.8,0.04989010840654373"
R10817,"5.1.3,0.9445449709892273;1.1.1,0.02526846155524254;3.2.1,0.012594850733876228;5.-.-,0.0062798503786325455;2.3.1,0.0029753216076642275"
R08639,"5.4.2,0.9839142560958862;2.7.1,0.008714893832802773;2.3.1,0.006180616095662117;1.1.1,0.0003162711509503424;5.1.3,0.00023499870439991355"
R10851,"1.1.1,0.9999042749404907;1.3.1,3.617112088249996e-05;1.-.-,1.954897197720129e-05;1.2.1,1.3733945706917439e-05;1.14.13,7.638167517143302e-06"
R08381,"2.3.1,0.9999963045120239;1.2.1,1.8399426835458144e-06;3.1.2,8.998055704978469e-07;3.1.1,6.785847403989465e-07;2.3.3,3.4714869201479814e-08"
R05150,"1.3.1,0.984597384929657;1.1.1,0.014681178145110607;1.2.1,0.00017780564667191356;1.5.1,0.00016142090316861868;1.6.5,0.00013206816220190376"
R08109,"1.14.12,0.9999997615814209;1.14.13,2.7428930593487166e-07;1.14.14,2.3398474269242797e-08;1.14.-,6.715292322212463e-09;1.13.11,4.714607815259342e-09"
R08531,"2.3.1,0.9964556694030762;3.1.2,0.0017424122197553515;3.1.1,0.0014617372071370482;1.2.1,8.856660133460537e-05;1.2.3,7.256409298861399e-05"
R07839,"4.1.3,0.3273901641368866;5.3.2,0.2258893996477127;5.3.3,0.10626663267612457;1.1.5,0.03844454512000084;1.1.-,0.034140631556510925"
R01969,"2.4.2,0.9999992847442627;2.4.1,4.0599019257570035e-07;3.2.2,3.195040108039393e-07;4.1.3,1.4481983612313343e-08;2.3.1,1.4831289529837477e-09"
R01644,"1.1.1,0.9770804643630981;1.2.1,0.020993025973439217;1.-.-,0.0011165724135935307;1.1.-,0.00040654922486282885;1.5.1,0.0001817333686631173"
R12488,"4.2.1,0.9998512268066406;2.3.1,3.0162253096932545e-05;2.8.3,2.693491660465952e-05;3.1.2,1.4812360859650653e-05;3.1.1,1.3814672456646804e-05"
R11857,"4.2.3,0.999657392501831;2.8.5,0.00013682068674825132;5.5.1,9.031150693772361e-05;3.1.7,3.0330496883834712e-05;5.4.4,1.4437360732699744e-05"
R03716,"1.1.1,0.9999352693557739;1.2.1,1.4819709576840978e-05;1.3.1,1.2470416550058872e-05;1.-.-,8.359485036635306e-06;1.1.5,5.917990620218916e-06"
R03728,"4.1.99,0.800935685634613;1.14.13,0.1774085909128189;1.2.1,0.003156414022669196;1.5.1,0.002887815237045288;3.5.4,0.0025387811474502087"
R08191,"3.1.2,0.9574896693229675;3.1.1,0.016434019431471825;2.3.1,0.010376030579209328;1.2.1,0.005117138382047415;1.2.3,0.0035724169574677944"
R13013,"4.2.1,0.4728116989135742;1.14.20,0.20180243253707886;4.1.99,0.12123773247003555;1.14.11,0.0799894854426384;1.13.12,0.02884681522846222"
R09676,"2.4.1,0.9762229919433594;2.7.7,0.011824628338217735;2.4.2,0.010126499459147453;3.1.1,0.0006382185383699834;5.1.3,0.00038987165316939354"
R07797,"2.8.2,0.9999995231628418;1.8.4,1.6525571311376552e-07;2.7.8,8.36025222383796e-08;1.14.11,6.825573706237265e-08;2.3.1,2.632914153366528e-08"
R08220,"3.1.1,0.9998683929443359;3.1.4,3.1878902518656105e-05;2.3.1,2.5981533326557837e-05;3.2.1,2.1511650629690848e-05;3.1.-,1.7579599443706684e-05"
R05413,"1.13.11,0.9999916553497314;5.3.2,2.6276784410583787e-06;1.14.99,1.5664793409086997e-06;1.14.12,1.0041734412880032e-06;1.14.-,8.188840183720458e-07"
R06865,"1.14.13,0.5847362875938416;1.14.16,0.20039981603622437;1.14.18,0.10058023035526276;1.14.15,0.03230863809585571;1.14.-,0.02587663009762764"
R08104,"1.14.12,0.9999352693557739;1.3.1,5.6930755818029866e-05;1.14.13,2.822032683980069e-06;6.2.1,2.357123094043345e-06;1.14.14,1.4751132084711571e-06"
R07921,"2.1.1,1.0;2.3.1,2.8742604740727984e-08;2.5.1,5.49333867283508e-09;2.6.1,3.2165379248993986e-09;4.3.3,1.5270140707457358e-09"
R02167,"3.1.3,0.9768998622894287;3.6.1,0.020826442167162895;2.7.1,0.0010068007977679372;3.1.4,0.0005132989608682692;4.2.3,0.0002872401673812419"
R11156,"1.14.13,0.9999755620956421;1.14.14,1.2550871360872407e-05;1.13.12,3.2385084978159284e-06;1.14.12,1.951185595316929e-06;1.3.98,1.4799481959926197e-06"
R12080,"2.3.2,0.9245830774307251;1.13.11,0.03639824688434601;2.5.1,0.01862085424363613;2.7.8,0.010084513574838638;2.3.1,0.009554227814078331"
R06110,"1.1.1,0.8115343451499939;5.3.1,0.15767022967338562;4.2.1,0.010126287117600441;1.1.-,0.004007096868008375;1.-.-,0.0039931307546794415"
R04202,"3.1.1,0.7131708264350891;4.2.1,0.08908567577600479;3.5.1,0.04812115430831909;3.1.3,0.041620075702667236;3.4.17,0.012101873755455017"
R08772,"4.1.1,0.9990288019180298;1.14.13,0.0007806735811755061;2.5.1,0.00010513143934076652;1.14.-,4.817102671950124e-05;1.1.1,1.1280618309683632e-05"
R10672,"1.14.14,0.9978907704353333;1.14.13,0.001819439115934074;1.11.1,0.00017322234634775668;1.14.99,5.282379061100073e-05;1.14.12,2.537328145990614e-05"
R12585,"3.1.1,0.7085622549057007;3.5.1,0.17187826335430145;4.2.1,0.04225316643714905;3.2.2,0.018596962094306946;2.5.1,0.011776957660913467"
R10847,"5.5.1,0.6569706797599792;1.1.99,0.17318324744701385;1.1.1,0.08180339634418488;4.2.1,0.03847670555114746;5.3.3,0.02430296689271927"
R13302,"2.5.1,0.9639918804168701;5.3.3,0.035863567143678665;2.3.2,3.455492696957663e-05;4.2.99,2.1844081857125275e-05;4.1.1,1.9615297787822783e-05"
R06405,"1.1.-,0.856942355632782;1.1.1,0.11158237606287003;1.14.-,0.019019078463315964;1.14.13,0.004987410735338926;4.2.1,0.0023839278146624565"
R06392,"3.1.1,0.9999701976776123;1.14.13,1.940346737683285e-05;3.5.1,4.165266545896884e-06;1.14.18,1.4881517245157738e-06;3.3.2,1.4669842585135484e-06"
R09798,"1.14.14,0.9764280915260315;1.14.13,0.015285743400454521;1.2.5,0.0038527632132172585;4.3.3,0.0018128558294847608;3.2.2,0.0005917240050621331"
R10055,"1.23.5,0.3517555892467499;5.3.99,0.2661937177181244;1.10.99,0.18330329656600952;1.5.5,0.07830619812011719;4.2.3,0.07635980099439621"
R11860,"4.2.3,0.947442352771759;2.5.1,0.045419540256261826;5.5.1,0.0038091526366770267;5.3.3,0.0014752703718841076;4.3.2,0.0005631871754303575"
R00084,"2.5.1,0.9999065399169922;4.3.1,6.360351835610345e-05;4.4.1,6.504328212031396e-06;4.2.1,5.420004526968114e-06;2.3.2,2.605200961625087e-06"
R10257,"2.4.2,0.9999837875366211;2.3.1,1.4307441233540885e-05;2.7.6,9.913107987813419e-07;5.1.3,5.289082878334739e-07;2.4.-,2.4869800085980387e-07"
R08635,"4.4.1,0.9983338713645935;4.1.99,0.0014561780262738466;4.3.1,0.00016199117817450315;4.5.1,2.4010263587115332e-05;2.1.1,6.747662609996041e-06"
R00844,"1.1.1,0.9160932302474976;1.3.1,0.04027075320482254;1.1.5,0.031323764473199844;2.7.1,0.010260060429573059;1.1.99,0.001354089006781578"
R04217,"2.6.1,0.9997710585594177;1.4.1,0.00013736772234551609;1.4.3,6.0435144405346364e-05;4.1.1,2.0901488824165426e-05;1.4.11,1.6005833458621055e-06"
R05166,"3.2.1,0.9991289973258972;2.4.1,0.0003886024933308363;3.1.4,0.00013642881822306663;3.5.1,7.182084664236754e-05;3.4.11,6.963266059756279e-05"
R02714,"3.1.1,0.9996691942214966;3.7.1,0.00014487122825812548;3.1.2,5.6648528698133305e-05;3.3.2,2.778213456622325e-05;4.2.99,2.349356873310171e-05"
R07996,"1.14.11,0.9920921921730042;1.14.20,0.007414018735289574;1.4.11,0.00020527200831566006;1.1.5,5.807055640616454e-05;4.1.1,5.191499803913757e-05"
R00985,"4.1.3,0.6010974645614624;1.4.-,0.37177765369415283;5.4.4,0.00639987550675869;2.3.3,0.004824438598006964;4.4.1,0.0021216589957475662"
R11877,"1.1.1,0.9798598885536194;1.3.1,0.019458074122667313;1.-.-,0.00027831841725856066;2.3.1,0.00016817731375340372;1.14.13,0.00015999349125195295"
R00665,"3.5.1,0.9984748959541321;3.5.3,0.0014999327249825;3.4.19,5.479536866914714e-06;4.3.1,2.577076656962163e-06;2.1.3,1.9021970274479827e-06"
R07335,"2.1.1,0.9869664907455444;1.1.1,0.007723985705524683;1.-.-,0.004674560856074095;1.1.5,0.00014070763427298516;1.3.1,0.0001329649385297671"
R03781,"3.7.1,0.979826033115387;4.2.1,0.007128708530217409;3.1.1,0.005084293428808451;3.5.1,0.004694719798862934;1.1.1,0.0007103614625521004"
R02625,"2.7.13,0.6153266429901123;2.7.1,0.34921902418136597;2.7.3,0.03529561311006546;2.7.2,0.00012891102232970297;2.1.1,1.0817186193889938e-05"
R01862,"3.5.1,0.9994907379150391;3.1.1,0.0002743187651503831;3.4.11,0.00012014630920020863;4.2.1,8.768849511398003e-05;3.3.2,4.708828328148229e-06"
R02003,"2.5.1,0.5552414059638977;5.3.3,0.4392559826374054;1.17.1,0.0027443747967481613;2.7.1,0.0008159149438142776;4.1.1,0.0002686076913960278"
R03801,"3.2.1,0.8814548850059509;3.4.11,0.029092630371451378;3.1.4,0.019690625369548798;3.1.1,0.011712104082107544;3.4.13,0.010398097336292267"
R11591,"2.1.1,0.7390132546424866;4.2.1,0.25750041007995605;5.3.99,0.002411844441667199;4.3.1,0.0004918963531963527;2.5.1,0.0002203140320489183"
R09651,"3.5.1,0.9227918386459351;3.1.1,0.0758725106716156;3.2.1,0.0010127474088221788;2.3.1,8.901397814042866e-05;4.2.1,4.2680057958932593e-05"
R07971,"1.13.12,0.9432733058929443;1.14.14,0.05422331765294075;1.14.13,0.0017925146967172623;4.1.99,0.00025802181335166097;1.7.3,0.00011418897338444367"
R03493,"4.2.1,0.9967514276504517;5.4.4,0.0020254424307495356;4.1.3,0.0007117705536074936;5.3.3,0.00015212272410281003;2.3.3,0.00013628587475977838"
R05635,"1.1.1,0.4499073922634125;1.11.1,0.27970173954963684;3.1.1,0.16229398548603058;2.3.1,0.06865805387496948;2.5.1,0.019883062690496445"
R04756,"5.3.3,0.990936815738678;1.3.1,0.006328292656689882;4.2.1,0.001301140757277608;1.3.99,0.0005661518662236631;1.3.3,0.000342855928465724"
R03703,"3.2.1,0.9999785423278809;2.4.1,1.8745760826277547e-05;5.1.3,1.2701766536338255e-06;3.1.1,3.7744203496004047e-07;3.7.1,3.137794521990145e-07"
R11107,"1.14.13,0.6828119158744812;1.14.99,0.18643589317798615;1.7.1,0.031104685738682747;4.1.99,0.029844028875231743;1.14.-,0.020925458520650864"
R01227,"3.1.3,0.9916524291038513;3.6.1,0.006694419775158167;2.7.1,0.0010354977566748857;4.2.3,0.0003529523382894695;3.1.4,0.00020823869272135198"
R04961,"1.3.1,0.9789988994598389;2.3.1,0.020395157858729362;1.1.1,0.00023369719565380365;2.7.1,0.0001398045860696584;1.3.99,0.0001175728757516481"
R03072,"2.5.1,0.9998589754104614;4.4.1,8.125430758809671e-05;2.1.1,4.287268529878929e-05;5.3.99,9.971349754778203e-06;2.6.1,3.3009896469593514e-06"
R01497,"2.4.1,0.81831955909729;3.5.1,0.17842890322208405;2.4.2,0.0012644504895433784;3.2.1,0.0009809533366933465;2.3.1,0.00048802149831317365"
R03056,"2.3.1,0.9999922513961792;3.1.1,6.516707799164578e-06;6.2.1,3.2373628755522077e-07;3.1.2,2.0881861928501166e-07;1.2.7,1.4064413278447319e-07"
R09783,"1.2.1,0.9993333220481873;1.1.1,0.0006393698276951909;1.2.3,7.050643034745008e-06;1.5.1,5.602119927061722e-06;2.3.1,3.671189233500627e-06"
R01494,"3.5.1,0.9939776659011841;2.3.1,0.0034858903381973505;3.1.1,0.0024439420085400343;2.5.1,4.664827429223806e-05;3.2.1,1.1296486263745464e-05"
R05720,"1.13.11,0.999987006187439;2.3.1,1.0310654033673927e-05;1.14.12,1.3829790077579673e-06;1.14.13,4.880914161731198e-07;1.14.-,2.9899692322032934e-07"
R02529,"1.4.3,0.999961256980896;3.5.4,1.5199248082353733e-05;1.4.9,9.465965376875829e-06;3.5.1,2.9585544325527735e-06;1.11.2,2.240414232801413e-06"
R08111,"1.3.1,0.9998819828033447;1.14.12,8.335559687111527e-05;1.-.-,1.81419472937705e-05;1.1.1,1.4572932741430122e-05;1.14.13,8.653808549752284e-07"
R09332,"2.4.1,0.8298134803771973;2.3.1,0.1369691789150238;2.7.7,0.021991590037941933;2.4.2,0.005757418926805258;6.2.1,0.0012982693733647466"
R00704,"1.1.1,0.9979540109634399;1.1.5,0.001697532250545919;1.2.4,7.924115925561637e-05;1.2.1,5.388149293139577e-05;1.8.1,5.199235965847038e-05"
R05857,"1.14.11,0.9983090162277222;1.1.99,0.0011186677729710937;4.1.1,0.0001983139372896403;1.14.20,0.0001658546389080584;1.1.1,6.275597115745768e-05"
R09351,"2.3.1,0.8067387342453003;2.4.1,0.19264112412929535;3.1.1,0.0004644116561394185;3.2.1,6.275042687775567e-05;2.4.2,4.604169225785881e-05"
R06819,"2.4.1,0.9999996423721313;2.7.7,8.83938895412939e-08;2.7.8,7.930471213057899e-08;2.7.1,4.1899589575677965e-08;3.1.1,4.0239605425540503e-08"
R11338,"1.1.1,0.9997697472572327;1.2.1,0.00011668921797536314;1.14.13,8.443323167739436e-05;2.3.1,8.697881639818661e-06;1.7.1,3.7490199247258715e-06"
R01000,"1.1.1,0.8874745965003967;1.1.99,0.11163876205682755;1.1.2,0.00022699918190483004;1.1.5,0.0002166477352147922;1.1.-,0.00012492167297750711"
R11508,"2.1.1,0.9999997615814209;2.3.1,1.567121756806955e-07;2.5.1,3.691812722195209e-08;4.4.1,1.3077276150852413e-08;1.3.98,9.707257220270549e-09"
R00485,"3.5.1,0.6542206406593323;3.4.19,0.3408304452896118;3.5.5,0.004332686774432659;1.4.1,0.0002026563888648525;1.4.3,9.818522084970027e-05"
R08383,"1.1.1,0.9987747073173523;1.3.1,0.0005514019285328686;1.2.1,0.0005009353626519442;2.3.1,6.687216955469921e-05;1.5.1,2.3036707716528326e-05"
R01039,"1.1.1,0.9640111327171326;1.3.1,0.03212892264127731;1.1.5,0.0019141176017001271;1.-.-,0.00041210229392163455;1.14.13,0.00026294056442566216"
R06602,"4.2.99,0.8021361827850342;2.7.9,0.11444471776485443;1.18.-,0.01820957660675049;1.3.7,0.01337510161101818;4.1.99,0.008544511161744595"
R00710,"1.2.1,0.9983389377593994;1.1.1,0.0010514239547774196;1.2.3,0.0001739303261274472;1.5.1,8.13967635622248e-05;1.4.1,5.704214709112421e-05"
R02228,"3.1.3,0.8896192908287048;3.1.4,0.07188177108764648;3.6.1,0.03243322670459747;2.7.1,0.0035022238735109568;3.1.2,0.0004462354991119355"
R01918,"3.4.11,0.8795106410980225;3.4.18,0.027919912710785866;3.4.17,0.012618409469723701;3.4.21,0.010637822560966015;3.4.24,0.01028754748404026"
R13291,"1.5.1,0.6092389225959778;1.2.1,0.33011698722839355;4.3.3,0.033099256455898285;1.1.1,0.009991669096052647;2.5.1,0.005936149973422289"
R04106,"1.1.1,0.999516487121582;1.3.1,0.00020931600010953844;2.3.1,0.00016695258091203868;1.-.-,4.651259951060638e-05;1.14.13,1.9042350686504506e-05"
R09523,"2.1.1,0.9999477863311768;2.5.1,3.618732807808556e-05;6.3.2,1.1057961273763794e-05;4.4.1,1.6519635437362012e-06;4.1.1,1.0985900189552922e-06"
R12914,"5.3.99,0.9962950348854065;5.99.1,0.001675345003604889;2.4.1,0.0007673127111047506;5.3.1,0.00023108550522010773;3.2.1,0.00016235638759098947"
R05437,"1.14.12,0.999543309211731;1.14.13,0.00036452795029617846;1.13.11,6.364489672705531e-05;1.14.-,1.1597541742958128e-05;1.6.3,7.016335075604729e-06"
R11724,"1.1.1,0.99755859375;1.1.5,0.0012095849961042404;1.3.1,0.001011432963423431;4.1.1,0.00011631472443696111;1.17.1,7.10724780219607e-05"
R04736,"5.1.1,0.9191110730171204;5.1.99,0.04621102288365364;2.6.1,0.01781361922621727;2.3.1,0.003924353513866663;2.7.8,0.0021586075890809298"
R04059,"1.10.1,0.9998724460601807;1.1.1,0.00010095034667756408;1.14.13,1.7977536117541604e-05;1.-.-,2.344461336178938e-06;1.7.1,1.7118453570219572e-06"
R00189,"6.3.1,0.6085730791091919;2.7.1,0.14079153537750244;2.7.2,0.12144109606742859;3.5.1,0.07782242447137833;2.1.1,0.019117113202810287"
R08035,"1.8.99,0.9750511646270752;1.14.13,0.010723046027123928;1.7.1,0.004633639473468065;1.-.-,0.0016046013915911317;2.5.1,0.0014483549166470766"
R02847,"1.1.1,0.9805133938789368;2.7.1,0.010372317396104336;3.1.1,0.007958808913826942;1.3.1,0.00034137433976866305;1.7.1,0.00026755136786960065"
R04981,"2.1.1,1.0;1.-.-,1.3008024731420587e-15;2.3.1,3.618059147247177e-16;2.5.1,1.465155372862024e-16;6.3.2,4.8208916588925456e-17"
R10940,"2.3.1,0.8149856328964233;2.7.1,0.12497709691524506;2.1.1,0.0218174047768116;6.3.2,0.00927957147359848;6.2.1,0.008119890466332436"
R11052,"1.13.11,0.9132072925567627;1.14.99,0.08379921317100525;1.14.-,0.0003513529372867197;2.7.8,0.0003076306893490255;1.14.13,0.0002742516517173499"
R09886,"5.5.1,0.5345894694328308;4.2.3,0.4652928411960602;4.3.2,5.8714391343528405e-05;3.1.7,3.9398681110469624e-05;5.3.3,1.5237103980325628e-05"
R06102,"3.2.1,0.9951991438865662;5.3.1,0.004162088502198458;3.1.3,0.0004582947585731745;4.2.1,7.164294947870076e-05;4.1.2,4.276633626432158e-05"
R05795,"2.1.1,0.9999339580535889;2.7.1,6.480232696048915e-05;2.3.1,5.527606958821707e-07;2.5.1,2.771382412447565e-07;1.-.-,2.426353944429138e-07"
R00043,"1.13.11,0.9998667240142822;1.14.99,5.022148252464831e-05;1.14.12,2.340508217457682e-05;1.1.3,1.914819767989684e-05;1.13.12,8.735945812077262e-06"
R03791,"2.6.1,0.4879402220249176;2.1.1,0.23800919950008392;5.1.2,0.07596652954816818;5.1.1,0.06163731589913368;5.1.99,0.03291778266429901"
R11045,"2.1.1,1.0;2.3.1,1.549805084266609e-08;1.-.-,8.737805146097344e-09;4.2.1,1.1478482608850982e-09;4.4.1,5.229833788256144e-10"
R03971,"3.5.1,0.99671870470047;3.4.11,0.0013340500881895423;2.3.2,0.0012268801219761372;3.4.19,0.00011812194134108722;3.5.3,0.00011648309737211093"
R07500,"2.5.1,0.9961445331573486;4.1.1,0.0037069523241370916;5.3.3,4.133475886192173e-05;2.2.1,1.767347384884488e-05;4.2.1,1.620216789888218e-05"
R03881,"2.7.8,0.5403112769126892;5.1.3,0.40046897530555725;2.7.7,0.021574867889285088;2.7.1,0.007651354651898146;2.4.1,0.0062444875948131084"
R09776,"2.7.2,0.9872898459434509;2.7.1,0.004350663162767887;6.2.1,0.004257053602486849;3.6.1,0.0009235214092768729;2.7.4,0.0007088427082635462"
R02377,"1.1.1,0.9378901720046997;1.2.1,0.059933874756097794;1.5.1,0.0007997453212738037;1.3.1,0.00035459711216390133;1.6.5,0.00023659958969801664"
R09141,"1.14.13,0.8230618238449097;1.14.14,0.17190003395080566;1.14.12,0.0025860914029181004;1.3.98,0.00038758147275075316;1.14.99,0.0003322743868920952"
R11601,"2.4.1,0.9992164373397827;2.4.-,0.0004485049284994602;2.7.7,0.00024209360708482563;3.2.1,3.0059794880799018e-05;2.3.1,1.5525502021773718e-05"
R07402,"3.5.1,0.9992177486419678;3.4.11,0.00023512326879426837;3.4.13,0.00011588629422476515;3.4.19,0.0001047592522809282;3.1.1,6.901788583490998e-05"
R10332,"1.5.1,0.9882951974868774;3.5.1,0.009345967322587967;1.5.99,0.0012107546208426356;1.19.1,0.0008998147677630186;1.14.13,4.6820096031297e-05"
R09684,"4.2.3,0.8954116702079773;3.1.7,0.07352446764707565;5.5.1,0.01179029792547226;5.3.3,0.010033797472715378;2.5.1,0.006402496248483658"
R08201,"1.1.1,0.367309033870697;6.4.1,0.18130597472190857;6.3.5,0.13756990432739258;6.3.4,0.11345967650413513;2.7.1,0.08977925032377243"
R11008,"1.14.19,0.9597873687744141;1.3.1,0.01931791752576828;1.14.13,0.01422483567148447;1.14.14,0.003381007118150592;1.3.3,0.001043661031872034"
R06912,"5.3.99,0.999690055847168;5.99.1,0.00021899926650803536;4.2.1,4.295862527214922e-05;2.5.1,3.198472040821798e-05;5.4.4,5.689462341251783e-06"
R10857,"1.1.3,0.999977707862854;1.8.3,1.7457898138673045e-05;1.1.99,3.872363322443562e-06;1.14.18,3.3985486425081035e-07;1.21.3,2.51691176345048e-07"
R02350,"2.8.2,1.0;3.1.6,1.754323686320447e-09;2.7.8,2.7083005282868555e-10;2.7.7,2.63350036222576e-10;1.8.4,2.5016699822799637e-10"
R13112,"4.2.3,0.626499593257904;4.3.1,0.11554733663797379;4.3.2,0.10891478508710861;2.3.1,0.042991310358047485;1.14.13,0.03442082181572914"
R04204,"4.2.1,0.9979370832443237;2.3.1,0.0008332773577421904;1.1.1,0.00035929569276049733;2.1.1,0.000177541674929671;1.-.-,0.00016018198220990598"
R05629,"2.3.1,0.13771121203899384;2.7.4,0.1075223982334137;2.4.1,0.07033617049455643;5.1.3,0.06864075362682343;2.7.8,0.04989010840654373"
R02740,"5.3.1,0.9999351501464844;5.1.3,4.1846957174129784e-05;1.1.3,5.651144419971388e-06;2.4.1,3.477155814834987e-06;1.1.1,3.4048193811031524e-06"
R10290,"2.4.2,0.9999837875366211;2.3.1,1.4307441233540885e-05;2.7.6,9.913107987813419e-07;5.1.3,5.289082878334739e-07;2.4.-,2.4869800085980387e-07"
R05244,"1.6.5,0.5629062652587891;1.1.1,0.27873775362968445;1.8.1,0.09882482886314392;1.11.1,0.018949231132864952;1.10.99,0.012224618345499039"
R08468,"2.1.1,1.0;3.5.1,8.17515921625045e-09;2.5.1,5.803871161447205e-09;6.3.2,2.0448590043464776e-10;2.3.1,4.9417584607747145e-11"
R06272,"1.3.1,0.9997376799583435;4.99.1,0.0001652904029469937;1.3.99,7.02439938322641e-05;1.1.1,1.2210603927087504e-05;3.1.1,5.2159321057843044e-06"
R03224,"4.2.1,0.9999340772628784;2.3.1,3.0608673114329576e-05;5.4.4,1.6736792531446554e-05;5.3.3,4.430488388607046e-06;5.3.99,2.391432872173027e-06"
R13219,"1.1.1,0.9987232089042664;1.3.1,0.0005688602104783058;2.3.1,0.0004463268269319087;1.1.99,6.793839565943927e-05;1.-.-,4.8839454393601045e-05"
R07225,"1.21.3,0.9828091263771057;1.14.18,0.012725142762064934;1.-.-,0.002167902421206236;1.10.3,0.0004200646944809705;1.1.3,0.00033078118576668203"
R05554,"3.5.3,0.9989446997642517;4.3.2,0.0010132247116416693;3.5.1,1.9020731997443363e-05;3.2.1,1.358306053589331e-05;3.4.19,4.058853392052697e-06"
R08846,"4.3.1,0.4461722671985626;1.6.2,0.12127646058797836;1.3.1,0.07720981538295746;1.7.1,0.06327027082443237;1.5.1,0.05579483509063721"
R05061,"2.3.1,0.9994671940803528;3.1.1,0.0003234995238017291;2.4.1,0.0001701665751170367;1.1.1,2.0647014025598764e-05;4.2.99,9.140831025433727e-06"
R01039,"1.1.1,0.9640111327171326;1.3.1,0.03212892264127731;1.1.5,0.0019141176017001271;1.-.-,0.00041210229392163455;1.14.13,0.00026294056442566216"
R11582,"2.7.4,0.7740060091018677;2.7.1,0.19946995377540588;2.1.1,0.01891961507499218;6.2.1,0.002652202034369111;2.7.2,0.0017209263751283288"
R05218,"1.14.14,0.5678843259811401;1.3.1,0.13139498233795166;2.3.1,0.10432378202676773;1.-.-,0.06567227840423584;2.1.1,0.04769287630915642"
R09635,"2.4.1,0.9866782426834106;2.4.2,0.013316403143107891;3.2.1,4.773381988343317e-06;2.4.-,1.925234727195857e-07;2.3.1,1.70443087199601e-07"
R03300,"1.2.1,0.9989196062088013;1.1.1,0.0006746891303919256;1.8.1,0.0001084279574570246;1.2.99,9.635343303671107e-05;1.5.1,6.341808330034837e-05"
R00809,"2.4.2,0.9485915899276733;2.7.7,0.03950147330760956;2.3.1,0.007526133209466934;2.7.6,0.001738819177262485;5.1.3,0.0011900976533070207"
R11205,"2.7.8,0.9909926652908325;4.6.1,0.008669397793710232;2.3.1,0.00017766476958058774;2.7.-,2.9997087040101178e-05;2.7.1,2.4721310182940215e-05"
R10959,"2.1.1,1.0;2.3.1,5.4305143715183135e-11;2.5.1,1.969610065322147e-11;6.3.2,8.088105706016702e-12;3.3.1,4.079035286624899e-12"
R02667,"2.1.1,1.0;2.3.1,2.1728636667717183e-09;2.5.1,7.845162297570596e-10;1.97.1,3.526292036148959e-10;6.3.2,1.3254072839252728e-10"
