Reaction,All ECs
153,1.1.1.120;1.1.1.292;1.11.1.1|1.11.1.2;1.1.1.359;1.1.1.119;1.1.1.120|1.1.1.179|1.1.1.376|1.1.1.48;1.1.1.119|1.1.1.179;1.6.3.2;1.1.1.116;1.1.1.121;1.12.1.3|1.12.1.5;1.1.1.47|1.1.1.48|1.1.1.49;1.1.1.21;1.1.1.-|1.1.1.215
154,2.1.1.10;1.1.1.124|1.1.1.138|1.1.1.14|1.1.1.67|1.1.99.11|1.14.13.50|2.1.1.280|2.5.1.18|2.5.1.48|2.7.1.59|3.2.1.14|3.2.1.165|4.1.3.3|4.2.1.66|5.1.3.8
155,2.7.1.90;2.7.4.27
156,3.5.1.135;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16
157,1.5.1.27;1.11.1.1|1.11.1.2;1.12.1.3|1.12.1.5;1.7.1.14;1.6.3.2;1.1.1.318;1.14.13.240;1.3.1.77;1.8.1.15|1.8.1.9
158,6.3.2.40;5.1.1.11;6.3.-.-|6.3.2.52;6.3.2.50;2.7.1.11|2.7.1.20|2.7.1.74
159,1.1.1.157|1.1.1.35;1.1.1.100|1.1.1.157;1.1.1.157|1.1.1.36
160,2.3.1.258;2.3.1.180
161,5.2.1.1;3.5.1.107;3.7.1.-|3.7.1.20|3.7.1.5;3.7.1.23;3.7.1.2;6.3.2.46;1.3.5.1|1.3.5.4;1.3.1.6;1.3.5.4;1.3.3.4;1.3.4.1|1.3.98.2
162,1.14.19.49;1.14.19.56;1.14.14.15;1.14.19.9;1.14.19.60;2.1.1.74
163,1.6.5.11|1.6.5.2|1.6.5.9
164,2.7.1.219;2.7.1.220;2.7.1.16;2.7.1.53;2.7.1.16|2.7.1.47;2.7.1.12;2.7.1.13;2.7.1.13|2.7.1.178|2.7.1.45;2.7.1.178|2.7.1.58;2.7.1.215;2.7.1.1|2.7.1.15|2.7.1.2|2.7.1.4
165,4.1.3.44;2.8.4.3
166,2.1.1.114;2.1.1.-|2.1.1.222
167,1.1.1.328;1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17
168,1.6.5.2;5.5.1.24
169,1.14.19.59;1.14.19.58;1.14.19.56;1.14.19.9;1.14.14.15;1.14.19.60;2.1.1.74
170,4.1.1.-|4.1.1.75;4.1.1.1|4.1.1.7;1.13|1.13.12.19;2.6.1.19;4.1.1.71;2.2.1.9|2.5.1.64|4.1.1.71|4.1.3.-|4.2.99.20
171,2.1.1.137;2.1.1.198;2.1.1.186
172,4.1.2.57;4.1.2.13
173,2.4.1.111;2.4.1.234;2.4.1.126;2.4.1.91;2.4.1.-|2.4.1.286;2.4.1.357;2.4.1.238;2.4.1.237;2.4.1.115;2.4.1.294;2.4.1.17;2.4.1.271;2.4.1.309;2.4.1.293;2.4.1.13|2.4.1.14
174,1.14.14.42;1.14.14.28;1.14.14.3;1.14.14.-|1.14.14.13;1.14.14.5;1.14.14.46;1.14.14.15;1.14.19.56;1.5.1.39;1.14.19.9;1.14.14.108;1.14.14.30;1.14.99.46;1.13.12.24;1.14.14.35
175,5.1.3.3;5.1.3.44;3.2.1.22;2.7.1.1|2.7.1.15;2.7.1.204
176,1.13.11.80;1.14.19.24;1.14.19.5;4.4.1.26;2.3.1.246;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16
177,1.3.1.105;1.11.1.1|1.11.1.2;1.6.3.2;1.12.1.3|1.12.1.5;1.6.5.4;1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4
178,1.3.1.107;1.6.5.-|1.6.5.9;1.3.1.77;1.6.5.-|1.6.5.3|1.6.5.9;1.11.1.1;1.6.5.2
179,1.13.11.55;1.13.11.18;1.15.1.1
180,1.14.13.81;1.14.13.70;1.14.14.18|1.14.99.3;1.14.13.72;1.14.13.246;1.14.13.90;1.14.13.122;1.13.12.17;1.1.1.170|1.1.1.270|1.14.13.72|1.14.18.9
181,2.5.1.149|2.5.1.cb;2.5.1.137;2.5.1.136;2.5.1.75
182,2.3.1.156;2.3.1.-|2.3.1.74;2.3.1|2.3.1.39|2.3.1.74
183,2.4.99.20|3.2.2.5;3.5.1.19|3.5.1.4;6.3.1.5|6.3.5.1
184,6.2.1.1|6.2.1.17
185,2.3.1.180
186,1.2.7.8;1.2.7.1;1.2.4.2|1.8.1.4|2.3.1.61
187,2.7.1.225|2.7.1.bm;6.3.2.14;2.7.1.226|2.7.1.bn;2.7.1.31;2.7.1.219;2.7.1.220;2.7.1.39
188,1.14.14.7|1.14.19.9;1.14.19.56;1.14.19.58;1.14.19.59;1.14.14.15;1.14.19.60;1.14.19.49;2.1.1.74
189,2.7.7.77
190,2.7.1.207;2.7.1.69;2.7.1.201|2.7.1.69;1.11.1.13|1.16.3.-|2.4.1.25|2.4.1.63|2.4.1.8|3.1.3.90|3.2.1.20|4.2.1.131;3.2.1.23
191,1.1.1.128|1.1.1.264;1.1.1|1.1.1.69;1.1.1.58;1.1.1.57;1.1.1.380;1.1.1.414;1.1.1.21;1.1.1.-|1.1.1.215;1.1.1.124|1.1.1.138|1.1.1.21|1.1.1.287|1.1.1.67|1.1.99.11|1.14.13.50|2.5.1.18|2.7.1.59|3.2.1.14|3.2.1.165|4.1.3.3|4.2.1.66|5.1.3.8;1.1.1.289
192,1.16.3.1;1.14.99.33;1.14.19.39;1.13.11.49;1.14.19.38;1.14.13.79;1.14.99.9;1.14.13.72;1.14.13.246;1.14.13.70
193,2.1.4.1;2.1.4.3;3.5.3.25;2.1.3.3
194,3.1.1.1|3.1.1.88
195,1.13.12.-|1.14.13.178;1.6.3.5;1.14.13.225|1.6.3.1;1.6.3.2;1.13.12.-|1.14.13.179|1.14.14.1
196,2.5.1.19
197,1.1.1.1
198,2.3.1.190;1.2.1.10;1.3.1.44
199,1.1.1.2|1.1.1.61|1.2.1.16;1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3
200,3.1.1.105|3.1.1.x;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16
201,2.3.1.62;2.3.1.135;3.1.1.32;2.3.1.23;2.7.8.27;2.3.1.43;3.1.1.5
202,2.2.1.13;5.3.1.1
203,2.7.8.46;2.4.99.14;2.4.99.13;1.14.14.18|1.14.99.3;1.8.1.2|1.8.2.2;1.7.1.4;1.14.99.9;1.8.2.2
204,2.5.1.92;2.5.1.10;2.5.1.29
205,2.1.1.146|2.1.1.279;2.1.1.323;2.1.1.104;2.1.1.169|2.1.1.68;2.1.1.116;2.1.1.240;2.1.1.-|2.1.1.291;2.1.1.338;2.1.1.336;2.1.1.267;2.1.1.42;2.1.1.118;2.1.1.132;2.1.1.-|2.1.1.169|2.1.1.175;2.1.1.89;2.1.1.128;2.1.1.6;2.1.1.65;2.1.1.283;2.1.1.110;2.1.1.114;2.1.1.222
206,1.1.1.259|1.1.1.35
207,2.6.1.107|2.6.1.57;2.6.1.42|2.6.1.6;2.6.1.72;2.6.1.1|2.6.1.27|2.6.1.42|2.6.1.5|2.6.1.57|2.6.1.58|2.6.1.9
208,2.7.1.87;2.7.1.72;2.3.1.193;6.3.2.25;6.3.1.14|6.3.2.22;6.3.2.29;6.3.2.60|6.3.2.M4;6.3.2.43;6.3.4.14;6.3.4.14|6.4.1.1;6.3.4.3
209,2.1.1.159|2.1.1.160;1.14.13.178;2.1.1.349;2.1.1|2.1.1.374;2.1.1.137;2.1.1.53;2.1.1.129;5.3.3.5;2.1.1.85;2.1.1.343;2.1.1.354|2.1.1.355|2.1.1.59|2.1.1.60
210,5.3.3.8;1.3.1.124;1.3.1.34;1.3.3.6;1.3.1.8
211,3.1.3.89;3.1.3.34;4.2.3.-|4.2.3.124;4.2.3.2;4.2.3.3
212,1.13.11.2;1.13.11.16;1.13.11.-|1.13.11.1|1.13.11.M6;1.13.11.39;1.13.11.25|1.13.11.39;1.13.11.15;1.13.11.37;1.13.11.3;1.13.11.57|1.13.11.8;1.13.11.-|1.13.11.29;1.13.11.66;1.13.11.64;1.13.11.4
213,1.6.5.4;1.11.1.1|1.14.12.17;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3
214,1.14.14.-|1.14.14.13;1.14.14.3;1.14.14.28;1.14.14.5;1.14.14.46;1.14.14.15;1.14.19.56;1.5.1.39;1.14.14.108;1.14.99.46;1.14.14.155;1.14.14.30;1.13.12.16;1.14.19.9;1.14.14.22
215,1.1.1|1.1.1.2|1.1.1.21|1.1.1.72;1.14.13.225|1.6.3.1;1.1.1.21;1.8.4.2;1.11.1.1|1.11.1.2;1.6.3.5;1.12.1.3|1.12.1.5;1.1.1.289;1.6.3.2;1.14.12.17
216,1.8.4.13|1.8.4.14;1.8.4.12
217,4.2.1.128;5.4.99.41;5.4.99.55;5.4.99.39;5.4.99.32;5.4.99.35;5.4.99.50;4.2.1.123;5.4.99.8;5.4.99.36;5.4.99.52;5.4.99.33;5.4.99.47;4.2.1.129|5.4.99.17;5.4.99.56;5.4.99.46;5.4.99.51;5.4.99.7;4.2.1.124;5.4.99.37;5.4.99.48;5.4.99.31;5.4.99.65;4.2.1.-|4.2.1.137;3.1.7.4;5.4.99.38;4.2.3.96;4.2.3.176;4.2.3.42;3.2.1.191|3.2.1.193|3.2.1.z;1.14.14.17;4.2.3.146;4.2.3.158;4.2.3.178;1.14.14.126;1.3.1.96|2.5.1.21
218,1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17
219,1.13|1.13.12.19;1.14.11.67;1.14.11.7;1.14.20.15;1.14.11.16;1.14.11.2;1.14.11.37;1.14.11.30;1.14.11.2|1.14.11.29;1.14.11.27|1.14.11.65;1.14.11.58;1.14.11.27|1.14.11.65|1.14.11.66|1.14.11.67;1.14.11.63;1.14.11.73
220,5.1.1.7
221,1.14.15.15;1.14.15.29;1.14.14.78;1.14.15.28;1.1.1.170|1.1.1.270|1.14.13.72|1.14.18.9;1.14.13.246;1.14.13.70;1.14.99.9;1.14.13.79;1.13.11.24;1.14.13.90;1.14.14.18;1.13.12.17
222,1.14.13.84;4.1.99.5;1.5.1.43;1.14.14.43|1.14.14.45;1.14.13.54;1.14.14.1
223,4.2.1.-|4.2.1.136;3.6.1.55|3.6.1.58;2.7.1.40|2.7.9.2
224,1.1.1.124|1.1.1.138|1.1.1.14|1.1.1.67|1.1.99.11|1.14.13.50|2.1.1.280|2.5.1.18|2.5.1.48|2.7.1.59|3.2.1.14|3.2.1.165|4.1.3.3|4.2.1.66|5.1.3.8
225,2.1.1.321;2.1.1.126|2.1.1.321;2.1.1.137;2.1.1.320;2.1.1.319;2.1.1.322;2.1.1.297|2.1.1.298
226,1.11.1.13|1.16.3.-|2.4.1.25|2.4.1.63|2.4.1.8|3.1.3.90|3.2.1.20|4.2.1.131;3.2.1.23
227,2.3.1.151;2.3.1.151|2.3.1.177|2.3.1.220;2.3.1.290;2.3.1.289;2.3.1|2.3.1.39|2.3.1.74
228,3.1.4.44|3.1.4.46;2.7.7.39;2.3.1.15|2.3.1.51|2.7.7.41|2.7.8.11
229,6.3.4.16|6.3.5.5
230,2.3.1.149;2.3.1.23|2.3.1.63;3.1.1.4
231,1.14.15.25;1.14.14.1
232,1.5.1.33;1.11.1.1|1.11.1.2;1.6.3.2;1.12.1.3|1.12.1.5;1.5.1.34;1.5.1.3;2.1.1.148
233,2.4.2.37;2.4.2.31;3.2.2.5|3.2.2.6;2.4.2.36;2.4.2.60
234,3.2.2.10;3.2.2.3|3.2.2.8;3.2.2.-|3.2.2.8;2.4.2.6;3.1.27.3;3.2.2.4;2.4.2.2|2.4.2.3|2.4.2.4
235,2.7.1.207;2.7.1.69;2.7.1.201|2.7.1.69;1.11.1.13|1.16.3.-|2.4.1.25|2.4.1.63|2.4.1.8|3.1.3.90|3.2.1.20|4.2.1.131;3.2.1.23
236,1.1.1.159|1.1.1.50;1.1.1.201;1.1.1.1
237,2.7.1.106;2.7.1.106|5.4.2.2;5.4.2.10|5.4.2.6
238,3.2.1.204;3.2.1.101;3.2.1.152;3.2.1.11;3.2.1.20|3.2.1.70;3.2.1.57;3.2.1.10;3.2.1.164;3.2.1.26
239,2.4.1.251;2.4.1.252;2.4.1.348;2.4.1.308;2.4.1.257;2.4.1.132;2.4.1.131;2.4.1.142;2.4.1.54;2.4.1.32;2.4.1.309;2.4.1.305;2.4.1.343;2.4.1.304;2.4.1.361;2.4.1.122|2.4.1.307;2.4.1.270;2.4.1.36;2.4.1.246;2.4.1.264;2.4.1.217;2.4.1.-|2.4.1.266;2.4.1.13;2.4.1.60;2.4.1.269;2.4.1.83
240,2.5.1.128;2.5.1.79;2.5.1|2.5.1.104|2.5.1.16
241,5.4.99.5;2.6.1.85;2.6.1.57;5.4.99.67;4.1.3.40;4.1.3.45
242,6.4.1.4;6.4.1.5;6.4.1.3;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16
243,2.4.99.13;2.4.99.1;2.7.8.46;2.4.99.12;3.5.4.12;2.7.8.45;2.7.8.32;2.7.8.39;2.4.99.7;2.4.1|2.4.1.58;2.4.99.8;2.4.99.6;2.7.6.1
244,6.3.1.14;6.1.1.19
245,1.8.1.13;1.3.1.10|1.3.1.39;1.2.1.44;1|1.14.13.39|1.14.14.1|1.16.1.7|1.18.1.2|1.6.2.2;1.16.1.1;1.3.1.32;1.13.12.-|1.14.13.210
246,5.3.1.4|5.3.1.5
247,1.14.14.28;1.14.14.3;1.14.14.-|1.14.14.13;1.14.14.46;1.14.19.56;1.14.14.15;1.5.1.39;1.14.14.130;1.14.14.5;1.14.14.108;1.14.99.46;1.14.14.30;1.13.12.16;1.14.14.33
248,4.2.99.23;4.2.99.22;2.3.1.79;5.1.3.3;5.1.3.44;2.4.1.25;3.2.1.46;3.2.1.45;4.2.2.13;3.2.1.22
249,2.5.1.52;2.5.1.144|2.5.1.47;4.4.1.11;2.5.1.47|2.5.1.49|4.2.99.8;2.5.1.134;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16
250,2.7.7.69|2.7.7.78;2.7.7.22|2.7.7.69;2.7.7.37;2.7.7.99;2.7.7.53;2.7.7.33;2.7.7.30;2.7.7.13;2.7.7.24|2.7.7.9;2.7.7.24
251,6.3.2.3;6.3.2.2|6.3.2.3;6.3.4.6;6.4.1.8
252,1.2.1.-|1.2.1.18|1.2.1.75;1.2.1.50;2.3.1.94;1.3.1.-|2.3.1.170|2.3.1.74;2.3.1.119;2.3.1.239
253,1.11.1.7
254,1.1.1.144;1.1.1.71;1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17
255,1.16.1.1;1|1.14.13.39|1.14.14.1|1.16.1.7|1.18.1.2|1.6.2.2;1.3.1.32;1.2.1.44;1.13.12.-|1.14.13.210;1.8.1.13
256,2.1.1.137;2.1.1.198;2.1.1.186
257,2.4.2.37;2.4.2.31;3.2.2.5|3.2.2.6;2.4.2.36;2.4.2.60
258,2.4.1.37;2.4.1.87;2.4.1.-|2.4.1.301;2.4.1.22;2.4.1.239;2.4.1.38|2.4.1.90;2.4.1.338;2.4.1.-|2.4.1.284;2.4.1.-|2.4.1.297;2.4.1.245;2.4.1.122|2.4.1.307;2.4.1.13;2.4.1.15
259,1.1.1.154|1.1.1.350;1.6.3.2;1.12.1.3|1.12.1.5;1.11.1.1|1.11.1.2;1.1.1.375;1.1.1.272;1.4.1.1|1.4.1.10|1.4.1.12|1.4.1.15|1.4.1.19|1.4.1.2|1.4.1.20|1.4.1.3|1.4.1.4|1.4.1.5|1.4.1.7|1.4.1.8|1.4.1.9
260,1.5.3.21;1.4.3.13;1.4.3.4;1.8.3.5;1.4.3.2;1.4.3.3;1.1.3.15
261,2.8.1.8
262,2.7.4.14|2.7.4.22|2.7.4.25|2.7.4.4|2.7.4.8
263,1.14.11.64;1.13|1.13.12.19;1.14.11.4;1.14.11.25;1.14.11.21;1.14.11.45;1.14.11.41;1.14.11.40;1.14.11.24;1.14.11.22;1.14.11.36;1.13.12.24;1.14.11.18;1.14.14.117;1.14.11.9;1.14.11.8;1.14.11.-|1.14.11.55;1.14.11.28;1.14.11.6;1.14.11.-|1.14.11.35;1.14.11.26;1.14.11.37;1.14.11.17;1.14.11.20;1.14.11.38;1.14.11.31;1.14.11.32
264,1.1.1.108;1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17
265,1.14.11|1.14.11.-|1.14.11.15;1.14.11|1.14.11.-|1.14.11.13;1.14.14.133;1.14.12.-|1.14.12.26;1.14.12.12;1.14.12.3;1.14.12.18;1.14.13.129;1.13.11.-|1.14.12.-|1.14.12.25;1.14.12.19;1.14.12.-|1.14.12.10;1.14.13.79;1.14.12.15;1.14.12.7;1.14.13.147;1.14.99.9
266,2.6.1.1|2.6.1.19|2.6.1.42|2.6.1.5|2.6.1.57
267,1.6.5.4;1.1.1.1
268,1.8.3.5|1.8.3.6;1.4.3.13;1.4.3.2;1.4.3.3;1.2.3.1
269,1.14.11.9;1.14.11.67;1.14.20.6;1.14.11.27|1.14.11.65|1.14.11.67;1.14.11.27|1.14.11.65|1.14.11.66|1.14.11.67;1.14.11.66|1.14.11.68|1.14.11.69
270,1.14.11.67;1.14.11.16;1.14.11.27;1.14.11.65;1.14.11.39;1.14.11.68;1.14.11.66;1.14.11.69;1.14.11.30;1.14.11.33;1.14.11.53;1.14.11.51;1.14.11.9
271,2.4.1.203;2.4.1.215;2.4.2.40;2.4.1|2.4.1.85;2.4.1.-|2.4.1.330;2.4.1.46;2.4.1.241;2.4.1.239;2.4.1.220;2.4.1.111;2.4.1.194;2.4.1.218;2.4.1.128;2.4.1.35;2.4.1.126;2.4.1.202;2.4.1.90;2.4.1.-|2.4.1.323;2.4.1.38|2.4.1.90;1.11.1.13|1.16.3.-|2.4.1.25|2.4.1.63|2.4.1.8|3.2.1.20|4.2.1.131;2.4.1.63
272,1.14.14.103;2.1.1.94;1.14.14.50;2.3.1.160;1.13.11.48;1.14.13.224;1|1.1.1|1.1.1.10|1.1.1.149|1.1.1.184|1.1.1.2|1.1.1.62|1.1.1.n11;1.1.1|1.1.1.51
273,3.5.3.18;1.14.13.39;1.5.8.2;1.5.8.1;1.14.14.47;3.5.3.18|3.5.3.6
274,6.2.1.1|6.2.1.17
275,2.5.1.74;2.5.1.-|2.5.1.117;2.5.1.116;2.5.1.32;2.5.1.-|2.5.1.115;2.5.1.103|2.5.1.21|2.5.1.96;4.2.3.148;4.2.3.188;2.5.1.130;4.2.3.-|4.2.3.130;4.2.3.-|4.2.3.104;4.2.3.59;4.2.3.55
276,2.7.1.64;2.7.1.151;2.7.1.95;2.7.1.46;2.7.1.127;2.7.1.159;2.7.1.52;2.7.1.2|2.7.1.6
277,1.14.13.107;1.14.12.17;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.6.3.5;1.14.13.225|1.6.3.1
278,1.10.3.9
279,1.6.3.5;1.14.13.225|1.6.3.1;1.14.99.33;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.12.12;1.14.12.3;1.14.12.1
280,1.1.1|1.1.1.27|1.1.1.28
281,2.8.2.-|2.8.2.24;2.8.2.-|2.8.2.38;1.8.4.8;2.8.2.1;2.8.2.25;2.8.2.15|2.8.2.4;2.8.2.27;2.8.2.-|2.8.2.39;2.8.2|2.8.2.14|2.8.2.15|2.8.2.2;2.8.2.11;2.8.2.36;2.8.2.1|2.8.2.3;2.8.2.5;2.8.2.35;2.8.2.17
282,2.4.2.43;2.7.4.29;2.4.2.53|2.7.8.30;2.7.8.31;2.7.8.6;2.4.1.54;2.7.8.40;2.7.8.33;2.7.1.66;2.7.8.36;3.6.1.27
283,4.2.3.107;4.2.3.105;4.2.3.120;4.2.3.119;4.2.3.121;4.2.3.117;2.5.1.10;2.5.1.20;4.2.3.51;4.2.3.114
284,4.1.3.22;2.3.1.182|2.3.3.13
285,1.1.1.25|1.1.1.282;4.2.1.144;1.13.11.8;1.13.11.3;1.3.1.53
286,2.5.1.136;2.5.1.137;2.5.1.75
287,3.5.5.1;6.3.4.20
288,1.2.1.3|1.2.1.5;1.2.1.3;1.2.1.29;1.6.5.4
289,1.14.13.216;1.6.3.2;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.14.43|1.14.14.45;1.14.14.1
290,2.1.1.334;2.1.1.67;2.1.1.132;2.1.1|2.1.1.10;2.1.1.9;2.1.1.156;2.1.1.162;2.1.1.137;2.1.1.156|2.1.1.162|2.1.1.20;2.1.1.49;2.1.1.44;2.1.1.-|2.1.1.280|2.1.1.9;2.1.1.340;2.1.1.53
291,2.1.1.103;2.1.1.345;2.1.1.-|2.1.1.156|2.1.1.157|2.1.1.162;2.1.1.6|2.1.1.68;2.1.1.129;2.1.1.240;2.1.1.49;2.1.1.9;2.1.1.67;2.1.1.-|2.1.1.340;2.1.1.71
292,2.3.1.234
293,1.21.3.7|1.3.3.-;1.21.3.8;1.3.3.6;1.8.3.5;1.4.3.13;1.14.18.1;1.1.3.20;1.1.3.15;1.3.3.16
294,3.2.1.208|3.2.1.au;3.2.1.170|3.2.1.M20;2.4.1.352;2.4.1.268;2.4.1.269;2.4.1.25;3.2.1.74;3.2.1.20|3.2.1.70;2.4.1.-|2.4.1.266;3.2.1.20|3.2.1.21
295,2.7.7.33;2.7.7.24;2.7.7.24|2.7.7.9;2.7.7.74;2.7.7.44|2.7.7.64;2.7.7.30;2.7.7.23
296,3.1.2.32;1.13.11.80;2.3.1.13|2.3.1.192;2.3.1.171;4.4.1.26;2.3.1.119;6.2.1.4;6.3.2.50;2.3.3.5;2.3.3.1|2.3.3.5|4.1.3.31;1.2.4.2|1.8.1.4|2.3.1.61
297,1.1.1.141;1.1.1.197;1.6.3.2;1.11.1.1|1.11.1.2;1.12.1.3|1.12.1.5;1.1.1.-|1.1.1.100|2.3.1.85|2.3.1.86;1.1.1.184;1.6.5.4
298,2.3.1.200;2.3.1.204;6.3.1.20;2.3.2.26
299,5.-.-.-|5.1.99.7|5.1.99.d;3.6.1|3.6.1.-|3.6.1.67;3.1.3.1;3.5.4.16
300,1.14.13.39;6.3.5.11;2.6.1.19;6.3.5.9;6.3.5.10;6.3.5.-|6.3.5.13;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16
301,2.4.1.-|2.4.1.326;2.4.1.-|2.4.1.327;2.4.1.311;2.4.1.325;2.4.1.277;2.4.1.278;2.4.1.-|2.4.1.328;2.4.1.-|2.4.1.318;2.4.1.-|2.4.1.289;2.4.1.316;2.4.1.331;2.4.1.317;2.4.1.302;2.4.1.13;2.4.2.27;2.7.1.23
302,1.14.20.14;1.14.11.67;1.14.11.66|1.14.11.67|1.14.11.68|1.14.11.69;1.14.11.33;1.14.11.51;1.14.11.27|1.14.11.65|1.14.11.66|1.14.11.67;1.14.11.53;1.14.11|1.14.11.-|1.14.11.15;1.14.20.15;1.14.11|1.14.11.-|1.14.11.13
303,2.1.1.162;2.1.1.156;2.1.1.156|2.1.1.162|2.1.1.20;2.1.1.157;2.1.1.-|2.1.1.157|2.1.1.161|2.1.1.162;2.1.1.49;2.1.1.334;2.1.1.15;2.1.1.44;2.1.1.129;2.1.1.340;5.3.3.5;2.1.1.103;2.1.1.301;2.1.1.144|2.1.1.145;2.1.1.354;2.1.1.127
304,1.1.1.213|1.1.1.357|1.1.1.50;1.1.1.270;1.1.1|1.1.1.105|1.1.1.184|1.1.1.2|1.1.1.209|1.1.1.210|1.1.1.213|1.1.1.357|1.1.1.50|1.3.1.20;1.1.1.184;1.1.1.184|1.1.1.209|1.1.1.210|1.1.1.213|1.1.1.50;1.1.1.149|1.1.1.209|1.1.1.213|1.1.1.357|1.1.1.50
305,2.5.1.153;3.1.7.12;4.2.3.77;4.2.3.67;4.2.3.75;3.1.7.4;2.5.1.137;4.2.3.-|4.2.3.25|4.2.3.48;4.2.3|4.2.3.26;2.5.1.74;2.5.1.136;2.5.1.75
306,4.99.1.2;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16
307,4.1.99.16;4.1.99.16|4.2.3.-|4.2.3.22;1.14.14.148;1.14.14.141;1.13.12.16;4.1.2.46|4.1.2.47;1.1.99.36;1.1.1.-|1.1.1.1|1.1.1.184|1.1.1.2|1.1.1.M22
308,4.1.99.1|4.2.1.13|4.2.1.22|4.2.3.1|4.3.1.15|4.3.1.17|4.3.1.19;4.3.1.15|4.3.1.18
309,1.14.11.32;1.14.11.31;1.14.11.67;1.14.11.33;1.14.11.65;1.14.11.27;1.14.11.66|1.14.11.67|1.14.11.68|1.14.11.69;1.14.11.51;1.14.11.53;1.14.11.20;1.14.11.-|1.14.11.61;1.14.11.60;1.14.11.43;1.14.11.59|1.14.20.2;1.14.11.44;1.14.11.58;1.14.11.22;1.14.11.9
310,1.11.1.27;1.11.1.12;1.11.1.15;1.11.1.9;1.8.4.2;1.11.1.12|2.5.1.18;2.8.1.3
311,2.7.2.10|2.7.2.3
312,6.3.5.11;6.3.5.9;6.3.5.-|6.3.5.13;6.3.5.10;6.3.2.14;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16
313,1.2.1.78;1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.2.1.-|1.2.1.3|1.2.1.65
314,2.7.1.219;2.7.1.220;2.7.1.16;2.7.1.53;2.7.1.16|2.7.1.47;2.7.1.12;2.7.1.13;2.7.1.13|2.7.1.178|2.7.1.45;2.7.1.178|2.7.1.58;2.7.1.215;2.7.1.1|2.7.1.15|2.7.1.2|2.7.1.4
315,2.4.1.32;2.4.1.304;2.4.1.365|2.4.1.du;2.4.1.239;2.4.1.272;2.4.1.123;2.4.1.356;2.4.1.305;2.4.1.343;2.4.1.13|2.4.1.14;2.4.1.228;2.4.1.276;2.4.1.187;2.4.1.309;2.4.1|2.4.1.58;2.4.1.-|2.4.1.301;2.4.1|2.4.1.44;2.4.1.293;2.4.1.180
316,6.2.1.30;6.2.1.2;2.7.1.74;3.6.1|3.6.1.12|3.6.1.23|3.6.1.55|3.6.1.65|3.6.1.8|3.6.1.9
317,1.8.3.7;2.8.1.3;1.16.9.1;2.1.1.96;4.4.1.14;1.14.13.-|1.14.13.148|1.14.13.M46;4.4.1.9;2.5.1.48;4.2.1.22;2.1.1.9;1.11.1.15;4.4.1.3;2.1.1.334;2.1.1.251;1.14.13.131;1.17.98.4;4.4.1.4
318,2.7.7.47;2.7.7.85;3.6.1.19;2.7.7.27
319,3.5.1.17;5.1.1.5|5.1.1.9;3.4.11.15;3.4.13.4;3.4.16.6|3.4.17.10|3.4.17.12|3.4.17.2|3.4.17.20|3.4.17.22;2.6.1.36;2.6.1.21;3.5.1.130|3.5.1.ai;3.4.11.2
320,2.3.1.180
321,3.2.1.122;2.4.1.64;2.4.1.231;3.2.1.20|3.2.1.70;2.4.1.245;3.2.1.74;3.2.1.85;3.2.1.58
322,2.3.1.250;2.3.1.15
323,2.7.1.-|2.7.1.177;2.7.11.11|2.7.12.2;2.7.1|2.7.1.-|2.7.1.165|2.7.1.31;2.7.1.100
324,2.3.1.157|2.3.1.4
325,3.8.1.7;2.3.1.289;2.3.1.290;2.3.1.151|2.3.1.177|2.3.1.220;3.8.1.6;2.3.1|2.3.1.39|2.3.1.74
