reaction_id,BEC-Pred_Prediction,SIMMER_SIMMER pred,CLAIRE_predictions,SelenzymeRF_All ECs,Scaffold_ground_truth_REACTION_ID,Scaffold_ground_truth_true_EC,merged_output_BEC-Pred_Prediction,merged_output_SIMMER_SIMMER pred,merged_output_CLAIRE_predictions,merged_output_SelenzymeRF_All ECs,merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_CLAIRE_predictions,merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_CLAIRE_predictions,merged_output_merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_CLAIRE_predictions,merged_output_merged_output_merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_merged_output_theia_Prediction,merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_theia_Prediction,merged_output_merged_output_merged_output_ec,merged_output_merged_output_theia_Prediction,merged_output_merged_output_ec,merged_output_theia_Prediction,merged_output_ec,theia_Prediction,ec
38260,4.1.3,4.1.3,4.1.3;2.1.2;4.1.2;3.5.4,4.1.3.24;2.8.3.8;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,,,4.1.3,4.1.3,4.1.3;2.1.2;4.1.2;3.5.4,4.1.3.24;2.8.3.8;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,,,1.14.11,4.1.3,4.1.3;2.1.2;4.1.2;3.5.4,4.1.3.24;2.8.3.8;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,,,1.14.11,4.1.3,3.5.2;3.5.1;2.1.2;3.1.2,4.1.3.24;2.8.3.8;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,,,1.14.11,4.1.3,3.5.2;3.5.1;2.1.2;3.1.2,4.1.3.24;2.8.3.8;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,,,2.8.3,4.1.3,,,2.8.3,4.1.3,,,2.8.3,,,,4.1.3.24,4.1.3.24,4.1.3.24,"5.4.99,0.5330731272697449;2.3.1,0.1659134328365326;4.1.3,0.1328827291727066;5.3.3,0.04609280079603195;2.3.3,0.013548506423830986",4.1.3.24,5.4.99;2.3.1;4.1.3;5.3.3;2.3.3,4.1.3.24,5.4.99;2.3.1;4.1.3;5.3.3;2.3.3,4.1.3.24,5.4.99;2.3.1;4.1.3;5.3.3;2.3.3,4.1.3.24,5.4.99;2.3.1;4.1.3;5.3.3;2.3.3,4.1.3.24
38268,5.3.3,5.3.3,5.1.2;2.8.3;5.1.3;5.3.1,1.3.1.95;2.3.1.86;2.8.3.8;1.3.1.38;1.3.3.6;1.3.8.8;1.3.1.8;1.3.99.13|1.3.99.3;1.3.1.44;1.3.8.5;4.2.1.17,,,5.3.3,5.3.3,5.1.2;2.8.3;5.1.3;5.3.1,1.3.1.95;2.3.1.86;2.8.3.8;1.3.1.38;1.3.3.6;1.3.8.8;1.3.1.8;1.3.99.13|1.3.99.3;1.3.1.44;1.3.8.5;4.2.1.17,,,5.4.99,5.3.3,5.1.2;2.8.3;5.1.3;5.3.1,1.3.1.95;2.3.1.86;2.8.3.8;1.3.1.38;1.3.3.6;1.3.8.8;1.3.1.8;1.3.99.13|1.3.99.3;1.3.1.44;1.3.8.5;4.2.1.17,,,5.4.99,5.3.3,2.7.8;2.4.3;3.6.2;3.6.1,1.3.1.95;2.3.1.86;2.8.3.8;1.3.1.38;1.3.3.6;1.3.8.8;1.3.1.8;1.3.99.13|1.3.99.3;1.3.1.44;1.3.8.5;4.2.1.17,,,5.4.99,5.3.3,2.7.8;2.4.3;3.6.2;3.6.1,1.3.1.95;2.3.1.86;2.8.3.8;1.3.1.38;1.3.3.6;1.3.8.8;1.3.1.8;1.3.99.13|1.3.99.3;1.3.1.44;1.3.8.5;4.2.1.17,,,5.4.99,5.3.3,,,5.4.99,5.3.3,,,5.4.99,,,,5.4.1.3,5.4.1.3,5.4.1.3,"2.8.3,0.6614131331443787;4.2.1,0.24768492579460144;5.3.3,0.013221998699009418;2.7.4,0.012898148037493229;2.3.1,0.012263362295925617",5.4.1.3,2.8.3;4.2.1;5.3.3;2.7.4;2.3.1,5.4.1.3,2.8.3;4.2.1;5.3.3;2.7.4;2.3.1,5.4.1.3,2.8.3;4.2.1;5.3.3;2.7.4;2.3.1,5.4.1.3,2.8.3;4.2.1;5.3.3;2.7.4;2.3.1,5.4.1.3
38348,2.6.1,2.6.1,2.6.1;2.8.3;4.1.2;1.14.11,2.6.1.72;2.6.1.7;2.6.1.27;2.6.1.1|2.6.1.2|2.6.1.5;2.6.1.2|2.6.1.21;2.6.1.21,,,2.6.1,2.6.1,2.6.1;2.8.3;4.1.2;1.14.11,2.6.1.72;2.6.1.7;2.6.1.27;2.6.1.1|2.6.1.2|2.6.1.5;2.6.1.2|2.6.1.21;2.6.1.21,,,2.6.1,2.6.1,2.6.1;2.8.3;4.1.2;1.14.11,2.6.1.72;2.6.1.7;2.6.1.27;2.6.1.1|2.6.1.2|2.6.1.5;2.6.1.2|2.6.1.21;2.6.1.21,,,2.6.1,2.6.1,2.3.1;3.1.1;2.4.2;2.7.4,2.6.1.72;2.6.1.7;2.6.1.27;2.6.1.1|2.6.1.2|2.6.1.5;2.6.1.2|2.6.1.21;2.6.1.21,,,2.6.1,2.6.1,2.3.1;3.1.1;2.4.2;2.7.4,2.6.1.72;2.6.1.7;2.6.1.27;2.6.1.1|2.6.1.2|2.6.1.5;2.6.1.2|2.6.1.21;2.6.1.21,,,2.6.1,2.6.1,,,2.6.1,2.6.1,,,2.6.1,,,,2.6.1.103,2.6.1.103,2.6.1.103,"2.6.1,0.9886677861213684;4.1.1,0.004409097600728273;1.14.11,0.0012117476435378194;5.1.1,0.001172963879071176;4.3.1,0.001062655821442604",2.6.1.103,2.6.1;4.1.1;1.14.11;5.1.1;4.3.1,2.6.1.103,2.6.1;4.1.1;1.14.11;5.1.1;4.3.1,2.6.1.103,2.6.1;4.1.1;1.14.11;5.1.1;4.3.1,2.6.1.103,2.6.1;4.1.1;1.14.11;5.1.1;4.3.1,2.6.1.103
38356,4.2.1,4.2.1,4.3.1;1.14.99;1.13.11;3.5.5,2.3.1|2.3.1.-|2.3.1.74;2.3.1.159;2.3.1.146;5.1.99.4;1.3.1.44;1.3.99.13|1.3.99.3,,,4.2.1,4.2.1,4.3.1;1.14.99;1.13.11;3.5.5,2.3.1|2.3.1.-|2.3.1.74;2.3.1.159;2.3.1.146;5.1.99.4;1.3.1.44;1.3.99.13|1.3.99.3,,,4.2.1,4.2.1,4.3.1;1.14.99;1.13.11;3.5.5,2.3.1|2.3.1.-|2.3.1.74;2.3.1.159;2.3.1.146;5.1.99.4;1.3.1.44;1.3.99.13|1.3.99.3,,,4.2.1,4.2.1,4.2.99;3.3.2;3.1.1;3.2.1,2.3.1|2.3.1.-|2.3.1.74;2.3.1.159;2.3.1.146;5.1.99.4;1.3.1.44;1.3.99.13|1.3.99.3,,,4.2.1,4.2.1,4.2.99;3.3.2;3.1.1;3.2.1,2.3.1|2.3.1.-|2.3.1.74;2.3.1.159;2.3.1.146;5.1.99.4;1.3.1.44;1.3.99.13|1.3.99.3,,,4.2.1,4.2.1,,,4.2.1,4.2.1,,,4.2.1,,,,4.2.1.175,4.2.1.175,4.2.1.175,"4.2.1,0.9696642160415649;4.1.2,0.016912540420889854;2.8.3,0.004455359652638435;5.3.3,0.0009575801668688655;1.3.3,0.0007376984576694667",4.2.1.175,4.2.1;4.1.2;2.8.3;5.3.3;1.3.3,4.2.1.175,4.2.1;4.1.2;2.8.3;5.3.3;1.3.3,4.2.1.175,4.2.1;4.1.2;2.8.3;5.3.3;1.3.3,4.2.1.175,4.2.1;4.1.2;2.8.3;5.3.3;1.3.3,4.2.1.175
38656,3.2.1,3.2.1,3.1.1;3.2.1;2.3.2;2.4.1,4.2.99.23;2.3.1.79;5.1.3.3;5.1.3.44;2.4.1.25;3.2.1.46;3.2.1.45;4.2.2.13;3.2.1.22,,,3.2.1,3.2.1,3.1.1;3.2.1;2.3.2;2.4.1,4.2.99.23;2.3.1.79;5.1.3.3;5.1.3.44;2.4.1.25;3.2.1.46;3.2.1.45;4.2.2.13;3.2.1.22,,,3.2.1,3.2.1,3.1.1;3.2.1;2.3.2;2.4.1,4.2.99.23;2.3.1.79;5.1.3.3;5.1.3.44;2.4.1.25;3.2.1.46;3.2.1.45;4.2.2.13;3.2.1.22,,,3.2.1,3.2.1,2.1.1;2.5.1;2.3.1;1.2.1,4.2.99.23;2.3.1.79;5.1.3.3;5.1.3.44;2.4.1.25;3.2.1.46;3.2.1.45;4.2.2.13;3.2.1.22,,,3.2.1,3.2.1,2.1.1;2.5.1;2.3.1;1.2.1,4.2.99.23;2.3.1.79;5.1.3.3;5.1.3.44;2.4.1.25;3.2.1.46;3.2.1.45;4.2.2.13;3.2.1.22,,,2.4.1,3.2.1,,,2.4.1,3.2.1,,,2.4.1,,,,4.2.99.23,4.2.99.23,4.2.99.23,"2.3.1,0.5486729741096497;2.4.1,0.028793012723326683;2.8.3,0.02867872826755047;2.7.8,0.026723109185695648;5.2.1,0.02000436559319496",4.2.99.23,2.3.1;2.4.1;2.8.3;2.7.8;5.2.1,4.2.99.23,2.3.1;2.4.1;2.8.3;2.7.8;5.2.1,4.2.99.23,2.3.1;2.4.1;2.8.3;2.7.8;5.2.1,4.2.99.23,2.3.1;2.4.1;2.8.3;2.7.8;5.2.1,4.2.99.23
38940,3.2.1,3.2.1,3.2.1;2.4.1;3.1.1;4.2.1,3.2.1.74;3.2.1.63;2.4.1.25;3.2.1.24;3.2.1.58;3.2.1.194;3.2.1.20|3.2.1.70,,,3.2.1,3.2.1,3.2.1;2.4.1;3.1.1;4.2.1,3.2.1.74;3.2.1.63;2.4.1.25;3.2.1.24;3.2.1.58;3.2.1.194;3.2.1.20|3.2.1.70,,,3.2.1,3.2.1,3.2.1;2.4.1;3.1.1;4.2.1,3.2.1.74;3.2.1.63;2.4.1.25;3.2.1.24;3.2.1.58;3.2.1.194;3.2.1.20|3.2.1.70,,,3.2.1,3.2.1,4.1.3;5.3.2;5.4.99;4.2.99,3.2.1.74;3.2.1.63;2.4.1.25;3.2.1.24;3.2.1.58;3.2.1.194;3.2.1.20|3.2.1.70,,,3.2.1,3.2.1,4.1.3;5.3.2;5.4.99;4.2.99,3.2.1.74;3.2.1.63;2.4.1.25;3.2.1.24;3.2.1.58;3.2.1.194;3.2.1.20|3.2.1.70,,,3.2.1,3.2.1,,,3.2.1,3.2.1,,,3.2.1,,,,3.2.1.190,3.2.1.190,3.2.1.190,"3.2.1,0.967107892036438;4.2.1,0.013859139755368233;5.4.99,0.010247312486171722;2.3.1,0.005314445588737726;3.1.1,0.0004538783978205174",3.2.1.190,3.2.1;4.2.1;5.4.99;2.3.1;3.1.1,3.2.1.190,3.2.1;4.2.1;5.4.99;2.3.1;3.1.1,3.2.1.190,3.2.1;4.2.1;5.4.99;2.3.1;3.1.1,3.2.1.190,3.2.1;4.2.1;5.4.99;2.3.1;3.1.1,3.2.1.190
38996,3.1.1,3.1.1,3.1.4;2.7.8;3.6.1;2.4.1,3.1.4.39;3.1.4.41;3.1.4.1|3.1.4.4;3.1.4.2|3.1.4.46,,,3.1.1,3.1.1,3.1.4;2.7.8;3.6.1;2.4.1,3.1.4.39;3.1.4.41;3.1.4.1|3.1.4.4;3.1.4.2|3.1.4.46,,,3.1.1,3.1.1,3.1.4;2.7.8;3.6.1;2.4.1,3.1.4.39;3.1.4.41;3.1.4.1|3.1.4.4;3.1.4.2|3.1.4.46,,,3.1.1,3.1.1,3.2.1;4.2.2;3.1.4;3.1.7,3.1.4.39;3.1.4.41;3.1.4.1|3.1.4.4;3.1.4.2|3.1.4.46,,,3.1.1,3.1.1,3.2.1;4.2.2;3.1.4;3.1.7,3.1.4.39;3.1.4.41;3.1.4.1|3.1.4.4;3.1.4.2|3.1.4.46,,,3.1.1,3.1.1,,,3.1.1,3.1.1,,,3.1.1,,,,3.1.4.4,3.1.4.4,3.1.4.4,"3.1.4,0.6060974597930908;2.7.8,0.340905100107193;3.6.1,0.04835524037480354;2.4.3,0.002558535896241665;2.7.1,0.001002029748633504",3.1.4.4,3.1.4;2.7.8;3.6.1;2.4.3;2.7.1,3.1.4.4,3.1.4;2.7.8;3.6.1;2.4.3;2.7.1,3.1.4.4,3.1.4;2.7.8;3.6.1;2.4.3;2.7.1,3.1.4.4,3.1.4;2.7.8;3.6.1;2.4.3;2.7.1,3.1.4.4
39912,2.6.1,2.6.1,2.6.1;2.8.3;2.2.1;5.4.3,2.6.1.42|2.6.1.6;2.6.1.72;2.6.1.21;2.6.1.52,,,2.6.1,2.6.1,2.6.1;2.8.3;2.2.1;5.4.3,2.6.1.42|2.6.1.6;2.6.1.72;2.6.1.21;2.6.1.52,,,2.6.1,2.6.1,2.6.1;2.8.3;2.2.1;5.4.3,2.6.1.42|2.6.1.6;2.6.1.72;2.6.1.21;2.6.1.52,,,2.6.1,2.6.1,1.2.1;1.5.99;1.1.99;1.3.8,2.6.1.42|2.6.1.6;2.6.1.72;2.6.1.21;2.6.1.52,,,2.6.1,2.6.1,1.2.1;1.5.99;1.1.99;1.3.8,2.6.1.42|2.6.1.6;2.6.1.72;2.6.1.21;2.6.1.52,,,2.6.1,2.6.1,,,2.6.1,2.6.1,,,2.6.1,,,,2.6.1.107,2.6.1.107,2.6.1.107,"2.6.1,0.9690021276473999;1.14.11,0.006000199355185032;2.3.1,0.00285713211633265;4.2.1,0.0027157277800142765;1.1.1,0.0016935181338340044",2.6.1.107,2.6.1;1.14.11;2.3.1;4.2.1;1.1.1,2.6.1.107,2.6.1;1.14.11;2.3.1;4.2.1;1.1.1,2.6.1.107,2.6.1;1.14.11;2.3.1;4.2.1;1.1.1,2.6.1.107,2.6.1;1.14.11;2.3.1;4.2.1;1.1.1,2.6.1.107
40044,6.3.2,6.3.2,2.1.3;6.3.3;1.14.11;2.9.1,6.3.2.41|6.3.2.42;6.3.2.12|6.3.2.17;6.3.2.32;6.3.2.9,,,6.3.2,6.3.2,2.1.3;6.3.3;1.14.11;2.9.1,6.3.2.41|6.3.2.42;6.3.2.12|6.3.2.17;6.3.2.32;6.3.2.9,,,6.3.2,6.3.2,2.1.3;6.3.3;1.14.11;2.9.1,6.3.2.41|6.3.2.42;6.3.2.12|6.3.2.17;6.3.2.32;6.3.2.9,,,6.3.2,6.3.2,2.3.2;3.1.2;2.3.1;2.3.3,6.3.2.41|6.3.2.42;6.3.2.12|6.3.2.17;6.3.2.32;6.3.2.9,,,6.3.2,6.3.2,2.3.2;3.1.2;2.3.1;2.3.3,6.3.2.41|6.3.2.42;6.3.2.12|6.3.2.17;6.3.2.32;6.3.2.9,,,6.3.2,6.3.2,,,6.3.2,6.3.2,,,6.3.2,,,,6.3.1.17,6.3.1.17,6.3.1.17,"6.3.2,0.9969678521156311;3.4.17,0.0008777697221376002;6.3.4,0.0005945435841567814;3.5.1,0.0003992526908405125;6.3.1,0.00023935589706525207",6.3.1.17,6.3.2;3.4.17;6.3.4;3.5.1;6.3.1,6.3.1.17,6.3.2;3.4.17;6.3.4;3.5.1;6.3.1,6.3.1.17,6.3.2;3.4.17;6.3.4;3.5.1;6.3.1,6.3.1.17,6.3.2;3.4.17;6.3.4;3.5.1;6.3.1,6.3.1.17
40076,3.5.4,3.5.4,3.5.1;4.1.2;3.5.4;4.3.1,3.5.4.46;3.5.4.4,,,3.5.4,3.5.4,3.5.1;4.1.2;3.5.4;4.3.1,3.5.4.46;3.5.4.4,,,3.5.4,3.5.4,3.5.1;4.1.2;3.5.4;4.3.1,3.5.4.46;3.5.4.4,,,3.5.4,3.5.4,2.7.7;2.4.2;2.7.8;2.7.1,3.5.4.46;3.5.4.4,,,3.5.4,3.5.4,2.7.7;2.4.2;2.7.8;2.7.1,3.5.4.46;3.5.4.4,,,3.5.4,3.5.4,,,3.5.4,3.5.4,,,3.5.4,,,,3.5.4.40,3.5.4.40,3.5.4.40,"3.5.4,0.9992786049842834;3.5.99,0.00032537084189243615;3.5.1,0.00019817081920336932;6.3.4,4.161816104897298e-05;3.5.5,3.5427143302513286e-05",3.5.4.40,3.5.4;3.5.99;3.5.1;6.3.4;3.5.5,3.5.4.40,3.5.4;3.5.99;3.5.1;6.3.4;3.5.5,3.5.4.40,3.5.4;3.5.99;3.5.1;6.3.4;3.5.5,3.5.4.40,3.5.4;3.5.99;3.5.1;6.3.4;3.5.5,3.5.4.40
40300,1.14.15,1.14.15,1.14.15;1.14.99;1.3.7;1.17.7,1.14.13.-|1.14.13.188;1.14.13.72;1.14.13.70;1.1.1.170|1.1.1.270|1.14.13.72|1.14.18.9;1.14.13.246;1.14.13.90;1.14.14.18;1.13.12.17;1.14.13.79;1.14.99.9,,,1.14.15,1.14.15,1.14.15;1.14.99;1.3.7;1.17.7,1.14.13.-|1.14.13.188;1.14.13.72;1.14.13.70;1.1.1.170|1.1.1.270|1.14.13.72|1.14.18.9;1.14.13.246;1.14.13.90;1.14.14.18;1.13.12.17;1.14.13.79;1.14.99.9,,,1.14.15,1.14.15,1.14.15;1.14.99;1.3.7;1.17.7,1.14.13.-|1.14.13.188;1.14.13.72;1.14.13.70;1.1.1.170|1.1.1.270|1.14.13.72|1.14.18.9;1.14.13.246;1.14.13.90;1.14.14.18;1.13.12.17;1.14.13.79;1.14.99.9,,,1.14.15,1.14.15,4.2.1;4.1.99;4.2.3;3.1.1,1.14.13.-|1.14.13.188;1.14.13.72;1.14.13.70;1.1.1.170|1.1.1.270|1.14.13.72|1.14.18.9;1.14.13.246;1.14.13.90;1.14.14.18;1.13.12.17;1.14.13.79;1.14.99.9,,,1.14.15,1.14.15,4.2.1;4.1.99;4.2.3;3.1.1,1.14.13.-|1.14.13.188;1.14.13.72;1.14.13.70;1.1.1.170|1.1.1.270|1.14.13.72|1.14.18.9;1.14.13.246;1.14.13.90;1.14.14.18;1.13.12.17;1.14.13.79;1.14.99.9,,,1.14.15,1.14.15,,,1.14.15,1.14.15,,,1.14.15,,,,1.14.15.35,1.14.15.35,1.14.15.35,"1.14.15,0.8852734565734863;1.14.19,0.10317791998386383;1.17.7,0.0021562024485319853;1.14.13,0.0020486176945269108;1.97.1,0.0011165126925334334",1.14.15.35,1.14.15;1.14.19;1.17.7;1.14.13;1.97.1,1.14.15.35,1.14.15;1.14.19;1.17.7;1.14.13;1.97.1,1.14.15.35,1.14.15;1.14.19;1.17.7;1.14.13;1.97.1,1.14.15.35,1.14.15;1.14.19;1.17.7;1.14.13;1.97.1,1.14.15.35
40516,4.1.3,5.3.1,1.13.11;3.1.1;2.3.2;1.2.3,4.1.2.13,,,4.1.3,5.3.1,1.13.11;3.1.1;2.3.2;1.2.3,4.1.2.13,,,3.1.1,5.3.1,1.13.11;3.1.1;2.3.2;1.2.3,4.1.2.13,,,3.1.1,5.3.1,2.5.1;2.1.1;2.3.1;6.3.3,4.1.2.13,,,3.1.1,5.3.1,2.5.1;2.1.1;2.3.1;6.3.3,4.1.2.13,,,5.3.1,5.3.1,,,5.3.1,5.3.1,,,5.3.1,,,,4.1.2.57,4.1.2.57,4.1.2.57,"5.3.1,0.9855278134346008;1.1.99,0.01081231888383627;1.1.1,0.001744886627420783;2.7.1,0.0007856693700887263;2.5.1,0.0001759387960191816",4.1.2.57,5.3.1;1.1.99;1.1.1;2.7.1;2.5.1,4.1.2.57,5.3.1;1.1.99;1.1.1;2.7.1;2.5.1,4.1.2.57,5.3.1;1.1.99;1.1.1;2.7.1;2.5.1,4.1.2.57,5.3.1;1.1.99;1.1.1;2.7.1;2.5.1,4.1.2.57
40524,2.6.1,1.1.5,1.1.5;1.2.5;1.10.5;1.3.5,1.3.5.1|1.3.5.4;1.1.5.10;1.4.5.1;1.2.5.2;1.3.3.4;1.3.98.1,,,2.6.1,1.1.5,1.1.5;1.2.5;1.10.5;1.3.5,1.3.5.1|1.3.5.4;1.1.5.10;1.4.5.1;1.2.5.2;1.3.3.4;1.3.98.1,,,4.1.1,1.1.5,1.1.5;1.2.5;1.10.5;1.3.5,1.3.5.1|1.3.5.4;1.1.5.10;1.4.5.1;1.2.5.2;1.3.3.4;1.3.98.1,,,4.1.1,1.1.5,4.4.1;1.4.3;4.98.1;4.1.99,1.3.5.1|1.3.5.4;1.1.5.10;1.4.5.1;1.2.5.2;1.3.3.4;1.3.98.1,,,4.1.1,1.1.5,4.4.1;1.4.3;4.98.1;4.1.99,1.3.5.1|1.3.5.4;1.1.5.10;1.4.5.1;1.2.5.2;1.3.3.4;1.3.98.1,,,3.2.1,1.1.5,,,3.2.1,1.1.5,,,3.2.1,,,,1.3.5.1,1.3.5.1,1.3.5.1,"1.1.5,0.4312079846858978;1.2.5,0.2939399778842926;1.97.1,0.10373249650001526;1.6.5,0.040067680180072784;1.3.2,0.03201620280742645",1.3.5.1,1.1.5;1.2.5;1.97.1;1.6.5;1.3.2,1.3.5.1,1.1.5;1.2.5;1.97.1;1.6.5;1.3.2,1.3.5.1,1.1.5;1.2.5;1.97.1;1.6.5;1.3.2,1.3.5.1,1.1.5;1.2.5;1.97.1;1.6.5;1.3.2,1.3.5.1
40736,3.2.1,3.2.1,1.14.18;1.14.19;1.13.11;1.13.12,3.2.1.191|3.2.1.z;3.2.1.194;3.2.1.193;3.2.1.24;3.2.1.58;3.2.1.74;2.4.1.25;3.2.1.31;3.2.1.3,,,3.2.1,3.2.1,1.14.18;1.14.19;1.13.11;1.13.12,3.2.1.191|3.2.1.z;3.2.1.194;3.2.1.193;3.2.1.24;3.2.1.58;3.2.1.74;2.4.1.25;3.2.1.31;3.2.1.3,,,3.2.1,3.2.1,1.14.18;1.14.19;1.13.11;1.13.12,3.2.1.191|3.2.1.z;3.2.1.194;3.2.1.193;3.2.1.24;3.2.1.58;3.2.1.74;2.4.1.25;3.2.1.31;3.2.1.3,,,3.2.1,3.2.1,4.2.3;4.1.99;5.5.1;1.5.3,3.2.1.191|3.2.1.z;3.2.1.194;3.2.1.193;3.2.1.24;3.2.1.58;3.2.1.74;2.4.1.25;3.2.1.31;3.2.1.3,,,3.2.1,3.2.1,4.2.3;4.1.99;5.5.1;1.5.3,3.2.1.191|3.2.1.z;3.2.1.194;3.2.1.193;3.2.1.24;3.2.1.58;3.2.1.74;2.4.1.25;3.2.1.31;3.2.1.3,,,3.2.1,3.2.1,,,3.2.1,3.2.1,,,3.2.1,,,,3.2.1.191,3.2.1.191,3.2.1.191,"3.2.1,0.9988285899162292;2.3.1,0.0002590887597762048;2.4.1,0.00017036529607139528;4.2.1,0.0001576754730194807;3.1.4,0.00012682309898082167",3.2.1.191,3.2.1;2.3.1;2.4.1;4.2.1;3.1.4,3.2.1.191,3.2.1;2.3.1;2.4.1;4.2.1;3.1.4,3.2.1.191,3.2.1;2.3.1;2.4.1;4.2.1;3.1.4,3.2.1.191,3.2.1;2.3.1;2.4.1;4.2.1;3.1.4,3.2.1.191
40740,3.2.1,3.2.1,1.14.18;1.14.19;1.14.13;3.1.1,3.2.1.191|3.2.1.z;3.2.1.194;3.2.1.193;3.2.1.24;3.2.1.58;3.2.1.74;2.4.1.25;3.2.1.31;3.2.1.3,,,3.2.1,3.2.1,1.14.18;1.14.19;1.14.13;3.1.1,3.2.1.191|3.2.1.z;3.2.1.194;3.2.1.193;3.2.1.24;3.2.1.58;3.2.1.74;2.4.1.25;3.2.1.31;3.2.1.3,,,3.2.1,3.2.1,1.14.18;1.14.19;1.14.13;3.1.1,3.2.1.191|3.2.1.z;3.2.1.194;3.2.1.193;3.2.1.24;3.2.1.58;3.2.1.74;2.4.1.25;3.2.1.31;3.2.1.3,,,3.2.1,3.2.1,1.1.3;1.13.12;1.13.11;1.2.3,3.2.1.191|3.2.1.z;3.2.1.194;3.2.1.193;3.2.1.24;3.2.1.58;3.2.1.74;2.4.1.25;3.2.1.31;3.2.1.3,,,3.2.1,3.2.1,1.1.3;1.13.12;1.13.11;1.2.3,3.2.1.191|3.2.1.z;3.2.1.194;3.2.1.193;3.2.1.24;3.2.1.58;3.2.1.74;2.4.1.25;3.2.1.31;3.2.1.3,,,3.2.1,3.2.1,,,3.2.1,3.2.1,,,3.2.1,,,,3.2.1.191,3.2.1.191,3.2.1.191,"3.2.1,0.9988285899162292;2.3.1,0.0002590887597762048;2.4.1,0.00017036529607139528;4.2.1,0.0001576754730194807;3.1.4,0.00012682309898082167",3.2.1.191,3.2.1;2.3.1;2.4.1;4.2.1;3.1.4,3.2.1.191,3.2.1;2.3.1;2.4.1;4.2.1;3.1.4,3.2.1.191,3.2.1;2.3.1;2.4.1;4.2.1;3.1.4,3.2.1.191,3.2.1;2.3.1;2.4.1;4.2.1;3.1.4,3.2.1.191
