reaction_id,EC Number,BEC-Pred,SelenzymeRF,SIMMER,Theia,MajorityVote,MajorityVoteCore4
14154,2.4.1.39,2.4.1,2.4.1.250;2.4.1.-|2.4.1.283;2.4.1.-|2.4.1.285;2.4.1.306;2.4.1.-|2.4.1.290;2.4.1.17;3.2.1.183;2.4.1.-|2.4.1.291;2.4.1.227,2.4.1,2.4.1;2.4.2;2.7.8;3.2.1;2.7.1,2.4.1,2.4.1
14182,1.14.11.8,1.14.11,1.14.11.67;1.14.11.68;1.14.11.66;1.14.11.69;1.14.11.65;1.14.11.27;1.14.11.28;1.14.11.33;1.14.11.51;1.14.11.53;1.14.11.21;1.14.11.1;1.14.11.-|1.14.11.55;1.13|1.13.12.19,1.14.11,1.14.11;1.13.12;1.14.20;4.2.1;1.1.99,1.14.11,1.14.11
14198,6.3.1.4,6.3.2,6.3.1.12;6.3.4.2,6.2.2;2.7.11,6.3.2;6.3.4;6.3.5;6.3.1;6.2.1,6.3.2,6.3.2
14218,1.8.4.11,1.17.4,1.8.4.13|1.8.4.14;1.8.4.12,1.21.4,1.17.4;1.8.3;2.8.1;1.8.1;1.8.7,1.17.4,1.17.4
14222,3.1.6.16,3.1.6,3.1.1.114|3.1.1.M3;3.1.1.100;3.1.1.82;3.1.1.2;3.3.2.14;3.1.1.1,,3.1.6;3.6.2;1.2.98;3.1.7;3.13.1,3.1.1,3.1.1
14266,5.4.3.8,5.1.1,1.2.1.70,2.6.1,2.6.1;2.3.1;4.1.1;4.3.1;1.4.1,2.6.1,2.6.1
14334,4.6.1.14,2.4.1,4.6.1.14;3.1.4.50;3.5.1.89;4.6.1.13;3.1.4.11;3.1.4.3;2.7.1.227;2.7.1.228;2.7.8.20,3.1.4,3.1.4;2.7.8;2.7.1;2.3.1;2.4.1,3.1.4,3.1.4
14342,2.2.1.5,4.1.3,2.6.1.19;4.1.1.47;2.2.1.9|2.5.1.64|4.1.1.71|4.1.3.-|4.2.99.20,5.3.3,4.1.1;4.1.3;1.14.11;1.1.1;1.1.99,4.1.1|4.1.3,4.1.1|4.1.3
14446,3.1.4.4,3.1.1,3.1.4.4;3.1.4.39;2.7.8.24;3.1.4.41;3.1.4.1|3.1.4.4;3.1.4.3;2.3.1.158,3.1.1,3.1.4;2.7.8;3.6.1;3.1.7;2.4.3,3.1.4,3.1.4
14478,1.3.8.7,1.3.99,1.3.99.3;1.3.3.6|1.3.8.1|1.3.99.-|1.3.99.2|1.3.99.3;1.3.99.7;1.3.3.6|1.3.8.1|1.3.99.-|1.3.99.13|1.3.99.3;1.3.3.6|1.3.8.9|1.3.99.-|1.3.99.13|1.3.99.3;1.3.99.12;1.14.19.56;1.14.14.15;1.5.1.45;1.3.8.4|1.3.99.10|1.3.99.3;2.1.1.74,1.3.99;1.3.8,1.3.8;1.3.99;1.3.1;1.14.19;1.14.14,1.3.99,1.3.99
14526,1.21.99.1,1.3.99,1.21.99.1;2.1.1.261;2.5.1.34;5.5.1.32;5.5.1.31;5.5.1.33;1.12.5.1;4.2.3.88;1.1.1.71;4.2.3.204;4.2.3.107;4.2.3.135;4.2.3.105;1.14.14.127;4.2.3.82;4.2.3.160;4.2.3.80;4.2.3.100;4.2.3.72;1.14.11.38;4.2.3.57;4.2.3.137;4.2.3.89;4.2.3.133;4.2.3.98;4.2.3.173;4.2.3.56|4.2.3.58;4.2.3.-|4.2.3.127;4.2.3.70;4.2.3.96;4.2.3.74;4.2.3.163;4.2.3.167;4.2.3.146;4.2.3.8;1.3.1.96|2.5.1.21,5.5.1,1.3.99;1.14.99;1.17.99;5.3.3;1.5.99,1.3.99,1.3.99
14534,3.5.2.10,3.5.4,2.1.1.2;2.7.3.2;3.9.1.1;3.5.4.1|3.5.4.21;4.3.1.17;3.4.11.9,,3.5.1;3.5.4;3.5.5;3.5.3;3.5.2,3.5.4,3.5.4
14546,3.5.1.19,3.5.1,2.4.99.20|3.2.2.5;3.5.1.4;6.3.1.5|6.3.5.1,5.4.4,3.5.1;3.5.5;3.5.4;1.13.12;3.5.99,3.5.1,3.5.1
14634,7.2.2.3,1.16.99,6.3.2.3;6.3.2.2|6.3.2.3;6.4.1.8;6.3.4.6,7.4.2;3.6.4,3.6.1;3.6.5;5.6.2;3.6.4;6.3.5,6.3.2,6.3.2
14634,7.2.2.3,1.16.99,6.3.2.3;6.3.2.2|6.3.2.3;6.4.1.8;6.3.4.6,7.4.2;3.6.4,3.6.1;3.6.5;5.6.2;3.6.4;6.3.5,6.3.2,6.3.2
14730,4.1.2.13,4.1.3,4.1.2.13;4.1.2.40,5.3.1,5.3.1;1.1.99;1.1.1;2.7.1;5.5.1,5.3.1,5.3.1
14734,7.2.2.15,1.16.99,6.3.2.2,7.4.2;3.6.4,3.6.1;3.6.5;5.6.2;3.6.4;6.3.5,3.6.4,3.6.4
14770,1.5.99.4,1.5.99,1.5.99.4;2.1.1.49;1.14.13.8;1.14.14.1;1.17.1.5;1.17.2.1;1.5.3.5;1.5.3.6;1.13.11.9;1.3.7.1;1.3.99.17,1.5.99,1.5.99;1.3.99;1.17.99;1.12.99;1.16.99,1.5.99,1.5.99
14850,3.5.3.14,3.5.1,6.3.4.5,3.5.1,3.5.1;4.3.2;3.4.17;3.5.3;3.4.13,3.5.1,3.5.1
14858,6.3.2.20,6.3.2,6.3.2.37;6.3.2.59;6.3.1.8|6.3.1.9;6.3.2.11;6.3.2.7;6.3.2.23;6.3.2.44;6.3.5.12;6.3.5.9;6.3.5.11;6.3.5.-|6.3.5.13;6.3.2.4,6.3.2,6.3.4;6.2.1;6.3.2;2.3.2;2.3.1,6.3.2,6.3.2
14886,3.2.2.19,3.2.2,3.2.2.24;3.2.2.19;2.4.2.31;3.2.2.5|3.2.2.6;2.4.2.17,,3.2.1;3.2.2;4.2.1;3.1.4;2.3.1,3.2.2,3.2.2
14894,5.4.3.5,5.1.1,5.4.3.5;5.1.1.10|5.1.1.12|5.1.1.9;2.3.2.30;3.5.1.132;3.4.13.4;2.6.1.13;5.4.3.3;2.6.1.13|2.6.1.68;2.6.1.21;5.1.1.5|5.1.1.9;2.6.1.36;3.5.1.17;2.3.1.35,5.4.99,2.6.1;4.3.1;1.4.1;5.1.1;1.4.3,5.1.1,5.1.1
14926,1.1.1.224,1.1.1,1.1.1.200;1.1.1|1.1.1.10|1.1.1.19|1.1.1.2|1.1.1.21|1.1.1.72;1.1.1.2|1.1.1.21;1.1.1.21;1.11.1.1|1.11.1.2;1.7.1.6;1.1.1.-|1.1.1.215;1.1.1.346;1.1.1.101;1.1.1.-|1.1.1.2|1.1.1.21|1.1.1.365;1.1.1.44,1.2.1;1.1.1,1.1.1;5.3.1;5.4.2;1.17.1;1.23.1,1.1.1,1.1.1
14930,1.1.1.239,1.1.1,1.1.1.209;1.1.1.51;1.1.1.210|1.1.1.239|1.1.1.357|1.1.1.51|1.1.1.62;1.6.5.4;1.11.1.1|1.14.12.17,1.1.1,1.1.1;1.3.1;1.2.1;1.14.13;1.5.1,1.1.1,1.1.1
14930,1.1.1.239,1.1.1,1.1.1.209;1.1.1.51;1.1.1.210|1.1.1.239|1.1.1.357|1.1.1.51|1.1.1.62;1.6.5.4;1.11.1.1|1.14.12.17,1.1.1,1.1.1;1.3.1;1.2.1;1.14.13;1.5.1,1.1.1,1.1.1
14982,1.1.1.51,1.1.1,1.1.1|1.1.1.209;1.1.1.51;1.1.1.51|1.1.1.62|1.1.1.64;1.1.1|1.1.1.2|1.1.1.213|1.1.1.239|1.1.1.62|1.3.1.20;1.1.1.184|1.1.1.2|1.1.1.62,1.1.1,1.1.1;1.3.1;1.2.1;1.14.13;1.5.1,1.1.1,1.1.1
14982,1.1.1.51,1.1.1,1.1.1|1.1.1.209;1.1.1.51;1.1.1.51|1.1.1.62|1.1.1.64;1.1.1|1.1.1.2|1.1.1.213|1.1.1.239|1.1.1.62|1.3.1.20;1.1.1.184|1.1.1.2|1.1.1.62,1.1.1,1.1.1;1.3.1;1.2.1;1.14.13;1.5.1,1.1.1,1.1.1
15006,1.14.11.13,1.14.11,1.14.11.13;1.14.11.67;1.14.11.15;1.14.11.27|1.14.11.65|1.14.11.66|1.14.11.67;1.14.11.66|1.14.11.68|1.14.11.69;1.14.11.54;1.14.11.53;1.14.11.51,1.14.11,1.14.11;1.14.20;4.1.1;1.13.12;1.13.11,1.14.11,1.14.11
15030,1.1.1.255,1.1.1,1.1.1.21;1.1.1.255;1.1.1.2|1.1.1.21;1.1.1|1.1.1.10|1.1.1.19|1.1.1.2|1.1.1.21|1.1.1.72;1.1.1.14;1.6.5.4;1.11.1.1|1.14.12.17,1.1.1,1.1.1;1.2.1;1.3.1;1.4.1;1.17.1,1.1.1,1.1.1
15070,4.2.1.165,3.1.1,1.1.1.396;1.3.7.15;4.2.1.-|4.2.1.165;1.14.13.122;2.1.1.333;2.5.1.141,,4.2.1;3.2.1;3.3.2;3.1.3;1.14.18,4.2.1,4.2.1
15094,2.6.1.5,2.6.1,2.6.1.21;2.6.1.5;2.6.1.7;2.6.1.1|2.6.1.19|2.6.1.42|2.6.1.5|2.6.1.57;2.6.1.14,2.6.1,2.6.1;1.13.12;1.14.11;4.1.1;5.1.1,2.6.1,2.6.1
15094,2.6.1.5,2.6.1,2.6.1.21;2.6.1.5;2.6.1.7;2.6.1.1|2.6.1.19|2.6.1.42|2.6.1.5|2.6.1.57;2.6.1.14,2.6.1,2.6.1;1.13.12;1.14.11;4.1.1;5.1.1,2.6.1,2.6.1
15122,2.8.1.5,2.1.1,2.8.1.5;2.8.1.1;1.8.5.5;1.8.5.5|1.8.5.8;1.8.2.5;2.5.1.47|2.5.1.49|4.2.99.8,,2.8.1;1.8.2;1.8.1;4.4.1;1.8.4,2.8.1,2.8.1
15190,1.17.2.3,1.2.7,1.17.1.9;1.17.1.11;1.1.98.6;1.17.2.3;1.8.98.6;1.17.98.3;1.17.1.10|1.2.1.43;1.17.5.3;1.17.98.4;1.16.3.1,,1.2.2;1.17.98;1.12.2;1.7.2;1.3.2,1.2.2,1.17.1
15238,1.6.2.5,1.16.1,1.16.1.9;1.14.12.17|1.16.1.7|1.5.1;1.16.1.1;1.2.1.44;1.3.1.32;1|1.14.13.39|1.14.14.1|1.16.1.7|1.18.1.2|1.6.2.2;1.8.1.13,1.18.1;1.1.1,1.16.1;1.1.1;1.3.1;1.8.1;1.14.19,1.16.1,1.16.1
15258,4.1.2.42,4.1.2,2.1.2.1|4.1.2.48|4.1.2.5,,5.1.1;2.6.1;2.1.2;4.3.1;4.1.2,4.1.2,4.1.2
15266,2.6.99.2,3.1.3,4.3.3.6,4.3.3;4.1.99,4.2.1;2.5.1;4.1.99;3.1.3;1.1.99,4.3.3,4.3.3
15274,2.6.1.49,2.6.1,2.6.1.21;2.6.1.7;2.6.1.1|2.6.1.19|2.6.1.42|2.6.1.5|2.6.1.57;2.6.1.14,2.6.1,2.6.1;1.13.12;1.14.11;4.1.1;5.1.1,2.6.1,2.6.1
15430,2.1.1.342,2.1.1,2.1.1.342;1.97.1|1.97.1.4;2.8.1.8,1.14.99,1.5.8;1.21.98;2.1.1;1.97.1;1.14.14,2.1.1,2.1.1
15482,2.1.2.1,2.1.2,2.1.2.1,,2.1.2;2.1.1;1.5.7;4.3.1;1.5.1,2.1.2,2.1.2
15558,7.2.2.11,1.16.99,6.3.2.2,7.4.2;3.6.4,3.6.1;3.6.5;5.6.2;3.6.4;6.3.5,3.6.4,3.6.4
15590,2.6.1.72,2.6.1,2.6.1.72;2.6.1.7;2.6.1.21;2.6.1.57;2.6.1.27;2.6.1.1|2.6.1.27|2.6.1.42|2.6.1.5|2.6.1.57|2.6.1.9,2.6.1,2.6.1;4.1.1;1.14.11;1.13.12;4.3.1,2.6.1,2.6.1
15614,1.3.1.76,1.3.1,1.3.1.76;1.6.5.4;1.11.1.1|1.14.12.17,1.14.13,4.99.1;1.3.1;1.5.1;1.6.2;1.3.3,1.3.1,1.3.1
15806,6.3.3.3,6.3.2,6.4.1.7;6.3.4.16|6.3.5.5,6.3.2,6.3.2;6.3.4;4.1.1;6.3.1;6.3.3,6.3.2,6.3.2
15810,4.2.3.26,4.2.3,4.2.3|4.2.3.26;4.2.3.77;4.2.3.67;4.2.3.75;2.5.1.123;2.5.1.124;2.5.1.138;3.1.7.4;4.2.3.108|4.2.3.111;4.2.3.112;2.5.1.74;4.2.3.11;4.2.3.120;4.2.3.117;2.5.1.136;4.2.3.116;2.5.1.137;4.2.3.110;4.2.3.51;4.2.3.10;4.2.3.52;2.5.1.10;2.5.1.20,4.2.3,4.2.3;2.5.1;3.1.7;4.2.1;3.6.1,4.2.3,4.2.3
15854,1.1.1.149,1.1.1,1.1.1.149;1.6.5.4;1.11.1.1|1.14.12.17;1.7.99.6;1.1.1.145;1.1.1.417;1.1.1.51;1.14.13.246;1.1.1.170|1.1.1.418;1.1.1.213|1.1.1.357|1.1.1.50;1.1.1.145|5.3.3.1;1.14.18.9,1.1.1,1.1.1;1.3.1;1.5.1;1.2.1;1.14.13,1.1.1,1.1.1
15858,1.1.1.149,1.3.1,1.14.99.9;1.1.1.149;1.11.1.1|1.11.1.2;1.3.1.22;1.1.1.146;1.1.1.417;1.1.1.62;1.1.1.170;1.1.1.213|1.1.1.357|1.1.1.50;1.1.1.270;1.1.1.201;1.1.1.145|5.3.3.1,1.1.1,1.1.1;1.3.1;1.5.1;1.2.1;1.14.13,1.1.1,1.1.1
15862,3.1.3.28,3.1.3,1.18.6.1;6.3.5.9,3.13.1,3.1.3;3.6.1;3.1.4;3.6.5;5.6.2,3.1.3,3.1.3
15902,5.4.2.11,5.3.1,1.2.1.9;1.13.11|4.1.1.39,5.3.1,2.7.1;5.4.2;2.6.1;3.1.3;5.4.1,5.3.1,5.3.1
15902,5.4.2.11,5.3.1,1.2.1.9;1.13.11|4.1.1.39,5.3.1,2.7.1;5.4.2;2.6.1;3.1.3;5.4.1,5.3.1,5.3.1
15906,1.1.99.26,1.1.99,1.1.1.1|1.1.1.163|1.1.1.184|1.1.1.245|1.1.1.90,5.3.1,1.1.99;1.17.99;1.3.99;1.14.99;4.1.3,1.1.99,1.1.99
15910,1.14.11.17,1.14.11,1.14.11.17;1.13|1.13.12.19;1.14.11.12;1.13.11.18;1.13.11.55;1.2.2.4;1.14.11.6;1.14.20.7;1.14.11.67;1.14.11.25;1.14.11.33;1.14.11.15;1.14.11|1.14.11.-|1.14.11.13;1.14.11.11;1.14.11.22;1.14.11.52;1.14.11.4;1.14.11.63;1.14.11.58;1.14.11.16;1.14.11.2|1.14.11.29,1.14.11,1.14.11;4.1.1;4.4.1;1.13.11;1.14.20,1.14.11,1.14.11
15914,2.7.4.16,2.7.4,2.7.4.-|2.7.4.26;2.7.4.7;2.7.4.2;2.7.4.8,2.7.1;2.7.7,2.7.4;2.7.1;2.7.2;2.7.7;2.7.11,2.7.4,2.7.4
15926,1.1.1.160,1.1.1,1.11.1.1|1.11.1.2;1.3.1.20;1.1.1.100;1.14.14.1,1.1.1,1.1.1;1.3.1;1.14.13;1.17.1;1.5.1,1.1.1,1.1.1
15930,3.5.3.21,3.5.1,3.5.1.6;3.5.1.54;3.5.1.20;3.5.1.84;3.5.1.53;3.5.3.9;3.5.1.5,,4.2.1;3.5.1;3.5.4;3.5.99;3.1.1,3.5.1,3.5.1
15954,2.7.3.10,2.7.1,6.3.4.22;2.7.2.2;6.3.4.16|6.3.5.5,6.3.5;2.7.1,2.7.1;2.7.4;6.3.4;2.1.4;6.2.1,2.7.1,2.7.1
15966,3.1.4.39,3.1.1,3.1.4.39;3.1.4.2|3.1.4.46;2.7.7.39;6.1.2.2;2.8.2.1|2.8.2.3;3.1.5.1;4.1.99.25;2.7.7.60,,3.1.4;2.7.8;3.6.1;2.4.3;2.7.1,3.1.4,3.1.4
15970,1.20.4.2,2.8.1,,,1.17.4;2.8.1;2.1.1;3.1.2;1.8.3,2.8.1,2.8.1
15974,2.8.2.4,2.8.2,2.8.2.15;2.8.2.15|2.8.2.2|2.8.2.4;2.8.2.1;1.8.4.8;2.8.2.1|2.8.2.3;2.8.2.25;2.8.2|2.8.2.14|2.8.2.15|2.8.2.2|2.8.2.4;2.8.2.27;2.8.2.36;2.8.2.-|2.8.2.39;2.8.2.24;2.8.2.-|2.8.2.38;2.8.2.37|2.8.2.8;2.8.2.20,2.8.2,2.8.2;3.6.2;1.8.99;3.1.6;1.8.4,2.8.2,2.8.2
16030,3.5.3.17,3.5.1,3.5.3.7;3.5.3.1;3.5.3.22;3.5.1.6;6.3.2.1,,3.5.3;3.5.1;4.3.2;2.1.4;3.4.17,3.5.3,3.5.3
16046,2.4.1.86,2.4.1,2.4.1.122|2.4.1.307;2.4.1.86;2.4.1.275;2.4.1.87;2.4.1.62;2.4.1.38|2.4.1.90;2.4.1.-|2.4.1.301;2.4.1.338;2.4.1.22;2.4.1.239;2.4.1.-|2.4.1.297;2.4.1.228;2.4.1.-|2.4.1.284;2.4.1.13;2.4.1.366|2.4.1.367|2.4.1.dv;2.4.1.364;2.4.1.274;2.4.1.241;2.4.1.245;2.4.1.15,2.4.1,2.4.1;2.4.2;2.7.8;2.7.4;3.6.1,2.4.1,2.4.1
16050,2.7.8.26,2.4.1,2.7.8.26,2.5.1,2.5.1;2.7.8;2.1.1;2.7.7;3.6.1,2.5.1,2.5.1
16062,3.1.4.2,3.1.4,3.1.4.39;3.1.4.2|3.1.4.46;2.7.7.39;3.1.4.41;3.1.4.1|3.1.4.4,,3.1.4;3.6.1;2.7.8;2.4.3;4.6.1,3.1.4,3.1.4
16114,1.16.1.6,2.5.1,1.16.1.6;1.14.13.50|2.7.1.59|3.2.1.14|3.2.1.165|4.1.3.3|4.2.1.66|5.1.3.8,1.13.12,2.5.1;1.1.1;1.3.1;1.2.1;1.14.13,2.5.1,2.5.1
16122,3.5.2.2,3.5.1,3.5.1.6;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16;6.3.5.11;6.3.5.9;6.3.5.-|6.3.5.13,3.5.2;3.5.1,3.5.1;3.5.2;3.7.1;3.1.1;1.13.12,3.5.1,3.5.1
16158,1.6.2.6,1.16.1,1.16.1.9;1.14.12.17|1.16.1.7|1.5.1;1.16.1.1;1.2.1.44;1.3.1.32;1|1.14.13.39|1.14.14.1|1.16.1.7|1.18.1.2|1.6.2.2;1.8.1.13,1.18.1;1.1.1,1.16.1;1.1.1;1.3.1;1.8.1;1.14.19,1.16.1,1.16.1
16162,1.6.2.6,1.16.1,1.14.12.17|1.16.1.7|1.5.1;1.16.1.9;1.1.1.-|1.1.1.85;1.1.1.155|1.1.1.286|1.1.1.87,1.16.1,1.16.1;1.1.1;1.3.1;1.8.1;1.14.19,1.16.1,1.16.1
16166,1.13.12.3,1.13.12,1.2.2.4;1.14|1.14.13.125|1.14.14.156;1.13.12.24;1.13|1.13.12.19;1.2.3.4;1.2.3.3;4.1.1.105|4.1.1.28;1.1.3.15;1.13.12.6;1.14.14.117;4.1.1.109;1.11.1.21,4.1.1,1.13.12;3.5.1;4.1.1;4.1.99;3.4.17,1.13.12,1.13.12
16170,6.3.1.2,6.3.2,6.3.1.2|6.3.4.12,6.2.2;6.3.4;2.7.11,6.3.5;6.3.2;6.3.1;6.3.4;6.2.1,6.3.4,6.3.4
16226,3.5.2.12,3.5.1,3.5.1.117|3.5.1.46;6.3.2.56|6.3.2.ad;6.3.2.11;6.3.2.26;2.3.1.164;6.3.2.2,3.5.1;1.5.3,3.5.1;3.5.5;3.1.2;1.13.12;3.4.17,3.5.1,3.5.1
16290,1.5.1.18,1.1.1,1.6.5.4;1.11.1.1|1.14.12.17;1.6.6.1|1.7.1.1|1.7.1.2;1.7.99.6;1.7.1.14;1.14.13.69;1.1.1.1,1.3.1,1.5.1;1.7.1;1.14.13;1.1.1;1.4.1,1.1.1,1.1.1
16302,3.2.2.5,1.1.1,3.2.2.5|3.2.2.6;2.4.2.59;2.4.2.31,2.3.1,3.2.2;3.2.1;6.3.4;2.4.2;3.1.4,3.2.2,3.2.2
16302,3.2.2.5,1.1.1,3.2.2.5|3.2.2.6;2.4.2.59;2.4.2.31,2.3.1,3.2.2;3.2.1;6.3.4;2.4.2;3.1.4,3.2.2,3.2.2
16394,3.1.1.59,3.1.1,3.1.1.100;1.13.11|1.13.11.-|1.13.11.8;3.1.1.82;3.1.1.59;3.4.21.62;3.1.1.73;3.1.1.1,3.1.1,3.1.1;1.2.98;4.2.1;3.1.2;4.1.1,3.1.1,3.1.1
16494,3.1.4.42,3.1.1,2.7.8.5;2.7.7.39;3.1.4.44|3.1.4.46;3.1.4.2|3.1.4.44;3.6.1.16;2.4.1.213;3.1.1.5,3.1.3,3.1.4;3.6.1;4.6.1;3.1.7;2.4.3,3.1.4,3.1.4
16570,1.14.11.4,1.14.11,1.14.11.67;1.14.11.4;1.14.11.27;1.14.11.65;1.14.11.69;1.14.11.66;1.14.11.68;1.14.11.63;1.14.11.33;1.14.11.51;1.14.11.53;1.14.11|1.14.11.2|1.14.11.57,1.14.11,1.14.11;1.13.12;1.1.99;1.14.20;1.13.11,1.14.11,1.14.11
16582,1.11.1.5,1.7.2,1.4.3.1|1.4.3.3;1.1.3.47;1.4.3.3;1.2.1.29|1.2.3.1;1.1.3.17;1.1.3.15;1.1.3.29;1.4.3.19;1.3.8.7;1.21.3.3;1.1.3.9;1.2.3.14,5.1.3;5.1.1,1.16.3;1.14.19;1.8.2;1.11.1;1.14.18,1.16.3|1.4.3,1.4.3
16666,3.3.2.7,3.3.2,5.4.4.7;1.14.14.1,1.13.11,4.2.1;3.3.2;2.6.1;5.1.1;3.1.7,3.3.2,3.3.2
16710,1.14.16.4,1.14.16,1.14.16.1|1.14.16.4;1.14.16.7;1.14.16.2;1.14.16.5;4.2.1.96,1.14.16,1.14.16;3.5.4;1.10.3;1.3.3;1.5.1,1.14.16,1.14.16
16758,1.8.1.12,1.8.1,1.8.1.12;1.14.19.48;1.11.1.21;1.11.1.1|1.11.1.2,1.8.1,1.8.1;1.2.1;1.11.1;1.3.1;1.8.4,1.8.1,1.8.1
16778,7.2.2.6,1.16.99,6.3.2.2,7.4.2;3.6.4,3.6.1;3.6.5;5.6.2;3.6.4;6.3.5,3.6.4,3.6.4
16834,1.11.1.9,1.11.1,1.11.1.12;1.11.1.27;1.11.1.12|2.5.1.18;2.8.1.3;1.8.3.3,,1.8.3;1.11.1;1.17.4;1.11.2;1.8.4,1.11.1,1.11.1
16894,2.1.1.87,2.1.1,2.1.1.132;2.1.1.49;2.1.1.28;2.1.1|2.1.1.163,2.1.1,2.1.1;2.3.1;2.5.1;2.8.4;4.4.1,2.1.1,2.1.1
16906,3.3.2.2,4.1.2,3.3.2.2;3.1.1.5;2.3.1.121;2.3.1.15,1.14.19,4.2.1;3.1.1;4.1.2;3.3.2;2.6.1,4.1.2,4.1.2
16962,4.3.2.8,2.6.1,2.3.2.-|4.3.2.-|4.3.2.6;2.3.2.4|4.3.2.9;3.5.1.130|3.5.1.ai;6.3.2.37;3.5.1.17;4.3.2.7;2.6.1.36;6.3.2.59;2.6.1.21;3.4.16.6|3.4.17.10|3.4.17.12|3.4.17.2|3.4.17.20|3.4.17.22;2.3.1.32;2.1.3.3|2.1.3.8,3.5.1,2.3.2;4.3.2;2.3.1;2.1.4;3.5.1,2.3.2,2.3.2
16966,4.2.3.15,4.2.3,4.2.3.52;4.2.3.51;2.5.1.10;2.5.1.20;4.2.3.110;4.2.3.109;4.2.3.120;4.2.3.117;4.2.3.116;4.2.3.115;4.2.3|4.2.3.26,4.2.3,4.2.3;2.5.1;3.1.7;5.3.3;6.1.1,4.2.3,4.2.3
17014,5.4.2.9,2.7.1,2.7.9.1;2.7.1.40|2.7.9.2;2.7.1.121,4.1.1,2.7.8;3.11.1;4.1.1;2.5.1;2.7.9,2.7.1,2.7.1
17030,3.5.2.5,3.5.1,3.5.2.5;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,,3.5.1;3.1.1;3.7.1;1.13.12;3.5.2,3.5.1,3.5.1
17054,2.2.1.2,2.7.1,2.2.1.2,5.3.1,5.3.1;1.1.99;1.1.1;5.5.1;1.1.2,5.3.1,5.3.1
17074,2.3.1.27,2.3.1,2.3.1.180,2.3.1,2.3.1;2.3.3;2.5.1;2.3.2;3.1.2,2.3.1,2.3.1
17090,4.1.2.14,4.1.3,4.1.2.21|4.1.2.55;4.1.2.14|4.1.2.55;4.1.2.51|4.1.2.55;4.1.2.20;4.1.2.23|4.1.2.52;2.2.1.7,5.3.1,4.1.3;1.1.1;4.1.2;2.3.1;1.1.99,4.1.2,4.1.2
17090,4.1.2.14,4.1.3,4.1.2.21|4.1.2.55;4.1.2.14|4.1.2.55;4.1.2.51|4.1.2.55;4.1.2.20;4.1.2.23|4.1.2.52;2.2.1.7,5.3.1,4.1.3;1.1.1;4.1.2;2.3.1;1.1.99,4.1.2,4.1.2
17114,3.1.4.13,3.6.1,3.1.4.46;3.1.4.2;2.7.7.14;3.1.5.1;6.3.5.11;6.3.5.9;6.3.5.-|6.3.5.13;4.1.99.25;6.1.2.2;2.7.1.121,2.7.1;3.1.3,2.7.8;3.1.4;3.6.1;3.1.7;4.2.1,3.1.4,3.1.4
17158,2.7.3.2,2.7.11,2.7.3.2;2.7.1.64;6.3.5.11;6.3.5.-|6.3.5.13;6.3.5.9;6.3.1.12;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,6.3.5;2.7.1,3.9.1;2.7.6;2.7.1;2.7.12;2.7.2,6.3.5,6.3.5
17210,3.5.2.18,3.5.1,3.5.1.29;3.5.2.18;3.5.1.3;2.3.2.13;3.5.1.122;1.7.2.7;3.5.1.119;3.5.1.44,5.3.3,3.5.1;4.2.1;5.4.99;3.5.4;4.3.1,3.5.1,3.5.1
17270,2.1.1.101,2.1.1,2.1.1.237;2.1.1.306;2.1.1.112;2.1.1.238;2.1.1.35,2.1.1,2.1.1;2.8.4;2.3.1;2.5.1;3.13.2,2.1.1,2.1.1
17306,3.5.3.18,3.5.1,1.14.13.39;1.5.8.2;1.5.8.1;1.14.14.47;6.3.4.5,2.1.4,3.5.1;3.5.3;2.1.1;2.1.3;1.5.99,3.5.1,3.5.1
17330,1.1.1.198,1.1.1,1.1.1.227;1.1.1.71;1.6.5.4;1.7.1.10|1.7.99.1;1.11.1.1|1.14.12.17,1.1.1,1.1.1;1.3.1;1.4.1;1.14.13;1.5.1,1.1.1,1.1.1
17366,7.2.2.5,1.16.99,6.3.2.2,7.4.2;3.6.4,3.6.1;3.6.5;5.6.2;3.6.4;6.3.5,3.6.4,3.6.4
17374,5.3.99.8,5.3.3,5.3.99.8;1.14.13.90;1.13.11.84;5.3.3.22;1.14.-.-|1.14.13.-|1.14.15.24;1.14.14.158;1.14.15.21;1.13.11.65;1.10.99.3|1.23.5.1;1.13.11.63;1.13.11.75;5.3.99.9;5.2.1.-|5.2.1.14;1.13.11.51;1.14.99.63;1.14.13.129;2.4.1.276;5.2.1.-|5.2.1.13;1.13.11.71|1.14.99.-,5.3.99,5.3.99;5.4.99;5.5.1;1.23.5;4.1.3,5.3.99,5.3.99
17554,2.7.3.7,2.7.1,2.7.1.64;2.7.3.5;6.3.5.9;6.3.5.-|6.3.5.13;6.3.5.11;6.3.5.5,2.7.14;2.7.1,3.9.1;2.7.6;1.12.2;2.7.12;2.7.13,2.7.1,2.7.1
17558,2.3.1.113,2.3.1,2.3.1.118;2.3.1.144;2.3.1.119;2.3.1.85|2.3.1.86;2.3.1.41|2.3.1.85|2.3.1.86;2.3.1.199;2.3.1.230;2.3.1.300;2.3.1.207;2.3.1.302;2.3.1.301;2.3.1.171;2.3.1.39,2.3.1,2.3.1;3.1.2;6.2.1;2.3.3;1.2.1,2.3.1,2.3.1
